"zone","state","lga","sector","ea","hhid","item_cd","s7q1","s7q2"
5,3,326,2,74,30113,5,1,60
5,3,326,2,74,30113,6,1,60
5,3,326,2,74,30113,8,1,100
5,3,326,2,74,30115,2,1,600
5,3,326,2,74,30115,5,1,200
5,3,326,2,74,30117,2,1,500
5,3,326,2,74,30117,4,1,200
5,3,326,2,74,30117,5,1,200
5,3,326,2,74,30117,8,1,100
5,3,326,2,74,30117,9,1,100
5,3,326,2,74,30119,1,1,200
5,3,326,2,74,30119,4,1,300
5,3,305,2,1542,30121,2,1,450
5,3,305,2,1542,30121,5,1,40
5,3,305,2,1542,30121,6,1,60
5,3,305,2,1542,30121,7,1,100
5,3,305,2,1542,30121,9,1,150
5,3,305,2,1542,30122,2,1,400
5,3,305,2,1542,30122,5,1,50
5,3,305,2,1542,30122,6,1,40
5,3,305,2,1542,30123,4,1,1000
5,3,305,2,1542,30123,7,1,100
5,3,305,2,1542,30123,8,1,200
5,3,305,2,1542,30125,1,1,100
5,3,305,2,1542,30125,8,1,100
5,3,305,2,1542,30127,2,1,200
5,3,305,2,1542,30127,4,1,400
5,3,305,2,1542,30130,4,1,200
5,3,312,2,20,30132,8,1,100
5,3,312,2,20,30133,2,1,450
5,3,312,2,20,30133,5,1,40
5,3,312,2,20,30133,7,1,150
5,3,312,2,20,30134,5,1,40
5,3,312,2,20,30134,6,1,80
5,3,312,2,20,30134,7,1,100
5,3,312,2,20,30135,4,1,450
5,3,312,2,20,30135,5,1,150
5,3,312,2,20,30136,5,1,100
5,3,312,2,20,30140,1,1,300
5,3,312,2,20,30140,4,1,500
5,3,312,2,20,30140,6,1,50
5,3,312,2,20,30140,7,1,100
5,3,305,2,4,30146,1,1,200
5,3,305,2,4,30146,2,1,200
5,3,305,2,4,30146,3,1,200
5,3,305,2,4,30146,8,1,300
5,3,305,2,4,30147,1,1,1000
5,3,305,2,4,30147,2,1,400
5,3,305,2,4,30147,3,1,750
5,3,305,2,4,30147,4,1,350
5,3,305,2,4,30147,5,1,80
5,3,305,2,4,30147,6,1,60
5,3,305,2,4,30147,7,1,20
5,3,305,2,4,30147,8,1,150
4,4,418,1,44,40001,2,1,1800
4,4,418,1,44,40001,9,1,360
4,4,418,1,44,40002,1,1,3200
4,4,418,1,44,40002,2,1,4000
4,4,418,1,44,40002,3,1,2800
4,4,418,1,44,40002,4,1,1200
4,4,418,1,44,40002,5,1,600
4,4,418,1,44,40002,7,1,350
