"zone","state","lga","sector","ea","hhid","s9q1a","s9q1b","s9q1c","s9q1d","s9q1e","s9q1f","s9q1g","s9q1h","s9q1i","s9q2a","s9q2b","s9q3","s9q4a","s9q4b","s9q4c","s9q5","s9q6a","s9q6b","s9q6c","s9q6d","s9q6e","s9q6f","s9q7a","s9q7b","s9q7c"
3,17,1704,1,2074,170032,0,7,2,7,0,0,0,0,0,2,3,1,,,,1,6,,,,,,1,,
3,17,1704,1,2074,170033,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1704,1,2074,170034,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1704,1,2074,170035,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1704,1,2074,170036,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1704,1,2074,170037,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1704,1,2074,170038,1,3,1,0,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,
3,17,1704,1,2074,170039,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1704,1,2074,170040,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1722,2,96,170041,3,0,0,7,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,17,1722,2,96,170042,1,1,1,0,0,0,0,0,0,2,2,1,,,,1,,,,6,,,1,,
3,17,1722,2,96,170043,2,1,0,3,1,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,17,1722,2,96,170044,5,5,0,3,2,0,2,0,0,2,3,1,,,,2,,,,,,,,,
3,17,1722,2,96,170045,0,0,0,7,0,0,0,3,4,2,0,1,,,,1,6,,,,,,1,,
3,17,1722,2,96,170046,3,1,1,0,3,3,0,0,6,2,2,1,,,,1,,,,7,,,8,,
3,17,1722,2,96,170047,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1722,2,96,170048,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1722,2,96,170049,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1722,2,96,170050,0,0,0,0,0,0,0,0,0,4,5,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170051,2,2,0,0,2,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170052,0,0,0,0,0,0,0,0,0,4,0,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170053,0,0,7,4,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170054,5,5,0,3,3,2,3,3,0,1,2,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170055,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170056,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170057,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170058,2,1,1,0,2,0,0,0,0,2,4,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170059,5,3,4,4,0,3,0,0,0,2,4,1,,,,2,,,,,,,,,
3,17,1715,2,2244,170060,0,0,0,4,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1710,2,546,170061,2,0,0,0,0,1,1,1,0,2,3,1,,,,2,,,,,,,,,
3,17,1710,2,546,170062,2,0,0,0,0,1,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1710,2,546,170063,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1710,2,546,170064,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1710,2,546,170065,2,2,1,0,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1710,2,546,170066,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1710,2,546,170067,0,0,0,0,0,0,0,0,0,3,4,2,,,3,2,,,,,,,,,
3,17,1710,2,546,170068,1,1,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1710,2,546,170069,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1710,2,546,170070,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1713,1,226,170071,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1713,1,226,170072,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1713,1,226,170073,2,2,2,2,0,2,0,0,0,2,4,1,,,,2,,,,,,,,,
3,17,1713,1,226,170074,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1713,1,226,170075,3,2,1,1,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1713,1,226,170076,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1713,1,226,170077,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1713,1,226,170078,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1713,1,226,170079,2,1,2,3,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1713,1,226,170080,0,0,0,0,0,0,0,0,0,4,0,1,,,,2,,,,,,,,,
3,17,1716,2,1452,170081,0,0,0,0,0,1,0,0,0,3,5,1,,,,1,,,,7,,,3,9,
3,17,1716,2,1452,170082,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1716,2,1452,170083,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1716,2,1452,170084,0,0,0,0,0,0,0,0,0,3,0,1,,,,1,,,,8,,,1,,
3,17,1716,2,1452,170085,2,0,0,0,0,0,0,0,2,3,4,1,,,,1,,,,9,,,3,,
3,17,1716,2,1452,170086,1,1,1,0,3,1,0,0,0,3,4,1,,,,1,,,,8,,,1,,
3,17,1716,2,1452,170087,4,2,0,2,2,2,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1716,2,1452,170088,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1716,2,1452,170089,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1716,2,1452,170090,2,1,0,0,0,2,2,1,1,3,3,1,,,,1,,,,8,,,4,,
3,17,1702,2,510,170091,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1702,2,510,170092,0,0,1,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1702,2,510,170093,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1702,2,510,170094,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1702,2,510,170095,0,0,0,0,0,0,0,0,0,3,6,1,,,,1,7,,,7,,,3,,
3,17,1702,2,510,170096,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1702,2,510,170097,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1702,2,510,170098,4,4,0,0,2,3,2,2,2,3,4,1,,,,1,8,,,8,,,4,,
3,17,1702,2,510,170099,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1702,2,510,170100,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,3,,,8,,,2,4,
3,17,1727,2,634,170101,0,2,2,0,0,0,0,0,0,3,3,1,,,,1,,,,7,,,1,,
3,17,1727,2,634,170102,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1727,2,634,170103,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1727,2,634,170104,1,2,3,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1727,2,634,170105,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1727,2,634,170106,0,5,2,2,0,0,3,0,0,3,4,1,,,,1,,,,8,,,1,3,
3,17,1727,2,634,170107,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1727,2,634,170108,1,0,0,1,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1727,2,634,170109,3,2,0,1,1,1,0,0,0,3,4,1,,,,1,7,,,1,,,2,3,
3,17,1727,2,634,170110,1,0,0,2,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1712,2,794,170111,0,0,0,0,0,0,0,0,0,3,5,1,,,,1,,,,8,,,3,,
3,17,1712,2,794,170112,2,3,2,2,0,3,2,1,2,3,3,1,,,,1,10,,,3,,,1,,
3,17,1712,2,794,170113,0,0,0,0,0,0,0,0,0,3,4,1,,,,1,8,,,8,,,1,2,
3,17,1712,2,794,170114,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1712,2,794,170115,3,0,0,0,0,2,3,0,0,3,3,1,,,,1,,,,6,,,4,,
3,17,1712,2,794,170116,1,1,1,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1712,2,794,170117,0,0,0,3,1,1,0,0,0,3,4,1,,,,1,8,,,8,,,2,3,
3,17,1712,2,794,170118,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1712,2,794,170119,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1712,2,794,170120,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1724,2,786,170121,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,17,1724,2,786,170122,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1724,2,786,170123,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,17,1724,2,786,170124,0,0,0,1,0,0,0,0,0,3,4,1,,,,1,,,,8,,,1,,
3,17,1724,2,786,170125,3,0,0,0,4,0,0,0,0,3,4,1,,,,1,11,,,,,,1,,
3,17,1724,2,786,170126,1,1,1,1,1,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,17,1724,2,786,170127,2,3,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,17,1724,2,786,170128,0,0,0,0,3,0,0,0,0,3,0,1,,,,1,,,,8,,,3,,
3,17,1724,2,786,170129,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,,8,,,3,,
3,17,1724,2,786,170130,1,0,0,2,0,3,0,0,0,2,3,1,,,,1,,,,8,,,1,,
3,18,1804,1,2690,180001,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,2,3,,2,,,5,,
3,18,1804,1,2690,180002,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,6,7,,2,3,6,5,3,
3,18,1804,1,2690,180003,7,0,0,0,0,0,0,0,0,3,3,1,,,,1,7,,,5,,,2,1,5
3,18,1804,1,2690,180004,4,4,4,4,4,4,4,4,4,2,2,1,,,,1,5,6,7,7,8,9,6,5,4
3,18,1804,1,2690,180005,0,0,1,1,1,0,0,0,0,2,3,1,,,,1,3,,,,5,,,5,
3,18,1804,1,2690,180006,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,
3,18,1804,1,2690,180007,3,3,3,7,0,1,3,0,0,2,0,1,,,,1,3,4,7,2,3,,5,3,
3,18,1804,1,2690,180008,0,0,0,0,0,0,0,4,0,2,3,1,,,,1,8,,,2,,,5,,
3,18,1804,1,2690,180009,0,0,0,0,0,0,0,0,0,2,4,2,3,2,1,2,,,,,,,,,
3,18,1804,1,2690,180010,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1809,1,1272,180011,0,0,0,0,0,0,0,0,0,6,3,2,1,,1,2,,,,,,,,,
3,18,1809,1,1272,180012,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,5,,,2,,,1,9,
3,18,1809,1,1272,180013,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1809,1,1272,180014,1,7,7,7,0,0,0,0,0,1,,1,,,,1,4,,,6,,,9,,
3,18,1809,1,1272,180015,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,
3,18,1809,1,1272,180016,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1809,1,1272,180017,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,2,,,9,5,
3,18,1809,1,1272,180018,2,2,2,7,7,2,2,2,2,1,3,1,,,,1,,,,7,,,6,,
3,18,1809,1,1272,180019,0,0,0,0,0,0,0,0,0,3,3,2,2,2,1,2,,,,,,,,,
3,18,1809,1,1272,180020,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,18,1823,1,1822,180021,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1823,1,1822,180022,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1823,1,1822,180023,7,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1823,1,1822,180024,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,,1,,,9,,
3,18,1823,1,1822,180025,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,18,1823,1,1822,180026,0,0,0,0,0,0,0,0,0,3,3,2,1,2,3,2,,,,,,,,,
3,18,1823,1,1822,180027,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,18,1823,1,1822,180028,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,18,1823,1,1822,180029,0,0,0,0,2,2,2,2,2,2,1,1,,,,1,,,,7,,,6,,
3,18,1823,1,1822,180030,7,0,0,0,0,0,0,0,0,3,2,1,,,,1,3,,,3,,,9,,
3,18,1803,2,840,180031,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,18,1803,2,840,180032,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,18,1803,2,840,180033,0,0,0,0,0,0,0,0,0,2,2,1,,,,1,7,,,7,,,4,,
3,18,1803,2,840,180034,7,0,0,0,0,0,0,0,0,2,3,1,,,,1,6,,,7,,,1,4,
3,18,1803,2,840,180035,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1803,2,840,180036,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1803,2,840,180037,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1803,2,840,180038,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1803,2,840,180039,0,0,0,0,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
3,18,1803,2,840,180040,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,18,1816,1,378,180041,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1816,1,378,180042,0,0,0,0,0,0,0,0,0,3,2,1,,,,2,,,,,,,,,
3,18,1816,1,378,180043,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1816,1,378,180044,0,0,0,0,0,0,0,3,0,2,3,1,,,,2,,,,,,,,,
3,18,1816,1,378,180045,0,0,0,1,0,0,3,2,0,2,3,1,,,,2,,,,,,,,,
3,18,1816,1,378,180046,,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1816,1,378,180047,7,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1816,1,378,180048,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1816,1,378,180049,0,0,0,0,0,0,0,0,0,1,2,1,,,,1,2,,,6,,,5,1,
3,18,1816,1,378,180050,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,18,1805,2,534,180051,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1805,2,534,180052,7,0,0,0,0,0,0,0,0,3,3,1,,,,1,7,,,8,,,3,4,
3,18,1805,2,534,180053,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1805,2,534,180054,7,0,0,2,1,0,0,0,0,2,3,1,,,,2,,,,,,,,,
3,18,1805,2,534,180055,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1805,2,534,180056,7,7,0,0,0,0,0,0,0,2,2,1,,,,1,8,,,8,,,4,,
3,18,1805,2,534,180057,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1805,2,534,180058,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1805,2,534,180059,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1805,2,534,180060,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1817,2,370,180061,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1817,2,370,180062,7,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,8,,,4,3,
3,18,1817,2,370,180063,0,0,0,0,0,0,0,0,0,3,2,1,,,,1,8,,,3,,,4,5,
3,18,1817,2,370,180064,7,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,7,7,,,4,3,
3,18,1817,2,370,180065,7,0,0,0,0,0,0,0,0,2,2,1,,,,1,8,,,8,,,3,,4
3,18,1817,2,370,180066,0,0,0,0,0,0,0,4,0,3,3,1,,,,1,7,,,3,,,5,,
3,18,1817,2,370,180067,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1817,2,370,180068,2,2,2,2,2,2,2,2,2,3,3,1,,,,1,8,,,8,,,4,5,
3,18,1817,2,370,180069,0,0,0,0,0,0,0,0,0,1,3,2,1,2,,1,3,,,8,,,6,1,
3,18,1817,2,370,180070,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1808,2,1726,180071,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,5,,,5,,,5,9,
3,18,1808,2,1726,180072,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1808,2,1726,180073,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,2,,,5,,
3,18,1808,2,1726,180074,0,0,0,3,2,0,0,4,1,1,2,2,,2,1,1,3,,,8,,,1,2,
3,18,1808,2,1726,180075,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,7,,,8,,,9,6,
3,18,1808,2,1726,180076,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1808,2,1726,180077,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1808,2,1726,180078,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1808,2,1726,180079,0,0,0,0,0,0,0,0,0,2,3,1,,,,1,3,,,8,,,2,,
3,18,1808,2,1726,180080,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,3,,,3,,
3,18,1811,2,364,180081,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1811,2,364,180082,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1811,2,364,180083,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,18,1811,2,364,180084,7,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1811,2,364,180085,7,0,0,0,2,0,0,0,0,2,2,1,,,,1,7,,,7,,,3,4,
3,18,1811,2,364,180086,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1811,2,364,180087,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1811,2,364,180088,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1811,2,364,180089,0,0,0,0,0,0,0,0,0,3,2,1,,,,2,,,,,,,,,
3,18,1811,2,364,180090,0,1,0,0,0,1,0,0,0,1,3,1,,,,1,6,,,8,,,5,6,
3,18,1820,2,450,180091,1,1,1,1,1,1,1,1,1,2,2,1,,,,1,7,,,6,7,,5,,
3,18,1820,2,450,180092,0,0,0,0,0,0,0,0,0,3,,1,,,,1,6,7,8,7,,,3,5,
3,18,1820,2,450,180093,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1820,2,450,180094,2,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,18,1820,2,450,180095,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,
3,18,1820,2,450,180096,3,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
3,18,1820,2,450,180097,0,1,0,0,0,0,0,1,2,1,2,1,,,,1,7,,,7,,,3,6,
3,18,1820,2,450,180098,7,0,0,0,0,0,0,0,0,3,3,1,,,,1,7,,,7,,,4,3,2
3,18,1820,2,450,180099,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1820,2,450,180100,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
3,18,1822,2,1654,180101,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1822,2,1654,180102,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,5,,,9,,
3,18,1822,2,1654,180103,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,,5,,,9,,
3,18,1822,2,1654,180104,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1822,2,1654,180105,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1822,2,1654,180106,7,2,3,1,0,0,0,0,0,3,,1,,,,1,,,7,,,,4,3,2
3,18,1822,2,1654,180107,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1822,2,1654,180108,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,6,,,7,,,6,8,
3,18,1822,2,1654,180109,0,0,0,0,0,0,0,0,0,3,2,1,,,,1,6,,,7,,,3,5,
3,18,1822,2,1654,180110,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1814,2,678,180111,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,,,,8,,,3,4,
3,18,1814,2,678,180112,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1814,2,678,180113,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
3,18,1814,2,678,180114,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1814,2,678,180115,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1814,2,678,180116,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1814,2,678,180117,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1814,2,678,180118,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,8,,,8,,,2,2,
3,18,1814,2,678,180119,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,18,1814,2,678,180120,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,19,1925,2,3394,190001,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1925,2,3394,190002,1,0,0,0,0,0,1,0,0,3,3,1,,,,1,,,,1,3,7,5,5,5
3,19,1925,2,3394,190003,7,0,0,0,0,0,0,0,0,0,3,1,,,,2,,,,,,,,,
3,19,1925,2,3394,190004,0,0,0,0,0,0,0,0,0,0,1,1,,,,2,,,,,,,,,
3,19,1925,2,3394,190005,0,0,0,0,0,0,0,0,0,3,,1,,,,1,12,,,,,,5,1,2
3,19,1925,2,3394,190006,0,4,0,0,0,0,0,0,0,2,5,1,,,,2,,,,,,,,,
3,19,1925,2,3394,190007,0,2,0,0,0,0,0,0,0,4,7,1,,,,2,,,,,,,,,
3,19,1925,2,3394,190008,0,0,0,0,0,0,0,0,0,3,5,1,,,,1,6,7,8,,,,5,9,
3,19,1925,2,3394,190009,0,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,
3,19,1925,2,3394,190010,0,2,0,0,0,0,0,0,0,5,4,1,,,,2,,,,,,,,,
3,19,1921,1,842,190011,0,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,
3,19,1921,1,842,190012,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,19,1921,1,842,190013,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,19,1921,1,842,190014,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1921,1,842,190015,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,19,1921,1,842,190016,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,19,1921,1,842,190017,0,0,0,0,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,
3,19,1921,1,842,190018,0,2,2,2,2,2,2,2,2,4,4,1,,,,2,,,,,,,,,
3,19,1921,1,842,190019,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
3,19,1921,1,842,190020,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
3,19,1943,2,668,190021,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1943,2,668,190022,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
3,19,1943,2,668,190023,0,0,0,0,0,0,0,0,0,4,3,1,,,,2,,,,,,,,,
3,19,1943,2,668,190024,0,0,0,0,0,0,0,0,0,3,7,1,,,,2,,,,,,,,,
3,19,1943,2,668,190025,1,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,
3,19,1943,2,668,190026,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1943,2,668,190027,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1943,2,668,190028,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1943,2,668,190029,0,2,0,0,0,0,0,0,0,4,7,1,,,,2,,,,,,,,,
3,19,1943,2,668,190030,2,2,2,2,2,2,2,2,2,2,0,1,,,,2,,,,,,,,,
3,19,1916,2,1516,190031,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
3,19,1916,2,1516,190032,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1916,2,1516,190033,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1916,2,1516,190034,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
3,19,1916,2,1516,190035,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1916,2,1516,190036,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
3,19,1916,2,1516,190037,0,0,0,0,0,0,0,0,0,3,6,1,,,,2,,,,,,,,,
3,19,1916,2,1516,190038,0,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,
3,19,1916,2,1516,190039,0,0,0,0,0,0,0,0,0,3,3,2,2,1,2,2,,,,,,,,,
3,19,1916,2,1516,190040,0,2,0,0,0,0,0,0,0,3,6,2,1,2,3,2,,,,,,,,,
