"zone","state","lga","sector","ea","hhid","s9q1a","s9q1b","s9q1c","s9q1d","s9q1e","s9q1f","s9q1g","s9q1h","s9q1i","s9q2a","s9q2b","s9q3","s9q4a","s9q4b","s9q4c","s9q5","s9q6a","s9q6b","s9q6c","s9q6d","s9q6e","s9q6f","s9q7a","s9q7b","s9q7c"
5,3,331,1,516,30017,5,3,5,4,2,0,0,2,0,3,4,1,,,,1,2,,,,,,9,,
5,3,331,1,516,30018,0,0,2,2,0,,0,,0,3,,1,,,,1,11,12,,,,,9,,
5,3,331,1,516,30019,2,4,1,0,0,0,0,0,0,3,5,1,,,,1,,1,,,,,9,,
5,3,331,1,516,30020,0,2,2,2,2,0,0,0,0,2,3,1,,,,1,7,7,,,,,3,5,
5,3,316,2,874,30021,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,316,2,874,30022,0,0,0,0,0,0,0,0,0,0,3,1,,,,2,,,,,,,,,
5,3,316,2,874,30023,,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
5,3,316,2,874,30024,0,3,2,2,0,0,0,0,0,0,3,1,,,,1,7,6,,,,,3,,
5,3,316,2,874,30025,0,0,2,2,0,0,0,2,0,2,,1,,,,1,,,,1,2,3,9,,
5,3,316,2,874,30026,0,3,0,0,2,0,0,0,0,2,4,2,1,2,3,2,,,,,,,,,
5,3,316,2,874,30027,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,316,2,874,30028,1,0,0,2,2,0,0,1,0,2,0,1,,,,1,9,,,,,,,,
5,3,316,2,874,30029,2,3,2,0,4,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,316,2,874,30030,1,1,1,2,1,0,0,0,0,2,3,1,,,,1,,,,8,,,9,,
5,3,309,2,478,30031,2,2,0,0,0,0,0,0,0,0,3,1,,,,1,2,1,,,,,5,9,
5,3,309,2,478,30032,4,4,2,3,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,309,2,478,30033,1,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,309,2,478,30034,3,3,3,2,0,3,0,0,0,2,,1,,,,1,6,5,,,,,9,,
5,3,309,2,478,30035,2,0,0,2,0,0,0,0,0,2,2,2,1,3,2,1,5,,,,,,9,,
5,3,309,2,478,30036,0,0,0,0,2,,2,2,0,1,2,1,,,,1,,,,,,,9,9,
5,3,309,2,478,30037,3,1,3,2,0,0,0,2,0,2,3,2,1,3,2,1,2,3,,,,,9,,
5,3,309,2,478,30038,1,0,0,2,0,0,0,0,0,2,3,2,1,3,2,1,1,1,,,,,9,,
5,3,309,2,478,30039,0,0,0,0,2,0,0,0,0,3,3,1,,,,2,,,,,,,,,
5,3,309,2,478,30040,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,307,1,634,30041,2,4,2,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,307,1,634,30042,1,1,1,0,0,2,0,2,2,2,2,1,,,,1,6,6,,,,,9,,
5,3,307,1,634,30043,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,307,1,634,30044,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
5,3,307,1,634,30045,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,307,1,634,30046,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
5,3,307,1,634,30047,3,1,3,2,2,2,2,2,2,3,0,2,1,,,1,8,7,,,,,9,8,
5,3,307,1,634,30048,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
5,3,307,1,634,30049,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,307,1,634,30050,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,321,2,364,30051,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,321,2,364,30052,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,321,2,364,30053,0,0,0,0,0,0,0,0,0,,3,1,,,,2,,,,,,,,,
5,3,321,2,364,30054,3,4,4,2,2,0,0,1,0,2,3,1,,,,2,,,,,,,,,
5,3,321,2,364,30055,5,5,4,4,3,0,2,2,0,2,2,1,,,,1,4,9,,,,,9,,
5,3,321,2,364,30056,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,321,2,364,30057,1,1,1,2,2,2,3,2,1,2,,1,,,,1,7,8,,,,,9,,
5,3,321,2,364,30058,0,0,0,2,2,0,0,0,0,2,,1,,,,1,7,8,7,8,,,9,,
5,3,321,2,364,30059,2,1,2,0,0,1,2,1,1,2,,1,,,,1,9,,,,,,9,,
5,3,321,2,364,30060,3,3,2,2,0,0,0,0,0,3,,1,,,,1,1,,,,,,9,,
5,3,329,2,696,30061,0,0,2,2,1,2,2,2,2,2,3,1,,,,2,,,,,,,,,
5,3,329,2,696,30062,0,0,0,0,0,,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,329,2,696,30063,0,0,0,2,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,
5,3,329,2,696,30064,5,5,6,4,2,3,3,2,0,2,3,1,,,,1,,7,8,,,,,9,
5,3,329,2,696,30065,1,0,0,0,0,3,2,3,1,2,,1,,,,1,5,5,,,,,9,3,
5,3,329,2,696,30066,7,1,0,0,0,0,0,2,0,2,5,2,,2,1,2,,,,,,,,,
5,3,329,2,696,30067,0,0,3,3,3,0,0,0,0,1,,1,,,,1,7,8,9,7,8,9,9,,
5,3,329,2,696,30068,0,0,0,0,0,0,0,0,0,3,,1,,,,1,3,3,,,,,5,,
5,3,329,2,696,30069,1,2,0,0,2,0,0,0,0,3,4,1,,,,1,,8,,,,,9,,
5,3,329,2,696,30070,5,2,2,3,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,323,2,580,30071,0,0,0,2,2,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,323,2,580,30072,0,0,0,0,0,0,0,0,0,3,2,1,,,,2,,,,,,,,,
5,3,323,2,580,30073,1,2,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,323,2,580,30074,0,2,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,323,2,580,30075,4,4,2,2,0,0,0,2,,3,0,1,,,,1,8,,,,,,9,,
5,3,323,2,580,30076,2,2,0,3,0,0,0,0,0,3,4,1,,,,1,8,,,,,,9,,
5,3,323,2,580,30077,7,4,3,4,0,0,0,0,0,4,4,1,,,,2,,,,,,,,,
5,3,323,2,580,30078,2,2,1,2,1,1,0,0,0,2,2,1,,,,1,7,9,,,,,6,,
5,3,323,2,580,30079,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,323,2,580,30080,2,3,3,3,0,0,0,0,0,2,,1,,,,1,4,3,,,,,9,,
5,3,318,2,1136,30081,1,1,0,1,2,0,2,2,0,2,3,2,2,3,1,1,1,2,,,,,9,,
5,3,318,2,1136,30082,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
5,3,318,2,1136,30083,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,318,2,1136,30084,4,4,2,2,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,318,2,1136,30085,7,0,0,0,0,0,0,0,0,3,3,2,3,2,1,2,,,,,,,,,
5,3,318,2,1136,30086,0,0,2,3,2,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,318,2,1136,30087,5,2,2,4,4,0,0,2,0,2,3,1,,,,2,,,,,,,,,
5,3,318,2,1136,30088,4,4,4,4,3,0,0,2,0,3,4,1,,,,2,,,,,,,,,
5,3,318,2,1136,30089,2,2,0,2,3,0,0,0,0,2,,1,,,,2,,,,,,,,,
5,3,318,2,1136,30090,0,0,0,0,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,
5,3,313,2,70,30091,2,2,3,0,0,2,0,,0,2,3,1,,,,2,,,,,,,,,
5,3,313,2,70,30092,0,2,2,2,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,313,2,70,30093,2,2,2,2,2,2,0,0,0,1,2,1,,,,1,4,8,9,4,8,9,9,,
5,3,313,2,70,30094,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
5,3,313,2,70,30095,4,0,0,0,0,0,0,0,0,3,4,2,1,2,3,1,,1,,,,,9,,
5,3,313,2,70,30096,0,1,0,0,2,0,0,0,0,2,3,2,2,3,1,2,,,,,,,,,
5,3,313,2,70,30097,4,0,0,3,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,313,2,70,30098,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,313,2,70,30099,5,5,4,5,0,0,0,0,0,2,,1,,,,1,12,,,,,,9,,
5,3,313,2,70,30100,2,2,2,3,0,,0,0,0,3,,1,,,,1,6,3,,,,,4,5,
5,3,301,1,1198,30101,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,301,1,1198,30102,0,3,3,4,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,301,1,1198,30103,0,3,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
5,3,301,1,1198,30104,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,301,1,1198,30105,3,2,2,2,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,
5,3,301,1,1198,30106,2,2,2,2,2,,,,,3,4,1,,,,2,,,,,,,,,
5,3,301,1,1198,30107,2,2,2,2,2,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,301,1,1198,30108,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,301,1,1198,30109,0,3,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
5,3,301,1,1198,30110,,,,,,,,,,,,1,,,,,,,,,,,,,
5,3,326,2,74,30111,0,0,0,0,0,0,0,0,0,1,3,2,2,3,1,2,,,,,,,,,
5,3,326,2,74,30112,3,0,0,0,0,0,0,2,0,3,,1,,,,2,,,,,,,,,
5,3,326,2,74,30113,2,2,2,3,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,326,2,74,30114,2,2,2,2,2,0,0,1,0,2,3,1,,,,1,6,7,8,,,,9,,
5,3,326,2,74,30115,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,326,2,74,30116,2,2,3,3,3,2,0,0,0,2,3,1,,,,1,5,6,7,8,9,,4,6,
5,3,326,2,74,30117,2,2,2,1,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,326,2,74,30118,3,0,0,0,0,0,0,0,0,3,3,2,1,2,3,2,,,,,,,,,
5,3,326,2,74,30119,0,2,2,0,0,0,0,0,0,2,3,2,3,2,1,1,8,9,7,8,9,,9,,
5,3,326,2,74,30120,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
5,3,305,2,1542,30121,4,3,3,3,0,0,0,2,0,3,,1,,,,2,,,,,,,,,
5,3,305,2,1542,30122,3,3,4,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,305,2,1542,30123,2,2,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,305,2,1542,30124,3,3,2,1,0,0,2,2,0,2,,1,,,,2,,,,,,,,,
5,3,305,2,1542,30125,2,2,2,2,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,305,2,1542,30126,2,1,1,2,1,2,0,3,0,2,2,1,,,,1,11,9,,,,,9,,
5,3,305,2,1542,30127,2,3,3,0,3,0,0,0,0,3,3,1,,,,1,2,3,6,3,4,5,9,5,
5,3,305,2,1542,30128,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,305,2,1542,30129,4,4,4,4,0,0,0,0,0,2,,1,,,,1,1,3,1,2,3,5,9,,
5,3,305,2,1542,30130,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,312,2,20,30131,5,0,0,0,0,0,0,,0,3,4,2,,2,1,2,,,,,,,,,
5,3,312,2,20,30132,3,0,1,0,0,2,0,0,0,3,,2,2,,1,1,,8,,,,,,,
5,3,312,2,20,30133,3,3,2,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
5,3,312,2,20,30134,4,4,4,4,2,0,0,2,0,3,,1,,,,2,,,,,,,,,
5,3,312,2,20,30135,3,3,2,2,3,3,0,0,0,2,2,1,,,,1,5,6,7,8,5,6,9,,
5,3,312,2,20,30136,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,312,2,20,30137,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,3,4,3,4,,,5,9,
5,3,312,2,20,30138,3,3,3,3,0,0,0,0,0,2,,1,,,,1,2,3,,2,3,,5,,
5,3,312,2,20,30139,3,0,0,0,0,0,0,2,0,3,,1,,,,1,2,2,,,,,,,
5,3,312,2,20,30140,0,0,0,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,305,2,4,30141,3,3,3,3,3,2,0,0,0,2,3,1,,,,1,6,7,8,6,7,8,5,9,
5,3,305,2,4,30142,2,2,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,305,2,4,30143,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,305,2,4,30144,0,2,2,1,1,0,0,0,0,2,3,1,,,,1,1,2,3,1,2,3,7,5,
5,3,305,2,4,30145,4,4,4,4,4,4,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,305,2,4,30146,,2,2,2,2,2,0,0,0,3,5,2,2,3,1,2,,,,,,,,,
5,3,305,2,4,30147,0,4,5,3,1,0,0,0,0,3,,1,,,,2,,,,,,,,,
5,3,305,2,4,30148,0,4,4,2,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
5,3,305,2,4,30149,4,4,3,4,3,0,1,3,1,2,,1,,,,1,7,,,,,,9,,
5,3,305,2,4,30150,3,3,3,3,3,3,0,0,0,2,,1,,,,2,,,,,,,,,
4,4,418,1,44,40001,4,7,3,5,3,0,0,0,0,2,3,2,3,2,1,1,,,,6,7,,5,9,
4,4,418,1,44,40002,2,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,418,1,44,40003,0,0,0,0,0,0,0,0,0,4,4,2,,2,,2,,,,,,,,,
4,4,418,1,44,40004,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,418,1,44,40005,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,418,1,44,40006,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,418,1,44,40007,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,418,1,44,40008,2,2,0,2,2,0,0,2,0,3,3,1,,,,1,,,,7,8,,9,,
4,4,418,1,44,40009,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,4,418,1,44,40010,5,4,2,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,417,1,678,40011,3,2,4,2,2,2,2,2,2,3,3,1,,,,1,6,,,,,,9,,
4,4,417,1,678,40012,2,2,3,0,1,0,0,0,0,2,3,1,,,,2,,,,,,,,,
4,4,417,1,678,40013,0,0,2,2,2,2,0,2,0,2,2,2,,1,,1,1,4,11,2,6,8,9,5,
4,4,417,1,678,40014,0,0,0,0,0,0,0,0,0,3,3,2,,1,,2,,,,,,,,,
4,4,417,1,678,40015,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,417,1,678,40016,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,417,1,678,40017,0,0,1,1,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
4,4,417,1,678,40018,3,4,0,3,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
4,4,417,1,678,40019,1,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,417,1,678,40020,0,0,0,0,0,0,0,0,0,3,0,1,,,,1,7,8,,6,7,,9,,
4,4,416,1,616,40021,0,4,4,7,7,3,3,4,0,2,2,1,,,,1,4,8,10,3,6,8,5,9,
4,4,416,1,616,40022,0,0,0,3,3,2,7,3,0,2,2,1,,,,1,5,7,9,3,6,8,5,9,
4,4,416,1,616,40023,0,3,3,7,3,3,3,4,0,2,2,1,,,,1,6,9,11,4,6,8,5,9,
4,4,416,1,616,40024,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,416,1,616,40025,3,3,2,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,416,1,616,40026,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,416,1,616,40027,1,2,2,2,0,0,0,0,0,3,0,2,1,1,,2,,,,,,,,,
4,4,416,1,616,40028,0,2,3,2,0,0,0,0,0,3,0,2,1,,,1,6,7,8,6,7,,5,,
4,4,416,1,616,40029,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,4,416,1,616,40030,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,4,414,1,2176,40031,7,3,3,3,4,0,0,0,0,2,3,1,,,,2,,,,,,,,,
4,4,414,1,2176,40032,2,2,2,0,0,0,0,0,0,3,3,1,,,,1,6,,,6,,,5,,
4,4,414,1,2176,40033,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,414,1,2176,40034,0,0,0,2,2,0,0,0,0,2,3,1,,,,1,6,7,,6,7,,5,,
4,4,414,1,2176,40035,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,414,1,2176,40036,2,0,0,0,0,0,0,0,0,3,0,1,,,,1,6,,,,,,9,,
4,4,414,1,2176,40037,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,414,1,2176,40038,2,1,1,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,414,1,2176,40039,2,2,3,3,0,0,2,2,0,2,0,1,,,,1,,,,3,,,9,5,
4,4,414,1,2176,40040,2,2,3,1,1,0,0,3,0,3,0,1,,,,2,,,,,,,,,
4,4,415,1,2108,40041,0,0,0,2,0,2,2,2,0,2,0,1,,,,1,4,6,,3,6,,5,,
4,4,415,1,2108,40042,0,2,2,3,3,2,4,3,0,2,2,1,,,,1,1,3,6,1,3,6,5,,
4,4,415,1,2108,40043,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,415,1,2108,40044,2,2,2,2,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,
4,4,415,1,2108,40045,2,2,3,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,415,1,2108,40046,2,2,2,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,415,1,2108,40047,2,3,2,3,3,0,0,2,0,3,5,2,3,1,,1,5,6,,5,6,,5,,
4,4,415,1,2108,40048,4,1,2,3,0,0,1,1,0,3,0,1,,,,1,3,,,7,,,5,9,
4,4,415,1,2108,40049,0,1,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,415,1,2108,40050,1,2,1,0,0,0,0,0,0,3,0,1,,,,5,,,,,,,,,
4,4,413,2,1540,40051,0,0,0,0,0,0,0,0,0,3,,2,3,,,2,,,,,,,,,
4,4,413,2,1540,40052,0,0,0,0,0,0,0,0,0,0,0,1,,,,2,,,,,,,,,
4,4,413,2,1540,40053,2,1,2,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,413,2,1540,40054,4,5,0,0,0,0,0,0,0,3,3,1,,,,1,,,,1,,,5,,
4,4,413,2,1540,40055,0,0,0,0,0,0,0,0,0,3,5,1,,,,2,,,,,,,,,
4,4,413,2,1540,40056,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,4,413,2,1540,40057,2,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,4,413,2,1540,40058,7,3,3,0,0,0,0,0,0,3,4,1,,,,1,,,,4,5,6,,,
4,4,413,2,1540,40059,0,0,7,7,3,2,6,2,0,2,,1,,,,1,1,2,3,5,1,2,2,5,
4,4,413,2,1540,40060,7,0,0,0,0,0,0,0,0,3,6,2,2,2,1,2,,,,,,,,,
4,4,405,2,722,40061,3,2,3,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,405,2,722,40062,4,3,0,0,0,2,0,0,0,3,0,1,,,,1,4,4,,,,,5,,
4,4,405,2,722,40063,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
4,4,405,2,722,40064,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
4,4,405,2,722,40065,4,4,3,0,0,0,0,0,0,2,2,1,,,,2,,,,,,,,,
4,4,405,2,722,40066,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,405,2,722,40067,0,0,0,0,0,0,0,0,0,2,,2,,,1,2,,,,,,,,,
4,4,405,2,722,40068,0,0,2,2,0,0,0,0,0,3,3,2,1,1,,2,,,,,,,,,
4,4,405,2,722,40069,1,2,2,0,1,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,405,2,722,40070,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,405,2,484,40071,0,0,0,0,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,
4,4,405,2,484,40072,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,405,2,484,40073,0,0,0,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,405,2,484,40074,0,0,0,0,0,0,0,0,0,2,4,1,,,,2,,,,,,,,,
4,4,405,2,484,40075,0,2,0,2,0,0,0,0,0,2,,1,,,,2,,,,,,,,,
4,4,405,2,484,40076,7,3,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,405,2,484,40077,7,7,0,0,0,0,0,0,0,3,,1,,,,1,4,7,5,,,,,,
4,4,405,2,484,40078,4,0,0,0,0,0,0,0,0,3,0,2,1,2,,2,,,,,,,,,
4,4,405,2,484,40079,7,5,4,1,0,2,0,0,0,2,3,2,3,2,1,1,3,3,5,4,,,,,
4,4,405,2,484,40080,0,0,0,0,0,0,0,0,0,0,,1,,,,2,,,,,,,,,
4,4,419,2,296,40081,0,0,0,0,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,
4,4,419,2,296,40082,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,419,2,296,40083,2,2,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,419,2,296,40084,3,2,2,0,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
4,4,419,2,296,40085,0,0,0,0,0,0,0,0,0,3,5,2,2,3,1,2,,,,,,,,,
4,4,419,2,296,40086,7,0,0,0,0,0,0,0,0,3,6,2,2,3,1,2,,,,,,,,,
4,4,419,2,296,40087,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,419,2,296,40088,0,0,2,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,419,2,296,40089,2,3,3,4,3,0,0,0,0,2,2,1,,,,1,4,,,4,,,9,5,6
4,4,419,2,296,40090,0,0,2,2,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,401,1,1460,40091,7,7,0,5,0,0,0,0,0,2,,1,,,,1,5,9,,,,,5,9,
4,4,401,1,1460,40092,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,401,1,1460,40093,0,0,0,0,0,0,0,0,0,3,4,1,,,,2,,,,,,,,,
4,4,401,1,1460,40094,0,0,0,0,0,0,0,0,0,2,0,1,,,,2,,,,,,,,,
4,4,401,1,1460,40095,4,0,2,2,0,0,0,0,0,2,3,1,,,,2,,,,,,,,,
4,4,401,1,1460,40096,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,401,1,1460,40097,0,0,0,1,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,401,1,1460,40098,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,401,1,1460,40099,4,4,0,7,0,0,0,0,0,2,,1,,,,1,,,,9,,,5,9,
4,4,401,1,1460,40100,7,7,0,0,0,0,0,0,0,3,,1,,,,1,,,,6,,,9,5,
4,4,412,2,2592,40101,0,0,1,2,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,412,2,2592,40102,0,0,0,0,0,0,0,0,0,3,,1,,,,2,,,,,,,,,
4,4,412,2,2592,40103,4,3,4,3,4,2,1,2,0,3,4,1,,,,1,5,6,7,5,6,7,9,5,
4,4,412,2,2592,40104,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,412,2,2592,40105,0,0,0,0,0,0,0,0,0,4,0,1,,,,2,,,,,,,,,
4,4,412,2,2592,40106,0,0,1,0,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,412,2,2592,40107,0,2,2,3,2,4,4,4,1,2,2,1,,,,1,1,3,6,1,3,6,5,,
4,4,412,2,2592,40108,0,2,2,3,3,2,4,2,0,2,2,1,,,,1,1,3,6,1,3,6,5,,
4,4,412,2,2592,40109,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,412,2,2592,40110,0,0,0,0,0,0,0,0,0,3,3,1,,,,1,6,,,6,,,5,,
4,4,412,2,1606,40111,2,3,3,2,3,0,0,1,0,3,0,1,,,,2,,,,,,,,,
4,4,412,2,1606,40112,2,0,2,1,2,2,2,2,2,3,0,1,,,,2,,,,,,,,,
4,4,412,2,1606,40113,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,412,2,1606,40114,1,1,2,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,412,2,1606,40115,0,2,2,2,2,0,4,2,0,2,2,1,,,,1,3,5,6,2,5,6,5,,
4,4,412,2,1606,40116,0,0,2,2,2,0,2,0,0,2,2,1,,,,1,1,3,7,2,3,7,5,,
4,4,412,2,1606,40117,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,412,2,1606,40118,2,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,412,2,1606,40119,2,2,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,412,2,1606,40120,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,410,2,4036,40121,0,0,1,1,1,0,0,0,0,3,5,1,,,,1,,,,7,,,5,,
4,4,410,2,4036,40122,2,2,2,3,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,410,2,4036,40123,0,0,0,2,2,0,3,0,0,2,3,1,,,,1,1,3,6,1,2,3,5,,
4,4,410,2,4036,40124,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,410,2,4036,40125,0,0,0,0,0,0,0,0,0,3,0,1,,,,2,,,,,,,,,
4,4,410,2,4036,40126,2,2,3,2,2,0,0,1,0,3,0,1,,,,2,,,,,,,,,
4,4,410,2,4036,40127,0,0,0,0,0,0,0,0,0,3,3,1,,,,2,,,,,,,,,
4,4,410,2,4036,40128,1,1,2,1,1,0,0,0,0,3,0,1,,,,2,,,,,,,,,
