"zone","state","lga","sector","ea","tenure_cd","c4q1","c4q2","c4q3","c4q4"
4,14,1416,2,2314,7,1,1,2,0
2,15,1502,2,590,1,1,4,1,20000
2,15,1502,2,590,2,1,4,1,20000
2,15,1502,2,590,3,1,4,1,20000
2,15,1502,2,590,4,1,4,1,2000
2,15,1502,2,590,5,1,4,1,2000
2,15,1502,2,590,6,1,4,1,20000
2,15,1502,2,590,7,2,,,
2,15,1503,2,634,1,1,4,1,150000
2,15,1503,2,634,2,1,4,1,150000
2,15,1503,2,634,3,1,4,1,150000
2,15,1503,2,634,4,1,4,1,5000
2,15,1503,2,634,5,1,4,1,5000
2,15,1503,2,634,6,1,4,1,150000
2,15,1503,2,634,7,2,,,
2,15,1506,1,148,1,1,4,1,3000000
2,15,1506,1,148,2,1,4,1,300000
2,15,1506,1,148,3,1,4,1,300000
2,15,1506,1,148,4,1,4,1,5000
2,15,1506,1,148,5,1,4,1,5000
2,15,1506,1,148,6,1,4,1,10000000
2,15,1506,1,148,7,2,,,
2,15,1506,1,398,1,1,4,1,3000000
2,15,1506,1,398,2,2,,,
2,15,1506,1,398,3,2,,,
2,15,1506,1,398,4,1,3,1,5000
2,15,1506,1,398,5,1,3,1,5000
2,15,1506,1,398,6,1,1,1,4000000
2,15,1506,1,398,7,2,,,
2,15,1507,2,458,1,1,4,1,150000
2,15,1507,2,458,2,1,4,1,150000
2,15,1507,2,458,3,1,4,1,150000
2,15,1507,2,458,4,1,4,1,5000
2,15,1507,2,458,5,1,4,1,5000
2,15,1507,2,458,6,1,4,1,150000
2,15,1507,2,458,7,2,,,
2,15,1508,2,1682,1,1,4,1,50000
2,15,1508,2,1682,2,1,4,1,50000
2,15,1508,2,1682,3,1,4,1,50000
2,15,1508,2,1682,4,1,4,1,50000
2,15,1508,2,1682,5,1,4,1,4000
2,15,1508,2,1682,6,1,4,1,50000
2,15,1508,2,1682,7,2,,,
2,15,1510,2,616,1,1,4,1,200000
2,15,1510,2,616,2,1,4,1,200000
2,15,1510,2,616,3,1,4,1,200000
2,15,1510,2,616,4,1,4,1,3000
2,15,1510,2,616,5,1,4,1,3000
2,15,1510,2,616,6,1,4,1,200000
2,15,1510,2,616,7,2,,,
2,15,1511,2,1938,1,1,4,1,100000
2,15,1511,2,1938,2,1,4,1,100000
2,15,1511,2,1938,3,1,4,1,100000
2,15,1511,2,1938,4,1,4,1,2000
2,15,1511,2,1938,5,1,4,1,2000
2,15,1511,2,1938,6,2,,,
2,15,1511,2,1938,7,2,,,
4,16,1601,2,954,1,1,1,2,1500
4,16,1601,2,954,2,1,1,1,1000
4,16,1601,2,954,3,2,,,
4,16,1601,2,954,4,1,2,2,1000
4,16,1601,2,954,5,1,3,1,1200
4,16,1601,2,954,6,1,1,2,1500
4,16,1601,2,954,7,1,2,2,1500
4,16,1602,2,1576,1,1,1,2,2000
4,16,1602,2,1576,2,1,1,1,3000
4,16,1602,2,1576,3,1,2,1,1200
4,16,1602,2,1576,4,1,3,2,2000
4,16,1602,2,1576,5,1,2,1,2000
4,16,1602,2,1576,6,1,2,2,2000000
4,16,1602,2,1576,7,1,2,2,1000
4,16,1603,2,158,1,1,1,1,5000000
4,16,1603,2,158,2,1,3,2,
4,16,1603,2,158,3,2,,,
4,16,1603,2,158,4,1,3,1,4500
4,16,1603,2,158,5,1,3,1,4500
4,16,1603,2,158,6,1,1,2,4500
4,16,1603,2,158,7,1,1,2,4500
4,16,1605,2,180,1,1,1,1,1000000
4,16,1605,2,180,2,1,3,2,
4,16,1605,2,180,3,2,,,
4,16,1605,2,180,4,1,3,1,4000
4,16,1605,2,180,5,1,3,1,4000
4,16,1605,2,180,6,1,1,2,4000
4,16,1605,2,180,7,1,1,2,4000
4,16,1606,2,590,1,1,1,2,1500
4,16,1606,2,590,2,1,2,1,2700
4,16,1606,2,590,3,1,2,1,1800
4,16,1606,2,590,4,1,3,2,3000
4,16,1606,2,590,5,1,2,1,300
4,16,1606,2,590,6,1,1,2,600000
4,16,1606,2,590,7,1,3,2,2000
4,16,1608,2,1104,1,1,1,2,2500
4,16,1608,2,1104,2,1,2,1,2400
4,16,1608,2,1104,3,1,2,1,1500
4,16,1608,2,1104,4,1,3,2,2500
4,16,1608,2,1104,5,1,2,1,2500
4,16,1608,2,1104,6,1,1,2,500000
4,16,1608,2,1104,7,1,3,2,2000
4,16,1609,2,738,1,1,1,2,3000
4,16,1609,2,738,2,1,2,1,2500
4,16,1609,2,738,3,1,3,1,1500
4,16,1609,2,738,4,1,3,2,3000
4,16,1609,2,738,5,1,2,1,300
4,16,1609,2,738,6,1,1,2,650000
4,16,1609,2,738,7,1,3,2,2000
4,16,1610,2,1006,1,1,1,2,1000
4,16,1610,2,1006,2,1,3,1,2250
4,16,1610,2,1006,3,1,3,1,1800
4,16,1610,2,1006,4,1,2,2,2500
4,16,1610,2,1006,5,1,2,1,2500
4,16,1610,2,1006,6,1,1,2,100000
4,16,1610,2,1006,7,1,3,2,1200
4,16,1612,2,108,1,1,1,1,1200
4,16,1612,2,108,2,1,1,1,2000
4,16,1612,2,108,3,1,4,1,1000
4,16,1612,2,108,4,1,3,1,1500
4,16,1612,2,108,5,1,2,1,1500
4,16,1612,2,108,6,1,3,1,1500
4,16,1612,2,108,7,1,1,1,1500
4,16,1612,2,414,1,1,1,2,2000
4,16,1612,2,414,2,1,2,1,2350
4,16,1612,2,414,3,1,3,1,1500
4,16,1612,2,414,4,1,3,2,2500
4,16,1612,2,414,5,1,2,1,2500
4,16,1612,2,414,6,1,1,2,500000
4,16,1612,2,414,7,1,3,2,1200
4,16,1613,2,440,1,1,1,1,2000
4,16,1613,2,440,2,1,3,1,1500
4,16,1613,2,440,3,1,2,2,1200
4,16,1613,2,440,4,1,3,1,2000
4,16,1613,2,440,5,1,3,1,2000
4,16,1613,2,440,6,1,3,2,1800
4,16,1613,2,440,7,1,3,2,2000
4,16,1616,2,296,1,1,2,1,1500
4,16,1616,2,296,2,1,3,1,1000
4,16,1616,2,296,3,2,,,
4,16,1616,2,296,4,1,3,1,1500
4,16,1616,2,296,5,1,3,1,1500
4,16,1616,2,296,6,1,3,2,1500
4,16,1616,2,296,7,1,3,2,1500
4,16,1618,2,1060,1,1,3,1,1500
4,16,1618,2,1060,2,1,1,2,1000
4,16,1618,2,1060,3,1,3,2,1200
4,16,1618,2,1060,4,2,,,
4,16,1618,2,1060,5,2,,,
4,16,1618,2,1060,6,1,3,2,1500
4,16,1618,2,1060,7,1,3,2,1500
4,16,1620,2,106,1,1,1,1,1200
4,16,1620,2,106,2,1,3,1,1000
4,16,1620,2,106,3,1,2,2,1000
4,16,1620,2,106,4,1,3,2,1800
4,16,1620,2,106,5,1,3,1,1500
4,16,1620,2,106,6,1,2,2,1500
4,16,1620,2,106,7,1,2,2,1000
4,16,1622,2,18,1,1,1,2,2000
4,16,1622,2,18,2,1,2,2,2500
4,16,1622,2,18,3,1,2,1,4000
4,16,1622,2,18,4,1,3,2,3000
4,16,1622,2,18,5,1,3,1,3000
4,16,1622,2,18,6,1,2,2,450000
4,16,1622,2,18,7,1,3,2,1500
4,16,1624,1,136,1,1,1,2,3500
4,16,1624,1,136,2,1,2,1,2000
4,16,1624,1,136,3,1,3,1,2000
4,16,1624,1,136,4,1,3,2,4000
4,16,1624,1,136,5,1,2,1,4000
4,16,1624,1,136,6,1,1,1,750000
4,16,1624,1,136,7,1,3,2,2000
4,16,1624,1,286,1,1,1,2,2000
4,16,1624,1,286,2,1,1,1,2000
4,16,1624,1,286,3,1,3,1,2500
4,16,1624,1,286,4,1,3,2,2800
4,16,1624,1,286,5,1,2,1,2800
4,16,1624,1,286,6,1,2,2,350000
4,16,1624,1,286,7,1,3,2,1500
4,16,1625,2,1210,1,1,1,1,12000000
4,16,1625,2,1210,2,2,,,
4,16,1625,2,1210,3,1,3,2,1500
4,16,1625,2,1210,4,2,,,
4,16,1625,2,1210,5,2,,,
4,16,1625,2,1210,6,1,1,2,1500
4,16,1625,2,1210,7,1,1,2,2000
4,16,1626,2,1546,1,1,1,2,5000
4,16,1626,2,1546,2,1,3,1,3000
4,16,1626,2,1546,3,1,3,1,1000
4,16,1626,2,1546,4,1,2,2,3000
4,16,1626,2,1546,5,1,2,1,3000
4,16,1626,2,1546,6,1,1,2,2000000
4,16,1626,2,1546,7,1,1,2,2000
3,17,1702,2,510,1,1,1,1,50000
3,17,1702,2,510,2,1,1,1,50000
3,17,1702,2,510,3,1,1,1,40000
3,17,1702,2,510,4,1,3,1,3000
3,17,1702,2,510,5,1,3,1,3000
3,17,1702,2,510,6,1,1,1,50000
3,17,1702,2,510,7,1,1,1,50000
3,17,1704,2,1080,1,1,1,1,100000
3,17,1704,2,1080,2,1,1,1,4000
3,17,1704,2,1080,3,1,1,1,3000
3,17,1704,2,1080,4,1,1,1,3000
3,17,1704,2,1080,5,1,1,1,3500
3,17,1704,2,1080,6,1,1,1,100000
3,17,1704,2,1080,7,1,1,1,100000
3,17,1704,1,2074,1,1,1,1,100000
3,17,1704,1,2074,2,1,1,1,4000
3,17,1704,1,2074,3,1,1,1,3000
3,17,1704,1,2074,4,1,1,1,3000
3,17,1704,1,2074,5,1,1,1,3500
3,17,1704,1,2074,6,1,1,1,100000
3,17,1704,1,2074,7,1,1,1,100000
3,17,1706,2,284,1,1,1,2,60000
3,17,1706,2,284,2,1,1,2,70000
3,17,1706,2,284,3,1,1,2,5000
3,17,1706,2,284,4,1,3,2,4000
3,17,1706,2,284,5,1,1,2,4000
3,17,1706,2,284,6,1,1,2,60000
3,17,1706,2,284,7,1,1,2,60000
3,17,1710,2,546,1,1,1,1,80000
3,17,1710,2,546,2,1,1,1,70000
3,17,1710,2,546,3,1,1,1,70000
3,17,1710,2,546,4,1,3,1,3000
3,17,1710,2,546,5,1,3,1,4000
3,17,1710,2,546,6,1,1,1,80000
3,17,1710,2,546,7,1,1,1,80000
3,17,1712,2,794,1,1,1,1,90000
3,17,1712,2,794,2,1,1,1,80000
3,17,1712,2,794,3,1,3,1,80000
3,17,1712,2,794,4,1,2,1,5000
3,17,1712,2,794,5,1,3,1,4000
3,17,1712,2,794,6,1,1,1,90000
3,17,1712,2,794,7,1,1,1,80000
3,17,1713,1,226,1,1,1,1,150000
3,17,1713,1,226,2,1,1,1,120000
3,17,1713,1,226,3,1,1,1,120000
3,17,1713,1,226,4,1,2,1,5000
3,17,1713,1,226,5,1,2,1,5000
3,17,1713,1,226,6,1,1,1,150000
3,17,1713,1,226,7,1,1,1,120000
3,17,1715,2,2244,1,1,1,1,40000
3,17,1715,2,2244,2,1,1,1,40000
3,17,1715,2,2244,3,1,1,1,40000
3,17,1715,2,2244,4,1,3,1,3000
3,17,1715,2,2244,5,1,3,1,3000
3,17,1715,2,2244,6,1,1,1,40000
3,17,1715,2,2244,7,1,2,1,40000
3,17,1716,2,1452,1,1,1,1,60000
3,17,1716,2,1452,2,1,1,1,50000
3,17,1716,2,1452,3,1,1,1,60000
3,17,1716,2,1452,4,1,3,1,4000
3,17,1716,2,1452,5,1,3,1,4000
3,17,1716,2,1452,6,1,1,1,60000
3,17,1716,2,1452,7,1,1,1,60000
3,17,1719,2,1354,1,1,1,1,30000
3,17,1719,2,1354,2,1,1,1,30000
3,17,1719,2,1354,3,1,1,1,30000
3,17,1719,2,1354,4,1,2,1,500
3,17,1719,2,1354,5,1,2,1,500
3,17,1719,2,1354,6,1,2,1,30000
3,17,1719,2,1354,7,1,2,1,30000
3,17,1722,2,96,1,1,1,1,80000
3,17,1722,2,96,2,1,2,1,80000
3,17,1722,2,96,3,1,2,1,5000
3,17,1722,2,96,4,1,1,1,4000
3,17,1722,2,96,5,1,1,1,4000
3,17,1722,2,96,6,1,1,1,80000
3,17,1722,2,96,7,1,1,1,80000
3,17,1724,2,786,1,1,1,1,80000
3,17,1724,2,786,2,1,2,1,70000
3,17,1724,2,786,3,1,2,1,70000
3,17,1724,2,786,4,1,2,1,5000
3,17,1724,2,786,5,1,3,1,4000
3,17,1724,2,786,6,1,1,1,80000
3,17,1724,2,786,7,1,1,1,70000
3,17,1727,2,634,1,1,1,1,80000
3,17,1727,2,634,2,1,3,1,70000
3,17,1727,2,634,3,1,2,1,80000
3,17,1727,2,634,4,1,3,1,3000
3,17,1727,2,634,5,1,3,1,3000
3,17,1727,2,634,6,1,1,1,80000
3,17,1727,2,634,7,1,1,1,80000
3,18,1803,2,840,1,1,1,1,700000
3,18,1803,2,840,2,1,1,2,700000
3,18,1803,2,840,3,1,1,2,20000
3,18,1803,2,840,4,1,1,2,20000
3,18,1803,2,840,5,1,1,2,20000
3,18,1803,2,840,6,1,1,1,700000
3,18,1803,2,840,7,1,1,1,700000
3,18,1805,2,534,1,1,1,1,150000
3,18,1805,2,534,2,1,1,1,150000
3,18,1805,2,534,3,1,1,1,20000
3,18,1805,2,534,4,1,1,1,20000
3,18,1805,2,534,5,1,1,1,20000
3,18,1805,2,534,6,1,1,1,150000
3,18,1805,2,534,7,1,1,1,150000
3,18,1808,2,1726,1,1,1,2,400000
3,18,1808,2,1726,2,1,1,2,400000
3,18,1808,2,1726,3,1,1,2,30000
3,18,1808,2,1726,4,1,1,2,30000
3,18,1808,2,1726,5,1,1,2,30000
3,18,1808,2,1726,6,1,1,2,400000
3,18,1808,2,1726,7,1,1,2,400000
3,18,1809,1,1272,1,1,3,1,2000000
3,18,1809,1,1272,2,2,,,
3,18,1809,1,1272,3,2,,,
3,18,1809,1,1272,4,2,,,
3,18,1809,1,1272,5,2,,,
3,18,1809,1,1272,6,1,3,1,2000000
3,18,1809,1,1272,7,1,1,1,2000000
3,18,1811,2,364,1,1,1,1,50000
3,18,1811,2,364,2,1,1,1,500000
3,18,1811,2,364,3,1,1,1,20000
3,18,1811,2,364,4,1,1,1,20000
3,18,1811,2,364,5,1,1,1,20000
3,18,1811,2,364,6,1,1,1,500000
3,18,1811,2,364,7,1,1,1,500000
3,18,1814,2,678,1,2,,,
3,18,1814,2,678,2,1,1,2,200000
3,18,1814,2,678,3,2,,,
3,18,1814,2,678,4,2,,,
3,18,1814,2,678,5,2,,,
3,18,1814,2,678,6,2,,,
3,18,1814,2,678,7,2,,,
3,18,1816,1,378,1,1,1,1,200000
3,18,1816,1,378,2,1,1,1,200000
3,18,1816,1,378,3,1,1,1,20000
3,18,1816,1,378,4,1,1,1,20000
3,18,1816,1,378,5,1,1,1,20000
3,18,1816,1,378,6,1,1,1,200000
3,18,1816,1,378,7,1,1,1,200000
3,18,1817,2,370,1,1,1,1,120000
3,18,1817,2,370,2,1,1,2,10000
3,18,1817,2,370,3,1,1,2,10000
3,18,1817,2,370,4,1,1,2,10000
3,18,1817,2,370,5,2,,,
3,18,1817,2,370,6,1,1,1,120000
3,18,1817,2,370,7,1,1,1,120000
3,18,1820,2,450,1,1,1,2,80000
3,18,1820,2,450,2,1,1,2,80000
3,18,1820,2,450,3,1,1,2,80000
3,18,1820,2,450,4,1,1,2,10000
3,18,1820,2,450,5,1,1,2,5000
3,18,1820,2,450,6,1,1,2,80000
3,18,1820,2,450,7,1,1,2,80000
3,18,1822,2,1654,1,1,1,1,350000
3,18,1822,2,1654,2,1,1,1,350000
3,18,1822,2,1654,3,1,1,1,20000
3,18,1822,2,1654,4,1,1,1,20000
3,18,1822,2,1654,5,1,1,1,20000
3,18,1822,2,1654,6,1,1,1,350000
3,18,1822,2,1654,7,1,1,1,350000
3,18,1823,1,1822,1,1,3,1,1200000
3,18,1823,1,1822,2,2,,,
3,18,1823,1,1822,3,2,,,
3,18,1823,1,1822,4,2,,,
3,18,1823,1,1822,5,2,,,
3,18,1823,1,1822,6,1,3,1,1200000
3,18,1823,1,1822,7,1,1,1,1200000
3,19,1901,2,640,1,1,1,1,100000
3,19,1901,2,640,2,1,1,1,100000
3,19,1901,2,640,3,1,1,1,100000
3,19,1901,2,640,4,1,1,1,10000
3,19,1901,2,640,5,1,1,1,10000
3,19,1901,2,640,6,1,1,1,100000
3,19,1901,2,640,7,1,1,1,100000
3,19,1902,2,52,1,1,1,2,200000
3,19,1902,2,52,2,1,2,1,200000
3,19,1902,2,52,3,1,3,2,200000
3,19,1902,2,52,4,1,3,,30000
3,19,1902,2,52,5,1,3,,30000
3,19,1902,2,52,6,1,1,1,200000
3,19,1902,2,52,7,1,1,2,200000
3,19,1905,2,1290,1,1,1,1,250000
3,19,1905,2,1290,2,,,,
3,19,1905,2,1290,3,1,2,1,10000
3,19,1905,2,1290,4,1,3,1,10000
3,19,1905,2,1290,5,1,3,1,10000
3,19,1905,2,1290,6,1,1,1,250000
3,19,1905,2,1290,7,1,1,1,250000
3,19,1908,2,284,1,1,1,1,300000
3,19,1908,2,284,2,1,3,1,10000
3,19,1908,2,284,3,1,3,1,10000
3,19,1908,2,284,4,1,2,1,10000
3,19,1908,2,284,5,1,2,1,10000
3,19,1908,2,284,6,1,1,1,300000
3,19,1908,2,284,7,1,1,1,300000
3,19,1910,2,808,1,1,1,1,400000
3,19,1910,2,808,2,1,4,,
3,19,1910,2,808,3,1,2,1,12000
3,19,1910,2,808,4,1,2,1,12000
3,19,1910,2,808,5,1,2,1,12000
3,19,1910,2,808,6,1,1,1,400000
3,19,1910,2,808,7,1,1,1,400000
3,19,1912,1,1510,1,1,1,1,1600000
3,19,1912,1,1510,2,1,4,1,
3,19,1912,1,1510,3,1,4,1,
3,19,1912,1,1510,4,1,4,1,
3,19,1912,1,1510,5,,4,2,
3,19,1912,1,1510,6,1,2,2,1600000
3,19,1912,1,1510,7,1,3,1,160000
3,19,1914,2,934,1,1,1,1,1000000
3,19,1914,2,934,2,1,1,1,1000000
3,19,1914,2,934,3,1,3,1,40000
3,19,1914,2,934,4,1,3,1,40000
3,19,1914,2,934,5,1,1,1,1000000
3,19,1914,2,934,6,1,1,1,1000000
3,19,1914,2,934,7,1,1,1,1000000
3,19,1916,2,1516,1,1,1,1,2
3,19,1916,2,1516,2,1,1,1,500000
3,19,1916,2,1516,3,1,1,1,500000
3,19,1916,2,1516,4,1,1,1,50000
3,19,1916,2,1516,5,1,3,1,500000
3,19,1916,2,1516,6,1,3,1,500000
3,19,1916,2,1516,7,1,1,1,500000
3,19,1919,2,366,1,1,1,1,150000
3,19,1919,2,366,2,1,1,1,15000
3,19,1919,2,366,3,1,4,,
3,19,1919,2,366,4,1,3,1,15000
3,19,1919,2,366,5,1,3,1,15000
3,19,1919,2,366,6,1,1,1,150000
3,19,1919,2,366,7,1,1,1,150000
3,19,1921,1,842,1,1,1,1,2500000
3,19,1921,1,842,2,2,,,
3,19,1921,1,842,3,1,1,1,2500000
3,19,1921,1,842,4,2,,,
3,19,1921,1,842,5,2,,,
3,19,1921,1,842,6,1,1,1,2500000
3,19,1921,1,842,7,1,1,1,2500000
3,19,1923,2,284,1,1,1,1,200000
3,19,1923,2,284,2,1,1,1,15000
3,19,1923,2,284,3,1,1,1,15000
3,19,1923,2,284,4,1,3,1,15000
3,19,1923,2,284,5,1,3,1,15000
3,19,1923,2,284,6,1,1,1,200000
3,19,1923,2,284,7,1,1,1,200000
3,19,1925,1,2858,1,1,1,1,1000000
3,19,1925,1,2858,2,1,4,,20000
3,19,1925,1,2858,3,1,1,1,20000
3,19,1925,1,2858,4,1,3,1,20000
3,19,1925,1,2858,5,1,3,1,20000
3,19,1925,1,2858,6,1,1,1,1000000
3,19,1925,1,2858,7,1,1,1,1000000
3,19,1925,2,3394,1,1,1,1,1700
3,19,1925,2,3394,2,2,,,
3,19,1925,2,3394,3,2,,,
3,19,1925,2,3394,4,2,,,
3,19,1925,2,3394,5,2,,,
3,19,1925,2,3394,6,1,1,1,1700
3,19,1925,2,3394,7,1,1,1,1700
3,19,1928,2,526,1,1,1,1,1000000
3,19,1928,2,526,2,1,1,1,12000
3,19,1928,2,526,3,1,2,1,12000
3,19,1928,2,526,4,1,2,1,12000
3,19,1928,2,526,5,1,3,1,12000
3,19,1928,2,526,6,1,3,1,1000000
3,19,1928,2,526,7,1,2,1,1000000
3,19,1932,2,562,1,1,1,1,150000
3,19,1932,2,562,2,1,2,1,10000
3,19,1932,2,562,3,1,2,1,1000
3,19,1932,2,562,4,1,3,1,10000
3,19,1932,2,562,5,1,3,1,10000
3,19,1932,2,562,6,1,1,1,150000
3,19,1932,2,562,7,1,1,1,150000
3,19,1934,2,386,1,1,1,1,700000
3,19,1934,2,386,2,1,1,1,10000
3,19,1934,2,386,3,1,2,1,20000
3,19,1934,2,386,4,1,3,1,20000
3,19,1934,2,386,5,1,3,1,20000
3,19,1934,2,386,6,1,2,1,700000
3,19,1934,2,386,7,1,2,1,700000
3,19,1936,2,1994,1,1,1,1,150000
3,19,1936,2,1994,2,1,1,1,1500000
3,19,1936,2,1994,3,1,2,1,50000
3,19,1936,2,1994,4,1,3,1,10000
3,19,1936,2,1994,5,1,3,1,100000
3,19,1936,2,1994,6,1,1,1,150000
3,19,1936,2,1994,7,1,1,1,150000
3,19,1937,2,432,1,1,,1,150000
3,19,1937,2,432,2,1,1,1,150000
3,19,1937,2,432,3,1,2,1,50000
3,19,1937,2,432,4,1,3,1,20000
3,19,1937,2,432,5,1,3,1,20000
3,19,1937,2,432,6,1,1,1,150000
3,19,1937,2,432,7,1,1,1,1500
3,19,1941,2,518,1,1,1,1,500000
3,19,1941,2,518,2,1,2,1,20000
3,19,1941,2,518,3,1,3,1,30000
3,19,1941,2,518,4,1,3,1,30000
3,19,1941,2,518,5,1,1,1,200000
3,19,1941,2,518,6,1,1,1,200000
3,19,1941,2,518,7,1,1,1,200000
3,19,1943,2,668,1,1,1,1,100000
3,19,1943,2,668,2,2,,,
3,19,1943,2,668,3,2,,,
3,19,1943,2,668,4,1,3,1,200000
3,19,1943,2,668,5,1,3,1,200000
3,19,1943,2,668,6,1,1,1,100000
3,19,1943,2,668,7,1,1,1,100000
3,20,2001,2,1354,1,1,1,1,250000
3,20,2001,2,1354,2,1,1,1,250000
3,20,2001,2,1354,3,1,2,1,250000
3,20,2001,2,1354,4,1,1,1,250000
3,20,2001,2,1354,5,1,1,1,250000
3,20,2001,2,1354,6,1,1,1,250000
3,20,2001,2,1354,7,1,2,1,250000
3,20,2003,2,784,1,1,1,1,200000
3,20,2003,2,784,2,2,4,2,
3,20,2003,2,784,3,2,4,2,
3,20,2003,2,784,4,1,3,1,5000
3,20,2003,2,784,5,1,3,1,5000
3,20,2003,2,784,6,1,1,1,200000
3,20,2003,2,784,7,1,1,1,200000
3,20,2005,2,970,1,1,1,1,350000
3,20,2005,2,970,2,2,4,2,
3,20,2005,2,970,3,2,4,2,
3,20,2005,2,970,4,1,3,1,10000
3,20,2005,2,970,5,1,3,1,12000
3,20,2005,2,970,6,1,1,1,350000
3,20,2005,2,970,7,1,1,1,350000
3,20,2008,2,1474,1,1,1,1,250000
3,20,2008,2,1474,2,1,1,1,250000
3,20,2008,2,1474,3,1,2,1,250000
3,20,2008,2,1474,4,1,1,1,250000
3,20,2008,2,1474,5,1,1,1,250000
3,20,2008,2,1474,6,1,1,1,250000
3,20,2008,2,1474,7,1,2,1,250000
3,20,2009,2,240,1,1,1,2,40000
3,20,2009,2,240,2,1,1,2,5000
3,20,2009,2,240,3,1,1,2,3000
3,20,2009,2,240,4,1,1,2,3000
3,20,2009,2,240,5,1,1,2,3000
3,20,2009,2,240,6,1,1,2,3000
3,20,2009,2,240,7,1,1,2,3000
3,20,2012,1,844,1,2,,,
3,20,2012,1,844,2,2,,,
3,20,2012,1,844,3,2,,,
3,20,2012,1,844,4,2,,,
3,20,2012,1,844,5,2,,,
3,20,2012,1,844,6,2,,,
3,20,2012,1,844,7,2,,,
3,20,2013,2,1232,1,1,1,1,200000
3,20,2013,2,1232,2,1,1,1,250000
3,20,2013,2,1232,3,1,2,1,260
3,20,2013,2,1232,4,1,1,1,250
3,20,2013,2,1232,5,1,1,1,250
3,20,2013,2,1232,6,1,1,1,250
3,20,2013,2,1232,7,1,2,1,250
3,20,2015,2,1746,1,1,1,1,50000
3,20,2015,2,1746,2,2,4,2,
3,20,2015,2,1746,3,2,4,2,
3,20,2015,2,1746,4,2,4,2,
3,20,2015,2,1746,5,2,4,2,
3,20,2015,2,1746,6,1,1,1,50000
3,20,2015,2,1746,7,1,1,1,50000
3,20,2018,2,1134,1,1,1,1,1000
3,20,2018,2,1134,2,2,4,2,
3,20,2018,2,1134,3,2,4,2,
3,20,2018,2,1134,4,1,3,1,4000
3,20,2018,2,1134,5,1,3,1,5000
3,20,2018,2,1134,6,1,1,1,100000
3,20,2018,2,1134,7,1,1,1,100000
3,20,2019,2,344,1,1,1,1,200000
3,20,2019,2,344,2,1,2,1,200000
3,20,2019,2,344,3,1,1,1,200000
3,20,2019,2,344,4,1,1,1,200000
3,20,2019,2,344,5,1,1,1,200000
3,20,2019,2,344,6,1,2,1,200000
3,20,2019,2,344,7,1,2,1,200000
3,20,2021,1,3300,1,1,1,1,1000000
3,20,2021,1,3300,2,2,4,2,
3,20,2021,1,3300,3,2,4,2,
3,20,2021,1,3300,4,2,4,2,
3,20,2021,1,3300,5,1,3,1,50000
3,20,2021,1,3300,6,1,1,1,1000000
3,20,2021,1,3300,7,1,1,1,1000000
3,20,2022,2,1130,1,1,1,1,150000
3,20,2022,2,1130,2,2,4,2,
3,20,2022,2,1130,3,2,4,2,
3,20,2022,2,1130,4,2,4,2,
3,20,2022,2,1130,5,1,3,2,5000
3,20,2022,2,1130,6,1,1,1,150000
3,20,2022,2,1130,7,1,1,1,150000
3,20,2025,2,760,1,1,1,2,15000
3,20,2025,2,760,2,1,1,2,15000
3,20,2025,2,760,3,1,1,2,15000
3,20,2025,2,760,4,1,1,2,4000
3,20,2025,2,760,5,1,1,2,5000
3,20,2025,2,760,6,1,1,2,14000
3,20,2025,2,760,7,1,1,2,14000
3,20,2025,2,1304,1,1,1,2,150000
3,20,2025,2,1304,2,1,1,2,150000
3,20,2025,2,1304,3,1,1,2,150000
3,20,2025,2,1304,4,1,1,2,40000
3,20,2025,2,1304,5,1,1,2,50000
3,20,2025,2,1304,6,1,1,2,140000
3,20,2025,2,1304,7,1,1,2,140000
3,20,2028,2,498,1,2,,,
3,20,2028,2,498,2,1,1,1,150000
3,20,2028,2,498,3,1,1,1,150000
3,20,2028,2,498,4,1,1,1,150000
3,20,2028,2,498,5,1,1,1,150000
3,20,2028,2,498,6,1,2,1,150000
3,20,2028,2,498,7,1,1,1,150000
3,20,2030,2,1050,1,1,1,1,150000
3,20,2030,2,1050,2,2,4,2,
3,20,2030,2,1050,3,2,4,2,
3,20,2030,2,1050,4,1,3,2,4000
3,20,2030,2,1050,5,1,3,2,6000
3,20,2030,2,1050,6,1,3,1,150000
3,20,2030,2,1050,7,1,1,1,150000
3,20,2032,1,1390,1,1,1,1,150000
3,20,2032,1,1390,2,2,4,2,
3,20,2032,1,1390,3,2,4,2,
3,20,2032,1,1390,4,1,3,1,10000
3,20,2032,1,1390,5,1,3,1,15000
3,20,2032,1,1390,6,1,1,1,150000
3,20,2032,1,1390,7,1,1,1,150000
3,20,2032,2,1772,1,1,1,1,80000
3,20,2032,2,1772,2,2,4,2,
3,20,2032,2,1772,3,2,4,2,
3,20,2032,2,1772,4,1,3,1,4000
3,20,2032,2,1772,5,1,3,1,4000
3,20,2032,2,1772,6,1,1,1,80000
3,20,2032,2,1772,7,1,1,1,80000
3,21,2102,2,1124,1,1,1,1,60000
3,21,2102,2,1124,2,1,3,1,3000
3,21,2102,2,1124,3,1,2,1,60000
3,21,2102,2,1124,4,1,2,1,3000
3,21,2102,2,1124,5,1,3,2,3000
3,21,2102,2,1124,6,1,1,1,60000
3,21,2102,2,1124,7,1,1,1,60000
3,21,2106,2,236,1,1,1,1,5000000
3,21,2106,2,236,2,1,3,1,200000
3,21,2106,2,236,3,1,2,1,450000
