"zone","state","lga","sector","ea","hhid","item_cd","sa7q1","sa7q2","sa7q3","sa7q4a","sa7q4b","sa7q5"
3,36,3613,2,1066,360044,2,1,70000,,"N4",,2
3,36,3613,2,1066,360045,2,1,50000,,"N1",,2
3,36,3613,2,1066,360045,3,1,7000,,"N2",,2
3,36,3613,2,1066,360045,6,1,5000,,"N3",,2
3,36,3613,2,1066,360047,2,1,7000,1000,"N2",,2
3,36,3613,2,1066,360047,3,1,2500,300,"N2",,2
3,36,3613,2,1066,360047,6,1,700,250,"N3",,2
3,36,3610,2,1826,360051,2,1,15000,,"N1",,2
3,36,3610,2,1826,360051,3,1,2000,,"N2",,2
3,36,3610,2,1826,360053,2,1,16000,,"N1","N2",1
3,36,3610,2,1826,360055,2,1,30000,,"N3",,2
3,36,3610,2,1826,360056,2,1,2000,,"N3",,2
3,36,3610,2,1826,360057,2,1,20000,,,,2
3,36,3610,2,1826,360058,2,1,45000,,"N1",,1
3,36,3610,2,1826,360058,3,1,15000,,"N2",,1
3,36,3610,2,1826,360059,2,1,2000,500,"N2","N3",1
3,36,3601,2,1214,360061,2,1,22000,4000,"N2","N3",2
3,36,3601,2,1214,360061,7,1,,3500,"N4",,2
3,36,3601,2,1214,360063,2,1,25000,,"N3",,2
3,36,3601,2,1214,360065,2,1,15000,25000,"N1",,2
3,36,3601,2,1214,360067,2,1,10000,16000,"N1",,2
3,36,3601,2,1214,360068,2,1,10000,15000,"N3",,2
3,36,3601,2,1214,360069,2,1,19200,2000,"N2",,2
3,36,3601,2,1214,360069,6,1,,1200,"N3",,2
3,36,3601,2,1214,360070,2,1,19500,,"N4",,2
3,36,3601,2,1214,360070,3,1,1100,,"N3",,2
3,36,3601,2,1214,360070,6,1,2000,,,,2
3,36,3612,1,1474,360071,2,1,30000,,"N2",,2
3,36,3612,1,1474,360074,2,1,26000,11000,"N1","N2",2
3,36,3612,1,1474,360076,2,1,20000,,"N2",,2
3,36,3612,1,1474,360077,2,1,15000,1000,"N3",,2
3,36,3612,1,1474,360077,3,1,3000,300,"N2",,2
3,36,3612,1,1474,360077,6,1,700,150,"N4",,2
3,36,3612,1,1474,360078,2,1,10000,6000,"N1","N2",2
3,36,3612,1,1474,360080,2,1,25000,10000,"N1","N2",2
3,36,3606,2,1956,360081,2,1,20000,16000,"N2",,2
3,36,3606,2,1956,360081,3,1,500,,"N3",,2
3,36,3606,2,1956,360082,2,1,2000,,,,2
3,36,3606,2,1956,360083,2,1,12500,1500,"N1",,2
3,36,3606,2,1956,360083,6,1,750,,"N2",,2
3,36,3606,2,1956,360084,2,1,3000,300,"N1",,2
3,36,3606,2,1956,360086,2,1,12000,1000,"N1",,2
3,36,3606,2,1956,360086,6,1,500,100,"N2",,2
3,36,3606,2,1956,360087,2,1,1250,,"N3",,2
3,36,3606,2,1956,360087,6,1,100,,"N4",,2
3,36,3606,2,1956,360088,2,1,2000,,"N1",,2
3,36,3606,2,1956,360089,2,1,3500,700,"N2",,
3,36,3606,2,1956,360089,6,1,800,,"N3",,2
3,36,3606,2,1956,360090,2,1,20000,50000,"N1","N2",2
