"zone","state","lga","sector","ea","hhid","plotid","sa2q1a1","sa2q1a2","sa2q1a3","sa2q1a4","sa2q1b1","sa2q1b2","sa2q1b3","sa2q1b4","sa2q1c1","sa2q1c2","sa2q1c3","sa2q1c4","sa2q1d1","sa2q1d2","sa2q1d3","sa2q1d4","sa2q2","sa2q3","sa2q4","sa2q5","sa2q6","sa2q7","sa2q8","sa2q9","sa2q10","sa2q11a","sa2q11b","sa2q11c","sa2q12a","sa2q12b","sa2q12c","sa2q13a","sa2q13b","sa2q13c"
3,17,1715,2,2244,170057,1,1,25,7,5,3,37,7,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1715,2,2244,170057,2,1,25,7,5,3,37,7,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1715,2,2244,170058,1,3,7,6,4,,,,,,,,,,,,,3,4,1500,0,0,0,0,0,0,,0,,2,0,0,,,
3,17,1715,2,2244,170059,1,1,52,7,8,3,30,7,8,4,25,7,8,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1715,2,2244,170060,1,1,,,,,,,,,,,,,,,,10,7,4000,10,7,6000,0,0,0,,0,,0,0,0,,,
3,17,1710,2,546,170061,1,1,6,7,8,,,,,,,,,,,,,3,4,5000,10,6,8600,0,0,0,,0,,0,0,0,,,
3,17,1710,2,546,170062,1,1,6,7,8,,,,,,,,,,,,,3,2,1800,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1710,2,546,170063,1,1,5,15,5,3,6,20,6,4,6,20,4,5,6,20,5,0,0,0,0,0,0,0,0,0,,,,,,,,,
3,17,1710,2,546,170064,1,1,10,15,6,2,10,15,5,3,15,10,4,4,15,10,3,4,15,2400,,,,,,,,,,3,,,,,
3,17,1710,2,546,170064,2,1,6,20,3,2,5,15,3,3,15,10,2,4,15,10,2,,,,5,5,3750,6,5,3000,,0,,3,1,0,,,
3,17,1710,2,546,170065,1,3,1,7,4,,,,,,,,,,,,,5,3,3000,5,3,2250,0,0,0,1080,15,1,2,0,0,,,
3,17,1710,2,546,170066,1,1,52,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1710,2,546,170066,2,1,52,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1710,2,546,170066,3,1,52,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1710,2,546,170067,1,1,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,1710,2,546,170067,2,1,7,7,8,,,,,,,,,,,,,0,0,0,5,3,3750,8,2,1600,2140,0,,3,2,4,"N1","N1","N1"
3,17,1710,2,546,170068,1,1,,,,,,,,,,,,,,,,5,3,6000,0,0,0,0,0,0,1080,59,1,1,0,0,,,
3,17,1710,2,546,170069,1,1,25,7,7,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1710,2,546,170070,1,1,,,,,,,,,,,,,,,,3,30,15000,10,1,1500,0,0,0,,0,,0,0,0,,,
3,17,1713,1,226,170075,1,1,,,,,,,,,,,,,,,,4,7,2000,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1713,1,226,170076,1,1,5,15,4,,,,,,,,,,,,,10,3,300,6,2,1500,5,2,100,2260,51,1,3,0,0,,,
3,17,1713,1,226,170077,1,1,2,15,5,,,,,,,,,,,,,10,30,300,5,1,1500,4,30,1000,1110,20,1,3,0,0,,,
3,17,1713,1,226,170078,1,1,,,,,,,,,,,,,,,,7,3,2050,3,2,750,0,0,0,1100,7,1,0,0,0,,,
3,17,1713,1,226,170079,1,1,24,7,8,3,24,7,8,,,,,,,,,4,7,5000,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170081,1,1,24,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170082,1,1,4,12,3,3,7,15,3,4,7,15,3,5,7,15,3,3,10,600,0,0,0,2,7,400,,0,,1,0,0,,,
3,17,1716,2,1452,170083,1,1,27,7,8,3,27,7,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170083,2,1,27,7,8,3,27,7,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170084,1,1,,,,,,,,,,,,,,,,5,2,2000,4,4,1200,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170085,1,1,25,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170086,1,1,,,,,,,,,,,,,,,,2,2,1200,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170087,1,1,6,7,8,3,6,7,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170087,2,1,6,7,8,3,6,7,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170088,1,1,25,7,40,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170088,2,1,25,7,40,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1716,2,1452,170089,1,1,6,28,3,,,,,,,,,,,,,2,7,400,0,0,0,3,10,300,1100,20,1,1,0,0,,,
3,17,1716,2,1452,170090,1,1,24,7,8,,,,,,,,,,,,,7,10,30000,0,0,0,0,0,0,,0,,3,0,0,,,
3,17,1716,2,1452,170090,2,1,24,7,8,,,,,,,,,,,,,7,10,21000,0,0,0,0,0,0,,0,,2,0,0,,,
3,17,1702,2,510,170091,1,1,2,7,8,,,,,,,,,,,,,3,4,2400,5,3,2400,0,0,0,,0,,2,0,0,,,
3,17,1702,2,510,170092,1,7,1,7,4,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1702,2,510,170093,1,1,25,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1702,2,510,170093,2,1,26,7,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1702,2,510,170094,1,1,28,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1702,2,510,170094,2,1,28,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1702,2,510,170095,1,3,1,5,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1702,2,510,170096,1,1,4,7,5,4,4,1,3,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1702,2,510,170096,2,1,4,7,5,4,4,7,3,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1702,2,510,170097,1,1,4,30,6,10,4,25,4,,,,,,,,,5,7,500,0,0,0,0,0,0,1100,14,1,0,6,6,,,
3,17,1702,2,510,170097,2,1,4,30,6,10,4,25,4,,,,,,,,,5,7,500,0,0,0,0,0,0,1070,15,1,0,6,6,,,
3,17,1702,2,510,170098,1,1,,,,,,,,,,,,,,,,3,7,5000,6,4,1200,0,0,0,1100,20,1,0,0,0,,,
3,17,1702,2,510,170099,1,1,4,30,4,1,4,30,,,,,,,,,,3,30,0,2,20,0,5,15,0,1100,34,1,30,20,13,"N1","N2","N3"
3,17,1702,2,510,170100,1,1,1,7,8,3,1,7,8,4,1,7,8,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1702,2,510,170100,2,1,1,7,8,3,1,7,8,4,1,7,8,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170101,1,1,26,7,8,3,26,7,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170102,1,1,7,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170103,1,1,4,28,5,,,,,,,,,,,,,5,14,500,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170103,2,1,4,28,5,,,,,,,,,,,,,5,14,500,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170104,1,1,7,4,,,,,,,,,,,,,,5,7,2100,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170105,1,1,28,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170105,2,1,28,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170106,1,1,1,7,8,12,1,7,8,,,,,,,,,4,3,4500,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170106,2,1,1,7,8,12,1,7,8,,,,,,,,,4,3,4500,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170107,1,1,6,42,6,,,,,,,,,,,,,5,3,500,5,4,300,0,0,0,1070,36,1,0,0,0,,,
3,17,1727,2,634,170108,1,3,2,14,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170109,1,1,1,7,8,,,,,,,,,,,,,4,3,1500,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1727,2,634,170110,1,1,10,2,6,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1712,2,794,170112,1,1,5,6,5,,,,,,,,,,,,,0,0,0,0,0,0,2,2,100,,0,,4,0,0,,,
3,17,1712,2,794,170113,1,1,7,8,,,,,,,,,,,,,,2,2,600,0,0,0,0,0,0,,0,,2,0,0,,,
3,17,1712,2,794,170115,1,3,5,4,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1712,2,794,170116,1,1,,,,,,,,,,,,,,,,1,2,600,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1712,2,794,170117,1,1,7,8,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1712,2,794,170118,1,1,30,7,45,,,,,,,,,,,,,4,7,600,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1712,2,794,170119,1,1,3,15,5,,,,,,,,,,,,,3,3,300,3,4,200,4,2,200,,0,,0,0,0,,,
3,17,1712,2,794,170119,2,1,3,15,5,,,,,,,,,,,,,3,4,300,3,4,200,4,2,200,,0,,0,0,0,,,
3,17,1712,2,794,170120,1,1,5,7,3,,,,,,,,,,,,,3,5,400,0,0,0,0,0,0,1010,25,1,3,0,0,,,
3,17,1712,2,794,170120,2,1,5,7,3,,,,,,,,,,,,,3,5,400,0,0,0,0,0,0,1060,8,1,3,0,0,,,
3,17,1724,2,786,170121,1,1,7,7,28,3,3,4,14,4,3,4,14,,,,,2,5,300,0,0,0,2,7,100,1070,18,1,,,,,,
3,17,1724,2,786,170121,2,1,7,7,28,3,3,4,14,4,3,4,14,,,,,2,5,300,0,0,0,2,7,100,1060,15,1,,,,,,
3,17,1724,2,786,170122,1,1,30,7,6,,,,,,,,,,,,,1,2,600,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1724,2,786,170122,2,1,30,7,6,,,,,,,,,,,,,1,2,600,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1724,2,786,170123,1,1,28,4,6,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1724,2,786,170123,2,1,28,5,6,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1724,2,786,170123,3,1,28,5,6,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1724,2,786,170124,1,1,2,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,2,0,0,,,
3,17,1724,2,786,170124,2,1,2,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,2,0,0,,,
3,17,1724,2,786,170125,1,1,1,7,8,3,1,7,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1724,2,786,170126,1,2,2,10,5,3,2,10,5,4,2,10,5,,,,,3,6,1500,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1724,2,786,170127,1,1,25,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1724,2,786,170128,1,1,3,7,2,,,,,,,,,,,,,7,7,300,0,0,0,4,5,200,1100,36,1,5,0,5,"N1",,"N1"
3,17,1724,2,786,170129,1,,,,,,,,,,,,,,,,,4,7,1200,0,0,0,0,0,0,,0,,0,0,0,,,
3,17,1724,2,786,170130,1,1,2,14,8,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,,0,,,,,
3,18,1804,1,2690,180003,1,1,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1804,1,2690,180003,2,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1804,1,2690,180003,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1823,1,1822,180027,1,1,4,6,5,,,,,,,,,,,,,4,2,250,3,1,250,0,0,0,,0,,0,0,0,,,
3,18,1803,2,840,180031,1,1,4,6,28,,,,,,,,,,,,,4,3,1600,6,3,900,0,0,0,,0,,0,0,0,,,
3,18,1803,2,840,180031,2,1,2,5,15,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1803,2,840,180031,3,1,4,6,28,,,,,,,,,,,,,4,3,1600,6,3,1200,0,0,0,,0,,0,0,0,,,
3,18,1803,2,840,180032,1,1,2,14,21,3,14,21,,,,,,,,,,2,3,500,3,2,2800,0,0,0,1080,2,12,0,0,0,,,
3,18,1803,2,840,180033,1,1,4,3,6,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,1,2,0,"N3","N2","N1"
3,18,1803,2,840,180033,2,1,4,3,6,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,1,2,,"N4","N2","N1"
3,18,1803,2,840,180034,1,1,4,2,3,7,4,1,3,8,4,1,,,,,,0,0,0,0,0,0,0,0,0,,,,2,,,"N1","N2",
3,18,1803,2,840,180034,2,1,2,1,2,7,2,3,3,8,2,3,,,,,,0,0,0,0,0,0,0,0,0,,,,0,,,,,
3,18,1803,2,840,180035,1,1,2,14,14,,,,,,,,,,,,,10,4,400,2,7,400,1,7,200,1080,10,31,0,0,0,,,
3,18,1803,2,840,180035,2,1,3,21,10,,,,,,,,,,,,,6,5,280,2,4,300,1,5,100,1070,10,31,0,0,0,,,
3,18,1803,2,840,180036,1,1,2,6,4,,,,,,,,,,,,,3,7,800,3,2,1000,,,,,,,0,0,0,,,
3,18,1803,2,840,180036,2,1,2,6,4,,,,,,,,,,,,,2,2,400,1,2,800,,,,,,,0,0,0,,,
3,18,1803,2,840,180037,1,1,1,3,4,1,3,2,5,,0,,,,0,,,2,3,0,3,2,0,0,0,0,,0,,,,,,,
3,18,1803,2,840,180038,1,1,6,4,5,3,4,4,3,,,,,,,,,12,14,2400,6,4,2400,0,0,0,,0,,0,0,0,,,
3,18,1803,2,840,180038,2,1,4,3,4,3,4,4,3,,,,,,,,,12,10,2400,6,4,2400,0,0,0,,0,,0,,0,,,
3,18,1803,2,840,180038,3,1,6,4,5,34,3,4,3,,,,,,,,,6,10,1200,4,2,800,0,0,0,,0,,0,0,0,,,
3,18,1803,2,840,180039,1,1,1,7,3,,,,,,,,,,,,,2,2,700,4,1,1200,0,0,0,,0,,0,0,0,,,
3,18,1803,2,840,180039,2,1,1,7,3,,,,,,,,,,,,,2,2,700,4,1,1200,0,0,0,,0,,0,0,0,,,
3,18,1803,2,840,180040,1,1,2,7,6,3,2,5,2,4,2,5,2,,,,,2,2,1000,2,1,800,,0,0,,0,,,,,,,
3,18,1803,2,840,180040,2,1,2,7,6,3,2,5,2,4,2,5,2,,,,,3,1,1200,2,1,800,0,0,0,,0,,,,,,,
3,18,1803,2,840,180040,3,1,2,7,6,3,2,5,2,4,2,5,2,,,,,2,1,900,2,1,1000,0,0,0,,0,,,,,,,
3,18,1816,1,378,180041,1,1,1,4,7,,,,,,,,,,,,,3,7,400,,,,,,,,,,,,,,,
3,18,1816,1,378,180041,2,,,,,2,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180042,1,1,2,7,10,1,2,7,14,,,,,,,,,3,14,4000,2,3,1000,0,0,0,1080,10,31,14,3,0,"N1","N2",
3,18,1816,1,378,180042,2,1,2,7,11,1,2,8,12,,,,,,,,,3,14,4000,2,3,500,0,0,0,1080,8,31,14,3,,"N1","N2",
3,18,1816,1,378,180043,1,1,1,7,5,,,,,,,,,,,,,2,7,400,,,,,,,1070,50,12,0,0,0,,,
3,18,1816,1,378,180043,2,3,1,3,2,2,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1816,1,378,180044,1,1,2,5,6,,,,,,,,,,,,,4,1,1200,0,0,0,7,1,700,,,,,,,,,
3,18,1816,1,378,180044,2,1,2,5,6,,,,,,,,,,,,,2,1,700,,,,3,1,350,,,,,,,,,
3,18,1816,1,378,180044,3,1,2,5,6,,,,,,,,,,,,,2,1,700,,,,3,1,350,,,,,,,,,
3,18,1816,1,378,180046,1,1,1,2,2,5,3,2,3,,,,,,,,,6,3,2400,4,4,1600,10,2,2000,,0,,0,0,0,,,
3,18,1816,1,378,180046,2,1,1,2,2,5,3,2,3,,,,,,,,,6,3,3000,4,4,1600,10,2,2000,,0,,0,0,0,,,
3,18,1816,1,378,180046,3,1,1,2,2,5,3,2,3,,,,,,,,,6,2,3000,2,2,1200,6,1,1200,,0,,0,0,0,,,
3,18,1816,1,378,180047,1,1,8,3,4,,,,,,,,,,,,,4,8,1600,4,1,1600,5,2,1000,,0,,0,0,0,,,
3,18,1816,1,378,180047,2,1,4,2,4,,,,,,,,,,,,,8,4,3200,4,4,1600,3,2,600,,0,,0,,0,,,
3,18,1816,1,378,180048,1,1,1,4,8,1,4,6,7,,,,,,,,,4,4,2500,2,2,1000,3,2,500,1080,15,12,2,0,0,,,
3,18,1816,1,378,180048,2,1,1,3,4,3,3,3,4,,,,,,,,,2,3,1500,1,2,1000,2,2,300,1070,10,12,2,0,0,,,
3,18,1816,1,378,180049,1,1,2,4,8,1,4,5,,,,,,,,,,3,4,0,2,1,0,2,3,0,1080,10,24,3,3,2,"N1","N1",
3,18,1816,1,378,180049,2,1,3,6,6,1,3,4,,,,,,,,,,3,1,0,1,1,0,2,1,0,1070,7,31,3,2,2,"N2","N2",
3,18,1805,2,534,180052,1,1,6,7,8,,,,,,,,,,,,,4,5,2000,2,4,2400,0,,,,,,,,,,,
3,18,1805,2,534,180052,2,1,6,7,8,,,,,,,,,,,,,4,2,1600,2,4,2400,10,2,4000,,,,,,,,,
3,18,1805,2,534,180052,3,1,6,7,8,,,,,,,,,,,,,5,4,2000,2,4,2400,0,,,1080,50,12,0,0,0,,,
3,18,1805,2,534,180053,1,1,2,6,10,,,,,,,,,,,,,5,1,2000,3,1,1500,3,2,3000,,,,,,,,,
3,18,1805,2,534,180053,2,1,2,6,10,,,,,,,,,,,,,6,2,2400,4,2,2000,4,2,1200,1110,2,12,0,0,0,,,
3,18,1805,2,534,180054,1,1,5,2,4,,,,,,,,,,,,,20,4,6000,4,4,2800,4,2,2800,,,,0,0,0,,,
3,18,1805,2,534,180054,2,1,5,2,4,,,,,,,,,,,,,10,3,4000,4,4,2800,5,2,3000,,,,0,0,0,,,
3,18,1805,2,534,180055,1,1,4,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1805,2,534,180056,1,1,6,7,9,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,"N1",,
3,18,1805,2,534,180056,2,1,6,3,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,2,,"N1",,
3,18,1805,2,534,180056,3,1,6,7,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,2,,"N1",,
3,18,1805,2,534,180057,1,1,1,5,8,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1805,2,534,180057,2,3,1,5,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1805,2,534,180058,1,1,1,3,4,1,1,2,6,,,,,,,,,2,2,3000,1,2,300,0,0,0,,0,,3,2,3,"N1","N2",
3,18,1805,2,534,180058,2,3,1,3,5,3,1,3,5,,,,,,,,,2,2,1000,1,2,300,0,0,0,,0,,2,1,2,"N1","N2",
3,18,1805,2,534,180058,3,4,1,3,4,4,1,2,4,,,,,,,,,2,2,1000,1,2,0,0,0,0,,0,,3,2,2,"N1","N2",
3,18,1805,2,534,180059,1,1,2,6,28,4,2,3,9,5,2,3,9,,,,,0,,,0,,,0,,,,0,,0,0,0,,,
3,18,1805,2,534,180059,2,1,2,4,24,4,2,4,12,5,2,4,12,,,,,0,,,0,,,0,,,,0,,0,0,0,,,
3,18,1805,2,534,180060,1,1,4,5,4,1,4,5,5,,,,,,,,,1,30,1000,2,1,0,0,0,0,,0,,0,,,,,
3,18,1805,2,534,180060,2,1,3,4,5,1,3,4,4,,,,,,,,,2,25,0,4,2,0,0,0,0,,0,,0,,,,,
3,18,1805,2,534,180060,3,1,2,3,8,1,2,3,8,,,,,,,,,4,15,0,0,0,0,0,0,0,,0,,0,,,,,
3,18,1817,2,370,180061,1,1,1,7,5,,,,,1,1,3,4,,,,,3,5,400,0,0,0,0,0,0,1070,50,12,0,0,0,,,
3,18,1817,2,370,180061,2,1,1,4,5,,,,,,,,,,,,,2,4,300,,,,,,,1080,50,12,,,,,,
3,18,1817,2,370,180062,1,1,4,2,7,,,,,,,,,,,,,2,2,800,2,1,800,0,0,0,,0,,0,0,0,,,
3,18,1817,2,370,180062,2,1,4,2,7,,,,,,,,,,,,,2,2,800,2,1,800,0,0,0,,0,,0,0,0,,,
3,18,1817,2,370,180063,1,1,2,7,5,1,1,7,8,1,2,7,8,,,,,5,2,3000,5,12,8000,2,2,2800,1080,1,31,3,2,2,"N1","N1",
3,18,1817,2,370,180064,1,1,3,2,3,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1817,2,370,180065,1,1,4,3,3,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,,0,,1,0,0,"N1",,
3,18,1817,2,370,180066,1,1,,,,,,,,,,,,,,,,2,7,400,0,0,0,0,0,0,1080,1,12,0,0,0,,,
3,18,1817,2,370,180067,1,1,1,6,5,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1817,2,370,180067,2,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1817,2,370,180068,1,1,1,6,24,,,,,,,,,,,,,5,1,1500,3,1,1200,0,0,0,,,,,,,,,
3,18,1817,2,370,180068,2,1,1,6,24,,,,,,,,,,,,,5,1,1500,3,1,1200,0,0,0,,0,,0,0,0,,,
3,18,1817,2,370,180069,1,1,2,7,8,,,,,,,,,,,,,15,4,3000,2,2,0,3,2,0,1080,15,21,3,3,3,"N1","N2",
3,18,1817,2,370,180069,2,1,2,5,8,,,,,,,,,,,,,5,2,0,2,1,0,3,3,0,2140,15,21,2,3,2,"N2","N2",
3,18,1817,2,370,180070,1,1,2,5,7,,,,,,,,,,,,,,,,2,2,1000,3,2,1200,,,,,,,,,
3,18,1817,2,370,180070,2,,,,,,,,,,,,,,,,,,,,2,2,1000,3,2,1200,,,,,,,,,
3,18,1808,2,1726,180071,1,1,4,4,8,2,4,2,4,4,4,3,4,11,4,2,4,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1808,2,1726,180071,2,1,4,4,8,2,4,2,4,4,4,3,4,11,4,2,4,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1808,2,1726,180071,3,1,4,4,8,2,4,2,4,4,4,3,4,11,4,2,4,6,14,7000,4,8,6400,0,0,0,,4,13,0,0,0,,,
3,18,1808,2,1726,180072,1,1,2,5,7,2,2,5,7,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1808,2,1726,180072,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180073,1,1,2,7,8,1,2,7,8,,,,,,,,,2,14,1000,0,0,0,0,0,0,,0,,3,3,,"N1","N2",
3,18,1808,2,1726,180073,2,2,2,7,8,2,2,7,8,,,,,,,,,1,3,400,3,2,1600,0,0,0,,0,,0,3,,"N1","N2",
3,18,1808,2,1726,180073,3,2,2,2,10,2,2,7,10,,,,,,,,,1,3,400,2,2,1600,0,0,0,,0,,,2,,"N1","N2",
3,18,1808,2,1726,180074,1,1,2,3,6,1,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180075,1,1,1,6,8,,,,,1,1,5,6,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1808,2,1726,180075,2,2,1,6,8,,,,,2,1,4,5,,,,,,,,,,,,,,,,,,,,,,
3,18,1808,2,1726,180076,1,1,3,6,10,2,3,2,4,,,,,,,,,0,0,0,0,0,0,0,0,0,1070,2,62,2,2,,"N1","N2",
3,18,1808,2,1726,180076,2,1,3,6,10,2,3,2,4,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,2,2,,"N1","N2",
3,18,1808,2,1726,180076,3,1,3,6,10,2,3,3,4,,,,,,,,,4,5,2500,2,2,1000,0,0,0,,2,12,0,0,0,,,
3,18,1808,2,1726,180077,1,1,1,6,4,2,1,6,4,7,1,2,6,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1808,2,1726,180078,1,1,2,5,6,2,2,5,6,3,2,5,6,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1808,2,1726,180079,1,1,1,6,8,1,1,5,8,1,1,6,8,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1808,2,1726,180080,1,1,1,6,5,4,1,1,4,,,,,,,,,7,7,3500,7,3,1400,2,3,0,,,,1,,,"N2",,
3,18,1811,2,364,180081,1,1,1,5,4,1,1,6,6,,,,,1,1,3,5,5,4,4000,3,5,1800,0,0,0,,0,,0,0,0,,,
3,18,1811,2,364,180081,2,2,1,5,4,2,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,1811,2,364,180083,1,1,2,6,10,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1811,2,364,180083,2,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,
3,18,1811,2,364,180084,1,3,1,6,10,5,1,6,10,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,,,,,,
3,18,1811,2,364,180084,2,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,,,,,,,
3,18,1811,2,364,180084,3,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,,,,,,,
3,18,1811,2,364,180085,1,1,2,5,6,4,1,3,5,8,2,5,4,9,2,2,2,0,0,0,0,0,0,0,0,0,,0,,2,4,1,"N1","N2","N3"
