"zone","state","lga","sector","ea","hhid","plotid","sa2q1a1","sa2q1a2","sa2q1a3","sa2q1a4","sa2q1b1","sa2q1b2","sa2q1b3","sa2q1b4","sa2q1c1","sa2q1c2","sa2q1c3","sa2q1c4","sa2q1d1","sa2q1d2","sa2q1d3","sa2q1d4","sa2q2","sa2q3","sa2q4","sa2q5","sa2q6","sa2q7","sa2q8","sa2q9","sa2q10","sa2q11a","sa2q11b","sa2q11c","sa2q12a","sa2q12b","sa2q12c","sa2q13a","sa2q13b","sa2q13c"
2,2,201,2,60,20021,2,2,2,5,9,11,2,5,9,2,5,5,5,4,5,5,5,3,4,,5,4,,0,,,1080,200,1,,1,0,,,
2,2,201,2,60,20021,3,3,2,5,9,11,2,5,9,2,5,5,5,,,,,3,4,,5,4,,0,,,,,,,,,,,
2,2,201,2,60,20021,4,4,2,5,9,11,2,5,9,2,5,5,5,,,,,3,3,,5,3,,0,,,,,,,,,,,
2,2,201,2,60,20022,1,1,4,6,9,2,4,6,9,,,,,,,,,2,14,500,0,0,0,0,0,0,,,,0,3,0,"N1",,
2,2,201,2,60,20022,2,1,4,6,7,2,4,6,7,,,,,,,,,2,14,500,0,0,0,0,0,0,,,,,,,,,
2,2,201,2,60,20023,1,1,1,5,6,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,201,2,60,20023,2,1,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20024,1,1,1,5,4,2,1,5,4,3,1,5,4,4,1,5,4,0,,,0,,,0,,,1110,100,13,0,0,0,,,
2,2,201,2,60,20024,2,1,1,6,7,2,1,6,7,3,1,6,7,4,1,6,7,0,,,0,,,0,,,,150,13,0,0,0,,,
2,2,201,2,60,20024,3,1,1,14,,,,,,,,,,,,,,0,,,0,,,0,,,,100,13,0,0,0,,,
2,2,201,2,60,20024,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,1,1,1,5,8,2,1,6,10,3,1,6,10,4,2,6,8,5,3,1000,,,,,,,,,,,,,,,
2,2,201,2,60,20025,2,1,,,,2,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20025,3,1,,,,2,,,,3,,,,4,,,,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20026,1,1,2,10,6,,,,,,,,,,,,,0,,,0,,,0,,,,,,0,0,0,,,
2,2,201,2,60,20026,2,1,,,,2,,,,,,,,,,,,0,,,0,,,0,,,,,,0,0,0,,,
2,2,201,2,60,20027,1,1,2,5,8,2,2,5,8,,,,,,,,,0,,,0,,,0,,,,,,0,0,0,,,
2,2,201,2,60,20028,1,1,1,3,9,2,1,3,9,6,1,3,9,,,,,4,3,500,3,2,200,0,0,0,1070,0,,3,2,0,,,
2,2,201,2,60,20028,2,1,1,2,6,2,1,2,6,6,1,2,6,,,,,0,,,,,,,,,1080,0,,0,0,0,,,
2,2,201,2,60,20028,3,1,1,2,6,2,1,2,6,6,1,2,6,,,,,0,,,,,,,,,,0,,0,0,0,,,
2,2,201,2,60,20029,1,1,2,10,6,2,2,10,6,3,2,10,3,4,2,10,6,0,,,0,,,0,,,,,,,,,,,
2,2,201,2,60,20029,2,1,1,4,8,2,1,4,8,3,1,1,8,4,1,4,8,0,,,0,,,0,,,,,,,,,,,
2,2,201,2,60,20029,3,1,2,12,10,2,2,12,10,0,0,0,0,4,2,12,10,0,,,0,,,0,,,,,,,,,,,
2,2,201,2,60,20030,1,1,2,5,8,3,2,5,8,4,2,5,8,6,3,3,5,4,3,1000,0,0,0,0,0,0,,,,,,,,,
2,2,201,2,60,20030,2,2,1,3,6,3,1,3,6,4,1,3,6,6,2,2,5,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20030,3,3,2,3,8,3,2,3,8,4,2,3,8,2,1,4,6,,,,,,,,,,,,,,,,,,
2,2,201,2,60,20030,4,4,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,216,2,200,20031,1,1,2,10,8,2,2,10,8,3,2,10,4,,,,,0,,,0,,,0,,,1080,0,,0,0,0,,,
2,2,216,2,200,20031,2,1,2,10,8,2,2,10,8,3,2,10,4,,,,,0,,,0,,,0,,,1010,0,,0,0,0,,,
2,2,216,2,200,20031,3,1,2,10,8,2,2,10,8,3,2,10,4,,,,,0,,,0,,,0,,,1070,0,,0,0,0,,,
2,2,216,2,200,20032,1,1,2,6,8,2,2,6,8,6,2,5,4,7,2,5,4,,,,,,,,,,,,,0,0,0,,,
2,2,216,2,200,20032,2,1,2,6,8,2,2,6,8,6,2,5,4,7,2,5,4,2,1,1000,1,1,1500,,0,,,,,0,0,0,,,
2,2,216,2,200,20032,3,1,2,6,8,2,2,6,8,6,2,5,4,7,2,5,4,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20032,4,1,1,5,3,2,1,5,3,6,1,5,4,7,1,1,4,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20033,1,1,2,6,8,2,2,6,8,3,2,6,3,4,2,6,3,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20033,2,1,1,6,8,2,1,6,8,3,1,2,6,4,1,2,6,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20033,3,1,2,6,6,2,2,6,6,3,2,2,4,4,2,2,4,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20033,4,1,2,6,6,2,2,6,6,3,2,2,4,4,2,2,4,0,0,0,0,0,0,0,0,0,,,,0,0,1,"N1",,
2,2,216,2,200,20034,1,1,0,1,5,2,0,1,5,5,0,1,5,8,0,1,5,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20034,2,1,1,6,8,2,1,6,8,5,1,1,8,8,1,6,8,5,6,300,2,6,300,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20034,3,1,1,6,8,2,1,6,8,5,1,1,8,8,1,6,8,5,6,300,2,6,300,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20035,1,1,2,6,9,2,2,3,4,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20035,2,1,3,6,8,2,3,3,4,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,2,0,,,
2,2,216,2,200,20036,1,1,2,8,10,2,2,8,10,,,,,,,,,0,,,0,,,0,,,1080,0,,0,0,0,,,
2,2,216,2,200,20036,2,1,2,8,10,2,2,8,10,,,,,,,,,0,,,0,,,0,,,1080,0,,0,0,0,,,
2,2,216,2,200,20036,3,1,2,8,10,2,2,8,10,,,,,,,,,0,,,0,,,0,,,1010,0,,0,0,0,,,
2,2,216,2,200,20037,1,1,2,5,8,2,2,5,8,4,2,5,8,5,2,5,8,5,10,200,,13,,0,,,,,,0,0,0,,,
2,2,216,2,200,20037,2,1,2,5,8,2,2,5,8,4,2,5,8,5,2,5,8,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20037,3,1,3,5,2,2,3,5,2,4,3,5,2,5,3,5,2,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20038,1,1,1,5,7,3,1,5,7,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,3,0,,,
2,2,216,2,200,20038,2,1,1,5,7,3,1,5,7,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,3,0,,,
2,2,216,2,200,20039,1,0,4,8,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,2,1,0,,,
2,2,216,2,200,20039,2,0,3,7,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,2,1,0,,,
2,2,216,2,200,20040,1,1,4,6,9,2,4,6,9,3,4,6,4,4,4,6,4,0,0,0,0,0,0,0,0,0,,,,0,1,0,,,
2,2,216,2,200,20040,2,1,2,6,6,2,2,6,6,3,2,6,4,4,2,6,4,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,216,2,200,20040,3,1,2,6,6,2,2,6,6,3,2,6,4,4,2,6,4,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,203,2,1224,20041,1,1,5,7,2,3,5,7,3,3,5,7,,,,,,,,,,,,,,,1060,,,,,,,,
2,2,203,2,1224,20041,2,1,3,7,2,,3,7,3,,3,7,,,,,,,,,,,,,,,1070,,,,,,,,
2,2,203,2,1224,20041,3,1,4,7,2,,4,7,3,,4,7,,,,,,2,2,200,2,2,200,,,,1080,3,1,,,,,,
2,2,203,2,1224,20042,1,1,6,8,2,2,6,8,3,2,6,8,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20042,2,1,6,8,2,2,6,8,3,2,6,8,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20042,3,1,6,8,2,2,6,8,3,2,6,8,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20043,1,1,7,6,2,1,4,6,,,,,,,,,,3,2,500,,,,,,,,,,1,,,"N1",,
2,2,203,2,1224,20043,2,2,4,8,2,1,3,5,,,,,,,,,,,,,,,,,,,,,,,1,,"N2",,
2,2,203,2,1224,20044,1,2,8,8,2,2,8,8,3,2,8,8,4,1,6,4,,2,4,500,,,,,,,1080,,,2,,,"N1","N2",
2,2,203,2,1224,20044,2,1,4,6,2,1,4,6,3,1,4,6,4,1,4,6,,2,4,500,,,,,,,1070,,,2,,,"N1","N2",
2,2,203,2,1224,20044,5,2,10,6,2,2,10,5,3,2,10,5,4,1,7,6,,2,4,500,,,,,,,1080,1,13,2,,,"N1","N2",
2,2,203,2,1224,20044,6,1,6,7,2,1,6,2,3,1,6,2,4,1,6,2,,2,4,500,,,,,,,1010,,,2,,,"N1","N2",
2,2,203,2,1224,20045,1,1,6,8,4,1,3,6,,,,,,,,,,5,1,300,5,1,300,,,,,,,1,,,"N1",,
2,2,203,2,1224,20045,2,1,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20045,3,1,6,10,4,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20045,4,1,7,8,,,,,,,,,,,,,,20,1,250,,,,,,,,,,,1,,"N2",,
2,2,203,2,1224,20046,1,1,8,12,2,2,8,12,3,2,8,12,4,2,8,12,,1,8,,,,,,,,1080,,,8,,,"N1",,
2,2,203,2,1224,20046,2,1,4,8,,,,,,,,,,,,,,1,4,,,,,,,,1020,2,71,4,,,"N1",,
2,2,203,2,1224,20046,3,1,4,6,2,1,4,6,3,1,4,6,4,1,4,6,,1,4,,,,,,,,1070,,,4,,,"N1",,
2,2,203,2,1224,20046,4,1,7,2,2,1,7,2,3,1,7,2,4,1,7,2,,1,7,,,,,,,,1080,,,7,,,"N1",,
2,2,203,2,1224,20047,1,1,5,4,2,1,5,3,4,1,5,3,8,1,5,3,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,2,1,5,4,2,1,5,3,4,1,5,3,8,1,5,3,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20047,3,1,3,9,2,2,3,9,4,2,3,9,8,2,3,9,,,,,7,5,300,,,,,,,,,,,,
2,2,203,2,1224,20047,4,1,3,9,2,3,3,9,4,3,3,9,8,3,3,9,,,,,5,10,500,,,,,,,,,,,,
2,2,203,2,1224,20048,1,1,6,8,3,1,6,8,4,1,6,8,5,1,6,8,,3,6,,4,6,,,,,1080,1,13,2,2,,"N1","N2",
2,2,203,2,1224,20048,2,2,6,8,3,2,6,8,4,2,6,8,5,2,6,8,,3,12,,4,12,,,,,1070,1,13,2,2,,"N1","N2",
2,2,203,2,1224,20049,1,1,2,9,2,1,2,9,3,1,2,9,4,1,2,9,,1,2,,,4,,,,,1080,10,1,,,,,,
2,2,203,2,1224,20049,2,1,2,9,2,1,2,9,3,1,2,9,4,1,2,9,,,,,,,,,,,1080,,,,,,,,
2,2,203,2,1224,20049,3,1,2,9,2,1,2,9,3,1,2,9,4,1,2,9,,3,2,,,,,,,,1070,90,1,,,,,,
2,2,203,2,1224,20050,1,1,4,8,3,1,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,203,2,1224,20050,2,1,3,6,3,1,2,8,,,,,,,,,,,,,20,1,200,,,,,,,,,,,,
2,2,203,2,1224,20050,3,1,4,6,,,,,,,,,,,,,,,,,12,1,167,,,,,,,,,,,,
2,2,212,2,956,20051,1,1,2,6,8,2,2,6,8,3,2,6,8,7,2,6,8,5,6,300,0,0,0,0,0,0,,,,2,0,4,"N1","N2","N3"
2,2,212,2,956,20051,2,1,2,6,8,2,2,6,8,3,2,6,8,7,2,6,8,5,6,300,0,0,0,0,0,0,,,,2,0,4,"N4","N1","N2"
2,2,212,2,956,20052,1,1,3,6,4,2,3,6,4,4,3,6,4,,,,,2,4,500,0,,,0,,,,,,0,0,0,,,
2,2,212,2,956,20053,1,1,1,4,7,,,,,,,,,,,,,1,3,700,0,0,0,0,0,0,,,,0,0,0,,,
2,2,212,2,956,20054,1,1,4,8,12,,,,,,,,,,,,,2,12,500,0,,,0,,,1080,100,13,0,0,0,,,
2,2,212,2,956,20054,2,1,3,9,12,,,,,,,,,,,,,2,12,500,0,,,0,,,1070,100,13,0,0,0,,,
2,2,212,2,956,20055,1,1,1,7,8,5,1,7,8,7,1,7,8,8,1,7,8,0,0,0,0,0,0,0,0,0,1080,0,,,,,,,
2,2,212,2,956,20055,2,,,,,,,,,,,,,,,,,,,,,,,,,,1110,0,,,,,,,
2,2,212,2,956,20056,1,1,2,6,8,3,2,6,8,6,2,6,8,7,2,6,8,0,0,0,0,0,0,0,0,0,,,,3,0,4,"N1","N2","N3"
2,2,212,2,956,20056,2,1,2,6,8,3,2,6,8,6,2,6,8,7,2,6,8,0,0,0,0,0,0,0,0,0,,,,3,0,4,"N2","N3","N4"
2,2,212,2,956,20057,1,1,3,15,4,,,,,,,,,,,,,2,3,500,0,,,0,,,1110,0,,2,0,0,,,
2,2,212,2,956,20057,2,1,3,15,4,,,,,,,,,,,,,2,2,500,0,,,0,,,1080,0,,2,0,0,,,
2,2,212,2,956,20058,1,1,2,4,7,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,212,2,956,20059,1,2,3,5,6,3,4,5,6,4,5,5,6,5,5,5,6,0,,,0,,,0,,,,,,0,0,0,,,
2,2,212,2,956,20059,2,2,3,5,6,3,4,5,6,4,5,5,6,5,5,5,6,0,,,0,,,0,,,,,,0,0,0,,,
2,2,212,2,956,20059,3,2,3,5,6,3,4,5,6,4,5,5,6,5,5,5,6,0,,,0,,,0,,,,,,0,0,0,,,
2,2,212,2,956,20059,4,2,3,5,6,3,4,5,6,4,5,5,6,5,5,5,6,0,,,0,,,0,,,,,,0,0,0,,,
2,2,212,2,956,20060,1,1,4,24,8,,,,,,,,,,,,,0,,,0,,,0,,,,,,0,0,0,,,
2,2,210,2,1300,20061,1,1,1,3,8,2,1,3,8,3,1,3,8,,,,,0,0,0,0,0,0,0,0,0,,,,2,1,,"N1","N2",
2,2,210,2,1300,20061,2,1,1,5,8,2,1,5,8,3,1,5,8,,,,,0,0,0,0,0,0,0,0,0,,,,2,1,,"N1","N2",
2,2,210,2,1300,20061,3,1,1,4,8,2,1,4,8,3,1,4,8,,,,,0,0,0,0,0,0,0,0,0,,,,2,2,,"N1","N2",
2,2,210,2,1300,20061,4,1,1,5,8,2,1,5,8,3,1,4,8,,,,,0,0,0,0,0,0,0,0,0,,,,2,0,,"N1","N2",
2,2,210,2,1300,20061,5,1,1,6,8,2,1,6,8,3,1,6,8,,,,,0,0,0,0,0,0,0,0,0,,,,4,0,,"N3","N4",
2,2,210,2,1300,20061,6,1,1,4,8,2,1,4,8,3,1,4,8,,,,,0,0,0,1,,0,0,0,0,,,,1,3,,"N5",,
2,2,210,2,1300,20062,1,1,2,6,7,2,2,6,7,9,2,3,5,10,2,3,5,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,210,2,1300,20062,2,1,2,6,8,2,2,6,8,9,2,3,5,10,2,3,5,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,210,2,1300,20062,3,1,1,6,6,5,1,6,6,6,1,6,6,7,1,3,6,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,210,2,1300,20062,4,1,2,6,9,5,2,6,5,6,2,6,4,7,2,6,4,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,210,2,1300,20063,1,1,2,5,8,2,2,5,8,3,2,5,4,4,2,5,4,15,2,3000,5,2,1000,0,,,,,,0,0,0,,,
2,2,210,2,1300,20063,2,1,2,5,8,2,2,5,8,3,2,5,4,4,2,5,4,,,,,,,,,,,,,0,0,0,,,
2,2,210,2,1300,20063,3,1,2,5,8,2,2,5,8,3,2,5,4,4,2,5,4,,,,,,,,,,,,,0,0,0,,,
2,2,210,2,1300,20063,4,1,2,5,8,2,2,5,8,3,2,5,4,4,2,5,4,,,,,,,,,,,,,0,0,0,,,
2,2,210,2,1300,20064,1,1,1,6,8,2,1,6,8,3,1,6,8,7,1,6,8,0,0,0,0,0,0,0,0,0,,,,4,6,0,,,
2,2,210,2,1300,20064,2,1,2,6,8,2,2,6,8,3,2,6,8,7,2,6,8,0,0,0,0,0,0,0,0,0,,,,4,4,0,,,
2,2,210,2,1300,20064,3,1,0,4,8,2,0,4,8,3,0,4,8,7,0,4,8,0,0,0,0,0,0,0,0,0,,,,4,4,0,,,
2,2,210,2,1300,20065,1,1,1,4,8,2,1,4,8,,,,,,,,,0,0,0,0,0,0,0,0,0,1080,0,,0,0,0,,,
2,2,210,2,1300,20065,2,1,1,7,12,2,1,7,12,,,,,,,,,,,,,,,,,,1070,0,,0,0,0,,,
2,2,210,2,1300,20065,3,1,1,6,10,2,1,6,10,,,,,,,,,,,,,,,,,,1110,0,,0,0,0,,,
2,2,210,2,1300,20066,1,1,1,6,6,2,1,6,6,3,1,6,6,4,1,6,6,0,0,0,0,0,0,0,0,0,,,,,,,,,
2,2,210,2,1300,20066,2,1,1,6,6,2,1,6,6,3,1,6,6,4,1,6,6,0,0,0,0,0,0,0,0,0,,,,,,,,,
2,2,210,2,1300,20066,3,1,1,6,6,2,1,6,6,3,1,6,6,4,1,6,6,0,0,0,0,0,0,0,0,0,,,,,,,,,
2,2,210,2,1300,20066,4,1,1,6,6,2,1,6,6,3,1,6,6,4,1,6,6,0,0,0,0,0,0,0,0,0,,,,,,,,,
2,2,210,2,1300,20067,1,1,1,5,8,2,1,5,8,3,1,5,8,4,1,5,8,0,0,0,0,0,0,0,0,0,,,,2,4,6,"N1","N2",
2,2,210,2,1300,20067,2,1,2,6,8,2,2,6,8,3,2,6,8,4,2,6,8,0,0,0,0,0,0,0,0,0,,,,0,19,0,,,
2,2,210,2,1300,20067,3,1,2,6,8,2,2,6,8,3,2,6,8,4,2,6,8,0,0,0,0,0,0,0,0,0,,,,0,2,4,"N1","N2",
2,2,210,2,1300,20068,1,1,1,7,11,2,1,1,8,3,1,1,8,4,1,1,8,11,3,2000,,,,,,,,,,0,0,0,,,
2,2,210,2,1300,20068,2,1,1,7,11,2,1,1,8,3,1,1,8,4,1,1,8,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,210,2,1300,20069,1,1,2,5,8,2,2,5,8,7,2,3,6,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,210,2,1300,20069,2,1,2,6,4,2,2,6,4,7,2,3,6,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,210,2,1300,20069,3,1,3,6,8,2,3,6,8,7,3,4,4,,,,,0,0,0,0,0,0,0,0,0,,,,0,1,0,,,
2,2,210,2,1300,20070,1,1,1,4,8,2,1,4,8,6,1,4,8,7,1,4,8,2,3,500,0,0,0,0,0,0,1080,0,,3,0,0,,,
2,2,210,2,1300,20070,2,1,2,10,8,2,2,10,8,6,2,10,8,7,2,10,8,2,3,500,0,0,0,0,0,0,,,,3,0,0,,,
2,2,210,2,1300,20070,3,1,1,6,8,2,1,6,8,6,1,6,8,7,1,6,8,2,4,500,0,0,0,0,0,0,,,,4,0,0,,,
2,2,210,2,1300,20070,4,1,1,6,8,2,1,6,8,6,1,6,8,7,1,6,8,2,3,500,0,0,0,0,0,0,,,,3,0,0,,,
2,2,210,2,1300,20070,5,1,1,6,8,2,1,6,8,6,1,6,8,7,1,6,8,4,3,500,0,0,0,0,0,0,,,,3,0,0,,,
2,2,214,2,898,20072,1,1,2,6,8,,,,,,,,,,,,,15,14,1000,5,14,500,0,0,0,,,,0,0,0,,,
2,2,214,2,898,20073,1,1,1,7,8,,,,,,,,,,,,,4,2,500,0,0,0,0,0,0,1010,0,,0,0,0,,,
2,2,214,2,898,20074,1,1,2,4,8,4,2,4,8,,,,,,,,,12,2,12500,20,3,13000,0,0,0,,,,0,0,0,,,
2,2,214,2,898,20075,1,1,2,13,8,,,,,,,,,,,,,12,4,500,3,1,500,0,,,1080,100,1,0,0,0,,,
2,2,214,2,898,20077,1,1,3,3,6,3,3,3,6,,,,,,,,,5,4,5000,3,2,4000,0,0,0,,,,1,0,0,,,
2,2,214,2,898,20080,1,1,1,3,10,,,,,,,,,,,,,0,,,0,,,0,,,,,,0,0,0,,,
2,2,215,1,8,20081,1,1,1,3,6,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,215,1,8,20082,1,1,1,5,10,2,1,5,10,3,1,5,10,4,1,2,10,0,0,0,0,0,0,0,0,0,1080,0,,0,0,0,,,
2,2,215,1,8,20082,2,1,1,5,10,2,1,5,10,3,1,5,10,4,1,2,10,0,0,0,0,0,0,0,0,0,1060,0,,0,0,0,,,
2,2,215,1,8,20082,3,1,1,5,10,2,1,5,10,3,1,5,10,4,1,2,10,0,0,0,0,0,0,0,0,0,1010,0,,0,0,0,,,
2,2,215,1,8,20082,4,1,1,5,10,2,1,5,10,3,1,5,10,4,1,2,10,0,0,0,0,0,0,0,0,0,1060,0,,0,0,0,,,
2,2,215,1,8,20082,5,1,1,5,10,2,1,5,10,3,1,5,10,4,1,2,10,0,0,0,0,0,0,0,0,0,1070,0,,,0,0,,,
2,2,215,1,8,20083,1,1,1,6,12,3,1,6,12,5,1,6,12,6,1,6,12,0,0,0,0,0,0,0,0,0,1010,0,,0,0,0,,,
2,2,215,1,8,20083,2,1,1,6,12,3,1,6,12,5,1,6,12,6,1,6,12,0,0,0,0,0,0,0,0,0,1070,0,,0,0,0,,,
2,2,215,1,8,20083,3,1,1,6,12,3,1,6,12,5,1,6,12,6,1,6,12,0,0,0,0,0,0,0,0,0,1070,0,,0,0,0,,,
2,2,215,1,8,20085,1,1,1,6,8,10,1,6,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,2,0,,,
2,2,215,1,8,20085,2,1,1,6,8,10,1,6,8,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,2,0,,,
2,2,215,1,8,20086,1,1,2,6,8,3,2,6,8,5,2,6,8,6,2,6,8,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,215,1,8,20088,1,1,3,6,9,2,3,6,9,3,3,3,8,,,,,0,0,0,0,0,0,0,0,0,,,,0,2,0,,,
2,2,215,1,8,20089,1,1,0,1,7,2,0,1,7,4,0,1,7,8,0,1,7,10,1,300,12,1,400,0,0,0,,,,0,0,0,,,
2,2,215,1,8,20089,2,1,0,1,7,2,0,1,7,4,0,1,7,8,0,1,7,10,1,300,12,1,400,0,0,0,,,,0,0,0,,,
2,2,215,1,8,20090,1,1,1,6,7,2,1,6,7,3,1,6,7,,,,,0,0,0,5,3,400,0,0,0,,,,0,0,0,,,
2,2,215,1,8,20090,2,1,1,6,7,2,1,6,7,3,1,6,7,,,,,0,0,0,5,3,400,0,0,0,,,,0,0,0,,,
2,2,215,1,8,20090,3,1,1,6,7,2,1,6,7,3,1,6,7,,,,,0,0,0,5,3,400,0,0,0,,,,0,0,0,,,
2,2,207,2,1302,20091,1,1,3,15,12,,,,,,,,,,,,,3,6,700,0,0,0,0,0,0,1070,0,,0,0,0,,,
2,2,207,2,1302,20091,2,1,2,10,12,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1010,0,,0,0,0,,,
2,2,207,2,1302,20091,3,1,1,4,12,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1110,0,,0,0,0,,,
2,2,207,2,1302,20092,1,1,2,6,6,3,2,6,6,6,2,6,6,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,207,2,1302,20092,2,1,2,6,10,3,2,6,8,6,2,6,8,,,,,12,1,16000,0,0,0,0,0,0,,,,0,0,0,,,
2,2,207,2,1302,20092,3,2,1,6,7,4,1,6,7,5,1,6,7,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,1,"N2",,
2,2,207,2,1302,20092,4,1,2,6,8,3,2,6,6,6,2,6,6,4,1,3,78,,0,0,0,0,0,0,0,0,,,,1,1,0,,,
2,2,207,2,1302,20092,5,1,4,6,8,3,4,6,6,6,4,6,6,2,1,5,9,0,0,0,0,0,0,0,0,0,,,,0,1,0,,,
2,2,207,2,1302,20093,1,1,2,6,8,2,2,2,10,3,2,2,10,4,2,1,6,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,207,2,1302,20093,2,1,1,4,8,2,1,2,10,3,1,2,10,4,1,1,6,10,1,5000,0,0,0,0,0,0,,,,0,,0,,,
2,2,207,2,1302,20093,3,1,4,6,10,2,4,2,10,3,4,2,10,4,4,1,6,0,0,0,0,0,0,0,0,0,,,,0,3,0,,,
2,2,207,2,1302,20094,1,1,3,5,3,2,3,5,3,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,207,2,1302,20094,2,1,1,5,4,2,5,4,2,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2,2,207,2,1302,20095,1,1,1,5,4,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,1,0,0,,,
2,2,207,2,1302,20095,2,1,2,8,4,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,1,0,0,,,
2,2,207,2,1302,20096,1,1,2,5,8,2,2,5,8,,,,,,,,,0,,,,,,,,,,,,0,0,0,,,
2,2,207,2,1302,20096,2,1,2,5,8,2,2,5,8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2,2,207,2,1302,20096,3,1,2,5,8,2,2,5,8,,,,,,,,,3,1,1500,,,,,,,,,,0,0,0,,,
2,2,207,2,1302,20096,4,1,4,5,8,2,2,5,8,,,,,,,,,,,,,,,,,,,,,0,0,0,,,
2,2,207,2,1302,20097,1,1,1,6,10,2,1,6,10,,,,,,,,,0,0,0,,0,,,,,1110,0,,0,0,0,,,
2,2,207,2,1302,20097,2,1,1,6,10,2,1,6,10,,,,,,,,,,,,,,,,,,1080,0,,0,0,0,,,
2,2,207,2,1302,20097,3,1,0,6,10,2,1,6,10,,,,,,,,,,,,,,,,,,1010,0,,0,0,0,,,
2,2,207,2,1302,20098,1,1,4,5,60,,,,,,,,,,,,,6,5,500,2,5,200,0,0,0,,,,0,0,0,,,
2,2,207,2,1302,20098,3,,,,,,,,,,,,,,,,,6,5,500,2,5,200,0,0,0,,,,0,0,0,,,
2,2,207,2,1302,20098,4,,,,,,,,,,,,,,,,,6,5,50,2,5,200,0,0,0,,,,0,0,0,,,
2,2,207,2,1302,20099,1,1,1,4,6,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,
2,2,207,2,1302,20100,1,1,2,8,4,2,1,1,4,7,1,1,4,4,2,8,4,0,0,0,0,0,0,0,0,0,1070,0,,0,2,0,,,
