"zone","state","lga","sector","ea","resource_cd","resource_specify","c4q1","c4q2","c4q3","c4q4a","c4q4b","c4q4c","c4q4d","c4q5a","c4q5b","c4q5c"
5,32,3215,1,2978,404,,2,,,,,,,,,
5,32,3215,1,2978,405,,2,,,,,,,,,
5,32,3215,1,4712,401,,2,,,,,,,,,
5,32,3215,1,4712,402,,2,,,,,,,,,
5,32,3215,1,4712,403,,2,,,,,,,,,
5,32,3215,1,4712,404,,2,,,,,,,,,
5,32,3215,1,4712,405,,2,,,,,,,,,
5,32,3216,2,1184,401,,2,,,,,,,,,
5,32,3216,2,1184,402,,1,1,1,1,,,,1,,
5,32,3216,2,1184,403,,2,,,,,,,,,
5,32,3216,2,1184,404,,2,,,,,,,,,
5,32,3216,2,1184,405,,2,,,,,,,,,
5,32,3218,2,296,401,,2,,,,,,,,,
5,32,3218,2,296,402,,2,,,,,,,,,
5,32,3218,2,296,403,,2,,,,,,,,,
5,32,3218,2,296,404,,2,,,,,,,,,
5,32,3218,2,296,405,,2,,,,,,,,,
5,32,3221,2,132,401,,2,,,,,,,,,
5,32,3221,2,132,402,,2,,,,,,,,,
5,32,3221,2,132,403,,2,,,,,,,,,
5,32,3221,2,132,404,,2,,,,,,,,,
5,32,3221,2,132,405,,2,,,,,,,,,
5,32,3222,1,1624,401,,2,,,,,,,,,
5,32,3222,1,1624,402,,2,,,,,,,,,
5,32,3222,1,1624,403,,2,,,,,,,,,
5,32,3222,1,1624,404,,2,,,,,,,,,
5,32,3222,1,1624,405,,2,,,,,,,,,
5,32,3222,1,2780,401,,2,,,,,,,,,
5,32,3222,1,2780,402,,2,,,,,,,,,
5,32,3222,1,2780,403,,2,,,,,,,,,
5,32,3222,1,2780,404,,2,,,,,,,,,
5,32,3222,1,2780,405,,2,,,,,,,,,
5,32,3223,2,390,401,,2,,,,,,,,,
5,32,3223,2,390,402,,2,,,,,,,,,
5,32,3223,2,390,403,,2,,,,,,,,,
5,32,3223,2,390,404,,2,,,,,,,,,
5,32,3223,2,390,405,,2,,,,,,,,,
5,32,3223,2,578,401,,2,,,,,,,,,
5,32,3223,2,578,402,,2,,,,,,,,,
5,32,3223,2,578,403,,2,,,,,,,,,
5,32,3223,2,578,404,,2,,,,,,,,,
5,32,3223,2,578,405,,2,,,,,,,,,
3,33,3304,2,418,403,,1,1,1,1,,,,1,5,
3,33,3307,2,688,401,,2,,,,,,,,,
3,33,3307,2,688,402,,2,,,,,,,,,
3,33,3307,2,688,403,,2,,,,,,,,,
3,33,3307,2,688,404,,2,,,,,,,,,
3,33,3307,2,688,405,,2,,,,,,,,,
3,33,3310,2,476,401,,2,,,,,,,,,
3,33,3310,2,476,402,,2,,,,,,,,,
3,33,3310,2,476,403,,2,,,,,,,,,
3,33,3310,2,476,404,,2,,,,,,,,,
3,33,3310,2,476,405,,2,,,,,,,,,
3,33,3311,1,702,401,,2,,,,,,,,,
3,33,3311,1,702,402,,2,,,,,,,,,
3,33,3311,1,702,403,,2,,,,,,,,,
3,33,3311,1,702,404,,2,,,,,,,,,
3,33,3311,1,702,405,,2,,,,,,,,,
3,33,3313,2,930,401,,2,,,,,,,,,
3,33,3313,2,930,402,,2,,,,,,,,,
3,33,3313,2,930,403,,2,,,,,,,,,
3,33,3313,2,930,404,,2,,,,,,,,,
3,33,3313,2,930,405,,2,,,,,,,,,
3,33,3321,1,1182,401,,2,,,,,,,,,
3,33,3321,1,1182,402,,2,,,,,,,,,
3,33,3321,1,1182,403,,1,1,1,1,,,,1,,
3,33,3321,1,1182,404,,2,,,,,,,,,
3,33,3321,1,1182,405,,2,,,,,,,,,
2,34,3401,2,526,401,,1,1,1,4,,,,8,,
2,34,3401,2,526,402,,1,1,1,4,,,,8,,
2,34,3401,2,526,403,,1,1,1,4,,,,8,,
2,34,3401,2,526,404,,1,1,1,4,,,,8,,
2,34,3403,2,198,401,,1,1,1,4,,,,8,,
2,34,3403,2,198,402,,1,1,1,4,,,,8,,
2,34,3403,2,198,403,,1,1,1,4,,,,8,,
2,34,3403,2,198,404,,1,1,1,4,,,,8,,
2,34,3405,2,456,401,,1,1,1,3,4,,,1,5,
2,34,3405,2,456,402,,1,1,1,4,,,,1,5,
2,34,3405,2,456,403,,1,1,1,4,,,,1,5,
2,34,3405,2,456,404,,1,1,1,4,,,,1,5,
2,34,3405,2,1706,401,,1,1,1,1,2,3,,1,2,5
2,34,3405,2,1706,402,,1,1,1,1,2,3,,1,2,5
2,34,3405,2,1706,403,,1,1,1,1,2,3,,1,2,5
2,34,3405,2,1706,404,,1,1,1,1,2,3,,1,2,5
2,34,3408,2,870,401,,1,2,1,4,,,,8,,
2,34,3408,2,870,402,,1,2,1,4,,,,8,,
2,34,3408,2,870,403,,1,2,1,4,,,,8,,
2,34,3408,2,870,404,,1,2,1,4,,,,8,,
2,34,3410,2,42,401,,1,1,1,2,3,,,1,5,
2,34,3410,2,42,402,,1,1,1,2,3,,,1,5,
2,34,3410,2,42,403,,1,1,1,2,3,,,1,5,
2,34,3410,2,42,404,,1,1,1,2,3,,,1,5,
2,34,3412,2,156,401,,1,1,1,4,,,,2,,
2,34,3412,2,156,402,,1,1,1,4,,,,2,,
2,34,3412,2,156,404,,1,1,1,4,,,,2,,
2,34,3413,2,262,401,,1,1,1,4,,,,4,5,
2,34,3413,2,262,402,,1,1,1,4,,,,4,5,
2,34,3415,2,268,401,,1,1,1,3,4,,,2,3,5
2,34,3415,2,268,402,,1,1,1,3,4,,,2,3,5
2,34,3415,2,268,403,,1,1,1,3,4,,,2,3,5
2,34,3415,2,268,404,,1,1,1,3,4,,,2,3,5
2,35,3501,1,702,401,,2,,,,,,,,,
2,35,3501,1,702,402,,2,,,,,,,,,
2,35,3501,1,702,403,,2,,,,,,,,,
2,35,3501,1,702,404,,2,,,,,,,,,
2,35,3501,1,702,405,,2,,,,,,,,,
2,35,3501,2,1228,401,,2,,,,,,,,,
2,35,3501,2,1228,402,,2,,,,,,,,,
2,35,3501,2,1228,403,,2,,,,,,,,,
2,35,3501,2,1228,404,,2,,,,,,,,,
2,35,3501,2,1228,405,,2,,,,,,,,,
2,35,3504,2,1288,401,,2,,,,,,,,,
2,35,3504,2,1288,402,,2,,,,,,,,,
2,35,3504,2,1288,403,,2,,,,,,,,,
2,35,3504,2,1288,404,,2,,,,,,,,,
2,35,3504,2,1288,405,,2,,,,,,,,,
2,35,3506,2,1040,401,,2,,,,,,,,,
2,35,3506,2,1040,402,,2,,,,,,,,,
2,35,3506,2,1040,403,,2,,,,,,,,,
2,35,3506,2,1040,404,,2,,,,,,,,,
2,35,3506,2,1040,405,,2,,,,,,,,,
2,35,3507,2,746,401,,2,,,,,,,,,
2,35,3507,2,746,402,,2,,,,,,,,,
2,35,3507,2,746,403,,2,,,,,,,,,
2,35,3507,2,746,404,,2,,,,,,,,,
2,35,3507,2,746,405,,2,,,,,,,,,
2,35,3509,2,1310,401,,2,,,,,,,,,
2,35,3509,2,1310,402,,2,,,,,,,,,
2,35,3509,2,1310,403,,2,,,,,,,,,
2,35,3509,2,1310,404,,2,,,,,,,,,
2,35,3509,2,2276,401,,2,,,,,,,,,
2,35,3509,2,2276,402,,2,,,,,,,,,
2,35,3509,2,2276,403,,2,,,,,,,,,
2,35,3509,2,2276,404,,2,,,,,,,,,
2,35,3509,2,2276,405,,2,,,,,,,,,
2,35,3511,2,1646,401,,2,,,,,,,,,
2,35,3511,2,1646,402,,2,,,,,,,,,
2,35,3511,2,1646,403,,2,,,,,,,,,
2,35,3511,2,1646,404,,2,,,,,,,,,
2,35,3511,2,1646,405,,2,,,,,,,,,
2,35,3513,2,576,401,,2,,,,,,,,,
2,35,3513,2,576,402,,2,,,,,,,,,
2,35,3513,2,576,403,,2,,,,,,,,,
2,35,3513,2,576,404,,2,,,,,,,,,
2,35,3513,2,576,405,,2,,,,,,,,,
2,35,3513,1,1278,401,,2,,,,,,,,,
2,35,3513,1,1278,402,,2,,,,,,,,,
2,35,3513,1,1278,403,,2,,,,,,,,,
2,35,3513,1,1278,404,,2,,,,,,,,,
2,35,3513,1,1278,405,,2,,,,,,,,,
2,35,3515,2,316,401,,2,,,,,,,,,
2,35,3515,2,316,402,,2,,,,,,,,,
2,35,3515,2,316,403,,2,,,,,,,,,
2,35,3515,2,316,404,,2,,,,,,,,,
2,35,3515,2,316,405,,2,,,,,,,,,
2,35,3516,2,1632,401,,2,,,,,,,,,
2,35,3516,2,1632,402,,2,,,,,,,,,
2,35,3516,2,1632,403,,2,,,,,,,,,
2,35,3516,2,1632,404,,2,,,,,,,,,
2,35,3516,2,1632,405,,2,,,,,,,,,
3,36,3601,2,1214,401,,2,,,,,,,,,
3,36,3601,2,1214,402,,1,1,1,2,3,1,,1,5,2
3,36,3601,2,1214,403,,1,1,1,2,3,1,,1,5,2
3,36,3601,2,1214,404,,2,,,,,,,,,
3,36,3601,2,1214,405,,2,,,,,,,,,
3,36,3603,2,978,401,,2,,,,,,,,,
3,36,3603,2,978,402,,2,,,,,,,,,
3,36,3603,2,978,403,,2,,,,,,,,,
3,36,3603,2,978,404,,2,,,,,,,,,
3,36,3603,2,978,405,,2,,,,,,,,,
3,36,3605,2,240,401,,2,,,,,,,,,
3,36,3605,2,240,402,,2,,,,,,,,,
3,36,3605,2,240,403,,2,,,,,,,,,
3,36,3605,2,240,404,,1,1,1,1,2,4,,8,,
3,36,3605,2,240,405,,2,,,,,,,,,
3,36,3606,2,1956,401,,2,,,,,,,,,
3,36,3606,2,1956,402,,2,,,,,,,,,
3,36,3606,2,1956,403,,2,,,,,,,,,
3,36,3606,2,1956,404,,2,,,,,,,,,
3,36,3606,2,1956,405,,2,,,,,,,,,
3,36,3607,1,2596,401,,2,,,,,,,,,
3,36,3607,1,2596,402,,2,,,,,,,,,
3,36,3607,1,2596,403,,2,,,,,,,,,
3,36,3607,1,2596,404,,2,,,,,,,,,
3,36,3607,1,2596,405,,2,,,,,,,,,
3,36,3608,2,2078,401,,2,,,,,,,,,
3,36,3608,2,2078,402,,2,,,,,,,,,
3,36,3608,2,2078,403,,2,,,,,,,,,
3,36,3608,2,2078,404,,2,,,,,,,,,
3,36,3608,2,2078,405,,2,,,,,,,,,
3,36,3610,2,1826,401,,2,,,,,,,,,
3,36,3610,2,1826,402,,1,1,1,4,,,,1,2,3
3,36,3610,2,1826,403,,1,1,1,4,,,,1,2,3
3,36,3610,2,1826,404,,2,,,,,,,,,
3,36,3610,2,1826,405,,2,,,,,,,,,
3,36,3612,1,1474,401,,2,,,,,,,,,
3,36,3612,1,1474,402,,2,,,,,,,,,
3,36,3612,1,1474,403,,2,,,,,,,,,
3,36,3612,1,1474,404,,2,,,,,,,,,
3,36,3612,1,1474,405,,2,,,,,,,,,
3,36,3613,2,1066,401,,2,,,,,,,,,
3,36,3613,2,1066,402,,2,,,,,,,,,
3,36,3613,2,1066,403,,1,1,1,4,,,,8,,
3,36,3613,2,1066,404,,2,,,,,,,,,
3,36,3613,2,1066,405,,2,,,,,,,,,
1,37,3702,1,972,401,,2,,,,,,,,,
1,37,3702,1,972,402,,2,,,,,,,,,
1,37,3702,1,972,403,,2,,,,,,,,,
1,37,3702,1,972,404,,2,,,,,,,,,
1,37,3702,1,972,405,,2,,,,,,,,,
1,37,3706,2,6,401,,2,,,,,,,,,
1,37,3706,2,6,402,,2,,,,,,,,,
1,37,3706,2,6,403,,2,,,,,,,,,
1,37,3706,2,6,404,,2,,,,,,,,,
1,37,3706,2,6,405,,2,,,,,,,,,
1,37,3706,1,156,401,,2,,,,,,,,,
1,37,3706,1,156,402,,2,,,,,,,,,
1,37,3706,1,156,403,,2,,,,,,,,,
1,37,3706,1,156,404,,2,,,,,,,,,
1,37,3706,1,156,405,,2,,,,,,,,,
1,37,3706,1,4144,401,,2,,,,,,,,,
1,37,3706,1,4144,402,,2,,,,,,,,,
1,37,3706,1,4144,403,,2,,,,,,,,,
1,37,3706,1,4144,404,,2,,,,,,,,,
1,37,3706,1,4144,405,,2,,,,,,,,,
