"zone","state","lga","sector","ea","is_cd","c2q1","c2q2","c2q3","c2q4a","c2q4b","c2q5","c2q6a","c2q6b"
1,31,3107,1,724,208,1,,,,,,,
1,31,3107,1,724,210,2,,60,5,,500,1,30
1,31,3107,1,724,211,2,,60,5,,500,1,30
1,31,3107,1,724,212,2,,60,5,,500,1,30
1,31,3107,1,724,213,1,,,,,,,
1,31,3107,1,724,214,1,,,,,,,
1,31,3107,1,724,215,1,,,,,,,
1,31,3107,1,724,216,1,5,,,,,,
1,31,3107,1,724,217,2,,40,5,,200,0,45
1,31,3107,1,724,218,1,8,,,,,,
1,31,3107,1,724,219,1,8,,,,,,
1,31,3107,1,724,220,1,8,,,,,,
1,31,3107,1,724,221,2,,40,5,,200,0,45
1,31,3107,1,724,222,1,8,,,,,,
1,31,3107,2,1092,201,1,,,,,,,
1,31,3107,2,1092,202,1,,,,,,,
1,31,3107,2,1092,203,1,,,,,,,
1,31,3107,2,1092,204,1,8,,,,,,
1,31,3107,2,1092,205,2,,9,5,,150,1,0
1,31,3107,2,1092,206,2,,9,5,,150,1,0
1,31,3107,2,1092,207,1,8,,,,,,
1,31,3107,2,1092,208,2,,9,5,,150,1,0
1,31,3107,2,1092,212,2,,20,5,,400,3,0
1,31,3107,2,1092,213,2,,9,5,,100,1,0
1,31,3107,2,1092,214,2,,9,5,,150,1,0
1,31,3107,2,1092,215,2,,9,5,,150,1,0
1,31,3107,2,1092,216,2,,9,5,,150,1,0
1,31,3107,2,1092,217,2,,27,5,,400,2,0
1,31,3107,2,1092,218,2,,9,5,,150,1,0
1,31,3107,2,1092,219,1,8,,,,,,
1,31,3107,2,1092,220,1,8,,,,,,
1,31,3107,2,1092,221,2,,9,4,,150,1,0
1,31,3107,2,1092,222,2,,9,4,,150,1,0
1,31,3109,2,1026,201,2,,5,5,,400,0,45
1,31,3109,2,1026,202,1,,,,,,,
1,31,3109,2,1026,204,2,,5,5,,400,0,45
1,31,3109,2,1026,205,2,,5,5,,400,0,45
1,31,3109,2,1026,206,2,,5,5,,400,0,45
1,31,3109,2,1026,207,2,,5,5,,400,0,45
1,31,3109,2,1026,208,2,,5,5,,400,0,45
1,31,3109,2,1026,209,2,,5,5,,400,0,45
1,31,3109,2,1026,210,2,,5,5,,400,0,45
1,31,3109,2,1026,211,2,,5,5,,400,0,45
1,31,3109,2,1026,212,2,,5,5,,400,0,45
1,31,3109,2,1026,213,2,,5,5,,400,0,45
1,31,3109,2,1026,214,2,,5,5,,400,0,45
1,31,3109,2,1026,215,2,,5,5,,400,0,45
1,31,3109,2,1026,216,2,,5,4,,400,0,45
1,31,3109,2,1026,217,2,,5,4,,400,0,45
1,31,3109,2,1026,218,2,,5,4,,400,0,45
1,31,3109,2,1026,219,1,1,,,,,,
1,31,3109,2,1026,220,1,5,,,,,,
1,31,3109,2,1026,221,2,,5,4,,400,0,45
1,31,3109,2,1026,222,1,5,,,,,,
1,31,3111,2,2966,201,1,,,,,,,
1,31,3111,2,2966,202,1,,,,,,,
1,31,3111,2,2966,203,1,,,,,,,
1,31,3111,2,2966,204,2,,12,5,,250,1,0
1,31,3111,2,2966,205,2,,12,5,,250,1,0
1,31,3111,2,2966,206,2,,12,5,,250,1,0
1,31,3111,2,2966,207,1,8,,,,,,
1,31,3111,2,2966,208,2,,12,5,,,,
1,31,3111,2,2966,209,2,,12,5,,,,
1,31,3111,2,2966,210,2,,12,5,,,,
1,31,3111,2,2966,211,2,,12,5,,,,
1,31,3111,2,2966,212,2,,45,5,,500,2,30
1,31,3111,2,2966,213,2,,45,5,,500,2,30
1,31,3111,2,2966,214,2,,45,1,,,,
1,31,3111,2,2966,215,2,,12,5,,250,1,0
1,31,3111,2,2966,216,2,,12,5,,250,1,0
1,31,3111,2,2966,217,2,,12,5,,250,1,0
1,31,3111,2,2966,218,2,,12,5,,250,1,0
1,31,3111,2,2966,219,2,,12,5,,250,1,0
1,31,3111,2,2966,220,1,8,,,,,,
1,31,3111,2,2966,221,2,,12,5,,250,1,0
1,31,3111,2,2966,222,2,,12,5,,250,1,0
1,31,3112,2,350,201,1,,,,,,,
1,31,3112,2,350,202,1,,,,,,,
1,31,3112,2,350,203,2,,2,1,,,,
1,31,3112,2,350,204,2,,2,1,,,,
1,31,3112,2,350,205,2,,2,1,,,,
1,31,3112,2,350,206,2,,2,1,,,,
1,31,3112,2,350,207,2,,2,1,,,,
1,31,3112,2,350,208,2,,2,1,,,,
1,31,3112,2,350,209,2,,2,1,,,,
1,31,3112,2,350,210,2,,2,1,,,,
1,31,3112,2,350,212,2,,2,1,,,,
1,31,3112,2,350,213,2,,2,1,,,,
1,31,3112,2,350,214,2,,2,1,,,,
1,31,3112,2,350,215,2,,2,1,,,,
1,31,3112,2,350,216,2,,10,5,,200,2,0
1,31,3112,2,350,217,2,,10,5,,200,2,0
1,31,3112,2,350,218,2,,2,1,,,,
1,31,3112,2,350,219,2,,2,1,,,,
1,31,3112,2,350,220,1,8,,,,,,
1,31,3112,2,350,221,2,,2,1,,,,
1,31,3112,2,350,222,2,,10,5,,200,2,0
1,31,3113,2,332,201,1,,,,,,,
1,31,3113,2,332,202,1,,,,,,,
1,31,3113,2,332,203,1,,,,,,,
1,31,3113,2,332,204,1,8,,,,,,
1,31,3113,2,332,205,2,,1,1,,,,
1,31,3113,2,332,206,2,,1,1,,,,
1,31,3113,2,332,207,1,8,,,,,,
1,31,3113,2,332,208,2,,10,4,,350,0,30
1,31,3113,2,332,209,1,8,,,,,,
1,31,3113,2,332,210,2,,10,4,,350,0,30
1,31,3113,2,332,211,2,,10,4,,350,0,30
1,31,3113,2,332,212,2,,10,4,,350,0,30
1,31,3113,2,332,213,2,,10,4,,350,0,30
1,31,3113,2,332,214,2,,10,4,,350,0,30
1,31,3113,2,332,215,2,,10,4,,350,0,30
1,31,3113,2,332,216,2,,10,4,,350,0,30
1,31,3113,2,332,217,2,,10,4,,350,0,30
1,31,3113,2,332,218,2,,10,4,,350,0,30
1,31,3113,2,332,219,2,,10,4,,350,0,30
1,31,3113,2,332,220,1,8,,,,,,
1,31,3113,2,332,221,1,8,,,,,,
1,31,3113,2,332,222,2,,10,4,,350,0,30
1,31,3115,2,680,201,1,,,,,,,
1,31,3115,2,680,202,1,,,,,,,
1,31,3115,2,680,203,1,,,,,,,
1,31,3115,2,680,204,1,8,,,,,,
1,31,3115,2,680,205,2,,7,,,150,0,45
1,31,3115,2,680,206,2,,7,,,150,0,45
1,31,3115,2,680,207,1,8,,,,,,
1,31,3115,2,680,208,2,,7,,,150,0,45
1,31,3115,2,680,209,1,8,,,,,,
1,31,3115,2,680,210,2,,7,,,150,0,45
1,31,3115,2,680,211,2,,7,,,150,0,45
1,31,3115,2,680,212,2,,7,,,150,0,45
1,31,3115,2,680,213,2,,7,,,150,0,45
1,31,3115,2,680,214,1,8,,,,,,
1,31,3115,2,680,215,2,,7,,,150,0,45
1,31,3115,2,680,216,2,,7,5,,150,0,45
1,31,3115,2,680,217,2,,7,,,150,0,45
1,31,3115,2,680,218,1,7,,,,,,
1,31,3115,2,680,219,1,4,,,,,,
1,31,3115,2,680,220,1,8,,,,,,
1,31,3115,2,680,221,1,5,,,,,,
1,31,3115,2,680,222,2,,7,5,,150,0,45
1,31,3116,2,1344,201,1,,,,,,,
1,31,3116,2,1344,202,1,,,,,,,
1,31,3116,2,1344,203,2,,7,1,,,,
1,31,3116,2,1344,204,1,8,,,,,,
1,31,3116,2,1344,205,2,,25,5,,300,1,30
1,31,3116,2,1344,206,2,,9,5,,150,1,0
1,31,3116,2,1344,207,1,8,,,,,,
1,31,3116,2,1344,208,1,8,,,,,,
1,31,3116,2,1344,209,1,8,,,,,,
1,31,3116,2,1344,210,2,,25,5,,300,1,30
1,31,3116,2,1344,211,2,,25,5,,300,1,30
1,31,3116,2,1344,212,2,,25,5,,300,1,30
1,31,3116,2,1344,213,2,,9,5,,150,1,0
1,31,3116,2,1344,214,1,8,,,,,,
1,31,3116,2,1344,215,2,,9,5,,150,1,0
1,31,3116,2,1344,216,2,,25,5,,300,1,30
1,31,3116,2,1344,217,2,,25,5,,300,1,30
1,31,3116,2,1344,218,2,,9,5,,150,1,0
1,31,3116,2,1344,219,1,6,,,,,,
1,31,3116,2,1344,220,1,7,,,,,,
1,31,3116,2,1344,221,2,,25,5,,300,1,30
1,31,3116,2,1344,222,2,,25,5,,300,1,30
5,32,3201,2,2034,201,1,,,,,,,
5,32,3201,2,2034,202,1,,,,,,,
5,32,3201,2,2034,203,2,,1,1,,,,
5,32,3201,2,2034,204,2,,2,4,,100,0,30
5,32,3201,2,2034,205,2,,2,4,,100,0,30
5,32,3201,2,2034,206,2,,7,5,,200,0,45
5,32,3201,2,2034,207,2,,7,5,,200,0,40
5,32,3201,2,2034,208,2,,7,5,,200,0,45
5,32,3201,2,2034,209,2,,7,5,,200,0,45
5,32,3201,2,2034,210,2,,7,5,,200,0,45
5,32,3201,2,2034,211,2,,7,5,,200,0,45
5,32,3201,2,2034,212,2,,2,4,,100,0,30
5,32,3201,2,2034,213,2,,7,5,,200,0,40
5,32,3201,2,2034,214,2,,2,4,,100,0,30
5,32,3201,2,2034,215,2,,7,5,,200,0,40
5,32,3201,2,2034,216,2,,2,4,,100,0,30
5,32,3201,2,2034,217,2,,7,5,,200,0,40
5,32,3201,2,2034,218,2,,2,4,,100,0,30
5,32,3201,2,2034,219,2,,2,4,,100,0,30
5,32,3201,2,2034,220,2,,7,5,,200,0,40
5,32,3201,2,2034,221,1,6,,,,,,
5,32,3201,2,2034,222,2,,65,5,,500,2,0
5,32,3202,2,84,201,1,,,,,,,
5,32,3202,2,84,202,1,,,,,,,
5,32,3202,2,84,203,2,,4,4,,200,0,30
5,32,3202,2,84,204,1,,,,,,,
5,32,3202,2,84,205,2,,9,4,,400,0,45
5,32,3202,2,84,206,2,,9,4,,400,0,45
5,32,3202,2,84,207,2,,9,4,,400,0,45
5,32,3202,2,84,208,2,,9,4,,400,0,45
5,32,3202,2,84,209,2,,9,4,,400,0,45
5,32,3202,2,84,210,2,,9,4,,400,0,45
5,32,3202,2,84,211,2,,9,4,,400,0,45
5,32,3202,2,84,212,2,,9,4,,400,0,45
5,32,3202,2,84,213,2,,9,4,,400,0,45
5,32,3202,2,84,214,2,,9,4,,400,0,45
5,32,3202,2,84,215,2,,9,4,,400,0,45
5,32,3202,2,84,216,2,,9,4,,400,0,45
5,32,3202,2,84,217,2,,9,4,,400,0,45
5,32,3202,2,84,218,2,,9,4,,400,0,45
5,32,3202,2,84,219,2,,9,4,,400,0,45
5,32,3202,2,84,220,2,,9,4,,400,0,45
5,32,3202,2,84,221,1,6,,,,,,
5,32,3202,2,84,222,2,,65,5,,700,2,0
5,32,3203,2,2644,201,2,,5,4,,150,0,20
5,32,3203,2,2644,202,1,,,,,,,
5,32,3203,2,2644,203,2,,5,4,,150,0,20
5,32,3203,2,2644,204,1,2,,,,,,
5,32,3203,2,2644,205,2,,7,4,,300,0,30
5,32,3203,2,2644,206,2,,7,4,,300,0,30
5,32,3203,2,2644,207,2,,7,4,,300,0,30
5,32,3203,2,2644,208,2,,7,4,,300,0,30
5,32,3203,2,2644,209,2,,7,4,,300,0,30
5,32,3203,2,2644,210,2,,7,4,,300,0,30
5,32,3203,2,2644,211,2,,7,4,,300,0,30
5,32,3203,2,2644,212,2,,7,4,,300,0,30
5,32,3203,2,2644,213,2,,7,4,,300,0,30
5,32,3203,2,2644,214,2,,7,4,,300,0,30
5,32,3203,2,2644,215,2,,7,4,,300,0,30
5,32,3203,2,2644,216,2,,7,4,,,0,30
5,32,3203,2,2644,217,2,,7,4,,,0,30
5,32,3203,2,2644,218,2,,9,4,,,0,40
5,32,3203,2,2644,219,2,,7,4,,,0,30
5,32,3203,2,2644,220,2,,9,4,,,0,40
5,32,3203,2,2644,221,1,,,,,,,
5,32,3203,2,2644,222,2,,65,5,,700,2,0
5,32,3204,1,346,201,1,,,,,,,
5,32,3204,1,346,202,1,,,,,,,
5,32,3204,1,346,203,1,,,,,,,
5,32,3204,1,346,204,1,4,,,,,,
5,32,3204,1,346,205,1,2,,,,,,
5,32,3204,1,346,206,1,6,,,,,,
5,32,3204,1,346,207,1,6,,,,,,
5,32,3204,1,346,208,1,6,,,,,,
5,32,3204,1,346,209,1,6,,,,,,
5,32,3204,1,346,210,2,,60,5,,700,3,0
5,32,3204,1,346,211,2,,60,5,,700,3,0
5,32,3204,1,346,212,1,,,,,,,
5,32,3204,1,346,213,1,,,,,,,
5,32,3204,1,346,214,1,,,,,,,
5,32,3204,1,346,215,1,,,,,,,
5,32,3204,1,346,216,1,1,,,,,,
5,32,3204,1,346,217,2,,60,5,,700,3,0
5,32,3204,1,346,218,1,1,,,,,,
5,32,3204,1,346,219,1,6,,,,,,
5,32,3204,1,346,220,1,5,,,,,,
5,32,3204,1,346,221,1,6,,,,,,
5,32,3204,1,346,222,2,,60,5,,700,3,0
5,32,3206,2,276,201,2,,1,1,,,,
5,32,3206,2,276,202,2,,1,1,,,,
5,32,3206,2,276,203,2,,1,1,,,,
5,32,3206,2,276,204,2,,1,1,,,,
5,32,3206,2,276,205,2,,3,5,,200,,
5,32,3206,2,276,206,2,,56,5,,700,3,0
5,32,3206,2,276,207,2,,3,5,,200,0,20
5,32,3206,2,276,208,2,,65,5,,700,3,0
5,32,3206,2,276,209,2,,3,5,,200,0,20
5,32,3206,2,276,210,2,,56,5,,700,3,0
5,32,3206,2,276,211,2,,56,5,,700,3,0
5,32,3206,2,276,212,2,,3,5,,200,0,20
5,32,3206,2,276,213,2,,3,5,,200,0,20
5,32,3206,2,276,214,2,,3,5,,200,0,20
5,32,3206,2,276,215,2,,56,5,,700,3,0
5,32,3206,2,276,216,2,,3,5,,200,,
5,32,3206,2,276,217,2,,3,5,,200,,
5,32,3206,2,276,218,2,,3,5,,200,,
5,32,3206,2,276,219,2,,3,5,,200,,
5,32,3206,2,276,220,2,,56,5,,700,,
5,32,3206,2,276,221,1,6,,,,,,
5,32,3206,2,276,222,2,,56,5,,700,,
5,32,3207,2,1464,201,2,,3,7,,500,0,45
5,32,3207,2,1464,202,2,,3,7,,500,0,45
5,32,3207,2,1464,203,2,,3,7,,500,0,45
5,32,3207,2,1464,204,2,,3,7,,500,0,50
5,32,3207,2,1464,205,2,,3,7,,500,0,50
5,32,3207,2,1464,206,2,,3,7,,500,0,50
5,32,3207,2,1464,207,2,,3,7,,500,0,50
5,32,3207,2,1464,208,2,,3,7,,500,0,50
5,32,3207,2,1464,209,2,,3,7,,500,0,50
5,32,3207,2,1464,210,2,,15,7,,1500,2,0
5,32,3207,2,1464,211,2,,,,,,,
5,32,3207,2,1464,212,2,,3,7,,500,0,40
5,32,3207,2,1464,213,2,,3,7,,500,0,40
5,32,3207,2,1464,214,2,,3,7,,500,0,40
5,32,3207,2,1464,215,2,,3,7,,500,0,40
5,32,3207,2,1464,216,2,,3,7,,500,0,45
5,32,3207,2,1464,217,2,,3,7,,500,0,45
5,32,3207,2,1464,218,2,,3,7,,500,0,45
5,32,3207,2,1464,219,2,,3,7,,500,0,45
5,32,3207,2,1464,220,2,,4,6,,200,0,30
5,32,3207,2,1464,221,1,8,,,,,,
5,32,3207,2,1464,222,2,,15,7,,1500,2,0
5,32,3209,1,1208,201,1,,,,,,,
5,32,3209,1,1208,202,1,,,,,,,
5,32,3209,1,1208,203,1,,,,,,,
5,32,3209,1,1208,204,1,,,,,,,
5,32,3209,1,1208,205,2,,3,4,,100,0,20
5,32,3209,1,1208,206,2,,3,4,,100,0,20
5,32,3209,1,1208,207,2,,3,4,,100,0,20
5,32,3209,1,1208,208,1,8,,,,,,
5,32,3209,1,1208,209,1,8,,,,,,
5,32,3209,1,1208,210,2,,3,4,,100,0,20
5,32,3209,1,1208,211,2,,3,4,,100,0,20
5,32,3209,1,1208,212,2,,1.5,4,,70,0,12
5,32,3209,1,1208,213,2,,3,4,,100,0,20
5,32,3209,1,1208,214,2,,1.5,4,,70,0,10
5,32,3209,1,1208,215,1,8,,,,,,
5,32,3209,1,1208,216,2,,0.5,1,,,,
5,32,3209,1,1208,217,1,8,,,,,,
5,32,3209,1,1208,218,2,,3,4,,100,0,20
5,32,3209,1,1208,219,1,8,,,,,,
5,32,3209,1,1208,220,1,8,,,,,,
5,32,3209,1,1208,221,1,8,,,,,,
5,32,3209,1,1208,222,2,,25,4,,250,1,45
5,32,3210,2,1692,201,1,,,,,,,
5,32,3210,2,1692,202,1,,,,,,,
5,32,3210,2,1692,203,1,,,,,,,
5,32,3210,2,1692,204,1,8,,,,,,
5,32,3210,2,1692,205,2,,4,,,100,0,5
5,32,3210,2,1692,206,2,,4,,,100,0,5
5,32,3210,2,1692,207,2,,4,,,100,0,5
5,32,3210,2,1692,208,2,,2,4,,100,0,5
5,32,3210,2,1692,209,1,8,,,,,,
5,32,3210,2,1692,210,2,,2,4,,100,0,5
5,32,3210,2,1692,211,2,,2,4,,100,0,5
5,32,3210,2,1692,212,1,,,,,,,
5,32,3210,2,1692,213,2,,2,4,,100,0,5
5,32,3210,2,1692,214,2,,6,5,,100,0,5
5,32,3210,2,1692,215,2,,6,5,,100,0,5
5,32,3210,2,1692,216,2,,4,4,,100,0,10
5,32,3210,2,1692,217,2,,4,4,,100,0,10
5,32,3210,2,1692,218,2,,8,4,,150,0,15
5,32,3210,2,1692,219,1,4,,,,,,
5,32,3210,2,1692,220,1,8,,,,,,
5,32,3210,2,1692,221,1,8,,,,,,
5,32,3210,2,1692,222,2,,30,5,,300,2,30
5,32,3212,2,314,201,1,,,,,,,
5,32,3212,2,314,202,1,,,,,,,
5,32,3212,2,314,203,1,,,,,,,
5,32,3212,2,314,204,1,8,,,,,,
5,32,3212,2,314,205,2,,10,4,,100,0,12
5,32,3212,2,314,206,2,,8,4,,70,0,10
5,32,3212,2,314,207,2,,8,4,,70,0,10
5,32,3212,2,314,208,2,,8,4,,70,0,10
5,32,3212,2,314,209,2,,8,4,,70,0,10
5,32,3212,2,314,210,2,,8,4,,70,0,10
5,32,3212,2,314,211,2,,20,4,,250,0,10
5,32,3212,2,314,212,1,,,,,,,
5,32,3212,2,314,213,1,,,,,,,
5,32,3212,2,314,214,2,,4,4,,50,0,5
5,32,3212,2,314,215,2,,5,4,,70,0,5
5,32,3212,2,314,216,2,,20,4,,250,0,30
5,32,3212,2,314,217,2,,70,4,,370,1,0
5,32,3212,2,314,218,2,,2,4,,70,0,7
5,32,3212,2,314,219,1,8,,,,,,
5,32,3212,2,314,220,1,8,,,,,,
5,32,3212,2,314,221,1,8,,,,,,
5,32,3212,2,314,222,2,,100,4,,500,2,0
5,32,3213,2,128,216,1,8,,,,,,
5,32,3213,2,128,217,2,,40,5,,500,1,20
5,32,3213,2,128,218,1,8,,,,,,
5,32,3213,2,128,219,1,8,,,,,,
5,32,3213,2,128,220,1,8,,,,,,
5,32,3213,2,128,221,1,8,,,,,,
5,32,3213,2,128,222,2,,56,5,,500,1,30
5,32,3215,1,1896,201,1,,,,,,,
5,32,3215,1,1896,202,1,,,,,,,
5,32,3215,1,1896,203,1,,,,,,,
5,32,3215,1,1896,204,1,2,,,,,,
5,32,3215,1,1896,205,2,,,,,,,
5,32,3215,1,1896,206,2,,,,,,,
5,32,3215,1,1896,207,1,6,,,,,,
5,32,3215,1,1896,208,2,,,,,,,
5,32,3215,1,1896,209,2,,,,,,,
5,32,3215,1,1896,210,2,,,,,,,
5,32,3215,1,1896,211,1,6,,,,,,
5,32,3215,1,1896,212,2,,4,5,,100,0,20
5,32,3215,1,1896,213,2,,8,5,,200,0,30
5,32,3215,1,1896,214,1,8,,,,,,
5,32,3215,1,1896,215,1,8,,,,,,
5,32,3215,1,1896,216,2,,,,,,,
5,32,3215,1,1896,217,2,,,,,,,
5,32,3215,1,1896,218,2,,,,,,,
5,32,3215,1,1896,219,1,8,,,,,,
5,32,3215,1,1896,220,2,,,,,,,
5,32,3215,1,1896,221,1,6,,,,,,
5,32,3215,1,1896,222,2,,,,,,,
5,32,3215,1,2978,201,1,,,,,,,
5,32,3215,1,2978,202,1,,,,,,,
5,32,3215,1,2978,203,1,,,,,,,
5,32,3215,1,2978,204,1,8,,,,,,
5,32,3215,1,2978,205,2,,18,6,,200,0,50
5,32,3215,1,2978,206,1,8,,,,,,
5,32,3215,1,2978,207,1,8,,,,,,
5,32,3215,1,2978,208,1,8,,,,,,
5,32,3215,1,2978,209,1,8,,,,,,
5,32,3215,1,2978,210,1,8,,,,,,
5,32,3215,1,2978,211,1,8,,,,,,
5,32,3215,1,2978,212,1,,,,,,,
5,32,3215,1,2978,213,2,,4,5,,120,0,30
5,32,3215,1,2978,214,2,,2,4,,50,0,10
5,32,3215,1,2978,215,1,8,,,,,,
5,32,3215,1,2978,216,1,8,,,,,,
5,32,3215,1,2978,217,2,,12,5,,150,0,30
5,32,3215,1,2978,218,1,8,,,,,,
5,32,3215,1,2978,219,1,8,,,,,,
5,32,3215,1,2978,220,1,8,,,,,,
5,32,3215,1,2978,221,1,8,,,,,,
5,32,3215,1,2978,222,2,,15,5,,200,0,45
5,32,3215,1,4712,201,1,,,,,,,
5,32,3215,1,4712,202,1,,,,,,,
5,32,3215,1,4712,203,1,,,,,,,
5,32,3215,1,4712,204,1,2,,,,,,
5,32,3215,1,4712,205,2,,3,5,,100,0,20
5,32,3215,1,4712,206,1,1,,,,,,
5,32,3215,1,4712,207,1,1,,,,,,
5,32,3215,1,4712,208,1,6,,,,,,
5,32,3215,1,4712,209,1,1,,,,,,
5,32,3215,1,4712,210,1,6,,,,,,
5,32,3215,1,4712,211,2,,5,5,,150,0,30
5,32,3215,1,4712,212,1,1,,,,,,
5,32,3215,1,4712,213,2,,7,5,,150,0,40
5,32,3215,1,4712,215,1,8,,,,,,
5,32,3215,1,4712,216,1,1,,,,,,
5,32,3215,1,4712,217,2,,2,4,,50,0,20
5,32,3215,1,4712,218,2,,2,4,,50,0,20
5,32,3215,1,4712,219,1,8,,,,,,
5,32,3215,1,4712,220,2,,2,4,,50,0,20
5,32,3215,1,4712,221,1,6,,,,,,
5,32,3215,1,4712,222,2,,8,,,,,
5,32,3216,2,1184,201,2,,5,4,,100,0,20
5,32,3216,2,1184,202,1,,,,,,,
5,32,3216,2,1184,203,1,,,,,,,
5,32,3216,2,1184,204,1,,,,,,,
5,32,3216,2,1184,205,2,,7,1,,,,
5,32,3216,2,1184,206,2,,7,5,,200,0,30
5,32,3216,2,1184,207,2,,7,5,,200,0,30
5,32,3216,2,1184,208,2,,7,5,,200,0,30
5,32,3216,2,1184,209,2,,7,5,,200,0,30
5,32,3216,2,1184,210,2,,7,5,,200,0,30
5,32,3216,2,1184,211,2,,7,5,,200,0,30
5,32,3216,2,1184,212,2,,7,5,,200,0,30
5,32,3216,2,1184,213,2,,7,5,,200,0,30
5,32,3216,2,1184,214,2,,7,5,,200,0,30
5,32,3216,2,1184,215,2,,7,5,,200,0,30
5,32,3216,2,1184,216,2,,7,5,,200,0,30
5,32,3216,2,1184,217,2,,7,5,,200,0,30
5,32,3216,2,1184,218,2,,7,5,,200,0,30
5,32,3216,2,1184,219,1,6,,,,,,
5,32,3216,2,1184,220,2,,7,5,,200,0,30
5,32,3216,2,1184,221,1,6,,,,,,
5,32,3216,2,1184,222,2,,60,5,,700,2,0
5,32,3218,2,296,201,2,,0.300000011920929,4,,50,0,30
5,32,3218,2,296,202,1,,,,,,,
5,32,3218,2,296,203,2,,0.100000001490116,1,,,,
5,32,3218,2,296,204,2,,0.100000001490116,1,,,,
5,32,3218,2,296,205,2,,2,4,,100,0,10
5,32,3218,2,296,206,2,,2,4,,100,0,10
5,32,3218,2,296,207,2,,2,4,,100,0,10
5,32,3218,2,296,208,2,,2,4,,100,0,10
5,32,3218,2,296,209,2,,2,4,,100,0,10
5,32,3218,2,296,210,2,,15,7,,500,1,20
5,32,3218,2,296,211,2,,15,7,,500,1,20
5,32,3218,2,296,212,2,,1,4,,100,0,10
5,32,3218,2,296,213,2,,1,4,,100,0,10
5,32,3218,2,296,214,2,,1,4,,100,0,10
5,32,3218,2,296,215,2,,1,4,,100,0,10
5,32,3218,2,296,216,2,,4,4,,100,0,12
5,32,3218,2,296,217,2,,4,4,,100,0,12
5,32,3218,2,296,218,2,,4,4,,100,0,10
5,32,3218,2,296,219,2,,4,4,,100,0,10
5,32,3218,2,296,220,1,8,,,,,,
5,32,3218,2,296,221,2,,0.5,1,,,,
5,32,3218,2,296,222,2,,15,4,,500,1,20
5,32,3221,2,132,201,1,,,,,,,
5,32,3221,2,132,202,1,,,,,,,
5,32,3221,2,132,203,1,,,,,,,
5,32,3221,2,132,204,1,8,,,,,,
5,32,3221,2,132,205,2,,65,5,,500,2,30
5,32,3221,2,132,206,2,,65,5,,500,2,30
5,32,3221,2,132,207,1,8,,,,,,
5,32,3221,2,132,208,1,8,,,,,,
5,32,3221,2,132,209,1,8,,,,,,
5,32,3221,2,132,210,2,,65,5,,500,2,30
5,32,3221,2,132,211,2,,65,5,,500,2,30
5,32,3221,2,132,212,1,,,,,,,
5,32,3221,2,132,213,1,,,,,,,
5,32,3221,2,132,214,1,8,,,,,,
5,32,3221,2,132,215,1,8,,,,,,
5,32,3221,2,132,216,2,,30,5,,250,1,15
5,32,3221,2,132,217,2,,30,5,,250,1,15
5,32,3221,2,132,218,2,,23,5,,100,0,45
5,32,3221,2,132,219,1,8,,,,,,
5,32,3221,2,132,220,1,8,,,,,,
5,32,3221,2,132,221,1,8,,,,,,
5,32,3221,2,132,222,2,,65,5,,500,2,30
5,32,3222,1,1624,201,1,,,,,,,
5,32,3222,1,1624,202,1,,,,,,,
5,32,3222,1,1624,203,2,,2,4,,50,,
5,32,3222,1,1624,204,2,,2,4,,50,0,20
5,32,3222,1,1624,205,2,,2,4,,50,0,20
5,32,3222,1,1624,206,1,1,,,,,,
5,32,3222,1,1624,207,1,1,,,,,,
5,32,3222,1,1624,208,1,1,,,,,,
5,32,3222,1,1624,209,1,1,,,,,,
5,32,3222,1,1624,210,2,,5,5,,100,0,30
5,32,3222,1,1624,211,2,,4,5,,100,0,30
5,32,3222,1,1624,212,2,,2,4,,50,0,20
5,32,3222,1,1624,213,1,,,,,,,
5,32,3222,1,1624,214,1,8,,,,,,
5,32,3222,1,1624,215,1,6,,,,,,
5,32,3222,1,1624,216,2,,2,6,,50,0,5
5,32,3222,1,1624,217,2,,3,6,,100,0,10
5,32,3222,1,1624,218,1,8,,,,,,
5,32,3222,1,1624,219,1,8,,,,,,
5,32,3222,1,1624,220,1,5,,,,,,
5,32,3222,1,1624,221,1,6,,,,,,
5,32,3222,1,1624,222,2,,2,6,,100,0,10
5,32,3222,1,2780,201,1,,,,,,,
5,32,3222,1,2780,202,1,,,,,,,
5,32,3222,1,2780,203,1,,,,,,,
5,32,3222,1,2780,204,1,1,,,,,,
5,32,3222,1,2780,205,2,,2,5,,200,0,40
5,32,3222,1,2780,206,1,8,,,,,,
5,32,3222,1,2780,207,1,8,,,,,,
5,32,3222,1,2780,208,1,6,,,,,,
5,32,3222,1,2780,209,1,1,,,,,,
5,32,3222,1,2780,210,1,6,,,,,,
5,32,3222,1,2780,211,2,,4,4,,150,0,30
5,32,3222,1,2780,212,2,,2,4,,100,0,20
5,32,3222,1,2780,213,2,,7,5,,150,0,30
5,32,3222,1,2780,214,1,8,,,,,,
5,32,3222,1,2780,215,1,8,,,,,,
5,32,3222,1,2780,216,2,,3,4,,100,0,20
5,32,3222,1,2780,217,2,,3,4,,100,0,20
5,32,3222,1,2780,218,1,1,,,,,,
5,32,3222,1,2780,219,1,8,,,,,,
5,32,3222,1,2780,220,2,,4,5,,100,0,30
5,32,3222,1,2780,221,1,6,,,,,,
5,32,3222,1,2780,222,2,,10,5,,200,0,45
