"zone","state","sector","lga","ea","serial_no","c1q2","c1q3","c1q4a","c1q4b","c1q4c","c1q5","c1q6"
5,12,2,1216,618,4,1,31,11,,,21,16
5,12,2,1216,618,5,1,70,3,,,21,16
5,12,2,1216,618,6,2,41,3,,,21,0
6,13,1,1301,1206,1,1,75,1,,,50,13
6,13,1,1301,1206,2,1,70,11,,"MEMBER",25,26
6,13,1,1301,1206,3,2,27,8,,,21,41
6,13,1,1301,1206,4,1,56,8,,,20,16
6,13,1,1301,1206,5,1,79,3,,,60,16
6,13,1,1301,1206,6,1,46,5,,,19,42
6,13,1,1301,1206,7,2,25,8,,,15,26
6,13,1,1301,1206,8,1,50,11,,"CIVIL SEVANT",13,42
6,13,1,1301,1206,9,2,34,7,,,10,41
6,13,1,1303,626,1,1,75,1,,,70,0
6,13,1,1303,626,2,2,36,8,,,12,23
6,13,1,1303,626,3,1,70,9,,,50,42
6,13,1,1303,626,4,1,29,11,,"YOUTH LEADER",13,42
6,13,1,1303,626,5,2,52,8,,,52,0
6,13,1,1303,626,6,1,65,3,,,65,16
6,13,1,1303,626,7,1,32,11,,"MEMBER",25,26
6,13,1,1303,626,8,1,40,9,,,10,41
6,13,1,1303,626,9,2,72,8,,,70,0
6,13,2,1305,10,1,1,88,1,,,40,0
6,13,2,1305,10,2,1,70,11,,"MEMBER",60,0
6,13,2,1305,10,3,1,70,3,,,65,0
6,13,2,1305,10,4,2,35,2,,,20,16
6,13,2,1305,10,5,1,70,11,,"MEMBER",65,0
6,13,2,1305,10,6,2,42,8,,,30,26
6,13,2,1305,10,7,2,65,3,,,60,0
6,13,2,1305,10,8,2,67,8,,,62,16
6,13,2,1305,10,9,2,60,8,,,55,0
6,13,1,1305,1232,1,1,65,1,,,50,41
6,13,1,1305,1232,2,1,62,11,,"SECRETARY",55,16
6,13,1,1305,1232,3,2,62,8,3,,58,0
6,13,1,1305,1232,4,1,45,11,,"TOURISM OFFICER",30,26
6,13,1,1305,1232,5,1,26,11,,"YOUTH LEADER",15,41
6,13,1,1305,1232,6,2,65,8,,,55,0
6,13,1,1305,1232,7,2,60,8,,,58,0
6,13,1,1305,1232,8,1,68,11,,"MEMBER",68,11
6,13,1,1307,268,1,1,90,1,,,90,0
6,13,1,1307,268,2,1,57,3,,,50,42
6,13,1,1307,268,3,1,42,11,,"LOCAL GOVT WORKER",30,42
6,13,1,1307,268,4,1,65,4,,,40,42
6,13,1,1307,268,5,1,62,7,,,50,34
6,13,1,1307,268,6,1,53,11,,"MEMBER",41,26
6,13,1,1307,268,7,2,52,8,,,25,26
6,13,1,1307,268,8,1,43,11,,"YOUTH LEADER",35,23
6,13,1,1307,268,9,2,30,8,,,15,
6,13,2,1309,674,1,1,59,1,,,58,13
6,13,2,1309,674,2,1,58,3,,,35,16
6,13,2,1309,674,3,1,32,11,,"YOUTH LEADER",15,34
6,13,2,1309,674,4,1,30,11,,"MEMBER",10,16
6,13,2,1309,674,5,2,24,11,,"MEMBER",10,34
6,13,2,1309,674,6,1,49,3,,,30,26
6,13,2,1309,674,7,2,47,2,8,,30,16
6,13,2,1309,674,8,1,45,3,,,15,16
6,13,2,1309,674,9,1,45,11,,"MEMBER",20,16
6,13,1,1310,1300,1,1,76,1,,,71,42
6,13,1,1310,1300,2,1,70,3,,,35,16
6,13,1,1310,1300,3,1,78,11,,"MEMBER",78,0
6,13,1,1310,1300,4,2,38,8,,,35,26
6,13,1,1310,1300,5,1,61,11,,"MEMBER",61,0
6,13,1,1310,1300,6,1,78,3,,,78,0
6,13,1,1314,6,1,1,66,1,,,66,0
6,13,1,1314,6,2,2,41,8,,,30,34
6,13,1,1314,6,3,2,60,2,,,55,16
6,13,1,1314,6,4,1,66,3,,,25,34
6,13,1,1314,6,5,1,53,11,,"MEMBER",20,16
6,13,1,1314,6,6,1,57,11,,"TREASURER",30,26
4,14,2,1401,1116,1,1,65,1,,,60,16
4,14,2,1401,1116,2,2,42,2,,,40,0
4,14,2,1401,1116,3,1,52,8,,,52,26
4,14,2,1401,1116,4,1,75,3,,,75,0
4,14,2,1401,1116,5,1,75,3,,,75,0
4,14,2,1401,1116,6,1,22,8,,,15,26
4,14,2,1401,1116,7,1,50,3,,,30,0
4,14,2,1401,1116,8,1,60,3,,,60,0
4,14,2,1401,1116,9,2,27,5,,,20,26
4,14,1,1403,34,1,1,38,1,,,15,43
4,14,1,1403,34,2,2,70,7,,,10,41
4,14,1,1403,34,3,1,34,3,8,,8,42
4,14,1,1403,34,4,2,83,8,,,23,16
4,14,1,1403,34,5,1,36,8,,,9,43
4,14,1,1403,34,6,2,32,8,,,9,42
4,14,1,1404,96,1,1,70,1,,,43,16
4,14,1,1404,96,2,1,35,3,,,35,16
4,14,1,1404,96,3,2,55,8,,,15,16
4,14,1,1404,96,4,1,53,8,,,15,26
4,14,1,1404,96,5,2,32,8,,,2,34
4,14,1,1404,96,6,1,48,3,,,20,26
4,14,1,1404,96,7,2,27,8,,,3,26
4,14,1,1404,96,8,1,60,3,,,5,14
4,14,1,1404,96,9,1,27,8,,,2,41
4,14,2,1406,694,1,1,85,1,,,85,0
4,14,2,1406,694,2,2,75,2,,,75,0
4,14,2,1406,694,3,1,45,3,,,40,16
4,14,2,1406,694,4,2,32,3,,,21,16
4,14,2,1406,694,5,1,56,3,,,26,16
4,14,2,1406,694,6,2,80,3,,,80,0
4,14,2,1406,694,7,1,60,3,,,60,0
4,14,2,1406,694,8,1,59,3,,,50,16
4,14,2,1407,68,1,1,50,1,,,50,14
4,14,2,1407,68,2,1,52,3,,,52,14
4,14,2,1407,68,3,1,30,3,,,30,26
4,14,2,1407,68,4,1,30,3,,,30,26
4,14,2,1407,68,5,1,40,3,,,40,26
4,14,2,1407,68,6,1,55,5,,,55,34
4,14,2,1407,68,7,1,35,5,,,35,42
4,14,2,1407,68,8,2,35,5,,,35,26
4,14,2,1407,68,9,1,20,3,,,20,26
4,14,2,1408,968,1,1,41,2,,,41,0
4,14,2,1408,968,2,2,38,2,,,30,0
4,14,2,1408,968,3,1,38,3,,,38,16
4,14,2,1408,968,4,1,58,3,,,53,16
4,14,2,1408,968,5,2,45,3,,,40,16
4,14,2,1408,968,6,2,42,3,,,42,15
4,14,2,1408,1996,1,1,78,1,,,60,0
4,14,2,1408,1996,2,1,70,2,,,50,0
4,14,2,1408,1996,3,1,66,3,,,20,42
4,14,2,1408,1996,4,1,62,3,,,22,42
4,14,2,1408,1996,5,1,25,3,,,25,26
4,14,2,1410,236,1,1,65,1,,,65,16
4,14,2,1410,236,2,1,60,3,,,60,16
4,14,2,1410,236,3,2,41,8,,,41,16
4,14,2,1410,236,4,2,30,8,,,16,26
4,14,2,1410,236,5,2,59,8,,,59,0
4,14,2,1410,236,6,1,50,3,,,50,16
4,14,2,1411,1066,1,1,88,1,,,88,0
4,14,2,1411,1066,2,2,80,2,,,80,0
4,14,2,1411,1066,3,1,64,3,,,54,0
4,14,2,1411,1066,4,2,53,3,,,53,12
4,14,2,1411,1066,5,1,88,3,,,88,0
4,14,2,1411,1066,6,1,88,3,,,88,0
4,14,2,1411,1066,7,2,53,8,,,50,16
4,14,2,1413,670,1,1,82,1,,,82,0
4,14,2,1413,670,2,1,54,3,,,54,16
4,14,2,1413,670,3,2,45,9,,,45,16
4,14,2,1413,670,4,1,24,3,,,15,16
4,14,2,1413,670,5,2,70,8,,,70,0
4,14,2,1413,670,6,1,59,3,,,50,16
4,14,2,1413,670,7,1,70,3,,,70,16
4,14,2,1413,670,8,2,30,8,,,21,26
4,14,1,1413,2578,1,1,34,1,,,34,21
4,14,1,1413,2578,2,2,53,3,,,53,0
4,14,1,1413,2578,3,1,40,3,,,40,26
4,14,1,1413,2578,4,2,28,8,,,28,26
4,14,1,1413,2578,5,1,59,8,,,59,0
4,14,1,1413,2578,6,2,42,8,,,31,0
4,14,2,1415,156,1,1,57,1,,,50,16
4,14,2,1415,156,2,2,48,2,,,48,16
4,14,2,1415,156,3,1,28,8,,,15,26
4,14,2,1415,156,4,2,40,8,,,40,26
4,14,2,1415,156,5,2,17,3,,,10,25
4,14,2,1415,156,6,1,26,8,,,18,26
4,14,2,1415,156,7,1,33,8,,,30,16
4,14,2,1415,952,1,1,52,1,,,52,16
4,14,2,1415,952,2,2,48,2,,,48,16
4,14,2,1415,952,3,1,58,3,,,58,41
4,14,2,1415,952,4,2,39,5,,,39,34
4,14,2,1415,952,5,2,30,8,,,20,25
4,14,2,1415,952,6,1,52,3,,,35,16
4,14,2,1415,952,7,2,39,8,,,30,16
4,14,2,1416,2314,1,1,83,1,,,83,0
4,14,2,1416,2314,2,2,49,2,,,40,0
4,14,2,1416,2314,3,1,51,3,,,50,16
4,14,2,1416,2314,4,1,66,11,,,66,13
4,14,2,1416,2314,5,2,55,8,,,55,16
4,14,2,1416,2314,6,1,19,3,,,12,26
2,15,2,1502,590,1,1,85,1,,,85,0
2,15,2,1502,590,2,1,48,4,,,48,42
2,15,2,1502,590,3,1,40,3,,,40,51
2,15,2,1502,590,4,1,75,8,,,75,0
2,15,2,1502,590,5,1,54,9,,,54,51
2,15,2,1502,590,6,1,35,8,,,35,31
2,15,2,1503,634,1,1,51,1,,,51,23
2,15,2,1503,634,2,1,51,8,,,51,16
2,15,2,1503,634,3,1,70,3,,,70,0
2,15,2,1503,634,4,1,65,3,,,65,16
2,15,2,1503,634,5,1,46,8,,,46,0
2,15,2,1503,634,6,1,73,11,,"ARMY RETIRED",73,28
2,15,1,1506,148,1,1,41,1,,,41,41
2,15,1,1506,148,2,1,65,3,,,65,51
2,15,1,1506,148,3,1,48,3,,,48,51
2,15,1,1506,148,4,1,28,3,,,28,41
2,15,1,1506,148,5,1,65,9,,,65,51
2,15,1,1506,148,6,1,40,8,,,40,51
2,15,1,1506,148,7,1,37,3,,,37,26
2,15,1,1506,398,1,1,78,1,,,29,51
2,15,1,1506,398,2,1,50,8,,,18,51
2,15,1,1506,398,3,1,63,9,,,13,16
2,15,1,1506,398,4,1,55,8,,,29,31
2,15,1,1506,398,5,1,20,11,,,4,26
2,15,1,1506,398,6,1,51,8,,,16,16
2,15,1,1506,398,7,1,55,7,,,25,41
2,15,2,1507,458,1,1,49,1,,,49,34
2,15,2,1507,458,2,1,71,3,,,71,42
2,15,2,1507,458,3,1,41,9,,,41,41
2,15,2,1507,458,4,1,50,3,,,50,34
2,15,2,1507,458,5,1,40,8,,,40,26
2,15,2,1507,458,6,1,75,3,,,75,41
2,15,2,1508,1682,1,1,67,1,,,67,51
2,15,2,1508,1682,2,1,38,8,,,38,51
2,15,2,1508,1682,3,1,48,8,,,48,26
2,15,2,1508,1682,4,1,70,3,,,70,0
2,15,2,1508,1682,5,1,58,3,,,58,16
2,15,2,1508,1682,6,1,53,5,,,53,51
2,15,2,1508,1682,7,1,56,3,,,56,25
2,15,2,1510,616,1,1,55,1,,,55,42
2,15,2,1510,616,2,1,58,8,,,58,16
2,15,2,1510,616,3,1,43,3,,,43,16
2,15,2,1510,616,4,1,40,3,,,40,34
2,15,2,1510,616,5,1,53,3,,,53,26
2,15,2,1510,616,6,1,67,9,,,67,51
2,15,2,1510,616,7,1,35,9,,,35,16
2,15,2,1511,1938,1,1,69,1,,,69,28
2,15,2,1511,1938,2,1,40,3,,,40,41
2,15,2,1511,1938,3,1,45,7,,,45,26
2,15,2,1511,1938,4,1,52,3,,,52,51
2,15,2,1511,1938,5,1,61,3,,,61,51
2,15,2,1511,1938,6,1,70,3,,,70,51
2,15,2,1511,1938,7,1,41,5,,,41,51
4,16,2,1601,954,1,1,81,1,,,23,16
4,16,2,1601,954,2,1,72,11,,"EX WARD LEADER",8,16
4,16,2,1601,954,3,1,40,11,,"WARD LEADER",26,23
4,16,2,1601,954,4,2,61,11,,"WOMEN LEADER",30,26
4,16,2,1601,954,5,1,42,11,,"YOUTH LEADER",42,26
4,16,2,1602,1576,1,1,72,1,,,48,41
4,16,2,1602,1576,2,1,83,3,,,55,16
4,16,2,1602,1576,3,1,72,3,,,43,13
4,16,2,1602,1576,4,2,55,9,,,29,15
4,16,2,1602,1576,5,1,43,,11,"YOUTH LEADER",17,23
4,16,2,1602,1576,6,2,50,,11,"WOMAN LEADER",18,16
4,16,2,1603,158,1,1,60,1,,,45,16
4,16,2,1603,158,2,1,35,11,,"V. CHAIRMAN",35,26
4,16,2,1603,158,3,1,58,11,,"SECRETARY",58,34
4,16,2,1603,158,4,2,35,11,,"WOMAN LEADER",25,26
4,16,2,1603,158,5,1,38,11,,"YOUTH LEADER",38,26
4,16,2,1605,180,1,1,62,1,,,60,16
4,16,2,1605,180,2,1,47,11,,"VICE CHAIRMAN",47,16
4,16,2,1605,180,3,1,60,11,,"MEMBER",60,14
4,16,2,1605,180,4,2,53,11,,"WOMEN LEADER",20,25
4,16,2,1605,180,5,1,32,11,,"YOUTH LEADER",32,26
4,16,2,1606,590,1,1,72,,11,"TRADITIONAL RULER",72,34
4,16,2,1606,590,2,1,90,,11,"RETIRED CIVIL SERVANT",90,16
4,16,2,1606,590,3,2,62,2,,,37,16
4,16,2,1606,590,4,1,68,,11,"MEMBER",68,12
4,16,2,1606,590,5,1,39,,11,"YOUTH LEADER",39,26
4,16,2,1606,590,6,2,60,,11,"CHAIRLADY",37,16
4,16,2,1606,590,7,1,58,1,,,58,16
4,16,2,1606,590,8,1,60,,11,"CHAIRMAN",60,16
4,16,2,1608,1104,1,1,77,1,,,77,13
4,16,2,1608,1104,2,2,58,,11,"MEMBER",21,16
4,16,2,1608,1104,3,2,70,,11,"CHAIRLADY",40,0
4,16,2,1608,1104,4,1,30,,11,"YOUTH LEADER",30,16
4,16,2,1608,1104,5,1,30,,11,"SECRETARY",30,26
4,16,2,1609,738,1,1,62,1,,,62,41
4,16,2,1609,738,2,1,47,3,,,47,16
4,16,2,1609,738,3,1,65,4,,,65,34
4,16,2,1609,738,4,2,54,2,,,37,13
4,16,2,1609,738,5,2,54,,11,"CHAIRLADY",37,16
4,16,2,1609,738,6,1,58,,11,"CHAIRMAN",47,16
4,16,2,1609,738,7,1,47,,11,"CHAIRMAN PTA",35,16
4,16,2,1610,1006,1,1,58,1,,,58,16
4,16,2,1610,1006,2,2,46,2,,,27,23
4,16,2,1610,1006,3,1,45,,11,"CHAIRMAN",45,16
4,16,2,1610,1006,4,2,56,,11,"CHAIRLADY",29,16
4,16,2,1610,1006,5,1,58,,11,"SECRETARY",58,16
4,16,2,1610,1006,6,1,60,,11,"PATRON",60,16
4,16,2,1612,108,1,1,71,1,,,71,41
4,16,2,1612,108,2,1,73,11,,"NZE",73,41
4,16,2,1612,108,3,1,72,11,,"SECRETARY",72,41
4,16,2,1612,108,4,1,27,11,,"YOUTH",27,26
4,16,2,1612,108,5,2,70,11,,"WOMAN LEADER",50,0
4,16,2,1612,108,6,2,60,11,,"V WOMAN LEADER",40,16
4,16,2,1612,108,7,1,71,11,,"NZE",70,15
4,16,2,1612,108,8,1,50,11,,"FIN SECRETARY",50,26
4,16,2,1612,108,9,1,80,11,,"COUNCIL OF ELDER",52,41
4,16,2,1612,414,1,1,61,1,,,10,26
4,16,2,1612,414,2,2,59,2,,,10,26
4,16,2,1612,414,3,1,69,3,,,69,16
4,16,2,1612,414,4,2,70,,7,,40,42
4,16,2,1612,414,5,1,70,,11,"SPORT COUNCEL RETIRED",50,41
4,16,2,1612,414,6,2,56,,11,"CIVIL SERVANT",30,34
4,16,2,1612,414,7,1,62,,11,"WELFARE CHAIRMAN",30,26
4,16,2,1613,440,1,1,40,1,,,40,15
4,16,2,1613,440,2,1,40,11,,"SECRETARY",40,14
4,16,2,1613,440,3,1,42,11,,"FIN SECRETARY",42,16
4,16,2,1613,440,4,2,65,11,,"WOMEN LEADER",45,0
4,16,2,1613,440,5,1,35,11,,"YOUTH LEADER",35,26
4,16,2,1613,440,6,1,56,11,,"MEMBER",56,0
4,16,2,1613,440,7,1,42,11,,"MEMBER",42,16
4,16,2,1616,296,1,1,50,1,,,50,15
4,16,2,1616,296,2,1,63,11,,"SECRETRY",63,42
4,16,2,1616,296,3,1,59,11,,"SECRETRY",59,42
4,16,2,1616,296,4,1,59,11,,"MEMBER",59,16
4,16,2,1616,296,5,1,60,11,,"MEMBER",60,16
4,16,2,1616,296,6,2,75,11,,"WOMEN LEADER",55,16
4,16,2,1616,296,7,1,32,11,,"YOUTH LEADER",32,25
4,16,2,1618,1060,1,1,65,1,,,65,16
4,16,2,1618,1060,2,1,39,11,,"YOUTH LEADER",39,34
4,16,2,1618,1060,3,1,70,11,,"VICE CHAIRMAN",70,26
4,16,2,1618,1060,4,1,55,11,,"FINANCIAL SECRETERY",55,16
4,16,2,1618,1060,5,2,58,11,,"WOMAN LEADER",25,16
4,16,2,1620,106,1,1,53,1,,,53,16
4,16,2,1620,106,2,1,37,11,,"SECRETERY",37,26
4,16,2,1620,106,3,1,68,11,,"TREASURER",60,16
4,16,2,1620,106,4,1,64,11,,"MEMBER",60,16
4,16,2,1620,106,5,1,32,11,,"YOUTH LEADER",32,26
4,16,2,1620,106,6,2,48,11,,"WOMAN LEADER",28,26
4,16,2,1622,18,1,1,61,,11,"PRESIDENT GENERAL",61,42
4,16,2,1622,18,2,1,50,1,,,50,41
4,16,2,1622,18,3,2,37,2,,,15,26
4,16,2,1622,18,4,2,40,,11,"WOMAN PRESIDENT GENERAL",19,26
4,16,2,1622,18,5,1,52,,11,"COORDINATOR",45,14
4,16,2,1622,18,6,2,34,,11,"WOMAN LEADER",20,26
4,16,2,1622,18,7,1,33,,11,"YOUTH LEADER",33,26
4,16,2,1622,18,8,1,59,,11,"SECRETARY PRESIDENT GENER",59,26
4,16,1,1624,136,1,1,70,1,,,70,16
4,16,1,1624,136,2,2,60,2,,,40,13
4,16,1,1624,136,3,1,60,,11,"SECURITY",60,16
4,16,1,1624,136,4,1,60,3,,,40,42
4,16,1,1624,136,5,1,45,,11,"SECRETARY",45,34
4,16,1,1624,136,6,2,72,9,,,54,14
4,16,1,1624,136,7,1,40,,11,"VIGILANTE CO-ORDONATOR",40,16
4,16,1,1624,286,1,1,55,1,,,55,42
4,16,1,1624,286,2,2,38,2,,,9,34
4,16,1,1624,286,3,2,48,,11,"CHAIRLADY",25,16
4,16,1,1624,286,4,1,38,,11,"SECRETARY",38,26
4,16,1,1624,286,5,1,35,,11,"YOUTH LEADER",35,23
4,16,2,1625,1210,1,1,71,1,,,71,41
4,16,2,1625,1210,2,1,30,11,,"YOUTH LEADER",30,26
4,16,2,1625,1210,3,1,48,11,,"MEMBER",48,25
4,16,2,1625,1210,4,1,55,11,,"MEMBER",55,26
4,16,2,1625,1210,5,1,50,11,,"SECRETARY",50,26
4,16,2,1625,1210,6,2,36,11,,"WOMEN LEADER",36,26
4,16,2,1626,1546,1,1,74,1,,,74,41
4,16,2,1626,1546,2,2,58,2,,,30,16
4,16,2,1626,1546,3,1,54,,11,"SECRETARY",54,42
4,16,2,1626,1546,4,2,53,,11,"WOMAN LEADER",28,26
4,16,2,1626,1546,5,1,35,,11,"YOUTH LEADER",35,42
4,16,2,1626,1546,6,1,50,,11,"VICE CHAIRMAN",48,41
3,17,2,1702,510,1,1,47,1,1,,47,34
3,17,2,1702,510,2,1,35,8,8,,35,16
3,17,2,1702,510,3,1,36,8,8,,36,26
3,17,2,1702,510,4,1,25,8,8,,25,16
3,17,2,1702,510,5,1,37,6,6,,37,16
3,17,2,1702,510,6,1,40,11,11,"BARBER",40,16
3,17,2,1702,510,7,1,42,9,9,,42,51
3,17,2,1702,510,8,1,33,5,5,,33,26
3,17,2,1702,510,9,1,35,9,9,,35,51
3,17,2,1704,1080,1,1,45,3,3,,45,16
3,17,2,1704,1080,2,1,45,1,1,,45,16
3,17,2,1704,1080,3,1,65,9,9,,40,51
3,17,2,1704,1080,4,1,28,11,11,"YOUTH",26,16
3,17,2,1704,1080,5,1,65,9,9,,50,51
3,17,1,1704,2074,1,1,50,1,1,,50,51
3,17,1,1704,2074,2,1,37,8,8,,37,34
3,17,1,1704,2074,3,1,75,9,9,,75,51
3,17,1,1704,2074,4,1,40,8,8,,40,26
3,17,1,1704,2074,5,1,52,8,8,,25,26
3,17,2,1706,284,1,1,37,8,8,,37,51
3,17,2,1706,284,2,1,60,1,1,,60,51
3,17,2,1706,284,3,1,40,8,8,,40,51
3,17,2,1706,284,4,1,70,11,11,"ELDER",70,51
3,17,2,1706,284,5,1,30,11,11,"YOUTH",30,51
3,17,2,1710,546,1,1,38,3,3,,38,23
3,17,2,1710,546,2,1,40,6,6,,12,51
3,17,2,1710,546,3,1,50,6,6,,35,51
3,17,2,1710,546,4,1,35,6,6,,20,16
3,17,2,1710,546,5,1,35,6,6,,20,51
3,17,2,1712,794,1,1,50,1,,,45,16
3,17,2,1712,794,2,1,70,8,,,47,51
3,17,2,1712,794,3,1,60,6,,,47,51
3,17,2,1712,794,4,1,35,6,,,35,16
3,17,2,1712,794,5,1,90,9,,,50,51
3,17,2,1712,794,6,1,70,11,,,47,51
3,17,2,1712,794,7,1,40,11,,,40,51
3,17,2,1712,794,8,1,87,11,,,47,51
3,17,2,1712,794,9,1,60,9,,,47,51
3,17,1,1713,226,1,1,41,5,5,,20,34
3,17,1,1713,226,2,1,29,5,5,,29,42
3,17,1,1713,226,3,1,35,6,6,,25,16
3,17,1,1713,226,4,1,40,7,7,,40,41
3,17,1,1713,226,5,1,43,5,5,,12,41
3,17,1,1713,226,6,1,60,1,1,,60,51
3,17,1,1713,226,7,1,43,11,11,"CIVIL SERVANT",43,41
3,17,2,1715,2244,1,1,44,5,5,,44,34
3,17,2,1715,2244,2,1,32,3,3,,32,34
3,17,2,1715,2244,3,1,35,8,8,,35,26
3,17,2,1715,2244,4,1,40,8,8,,40,26
3,17,2,1715,2244,5,1,40,6,6,,40,51
3,17,2,1715,2244,6,1,45,8,8,,45,16
3,17,2,1715,2244,7,1,70,1,1,,70,51
3,17,2,1716,1452,1,1,60,1,1,,60,51
3,17,2,1716,1452,2,1,45,6,6,,45,16
3,17,2,1716,1452,3,1,44,9,9,,44,51
3,17,2,1716,1452,4,1,30,3,3,,30,51
3,17,2,1716,1452,5,1,25,11,11,"STUDENT",25,34
3,17,2,1716,1452,6,1,30,8,8,,30,51
3,17,2,1716,1452,7,1,30,6,6,,30,16
3,17,2,1716,1452,8,1,35,6,6,,35,16
3,17,2,1719,1354,1,1,60,1,1,,60,51
3,17,2,1719,1354,2,1,35,4,4,,35,26
3,17,2,1719,1354,3,1,36,11,11,"SECURITY PERSONNEL",36,51
3,17,2,1719,1354,4,1,40,8,8,,40,51
3,17,2,1719,1354,5,1,31,6,6,,31,16
3,17,2,1719,1354,6,1,35,6,6,,35,16
3,17,2,1719,1354,7,1,30,6,6,,30,51
3,17,2,1719,1354,8,1,40,6,6,,40,16
3,17,2,1719,1354,9,1,55,8,8,,55,51
3,17,2,1722,96,1,1,43,4,4,,43,34
3,17,2,1722,96,2,1,44,11,11,"SCHOOL COMMITTEE",44,51
3,17,2,1722,96,3,1,35,5,5,,35,34
3,17,2,1722,96,4,1,38,8,8,,38,15
3,17,2,1722,96,5,1,38,8,8,,38,32
3,17,2,1724,786,1,1,70,1,,,70,51
3,17,2,1724,786,2,1,55,6,,,55,16
3,17,2,1724,786,3,1,60,9,,,60,51
3,17,2,1724,786,4,1,50,9,,,50,51
3,17,2,1724,786,5,1,45,8,,,45,51
3,17,2,1727,634,1,1,50,1,1,,50,51
3,17,2,1727,634,2,1,30,5,5,,30,34
3,17,2,1727,634,3,1,35,8,8,,35,51
3,17,2,1727,634,4,1,30,8,8,,30,51
3,17,2,1727,634,5,1,40,9,9,,40,51
3,17,2,1727,634,6,2,40,11,11,"SCHOOL COMMITTEE MEMBER",40,51
3,18,2,1803,840,1,1,57,1,,,45,51
3,18,2,1803,840,2,1,55,8,,,55,51
3,18,2,1803,840,3,1,51,6,,,51,41
3,18,2,1803,840,4,1,42,8,,,20,25
3,18,2,1803,840,5,1,40,8,,,36,51
3,18,2,1803,840,6,1,23,8,,,23,26
3,18,2,1805,534,1,1,67,1,1,,67,0
3,18,2,1805,534,2,1,74,11,11,"COMMUNITY MEMBER",74,0
3,18,2,1805,534,3,1,42,11,11,"COMMUNITY MEMBER",21,0
3,18,2,1805,534,4,1,26,11,11,"COMMUNITY MEMBER",26,52
3,18,2,1805,534,5,1,24,,,,24,52
3,18,2,1805,534,6,1,28,,,,28,52
3,18,2,1808,1726,1,1,48,1,,,48,16
3,18,2,1808,1726,2,1,42,3,,,42,16
3,18,2,1808,1726,3,1,27,8,,,27,34
3,18,2,1808,1726,4,1,56,3,,,10,26
3,18,2,1808,1726,5,1,48,8,,,48,0
3,18,2,1808,1726,6,1,39,8,,,39,16
3,18,1,1809,1272,1,1,83,1,,,83,52
3,18,1,1809,1272,2,1,62,8,,,16,0
3,18,1,1809,1272,3,1,43,8,,,26,26
3,18,1,1809,1272,4,1,26,7,,,3,41
3,18,1,1809,1272,5,1,52,8,,,15,51
3,18,1,1809,1272,6,1,65,8,,,45,51
3,18,1,1809,1272,7,1,38,8,,,4,51
3,18,2,1811,364,1,1,63,1,,,63,0
3,18,2,1811,364,2,1,31,3,,,31,26
3,18,2,1811,364,3,1,42,3,,,42,0
3,18,2,1811,364,4,1,31,9,,,1,26
3,18,2,1811,364,5,1,36,5,,,36,0
3,18,2,1811,364,6,1,57,11,,"(COMMUNITY MEMBER)",57,0
3,18,2,1811,364,7,1,33,11,,"(COMMUNITY MEMBER)",33,26
3,18,2,1814,678,1,1,55,1,,,55,51
3,18,2,1814,678,2,1,40,8,,,40,16
3,18,2,1814,678,3,1,38,8,,,12,16
3,18,2,1814,678,4,1,60,8,,,34,0
3,18,2,1814,678,5,1,46,8,,,22,0
3,18,2,1814,678,6,1,43,8,,,13,0
3,18,2,1814,678,7,1,31,8,,,24,0
3,18,1,1816,378,1,1,66,1,,,66,51
3,18,1,1816,378,2,1,21,3,,,21,25
3,18,1,1816,378,3,1,35,8,,,13,51
3,18,1,1816,378,4,1,48,9,,,24,51
3,18,1,1816,378,5,1,43,8,,,6,51
3,18,1,1816,378,6,1,32,8,,,26,26
3,18,2,1817,370,1,1,79,1,,,79,0
3,18,2,1817,370,2,1,45,8,,,30,16
3,18,2,1817,370,3,1,42,9,,,42,26
3,18,2,1817,370,4,1,40,8,,,40,51
3,18,2,1817,370,5,1,48,8,,,48,51
3,18,2,1817,370,6,1,45,8,,,45,16
3,18,2,1817,370,7,1,36,8,,,36,16
3,18,2,1820,450,1,1,76,1,,,76,0
3,18,2,1820,450,2,1,82,3,,,82,0
3,18,2,1820,450,3,1,74,8,,,74,0
3,18,2,1820,450,4,1,38,8,,,38,26
3,18,2,1820,450,5,1,43,8,,,43,16
3,18,2,1820,450,6,1,53,8,,,53,0
3,18,2,1822,1654,1,1,55,1,,,55,28
3,18,2,1822,1654,2,1,48,3,,,48,26
3,18,2,1822,1654,3,1,47,8,,,47,51
3,18,2,1822,1654,4,1,36,8,,,36,16
3,18,2,1822,1654,5,1,37,8,,,37,51
3,18,2,1822,1654,6,1,54,8,,,54,0
3,18,2,1822,1654,7,1,57,8,,,57,51
3,18,1,1823,1822,1,1,45,1,,,45,51
3,18,1,1823,1822,2,1,52,9,,,52,51
3,18,1,1823,1822,3,1,36,3,,,36,26
3,18,1,1823,1822,4,1,47,8,,,47,51
3,18,1,1823,1822,5,1,51,9,,,51,51
3,18,1,1823,1822,6,1,48,9,,,48,51
3,18,1,1823,1822,7,1,39,9,,,39,31
3,19,2,1901,640,1,1,44,1,,,44,51
3,19,2,1901,640,2,2,30,2,,,30,0
3,19,2,1901,640,3,1,51,9,,,51,51
3,19,2,1901,640,4,1,46,5,,,46,26
3,19,2,1901,640,5,2,31,8,,,31,16
3,19,2,1902,52,1,1,51,1,,,51,51
