"zone","state","sector","lga","ea","serial_no","c1q2","c1q3","c1q4a","c1q4b","c1q4c","c1q5","c1q6"
6,24,1,2405,134,7,1,83,11,,"RELIGIOUS LEADER",40,16
6,24,1,2405,134,8,1,64,11,,"CDA CHAIRMAN",30,43
6,24,1,2405,134,9,2,62,11,,"PROMINENT WOMAN LEADER",28,26
6,24,2,2407,396,1,1,60,1,11,"BAALE",5,16
6,24,2,2407,396,2,1,62,1,,,35,33
6,24,2,2407,396,3,1,63,11,,"CDA CHAIRMAN",5,16
6,24,2,2407,396,4,1,46,11,,"CHIEF",25,16
6,24,2,2407,396,5,1,60,11,,"CHIEF",30,16
6,24,2,2407,396,6,2,56,11,,"IYA ALAAJE",23,16
6,24,2,2407,396,7,1,72,11,,"BABA IJO",67,16
6,24,2,2407,396,8,1,73,11,,"ABOORE (SPIRITUALIST)",60,16
6,24,2,2407,396,9,1,36,11,,"YOUTH LEADER",20,16
6,24,1,2408,2074,1,1,45,11,,"EX CHAIRMAN",7,42
6,24,1,2408,2074,2,1,53,1,,"CHAIRMAN",5,43
6,24,1,2408,2074,3,2,36,3,,,6,41
6,24,1,2408,2074,4,1,56,9,,,7,51
6,24,1,2408,2074,5,1,57,8,,,6,26
6,24,1,2411,788,1,1,77,1,,,42,42
6,24,1,2411,788,2,1,54,11,,"SECRETARY",14,41
6,24,1,2411,788,3,1,42,11,,"CHIEF SECURITY",5,42
6,24,1,2411,788,4,1,70,11,,"PROMINENT MEMBER",25,41
6,24,1,2411,788,5,2,55,11,,"PROMINENT MEMBER",10,41
6,24,1,2412,2798,1,1,81,11,,"MEMBER",51,16
6,24,1,2412,2798,2,2,70,8,,,22,0
6,24,1,2412,2798,3,2,56,8,,,15,33
6,24,1,2412,2798,4,2,54,4,,,5,43
6,24,1,2412,2798,5,1,54,7,,,7,16
6,24,1,2412,2798,6,2,58,5,,,2,43
6,24,1,2413,306,1,1,73,1,,,25,26
6,24,1,2413,306,2,2,64,8,,,39,26
6,24,1,2413,306,3,1,53,8,,,52,26
6,24,1,2413,306,4,1,44,9,,,44,26
6,24,1,2413,306,5,2,65,7,,,65,26
6,24,1,2413,306,6,2,72,8,,,39,33
6,24,1,2415,696,1,1,56,1,,,36,43
6,24,1,2415,696,2,2,45,8,,,26,26
6,24,1,2415,696,3,1,53,3,,,35,26
6,24,1,2415,696,4,1,73,8,,,42,33
6,24,1,2415,696,5,1,56,9,,,42,33
6,24,1,2417,112,1,1,76,1,11,"OBA",37,33
6,24,1,2417,112,2,2,40,11,,"CHAIRMAN IBA LCDA",40,42
6,24,1,2417,112,3,1,90,11,,"ELDER",57,0
6,24,1,2417,112,4,1,70,11,,"CDA MEMBER",61,0
6,24,1,2417,112,5,1,73,11,,"ELDER",71,0
6,24,1,2417,112,6,1,60,11,,"CDA MEMBER",60,16
6,24,1,2417,112,7,1,55,11,,"OLOGBIN OF IBA",55,16
6,24,1,2417,924,1,1,71,11,,,31,43
6,24,1,2417,924,2,1,66,8,,,30,26
6,24,1,2417,924,3,1,81,1,,,32,16
6,24,1,2417,924,4,1,60,9,,,35,26
6,24,1,2417,924,5,1,63,11,,"MEMBER",15,33
6,24,1,2418,1770,1,2,53,8,,,28,16
6,24,1,2418,1770,2,1,58,1,,,30,16
6,24,1,2418,1770,3,1,63,3,,,35,41
6,24,1,2418,1770,4,1,42,11,,"MEMBER",40,26
6,24,1,2418,1770,5,1,36,8,,,10,26
6,24,1,2418,1770,6,1,34,11,,"MEMBER",30,26
6,24,1,2419,330,1,1,76,1,,,75,26
6,24,1,2419,330,2,1,46,3,,,46,26
6,24,1,2419,330,3,1,50,9,,,49,42
6,24,1,2419,330,4,2,55,8,,,30,26
6,24,1,2419,330,5,1,55,8,,,21,16
6,24,1,2419,330,6,1,70,11,,"BAALE SON",70,41
6,24,1,2420,402,1,1,95,1,11,"CHAIRMAN",36,0
6,24,1,2420,402,2,1,85,11,,"VICE CHAIRMAN",36,26
6,24,1,2420,402,3,2,62,11,,"PROMINENT MEMBER",21,26
6,24,1,2420,402,4,1,35,11,,"YOUTH LEADER",21,41
6,24,1,2420,402,5,1,34,11,,"YOUTH SECRETARY",20,42
6,24,1,2420,402,6,1,71,11,,"PROM. MEMBER CDA",20,33
6,24,1,2420,402,7,1,44,11,,"PROMINENT MEMBER CDA",30,41
6,24,1,2420,402,8,1,38,11,,"YOUTH ASSOC. TREASURER",20,26
1,25,2,2502,728,1,1,53,1,,,21,51
1,25,2,2502,728,2,1,33,11,,"YOUTH LEADER",14,51
1,25,2,2502,728,3,1,35,6,,,19,51
1,25,2,2502,728,4,1,42,8,,,16,51
1,25,2,2502,728,5,1,55,9,,,20,51
1,25,2,2504,222,1,1,46,1,,,31,41
1,25,2,2504,222,2,1,43,11,,"FARMER",40,26
1,25,2,2504,222,3,2,37,8,,,30,26
1,25,2,2504,222,4,1,51,11,,"CIVIL SERVANT",40,41
1,25,2,2504,222,5,2,43,11,,"CIVIL SERVANT",11,41
1,25,2,2507,814,1,1,66,1,,,60,0
1,25,2,2507,814,2,2,46,2,,,45,0
1,25,2,2507,814,3,1,26,8,,,26,26
1,25,2,2507,814,4,1,45,4,,,10,34
1,25,2,2507,814,5,1,46,5,,,12,34
1,25,1,2508,2788,1,1,71,1,,,14,1
1,25,1,2508,2788,2,1,41,9,,,16,41
1,25,1,2508,2788,3,1,71,8,,,14,1
1,25,1,2508,2788,4,1,56,11,,"RETIREED POLICE",15,16
1,25,2,2509,248,1,1,42,1,,,40,16
1,25,2,2509,248,2,1,36,3,,,35,31
1,25,2,2509,248,3,1,41,11,,"FARMER",41,0
1,25,2,2509,248,4,1,45,11,,"FARMER",42,0
1,25,2,2509,248,5,1,26,8,,,6,0
1,25,2,2511,1424,1,1,56,1,,,56,41
1,25,2,2511,1424,2,1,40,8,,,15,26
1,25,2,2511,1424,3,1,59,7,,,20,41
1,25,2,2511,1424,4,1,50,8,,,32,26
1,25,2,2513,128,1,1,42,1,,,42,34
1,25,2,2513,128,2,1,38,11,,"MADAKI",38,26
1,25,2,2513,128,3,1,62,7,,,62,41
1,25,2,2513,128,4,1,48,11,,"YOUTH LEADER",48,26
1,25,2,2513,128,5,2,56,11,,"WOMAN LEADER",56,16
1,26,2,2601,822,1,1,70,1,,,70,0
1,26,2,2601,822,2,1,68,9,,,68,51
1,26,2,2601,822,3,1,50,11,,"FARMER",50,51
1,26,2,2601,822,4,1,50,5,,,50,34
1,26,2,2601,822,5,1,41,5,,,41,26
1,26,2,2601,822,6,1,45,7,,,45,51
1,26,2,2601,822,7,2,35,8,,,35,16
1,26,1,2603,658,1,1,42,8,,,42,26
1,26,1,2603,658,2,1,52,4,,,52,31
1,26,1,2603,658,3,1,48,11,,"YOUTH LEADER",48,26
1,26,1,2603,658,4,1,36,5,,,36,31
1,26,1,2603,658,5,1,50,5,,,50,32
1,26,1,2603,658,6,1,45,11,,"CIVIL SERVANT",45,41
1,26,1,2603,658,7,1,38,5,,,38,41
1,26,1,2603,1786,1,1,36,11,,,36,26
1,26,1,2603,1786,2,1,64,9,,,64,51
1,26,1,2603,1786,3,1,50,11,,"YOUTH LEADER",50,26
1,26,1,2603,1786,4,2,40,11,,"WOMEN LEADER",24,26
1,26,1,2603,1786,5,1,30,5,,,3,34
1,26,1,2603,1786,6,1,40,8,,,40,26
1,26,1,2603,1786,7,1,42,8,,,42,26
1,26,2,2605,594,1,1,60,1,,,60,0
1,26,2,2605,594,2,1,40,8,,,40,16
1,26,2,2605,594,3,2,52,2,,,36,16
1,26,1,2606,516,1,1,43,1,,,10,42
1,26,1,2606,516,2,1,36,10,,,6,41
1,26,1,2606,516,3,1,42,11,,"CIVIL SERVANT",4,41
1,26,1,2606,516,4,2,32,7,,,4,41
1,26,1,2606,516,5,2,30,8,,,5,26
1,26,2,2608,820,1,1,73,1,,,73,16
1,26,2,2608,820,2,1,30,8,,,30,41
1,26,2,2608,820,3,1,65,8,,,65,0
1,26,2,2608,820,4,2,65,8,,,65,41
1,26,2,2608,820,5,1,45,7,,,45,41
1,26,2,2608,820,6,1,40,7,,,40,41
1,26,2,2608,820,7,1,50,7,,,50,41
1,26,2,2611,424,1,1,61,1,,,40,61
1,26,2,2611,424,2,1,45,11,,"YOUTH LEADER",36,26
1,26,2,2611,424,3,1,59,9,,,59,51
1,26,2,2611,424,4,1,40,8,,,40,16
1,26,2,2611,424,5,2,36,8,,,36,26
1,26,2,2611,424,6,1,35,5,,,35,26
1,26,2,2613,1462,1,1,46,3,,,46,51
1,26,2,2613,1462,2,1,70,5,,,70,34
1,26,2,2613,1462,3,2,52,8,,,52,51
1,26,2,2613,1462,4,1,40,5,,,40,51
1,26,2,2613,1462,5,1,55,8,,,55,51
1,26,2,2613,1462,6,2,36,8,,,36,51
1,26,2,2613,1462,7,1,58,8,,,58,51
1,26,2,2613,1462,8,1,60,8,,,60,51
1,26,2,2613,2248,1,1,70,1,,,70,51
1,26,2,2613,2248,2,1,65,8,,,65,51
1,26,2,2613,2248,3,1,31,8,,,31,51
1,26,2,2613,2248,4,2,40,11,,"WOMEN LEADER",40,0
1,26,2,2613,2248,5,1,40,5,,,40,51
1,26,2,2613,2248,6,1,29,8,,,29,51
1,26,2,2613,2248,7,1,60,3,,,60,51
1,26,2,2613,2248,8,1,36,8,,,36,0
1,26,2,2613,2248,9,1,43,11,,"CIVIL SERVANT",43,41
1,26,2,2615,2178,1,1,49,1,,,49,52
1,26,2,2615,2178,2,1,42,8,,,42,52
1,26,2,2615,2178,3,1,36,11,,"YOUTH LEADER",36,16
1,26,2,2615,2178,4,1,44,3,,,44,23
1,26,2,2615,2178,5,1,45,8,,,45,51
1,26,2,2615,2178,6,1,46,7,,,46,51
1,26,2,2615,2178,7,1,41,9,,,41,41
1,26,2,2615,2178,8,2,32,2,,,31,52
1,26,2,2615,2196,1,1,49,11,,"YOUTH LEADER",49,51
1,26,2,2615,2196,2,1,76,1,,,76,51
1,26,2,2615,2196,3,1,76,1,,,76,51
1,26,2,2615,2196,4,1,56,8,,,56,51
1,26,2,2615,2196,5,1,47,9,,,47,51
1,26,2,2615,2196,6,1,35,5,,,35,51
1,26,2,2615,2196,7,1,38,5,,,38,51
1,26,2,2616,254,1,1,60,9,,,60,51
1,26,2,2616,254,2,2,62,8,,,62,16
1,26,2,2616,254,3,1,45,8,,,45,0
1,26,2,2616,254,4,1,30,8,,,30,16
1,26,2,2616,254,5,1,50,1,,,50,0
1,26,2,2616,254,6,1,50,1,,,50,0
1,26,2,2616,254,7,1,46,4,,,46,0
1,26,2,2618,494,1,1,56,1,,,56,26
1,26,2,2618,494,2,1,50,11,,"YOUTH LEADER",50,26
1,26,2,2618,494,3,1,44,3,,,44,41
1,26,2,2618,494,4,1,46,8,,,46,26
1,26,2,2618,494,5,1,38,2,,,38,26
1,26,2,2618,494,6,1,48,5,,,48,34
1,26,2,2618,1276,1,1,65,1,,,65,52
1,26,2,2618,1276,2,1,50,1,,,50,52
1,26,2,2618,1276,3,1,45,11,,"YOUTH LEADER",45,52
1,26,2,2618,1276,4,2,35,5,,,35,34
1,26,2,2618,1276,5,1,45,9,,,45,0
1,26,2,2618,1276,6,1,46,8,,,46,0
1,26,2,2618,1276,7,2,28,2,,,28,0
1,26,2,2618,1276,8,1,35,3,,,25,26
1,26,2,2618,1276,9,1,56,3,,,56,16
1,26,2,2621,100,1,1,59,1,,,59,52
1,26,2,2621,100,2,1,40,8,,,40,0
1,26,2,2621,100,3,1,36,8,,,36,52
1,26,2,2621,100,4,1,43,9,,,43,52
1,26,2,2621,100,5,1,31,11,,"COMMUNITY MEMBER",31,52
1,26,2,2621,100,6,2,42,2,,,42,52
1,26,2,2621,100,7,1,49,11,,"YOUTH LEADER",49,52
1,26,1,2621,940,1,1,46,1,,,46,26
1,26,1,2621,940,2,1,52,9,,,52,51
1,26,1,2621,940,3,2,50,2,,,50,16
1,26,1,2621,940,4,1,40,4,,,40,34
1,26,1,2621,940,5,1,46,8,,,46,16
1,26,1,2621,940,6,1,42,5,,,42,34
1,26,2,2623,1688,1,1,47,1,,,44,51
1,26,2,2623,1688,2,1,47,5,,,47,51
1,26,2,2623,1688,3,1,37,8,,,37,16
1,26,2,2623,1688,4,1,72,8,,,35,26
1,26,2,2623,1688,5,1,49,8,,,30,16
1,26,2,2623,1688,6,1,38,1,,,38,41
1,26,2,2623,1688,7,2,42,8,,,28,26
1,26,2,2625,926,1,1,72,1,,,20,51
1,26,2,2625,926,2,1,70,9,,,20,51
1,26,2,2625,926,3,1,50,8,,,50,0
1,26,2,2625,926,4,1,26,8,,,26,0
1,26,2,2625,926,5,1,29,8,,,20,0
1,26,2,2625,926,6,2,50,8,,,48,0
6,27,1,2701,506,1,1,80,1,,,32,42
6,27,1,2701,506,2,2,73,2,,,32,26
6,27,1,2701,506,3,2,56,3,,,27,26
6,27,1,2701,506,4,1,56,11,,"MEMBER",10,28
6,27,1,2701,506,5,1,42,11,,"YOUTH LEADER",33,26
6,27,1,2701,506,6,1,39,11,,"MEMBER",6,26
6,27,1,2701,506,7,1,83,11,,"TREASURER",48,26
6,27,1,2701,506,8,2,93,11,,"MEMBER",49,16
6,27,1,2701,506,9,1,70,3,,,33,16
6,27,1,2703,1076,1,1,61,1,,,26,26
6,27,1,2703,1076,2,1,57,11,,"SECRETARY",29,26
6,27,1,2703,1076,3,2,48,11,,"WOMEN LEADER",21,16
6,27,1,2703,1076,4,1,44,11,,"ASSISTANT SECRETARY",22,32
6,27,1,2703,1076,5,1,66,11,,"TREASURER",28,41
6,27,1,2703,1076,6,1,73,11,,"EX. OFFICIO",33,16
6,27,1,2703,1076,7,1,69,3,,,15,33
6,27,1,2703,1076,8,1,48,11,,"VICE-CHAIRMAN",10,26
6,27,1,2703,1612,1,1,76,1,,,17,42
6,27,1,2703,1612,2,1,77,11,,,16,43
6,27,1,2703,1612,3,1,75,9,,,15,42
6,27,1,2703,1612,4,1,66,11,,"MEMBER",10,42
6,27,1,2703,1612,5,1,55,11,,"MEMBER",23,33
6,27,1,2703,1612,6,2,45,8,,,24,24
6,27,2,2704,204,1,1,68,1,,,18,33
6,27,2,2704,204,2,2,71,11,,"MEMBER",19,0
6,27,2,2704,204,3,2,36,11,,"TREASURER",35,26
6,27,2,2704,204,4,1,66,11,,"MEMBER",66,16
6,27,2,2704,204,5,1,78,11,,"OLUWO",78,0
6,27,2,2704,204,6,1,46,3,,,8,16
6,27,2,2704,204,7,1,76,8,,,76,0
6,27,1,2707,1410,1,1,61,1,,,22,41
6,27,1,2707,1410,2,1,64,8,,,14,16
6,27,1,2707,1410,3,1,66,11,,"SECRETARY",6,42
6,27,1,2707,1410,4,1,44,11,,"ASSISTANT SECRETARY",5,16
6,27,1,2707,1410,5,1,57,11,,"TREASURER",21,27
6,27,1,2707,1410,6,1,60,3,,,11,16
6,27,1,2707,2136,1,1,68,1,,,24,27
6,27,1,2707,2136,2,1,57,11,,"SECRETARY",23,32
6,27,1,2707,2136,3,2,51,2,,,11,41
6,27,1,2707,2136,4,1,56,11,,"PRO",22,23
6,27,1,2707,2136,5,2,57,8,,,16,26
6,27,1,2707,2136,6,1,61,11,,"TREASURER",24,26
6,27,1,2707,2136,7,1,58,11,,"VICE-CHAIRMAN",21,16
6,27,1,2707,2136,8,1,60,11,,"MEMBER",15,41
6,27,1,2707,2136,9,1,71,11,,"EX-OFFICIO",3,41
6,27,1,2709,1646,1,1,74,1,,,21,42
6,27,1,2709,1646,2,2,65,2,,,21,33
6,27,1,2709,1646,3,1,77,11,,"FINANCE COMMITEE",20,33
6,27,1,2709,1646,4,1,74,11,,"TREASURER",73,0
6,27,1,2709,1646,5,1,50,11,,"SECRETARY",13,26
6,27,1,2709,1646,6,1,43,11,,"P.R.O",41,26
6,27,1,2709,1646,7,1,52,11,,"FINANCE SECRETARY",11,26
6,27,1,2711,710,1,2,69,1,,,34,34
6,27,1,2711,710,2,1,45,11,,"SECRETARY",20,26
6,27,1,2711,710,3,1,80,11,,"TREASURER",55,27
6,27,1,2711,710,4,2,20,3,,,15,34
6,27,1,2711,710,5,2,70,3,,,20,34
6,27,1,2711,710,6,1,63,11,,"FINANCIAL SECRETARY",18,16
6,27,1,2711,710,7,2,50,11,,"MEMBER",15,0
6,27,1,2711,710,8,1,69,11,,"MEMBER",32,26
6,27,2,2712,110,1,1,101,1,,,101,0
6,27,2,2712,110,2,1,52,9,,,51,28
6,27,2,2712,110,3,2,90,9,,,90,0
6,27,2,2712,110,4,1,86,11,,"MEMBER",10,0
6,27,2,2712,110,5,1,58,11,,"MEMBER",57,26
6,27,2,2712,110,6,2,70,9,,,20,26
6,27,2,2712,110,7,2,45,9,,,15,16
6,27,2,2715,752,1,1,76,1,,,53,0
6,27,2,2715,752,2,2,52,2,,,21,0
6,27,2,2715,752,3,1,61,3,,,26,13
6,27,2,2715,752,4,1,54,11,,"MEMBER",30,0
6,27,2,2715,752,5,2,50,8,,,25,16
6,27,2,2715,752,6,1,77,1,,,30,41
6,27,2,2715,752,7,1,90,,,,,0
6,27,2,2715,752,8,1,60,11,,"TREASURER",32,28
6,27,2,2715,752,9,1,57,11,,"MEMBER",21,14
6,27,2,2719,100,1,1,83,1,,,42,0
6,27,2,2719,100,2,2,62,2,,,21,0
6,27,2,2719,100,3,1,64,3,,,27,16
6,27,2,2719,100,4,2,43,8,,,22,16
6,27,2,2719,100,5,1,63,11,,"MEMBER",24,16
6,27,2,2719,100,6,1,81,3,,,30,0
6,27,2,2719,100,7,2,58,8,,,30,0
6,28,2,2802,566,1,1,56,1,,,56,34
6,28,2,2802,566,2,1,68,9,,,68,34
6,28,2,2802,566,3,1,69,10,,,68,26
6,28,2,2802,566,4,1,40,11,,"FARMING",40,26
6,28,2,2802,566,5,1,56,11,,"DRIVER",56,13
6,28,2,2802,566,6,2,50,6,,,50,16
6,28,2,2802,566,7,2,50,8,,,50,33
6,28,2,2802,566,8,2,50,11,,,50,16
6,28,2,2802,566,9,2,52,5,,,52,42
6,28,1,2804,340,1,1,60,1,,,60,16
6,28,1,2804,340,2,1,80,2,,,80,0
6,28,1,2804,340,3,1,83,2,,,83,16
6,28,1,2804,340,4,1,75,11,,"FARMING",75,14
6,28,1,2804,340,5,2,65,11,,"FARMING",65,0
6,28,1,2804,340,6,2,50,8,,,50,0
6,28,1,2804,340,7,2,55,11,,"FARMING",55,0
6,28,1,2804,340,8,2,87,8,,,87,12
6,28,1,2806,164,1,1,60,1,,,13,33
6,28,1,2806,164,2,1,49,6,,,9,42
6,28,1,2806,164,3,1,60,3,,,15,33
6,28,1,2806,164,4,2,60,8,,,15,0
6,28,1,2806,164,5,2,40,8,,,15,23
6,28,1,2806,164,6,2,48,8,,,15,26
6,28,1,2806,164,7,2,34,8,,,8,26
6,28,1,2806,164,8,2,30,8,,,2,26
6,28,1,2806,164,9,1,32,7,,,7,41
6,28,1,2806,802,1,1,76,1,,,76,43
6,28,1,2806,802,2,2,46,2,,,4,41
6,28,1,2806,802,3,1,55,3,,,10,26
6,28,1,2806,802,4,2,55,3,,,7,0
6,28,1,2806,802,5,2,36,8,,,2,26
6,28,1,2806,802,6,2,33,11,,"TAILORING",4,26
6,28,1,2806,802,7,1,37,8,,,3,26
6,28,1,2806,802,8,1,28,3,,,4,43
6,28,1,2806,802,9,1,55,11,,"TAILORING",30,16
6,28,2,2807,1266,1,1,57,1,,,31,43
6,28,2,2807,1266,2,1,95,1,,,95,27
6,28,2,2807,1266,3,1,58,9,,,46,34
6,28,2,2807,1266,4,1,26,5,,,19,34
6,28,2,2807,1266,5,2,60,8,,,60,0
6,28,2,2807,1266,6,2,49,8,,,18,0
6,28,2,2807,1266,7,1,46,8,,,20,16
6,28,2,2807,1266,8,1,28,11,,"YOUTH LEADER",21,26
6,28,2,2810,2394,1,1,61,1,,,40,33
6,28,2,2810,2394,2,1,46,11,,"YOUTH LEADER",28,26
6,28,2,2810,2394,3,2,50,8,,,30,0
6,28,2,2810,2394,4,2,64,8,,,51,0
6,28,2,2810,2394,5,2,46,8,,,26,26
6,28,2,2810,2394,6,1,45,3,,,26,26
6,28,2,2810,2394,7,1,46,3,,,22,26
6,28,2,2810,2394,8,1,68,9,,,25,26
6,28,2,2810,2394,9,2,24,5,,,6,34
6,28,1,2810,3722,1,1,73,1,,,50,43
6,28,1,2810,3722,2,1,68,9,,,47,33
6,28,1,2810,3722,3,1,31,7,,,2,34
6,28,1,2810,3722,4,1,65,3,,,33,31
6,28,1,2810,3722,5,1,58,3,,,37,16
6,28,1,2810,3722,6,2,63,2,8,,35,16
6,28,1,2810,3722,7,1,28,11,,"YOUTH REP",28,23
6,28,1,2810,3722,8,2,42,8,,,26,16
6,28,1,2810,3722,9,2,61,8,,,32,0
6,28,2,2811,588,1,1,60,3,,,60,26
6,28,2,2811,588,2,1,50,6,,,30,0
6,28,2,2811,588,3,1,35,11,,"FARMER",20,26
6,28,2,2811,588,4,2,45,8,,,30,16
6,28,2,2811,588,5,1,30,11,,"FARMER",30,26
6,28,2,2811,588,6,2,35,8,,,15,23
6,28,2,2811,588,7,1,40,11,,"FARMER",12,26
6,28,2,2811,588,8,1,32,11,,"FARMER",6,26
6,28,2,2813,612,1,1,75,1,,,53,16
6,28,2,2813,612,2,1,69,3,,,53,16
6,28,2,2813,612,3,1,75,11,,"FARMING",52,0
6,28,2,2813,612,4,1,65,11,,"FARMING",53,0
6,28,2,2813,612,5,2,55,8,,,40,0
6,28,2,2813,612,6,2,55,8,,,33,0
6,28,2,2813,612,7,2,40,8,,,30,16
6,28,2,2813,612,8,1,70,11,,"FARMING",40,15
6,28,1,2814,1876,1,1,85,1,,,45,0
6,28,1,2814,1876,2,1,58,6,,,15,0
6,28,1,2814,1876,3,1,63,6,,,23,16
6,28,1,2814,1876,4,1,58,11,,"BRICKLAYING",9,14
6,28,1,2814,1876,5,2,50,8,,,20,15
6,28,1,2814,1876,6,2,41,6,,,12,23
6,28,2,2815,1164,1,1,71,1,,,71,34
6,28,2,2815,1164,2,1,70,3,,,60,13
6,28,2,2815,1164,3,1,74,11,,"FARMING",30,0
6,28,2,2815,1164,4,1,50,7,,,20,41
6,28,2,2815,1164,5,2,65,7,,,60,0
6,28,2,2815,1164,6,2,70,11,,"FARMING",70,0
6,28,2,2815,1164,7,2,65,8,,,12,0
6,28,2,2815,1164,8,1,30,8,,,30,26
6,28,2,2815,1164,9,1,45,8,,,45,26
6,28,1,2816,2302,1,1,70,1,,,50,16
6,28,1,2816,2302,2,1,50,6,,,40,0
6,28,1,2816,2302,3,1,70,6,,,35,0
6,28,1,2816,2302,4,1,60,6,,,7,15
6,28,1,2816,2302,5,1,61,11,,"TAILORING",30,16
6,28,1,2816,2302,6,2,40,8,,,40,26
6,28,1,2816,2302,7,2,42,11,,"TAILORING",16,23
6,28,1,2816,2302,8,2,52,8,,,30,13
6,28,2,2816,3944,1,1,58,1,,,58,42
6,28,2,2816,3944,2,1,55,3,,,55,16
6,28,2,2816,3944,3,1,54,11,,"FARMING",54,26
6,28,2,2816,3944,4,1,38,11,,"FARMING",38,26
6,28,2,2816,3944,5,1,60,11,,"FARMING",20,0
6,28,2,2816,3944,6,1,45,11,,"FARMING",45,26
6,28,2,2816,3944,7,2,45,8,,,18,26
6,28,2,2816,3944,8,2,46,8,,,20,26
6,29,1,2902,1028,1,1,55,5,,,38,42
6,29,1,2902,1028,2,1,45,8,,,22,26
6,29,1,2902,1028,3,1,32,8,,,32,26
6,29,1,2902,1028,4,1,42,8,,,25,26
6,29,1,2902,1028,5,2,37,8,,,37,26
6,29,1,2902,1028,6,1,30,11,,"YOUTH",15,16
6,29,1,2905,384,1,1,30,8,,,,41
6,29,1,2905,384,2,1,35,11,,"YOUTH",17,16
6,29,1,2905,384,3,1,27,8,,,10,26
6,29,1,2905,384,4,2,36,8,,,15,26
6,29,1,2905,384,5,2,45,8,,,30,16
6,29,1,2905,384,6,1,34,8,,,5,16
6,29,1,2905,384,7,1,42,8,,,30,25
6,29,1,2905,384,8,1,21,11,,"STUDENT",21,41
6,29,1,2905,1096,1,1,65,8,,,20,16
6,29,1,2905,1096,2,1,48,3,,,24,16
6,29,1,2905,1096,3,1,55,8,,,14,33
6,29,1,2905,1096,4,1,75,11,,,25,42
6,29,1,2905,1096,5,2,30,8,,,15,42
6,29,1,2905,1096,6,2,58,8,,,30,16
6,29,1,2905,1096,7,1,56,9,,,7,32
6,29,1,2905,1096,8,2,25,11,,,6,34
6,29,2,2909,220,1,1,65,1,,,22,16
6,29,2,2909,220,2,2,45,8,,,15,0
6,29,2,2909,220,3,2,48,2,,,35,16
6,29,2,2909,220,4,1,75,5,,,40,16
6,29,2,2909,220,5,1,30,11,,,30,34
6,29,2,2909,220,6,2,50,8,,,25,26
6,29,2,2909,220,7,1,55,8,,,30,16
6,29,2,2909,220,8,1,47,8,,,5,41
6,29,1,2910,350,1,1,76,1,,,26,16
6,29,1,2910,350,2,1,71,1,,,30,33
6,29,1,2910,350,3,1,70,1,,,32,33
6,29,1,2910,350,4,2,65,8,,,15,16
6,29,1,2910,350,5,1,34,11,,"YOUTH",34,41
6,29,1,2910,350,6,1,65,8,,,1,16
6,29,1,2910,350,7,2,59,9,,,38,13
6,29,1,2910,350,8,1,72,11,,"COMMUNITY TREASURER",18,34
6,29,1,2910,350,9,1,73,11,,"VICE CHAIRMAN",38,0
6,29,1,2911,746,1,1,55,1,,,10,43
6,29,1,2911,746,2,1,59,8,,,16,34
6,29,1,2911,746,3,1,66,9,,,31,16
6,29,1,2911,746,4,1,48,11,,"LAWYER",14,43
6,29,1,2911,746,5,2,52,8,,,31,16
6,29,1,2911,746,6,1,54,9,,,5,34
6,29,1,2911,746,7,2,44,9,,,5,16
6,29,2,2911,1870,1,1,76,1,,,46,25
6,29,2,2911,1870,2,1,88,11,,"FARMER",52,0
6,29,2,2911,1870,3,1,41,11,,"COMMUNITY MEMBER",41,26
6,29,2,2911,1870,4,1,74,11,,"COMMUNITY MEMBER",50,0
6,29,2,2911,1870,5,2,37,8,,,10,16
6,29,2,2911,1870,6,1,44,11,,"COMMUNITY MEMBER",3,26
6,29,2,2911,1870,7,2,35,8,,,12,14
6,29,2,2911,1870,8,1,35,11,,"YOUTH",25,26
6,29,1,2914,214,1,1,62,1,,,25,42
6,29,1,2914,214,2,2,50,2,,,15,42
6,29,1,2914,214,3,1,57,11,,,1,26
6,29,1,2914,214,4,1,45,3,,,5,32
6,29,1,2914,214,5,1,62,3,,,14,26
6,29,1,2914,214,6,1,82,11,,"FARMER",45,16
6,29,1,2914,214,7,2,58,8,,,40,0
6,29,1,2914,214,8,1,45,11,,,45,16
6,29,1,2918,952,1,1,66,1,,,31,0
6,29,1,2918,952,2,2,52,5,,,29,34
6,29,1,2918,952,3,1,67,8,,,31,26
6,29,1,2918,952,4,2,31,8,,,2,26
6,29,1,2918,952,5,1,63,11,,"RETIRED PRINCIPAL",21,43
6,29,1,2918,952,6,2,21,8,,,2,26
6,29,1,2920,506,1,1,56,9,,,8,16
6,29,1,2920,506,2,2,54,2,,,27,0
6,29,1,2920,506,3,1,63,9,,,6,16
6,29,1,2920,506,4,2,33,8,,,1,26
6,29,1,2920,506,5,1,77,11,,"COMMUNITY MEMBER",11,12
6,29,1,2920,1210,1,1,75,1,,,43,34
6,29,1,2920,1210,2,2,41,8,,,11,16
6,29,1,2920,1210,3,1,67,11,,"RETIRED CIVIL SERVANT",14,26
6,29,1,2920,1210,4,2,71,8,,,7,0
6,29,1,2920,1210,5,1,69,11,,"COMMUNITY MEMBER",33,16
6,29,1,2920,1210,6,2,66,8,,,7,16
6,29,1,2920,1210,7,2,64,7,,,40,41
6,29,1,2920,1210,8,2,30,8,,,10,26
6,29,2,2920,1628,1,1,49,1,,,49,26
