"zone","state","lga","sector","ea","group_cd","group_specify","c3q1","c3q2","c3q3","c3q3b","c3q4","c3q5","c3q6"
3,19,1941,2,518,307,,1,2,2,,100,0,80
3,19,1943,2,668,307,,1,3,3,,80,0,50
3,20,2001,2,1354,301,,1,3,2,,10,3,0
3,20,2001,2,1354,302,,1,5,2,,20,7,5
3,20,2001,2,1354,303,,2,,,,,,
3,20,2001,2,1354,304,,1,10,2,,15,5,10
3,20,2001,2,1354,305,,1,5,2,,10,20,5
3,20,2001,2,1354,306,,1,5,3,,20,4,20
3,20,2001,2,1354,307,,1,4,4,,20,10,10
3,20,2001,2,1354,308,,1,1,3,,30,10,15
3,20,2001,2,1354,309,,1,3,2,,15,3,7
3,20,2001,2,1354,310,,1,6,2,,13,3,5
3,20,2001,2,1354,311,,1,5,2,,15,8,5
3,20,2001,2,1354,312,,1,3,2,,15,10,10
3,20,2001,2,1354,313,,1,1,2,,20,0,20
3,20,2001,2,1354,314,,1,1,2,,11,4,0
3,20,2001,2,1354,315,,2,,,,,,
3,20,2003,2,784,301,,1,1,3,,20,3,5
3,20,2003,2,784,302,,1,1,4,,20,0,0
3,20,2003,2,784,304,,1,1,2,,30,0,
3,20,2003,2,784,306,,1,1,3,,30,0,10
3,20,2003,2,784,307,,1,3,2,,50,10,20
3,20,2003,2,784,309,,1,1,5,,10,0,0
3,20,2003,2,784,311,,1,1,4,,25,0,0
3,20,2003,2,784,313,,1,1,2,,35,0,25
3,20,2005,2,970,301,,1,1,5,,45,0,15
3,20,2005,2,970,302,,1,1,5,,30,0,0
3,20,2005,2,970,306,,1,1,3,,35,0,35
3,20,2005,2,970,307,,1,2,2,,48,10,19
3,20,2005,2,970,311,,1,1,4,,10,0,0
3,20,2005,2,970,313,,1,1,3,,10,0,10
3,20,2008,2,1474,301,,1,2,2,,10,2,2
3,20,2008,2,1474,302,,1,2,2,,10,2,2
3,20,2008,2,1474,303,,2,,,,,,
3,20,2008,2,1474,304,,1,4,2,,10,2,2
3,20,2008,2,1474,305,,2,,,,,,
3,20,2008,2,1474,306,,1,2,2,,10,2,3
3,20,2008,2,1474,307,,1,4,2,,10,2,3
3,20,2008,2,1474,308,,2,,,,,,
3,20,2008,2,1474,309,,2,,,,,,
3,20,2008,2,1474,310,,2,,,,,,
3,20,2008,2,1474,311,,2,,,,,,
3,20,2008,2,1474,312,,2,,,,,,
3,20,2008,2,1474,313,,2,,,,,,
3,20,2008,2,1474,314,,1,2,2,,10,2,4
3,20,2008,2,1474,315,,2,,,,,,
3,20,2009,2,240,301,,2,,,,,,
3,20,2009,2,240,302,,2,,,,,,
3,20,2009,2,240,303,,2,,,,,,
3,20,2009,2,240,304,,2,,,,,,
3,20,2009,2,240,305,,2,,,,,,
3,20,2009,2,240,306,,2,,,,,,
3,20,2009,2,240,307,,2,,,,,,
3,20,2009,2,240,308,,2,,,,,,
3,20,2009,2,240,309,,2,,,,,,
3,20,2009,2,240,310,,2,,,,,,
3,20,2009,2,240,311,,2,,,,,,
3,20,2009,2,240,312,,2,,,,,,
3,20,2009,2,240,313,,2,,,,,,
3,20,2009,2,240,314,,2,,,,,,
3,20,2009,2,240,315,,2,,,,,,
3,20,2012,1,844,301,,1,2,2,,10,4,6
3,20,2012,1,844,302,,1,4,2,,10,4,6
3,20,2012,1,844,303,,1,4,2,,10,8,8
3,20,2012,1,844,304,,1,4,2,,10,7,3
3,20,2012,1,844,305,,1,2,2,,10,4,6
3,20,2012,1,844,306,,1,4,2,,10,7,3
3,20,2012,1,844,307,,1,2,2,,16,10,5
3,20,2012,1,844,308,,1,2,2,,10,4,6
3,20,2012,1,844,309,,1,2,2,,15,10,5
3,20,2012,1,844,310,,1,2,2,,18,10,8
3,20,2012,1,844,311,,1,10,3,,20,12,8
3,20,2012,1,844,312,,1,2,2,,10,5,5
3,20,2012,1,844,313,,1,1,2,,20,12,8
3,20,2012,1,844,314,,1,3,2,,20,5,15
3,20,2012,1,844,315,,1,2,2,,10,4,6
3,20,2013,2,1232,301,,1,2,2,,10,2,2
3,20,2013,2,1232,302,,2,,,,,,
3,20,2013,2,1232,303,,2,,,,,,
3,20,2013,2,1232,304,,2,,,,,,
3,20,2013,2,1232,305,,2,,,,,,
3,20,2013,2,1232,306,,2,,,,,,
3,20,2013,2,1232,307,,1,2,2,,10,2,2
3,20,2013,2,1232,308,,2,,,,,,
3,20,2013,2,1232,309,,2,,,,,,
3,20,2013,2,1232,310,,2,,,,,,
3,20,2013,2,1232,311,,2,,,,,,
3,20,2013,2,1232,312,,2,,,,,,
3,20,2013,2,1232,313,,2,,,,,,
3,20,2013,2,1232,314,,2,,,,,,
3,20,2013,2,1232,315,,2,,,,,,
3,20,2015,2,1746,302,,1,1,4,,20,0,4
3,20,2015,2,1746,307,,1,1,3,,30,5,10
3,20,2018,2,1134,301,,1,1,5,,25,0,0
3,20,2018,2,1134,302,,1,1,3,,15,0,0
3,20,2018,2,1134,307,,1,1,3,,31,10,6
3,20,2018,2,1134,311,,1,,5,,14,0,2
3,20,2019,2,344,301,,1,2,2,,10,2,8
3,20,2019,2,344,302,,1,3,2,,10,2,8
3,20,2019,2,344,303,,2,,,,,,
3,20,2019,2,344,304,,1,1,2,,10,2,8
3,20,2019,2,344,305,,2,,,,,,
3,20,2019,2,344,306,,1,2,2,,10,0,10
3,20,2019,2,344,307,,1,2,2,,10,3,7
3,20,2019,2,344,308,,2,,,,,,
3,20,2019,2,344,309,,2,,,,,,
3,20,2019,2,344,310,,2,,,,,,
3,20,2019,2,344,311,,2,,,,,,
3,20,2019,2,344,312,,2,,,,,,
3,20,2019,2,344,313,,1,1,2,,10,0,10
3,20,2019,2,344,314,,2,,,,,,
3,20,2019,2,344,315,,2,,,,,,
3,20,2021,1,3300,301,,1,1,3,,200,20,50
3,20,2021,1,3300,302,,1,1,4,,30,0,7
3,20,2021,1,3300,303,,2,,,,,,
3,20,2021,1,3300,304,,2,,,,,,
3,20,2021,1,3300,305,,1,2,4,,70,70,30
3,20,2021,1,3300,306,,1,1,4,,100,10,20
3,20,2021,1,3300,307,,1,4,2,,80,30,25
3,20,2021,1,3300,308,,2,,,,,,
3,20,2021,1,3300,309,,1,1,3,,10,2,2
3,20,2021,1,3300,310,,2,,,,,,
3,20,2021,1,3300,311,,1,1,3,,20,2,0
3,20,2021,1,3300,312,,2,,,,,,
3,20,2021,1,3300,313,,1,1,2,,30,0,20
3,20,2021,1,3300,314,,2,,,,,,
3,20,2021,1,3300,315,,2,,,,,,
3,20,2022,2,1130,301,,1,1,4,,45,0,10
3,20,2022,2,1130,302,,1,1,4,,38,0,8
3,20,2022,2,1130,307,,1,1,2,,55,0,25
3,20,2025,2,760,301,,1,5,2,,6,2,2
3,20,2025,2,760,302,,1,10,3,,10,3,3
3,20,2025,2,760,303,,2,,,,,,
3,20,2025,2,760,304,,1,20,2,,40,10,8
3,20,2025,2,760,305,,1,8,3,,10,10,2
3,20,2025,2,760,306,,1,10,3,,10,3,2
3,20,2025,2,760,307,,1,15,3,,20,7,2
3,20,2025,2,760,308,,2,,,,,,
3,20,2025,2,760,309,,1,10,2,,30,10,3
3,20,2025,2,760,310,,1,12,2,,12,6,2
3,20,2025,2,760,311,,1,12,3,,40,10,10
3,20,2025,2,760,312,,2,,,,,,
3,20,2025,2,760,313,,1,10,2,,15,5,4
3,20,2025,2,760,314,,1,2,2,,10,2,
3,20,2025,2,760,315,,2,,,,,,
3,20,2025,2,1304,301,,1,4,2,,10,4,
3,20,2025,2,1304,302,,1,10,3,,10,3,
3,20,2025,2,1304,303,,1,20,3,,20,5,
3,20,2025,2,1304,304,,1,30,2,,20,10,
3,20,2025,2,1304,305,,1,5,3,,10,10,
3,20,2025,2,1304,306,,1,15,3,,10,0,
3,20,2025,2,1304,307,,1,20,3,,20,7,
3,20,2025,2,1304,308,,2,,,,,,
3,20,2025,2,1304,309,,1,10,2,,30,15,
3,20,2025,2,1304,310,,1,10,2,,12,5,
3,20,2025,2,1304,311,,1,12,3,,40,15,
3,20,2025,2,1304,312,,2,,,,,,
3,20,2025,2,1304,313,,1,10,2,,20,0,
3,20,2025,2,1304,314,,1,2,2,,10,5,
3,20,2025,2,1304,315,,2,,,,,,
3,20,2028,2,498,301,,2,,,,,,
3,20,2028,2,498,302,,1,6,2,,15,5,6
3,20,2028,2,498,303,,2,,,,,,
3,20,2028,2,498,304,,1,4,2,,13,4,7
3,20,2028,2,498,305,,1,2,2,,23,9,10
3,20,2028,2,498,306,,1,3,2,,21,8,9
3,20,2028,2,498,307,,1,3,2,,18,4,11
3,20,2028,2,498,308,,1,2,2,,16,5,8
3,20,2028,2,498,309,,1,8,2,,17,6,10
3,20,2028,2,498,310,,1,3,2,,13,7,7
3,20,2030,2,1050,301,,1,1,4,,19,0,0
3,20,2030,2,1050,302,,1,1,4,,25,0,5
3,20,2030,2,1050,303,,2,,,,,,
3,20,2030,2,1050,304,,2,,,,,,
3,20,2030,2,1050,305,,2,,,,,,
3,20,2030,2,1050,306,,2,,,,,,
3,20,2030,2,1050,307,,1,2,2,,35,5,10
3,20,2030,2,1050,308,,2,,,,,,
3,20,2030,2,1050,309,,2,,,,,,
3,20,2030,2,1050,310,,2,,,,,,
3,20,2030,2,1050,311,,2,,,,,,
3,20,2030,2,1050,312,,2,,,,,,
3,20,2030,2,1050,313,,2,,,,,,
3,20,2030,2,1050,314,,2,,,,,,
3,20,2030,2,1050,315,,2,,,,,,
3,20,2032,1,1390,301,,1,1,5,,40,10,5
3,20,2032,1,1390,302,,1,12,3,,29,8,10
3,20,2032,1,1390,304,,1,1,3,,20,0,8
3,20,2032,1,1390,305,,1,1,5,,36,38,5
3,20,2032,1,1390,306,,1,1,2,,45,0,32
3,20,2032,1,1390,307,,1,4,2,,60,22,30
3,20,2032,1,1390,309,,1,1,3,,15,4,3
3,20,2032,1,1390,310,,1,1,3,,12,2,0
3,20,2032,1,1390,311,,1,1,5,,25,0,0
3,20,2032,1,1390,313,,1,1,2,,35,0,15
3,20,2032,1,1390,314,,1,1,4,,25,6,5
3,20,2032,2,1772,301,,1,1,4,,50,0,15
3,20,2032,2,1772,306,,1,1,3,,30,0,20
3,20,2032,2,1772,307,,1,3,3,,60,14,20
3,20,2032,2,1772,311,,1,1,5,,22,0,0
3,20,2032,2,1772,313,,1,1,3,,27,0,0
3,21,2102,2,1124,301,,1,1,2,,150,,51
3,21,2102,2,1124,302,,1,2,4,,44,,13
3,21,2102,2,1124,303,,2,,,,,,
3,21,2102,2,1124,304,,1,1,3,,22,4,6
3,21,2102,2,1124,305,,1,1,4,,50,50,18
3,21,2102,2,1124,306,,1,1,5,,75,,27
3,21,2102,2,1124,307,,1,2,4,,46,10,17
3,21,2102,2,1124,308,,2,,,,,,
3,21,2102,2,1124,309,,2,,,,,,
3,21,2102,2,1124,310,,1,1,2,,20,,5
3,21,2102,2,1124,311,,1,1,3,,45,,16
3,21,2102,2,1124,312,,2,,,,,,
3,21,2102,2,1124,313,,1,1,2,,12,,4
3,21,2102,2,1124,314,,1,1,4,,17,6,7
3,21,2106,2,236,301,,1,1,5,,30,30,8
3,21,2106,2,236,302,,1,1,3,,25,,11
3,21,2106,2,236,303,,2,,,,,,
3,21,2106,2,236,304,,1,1,3,,50,6,14
3,21,2106,2,236,305,,1,1,5,,20,20,4
3,21,2106,2,236,306,,1,1,2,,60,13,27
3,21,2106,2,236,307,,1,1,4,,82,21,31
3,21,2106,2,236,308,,1,1,2,,40,12,16
3,21,2106,2,236,309,,1,1,2,,30,7,6
3,21,2106,2,236,310,,2,,,,,,
3,21,2106,2,236,311,,1,1,2,,200,50,42
3,21,2106,2,236,312,,2,,,,,,
3,21,2106,2,236,313,,1,1,1,,10,,4
3,21,2106,2,236,314,,1,2,1,,35,8,9
3,21,2106,2,236,315,,2,,,,,,
3,21,2106,2,2822,301,,1,1,2,,52,12,19
3,21,2106,2,2822,302,,1,2,3,,36,,17
3,21,2106,2,2822,303,,1,1,3,,40,14,15
3,21,2106,2,2822,304,,1,1,2,,37,9,13
3,21,2106,2,2822,305,,1,1,4,,50,50,20
3,21,2106,2,2822,306,,1,1,3,,74,,32
3,21,2106,2,2822,307,,1,3,4,,62,18,26
3,21,2106,2,2822,308,,2,,,,,,
3,21,2106,2,2822,309,,2,,,,,,
3,21,2106,2,2822,310,,2,,,,,,
3,21,2106,2,2822,311,,1,1,2,,45,7,15
3,21,2106,2,2822,312,,1,1,2,,35,15,11
3,21,2106,2,2822,313,,1,1,2,,35,,13
3,21,2106,2,2822,314,,1,1,2,,27,6,10
3,21,2108,1,520,301,,1,1,2,,42,14,17
3,21,2108,1,520,302,,1,3,3,,55,,21
3,21,2108,1,520,303,,2,,,,,,
3,21,2108,1,520,304,,1,1,3,,65,18,21
3,21,2108,1,520,305,,1,1,3,,46,46,19
3,21,2108,1,520,306,,1,1,4,,83,,29
3,21,2108,1,520,307,,1,3,3,,71,22,26
3,21,2108,1,520,308,,1,1,5,,32,11,13
3,21,2108,1,520,309,,1,1,3,,47,15,17
3,21,2108,1,520,310,,1,1,2,,50,8,20
3,21,2108,1,520,311,,1,1,2,,68,8,24
3,21,2108,1,520,312,,2,,,,,,
3,21,2108,1,520,313,,1,1,2,,45,,9
3,21,2108,1,520,314,,1,2,2,,37,9,12
3,21,2108,1,520,315,,2,,,,,,
3,21,2109,2,38,301,,1,1,2,,30,,8
3,21,2109,2,38,302,,1,1,3,,51,,20
3,21,2109,2,38,303,,2,,,,,,
3,21,2109,2,38,304,,1,1,3,,20,7,6
3,21,2109,2,38,305,,1,1,4,,12,12,5
3,21,2109,2,38,306,,1,1,4,,52,,27
3,21,2109,2,38,307,,1,3,4,,100,30,41
3,21,2109,2,38,308,,1,1,5,,35,6,14
3,21,2109,2,38,309,,2,,,,,,
3,21,2109,2,38,310,,2,,,,,,
3,21,2109,2,38,311,,1,1,2,,20,,5
3,21,2109,2,38,312,,2,,,,,,
3,21,2109,2,38,313,,1,1,2,,13,,4
3,21,2109,2,38,314,,1,1,3,,15,6,3
3,21,2109,2,38,315,,2,,,,,,
3,21,2111,2,180,301,,1,1,2,,40,7,16
3,21,2111,2,180,302,,1,3,3,,40,13,11
3,21,2111,2,180,303,,2,,,,,,
3,21,2111,2,180,304,,1,1,3,,27,5,7
3,21,2111,2,180,305,,1,1,2,,30,30,14
3,21,2111,2,180,306,,1,1,2,,90,,36
3,21,2111,2,180,307,,1,1,4,,120,9,41
3,21,2111,2,180,308,,2,,,,,,
3,21,2111,2,180,309,,1,1,2,,25,,6
3,21,2111,2,180,310,,2,,,,,,
3,21,2111,2,180,311,,1,1,2,,140,10,28
3,21,2111,2,180,312,,2,,,,,,
3,21,2111,2,180,313,,1,1,2,,35,,8
3,21,2111,2,180,314,,2,,,,,,
3,21,2115,2,926,301,,2,,,,,,
3,21,2115,2,926,302,,2,,,,,,
3,21,2115,2,926,303,,2,,,,,,
3,21,2115,2,926,304,,2,,,,,,
3,21,2115,2,926,305,,2,,,,,,
3,21,2115,2,926,306,,1,1,4,,41,,19
3,21,2115,2,926,307,,1,2,3,,37,8,12
3,21,2115,2,926,308,,2,,,,,,
3,21,2115,2,926,309,,2,,,,,,
3,21,2115,2,926,310,,2,,,,,,
3,21,2115,2,926,311,,1,1,2,,45,,16
3,21,2115,2,926,312,,2,,,,,,
3,21,2115,2,926,313,,2,,,,,,
3,21,2115,2,926,314,,2,,,,,,
3,21,2115,2,926,315,,2,,,,,,
3,21,2117,2,554,301,,1,1,3,,10,3,2
3,21,2117,2,554,302,,1,2,3,,50,,19
3,21,2117,2,554,303,,2,,,,,,
3,21,2117,2,554,304,,1,1,3,,30,15,10
3,21,2117,2,554,305,,1,1,3,,50,,13
3,21,2117,2,554,306,,1,1,3,,20,7,5
3,21,2117,2,554,307,,1,2,3,,100,30,46
3,21,2117,2,554,308,,2,,,,,,
3,21,2117,2,554,309,,1,1,3,,20,10,3
3,21,2117,2,554,310,,1,1,3,,200,50,69
3,21,2117,2,554,311,,1,1,2,,200,50,69
3,21,2117,2,554,312,,2,,,,,,
3,21,2117,2,554,313,,1,1,3,,12,,13
3,21,2117,2,554,314,,2,,,,,,
3,21,2117,2,554,315,,2,,,,,,
3,21,2119,2,2146,301,,2,,,,,,
3,21,2119,2,2146,302,,1,1,4,,55,,20
3,21,2119,2,2146,303,,2,,,,,,
3,21,2119,2,2146,304,,1,1,2,,25,15,12
3,21,2119,2,2146,305,,1,1,3,,35,35,7
3,21,2119,2,2146,306,,1,1,2,,200,,68
3,21,2119,2,2146,307,,1,2,3,,52,11,19
3,21,2119,2,2146,308,,1,1,5,,70,22,21
3,21,2119,2,2146,309,,2,,,,,,
3,21,2119,2,2146,310,,1,1,2,,12,,5
3,21,2119,2,2146,311,,1,1,2,,12,,5
3,21,2119,2,2146,312,,2,,,,,,
3,21,2119,2,2146,313,,1,1,2,,50,,15
3,21,2119,2,2146,314,,2,,,,,,
3,21,2119,2,2146,315,,2,,,,,,
3,21,2119,2,3956,301,,1,1,3,,27,5,10
3,21,2119,2,3956,302,,2,,,,,,
3,21,2119,2,3956,303,,2,,,,,,
3,21,2119,2,3956,304,,2,,,,,,
3,21,2119,2,3956,305,,1,1,3,,28,28,8
3,21,2119,2,3956,306,,1,1,4,,17,,6
3,21,2119,2,3956,307,,1,2,4,,40,14,16
3,21,2119,2,3956,308,,1,1,4,,30,12,13
3,21,2119,2,3956,309,,2,,,,,,
3,21,2119,2,3956,310,,2,,,,,,
3,21,2119,2,3956,311,,1,1,2,,20,6,5
3,21,2119,2,3956,312,,2,,,,,,
3,21,2119,2,3956,313,,2,,,,,,
3,21,2119,2,3956,314,,2,,,,,,
3,21,2119,2,3956,315,,2,,,,,,
1,22,2201,2,422,301,,2,,,,,,
1,22,2201,2,422,302,,2,,,,,,
1,22,2201,2,422,303,,1,1,2,,20,0,2
1,22,2201,2,422,304,,2,,,,,,
1,22,2201,2,422,305,,1,1,2,,15,15,3
1,22,2201,2,422,306,,1,2,2,,20,,20
1,22,2201,2,422,307,,1,4,1,,180,24,80
1,22,2201,2,422,308,,1,1,1,,18,3,10
1,22,2201,2,422,309,,2,,,,,,
1,22,2201,2,422,310,,2,,,,,,
1,22,2201,2,422,311,,2,,,,,,
1,22,2201,2,422,312,,2,,,,,,
1,22,2201,2,422,313,,1,1,1,,10,0,0
1,22,2201,2,422,314,,2,,,,,,
1,22,2201,2,422,315,,2,,,,,,
1,22,2203,2,266,301,,1,1,2,,1000,488,50
1,22,2203,2,266,302,,1,1,3,,,,
1,22,2203,2,266,303,,1,2,1,,,,
1,22,2203,2,266,304,,1,9,1,,150,40,
1,22,2203,2,266,305,,1,4,1,,80,80,25
1,22,2203,2,266,306,,1,6,2,,120,40,90
1,22,2203,2,266,307,,1,1,2,,800,300,400
1,22,2203,2,266,308,,1,1,2,,200,,40
1,22,2203,2,266,309,,1,1,2,,18,,
1,22,2203,2,266,310,,1,1,1,,20,4,5
1,22,2203,2,266,311,,1,1,1,,100,10,15
1,22,2203,2,266,312,,2,,,,,,
1,22,2203,2,266,313,,1,1,1,,45,,14
1,22,2203,2,266,314,,2,,,,,,
1,22,2203,2,266,315,,2,,,,,,
1,22,2203,2,530,301,,1,1,1,,12,,
1,22,2203,2,530,302,,1,3,1,,,,
1,22,2203,2,530,303,,1,1,1,,,,
1,22,2203,2,530,304,,1,3,1,,,,
1,22,2203,2,530,305,,1,3,1,,25,25,
1,22,2203,2,530,306,,1,2,2,,40,,
1,22,2203,2,530,307,,1,1,3,,60,18,27
1,22,2203,2,530,308,,1,1,3,,15,3,6
1,22,2203,2,530,309,,1,1,1,,12,2,3
1,22,2203,2,530,310,,1,1,3,,15,3,
1,22,2203,2,530,311,,1,1,3,,700,150,80
1,22,2203,2,530,312,,2,,,,,,
1,22,2203,2,530,313,,1,1,1,,30,,
1,22,2203,2,530,314,,2,,,,,,
1,22,2203,2,530,315,,2,,,,,,
1,22,2205,2,664,301,,1,1,1,,80,20,40
1,22,2205,2,664,304,,1,2,2,,,,
1,22,2205,2,664,305,,1,6,2,,,,
1,22,2205,2,664,306,,1,1,3,,40,10,16
1,22,2205,2,664,307,,1,4,2,,23,23,4
1,22,2205,2,664,308,,1,1,2,,48,16,36
1,22,2205,2,664,310,,1,1,3,,18,2,3
1,22,2205,2,664,311,,1,1,3,,86,10,42
1,22,2205,2,664,313,,1,1,1,,16,0,6
1,22,2205,2,2432,301,,1,1,1,,12,3,2
1,22,2205,2,2432,302,,1,1,1,,15,,4
1,22,2205,2,2432,303,,1,5,,,,,
1,22,2205,2,2432,304,,1,3,,,,,
1,22,2205,2,2432,305,,1,4,1,,23,23,4
1,22,2205,2,2432,306,,1,2,2,,18,5,18
1,22,2205,2,2432,307,,1,1,1,,86,25,48
1,22,2205,2,2432,308,,1,1,2,,10,3,7
1,22,2205,2,2432,309,,1,1,2,,11,,
1,22,2205,2,2432,310,,1,1,2,,16,3,6
1,22,2205,2,2432,311,,1,1,3,,102,30,40
1,22,2205,2,2432,312,,2,,,,,,
1,22,2205,2,2432,313,,1,1,1,,10,,
1,22,2205,2,2432,314,,2,,,,,,
1,22,2205,2,2432,315,,2,,,,,,
1,22,2209,1,792,301,,1,1,2,,400,60,88
1,22,2209,1,792,302,,1,3,2,,27,6,2
1,22,2209,1,792,303,,1,6,2,,40,12,18
1,22,2209,1,792,304,,1,10,2,,15,3,6
1,22,2209,1,792,305,,1,6,2,,24,24,10
1,22,2209,1,792,306,,1,3,2,,30,18,30
1,22,2209,1,792,307,,1,4,1,,400,86,140
1,22,2209,1,792,308,,1,3,1,,10,10,10
1,22,2209,1,792,309,,1,1,1,,15,2,6
1,22,2209,1,792,310,,1,3,3,,16,2,2
1,22,2209,1,792,311,,1,3,3,,600,120,180
1,22,2209,1,792,312,,2,,,,,,
1,22,2209,1,792,313,,1,1,1,,18,,
1,22,2209,1,792,314,,2,,,,,,
1,22,2209,1,792,315,,2,,,,,,
1,22,2211,2,594,301,,1,1,1,,20,,20
1,22,2211,2,594,306,,1,1,1,,50,0,50
1,22,2211,2,594,307,,1,3,2,,48,20,10
1,22,2211,2,594,308,,1,1,6,,60,42,30
1,22,2211,2,594,310,,1,1,3,,40,3,21
1,22,2211,2,594,311,,1,1,3,,64,20,18
1,22,2211,2,594,313,,1,1,1,,10,0,2
1,22,2211,1,806,301,,2,,,,,,
1,22,2211,1,806,302,,2,,,,,,
1,22,2211,1,806,303,,2,,,,,,
1,22,2211,1,806,304,,2,,,,,,
1,22,2211,1,806,305,,2,,,,,,
1,22,2211,1,806,306,,1,2,2,"DAILY",60,23,48
1,22,2211,1,806,307,,1,4,,,1000,130,492
1,22,2211,1,806,308,,1,1,1,,23,13,11
1,22,2211,1,806,309,,2,,,,,,
1,22,2211,1,806,310,,1,1,3,,41,12,3
1,22,2211,1,806,311,,1,2,3,,1020,130,432
1,22,2211,1,806,312,,2,,,,,,
1,22,2211,1,806,313,,1,1,6,,27,0,0
1,22,2211,1,806,314,,2,,,,,,
1,22,2211,1,806,315,,2,,,,,,
1,22,2214,2,1354,301,,1,3,2,,20,7,
1,22,2214,2,1354,302,,2,,,,,,
1,22,2214,2,1354,303,,2,,,,,,
1,22,2214,2,1354,304,,2,,,,,,
1,22,2214,2,1354,305,,1,3,2,,20,20,8
1,22,2214,2,1354,306,,1,3,2,,25,8,25
1,22,2214,2,1354,307,,1,2,1,,80,16,31
1,22,2214,2,1354,308,,1,1,1,,10,5,10
1,22,2214,2,1354,309,,2,,,,,,
1,22,2214,2,1354,310,,2,,,,,,
1,22,2214,2,1354,311,,2,,,,,,
1,22,2214,2,1354,312,,2,,,,,,
1,22,2214,2,1354,313,,1,1,1,,10,3,
1,22,2214,2,1354,314,,2,,,,,,
1,22,2214,2,1354,315,,2,,,,,,
1,22,2216,1,428,307,,1,4,1,,400,100,140
1,22,2218,2,596,301,,1,4,1,,37,10,8
1,22,2218,2,596,302,,1,3,1,,17,7,4
1,22,2218,2,596,303,,1,5,1,,,,
1,22,2218,2,596,304,,1,3,1,,,,
1,22,2218,2,596,305,,1,2,1,,40,40,25
1,22,2218,2,596,306,,1,5,1,,37,10,33
1,22,2218,2,596,307,,1,1,3,,42,22,18
1,22,2218,2,596,308,,1,1,3,,18,7,5
1,22,2218,2,596,309,,2,,,,,,
1,22,2218,2,596,310,,1,1,3,,7,3,
1,22,2218,2,596,311,,1,1,3,,60,25,35
1,22,2218,2,596,312,,2,,,,,,
1,22,2218,2,596,313,,2,,,,,,
1,22,2218,2,596,314,,2,,,,,,
1,22,2218,2,596,315,,2,,,,,,
1,22,2220,1,1296,301,,1,1,2,,9000,2000,3000
1,22,2220,1,1296,302,,1,3,2,,50,10,16
1,22,2220,1,1296,303,,1,2,2,,10,2,0
1,22,2220,1,1296,304,,1,3,2,,10,0,0
1,22,2220,1,1296,305,,1,4,2,,20,20,0
1,22,2220,1,1296,306,,1,2,2,,35,15,35
1,22,2220,1,1296,307,,1,4,1,,2000,600,1200
1,22,2220,1,1296,308,,1,1,1,,18,3,6
1,22,2220,1,1296,309,,1,1,1,,20,0,2
1,22,2220,1,1296,310,,1,3,3,,20,3,0
1,22,2220,1,1296,311,,1,1,3,,1200,400,28
1,22,2220,1,1296,312,,1,1,2,,25,0,0
1,22,2220,1,1296,313,,1,1,1,,28,0,0
1,22,2220,1,1296,314,,2,,,,,,
1,22,2220,1,1296,315,,2,,,,,,
1,23,2302,2,1982,301,,2,,,,,,
1,23,2302,2,1982,302,,2,,,,,,
1,23,2302,2,1982,303,,2,,,,,,
1,23,2302,2,1982,304,,2,,,,,,
1,23,2302,2,1982,305,,2,,,,,,
1,23,2302,2,1982,306,,2,,,,,,
1,23,2302,2,1982,307,,2,,,,,,
1,23,2302,2,1982,308,,2,,,,,,
1,23,2302,2,1982,309,,2,,,,,,
1,23,2302,2,1982,310,,2,,,,,,
1,23,2302,2,1982,311,,2,,,,,,
1,23,2302,2,1982,312,,2,,,,,,
1,23,2302,2,1982,313,,2,,,,,,
1,23,2302,2,1982,314,,2,,,,,,
1,23,2302,2,1982,315,,2,,,,,,
1,23,2303,2,2348,301,,1,1,6,,12,3,4
1,23,2303,2,2348,302,,1,1,2,,18,2,5
1,23,2303,2,2348,303,,1,1,2,,18,6,8
1,23,2303,2,2348,304,,1,1,1,,10,3,6
1,23,2303,2,2348,305,,1,1,6,,10,10,2
1,23,2303,2,2348,306,,1,1,6,,20,4,15
1,23,2303,2,2348,307,,1,3,6,,40,10,20
1,23,2303,2,2348,308,,2,,,,,,
1,23,2303,2,2348,309,,1,1,6,,20,6,2
1,23,2303,2,2348,310,,2,,,,,,
1,23,2303,2,2348,311,,1,3,3,,25,5,7
1,23,2303,2,2348,312,,2,,,,,,
1,23,2303,2,2348,313,,2,,,,,,
1,23,2303,2,2348,314,,2,,,,,,
1,23,2303,2,2348,315,,2,,,,,,
1,23,2304,2,322,301,,1,1,6,,10,2,2
1,23,2304,2,322,302,,2,,,,,,
1,23,2304,2,322,303,,1,2,2,,18,7,4
1,23,2304,2,322,304,,1,4,1,,12,3,4
1,23,2304,2,322,305,,1,3,6,,10,10,4
1,23,2304,2,322,306,,1,1,6,,25,5,15
1,23,2304,2,322,307,,1,4,1,,40,13,25
1,23,2304,2,322,308,,1,1,4,,12,3,2
1,23,2304,2,322,309,,2,,,,,,
1,23,2304,2,322,310,,2,,,,,,
1,23,2304,2,322,311,,1,8,6,,28,10,8
1,23,2304,2,322,312,,2,,,,,,
1,23,2304,2,322,313,,1,1,2,,8,0,3
1,23,2304,2,322,314,,2,,,,,,
1,23,2304,2,322,315,,2,,,,,,
1,23,2306,1,970,301,,1,1,2,,15,2,2
1,23,2306,1,970,302,,1,1,1,,20,7,2
1,23,2306,1,970,303,,1,3,1,,30,12,4
