"zone","state","lga","sector","ea","group_cd","groupspecify","sc3q1","sc3q2","sc3q3a","sc3q3b","sc3q4","sc3q5","sc3q6"
6,30,3005,1,2942,306,,2,,,,,,
6,30,3005,1,2942,307,,2,,,,,,
6,30,3005,1,2942,308,,2,,,,,,
6,30,3005,1,2942,309,,2,,,,,,
6,30,3005,1,2942,310,,2,,,,,,
6,30,3005,1,2942,311,,2,,,,,,
6,30,3005,1,2942,312,,2,,,,,,
6,30,3005,1,2942,313,,1,1,2,,35,4,0
6,30,3005,1,2942,314,,2,,,,,,
6,30,3005,1,2942,315,,2,,,,,,
6,30,3007,1,1624,301,,1,3,2,,800,450,0
6,30,3007,1,1624,302,,2,,,,,,
6,30,3007,1,1624,303,,2,,,,,,
6,30,3007,1,1624,304,,2,,,,,,
6,30,3007,1,1624,305,,2,,,,,,
6,30,3007,1,1624,306,,2,,,,,,
6,30,3007,1,1624,307,,1,5,6,,200,140,16
6,30,3007,1,1624,308,,2,,,,,,
6,30,3007,1,1624,309,,2,,,,,,
6,30,3007,1,1624,310,,2,,,,,,
6,30,3007,1,1624,311,,2,,,,,,
6,30,3007,1,1624,312,,2,,,,,,
6,30,3007,1,1624,313,,1,3,6,,20,4,0
6,30,3007,1,1624,314,,2,,,,,,
6,30,3007,1,1624,315,,2,,,,,,
6,30,3009,1,764,301,,1,3,2,,20,12,3
6,30,3009,1,764,302,,2,,,,,,
6,30,3009,1,764,303,,2,,,,,,
6,30,3009,1,764,304,,2,,,,,,
6,30,3009,1,764,305,,2,,,,,,
6,30,3009,1,764,306,,2,,,,,,
6,30,3009,1,764,307,,2,,,,,,
6,30,3009,1,764,308,,2,,,,,,
6,30,3009,1,764,309,,2,,,,,,
6,30,3009,1,764,310,,2,,,,,,
6,30,3009,1,764,311,,2,,,,,,
6,30,3009,1,764,312,,2,,,,,,
6,30,3009,1,764,313,,1,1,2,,10,2,0
6,30,3009,1,764,314,,2,,,,,,
6,30,3009,1,764,315,,2,,,,,,
6,30,3009,1,1642,301,,2,,,,,,
6,30,3009,1,1642,302,,2,,,,,,
6,30,3009,1,1642,304,,2,,,,,,
6,30,3009,1,1642,305,,2,,,,,,
6,30,3009,1,1642,306,,2,,,,,,
6,30,3009,1,1642,307,,1,3,2,,400,285,98
6,30,3009,1,1642,308,,2,,,,,,
6,30,3009,1,1642,309,,2,,,,,,
6,30,3009,1,1642,310,,2,,,,,,
6,30,3009,1,1642,311,,1,4,6,,40,30,
6,30,3009,1,1642,312,,2,,,,,,
6,30,3009,1,1642,313,,1,2,6,,25,20,3
6,30,3009,1,1642,314,,2,,,,,,
6,30,3009,1,1642,315,,2,,,,,,
6,30,3010,1,1762,301,,2,,,,,,
6,30,3010,1,1762,302,,2,,,,,,
6,30,3010,1,1762,303,,2,,,,,,
6,30,3010,1,1762,304,,2,,,,,,
6,30,3010,1,1762,305,,2,,,,,,
6,30,3010,1,1762,306,,2,,,,,,
6,30,3010,1,1762,307,,1,3,1,,998,700,99
6,30,3010,1,1762,308,,2,,,,,,
6,30,3010,1,1762,309,,2,,,,,,
6,30,3010,1,1762,310,,2,,,,,,
6,30,3010,1,1762,311,,2,,,,,,
6,30,3010,1,1762,312,,2,,,,,,
6,30,3010,1,1762,313,,2,,,,,,
6,30,3010,1,1762,314,,2,,,,,,
6,30,3010,1,1762,315,,2,,,,,,
6,30,3012,2,334,301,,1,1,2,,40,13,24
6,30,3012,2,334,302,,2,,,,,,
6,30,3012,2,334,303,,2,,,,,,
6,30,3012,2,334,304,,2,,,,,,
6,30,3012,2,334,305,,2,,,,,,
6,30,3012,2,334,306,,2,,,,,,
6,30,3012,2,334,307,,2,,,,,,
6,30,3012,2,334,308,,2,,,,,,
6,30,3012,2,334,309,,2,,,,,,
6,30,3012,2,334,310,,2,,,,,,
6,30,3012,2,334,311,,2,,,,,,
6,30,3012,2,334,312,,2,,,,,,
6,30,3012,2,334,313,,2,,,,,,
6,30,3012,2,334,314,,2,,,,,,
6,30,3012,2,334,315,,2,,,,,,
6,30,3014,2,120,301,,1,1,2,,20,4,0
6,30,3014,2,120,302,,2,,,,,,
6,30,3014,2,120,303,,2,,,,,,
6,30,3014,2,120,304,,2,,,,,,
6,30,3014,2,120,305,,1,5,2,,121,121,0
6,30,3014,2,120,306,,1,5,2,,180,120,55
6,30,3014,2,120,307,,1,5,1,,270,150,95
6,30,3014,2,120,308,,1,6,2,,,,
6,30,3014,2,120,309,,2,,,,,,
6,30,3014,2,120,310,,1,1,1,,50,15,
6,30,3014,2,120,311,,2,,,,,,
6,30,3014,2,120,312,,2,,,,,,
6,30,3014,2,120,313,,1,1,1,,10,,
6,30,3014,2,120,314,,2,,,,,,
6,30,3014,2,120,315,,2,,,,,,
6,30,3015,2,1688,301,,2,,,,,,
6,30,3015,2,1688,302,,2,,,,,,
6,30,3015,2,1688,303,,2,,,,,,
6,30,3015,2,1688,304,,2,,,,,,
6,30,3015,2,1688,305,,2,,,,,,
6,30,3015,2,1688,306,,2,,,,,,
6,30,3015,2,1688,307,,2,,,,,,
6,30,3015,2,1688,308,,2,,,,,,
6,30,3015,2,1688,309,,2,,,,,,
6,30,3015,2,1688,310,,2,,,,,,
6,30,3015,2,1688,311,,2,,,,,,
6,30,3015,2,1688,312,,2,,,,,,
6,30,3015,2,1688,313,,2,,,,,,
6,30,3015,2,1688,314,,2,,,,,,
6,30,3015,2,1688,315,,2,,,,,,
6,30,3016,1,390,301,,2,,,,,,
6,30,3016,1,390,302,,2,,,,,,
6,30,3016,1,390,303,,2,,,,,,
6,30,3016,1,390,304,,2,,,,,,
6,30,3016,1,390,305,,2,,,,,,
6,30,3016,1,390,306,,2,,,,,,
6,30,3016,1,390,307,,1,3,1,,30,18,6
6,30,3016,1,390,308,,2,,,,,,
6,30,3016,1,390,309,,2,,,,,,
6,30,3016,1,390,310,,2,,,,,,
6,30,3016,1,390,311,,2,,,,,,
6,30,3016,1,390,312,,2,,,,,,
6,30,3016,1,390,313,,2,,,,,,
6,30,3016,1,390,314,,2,,,,,,
6,30,3016,1,390,315,,2,,,,,,
6,30,3018,2,914,301,,2,,,,,,
6,30,3018,2,914,302,,2,,,,,,
6,30,3018,2,914,303,,2,,,,,,
6,30,3018,2,914,304,,2,,,,,,
6,30,3018,2,914,305,,2,,,,,,
6,30,3018,2,914,306,,2,,,,,,
6,30,3018,2,914,307,,2,,,,,,
6,30,3018,2,914,308,,2,,,,,,
6,30,3018,2,914,309,,2,,,,,,
6,30,3018,2,914,310,,2,,,,,,
6,30,3018,2,914,311,,2,,,,,,
6,30,3018,2,914,312,,2,,,,,,
6,30,3018,2,914,313,,2,,,,,,
6,30,3018,2,914,314,,2,,,,,,
6,30,3018,2,914,315,,2,,,,,,
6,30,3020,1,322,301,,2,,,,,,
6,30,3020,1,322,302,,2,,,,,,
6,30,3020,1,322,303,,2,,,,,,
6,30,3020,1,322,304,,2,,,,,,
6,30,3020,1,322,305,,2,,,,,,
6,30,3020,1,322,306,,2,,,,,,
6,30,3020,1,322,307,,2,,,,,,
6,30,3020,1,322,308,,2,,,,,,
6,30,3020,1,322,309,,2,,,,,,
6,30,3020,1,322,310,,2,,,,,,
6,30,3020,1,322,311,,1,1,3,,100,,
6,30,3020,1,322,312,,2,,,,,,
6,30,3020,1,322,313,,1,1,6,,,,
6,30,3020,1,322,314,,2,,,,,,
6,30,3020,1,322,315,,2,,,,,,
6,30,3023,2,622,301,,1,2,1,,42,12,
6,30,3023,2,622,302,,2,,,,,,
6,30,3023,2,622,303,,2,,,,,,
6,30,3023,2,622,304,,2,,,,,,
6,30,3023,2,622,305,,2,,,,,,
6,30,3023,2,622,306,,1,2,2,,35,16,5
6,30,3023,2,622,307,,1,3,1,,52,30,11
6,30,3023,2,622,308,,2,,,,,,
6,30,3023,2,622,309,,2,,,,,,
6,30,3023,2,622,310,,1,2,2,,28,14,
6,30,3023,2,622,311,,1,2,2,,20,8,
6,30,3023,2,622,312,,2,,,,,,
6,30,3023,2,622,313,,1,2,1,,30,6,
6,30,3023,2,622,314,,2,,,,,,
6,30,3023,2,622,315,,2,,,,,,
6,30,3024,1,1406,301,,1,2,2,,30,8,10
6,30,3024,1,1406,302,,2,,,,,,
6,30,3024,1,1406,303,,2,,,,,,
6,30,3024,1,1406,304,,2,,,,,,
6,30,3024,1,1406,305,,2,,,,,,
6,30,3024,1,1406,306,,2,,,,,,
6,30,3024,1,1406,307,,1,3,1,,50,33,40
6,30,3024,1,1406,308,,2,,,,,,
6,30,3024,1,1406,309,,2,,,,,,
6,30,3024,1,1406,310,,2,,,,,,
6,30,3024,1,1406,311,,1,1,3,,12,8,7
6,30,3024,1,1406,312,,2,,,,,,
6,30,3024,1,1406,313,,1,2,6,"forthnightly",10,2,6
6,30,3024,1,1406,314,,2,,,,,,
6,30,3024,1,1406,315,,2,,,,,,
6,30,3024,1,1924,301,,1,9,6,"fothnigtly",120,96,75
6,30,3024,1,1924,302,,2,,,,,,
6,30,3024,1,1924,303,,1,5,6,"forthnightly",80,70,50
6,30,3024,1,1924,304,,1,15,1,,90,30,5
6,30,3024,1,1924,305,,1,5,1,,19,19,14
6,30,3024,1,1924,306,,1,3,2,,100,70,60
6,30,3024,1,1924,307,,1,4,1,,900,650,70
6,30,3024,1,1924,308,,1,6,6,"forthgnightly",300,120,98
6,30,3024,1,1924,309,,2,,,,,,
6,30,3024,1,1924,310,,2,,,,,,
6,30,3024,1,1924,311,,2,,,,,,
6,30,3024,1,1924,312,,2,,,,,,
6,30,3024,1,1924,313,,2,,,,,,
6,30,3024,1,1924,314,,2,,,,,,
6,30,3024,1,1924,315,,2,,,,,,
6,30,3025,1,2052,301,,1,3,,,,,
6,30,3025,1,2052,302,,2,,,,,,
6,30,3025,1,2052,303,,2,,,,,,
6,30,3025,1,2052,304,,2,,,,,,
6,30,3025,1,2052,305,,2,,,,,,
6,30,3025,1,2052,306,,2,,,,,,
6,30,3025,1,2052,307,,2,,,,,,
6,30,3025,1,2052,308,,2,,,,,,
6,30,3025,1,2052,309,,2,,,,,,
6,30,3025,1,2052,310,,2,,,,,,
6,30,3025,1,2052,311,,2,,,,,,
6,30,3025,1,2052,312,,2,,,,,,
6,30,3025,1,2052,313,,1,3,6,,40,29,13
6,30,3025,1,2052,314,,2,,,,,,
6,30,3025,1,2052,315,,2,,,,,,
6,30,3030,1,946,301,,1,2,1,,25,34,
6,30,3030,1,946,302,,2,,,,,,
6,30,3030,1,946,303,,2,,,,,,
6,30,3030,1,946,304,,2,,,,,,
6,30,3030,1,946,305,,1,3,1,,30,32,10
6,30,3030,1,946,306,,2,,,,,,
6,30,3030,1,946,307,,1,4,1,,38,45,15
6,30,3030,1,946,308,,2,,,,,,
6,30,3030,1,946,309,,2,,,,,,
6,30,3030,1,946,310,,2,,,,,,
6,30,3030,1,946,311,,1,3,2,,25,7,12
6,30,3030,1,946,312,,2,,,,,,
6,30,3030,1,946,313,,1,3,1,,32,6,
6,30,3030,1,946,314,,2,,,,,,
6,30,3030,1,946,315,,2,,,,,,
6,30,3032,2,520,301,,2,,,,,,
6,30,3032,2,520,302,,2,,,,,,
6,30,3032,2,520,303,,2,,,,,,
6,30,3032,2,520,304,,2,,,,,,
6,30,3032,2,520,305,,2,,,,,,
6,30,3032,2,520,306,,2,,,,,,
6,30,3032,2,520,307,,2,,,,,,
6,30,3032,2,520,308,,2,,,,,,
6,30,3032,2,520,309,,2,,,,,,
6,30,3032,2,520,310,,2,,,,,,
6,30,3032,2,520,311,,2,,,,,,
6,30,3032,2,520,312,,2,,,,,,
6,30,3032,2,520,313,,2,,,,,,
6,30,3032,2,520,314,,2,,,,,,
6,30,3032,2,520,315,,2,,,,,,
6,30,3032,1,1088,301,,1,1,1,,30,6,
6,30,3032,1,1088,302,,2,,,,,,
6,30,3032,1,1088,303,,2,,,,,,
6,30,3032,1,1088,304,,1,1,2,,28,9,2
6,30,3032,1,1088,305,,1,1,2,,45,13,6
6,30,3032,1,1088,306,,1,1,1,,33,11,7
6,30,3032,1,1088,307,,1,4,1,,57,40,18
6,30,3032,1,1088,308,,1,1,2,,29,13,8
6,30,3032,1,1088,309,,2,,,,,,
6,30,3032,1,1088,310,,1,1,2,,15,9,
6,30,3032,1,1088,311,,1,1,2,,39,16,
6,30,3032,1,1088,312,,1,1,2,,16,8,
6,30,3032,1,1088,313,,2,,,,,,
6,30,3032,1,1088,314,,2,,,,,,
6,30,3032,1,1088,315,,2,,,,,,
6,30,3033,2,554,301,,2,,,,,,
6,30,3033,2,554,302,,2,,,,,,
6,30,3033,2,554,303,,1,1,2,,28,7,
6,30,3033,2,554,304,,2,,,,,,
6,30,3033,2,554,305,,2,,,,,,
6,30,3033,2,554,306,,2,,,,,,
6,30,3033,2,554,307,,1,2,1,,40,16,3
6,30,3033,2,554,308,,2,,,,,,
6,30,3033,2,554,309,,2,,,,,,
6,30,3033,2,554,310,,2,,,,,,
6,30,3033,2,554,311,,2,,,,,,
6,30,3033,2,554,312,,2,,,,,,
6,30,3033,2,554,313,,2,,,,,,
6,30,3033,2,554,314,,2,,,,,,
6,30,3033,2,554,315,,2,,,,,,
1,31,3101,2,604,301,,2,,,,,,
1,31,3101,2,604,302,,2,,,,,,
1,31,3101,2,604,303,,2,,,,,,
1,31,3101,2,604,304,,2,,,,,,
1,31,3101,2,604,305,,1,2,1,,11,11,1
1,31,3101,2,604,306,,1,2,6,,200,50,99
1,31,3101,2,604,307,,1,2,1,,100,30,70
1,31,3101,2,604,308,,1,2,2,,100,50,70
1,31,3101,2,604,309,,2,,,,,,
1,31,3101,2,604,310,,1,8,3,,10,4,0
1,31,3101,2,604,311,,1,8,5,,50,26,10
1,31,3101,2,604,312,,2,,,,,,
1,31,3101,2,604,313,,1,1,6,,60,40,5
1,31,3101,2,604,314,,2,,,,,,
1,31,3101,2,604,315,,2,,,,,,
1,31,3103,2,874,301,,1,1,2,,230,100,99
1,31,3103,2,874,302,,2,,,,,,
1,31,3103,2,874,303,,2,,,,,,
1,31,3103,2,874,304,,1,1,2,,100,40,10
1,31,3103,2,874,305,,1,1,2,,20,20,4
1,31,3103,2,874,306,,1,1,2,,30,,12
1,31,3103,2,874,307,,2,,,,,,
1,31,3103,2,874,308,,1,1,2,,12,8,2
1,31,3103,2,874,309,,2,,,,,,
1,31,3103,2,874,310,,2,,,,,,
1,31,3103,2,874,311,,1,2,2,,250,80,5
1,31,3103,2,874,312,,2,,,,,,
1,31,3103,2,874,313,,1,1,1,,30,,25
1,31,3103,2,874,314,,2,,,,,,
1,31,3103,2,874,315,,2,,,,,,
1,31,3105,1,2914,301,,2,,,,,,
1,31,3105,1,2914,302,,2,,,,,,
1,31,3105,1,2914,303,,2,,,,,,
1,31,3105,1,2914,304,,2,,,,,,
1,31,3105,1,2914,305,,1,7,1,,100,100,30
1,31,3105,1,2914,306,,1,6,1,,80,10,50
1,31,3105,1,2914,307,,1,4,1,,500,200,99
1,31,3105,1,2914,308,,1,6,1,,250,120,65
1,31,3105,1,2914,309,,2,,,,,,
1,31,3105,1,2914,310,,1,4,1,,,2,
1,31,3105,1,2914,311,,1,7,3,,380,190,20
1,31,3105,1,2914,312,,2,,,,,,
1,31,3105,1,2914,313,,1,5,1,,75,,60
1,31,3105,1,2914,314,,2,,,,,,
1,31,3105,1,2914,315,,2,,,,,,
1,31,3107,1,724,301,,2,,,,,,
1,31,3107,1,724,302,,2,,,,,,
1,31,3107,1,724,303,,2,,,,,,
1,31,3107,1,724,304,,2,,,,,,
1,31,3107,1,724,305,,1,4,1,,20,20,
1,31,3107,1,724,306,,1,5,2,,30,10,15
1,31,3107,1,724,307,,1,5,1,,50,15,25
1,31,3107,1,724,308,,2,,,,,,
1,31,3107,1,724,309,,2,,,,,,
1,31,3107,1,724,310,,1,8,2,,15,5,5
1,31,3107,1,724,311,,1,8,3,,50,25,30
1,31,3107,1,724,312,,2,,,,,,
1,31,3107,1,724,313,,2,,,,,,
1,31,3107,1,724,314,,2,,,,,,
1,31,3107,1,724,315,,2,,,,,,
1,31,3107,2,1092,301,,1,13,2,,500,270,99
1,31,3107,2,1092,302,,2,,,,,,
1,31,3107,2,1092,303,,1,5,5,,120,50,80
1,31,3107,2,1092,304,,2,,,,,,
1,31,3107,2,1092,305,,1,7,2,,40,40,40
1,31,3107,2,1092,306,,1,7,1,,500,300,90
1,31,3107,2,1092,307,,1,13,1,,300,160,80
1,31,3107,2,1092,308,,1,5,1,,20,20,7
1,31,3107,2,1092,309,,1,7,1,,9,1,
1,31,3107,2,1092,310,,1,3,4,,3,1,0
1,31,3107,2,1092,311,,1,7,,,100,55,20
1,31,3107,2,1092,312,,2,,,,,,
1,31,3107,2,1092,313,,1,5,1,,30,,26
1,31,3107,2,1092,314,,2,,,,,,
1,31,3107,2,1092,315,,2,,,,,,
1,31,3109,2,1026,301,,2,,,,,,
1,31,3109,2,1026,302,,2,,,,,,
1,31,3109,2,1026,303,,2,,,,,,
1,31,3109,2,1026,304,,1,6,2,,130,130,47
1,31,3109,2,1026,305,,1,6,3,,130,130,40
1,31,3109,2,1026,306,,1,7,2,,60,16,32
1,31,3109,2,1026,307,,1,7,2,,30,3,6
1,31,3109,2,1026,308,,2,,,,,,
1,31,3109,2,1026,309,,2,,,,,,
1,31,3109,2,1026,310,,1,5,1,,5,1,1
1,31,3109,2,1026,311,,1,4,1,,70,25,10
1,31,3109,2,1026,312,,2,,,,,,
1,31,3109,2,1026,313,,1,3,,,21,0,5
1,31,3109,2,1026,314,,2,,,,,,
1,31,3109,2,1026,315,,2,,,,,,
1,31,3111,2,2966,301,,2,,,,,,
1,31,3111,2,2966,302,,2,,,,,,
1,31,3111,2,2966,303,,2,,,,,,
1,31,3111,2,2966,304,,2,,,,,,
1,31,3111,2,2966,305,,1,2,2,,30,30,18
1,31,3111,2,2966,306,,1,1,2,,40,7,2
1,31,3111,2,2966,307,,2,,,,,,
1,31,3111,2,2966,308,,2,,,,,,
1,31,3111,2,2966,309,,2,,,,,,
1,31,3111,2,2966,310,,2,,,,,,
1,31,3111,2,2966,311,,1,2,2,,145,45,15
1,31,3111,2,2966,312,,2,,,,,,
1,31,3111,2,2966,313,,1,1,2,,20,0,12
1,31,3111,2,2966,314,,2,,,,,,
1,31,3111,2,2966,315,,2,,,,,,
1,31,3112,2,350,301,,2,,,,,,
1,31,3112,2,350,302,,2,,,,,,
1,31,3112,2,350,303,,2,,,,,,
1,31,3112,2,350,304,,2,,,,,,
1,31,3112,2,350,305,,1,5,1,,12,12,2
1,31,3112,2,350,306,,1,7,4,,40,0,10
1,31,3112,2,350,307,,1,2,4,,60,25,25
1,31,3112,2,350,308,,1,5,5,,50,20,18
1,31,3112,2,350,309,,2,,,,,,
1,31,3112,2,350,310,,1,7,,,40,30,25
1,31,3112,2,350,311,,1,7,1,,20,5,15
1,31,3112,2,350,312,,2,,,,,,
1,31,3112,2,350,313,,1,2,1,,8,0,8
1,31,3112,2,350,314,,2,,,,,,
1,31,3112,2,350,315,,2,,,,,,
1,31,3113,2,332,301,,1,5,3,,15,5,2
1,31,3113,2,332,302,,1,5,1,,50,30,10
1,31,3113,2,332,303,,2,,,,,,
1,31,3113,2,332,304,,1,7,2,,156,90,50
1,31,3113,2,332,305,,1,3,3,,150,150,40
1,31,3113,2,332,306,,1,1,3,,300,130,99
1,31,3113,2,332,307,,1,4,2,,700,400,99
1,31,3113,2,332,308,,1,4,3,,40,25,15
1,31,3113,2,332,309,,1,1,3,,15,5,2
1,31,3113,2,332,310,,1,1,3,,15,4,3
1,31,3113,2,332,311,,1,1,3,,15,5,2
1,31,3113,2,332,312,,2,,,,,,
1,31,3113,2,332,313,,1,1,1,,20,0,0
1,31,3113,2,332,314,,2,,,,,,
1,31,3113,2,332,315,"LIKE MINDS GROUP",1,1,3,,5,0,0
1,31,3115,2,680,301,,1,1,3,,5,1,1
1,31,3115,2,680,302,,2,,,,,,
1,31,3115,2,680,303,,2,,,,,,
1,31,3115,2,680,304,,1,3,1,,30,17,4
1,31,3115,2,680,305,,1,1,2,,14,14,2
1,31,3115,2,680,306,,1,1,2,,45,10,21
1,31,3115,2,680,307,,1,3,2,,200,15,99
1,31,3115,2,680,308,,1,1,6,,20,12,8
1,31,3115,2,680,309,,2,,,,,,
1,31,3115,2,680,310,,2,,,,,,
1,31,3115,2,680,311,,1,1,4,,254,11,3
1,31,3115,2,680,312,,2,,,,,,
1,31,3115,2,680,313,,1,1,1,,13,0,7
1,31,3115,2,680,314,,2,,,,,,
1,31,3115,2,680,315,,2,,,,,,
1,31,3116,2,1344,301,,1,23,2,,40,,20
1,31,3116,2,1344,302,,2,,,,,,
1,31,3116,2,1344,303,,2,,,,,,
1,31,3116,2,1344,304,,1,6,2,,21,10,27
1,31,3116,2,1344,305,,1,6,1,,100,100,30
1,31,3116,2,1344,306,,1,7,3,,80,,77
1,31,3116,2,1344,307,,1,4,1,,200,100,82
1,31,3116,2,1344,308,,1,4,5,,90,60,20
1,31,3116,2,1344,309,,1,12,,,40,10,30
1,31,3116,2,1344,310,,1,10,1,,50,10,15
1,31,3116,2,1344,311,,1,2,3,,100,50,80
1,31,3116,2,1344,313,,1,6,2,,30,0,0
5,32,3201,2,2034,301,,1,2,2,,10,,
5,32,3201,2,2034,302,,1,6,2,,60,28,9
5,32,3201,2,2034,303,,1,3,2,,30,12,10
5,32,3201,2,2034,304,,1,2,2,,15,5,4
5,32,3201,2,2034,305,,1,4,2,,300,300,25
5,32,3201,2,2034,306,,1,1,2,,75,28,25
5,32,3201,2,2034,307,,1,5,1,,120,400,38
5,32,3201,2,2034,308,,1,5,2,,280,80,20
5,32,3201,2,2034,309,,2,,,,,,
5,32,3201,2,2034,310,,1,1,2,,4,1,
5,32,3201,2,2034,311,,1,4,2,,200,75,30
5,32,3201,2,2034,312,,1,1,2,,18,5,7
5,32,3201,2,2034,313,,1,1,2,,20,2,2
5,32,3201,2,2034,314,,2,,,,,,
5,32,3201,2,2034,315,,2,,,,,,
5,32,3202,2,84,301,,1,1,2,,21,6,2
5,32,3202,2,84,302,,2,,,,,,
5,32,3202,2,84,303,,2,,,,,,
5,32,3202,2,84,304,,2,,,,,,
5,32,3202,2,84,305,,1,5,2,,450,450,12
5,32,3202,2,84,306,,1,3,2,,480,120,28
5,32,3202,2,84,307,,1,5,1,,650,245,20
5,32,3202,2,84,308,,1,3,2,,165,48,94
5,32,3202,2,84,309,,2,,,,,,
5,32,3202,2,84,310,,2,,,,,,
5,32,3202,2,84,311,,1,4,2,,320,52,30
5,32,3202,2,84,312,,2,,,,,,
5,32,3202,2,84,313,,1,1,2,,20,3,12
5,32,3202,2,84,314,,2,,,,,,
5,32,3202,2,84,315,,2,,,,,,
5,32,3203,2,2644,301,,1,1,2,,11,3,1
5,32,3203,2,2644,302,,2,,,,,,
5,32,3203,2,2644,303,,2,,,,,,
5,32,3203,2,2644,304,,2,,,,,,
5,32,3203,2,2644,305,,1,6,1,,420,420,22
5,32,3203,2,2644,306,,1,6,2,,680,180,42
5,32,3203,2,2644,307,,1,1,1,,750,190,13
5,32,3203,2,2644,308,,1,4,2,,340,150,65
5,32,3203,2,2644,309,,2,,,,,,
5,32,3203,2,2644,310,,2,,,,,,
5,32,3203,2,2644,311,,2,,,,,,
5,32,3203,2,2644,312,,2,,,,,,
5,32,3203,2,2644,313,,1,1,2,,11,2,1
5,32,3203,2,2644,314,,2,,,,,,
5,32,3203,2,2644,315,,2,,,,,,
5,32,3204,1,346,301,,1,1,2,,13,3,2
5,32,3204,1,346,302,,1,1,2,,15,,
5,32,3204,1,346,303,,2,,,,,,
5,32,3204,1,346,304,,2,,,,,,
5,32,3204,1,346,305,,1,4,2,,230,230,42
5,32,3204,1,346,306,,1,3,2,,300,105,10
5,32,3204,1,346,307,,1,5,1,,800,240,30
5,32,3204,1,346,308,,1,3,2,,200,80,10
5,32,3204,1,346,309,,2,,,,,,
5,32,3204,1,346,310,,2,,,,,,
5,32,3204,1,346,311,,2,,,,,,
5,32,3204,1,346,312,,2,,,,,,
5,32,3204,1,346,313,,1,1,2,,20,3,5
5,32,3204,1,346,314,,2,,,,,,
5,32,3204,1,346,315,,2,,,,,,
5,32,3206,2,276,301,,1,1,2,,20,5,2
5,32,3206,2,276,302,,1,5,2,,50,10,8
5,32,3206,2,276,303,,2,,,,,,
5,32,3206,2,276,304,,2,,,,,,
5,32,3206,2,276,305,,1,1,2,,120,120,65
5,32,3206,2,276,306,,1,1,1,,200,55,42
5,32,3206,2,276,307,,1,15,1,,250,800,84
5,32,3206,2,276,308,,1,2,2,,80,25,35
5,32,3206,2,276,309,,1,1,2,,20,6,6
5,32,3206,2,276,310,,1,1,2,,10,4,2
5,32,3206,2,276,311,,1,4,2,,140,60,50
5,32,3206,2,276,312,,2,,,,,,
5,32,3206,2,276,313,,2,,,,,,
5,32,3206,2,276,314,,2,,,,,,
5,32,3206,2,276,315,,2,,,,,,
5,32,3207,2,1464,301,,1,1,2,,11,3,2
5,32,3207,2,1464,302,,2,,,,,,
5,32,3207,2,1464,303,,2,,,,,,
5,32,3207,2,1464,304,,2,,,,,,
5,32,3207,2,1464,305,,1,3,2,,145,145,32
5,32,3207,2,1464,306,,1,1,2,,400,102,21
5,32,3207,2,1464,307,,1,3,1,,620,215,18
5,32,3207,2,1464,308,,1,3,2,,250,58,10
5,32,3207,2,1464,309,,2,,,,,,
5,32,3207,2,1464,310,,2,,,,,,
5,32,3207,2,1464,311,,2,,,,,,
5,32,3207,2,1464,312,,2,,,,,,
5,32,3207,2,1464,313,,2,,,,,,
5,32,3207,2,1464,314,,2,,,,,,
5,32,3207,2,1464,315,,2,,,,,,
5,32,3208,2,2244,301,,1,1,2,,12,4,3
5,32,3208,2,2244,302,,1,4,2,,50,15,8
5,32,3208,2,2244,303,,2,,,,,,
5,32,3208,2,2244,304,,1,1,2,,11,3,2
5,32,3208,2,2244,305,,1,15,2,,170,170,60
5,32,3208,2,2244,306,,1,12,2,,190,700,90
5,32,3208,2,2244,307,,1,10,1,,240,800,10
5,32,3208,2,2244,308,,1,14,2,,850,240,30
5,32,3208,2,2244,309,,1,1,2,,13,5,4
5,32,3208,2,2244,310,,1,1,2,,15,6,2
5,32,3208,2,2244,311,,1,10,2,,260,80,20
5,32,3208,2,2244,312,,1,5,2,,50,18,10
5,32,3208,2,2244,313,,1,1,1,,18,2,14
5,32,3208,2,2244,314,,2,,,,,,
5,32,3208,2,2244,315,,2,,,,,,
5,32,3209,1,1208,301,,1,1,2,,20,4,2
5,32,3209,1,1208,302,,2,,,,,,
5,32,3209,1,1208,303,,2,,,,,,
5,32,3209,1,1208,304,,2,,,,,,
5,32,3209,1,1208,305,,1,1,2,,340,0,40
5,32,3209,1,1208,306,,1,1,2,,14,0,14
5,32,3209,1,1208,307,,1,18,6,"WHEN NECESSARY",100,300,40
5,32,3209,1,1208,308,,2,,,,,,
5,32,3209,1,1208,309,,2,,,,,,
5,32,3209,1,1208,310,,1,1,3,,8,,
5,32,3209,1,1208,311,,1,1,3,,150,20,0
5,32,3209,1,1208,312,,2,,,,,,
5,32,3209,1,1208,313,,2,,,,,,
5,32,3209,1,1208,314,,2,,,,,,
5,32,3209,1,1208,315,,2,,,,,,
5,32,3210,2,1692,301,,1,1,2,,8,,
5,32,3210,2,1692,302,,2,,,,,,
5,32,3210,2,1692,303,,2,,,,,,
5,32,3210,2,1692,304,,2,,,,,,
5,32,3210,2,1692,305,,1,16,6,"FORTNIGHT",200,,20
5,32,3210,2,1692,306,,1,1,2,,200,,10
5,32,3210,2,1692,307,,1,4,6,"DAILY",150,200,80
5,32,3210,2,1692,308,,1,5,2,,300,100,18
5,32,3210,2,1692,309,,2,,,,,,
5,32,3210,2,1692,310,,1,1,3,,16,,
