"zone","state","lga","sector","ea","hhid","indiv","s4aq1","s4aq2a","s4aq2b","s4aq2c","s4aq3","s4aq4","s4aq5","s4aq6a","s4aq6b","s4aq6c","s4aq7a","s4aq7b","s4aq7c","s4aq8a","s4aq8b","s4aq8c","s4aq9","s4aq10","s4aq11a","s4aq11b","s4aq12a","s4aq12b","s4aq13","s4aq14","s4aq15","s4aq16","s4aq17","s4aq18","s4aq19","s4aq20","s4aq20b","s4aq21","s4aq22a","s4aq22b","s4aq22c","s4aq22d","s4aq22e","s4aq23","s4aq24","s4aq25","s4aq26","s4aq27","s4aq28","s4aq29","s4aq30","s4aq31","s4aq32","s4aq33","s4aq34","s4aq35","s4aq35b","s4aq35c","s4aq36","s4aq36b","s4aq37","s4aq38","s4aq39","s4aq40","s4aq41","s4aq42","s4aq43","s4aq44a","s4aq44b","s4aq45a","s4aq45b","s4aq46","s4aq47","s4aq48","s4aq49","s4aq50","s4aq51","s4aq52","s4aq53","s4aq54","s4aq54b","trackingobs"
1,25,2511,2,1424,250063,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250063,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250063,3,1,6,,,1,1,4,2,,,5,,,7,,,2400,100,,20,,10,1,1800,2,,,1,500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250063,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,300,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250063,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,400,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,2.5,31,1,,0
1,25,2511,2,1424,250063,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,650,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,1.39999997615814,26,1,,0
1,25,2511,2,1424,250064,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250064,2,1,2,,,1,1,2,2,,,5,,,7,,,50,0,,10,,5,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,1,1,1,2,,,,,,,0
1,25,2511,2,1424,250064,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,23.5,38,1,,0
1,25,2511,2,1424,250064,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,21.3999996185303,34,1,,0
1,25,2511,2,1424,250064,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250064,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250064,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250064,8,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250064,9,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,2,2,2,2,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,18.2000007629395,24,1,,0
1,25,2511,2,1424,250065,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250065,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250065,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,150,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250065,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250065,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,120,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250065,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,80,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250065,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,140,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250065,8,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,60,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250066,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,3,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250066,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,3,1,1,0,0,0,1,2,,,,,,,,,,0
1,25,2511,2,1424,250066,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250066,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250066,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250066,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,2,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250066,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1000,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250067,1,2,,,,3,,,,,,,,,,,,,,,,,,1,600,2,,,1,1000,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250067,2,2,,,,3,,,,,,,,,,,,,,,,,,1,200,2,,,1,400,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,5,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250067,3,2,,,,3,,,,,,,,,,,,,,,,,,1,300,2,,,1,700,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250067,4,2,,,,3,,,,,,,,,,,,,,,,,,1,200,2,,,1,600,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250067,5,2,,,,3,,,,,,,,,,,,,,,,,,1,200,2,,,1,600,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,4,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250067,6,2,,,,3,,,,,,,,,,,,,,,,,,1,400,2,,,1,700,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250067,7,2,,,,3,,,,,,,,,,,,,,,,,,1,450,2,,,1,900,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250067,8,2,,,,3,,,,,,,,,,,,,,,,,,1,350,2,,,1,600,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,6,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250067,9,2,,,,3,,,,,,,,,,,,,,,,,,1,300,2,,,1,600,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250067,10,2,,,,3,,,,,,,,,,,,,,,,,,1,300,2,,,1,700,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250067,11,2,,,,3,,,,,,,,,,,,,,,,,,1,300,2,,,1,750,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250067,12,2,,,,3,,,,,,,,,,,,,,,,,,1,300,2,,,1,800,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250067,13,2,,,,3,,,,,,,,,,,,,,,,,,1,250,2,,,1,450,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250067,14,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,150,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250067,15,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250067,16,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250067,17,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250067,18,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,150,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250067,19,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,3.40000009536743,31,1,,0
1,25,2511,2,1424,250068,1,1,6,,,1,1,2,4,,,5,,,7,,,0,0,,20,,,1,1200,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250068,2,1,6,,,1,1,3,4,,,5,,,7,,,,,,20,,,1,800,1,1,0,1,1500,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250068,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,1,1500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250068,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,1,1000,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250068,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,1,1000,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250068,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,1,2000,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250068,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,1,1500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250068,8,1,1,,,1,1,3,4,,,5,,,7,,,0,0,,20,,,1,7500,1,1,,1,1500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,1,2,,,,,,,,,,0
1,25,2511,2,1424,250068,9,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,1,1500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250068,10,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,1,1500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250068,11,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,1,1500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,15,32,1,,0
1,25,2511,2,1424,250068,12,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,,1,1500,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,7,25,1,,0
1,25,2511,2,1424,250068,13,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,2,2,2,2,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250068,14,1,6,,,1,2,,4,,,5,,,7,,,0,0,,15,,10,1,500,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,4,16,1,,0
1,25,2511,2,1424,250068,15,1,6,,,1,2,,4,,,5,,,7,,,0,0,,15,,10,1,650,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,5,17,1,,0
1,25,2511,2,1424,250069,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,150,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250069,2,1,6,,,1,1,2,2,,,5,,,7,,,4500,,,,,,1,6000,2,,,1,7000,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,2,3,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250069,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,400,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250069,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250069,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,150,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250069,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250069,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250069,8,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,80,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,0
1,25,2511,2,1424,250069,9,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,1,1,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250069,10,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,150,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250069,11,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250069,12,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,0
1,25,2511,2,1424,250069,13,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,400,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,0
1,25,2511,2,1424,250069,14,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250069,15,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250069,16,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,300,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,0
1,25,2511,2,1424,250069,17,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,320,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,2,,,,,,,,,,,,,,,0
1,25,2511,2,1424,250069,18,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,150,3,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,0
1,25,2511,2,1424,250070,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250070,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,0,0,0,2,,,,,,,,,,0
1,25,2511,2,1424,250070,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250070,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250070,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250070,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,25,2511,2,1424,250070,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,26,2606,1,516,260001,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,500,1,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,1,0,0,2,,,,,,,,,,0
1,26,2606,1,516,260001,2,2,,,,1,2,,8,7,,4,3,,7,,,0,0,,10,,15,1,350,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,17.3500003814697,104,1,,0
1,26,2606,1,516,260002,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,21000,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,2,2,,,,,,,,,,,2,,,,,0
1,26,2606,1,516,260002,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,24000,1,15000,2,,0,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,1,2,1,1,1,2,1,1,2,,,,,2,,,,,0
1,26,2606,1,516,260002,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,9500,1,3000,3,,0,2,2,2,1,2,1,,1,,1,,1,,2,0,1,,3,3,3,1,,4,,,,,,,,,,,,,,,,2,,,,,0
1,26,2606,1,516,260002,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,1,1,9500,1,3000,3,,0,2,2,2,2,2,1,,1,,1,,1,,2,0,1,,3,3,3,1,,4,,,,,,,,,,,,,,,,1,15.8999996185303,99.5,1,,0
1,26,2606,1,516,260002,5,1,8,,,3,,,,,,,,,,,,,,,,,,2,,1,1,0,1,1600,3,,0,2,2,2,2,2,1,,1,,1,,4,0,4,0,4,0,4,4,4,1,,4,,,,,,,,,,,,,,,,1,6.69999980926514,67.1999969482422,1,,0
1,26,2606,1,516,260003,1,1,,,,3,,,,,,,,,,,,,,,,,,1,300,2,,,1,4500,1,,4500,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,,,2,,2,,,,,,,,,,,2,,,,,0
1,26,2606,1,516,260004,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,1,1,0,1,0,1,2,,,,,,,,,,0
1,26,2606,1,516,260004,2,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,2,,,,,,,,,,,,,,,,0
1,26,2606,1,516,260004,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,2,,,,,,,,,,,,,,,,0
1,26,2606,1,516,260004,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,2,,,,,,,,,,,,,,,,0
1,26,2606,1,516,260004,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,2,,,,,,,,,,,,,,,,0
1,26,2606,1,516,260004,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,2,,2,,,,,,,,,,,,,,,,0
1,26,2606,1,516,260004,7,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,2,,,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,2,1,,1,,2,,,,,,,,,,,,,,,,0
1,26,2606,1,516,260005,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,400,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,2,,,,,0
1,26,2606,1,516,260005,2,2,,,,1,1,8,2,,,5,,,7,,,150,200,,20,,5,1,500,2,,,1,500,2,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,1,1,,2,,1,1,1,0,0,0,1,1,3,1,2,,,,,,0
1,26,2606,1,516,260005,3,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,200,3,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
1,26,2606,1,516,260005,4,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,3,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,0
1,26,2606,1,516,260005,5,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,100,3,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,16.3700008392334,101.199996948242,1,,0
1,26,2606,1,516,260005,6,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,500,3,,,2,2,1,1,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,1,15.6400003433228,105,1,,0
1,26,2606,1,516,260006,1,2,,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1500,1,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,2,,,,,,,,,,,,,,,,0
1,26,2606,1,516,260006,2,1,2,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,2000,2,,,1,1,1,1,1,1,,1,,1,,1,,1,,1,,,,,,,4,,,2,,1,1,0,2,,,2,,,,,,,,,,0
1,26,2606,1,516,260006,3,1,6,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1000,3,,,1,1,1,1,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
1,26,2606,1,516,260006,4,1,6,,,3,,,,,,,,,,,,,,,,,,2,,2,,,1,1000,3,,,2,1,1,1,2,1,,1,,1,,1,,1,,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0
