"zone","state","lga","sector","ea","hhid","indiv","s3bq1a","s3bq1b","s3bq1c","s3bsept10","s3bq1d","s3bq1e","s3bq1f","s3boct10","s3bq1g","s3bq1h","s3bq1i","s3bnov10","s3bq1j","s3bq1k","s3bq1l","s3bdec10","s3bq1m","s3bq1n","s3bq1o","s3bjan11","s3bq1p","s3bq1q","s3bq1r","s3bfeb11","trackingobs"
2,15,1508,2,1682,150013,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150013,7,,,,,,,,,1,,,,,,,,,,,,1,,,,0
2,15,1508,2,1682,150013,8,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150013,9,,,,,,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150014,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150014,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150014,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150014,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150014,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150015,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150016,1,11,1,,,11,1,,,11,1,,,11,1,,,11,1,,,11,1,,,0
2,15,1508,2,1682,150016,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150016,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150016,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150016,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150017,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150017,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150018,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150018,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150019,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150020,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150020,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150020,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150020,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150020,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1508,2,1682,150020,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150021,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,15,1511,2,1938,150021,2,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150021,10,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150022,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,15,1511,2,1938,150022,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
2,15,1511,2,1938,150023,1,12,,,,12,,,,12,,,,12,,,,12,,,,12,,,,0
2,15,1511,2,1938,150023,2,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150023,7,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150024,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,15,1511,2,1938,150025,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150026,1,1,7,,,1,7,,,1,7,,,1,7,,,1,7,,,1,7,,,0
2,15,1511,2,1938,150026,2,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150026,3,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,0
2,15,1511,2,1938,150026,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150026,5,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150027,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150027,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150027,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150028,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,15,1511,2,1938,150028,2,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150028,8,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150028,9,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150029,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,15,1511,2,1938,150029,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
2,15,1511,2,1938,150029,3,7,,,,7,,,,7,,,,7,,,,7,,,,7,,,,0
2,15,1511,2,1938,150029,6,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1511,2,1938,150030,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150030,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150030,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150030,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150030,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150030,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150030,7,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150030,8,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150030,9,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1511,2,1938,150030,10,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150031,1,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,0
2,15,1502,2,590,150032,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150032,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150032,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150032,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150032,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150032,8,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150033,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150034,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150034,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150035,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150036,1,13,,,,13,,,,13,,,,13,,,,13,,,,13,,,,0
2,15,1502,2,590,150037,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,7,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,8,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,9,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,10,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150038,11,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150039,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150040,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1502,2,590,150040,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1510,2,616,150041,1,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,0
2,15,1510,2,616,150042,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,15,1510,2,616,150043,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1510,2,616,150043,2,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1510,2,616,150044,1,1,7,,,1,7,,,1,7,,,1,7,,,1,7,,,1,7,,,0
2,15,1510,2,616,150044,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1510,2,616,150045,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1510,2,616,150046,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1510,2,616,150046,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
2,15,1510,2,616,150047,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1510,2,616,150047,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
2,15,1510,2,616,150048,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1510,2,616,150049,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1510,2,616,150050,1,1,6,,,1,6,,,1,6,,,1,6,,,1,6,,,1,6,,,0
2,15,1507,2,458,150051,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150051,2,12,1,,,12,1,,,12,1,,,12,1,,,12,1,,,12,1,,,0
2,15,1507,2,458,150051,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150051,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150051,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150051,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150052,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,15,1507,2,458,150052,2,11,1,,,11,1,,,11,1,,,11,1,,,11,1,,,11,1,,,0
2,15,1507,2,458,150053,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150054,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150054,2,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,0
2,15,1507,2,458,150055,1,11,1,,,11,1,,,11,1,,,11,1,,,11,1,,,11,1,,,0
2,15,1507,2,458,150056,1,1,7,,,1,7,,,1,7,,,1,7,,,1,7,,,1,7,,,0
2,15,1507,2,458,150057,1,1,10,,,1,10,,,1,10,,,1,10,,,1,10,,,1,10,,,0
2,15,1507,2,458,150057,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150057,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150057,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150057,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150057,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150058,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1507,2,458,150059,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,15,1507,2,458,150060,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150062,1,12,1,,,12,1,,,12,1,,,12,1,,,12,1,,,12,1,,,0
2,15,1503,2,634,150063,1,1,10,,,1,10,,,1,10,,,1,10,,".",1,10,,,1,10,,,0
2,15,1503,2,634,150063,2,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
2,15,1503,2,634,150064,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150064,2,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1503,2,634,150064,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150064,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150064,5,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1503,2,634,150064,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150064,7,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150064,8,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150064,9,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150064,10,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150064,11,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1503,2,634,150064,12,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150065,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150065,2,3,,,,3,,,,3,,,,3,,,,3,,,,3,,,,0
2,15,1503,2,634,150066,1,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,0
2,15,1503,2,634,150066,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1503,2,634,150067,1,12,1,,,12,1,,,12,1,,,12,1,,,12,1,,,12,1,,,0
2,15,1503,2,634,150068,1,12,1,,,12,1,,,12,1,,,12,1,,,12,1,,,12,1,,,0
2,15,1503,2,634,150069,1,1,12,,,1,12,,,1,12,,,1,12,,,1,12,,,1,12,,,0
2,15,1503,2,634,150069,2,13,,,,13,,,,13,,,,13,,,,13,,,,13,,,,0
2,15,1503,2,634,150070,1,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,0
2,15,1503,2,634,150070,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1506,1,148,150072,1,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
2,15,1506,1,148,150072,8,13,,,,13,,,,13,,,,13,,,,13,,,,13,,,,0
2,15,1506,1,148,150073,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,15,1506,1,148,150073,2,14,,,,14,,,,14,,,,14,,,,8,,,,8,,,,0
2,15,1506,1,148,150074,1,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
2,15,1506,1,148,150075,2,10,10,10,,10,10,10,,10,10,10,,10,,,,,,,,,,,,0
2,15,1506,1,148,150076,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,15,1506,1,148,150077,1,1,1,1,,1,1,1,,1,1,1,,1,,,,,,,,,,,,0
2,15,1506,1,148,150077,3,8,8,8,,8,8,8,,8,8,8,,8,8,8,,8,8,8,,8,8,8,,0
2,15,1506,1,148,150077,4,1,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,0
2,15,1506,1,148,150077,5,1,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,0
2,15,1506,1,148,150077,6,1,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,0
2,15,1506,1,148,150077,7,1,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,0
2,15,1506,1,148,150077,8,1,1,1,,1,1,1,,1,1,1,,,,,,,,,,,,,,0
2,15,1506,1,148,150078,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,0
2,15,1506,1,148,150079,1,11,11,11,,11,11,11,,11,11,11,,11,11,11,,11,11,11,,11,11,11,,0
2,15,1506,1,148,150079,3,11,11,11,,11,11,11,,11,11,11,,11,11,11,,11,11,11,,11,11,11,,0
2,15,1506,1,148,150080,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,15,1506,1,148,150080,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,15,1506,1,148,150080,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,15,1506,1,148,150080,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,15,1506,1,148,150080,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,15,1506,1,148,150080,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,15,1506,1,148,150080,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,15,1506,1,148,150080,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,15,1506,1,148,150080,9,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1626,2,1546,160001,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,0
4,16,1626,2,1546,160001,2,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,0
4,16,1626,2,1546,160001,3,3,3,3,,3,3,3,,3,3,3,,3,3,3,,3,3,3,,3,3,3,,0
4,16,1626,2,1546,160001,4,14,14,14,,14,14,14,,14,14,14,,14,14,14,,14,14,14,,14,14,14,,0
4,16,1626,2,1546,160001,5,14,14,14,,14,14,14,,14,14,14,,14,14,14,,14,14,14,,14,14,14,,0
4,16,1626,2,1546,160003,1,4,5,6,,4,5,6,,4,5,6,,4,5,6,,4,5,6,,4,5,6,,0
4,16,1626,2,1546,160003,2,3,8,10,,3,8,10,,3,8,10,,3,8,10,,3,8,10,,3,8,10,,0
4,16,1626,2,1546,160004,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1626,2,1546,160005,1,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,,0
4,16,1626,2,1546,160005,2,12,,,,12,,,,12,,,,12,,,,12,,,,12,,,,0
4,16,1626,2,1546,160006,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1626,2,1546,160007,1,10,12,13,,13,12,10,,12,10,13,,10,12,13,,10,13,12,,10,12,13,,0
4,16,1626,2,1546,160008,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1626,2,1546,160008,2,1,11,,,1,11,,,1,11,,,1,11,,,1,11,,,1,11,,,0
4,16,1626,2,1546,160009,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1626,2,1546,160010,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
4,16,1626,2,1546,160010,2,12,,,,12,,,,10,,,,10,,,,10,,,,10,,,,0
4,16,1610,2,1006,160011,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1610,2,1006,160011,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1610,2,1006,160011,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1610,2,1006,160011,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1610,2,1006,160011,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1610,2,1006,160012,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1610,2,1006,160012,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1610,2,1006,160012,3,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1610,2,1006,160013,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1610,2,1006,160013,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1624,1,286,160014,1,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,,0
4,16,1624,1,286,160014,2,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,0
4,16,1624,1,286,160014,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1606,2,590,160015,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1606,2,590,160016,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1606,2,590,160016,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1606,2,590,160016,3,,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1606,2,590,160016,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1606,2,590,160016,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1606,2,590,160016,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1606,2,590,160016,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160017,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1624,1,136,160017,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160017,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160018,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1624,1,136,160018,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1624,1,136,160018,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160018,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160018,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160018,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160018,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160018,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160018,9,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160019,1,14,,,,14,,,,14,,,,14,,,,14,,,,11,4,,,0
4,16,1624,1,136,160019,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1624,1,136,160019,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1622,2,18,160020,1,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,,0
4,16,1622,2,18,160020,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1622,2,18,160020,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1612,2,414,160021,1,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
4,16,1612,2,414,160021,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1612,2,414,160021,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1612,2,414,160021,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1612,2,414,160021,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1622,2,18,160022,1,7,,,,7,,,,7,,,,7,,,,7,,,,7,,,,0
4,16,1622,2,18,160022,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1622,2,18,160022,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1622,2,18,160022,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1622,2,18,160022,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1622,2,18,160022,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1622,2,18,160022,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1622,2,18,160022,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1622,2,18,160023,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1622,2,18,160023,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1624,1,136,160024,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1624,1,136,160024,2,8,1,,,8,1,,,8,1,,,8,1,,,8,,,,8,,,,0
4,16,1624,1,136,160025,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1624,1,136,160025,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1602,2,1576,160026,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1602,2,1576,160026,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1608,2,1104,160027,1,6,,,,6,,,,6,,,,6,,,,6,,,,6,,,,0
4,16,1608,2,1104,160027,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1608,2,1104,160027,3,5,,,,5,,,,5,,,,5,,,,5,,,,5,,,,0
4,16,1624,1,286,160028,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1624,1,286,160028,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1624,1,286,160030,1,16,,,,16,,,,16,,,,16,,,,16,,,,16,,,,0
4,16,1624,1,286,160030,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1624,1,286,160030,3,15,,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
4,16,1624,1,286,160030,4,15,,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
4,16,1624,1,286,160030,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,286,160030,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,286,160030,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,286,160030,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,16,1624,1,136,160032,1,10,,6,,6,,10,,10,,,,10,6,,,10,6,,,10,,,,0
4,16,1624,1,136,160032,2,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
4,16,1624,1,136,160033,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,0
4,16,1624,1,136,160033,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,16,1624,1,136,160033,3,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,16,1622,2,18,160034,1,,,,,,,,,,,,,,,,,1,,,,1,,,,0
4,16,1622,2,18,160034,2,7,,,,7,,,,7,,,,7,,,,7,,,,7,,,,0
4,16,1622,2,18,160034,3,,,,,,,,,,,,,10,,,,10,,,,10,,,,0
4,16,1622,2,18,160034,4,,,,,,,,,,,,,,,,,1,,,,1,,,,0
4,16,1624,1,136,160035,1,7,,,,7,,,,7,,,,7,,,,7,,,,7,,,,0
4,16,1624,1,136,160035,2,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
4,16,1624,1,136,160036,1,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
