"zone","state","lga","sector","ea","hhid","indiv","s3bq1a","s3bq1b","s3bq1c","s3bsept10","s3bq1d","s3bq1e","s3bq1f","s3boct10","s3bq1g","s3bq1h","s3bq1i","s3bnov10","s3bq1j","s3bq1k","s3bq1l","s3bdec10","s3bq1m","s3bq1n","s3bq1o","s3bjan11","s3bq1p","s3bq1q","s3bq1r","s3bfeb11","trackingobs"
4,1,107,2,1044,10064,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10065,2,1,,,,1,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10065,3,1,,,,1,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10065,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10065,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10065,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10066,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10066,2,1,,,,1,,,,1,,,,14,,,,1,,,,1,,,,0
4,1,107,2,1044,10066,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10066,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10066,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10066,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10067,1,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10067,2,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10067,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10067,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10067,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10067,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10068,1,14,,,,14,,,,14,,,,14,,,,1,,,,1,,,,0
4,1,107,2,1044,10068,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,107,2,1044,10068,3,6,,,,6,,,,6,,,,6,,,,6,,,,6,,,,0
4,1,107,2,1044,10068,4,14,,,,14,,,,14,,,,14,,,,8,,,,8,,,,0
4,1,107,2,1044,10069,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,107,2,1044,10069,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,107,2,1044,10069,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10069,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10069,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10069,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10069,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10070,1,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
4,1,107,2,1044,10070,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,107,2,1044,10070,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10070,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10070,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10070,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10070,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10070,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,107,2,1044,10070,9,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10071,1,1,,,,1,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10071,2,1,,,,1,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10071,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10071,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10072,1,1,,,,1,,,,7,,,,7,,,,7,,,,7,,,,0
4,1,117,2,560,10072,2,1,,,,1,,,,8,,,,8,,,,8,,,,8,,,,0
4,1,117,2,560,10072,3,14,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,1,117,2,560,10072,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10072,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10073,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,117,2,560,10074,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,117,2,560,10074,2,7,,,,7,,,,7,,,,7,,,,7,,,,7,,,,0
4,1,117,2,560,10074,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10075,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,117,2,560,10076,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10076,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,117,2,560,10077,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10077,2,9,,,,9,,,,9,,,,9,,,,9,,,,9,,,,0
4,1,117,2,560,10078,1,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,0
4,1,117,2,560,10078,2,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,0
4,1,117,2,560,10078,4,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,0
4,1,117,2,560,10078,5,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,0
4,1,117,2,560,10078,6,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,14,1,,,0
4,1,117,2,560,10079,1,1,10,,,1,10,,,1,10,,,1,10,,,1,10,,,1,10,,,0
4,1,117,2,560,10079,2,1,14,,,1,14,,,1,14,,,1,14,,,1,14,,,1,14,,,0
4,1,117,2,560,10080,1,1,14,,,1,14,,,1,14,,,1,14,,,1,14,,,1,14,,,0
4,1,117,2,560,10080,2,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
4,1,117,2,560,10080,3,1,14,,,1,14,,,1,14,,,1,14,,,1,14,,,1,14,,,0
4,1,117,2,560,10080,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,117,2,560,10080,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10081,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,110,2,76,10082,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,110,2,76,10083,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,110,2,76,10083,2,10,,,,10,,,,10,,,,10,,,,10,,,,10,,,,0
4,1,110,2,76,10084,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,110,2,76,10084,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10084,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10085,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,110,2,76,10085,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10086,1,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10086,2,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10087,1,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10088,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,1,110,2,76,10088,2,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10088,3,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,1,110,2,76,10088,4,15,,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
4,1,110,2,76,10088,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10088,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10088,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,110,2,76,10089,1,14,14,,,14,14,,,14,14,,,14,14,,,14,14,,,14,14,,,0
4,1,110,2,76,10090,1,14,14,,,14,14,,,14,14,,,14,14,,,14,14,,,14,14,,,0
4,1,105,2,638,10091,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,105,2,638,10091,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,105,2,638,10091,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10091,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10092,1,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,1,105,2,638,10092,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10093,1,1,,,,1,,,,10,,,,10,,,,10,,,,10,,,,0
4,1,105,2,638,10094,1,1,,,,1,,,,5,,,,5,,,,5,,,,5,,,,0
4,1,105,2,638,10094,2,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10094,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10095,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10096,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10096,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,105,2,638,10096,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,105,2,638,10096,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10096,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10096,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10096,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10096,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10097,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,105,2,638,10097,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,105,2,638,10097,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,105,2,638,10097,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10097,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10097,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10097,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10097,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10097,9,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10098,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10099,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,105,2,638,10100,1,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,6,1,,,0
4,1,105,2,638,10100,2,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,8,1,,,0
4,1,105,2,638,10100,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10101,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10101,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10102,1,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10102,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
4,1,108,2,904,10102,3,15,15,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
4,1,108,2,904,10103,1,1,,,,1,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10103,2,1,,,,1,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10103,3,15,,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
4,1,108,2,904,10103,4,16,,,"ON NYSC",16,,,"ON NYSC",16,,,"ON NYSC",16,,,"ON NYSC",16,,,"ON NYSC",16,,,"ON NYSC",0
4,1,108,2,904,10103,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10103,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10104,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10104,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10105,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,108,2,904,10105,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10105,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10105,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10106,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,108,2,904,10106,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,108,2,904,10106,3,15,,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
4,1,108,2,904,10106,4,15,,,,15,,,,15,,,,15,,,,15,,,,15,,,,0
4,1,108,2,904,10106,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10106,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10107,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,108,2,904,10107,2,1,14,,,1,14,,,1,14,,,1,14,,,1,14,,,1,14,,,0
4,1,108,2,904,10107,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10107,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10107,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10107,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10108,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10108,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,108,2,904,10109,1,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,13,1,,,0
4,1,108,2,904,10109,2,10,1,,,10,1,,,10,1,,,10,1,,,10,1,,,10,1,,,0
4,1,108,2,904,10109,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10109,4,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10109,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10109,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10109,7,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10109,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10109,9,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
4,1,108,2,904,10110,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
4,1,108,2,904,10110,2,16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",0
4,1,108,2,904,10110,3,16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",0
4,1,108,2,904,10110,4,16,,,"APPRENTICESHIP3",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",16,,,"APPRENTICESHIP",0
4,1,108,2,904,10110,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,209,2,1040,20001,1,1,,,,1,,,,1,,,,1,,,,6,,,,6,,,,0
2,2,209,2,1040,20001,2,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,209,2,1040,20001,4,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,209,2,1040,20001,5,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,209,2,1040,20001,6,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,209,2,1040,20001,7,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,209,2,1040,20002,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,209,2,1040,20002,2,1,,,,1,,,,1,,,,1,,,,14,,,,14,,,,0
2,2,209,2,1040,20003,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,2,209,2,1040,20003,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20003,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20004,1,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,0
2,2,209,2,1040,20004,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20004,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20005,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,209,2,1040,20005,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20005,3,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
2,2,209,2,1040,20005,4,1,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,209,2,1040,20005,5,1,,,,,,,,,,,,,,,,,,,,,,,,0
2,2,209,2,1040,20005,6,11,,,,11,,,,11,,,,11,,,,11,,,,11,,,,0
2,2,209,2,1040,20006,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20006,2,1,,,,1,10,10,,1,10,10,,1,10,10,,1,10,10,,1,10,10,,0
2,2,209,2,1040,20006,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20006,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20006,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20006,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20006,7,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20006,8,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20007,1,7,1,,,7,1,,,7,1,,,7,1,,,7,1,,,7,1,,,0
2,2,209,2,1040,20007,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20007,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20007,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20007,5,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,209,2,1040,20007,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,209,2,1040,20008,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20008,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20008,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20008,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20008,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20009,1,1,,,,1,,,,1,,,,1,,,,1,,,,14,,,,0
2,2,209,2,1040,20009,2,1,,,,1,,,,1,,,,1,,,,1,,,,14,,,,0
2,2,209,2,1040,20009,3,1,,,,1,,,,1,,,,1,,,,1,,,,14,,,,0
2,2,209,2,1040,20009,4,1,,,,1,,,,1,,,,1,,,,1,,,,14,,,,0
2,2,209,2,1040,20009,5,1,,,,1,,,,1,,,,1,,,,1,,,,14,,,,0
2,2,209,2,1040,20009,6,1,,,,1,,,,1,,,,1,,,,1,,,,14,,,,0
2,2,209,2,1040,20009,7,1,,,,1,,,,1,,,,1,,,,1,,,,14,,,,0
2,2,209,2,1040,20009,8,1,,,,1,,,,1,,,,1,,,,1,,,,14,,,,0
2,2,209,2,1040,20010,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20010,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,209,2,1040,20010,3,1,11,,,1,11,,,1,11,,,1,11,,,1,11,,,1,11,,,0
2,2,209,2,1040,20010,4,1,11,,,1,11,,,1,11,,,1,11,,,1,11,,,1,11,,,0
2,2,209,2,1040,20010,5,1,11,,,1,11,,,1,11,,,1,11,,,1,11,,,1,11,,,0
2,2,221,2,18,20011,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,221,2,18,20011,2,1,16,,,1,16,,,1,16,,,1,16,,,1,16,11,,1,16,,,0
2,2,221,2,18,20012,1,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20012,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20012,3,1,,,,1,,,,1,,,,1,,,,14,,,,14,,,,0
2,2,221,2,18,20012,4,1,,,,1,,,,1,,,,1,,,,14,,,,14,,,,0
2,2,221,2,18,20012,5,1,,,,1,,,,1,,,,1,,,,14,,,,14,,,,0
2,2,221,2,18,20012,6,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20012,7,1,,,,1,,,,1,,,,1,,,,14,,,,14,,,,0
2,2,221,2,18,20012,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20012,9,1,,,,1,,,,1,,,,1,,,,14,,,,14,,,,0
2,2,221,2,18,20012,10,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20012,11,1,,,,1,,,,1,,,,1,,,,14,,,,14,,,,0
2,2,221,2,18,20012,12,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20013,1,1,8,,,1,8,,,1,8,,,8,,,,8,,,,8,,,,0
2,2,221,2,18,20013,2,8,,,,8,,,,8,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20013,4,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20013,5,1,,,,1,,,,1,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20014,1,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20014,3,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20014,4,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20014,5,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20014,6,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20014,11,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20014,12,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20015,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,2,221,2,18,20015,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20015,3,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20015,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,221,2,18,20015,5,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,221,2,18,20015,6,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,221,2,18,20015,7,12,,,,12,,,,12,,,,12,,,,12,,,,12,,,,0
2,2,221,2,18,20015,8,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20015,9,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20016,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,221,2,18,20016,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,221,2,18,20016,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,221,2,18,20017,1,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20017,2,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20017,6,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20017,7,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20017,8,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20017,9,1,,,,1,,,,1,,,,1,,,,,,,,,,,,0
2,2,221,2,18,20018,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,2,221,2,18,20018,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
2,2,221,2,18,20018,4,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
2,2,221,2,18,20018,8,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
2,2,221,2,18,20019,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,221,2,18,20019,2,14,,,,14,,,,14,,,,14,,,,14,,,,14,,,,0
2,2,221,2,18,20020,1,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,2,221,2,18,20020,2,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
2,2,221,2,18,20020,3,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,2,221,2,18,20020,4,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,2,221,2,18,20020,6,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,2,221,2,18,20020,7,8,,,,8,,,,8,,,,8,,,,8,,,,8,,,,0
2,2,221,2,18,20020,8,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,1,8,,,0
2,2,201,2,60,20021,1,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,201,2,60,20021,2,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,201,2,60,20021,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,201,2,60,20021,4,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,201,2,60,20021,11,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
2,2,201,2,60,20022,1,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,0
2,2,201,2,60,20022,2,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,1,3,,,0
2,2,201,2,60,20022,3,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,0
