"zone","state","lga","sector","ea","ric","hhid","item_cd","s10bq1","s10bq2a","s10bq2b","s10bq3a","s10bq3b","s10bq4","s10bq5a","s10bq5b","s10bq6a","s10bq6b"
3,36,3605,2,240,1003,360017,76,1,0.8,1,0.8,1,650,0,,0,
3,36,3605,2,240,1003,360017,80,1,2,1,2,1,1800,0,,0,
3,36,3605,2,240,1003,360017,90,1,2,1,2,1,1500,0,,0,
3,36,3605,2,240,1003,360017,110,1,1,3,1,3,150,0,,0,
3,36,3605,2,240,1003,360017,140,1,1.43,1,1.43,1,120,0,,0,
3,36,3605,2,240,1003,360018,10,1,8.1,1,0,,,8.1,1,0,
3,36,3605,2,240,1003,360018,11,1,10.8,1,0,,,10.8,1,0,
3,36,3605,2,240,1003,360018,13,1,5.4,1,0,,,5.1,1,0,
3,36,3605,2,240,1003,360018,15,1,500,2,500,2,150,0,,0,
3,36,3605,2,240,1003,360018,30,1,9.2,1,9.2,1,425,0,,0,
3,36,3605,2,240,1003,360018,35,1,3.57,1,3.57,1,550,0,,0,
3,36,3605,2,240,1003,360018,42,1,5.4,1,5.4,1,350,0,,0,
3,36,3605,2,240,1003,360018,50,1,0.75,3,0.75,3,220,0,,0,
3,36,3605,2,240,1003,360018,52,1,0.75,3,0.75,3,250,0,,0,
3,36,3605,2,240,1003,360018,70,1,2.4,1,2.4,1,200,0,,0,
3,36,3605,2,240,1003,360018,72,1,1,1,1,1,170,0,,0,
3,36,3605,2,240,1003,360018,76,1,0.8,1,0.8,1,650,0,,0,
3,36,3605,2,240,1003,360018,90,1,1,1,1,1,720,0,,0,
3,36,3605,2,240,1003,360018,110,1,157,4,157,4,50,0,,0,
3,36,3605,2,240,1003,360018,140,1,1.7,1,1.7,1,130,0,,0,
3,36,3605,2,240,1003,360019,10,1,8.1,1,8.1,1,300,0,,0,
3,36,3605,2,240,1003,360019,11,1,13.5,1,13.5,1,700,0,,0,
3,36,3605,2,240,1003,360019,12,1,10.8,1,10.8,1,500,0,,0,
3,36,3605,2,240,1003,360019,13,1,13.5,1,13.5,1,1500,0,,0,
3,36,3605,2,240,1003,360019,42,1,10.8,1,8.1,1,520,0,,2.7,1
3,36,3605,2,240,1003,360019,51,1,3,3,3,3,660,0,,0,
3,36,3605,2,240,1003,360019,53,1,2.25,3,2.25,3,750,0,,0,
3,36,3605,2,240,1003,360019,70,1,4.5,1,4.5,1,500,0,,0,
3,36,3605,2,240,1003,360019,72,1,2.2,1,2.2,1,500,0,,0,
3,36,3605,2,240,1003,360019,76,1,1.5,1,1.5,1,1200,0,,0,
3,36,3605,2,240,1003,360019,90,1,1,1,1,1,700,0,,0,
3,36,3605,2,240,1003,360019,140,1,0.5,1,0.5,1,30,0,,0,
3,36,3605,2,240,1003,360020,10,1,11,1,0,,,11,1,0,
3,36,3605,2,240,1003,360020,11,1,11,1,0,,,11,1,0,
3,36,3605,2,240,1003,360020,12,1,4.05,1,0,,,4.05,1,0,
3,36,3605,2,240,1003,360020,13,1,4.05,1,4.05,1,700,0,,0,
3,36,3605,2,240,1003,360020,15,1,3.5,1,3.5,1,700,0,,0,
3,36,3605,2,240,1003,360020,42,1,2.7,1,0,,,2.7,1,0,
3,36,3605,2,240,1003,360020,50,1,1.5,3,1.5,3,500,0,,0,
3,36,3605,2,240,1003,360020,52,1,1.5,3,1.5,3,500,0,,0,
3,36,3605,2,240,1003,360020,70,1,6.9,1,6.9,1,350,0,,0,
3,36,3605,2,240,1003,360020,72,1,2.4,1,2.4,1,120,0,,0,
3,36,3605,2,240,1003,360020,76,1,0.8,1,0.8,1,650,0,,0,
3,36,3605,2,240,1003,360020,90,1,1,1,1,1,700,0,,0,
3,36,3605,2,240,1003,360020,110,1,465,4,465,4,150,0,,0,
3,36,3603,2,978,1202,360021,10,1,13.5,1,0,,,13.5,1,0,
3,36,3603,2,978,1202,360021,11,1,10.8,1,0,,,10.8,1,0,
3,36,3603,2,978,1202,360021,12,1,8.1,1,0,,,8.1,1,0,
3,36,3603,2,978,1202,360021,13,1,10.8,1,10.8,1,1400,0,,0,
3,36,3603,2,978,1202,360021,42,1,5.4,1,5.4,1,500,0,,0,
3,36,3603,2,978,1202,360021,50,1,1.5,3,1.5,3,300,0,,0,
3,36,3603,2,978,1202,360021,52,1,2.25,3,2.25,3,780,0,,0,
3,36,3603,2,978,1202,360021,70,1,4.5,1,4.5,1,400,0,,0,
3,36,3603,2,978,1202,360021,72,1,1,1,1,1,200,0,,0,
3,36,3603,2,978,1202,360021,80,1,2,1,2,1,1800,0,,0,
3,36,3603,2,978,1202,360021,90,1,1,1,1,1,700,0,,0,
3,36,3603,2,978,1202,360022,10,1,1.2,1,0,,,10,1,7,1
3,36,3603,2,978,1202,360022,11,1,18.9,1,0,,,9,1,0,
3,36,3603,2,978,1202,360022,12,1,13.5,1,0,,,8,1,0,
3,36,3603,2,978,1202,360022,13,1,8.1,1,8.1,1,900,0,,0,
3,36,3603,2,978,1202,360022,15,1,1,1,1,1,200,0,,0,
3,36,3603,2,978,1202,360022,36,1,4.2,1,4.2,1,180,0,,0,
3,36,3603,2,978,1202,360022,42,1,10.8,1,10.8,1,800,0,,0,
3,36,3603,2,978,1202,360022,50,1,100,4,400,4,400,0,,0,
3,36,3603,2,978,1202,360022,52,1,125,4,500,4,500,0,,0,
3,36,3603,2,978,1202,360022,70,1,4.5,1,4.5,1,300,0,,0,
3,36,3603,2,978,1202,360022,72,1,1,1,1,1,150,0,,0,
3,36,3603,2,978,1202,360022,74,1,500,2,500,2,50,0,,0,
3,36,3603,2,978,1202,360022,76,1,1.5,1,1.5,1,1200,0,,0,
3,36,3603,2,978,1202,360022,90,1,500,2,500,2,350,0,,0,
3,36,3603,2,978,1202,360022,110,1,0.75,3,0.75,3,200,0,,0,
3,36,3603,2,978,1202,360022,140,1,100,2,100,2,10,0,,0,
3,36,3603,2,978,1202,360023,10,1,18.9,1,0,,,18.9,1,0,
3,36,3603,2,978,1202,360023,11,1,18.9,1,0,,,18.9,1,0,
3,36,3603,2,978,1202,360023,12,1,450,2,450,2,1050,0,,0,
3,36,3603,2,978,1202,360023,13,1,5.4,1,5.4,1,700,0,,0,
3,36,3603,2,978,1202,360023,50,1,600,4,800,4,600,0,,0,
3,36,3603,2,978,1202,360023,52,1,600,4,800,4,800,0,,0,
3,36,3603,2,978,1202,360023,70,1,500,2,1000,2,500,0,,0,
3,36,3603,2,978,1202,360023,75,1,4.8,1,4.8,1,1200,0,,0,
3,36,3603,2,978,1202,360023,76,1,50,1,200,1,1300,0,,0,
3,36,3603,2,978,1202,360023,90,1,1,1,1,1,600,0,,0,
3,36,3603,2,978,1202,360023,110,1,2.7,1,2.7,1,400,0,,0,
3,36,3603,2,978,1202,360024,10,1,5.4,1,5.4,1,240,0,,0,
3,36,3603,2,978,1202,360024,11,1,5.4,1,5.4,1,300,0,,0,
3,36,3603,2,978,1202,360024,12,1,5.4,1,5.4,1,250,0,,0,
3,36,3603,2,978,1202,360024,13,1,2.7,1,2.7,1,300,0,,0,
3,36,3603,2,978,1202,360024,15,1,0.5,1,0.5,1,100,0,,0,
3,36,3603,2,978,1202,360024,50,1,0.75,3,0.75,3,200,0,,0,
3,36,3603,2,978,1202,360024,52,1,0.75,3,0.75,3,220,0,,0,
3,36,3603,2,978,1202,360024,70,1,75,1,150,1,150,0,,0,
3,36,3603,2,978,1202,360024,75,1,1.35,1,1.35,1,350,0,,0,
3,36,3603,2,978,1202,360024,80,1,2,1,2,1,1800,0,,0,
3,36,3603,2,978,1202,360024,90,1,1,1,1,1,600,0,,0,
3,36,3603,2,978,1202,360024,110,1,1.5,3,1.5,3,300,0,,0,
3,36,3603,2,978,1202,360025,10,1,10.8,1,10.8,1,560,0,,0,
3,36,3603,2,978,1202,360025,11,1,18.9,1,0,,,18.9,1,0,
3,36,3603,2,978,1202,360025,12,1,10.8,1,0,,,10.8,1,0,
3,36,3603,2,978,1202,360025,13,1,5.4,1,5.4,1,800,0,,0,
3,36,3603,2,978,1202,360025,15,1,1,1,1,1,200,0,,0,
3,36,3603,2,978,1202,360025,50,1,400,4,600,4,600,0,,0,
3,36,3603,2,978,1202,360025,52,1,500,4,750,4,800,0,,0,
3,36,3603,2,978,1202,360025,70,1,4.5,1,4.5,1,600,0,,0,
3,36,3603,2,978,1202,360025,75,1,5.4,1,5.4,1,1350,0,,0,
3,36,3603,2,978,1202,360025,76,1,1.5,1,1.5,1,1200,0,,0,
3,36,3603,2,978,1202,360025,80,1,2,1,2,1,1800,0,,0,
3,36,3603,2,978,1202,360025,90,1,2,1,2,1,1200,0,,0,
3,36,3603,2,978,1202,360025,110,1,1.5,3,1.5,3,400,0,,0,
3,36,3603,2,978,1202,360026,10,1,10.8,1,0,,,10.8,1,0,
3,36,3603,2,978,1202,360026,11,1,10.8,1,0,,,10.8,1,0,
3,36,3603,2,978,1202,360026,12,1,5.4,1,0,,,5.4,1,0,
3,36,3603,2,978,1202,360026,36,1,3.57,1,0,,,3.57,1,0,
3,36,3603,2,978,1202,360026,42,1,2.7,1,0,,,2.7,1,0,
3,36,3603,2,978,1202,360026,50,1,0.75,3,0.75,3,240,0,,0,
3,36,3603,2,978,1202,360026,52,1,0.75,3,0.75,3,250,0,,0,
3,36,3603,2,978,1202,360026,70,1,2.4,1,2.4,1,120,0,,0,
3,36,3603,2,978,1202,360026,72,1,0.4,1,0.4,1,100,0,,0,
3,36,3603,2,978,1202,360026,74,1,0.65,1,0.65,1,70,0,,0,
3,36,3603,2,978,1202,360026,76,1,300,2,600,2,1200,0,,0,
3,36,3603,2,978,1202,360026,90,1,1,1,1,1,700,0,,0,
3,36,3603,2,978,1202,360026,100,1,0.5,3,0.5,3,175,0,,0,
3,36,3603,2,978,1202,360026,110,1,0.5,3,0.5,3,100,0,,0,
3,36,3603,2,978,1202,360026,140,1,1.43,1,1.43,1,90,0,,0,
3,36,3603,2,978,1202,360027,10,1,18.9,1,0,,,18.9,1,0,
3,36,3603,2,978,1202,360027,11,1,18.9,1,0,,,18.9,1,0,
3,36,3603,2,978,1202,360027,12,1,10.4,1,0,,,10.4,1,0,
3,36,3603,2,978,1202,360027,36,1,7.14,1,0,,,7.14,1,0,
3,36,3603,2,978,1202,360027,42,1,2.7,1,0,,,2.7,1,0,
3,36,3603,2,978,1202,360027,50,1,1.5,3,1.5,3,480,0,,0,
3,36,3603,2,978,1202,360027,52,1,1.5,3,1.5,3,500,0,,0,
3,36,3603,2,978,1202,360027,61,1,5.7,1,5.7,1,350,0,,0,
3,36,3603,2,978,1202,360027,70,1,4.5,1,4.5,1,450,0,,0,
3,36,3603,2,978,1202,360027,76,1,1.5,1,1.5,1,1200,0,,0,
3,36,3603,2,978,1202,360027,90,1,2,1,2,1,1400,0,,0,
3,36,3603,2,978,1202,360027,101,1,2,1,2,1,700,0,,0,
3,36,3603,2,978,1202,360027,110,1,1,3,1,3,100,0,,0,
3,36,3603,2,978,1202,360028,10,1,8.1,1,8.1,1,420,0,,0,
3,36,3603,2,978,1202,360028,11,1,8.1,1,0,,,8.1,1,0,
3,36,3603,2,978,1202,360028,12,1,5.4,1,0,,,5.4,1,0,
3,36,3603,2,978,1202,360028,13,1,12,1,12,1,1750,0,,0,
3,36,3603,2,978,1202,360028,42,1,2.7,1,2.7,1,200,0,,0,
3,36,3603,2,978,1202,360028,50,1,0.75,3,0.75,3,240,0,,0,
3,36,3603,2,978,1202,360028,52,1,0.75,3,0.75,3,260,0,,0,
3,36,3603,2,978,1202,360028,70,1,2.4,1,2.4,1,150,0,,0,
3,36,3603,2,978,1202,360028,72,1,1,1,1,1,250,0,,0,
3,36,3603,2,978,1202,360028,76,1,0.8,1,0.8,1,650,0,,0,
3,36,3603,2,978,1202,360028,80,1,2,1,2,1,1800,0,,0,
3,36,3603,2,978,1202,360029,10,1,13.5,1,0,,,13.5,1,0,
3,36,3603,2,978,1202,360029,11,1,13.5,1,0,,,13.5,1,0,
3,36,3603,2,978,1202,360029,12,1,8.1,1,0,,,8.1,1,0,
3,36,3603,2,978,1202,360029,13,1,5.4,1,5.4,1,600,0,,0,
3,36,3603,2,978,1202,360029,36,1,4.8,1,4.8,1,200,0,,0,
3,36,3603,2,978,1202,360029,42,1,2.7,1,2.7,1,200,0,,0,
3,36,3603,2,978,1202,360029,43,1,3,1,3,1,400,0,,0,
3,36,3603,2,978,1202,360029,50,1,100,4,200,4,230,0,,0,
3,36,3603,2,978,1202,360029,52,1,125,4,250,4,250,0,,0,
3,36,3603,2,978,1202,360029,70,1,2.4,1,2.4,1,150,0,,0,
3,36,3603,2,978,1202,360029,72,1,1,1,1,1,100,0,,0,
3,36,3603,2,978,1202,360029,74,1,2,1,2,1,200,0,,0,
3,36,3603,2,978,1202,360029,76,1,1.5,1,1.5,1,1200,0,,0,
3,36,3603,2,978,1202,360029,90,1,1,1,1,1,600,0,,0,
3,36,3603,2,978,1202,360029,110,1,1,3,1,3,300,0,,0,
3,36,3603,2,978,1202,360029,130,1,500,2,800,2,200,0,,0,
3,36,3603,2,978,1202,360029,140,1,200,2,200,2,20,0,,0,
3,36,3603,2,978,1202,360030,10,1,8.1,1,0,,,8.1,1,0,
3,36,3603,2,978,1202,360030,11,1,10.8,1,0,,,10.8,1,0,
3,36,3603,2,978,1202,360030,12,1,10.8,1,0,,,10.8,1,0,
3,36,3603,2,978,1202,360030,13,1,8.1,1,1,1,75,0,,0,
3,36,3603,2,978,1202,360030,42,1,2.7,1,2.7,1,250,0,,0,
3,36,3603,2,978,1202,360030,44,1,1.5,3,1.5,3,400,0,,0,
3,36,3603,2,978,1202,360030,51,1,1.5,3,1.5,3,520,0,,0,
3,36,3603,2,978,1202,360030,70,1,4.5,1,4.5,1,350,0,,0,
3,36,3603,2,978,1202,360030,72,1,1,1,1,1,250,0,,0,
3,36,3603,2,978,1202,360030,80,1,2,1,2,1,1800,0,,0,
3,36,3603,2,978,1202,360030,90,1,1,1,1,1,700,0,,0,
3,36,3608,2,2078,1306,360031,10,1,8.1,1,0,,,8.1,1,0,
3,36,3608,2,2078,1306,360031,11,1,8.1,1,0,,,8.1,1,0,
3,36,3608,2,2078,1306,360031,36,1,3.57,1,3.57,1,300,0,,0,
3,36,3608,2,2078,1306,360031,42,1,2.7,1,0,,,2.7,1,0,
3,36,3608,2,2078,1306,360031,50,1,0.75,3,0.75,3,240,0,,0,
3,36,3608,2,2078,1306,360031,52,1,0.75,3,0.75,3,250,0,,0,
3,36,3608,2,2078,1306,360031,70,1,2.4,1,2.4,1,120,0,,0,
3,36,3608,2,2078,1306,360031,72,1,1,1,1,1,120,0,,0,
3,36,3608,2,2078,1306,360031,76,1,0.8,1,0.8,1,650,0,,0,
3,36,3608,2,2078,1306,360031,90,1,1,1,1,1,600,0,,0,
3,36,3608,2,2078,1306,360031,110,1,1,3,1,3,200,0,,0,
3,36,3608,2,2078,1306,360031,132,1,1,3,1,3,700,0,,0,
3,36,3608,2,2078,1306,360031,140,1,1.43,1,1.43,1,90,0,,0,
3,36,3608,2,2078,1306,360032,10,1,10.8,1,0,,,10.8,1,0,
3,36,3608,2,2078,1306,360032,11,1,13.5,1,13.5,1,700,0,,0,
3,36,3608,2,2078,1306,360032,12,1,10.8,1,10.8,1,520,0,,0,
3,36,3608,2,2078,1306,360032,13,1,5.4,1,5.4,1,600,0,,0,
3,36,3608,2,2078,1306,360032,42,1,5.4,1,0,,,5.4,1,0,
3,36,3608,2,2078,1306,360032,43,1,2.7,1,0,,,2.7,1,0,
3,36,3608,2,2078,1306,360032,50,1,220,4,220,4,220,0,,0,
3,36,3608,2,2078,1306,360032,52,1,0.38,3,0.38,3,130,0,,0,
3,36,3608,2,2078,1306,360032,70,1,3.4,1,0,,,3.4,1,0,
3,36,3608,2,2078,1306,360032,72,1,500,2,500,2,100,0,,0,
3,36,3608,2,2078,1306,360032,74,1,300,2,300,2,70,0,,0,
3,36,3608,2,2078,1306,360032,76,1,1.5,1,1.5,1,1200,0,,0,
3,36,3608,2,2078,1306,360032,90,1,1,1,1,1,600,0,,0,
3,36,3608,2,2078,1306,360032,110,1,1,3,1,3,300,0,,0,
3,36,3608,2,2078,1306,360032,130,1,400,2,400,2,100,0,,0,
3,36,3608,2,2078,1306,360032,140,1,200,2,200,2,20,0,,0,
3,36,3608,2,2078,1306,360033,10,1,10.8,1,0,,,10.8,1,0,
3,36,3608,2,2078,1306,360033,11,1,10.8,1,0,,,10.8,1,0,
3,36,3608,2,2078,1306,360033,13,1,2.7,1,0,,,2.7,1,0,
3,36,3608,2,2078,1306,360033,15,1,500,2,500,2,150,0,,0,
3,36,3608,2,2078,1306,360033,31,1,5.2,1,5.2,1,250,0,,0,
3,36,3608,2,2078,1306,360033,42,1,2.7,1,0,,,2.7,1,0,
3,36,3608,2,2078,1306,360033,50,1,0.75,3,0.75,3,220,0,,0,
3,36,3608,2,2078,1306,360033,52,1,0.75,3,0.75,3,250,0,,0,
3,36,3608,2,2078,1306,360033,61,1,2.6,1,2.6,1,150,0,,0,
3,36,3608,2,2078,1306,360033,70,1,2.4,1,2.4,1,130,0,,0,
3,36,3608,2,2078,1306,360033,72,1,1,1,1,1,140,0,,0,
3,36,3608,2,2078,1306,360033,76,1,1.5,1,1.5,1,1200,0,,0,
3,36,3608,2,2078,1306,360033,90,1,2,1,2,1,1500,0,,0,
3,36,3608,2,2078,1306,360033,101,1,2,1,2,1,700,0,,0,
3,36,3608,2,2078,1306,360033,110,1,1,3,1,3,200,0,,0,
3,36,3608,2,2078,1306,360033,150,1,1.43,1,1.43,1,150,0,,0,
3,36,3608,2,2078,1306,360034,10,1,18.9,1,0,,,18.9,1,0,
3,36,3608,2,2078,1306,360034,11,1,10.8,1,0,,,10.8,1,0,
3,36,3608,2,2078,1306,360034,12,1,19,1,18.9,1,600,19,1,19,1
3,36,3608,2,2078,1306,360034,13,1,5.4,1,5.4,1,700,0,,0,
3,36,3608,2,2078,1306,360034,50,1,1.5,3,1.5,3,400,0,,0,
3,36,3608,2,2078,1306,360034,52,1,1.5,3,1.5,3,400,0,,0,
3,36,3608,2,2078,1306,360034,70,1,4.5,1,4.5,1,500,0,,0,
3,36,3608,2,2078,1306,360034,74,1,2.7,1,2.7,1,250,0,,0,
3,36,3608,2,2078,1306,360034,76,1,1,1,1,1,850,0,,0,
3,36,3608,2,2078,1306,360034,90,1,1,1,1,1,600,0,,0,
3,36,3608,2,2078,1306,360034,110,1,2.25,3,2.25,3,600,0,,0,
3,36,3608,2,2078,1306,360035,10,1,5.4,1,0,,,5.4,1,0,
3,36,3608,2,2078,1306,360035,11,1,5.4,1,0,,,5.4,1,0,
3,36,3608,2,2078,1306,360035,13,1,2.7,1,0,,,2.7,1,0,
3,36,3608,2,2078,1306,360035,31,1,3.2,1,3.2,1,250,0,,0,
3,36,3608,2,2078,1306,360035,36,1,2.23,1,2.23,1,120,0,,0,
3,36,3608,2,2078,1306,360035,42,1,2.7,1,0,,,2.7,1,0,
3,36,3608,2,2078,1306,360035,50,1,0.75,3,0.75,3,220,0,,0,
3,36,3608,2,2078,1306,360035,52,1,0.75,3,0.75,3,240,0,,0,
3,36,3608,2,2078,1306,360035,61,1,2.6,1,2.6,1,150,0,,0,
3,36,3608,2,2078,1306,360035,70,1,2.4,1,2.4,1,120,0,,0,
3,36,3608,2,2078,1306,360035,72,1,1,1,1,1,140,0,,0,
3,36,3608,2,2078,1306,360035,76,1,0.8,1,0.8,1,650,0,,0,
3,36,3608,2,2078,1306,360035,90,1,2,1,2,1,1500,0,,0,
3,36,3608,2,2078,1306,360035,100,1,1,1,1,1,600,0,,0,
3,36,3608,2,2078,1306,360035,110,1,1,3,1,3,300,0,,0,
3,36,3608,2,2078,1306,360035,130,1,0.5,1,0.5,1,100,0,,0,
3,36,3608,2,2078,1306,360035,140,1,1.24,1,1.24,1,75,0,,0,
3,36,3608,2,2078,1306,360036,10,1,18.9,1,0,,,18.9,1,0,
3,36,3608,2,2078,1306,360036,11,1,8.1,1,0,,,8.1,1,0,
3,36,3608,2,2078,1306,360036,12,1,13.5,1,13.5,1,650,0,,0,
3,36,3608,2,2078,1306,360036,13,1,5.4,1,5.4,1,600,0,,0,
3,36,3608,2,2078,1306,360036,42,1,5.4,1,0,,,5.4,1,0,
3,36,3608,2,2078,1306,360036,50,1,0.38,3,0.38,3,120,0,,0,
3,36,3608,2,2078,1306,360036,52,1,125,4,250,4,250,0,,0,
3,36,3608,2,2078,1306,360036,70,1,4.6,1,4.6,1,230,0,,0,
3,36,3608,2,2078,1306,360036,72,1,1.5,1,1.5,1,100,0,,0,
3,36,3608,2,2078,1306,360036,74,1,2,1,2,1,200,0,,0,
3,36,3608,2,2078,1306,360036,76,1,2.4,1,2.4,1,1950,0,,0,
3,36,3608,2,2078,1306,360036,90,1,1,1,1,1,600,0,,0,
3,36,3608,2,2078,1306,360036,110,1,2,3,2,3,400,0,,0,
3,36,3608,2,2078,1306,360036,130,1,500,2,500,2,100,0,,0,
3,36,3608,2,2078,1306,360036,140,1,200,2,200,2,15,0,,0,
3,36,3608,2,2078,1306,360037,10,1,27,1,0,,,27,1,0,
3,36,3608,2,2078,1306,360037,11,1,13.5,1,0,,,13.5,1,0,
3,36,3608,2,2078,1306,360037,12,1,10.8,1,10.8,1,520,0,,0,
3,36,3608,2,2078,1306,360037,13,1,5.4,1,5.4,1,660,0,,0,
3,36,3608,2,2078,1306,360037,31,1,4.5,1,0,,,4.5,1,0,
3,36,3608,2,2078,1306,360037,42,1,13.5,1,0,,,13.5,1,0,
3,36,3608,2,2078,1306,360037,50,1,175,4,700,4,700,0,,0,
3,36,3608,2,2078,1306,360037,52,1,125,4,500,4,340,0,,0,
3,36,3608,2,2078,1306,360037,70,1,4.5,1,4.5,1,450,0,,0,
3,36,3608,2,2078,1306,360037,72,1,0.6,1,2,1,300,0,,0,
3,36,3608,2,2078,1306,360037,76,1,2.3,1,2.3,1,1850,0,,0,
3,36,3608,2,2078,1306,360037,90,1,800,2,800,2,500,0,,0,
3,36,3608,2,2078,1306,360037,110,1,1,3,1,3,300,0,,0,
3,36,3608,2,2078,1306,360037,130,1,400,2,800,2,200,0,,0,
3,36,3608,2,2078,1306,360037,140,1,200,2,200,2,20,0,,0,
3,36,3608,2,2078,1306,360037,151,1,600,4,600,4,5,0,,0,
3,36,3608,2,2078,1306,360038,10,1,13.5,1,0,,,13.5,1,0,
3,36,3608,2,2078,1306,360038,11,1,10.8,1,0,,,10.8,1,0,
3,36,3608,2,2078,1306,360038,12,1,8.1,1,0,,,8.1,1,0,
3,36,3608,2,2078,1306,360038,13,1,5.4,1,5.4,1,700,0,,0,
3,36,3608,2,2078,1306,360038,42,1,2.7,1,0,,,2.7,1,0,
3,36,3608,2,2078,1306,360038,50,1,2.25,3,2.25,3,750,0,,0,
3,36,3608,2,2078,1306,360038,52,1,2.25,3,2.25,3,750,0,,0,
3,36,3608,2,2078,1306,360038,70,1,4,1,4,1,300,0,,0,
3,36,3608,2,2078,1306,360038,72,1,2,1,2,1,300,0,,0,
3,36,3608,2,2078,1306,360038,90,1,1,1,1,1,700,0,,0,
3,36,3608,2,2078,1306,360039,10,1,137.8,1,0,,,37.8,1,0,
3,36,3608,2,2078,1306,360039,11,1,18.9,1,0,,,18.9,1,0,
3,36,3608,2,2078,1306,360039,12,1,18.9,1,0,,,18.9,1,0,
3,36,3608,2,2078,1306,360039,13,1,18.9,1,18.9,1,2100,0,,0,
3,36,3608,2,2078,1306,360039,15,1,1.5,1,1.5,1,300,0,,0,
3,36,3608,2,2078,1306,360039,50,1,600,4,1000,4,1000,0,,0,
3,36,3608,2,2078,1306,360039,52,1,750,4,1250,4,1250,0,,0,
3,36,3608,2,2078,1306,360039,70,1,1000,2,2000,2,1000,0,,0,
3,36,3608,2,2078,1306,360039,72,1,1,1,1,1,300,0,,0,
3,36,3608,2,2078,1306,360039,75,1,200,2,600,2,2050,0,,0,
3,36,3608,2,2078,1306,360039,76,1,2,1,2,1,1600,0,,0,
3,36,3608,2,2078,1306,360039,80,1,2,1,2,1,1800,0,,0,
3,36,3608,2,2078,1306,360039,90,1,1,1,1,1,700,0,,0,
3,36,3608,2,2078,1306,360039,100,1,1,1,1,1,350,0,,0,
3,36,3608,2,2078,1306,360039,110,1,225,4,900,4,900,0,,0,
3,36,3608,2,2078,1306,360040,10,1,16.2,1,0,,,16.2,1,0,
3,36,3608,2,2078,1306,360040,11,1,13.5,1,0,,,13.5,1,0,
3,36,3608,2,2078,1306,360040,12,1,10.8,1,0,,,10.8,1,0,
3,36,3608,2,2078,1306,360040,13,1,8.1,1,0,,,8.1,1,0,
3,36,3608,2,2078,1306,360040,42,1,5.4,1,0,,,5.4,1,0,
3,36,3608,2,2078,1306,360040,50,1,2.25,3,2.25,3,460,0,,0,
3,36,3608,2,2078,1306,360040,52,1,2.25,3,2.25,3,660,0,,0,
3,36,3608,2,2078,1306,360040,70,1,4.5,1,4.5,1,250,0,,0,
3,36,3608,2,2078,1306,360040,72,1,2,1,2,1,200,0,,0,
3,36,3608,2,2078,1306,360040,80,1,2,1,2,1,1800,0,,0,
3,36,3608,2,2078,1306,360040,90,1,1,1,1,1,700,0,,0,
3,36,3613,2,1066,1009,360041,10,1,8.1,1,0,,,8.1,1,0,
3,36,3613,2,1066,1009,360041,11,1,10.8,1,0,,,10.8,1,0,
3,36,3613,2,1066,1009,360041,12,1,8.1,1,0,,,8.1,1,0,
3,36,3613,2,1066,1009,360041,13,1,5.4,1,0,,,5.4,1,0,
3,36,3613,2,1066,1009,360041,40,1,12.7,1,0,,,2.7,1,0,
3,36,3613,2,1066,1009,360041,42,1,2.7,1,0,,,2.7,1,0,
3,36,3613,2,1066,1009,360041,43,1,1.4,1,0,,,1.4,1,0,
3,36,3613,2,1066,1009,360041,50,1,175,4,700,4,525,0,,0,
3,36,3613,2,1066,1009,360041,52,1,200,4,800,4,600,0,,0,
3,36,3613,2,1066,1009,360041,70,1,2.2,1,2.2,1,300,0,,0,
3,36,3613,2,1066,1009,360041,72,1,1,1,1,1,50,0,,0,
3,36,3613,2,1066,1009,360041,74,1,1,1,1,1,200,0,,0,
3,36,3613,2,1066,1009,360041,76,1,1,1,1,1,825,0,,0,
3,36,3613,2,1066,1009,360041,90,1,2,1,2,1,900,0,,0,
3,36,3613,2,1066,1009,360041,110,1,3.5,3,0,,,3.5,3,0,
3,36,3613,2,1066,1009,360041,140,1,75,1,300,1,300,0,,0,
3,36,3613,2,1066,1009,360042,10,1,5.4,1,0,,,5.4,1,0,
3,36,3613,2,1066,1009,360042,11,1,8.1,1,8.1,1,450,0,,0,
3,36,3613,2,1066,1009,360042,12,1,2.7,1,0,,,2.7,1,0,
3,36,3613,2,1066,1009,360042,13,1,350,2,350,2,1400,0,,0,
3,36,3613,2,1066,1009,360042,37,1,350,2,350,2,350,0,,0,
3,36,3613,2,1066,1009,360042,42,1,2.7,1,2.7,1,200,0,,0,
3,36,3613,2,1066,1009,360042,50,1,230,4,230,4,230,0,,0,
3,36,3613,2,1066,1009,360042,70,1,,,,,,,,,
3,36,3613,2,1066,1009,360042,72,1,,,,,,,,,
3,36,3613,2,1066,1009,360042,74,1,,,,,,,,,
3,36,3613,2,1066,1009,360042,76,1,,,,,,,,,
3,36,3613,2,1066,1009,360042,110,1,,,,,,,,,
3,36,3613,2,1066,1009,360042,130,1,,,,,,,,,
3,36,3613,2,1066,1009,360042,140,1,,,,,,,,,
3,36,3613,2,1066,1009,360043,11,1,13.3,1,0,,,13.3,1,0,
3,36,3613,2,1066,1009,360043,12,1,7.2,1,0,,,7.2,1,0,
3,36,3613,2,1066,1009,360043,13,1,7.2,1,0,,,7.2,1,0,
3,36,3613,2,1066,1009,360043,15,1,2,1,2,1,400,0,,0,
