"cropname","cropcode","nscode","conversion","kg"
"bitter kola",3113,81,1500,1
"bitter kola",3113,82,2000,1
"bitter kola",3113,83,2500,1
"lemon",3120,21,20,1
"lemon",3120,22,50,1
"lemon",3120,23,100,1
"lemon",3120,24,120,1
"lemon",3120,25,15,1
"lemon",3120,26,30,1
"lemon",3120,27,50,1
"lemon",3120,28,75,1
"lemon",3120,31,10,1
"lemon",3120,32,25,1
"lemon",3120,33,40,1
"lemon",3120,34,75,1
"lemon",3120,61,15,1
"lemon",3120,62,25,1
"lemon",3120,63,40,1
"lemon",3120,81,1500,1
"lemon",3120,82,2000,1
"lemon",3120,83,2500,1
"lime",3130,21,20,1
"lime",3130,22,50,1
"lime",3130,23,100,1
"lime",3130,24,120,1
"lime",3130,25,15,1
"lime",3130,26,30,1
"lime",3130,27,50,1
"lime",3130,28,75,1
"lime",3130,31,10,1
"lime",3130,32,25,1
"lime",3130,33,40,1
"lime",3130,34,75,1
"lime",3130,61,15,1
"lime",3130,62,25,1
"lime",3130,63,40,1
"lime",3130,71,60,1
"lime",3130,72,85,1
"lime",3130,73,110,1
"lime",3130,74,150,1
"lime",3130,81,1500,1
"lime",3130,82,2000,1
"lime",3130,83,2500,1
"locust bean",3140,21,20,1
"locust bean",3140,22,50,1
"locust bean",3140,23,100,1
"locust bean",3140,24,120,1
"locust bean",3140,25,15,1
"locust bean",3140,26,30,1
"locust bean",3140,27,50,1
"locust bean",3140,28,75,1
"locust bean",3140,31,10,1
"locust bean",3140,32,25,1
"locust bean",3140,33,40,1
"locust bean",3140,34,75,1
"locust bean",3140,61,15,1
"locust bean",3140,62,25,1
"locust bean",3140,63,40,1
"locust bean",3140,81,1500,1
"locust bean",3140,82,2000,1
"locust bean",3140,83,2500,1
"mandarin",3150,21,20,1
"mandarin",3150,22,50,1
"mandarin",3150,23,100,1
"mandarin",3150,24,120,1
"mandarin",3150,25,15,1
"mandarin",3150,26,30,1
"mandarin",3150,27,50,1
"mandarin",3150,28,75,1
"mandarin",3150,31,10,1
"mandarin",3150,32,25,1
"mandarin",3150,33,40,1
"mandarin",3150,34,75,1
"mandarin",3150,61,15,1
"mandarin",3150,62,25,1
"mandarin",3150,63,40,1
"mandarin",3150,81,1500,1
"mandarin",3150,82,2000,1
"mandarin",3150,83,2500,1
"mango",3160,21,20,1
"mango",3160,22,50,1
"mango",3160,23,100,1
"mango",3160,24,120,1
"mango",3160,25,15,1
"mango",3160,26,30,1
"mango",3160,27,50,1
"mango",3160,28,75,1
"mango",3160,31,10,1
"mango",3160,32,25,1
"mango",3160,33,40,1
"mango",3160,34,75,1
"mango",3160,61,15,1
"mango",3160,62,25,1
"mango",3160,63,40,1
"mango",3160,71,60,1
"mango",3160,72,85,1
"mango",3160,73,110,1
"mango",3160,74,150,1
"mango",3160,81,1500,1
"mango",3160,82,2000,1
"mango",3160,83,2500,1
"orange",3170,21,20,1
"orange",3170,22,50,1
"orange",3170,23,100,1
"orange",3170,24,120,1
"orange",3170,25,15,1
"orange",3170,26,30,1
"orange",3170,27,50,1
"orange",3170,28,75,1
"orange",3170,31,10,1
"orange",3170,32,25,1
"orange",3170,33,40,1
"orange",3170,34,75,1
"ORANGE",3170,42,8,1
"orange",3170,61,15,1
"orange",3170,62,25,1
"orange",3170,63,40,1
"orange",3170,81,1500,1
"orange",3170,82,2000,1
"orange",3170,83,2500,1
"OIL PALM TREE",3180,9,0.75,1
"oil palm tree",3180,21,20,1
"oil palm tree",3180,22,50,1
"oil palm tree",3180,23,100,1
"oil palm tree",3180,24,120,1
"oil palm tree",3180,25,15,1
"oil palm tree",3180,26,30,1
"oil palm tree",3180,27,50,1
"oil palm tree",3180,28,75,1
"oil palm tree",3180,31,10,1
"oil palm tree",3180,32,25,1
"oil palm tree",3180,33,40,1
"oil palm tree",3180,34,75,1
"oil palm tree",3180,41,5,1
"oil palm tree",3180,42,8,1
"oil palm tree",3180,43,15,1
"oil palm tree",3180,61,15,1
"oil palm tree",3180,62,25,1
"oil palm tree",3180,63,40,1
"oil palm tree",3180,81,1500,1
"oil palm tree",3180,82,2000,1
"oil palm tree",3180,83,2500,1
"OIL PALM TREE",3180,91,10,0
"OIL PALM TREE",3180,92,20,0
"OIL PALM TREE",3180,93,25,0
"OIL PALM TREE",3180,94,50,0
"fresh fruit bunch",3181,21,20,1
"fresh fruit bunch",3181,22,50,1
"fresh fruit bunch",3181,23,100,1
"fresh fruit bunch",3181,24,120,1
"fresh fruit bunch",3181,25,15,1
"fresh fruit bunch",3181,26,30,1
"fresh fruit bunch",3181,27,50,1
"fresh fruit bunch",3181,28,75,1
"fresh fruit bunch",3181,31,10,1
"fresh fruit bunch",3181,32,25,1
"fresh fruit bunch",3181,33,40,1
"fresh fruit bunch",3181,34,75,1
"fresh fruit bunch",3181,41,5,1
"fresh fruit bunch",3181,42,8,1
"fresh fruit bunch",3181,43,15,1
"fresh fruit bunch",3181,61,15,1
"fresh fruit bunch",3181,62,25,1
"fresh fruit bunch",3181,63,40,1
"fresh fruit bunch",3181,81,1500,1
"fresh fruit bunch",3181,82,2000,1
"fresh fruit bunch",3181,83,2500,1
"fresh nut",3182,21,20,1
"fresh nut",3182,22,50,1
"fresh nut",3182,23,100,1
"fresh nut",3182,24,120,1
"fresh nut",3182,25,15,1
"fresh nut",3182,26,30,1
"fresh nut",3182,27,50,1
"fresh nut",3182,28,75,1
"fresh nut",3182,31,10,1
"fresh nut",3182,32,25,1
"fresh nut",3182,33,40,1
"fresh nut",3182,34,75,1
"fresh nut",3182,61,15,1
"fresh nut",3182,62,25,1
"fresh nut",3182,63,40,1
"fresh nut",3182,81,1500,1
"fresh nut",3182,82,2000,1
"fresh nut",3182,83,2500,1
"palm oil",3183,12,0.159,1
"PALM OIL",3183,26,30,1
"palm oil",3183,31,10,1
"palm oil",3183,32,25,1
"palm oil",3183,33,40,1
"palm oil",3183,34,75,1
"PALM OIL",3183,42,8,1
"palm oil",3183,91,10,0
"palm oil",3183,92,20,0
"palm oil",3183,93,25,0
"palm oil",3183,94,50,0
"palm oil",3183,95,200,0
"palm kernel",3184,21,20,1
"palm kernel",3184,22,50,1
"palm kernel",3184,23,100,1
"palm kernel",3184,24,120,1
"palm kernel",3184,25,15,1
"palm kernel",3184,26,30,1
"palm kernel",3184,27,50,1
"palm kernel",3184,28,75,1
"palm kernel",3184,31,10,1
"palm kernel",3184,32,25,1
"palm kernel",3184,33,40,1
"palm kernel",3184,34,75,1
"palm kernel",3184,41,5,1
"palm kernel",3184,42,8,1
"palm kernel",3184,43,15,1
"palm kernel",3184,61,15,1
"palm kernel",3184,62,25,1
"palm kernel",3184,63,40,1
"palm kernel",3184,71,60,1
"palm kernel",3184,72,85,1
"palm kernel",3184,73,110,1
"palm kernel",3184,74,150,1
"palm kernel",3184,81,1500,1
"palm kernel",3184,82,2000,1
"palm kernel",3184,83,2500,1
"agbono - oro seed",3190,21,20,1
"agbono - oro seed",3190,22,50,1
"agbono - oro seed",3190,23,100,1
"agbono - oro seed",3190,24,120,1
"agbono - oro seed",3190,25,15,1
"agbono - oro seed",3190,26,30,1
"agbono - oro seed",3190,27,50,1
"agbono - oro seed",3190,28,75,1
"agbono - oro seed",3190,31,10,1
"agbono - oro seed",3190,32,25,1
"agbono - oro seed",3190,33,40,1
"agbono - oro seed",3190,34,75,1
"agbono - oro seed",3190,61,15,1
"agbono - oro seed",3190,62,25,1
"agbono - oro seed",3190,63,40,1
"agbono - oro seed",3190,81,1500,1
"agbono - oro seed",3190,82,2000,1
"agbono - oro seed",3190,83,2500,1
"oil bean",3200,21,20,1
"oil bean",3200,22,50,1
"oil bean",3200,23,100,1
"oil bean",3200,24,120,1
"oil bean",3200,25,15,1
"oil bean",3200,26,30,1
"oil bean",3200,27,50,1
"oil bean",3200,28,75,1
"oil bean",3200,31,10,1
"oil bean",3200,32,25,1
"oil bean",3200,33,40,1
"oil bean",3200,34,75,1
"oil bean",3200,61,15,1
"oil bean",3200,62,25,1
"oil bean",3200,63,40,1
"pawpaw",3210,21,20,1
"pawpaw",3210,22,50,1
"pawpaw",3210,23,100,1
"pawpaw",3210,24,120,1
"pawpaw",3210,25,15,1
"pawpaw",3210,26,30,1
"pawpaw",3210,27,50,1
"pawpaw",3210,28,75,1
"pawpaw",3210,31,10,1
"pawpaw",3210,32,25,1
"pawpaw",3210,33,40,1
"pawpaw",3210,34,75,1
"pawpaw",3210,61,15,1
"pawpaw",3210,62,25,1
"pawpaw",3210,63,40,1
"pawpaw",3210,71,60,1
"pawpaw",3210,72,85,1
"pawpaw",3210,73,110,1
"pawpaw",3210,74,150,1
"pawpaw",3210,81,1500,1
"pawpaw",3210,82,2000,1
"pawpaw",3210,83,2500,1
"pear",3220,21,20,1
"pear",3220,22,50,1
"pear",3220,23,100,1
"pear",3220,24,120,1
"pear",3220,25,15,1
"pear",3220,26,30,1
"pear",3220,27,50,1
"pear",3220,28,75,1
"pear",3220,31,10,1
"pear",3220,32,25,1
"pear",3220,33,40,1
"pear",3220,34,75,1
"pear",3220,61,15,1
"pear",3220,62,25,1
"pear",3220,63,40,1
"pear",3220,81,1500,1
"pear",3220,82,2000,1
"pear",3220,83,2500,1
"avocado pear",3221,21,20,1
"avocado pear",3221,22,50,1
"avocado pear",3221,23,100,1
"avocado pear",3221,24,120,1
"avocado pear",3221,25,15,1
"avocado pear",3221,26,30,1
"avocado pear",3221,27,50,1
"avocado pear",3221,28,75,1
"avocado pear",3221,31,10,1
"avocado pear",3221,32,25,1
"avocado pear",3221,33,40,1
"avocado pear",3221,34,75,1
"avocado pear",3221,61,15,1
"avocado pear",3221,62,25,1
"avocado pear",3221,63,40,1
"avocado pear",3221,71,60,1
"avocado pear",3221,72,85,1
"avocado pear",3221,73,110,1
"avocado pear",3221,74,150,1
"avocado pear",3221,81,1500,1
"avocado pear",3221,82,2000,1
"avocado pear",3221,83,2500,1
"rubber",3230,21,20,1
"rubber",3230,22,50,1
"rubber",3230,23,100,1
"rubber",3230,24,120,1
"rubber",3230,25,15,1
"rubber",3230,26,30,1
"rubber",3230,27,50,1
"rubber",3230,28,75,1
"rubber",3230,31,10,1
"rubber",3230,32,25,1
"rubber",3230,33,40,1
"rubber",3230,34,75,1
"rubber",3230,61,15,1
"rubber",3230,62,25,1
"rubber",3230,63,40,1
"rubber",3230,91,10,0
"rubber",3230,92,20,0
"rubber",3230,93,25,0
"rubber",3230,94,50,0
"rubber",3230,95,200,0
"rubber paint",3231,21,20,1
"rubber paint",3231,22,50,1
"rubber paint",3231,23,100,1
"rubber paint",3231,24,120,1
"rubber paint",3231,25,15,1
"rubber paint",3231,26,30,1
"rubber paint",3231,27,50,1
"rubber paint",3231,28,75,1
"rubber paint",3231,31,10,1
"rubber paint",3231,32,25,1
"rubber paint",3231,33,40,1
"rubber paint",3231,34,75,1
"rubber paint",3231,61,15,1
"rubber paint",3231,62,25,1
"rubber paint",3231,63,40,1
"rubber paint",3231,91,10,0
"rubber paint",3231,92,20,0
"rubber paint",3231,93,25,0
"rubber paint",3231,94,50,0
"rubber paint",3231,95,200,0
"rubber sheet",3232,21,20,1
"rubber sheet",3232,22,50,1
"rubber sheet",3232,23,100,1
"rubber sheet",3232,24,120,1
"rubber sheet",3232,25,15,1
"rubber sheet",3232,26,30,1
"rubber sheet",3232,27,50,1
"rubber sheet",3232,28,75,1
"rubber sheet",3232,31,10,1
"rubber sheet",3232,32,25,1
"rubber sheet",3232,33,40,1
"rubber sheet",3232,34,75,1
"rubber sheet",3232,61,15,1
"rubber sheet",3232,62,25,1
"rubber sheet",3232,63,40,1
"rubber sheet",3232,91,10,0
"rubber sheet",3232,92,20,0
"rubber sheet",3232,93,25,0
"rubber sheet",3232,94,50,0
"rubber sheet",3232,95,200,0
"cherry",3240,21,20,1
"cherry",3240,22,50,1
"cherry",3240,23,100,1
"cherry",3240,24,120,1
"cherry",3240,25,15,1
"cherry",3240,26,30,1
"cherry",3240,27,50,1
"cherry",3240,28,75,1
"cherry",3240,31,10,1
"cherry",3240,32,25,1
"cherry",3240,33,40,1
"cherry",3240,34,75,1
"cherry",3240,61,15,1
"cherry",3240,62,25,1
"cherry",3240,63,40,1
"cherry",3240,81,1500,1
"cherry",3240,82,2000,1
"cherry",3240,83,2500,1
"eru",3250,21,20,1
"eru",3250,22,50,1
"eru",3250,23,100,1
"eru",3250,24,120,1
"eru",3250,25,15,1
"eru",3250,26,30,1
"eru",3250,27,50,1
"eru",3250,28,75,1
"eru",3250,31,10,1
"eru",3250,32,25,1
"eru",3250,33,40,1
"eru",3250,34,75,1
"eru",3250,61,15,1
"eru",3250,62,25,1
"eru",3250,63,40,1
"iyere",3260,21,20,1
"iyere",3260,22,50,1
"iyere",3260,23,100,1
"iyere",3260,24,120,1
"iyere",3260,25,15,1
"iyere",3260,26,30,1
"iyere",3260,27,50,1
"iyere",3260,28,75,1
"iyere",3260,31,10,1
"iyere",3260,32,25,1
"iyere",3260,33,40,1
"iyere",3260,34,75,1
"iyere",3260,61,15,1
"iyere",3260,62,25,1
"iyere",3260,63,40,1
"iyere",3260,81,1500,1
"iyere",3260,82,2000,1
"iyere",3260,83,2500,1
