"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s10cq10","s10cq11","tracked_obs"
3,18,1816,1,378,180042,2,"CHILDREN 6-15 YEARS",4,6,0
3,18,1816,1,378,180042,3,"ADULTS 16-65 YEARS",7,7,0
3,18,1816,1,378,180042,4,"PEOPLE OVER 65 YEARS OLD",3,4,0
3,18,1816,1,378,180043,1,"CHILDREN 0-5 YEARS",2,4,0
3,18,1816,1,378,180043,2,"CHILDREN 6-15 YEARS",4,6,0
3,18,1816,1,378,180043,3,"ADULTS 16-65 YEARS",7,7,0
3,18,1816,1,378,180043,4,"PEOPLE OVER 65 YEARS OLD",3,4,0
3,18,1816,1,378,180045,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1816,1,378,180045,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1816,1,378,180045,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1816,1,378,180045,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1816,1,378,180047,1,"CHILDREN 0-5 YEARS",7,3,0
3,18,1816,1,378,180047,2,"CHILDREN 6-15 YEARS",7,3,0
3,18,1816,1,378,180047,3,"ADULTS 16-65 YEARS",7,3,0
3,18,1816,1,378,180047,4,"PEOPLE OVER 65 YEARS OLD",7,3,0
3,18,1816,1,378,180049,1,"CHILDREN 0-5 YEARS",7,7,0
3,18,1816,1,378,180049,2,"CHILDREN 6-15 YEARS",6,5,0
3,18,1816,1,378,180049,3,"ADULTS 16-65 YEARS",3,6,0
3,18,1816,1,378,180049,4,"PEOPLE OVER 65 YEARS OLD",4,6,0
3,18,1816,1,378,180050,1,"CHILDREN 0-5 YEARS",7,1,0
3,18,1816,1,378,180050,2,"CHILDREN 6-15 YEARS",7,1,0
3,18,1816,1,378,180050,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1816,1,378,180050,4,"PEOPLE OVER 65 YEARS OLD",7,1,0
3,18,1805,2,534,180052,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1805,2,534,180052,2,"CHILDREN 6-15 YEARS",7,2,0
3,18,1805,2,534,180052,3,"ADULTS 16-65 YEARS",7,2,0
3,18,1805,2,534,180052,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
3,18,1805,2,534,180053,1,"CHILDREN 0-5 YEARS",2,3,0
3,18,1805,2,534,180053,2,"CHILDREN 6-15 YEARS",4,3,0
3,18,1805,2,534,180053,3,"ADULTS 16-65 YEARS",7,3,0
3,18,1805,2,534,180053,4,"PEOPLE OVER 65 YEARS OLD",2,3,0
3,18,1805,2,534,180054,1,"CHILDREN 0-5 YEARS",7,1,0
3,18,1805,2,534,180054,2,"CHILDREN 6-15 YEARS",7,1,0
3,18,1805,2,534,180054,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1805,2,534,180054,4,"PEOPLE OVER 65 YEARS OLD",7,1,0
3,18,1805,2,534,180056,1,"CHILDREN 0-5 YEARS",7,1,0
3,18,1805,2,534,180056,2,"CHILDREN 6-15 YEARS",7,1,0
3,18,1805,2,534,180056,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1805,2,534,180056,4,"PEOPLE OVER 65 YEARS OLD",7,1,0
3,18,1805,2,534,180058,1,"CHILDREN 0-5 YEARS",2,3,0
3,18,1805,2,534,180058,2,"CHILDREN 6-15 YEARS",3,2,0
3,18,1805,2,534,180058,3,"ADULTS 16-65 YEARS",3,3,0
3,18,1805,2,534,180058,4,"PEOPLE OVER 65 YEARS OLD",2,3,0
3,18,1805,2,534,180059,1,"CHILDREN 0-5 YEARS",7,1,0
3,18,1805,2,534,180059,2,"CHILDREN 6-15 YEARS",5,1,0
3,18,1805,2,534,180059,3,"ADULTS 16-65 YEARS",5,1,0
3,18,1805,2,534,180059,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,18,1805,2,534,180060,1,"CHILDREN 0-5 YEARS",2,1,0
3,18,1805,2,534,180060,2,"CHILDREN 6-15 YEARS",2,1,0
3,18,1805,2,534,180060,3,"ADULTS 16-65 YEARS",0,0,0
3,18,1805,2,534,180060,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,18,1817,2,370,180061,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1817,2,370,180061,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1817,2,370,180061,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1817,2,370,180061,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1817,2,370,180063,1,"CHILDREN 0-5 YEARS",0,0,0
3,18,1817,2,370,180063,2,"CHILDREN 6-15 YEARS",4,1,0
3,18,1817,2,370,180063,3,"ADULTS 16-65 YEARS",1,3,0
3,18,1817,2,370,180063,4,"PEOPLE OVER 65 YEARS OLD",4,1,0
3,18,1817,2,370,180064,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1817,2,370,180064,2,"CHILDREN 6-15 YEARS",7,2,0
3,18,1817,2,370,180064,3,"ADULTS 16-65 YEARS",7,2,0
3,18,1817,2,370,180064,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
3,18,1817,2,370,180065,1,"CHILDREN 0-5 YEARS",7,1,0
3,18,1817,2,370,180065,2,"CHILDREN 6-15 YEARS",7,1,0
3,18,1817,2,370,180065,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1817,2,370,180065,4,"PEOPLE OVER 65 YEARS OLD",7,1,0
3,18,1817,2,370,180066,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1817,2,370,180066,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1817,2,370,180066,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1817,2,370,180066,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1817,2,370,180067,1,"CHILDREN 0-5 YEARS",7,3,0
3,18,1817,2,370,180067,2,"CHILDREN 6-15 YEARS",7,3,0
3,18,1817,2,370,180067,3,"ADULTS 16-65 YEARS",7,3,0
3,18,1817,2,370,180067,4,"PEOPLE OVER 65 YEARS OLD",7,3,0
3,18,1817,2,370,180068,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1817,2,370,180068,2,"CHILDREN 6-15 YEARS",7,2,0
3,18,1817,2,370,180068,3,"ADULTS 16-65 YEARS",7,2,0
3,18,1817,2,370,180068,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
3,18,1817,2,370,180069,1,"CHILDREN 0-5 YEARS",5,3,0
3,18,1817,2,370,180069,2,"CHILDREN 6-15 YEARS",4,2,0
3,18,1817,2,370,180069,3,"ADULTS 16-65 YEARS",3,6,0
3,18,1817,2,370,180069,4,"PEOPLE OVER 65 YEARS OLD",4,3,0
3,18,1817,2,370,180070,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1817,2,370,180070,2,"CHILDREN 6-15 YEARS",7,2,0
3,18,1817,2,370,180070,3,"ADULTS 16-65 YEARS",7,2,0
3,18,1817,2,370,180070,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
3,18,1808,2,1726,180071,1,"CHILDREN 0-5 YEARS",0,0,0
3,18,1808,2,1726,180071,2,"CHILDREN 6-15 YEARS",0,0,0
3,18,1808,2,1726,180071,3,"ADULTS 16-65 YEARS",4,1,0
3,18,1808,2,1726,180071,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,18,1808,2,1726,180072,1,"CHILDREN 0-5 YEARS",6,1,0
3,18,1808,2,1726,180072,2,"CHILDREN 6-15 YEARS",6,1,0
3,18,1808,2,1726,180072,3,"ADULTS 16-65 YEARS",6,1,0
3,18,1808,2,1726,180072,4,"PEOPLE OVER 65 YEARS OLD",2,1,0
3,18,1808,2,1726,180074,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1808,2,1726,180074,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1808,2,1726,180074,3,"ADULTS 16-65 YEARS",2,2,0
3,18,1808,2,1726,180074,4,"PEOPLE OVER 65 YEARS OLD",1,2,0
3,18,1808,2,1726,180075,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1808,2,1726,180075,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1808,2,1726,180075,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1808,2,1726,180075,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1808,2,1726,180076,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1808,2,1726,180076,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1808,2,1726,180076,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1808,2,1726,180076,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1808,2,1726,180077,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1808,2,1726,180077,2,"CHILDREN 6-15 YEARS",7,1,0
3,18,1808,2,1726,180077,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1808,2,1726,180077,4,"PEOPLE OVER 65 YEARS OLD",7,1,0
3,18,1808,2,1726,180078,1,"CHILDREN 0-5 YEARS",7,1,0
3,18,1808,2,1726,180078,2,"CHILDREN 6-15 YEARS",7,1,0
3,18,1808,2,1726,180078,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1808,2,1726,180078,4,"PEOPLE OVER 65 YEARS OLD",7,1,0
3,18,1808,2,1726,180079,1,"CHILDREN 0-5 YEARS",3,1,0
3,18,1808,2,1726,180079,2,"CHILDREN 6-15 YEARS",3,4,0
3,18,1808,2,1726,180079,3,"ADULTS 16-65 YEARS",5,6,0
3,18,1808,2,1726,180079,4,"PEOPLE OVER 65 YEARS OLD",1,2,0
3,18,1808,2,1726,180080,1,"CHILDREN 0-5 YEARS",1,3,0
3,18,1808,2,1726,180080,2,"CHILDREN 6-15 YEARS",4,5,0
3,18,1808,2,1726,180080,3,"ADULTS 16-65 YEARS",5,7,0
3,18,1808,2,1726,180080,4,"PEOPLE OVER 65 YEARS OLD",2,3,0
3,18,1811,2,364,180082,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1811,2,364,180082,2,"CHILDREN 6-15 YEARS",7,2,0
3,18,1811,2,364,180082,3,"ADULTS 16-65 YEARS",7,2,0
3,18,1811,2,364,180082,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
3,18,1811,2,364,180083,1,"CHILDREN 0-5 YEARS",7,1,0
3,18,1811,2,364,180083,2,"CHILDREN 6-15 YEARS",7,1,0
3,18,1811,2,364,180083,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1811,2,364,180083,4,"PEOPLE OVER 65 YEARS OLD",7,1,0
3,18,1811,2,364,180084,1,"CHILDREN 0-5 YEARS",3,1,0
3,18,1811,2,364,180084,2,"CHILDREN 6-15 YEARS",3,1,0
3,18,1811,2,364,180084,3,"ADULTS 16-65 YEARS",3,1,0
3,18,1811,2,364,180084,4,"PEOPLE OVER 65 YEARS OLD",3,1,0
3,18,1811,2,364,180085,1,"CHILDREN 0-5 YEARS",7,1,0
3,18,1811,2,364,180085,2,"CHILDREN 6-15 YEARS",7,1,0
3,18,1811,2,364,180085,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1811,2,364,180085,4,"PEOPLE OVER 65 YEARS OLD",7,1,0
3,18,1811,2,364,180086,1,"CHILDREN 0-5 YEARS",3,4,0
3,18,1811,2,364,180086,2,"CHILDREN 6-15 YEARS",3,4,0
3,18,1811,2,364,180086,3,"ADULTS 16-65 YEARS",3,4,0
3,18,1811,2,364,180086,4,"PEOPLE OVER 65 YEARS OLD",3,2,0
3,18,1811,2,364,180087,1,"CHILDREN 0-5 YEARS",3,1,0
3,18,1811,2,364,180087,2,"CHILDREN 6-15 YEARS",3,1,0
3,18,1811,2,364,180087,3,"ADULTS 16-65 YEARS",3,1,0
3,18,1811,2,364,180087,4,"PEOPLE OVER 65 YEARS OLD",3,1,0
3,18,1811,2,364,180089,1,"CHILDREN 0-5 YEARS",2,1,0
3,18,1811,2,364,180089,2,"CHILDREN 6-15 YEARS",3,2,0
3,18,1811,2,364,180089,3,"ADULTS 16-65 YEARS",1,3,0
3,18,1811,2,364,180089,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1811,2,364,180090,1,"CHILDREN 0-5 YEARS",3,2,0
3,18,1811,2,364,180090,2,"CHILDREN 6-15 YEARS",4,3,0
3,18,1811,2,364,180090,3,"ADULTS 16-65 YEARS",3,1,0
3,18,1811,2,364,180090,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1820,2,450,180091,1,"CHILDREN 0-5 YEARS",7,3,0
3,18,1820,2,450,180091,2,"CHILDREN 6-15 YEARS",7,3,0
3,18,1820,2,450,180091,3,"ADULTS 16-65 YEARS",7,3,0
3,18,1820,2,450,180091,4,"PEOPLE OVER 65 YEARS OLD",7,3,0
3,18,1820,2,450,180092,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1820,2,450,180092,2,"CHILDREN 6-15 YEARS",7,2,0
3,18,1820,2,450,180092,3,"ADULTS 16-65 YEARS",7,2,0
3,18,1820,2,450,180092,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
3,18,1820,2,450,180093,1,"CHILDREN 0-5 YEARS",1,2,0
3,18,1820,2,450,180093,2,"CHILDREN 6-15 YEARS",0,3,0
3,18,1820,2,450,180093,3,"ADULTS 16-65 YEARS",3,4,0
3,18,1820,2,450,180093,4,"PEOPLE OVER 65 YEARS OLD",5,7,0
3,18,1820,2,450,180094,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1820,2,450,180094,2,"CHILDREN 6-15 YEARS",7,2,0
3,18,1820,2,450,180094,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1820,2,450,180094,4,"PEOPLE OVER 65 YEARS OLD",7,3,0
3,18,1820,2,450,180095,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1820,2,450,180095,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1820,2,450,180095,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1820,2,450,180095,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1820,2,450,180096,1,"CHILDREN 0-5 YEARS",2,1,0
3,18,1820,2,450,180096,2,"CHILDREN 6-15 YEARS",2,1,0
3,18,1820,2,450,180096,3,"ADULTS 16-65 YEARS",3,1,0
3,18,1820,2,450,180096,4,"PEOPLE OVER 65 YEARS OLD",3,2,0
3,18,1820,2,450,180097,1,"CHILDREN 0-5 YEARS",3,1,0
3,18,1820,2,450,180097,2,"CHILDREN 6-15 YEARS",3,4,0
3,18,1820,2,450,180097,3,"ADULTS 16-65 YEARS",4,6,0
3,18,1820,2,450,180097,4,"PEOPLE OVER 65 YEARS OLD",3,3,0
3,18,1820,2,450,180099,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1820,2,450,180099,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1820,2,450,180099,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1820,2,450,180099,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1822,2,1654,180101,1,"CHILDREN 0-5 YEARS",3,2,0
3,18,1822,2,1654,180101,2,"CHILDREN 6-15 YEARS",7,7,0
3,18,1822,2,1654,180101,3,"ADULTS 16-65 YEARS",7,1,0
3,18,1822,2,1654,180101,4,"PEOPLE OVER 65 YEARS OLD",7,3,0
3,18,1822,2,1654,180102,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1822,2,1654,180102,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1822,2,1654,180102,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1822,2,1654,180102,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1822,2,1654,180103,1,"CHILDREN 0-5 YEARS",0,0,0
3,18,1822,2,1654,180103,2,"CHILDREN 6-15 YEARS",0,0,0
3,18,1822,2,1654,180103,3,"ADULTS 16-65 YEARS",0,0,0
3,18,1822,2,1654,180103,4,"PEOPLE OVER 65 YEARS OLD",7,3,0
3,18,1822,2,1654,180104,1,"CHILDREN 0-5 YEARS",5,2,0
3,18,1822,2,1654,180104,2,"CHILDREN 6-15 YEARS",3,1,0
3,18,1822,2,1654,180104,3,"ADULTS 16-65 YEARS",3,1,0
3,18,1822,2,1654,180104,4,"PEOPLE OVER 65 YEARS OLD",3,1,0
3,18,1822,2,1654,180105,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1822,2,1654,180105,2,"CHILDREN 6-15 YEARS",5,1,0
3,18,1822,2,1654,180105,3,"ADULTS 16-65 YEARS",5,1,0
3,18,1822,2,1654,180105,4,"PEOPLE OVER 65 YEARS OLD",5,1,0
3,18,1817,2,0,180107,1,"CHILDREN 0-5 YEARS",0,0,1
3,18,1817,2,0,180107,2,"CHILDREN 6-15 YEARS",2,2,1
3,18,1817,2,0,180107,3,"ADULTS 16-65 YEARS",0,0,1
3,18,1817,2,0,180107,4,"PEOPLE OVER 65 YEARS OLD",0,0,1
3,18,1822,2,1654,180108,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1822,2,1654,180108,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1822,2,1654,180108,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1822,2,1654,180108,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1822,2,1654,180109,1,"CHILDREN 0-5 YEARS",3,4,0
3,18,1822,2,1654,180109,2,"CHILDREN 6-15 YEARS",3,5,0
3,18,1822,2,1654,180109,3,"ADULTS 16-65 YEARS",4,7,0
3,18,1822,2,1654,180109,4,"PEOPLE OVER 65 YEARS OLD",7,3,0
3,18,1817,2,0,180110,1,"CHILDREN 0-5 YEARS",7,3,1
3,18,1817,2,0,180110,2,"CHILDREN 6-15 YEARS",7,3,1
3,18,1817,2,0,180110,3,"ADULTS 16-65 YEARS",7,3,1
3,18,1817,2,0,180110,4,"PEOPLE OVER 65 YEARS OLD",0,0,1
3,18,1814,2,678,180111,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1814,2,678,180111,2,"CHILDREN 6-15 YEARS",7,2,0
3,18,1814,2,678,180111,3,"ADULTS 16-65 YEARS",7,2,0
3,18,1814,2,678,180111,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
3,18,1814,2,678,180112,1,"CHILDREN 0-5 YEARS",1,1,0
3,18,1814,2,678,180112,2,"CHILDREN 6-15 YEARS",1,1,0
3,18,1814,2,678,180112,3,"ADULTS 16-65 YEARS",1,1,0
3,18,1814,2,678,180112,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
3,18,1814,2,678,180113,1,"CHILDREN 0-5 YEARS",1,2,0
3,18,1814,2,678,180113,2,"CHILDREN 6-15 YEARS",3,5,0
3,18,1814,2,678,180113,3,"ADULTS 16-65 YEARS",6,7,0
3,18,1814,2,678,180113,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
3,18,1814,2,678,180117,1,"CHILDREN 0-5 YEARS",7,2,0
3,18,1814,2,678,180117,2,"CHILDREN 6-15 YEARS",7,2,0
3,18,1814,2,678,180117,3,"ADULTS 16-65 YEARS",7,2,0
3,18,1814,2,678,180117,4,"PEOPLE OVER 65 YEARS OLD",7,2,0
3,19,1925,2,3394,190001,1,"CHILDREN 0-5 YEARS",0,0,0
3,19,1925,2,3394,190001,2,"CHILDREN 6-15 YEARS",1,7,0
3,19,1925,2,3394,190001,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1925,2,3394,190001,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1925,2,3394,190003,1,"CHILDREN 0-5 YEARS",7,5,0
3,19,1925,2,3394,190003,2,"CHILDREN 6-15 YEARS",7,4,0
3,19,1925,2,3394,190003,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1925,2,3394,190003,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1925,2,3394,190006,1,"CHILDREN 0-5 YEARS",0,0,0
3,19,1925,2,3394,190006,2,"CHILDREN 6-15 YEARS",0,0,0
3,19,1925,2,3394,190006,3,"ADULTS 16-65 YEARS",3,5,0
3,19,1925,2,3394,190006,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1925,2,3394,190007,1,"CHILDREN 0-5 YEARS",4,3,0
3,19,1925,2,3394,190007,2,"CHILDREN 6-15 YEARS",3,7,0
3,19,1925,2,3394,190007,3,"ADULTS 16-65 YEARS",3,7,0
3,19,1925,2,3394,190007,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1925,2,3394,190008,1,"CHILDREN 0-5 YEARS",7,5,0
3,19,1925,2,3394,190008,2,"CHILDREN 6-15 YEARS",7,4,0
3,19,1925,2,3394,190008,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1925,2,3394,190008,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1925,2,3394,190010,1,"CHILDREN 0-5 YEARS",7,5,0
3,19,1925,2,3394,190010,2,"CHILDREN 6-15 YEARS",7,4,0
3,19,1925,2,3394,190010,3,"ADULTS 16-65 YEARS",7,2,0
3,19,1925,2,3394,190010,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1921,1,842,190011,1,"CHILDREN 0-5 YEARS",3,1,0
3,19,1921,1,842,190011,2,"CHILDREN 6-15 YEARS",2,1,0
3,19,1921,1,842,190011,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1921,1,842,190011,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1921,1,842,190013,1,"CHILDREN 0-5 YEARS",0,0,0
3,19,1921,1,842,190013,2,"CHILDREN 6-15 YEARS",3,1,0
3,19,1921,1,842,190013,3,"ADULTS 16-65 YEARS",3,1,0
3,19,1921,1,842,190013,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1921,1,842,190014,1,"CHILDREN 0-5 YEARS",0,0,0
3,19,1921,1,842,190014,2,"CHILDREN 6-15 YEARS",0,0,0
3,19,1921,1,842,190014,3,"ADULTS 16-65 YEARS",7,7,0
3,19,1921,1,842,190014,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1921,1,842,190015,1,"CHILDREN 0-5 YEARS",0,0,0
3,19,1921,1,842,190015,2,"CHILDREN 6-15 YEARS",0,0,0
3,19,1921,1,842,190015,3,"ADULTS 16-65 YEARS",4,4,0
3,19,1921,1,842,190015,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1921,1,842,190016,1,"CHILDREN 0-5 YEARS",0,0,0
3,19,1921,1,842,190016,2,"CHILDREN 6-15 YEARS",0,0,0
3,19,1921,1,842,190016,3,"ADULTS 16-65 YEARS",1,1,0
3,19,1921,1,842,190016,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1921,1,842,190017,1,"CHILDREN 0-5 YEARS",0,0,0
3,19,1921,1,842,190017,2,"CHILDREN 6-15 YEARS",2,1,0
3,19,1921,1,842,190017,3,"ADULTS 16-65 YEARS",4,2,0
3,19,1921,1,842,190017,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1921,1,842,190018,1,"CHILDREN 0-5 YEARS",2,1,0
3,19,1921,1,842,190018,2,"CHILDREN 6-15 YEARS",3,2,0
3,19,1921,1,842,190018,3,"ADULTS 16-65 YEARS",1,2,0
3,19,1921,1,842,190018,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1921,1,842,190019,1,"CHILDREN 0-5 YEARS",7,4,0
3,19,1921,1,842,190019,2,"CHILDREN 6-15 YEARS",7,3,0
3,19,1921,1,842,190019,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1921,1,842,190019,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1921,1,842,190020,1,"CHILDREN 0-5 YEARS",7,5,0
3,19,1921,1,842,190020,2,"CHILDREN 6-15 YEARS",7,3,0
3,19,1921,1,842,190020,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1921,1,842,190020,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1943,2,668,190021,1,"CHILDREN 0-5 YEARS",7,1,0
3,19,1943,2,668,190021,2,"CHILDREN 6-15 YEARS",7,1,0
3,19,1943,2,668,190021,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1943,2,668,190021,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1943,2,668,190022,1,"CHILDREN 0-5 YEARS",4,1,0
3,19,1943,2,668,190022,2,"CHILDREN 6-15 YEARS",0,0,0
3,19,1943,2,668,190022,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1943,2,668,190022,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1943,2,668,190023,1,"CHILDREN 0-5 YEARS",1,3,0
3,19,1943,2,668,190023,2,"CHILDREN 6-15 YEARS",2,5,0
3,19,1943,2,668,190023,3,"ADULTS 16-65 YEARS",2,2,0
3,19,1943,2,668,190023,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1943,2,668,190025,1,"CHILDREN 0-5 YEARS",1,2,0
3,19,1943,2,668,190025,2,"CHILDREN 6-15 YEARS",2,2,0
3,19,1943,2,668,190025,3,"ADULTS 16-65 YEARS",1,1,0
3,19,1943,2,668,190025,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1943,2,668,190026,1,"CHILDREN 0-5 YEARS",7,5,0
3,19,1943,2,668,190026,2,"CHILDREN 6-15 YEARS",7,3,0
3,19,1943,2,668,190026,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1943,2,668,190026,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1943,2,668,190027,1,"CHILDREN 0-5 YEARS",3,2,0
3,19,1943,2,668,190027,2,"CHILDREN 6-15 YEARS",2,1,0
3,19,1943,2,668,190027,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1943,2,668,190027,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1943,2,668,190028,1,"CHILDREN 0-5 YEARS",7,7,0
3,19,1943,2,668,190028,2,"CHILDREN 6-15 YEARS",7,3,0
3,19,1943,2,668,190028,3,"ADULTS 16-65 YEARS",7,7,0
3,19,1943,2,668,190028,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1943,2,668,190029,1,"CHILDREN 0-5 YEARS",0,0,0
3,19,1943,2,668,190029,2,"CHILDREN 6-15 YEARS",0,0,0
3,19,1943,2,668,190029,3,"ADULTS 16-65 YEARS",2,6,0
3,19,1943,2,668,190029,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1943,2,668,190030,1,"CHILDREN 0-5 YEARS",2,2,0
3,19,1943,2,668,190030,2,"CHILDREN 6-15 YEARS",1,2,0
3,19,1943,2,668,190030,3,"ADULTS 16-65 YEARS",2,4,0
3,19,1943,2,668,190030,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1916,2,1516,190032,1,"CHILDREN 0-5 YEARS",7,3,0
3,19,1916,2,1516,190032,2,"CHILDREN 6-15 YEARS",7,4,0
3,19,1916,2,1516,190032,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1916,2,1516,190032,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1916,2,1516,190033,1,"CHILDREN 0-5 YEARS",0,0,0
3,19,1916,2,1516,190033,2,"CHILDREN 6-15 YEARS",2,6,0
3,19,1916,2,1516,190033,3,"ADULTS 16-65 YEARS",2,6,0
3,19,1916,2,1516,190033,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1916,2,1516,190034,1,"CHILDREN 0-5 YEARS",7,1,0
3,19,1916,2,1516,190034,2,"CHILDREN 6-15 YEARS",3,1,0
3,19,1916,2,1516,190034,3,"ADULTS 16-65 YEARS",0,0,0
3,19,1916,2,1516,190034,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
3,19,1916,2,1516,190035,1,"CHILDREN 0-5 YEARS",7,1,0
