"zone","state","lga","sector","ea","hhid","item_cd","item_desc","s10cq10","s10cq11","tracked_obs"
4,14,1415,2,952,140042,4,"PEOPLE OVER 65 YEARS OLD",7,7,0
4,14,1415,2,952,140044,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1415,2,952,140044,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1415,2,952,140044,3,"ADULTS 16-65 YEARS",1,1,0
4,14,1415,2,952,140044,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1403,1,34,140057,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1403,1,34,140057,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1403,1,34,140057,3,"ADULTS 16-65 YEARS",4,3,0
4,14,1403,1,34,140057,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1403,1,34,140060,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1403,1,34,140060,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1403,1,34,140060,3,"ADULTS 16-65 YEARS",7,7,0
4,14,1403,1,34,140060,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1406,2,694,140063,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1406,2,694,140063,2,"CHILDREN 6-15 YEARS",3,3,0
4,14,1406,2,694,140063,3,"ADULTS 16-65 YEARS",0,0,0
4,14,1406,2,694,140063,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1406,2,694,140064,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1406,2,694,140064,2,"CHILDREN 6-15 YEARS",1,2,0
4,14,1406,2,694,140064,3,"ADULTS 16-65 YEARS",0,0,0
4,14,1406,2,694,140064,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1406,2,694,140067,1,"CHILDREN 0-5 YEARS",7,7,0
4,14,1406,2,694,140067,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1406,2,694,140067,3,"ADULTS 16-65 YEARS",0,0,0
4,14,1406,2,694,140067,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1413,2,670,140072,1,"CHILDREN 0-5 YEARS",1,1,0
4,14,1413,2,670,140072,2,"CHILDREN 6-15 YEARS",3,3,0
4,14,1413,2,670,140072,3,"ADULTS 16-65 YEARS",0,0,0
4,14,1413,2,670,140072,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1413,2,670,140073,1,"CHILDREN 0-5 YEARS",7,7,0
4,14,1413,2,670,140073,2,"CHILDREN 6-15 YEARS",7,7,0
4,14,1413,2,670,140073,3,"ADULTS 16-65 YEARS",0,0,0
4,14,1413,2,670,140073,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1413,2,670,140074,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1413,2,670,140074,2,"CHILDREN 6-15 YEARS",2,2,0
4,14,1413,2,670,140074,3,"ADULTS 16-65 YEARS",2,2,0
4,14,1413,2,670,140074,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1404,1,96,140091,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1404,1,96,140091,2,"CHILDREN 6-15 YEARS",3,3,0
4,14,1404,1,96,140091,3,"ADULTS 16-65 YEARS",0,0,0
4,14,1404,1,96,140091,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1404,1,96,140092,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1404,1,96,140092,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1404,1,96,140092,3,"ADULTS 16-65 YEARS",3,3,0
4,14,1404,1,96,140092,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,4,419,1,0,140095,1,"CHILDREN 0-5 YEARS",0,0,1
4,4,419,1,0,140095,2,"CHILDREN 6-15 YEARS",0,0,1
4,4,419,1,0,140095,3,"ADULTS 16-65 YEARS",3,6,1
4,4,419,1,0,140095,4,"PEOPLE OVER 65 YEARS OLD",0,0,1
4,14,1408,2,968,140101,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1408,2,968,140101,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1408,2,968,140101,3,"ADULTS 16-65 YEARS",2,2,0
4,14,1408,2,968,140101,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1408,2,968,140103,1,"CHILDREN 0-5 YEARS",2,1,0
4,14,1408,2,968,140103,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1408,2,968,140103,3,"ADULTS 16-65 YEARS",4,1,0
4,14,1408,2,968,140103,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1411,2,1066,140118,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1411,2,1066,140118,2,"CHILDREN 6-15 YEARS",1,2,0
4,14,1411,2,1066,140118,3,"ADULTS 16-65 YEARS",0,0,0
4,14,1411,2,1066,140118,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1411,2,1066,140120,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1411,2,1066,140120,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1411,2,1066,140120,3,"ADULTS 16-65 YEARS",1,3,0
4,14,1411,2,1066,140120,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1416,2,2314,140130,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1416,2,2314,140130,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1416,2,2314,140130,3,"ADULTS 16-65 YEARS",1,1,0
4,14,1416,2,2314,140130,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1415,2,156,140131,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1415,2,156,140131,2,"CHILDREN 6-15 YEARS",3,3,0
4,14,1415,2,156,140131,3,"ADULTS 16-65 YEARS",0,0,0
4,14,1415,2,156,140131,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1415,2,156,140132,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1415,2,156,140132,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1415,2,156,140132,3,"ADULTS 16-65 YEARS",2,2,0
4,14,1415,2,156,140132,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1415,2,156,140139,1,"CHILDREN 0-5 YEARS",0,0,0
4,14,1415,2,156,140139,2,"CHILDREN 6-15 YEARS",1,2,0
4,14,1415,2,156,140139,3,"ADULTS 16-65 YEARS",0,0,0
4,14,1415,2,156,140139,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,14,1415,2,156,140140,1,"CHILDREN 0-5 YEARS",3,1,0
4,14,1415,2,156,140140,2,"CHILDREN 6-15 YEARS",0,0,0
4,14,1415,2,156,140140,3,"ADULTS 16-65 YEARS",1,2,0
4,14,1415,2,156,140140,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1506,1,398,150003,1,"CHILDREN 0-5 YEARS",2,2,0
2,15,1506,1,398,150003,2,"CHILDREN 6-15 YEARS",4,3,0
2,15,1506,1,398,150003,3,"ADULTS 16-65 YEARS",2,3,0
2,15,1506,1,398,150003,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1506,1,398,150005,1,"CHILDREN 0-5 YEARS",6,6,0
2,15,1506,1,398,150005,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1506,1,398,150005,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1506,1,398,150005,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1506,1,398,150008,1,"CHILDREN 0-5 YEARS",3,3,0
2,15,1506,1,398,150008,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1506,1,398,150008,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1506,1,398,150008,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1506,1,398,150009,1,"CHILDREN 0-5 YEARS",0,,0
2,15,1506,1,398,150009,2,"CHILDREN 6-15 YEARS",4,4,0
2,15,1506,1,398,150009,3,"ADULTS 16-65 YEARS",2,2,0
2,15,1506,1,398,150009,4,"PEOPLE OVER 65 YEARS OLD",0,,0
2,15,1508,2,1682,150013,1,"CHILDREN 0-5 YEARS",3,4,0
2,15,1508,2,1682,150013,2,"CHILDREN 6-15 YEARS",5,5,0
2,15,1508,2,1682,150013,3,"ADULTS 16-65 YEARS",3,2,0
2,15,1508,2,1682,150013,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1508,2,1682,150014,1,"CHILDREN 0-5 YEARS",4,4,0
2,15,1508,2,1682,150014,2,"CHILDREN 6-15 YEARS",3,3,0
2,15,1508,2,1682,150014,3,"ADULTS 16-65 YEARS",2,2,0
2,15,1508,2,1682,150014,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1508,2,1682,150016,1,"CHILDREN 0-5 YEARS",6,2,0
2,15,1508,2,1682,150016,2,"CHILDREN 6-15 YEARS",2,1,0
2,15,1508,2,1682,150016,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1508,2,1682,150016,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1508,2,1682,150018,1,"CHILDREN 0-5 YEARS",3,3,0
2,15,1508,2,1682,150018,2,"CHILDREN 6-15 YEARS",4,4,0
2,15,1508,2,1682,150018,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1508,2,1682,150018,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1508,2,1682,150019,1,"CHILDREN 0-5 YEARS",5,3,0
2,15,1508,2,1682,150019,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1508,2,1682,150019,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1508,2,1682,150019,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1508,2,1682,150020,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1508,2,1682,150020,2,"CHILDREN 6-15 YEARS",2,4,0
2,15,1508,2,1682,150020,3,"ADULTS 16-65 YEARS",3,4,0
2,15,1508,2,1682,150020,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1511,2,1938,150021,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1511,2,1938,150021,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1511,2,1938,150021,3,"ADULTS 16-65 YEARS",6,6,0
2,15,1511,2,1938,150021,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1511,2,1938,150023,1,"CHILDREN 0-5 YEARS",7,2,0
2,15,1511,2,1938,150023,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1511,2,1938,150023,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1511,2,1938,150023,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1511,2,1938,150025,1,"CHILDREN 0-5 YEARS",7,2,0
2,15,1511,2,1938,150025,2,"CHILDREN 6-15 YEARS",3,1,0
2,15,1511,2,1938,150025,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1511,2,1938,150025,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1511,2,1938,150028,1,"CHILDREN 0-5 YEARS",6,7,0
2,15,1511,2,1938,150028,2,"CHILDREN 6-15 YEARS",2,3,0
2,15,1511,2,1938,150028,3,"ADULTS 16-65 YEARS",1,2,0
2,15,1511,2,1938,150028,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1511,2,1938,150029,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1511,2,1938,150029,2,"CHILDREN 6-15 YEARS",2,2,0
2,15,1511,2,1938,150029,3,"ADULTS 16-65 YEARS",3,3,0
2,15,1511,2,1938,150029,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1511,2,1938,150030,1,"CHILDREN 0-5 YEARS",5,5,0
2,15,1511,2,1938,150030,2,"CHILDREN 6-15 YEARS",3,3,0
2,15,1511,2,1938,150030,3,"ADULTS 16-65 YEARS",4,4,0
2,15,1511,2,1938,150030,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1502,2,590,150032,1,"CHILDREN 0-5 YEARS",3,4,0
2,15,1502,2,590,150032,2,"CHILDREN 6-15 YEARS",4,5,0
2,15,1502,2,590,150032,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1502,2,590,150032,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1502,2,590,150033,1,"CHILDREN 0-5 YEARS",7,2,0
2,15,1502,2,590,150033,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1502,2,590,150033,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1502,2,590,150033,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1502,2,590,150035,1,"CHILDREN 0-5 YEARS",6,1,0
2,15,1502,2,590,150035,2,"CHILDREN 6-15 YEARS",3,1,0
2,15,1502,2,590,150035,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1502,2,590,150035,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1502,2,590,150036,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1502,2,590,150036,2,"CHILDREN 6-15 YEARS",3,4,0
2,15,1502,2,590,150036,3,"ADULTS 16-65 YEARS",5,5,0
2,15,1502,2,590,150036,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1502,2,590,150037,1,"CHILDREN 0-5 YEARS",7,1,0
2,15,1502,2,590,150037,2,"CHILDREN 6-15 YEARS",7,1,0
2,15,1502,2,590,150037,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1502,2,590,150037,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1502,2,590,150038,1,"CHILDREN 0-5 YEARS",5,5,0
2,15,1502,2,590,150038,2,"CHILDREN 6-15 YEARS",4,4,0
2,15,1502,2,590,150038,3,"ADULTS 16-65 YEARS",3,2,0
2,15,1502,2,590,150038,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1510,2,616,150041,1,"CHILDREN 0-5 YEARS",7,2,0
2,15,1510,2,616,150041,2,"CHILDREN 6-15 YEARS",4,1,0
2,15,1510,2,616,150041,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1510,2,616,150041,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1510,2,616,150042,1,"CHILDREN 0-5 YEARS",2,1,0
2,15,1510,2,616,150042,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1510,2,616,150042,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1510,2,616,150042,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1510,2,616,150044,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1510,2,616,150044,2,"CHILDREN 6-15 YEARS",4,3,0
2,15,1510,2,616,150044,3,"ADULTS 16-65 YEARS",3,3,0
2,15,1510,2,616,150044,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1510,2,616,150045,1,"CHILDREN 0-5 YEARS",7,2,0
2,15,1510,2,616,150045,2,"CHILDREN 6-15 YEARS",5,1,0
2,15,1510,2,616,150045,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1510,2,616,150045,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1510,2,616,150047,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1510,2,616,150047,2,"CHILDREN 6-15 YEARS",3,3,0
2,15,1510,2,616,150047,3,"ADULTS 16-65 YEARS",2,2,0
2,15,1510,2,616,150047,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1510,2,616,150048,1,"CHILDREN 0-5 YEARS",7,1,0
2,15,1510,2,616,150048,2,"CHILDREN 6-15 YEARS",3,3,0
2,15,1510,2,616,150048,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1510,2,616,150048,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1510,2,616,150049,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1510,2,616,150049,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1510,2,616,150049,3,"ADULTS 16-65 YEARS",1,1,0
2,15,1510,2,616,150049,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1510,2,616,150050,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1510,2,616,150050,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1510,2,616,150050,3,"ADULTS 16-65 YEARS",1,1,0
2,15,1510,2,616,150050,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1507,2,458,150051,1,"CHILDREN 0-5 YEARS",2,2,0
2,15,1507,2,458,150051,2,"CHILDREN 6-15 YEARS",3,3,0
2,15,1507,2,458,150051,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1507,2,458,150051,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1507,2,458,150053,1,"CHILDREN 0-5 YEARS",6,2,0
2,15,1507,2,458,150053,2,"CHILDREN 6-15 YEARS",4,1,0
2,15,1507,2,458,150053,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1507,2,458,150053,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1507,2,458,150054,1,"CHILDREN 0-5 YEARS",3,3,0
2,15,1507,2,458,150054,2,"CHILDREN 6-15 YEARS",4,4,0
2,15,1507,2,458,150054,3,"ADULTS 16-65 YEARS",4,3,0
2,15,1507,2,458,150054,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1507,2,458,150055,1,"CHILDREN 0-5 YEARS",7,2,0
2,15,1507,2,458,150055,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1507,2,458,150055,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1507,2,458,150055,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1507,2,458,150057,1,"CHILDREN 0-5 YEARS",7,2,0
2,15,1507,2,458,150057,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1507,2,458,150057,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1507,2,458,150057,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1507,2,458,150060,1,"CHILDREN 0-5 YEARS",2,4,0
2,15,1507,2,458,150060,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1507,2,458,150060,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1507,2,458,150060,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1503,2,634,150063,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1503,2,634,150063,2,"CHILDREN 6-15 YEARS",3,3,0
2,15,1503,2,634,150063,3,"ADULTS 16-65 YEARS",1,1,0
2,15,1503,2,634,150063,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1503,2,634,150064,1,"CHILDREN 0-5 YEARS",0,0,0
2,15,1503,2,634,150064,2,"CHILDREN 6-15 YEARS",4,4,0
2,15,1503,2,634,150064,3,"ADULTS 16-65 YEARS",3,2,0
2,15,1503,2,634,150064,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1503,2,634,150068,1,"CHILDREN 0-5 YEARS",7,1,0
2,15,1503,2,634,150068,2,"CHILDREN 6-15 YEARS",7,1,0
2,15,1503,2,634,150068,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1503,2,634,150068,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,15,1506,1,148,150072,1,"CHILDREN 0-5 YEARS",5,3,0
2,15,1506,1,148,150072,2,"CHILDREN 6-15 YEARS",0,0,0
2,15,1506,1,148,150072,3,"ADULTS 16-65 YEARS",0,0,0
2,15,1506,1,148,150072,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
2,34,3407,1,0,150073,1,"CHILDREN 0-5 YEARS",3,3,1
2,34,3407,1,0,150073,2,"CHILDREN 6-15 YEARS",4,4,1
2,34,3407,1,0,150073,3,"ADULTS 16-65 YEARS",5,5,1
2,34,3407,1,0,150073,4,"PEOPLE OVER 65 YEARS OLD",0,0,1
2,15,1506,1,148,150076,2,"CHILDREN 6-15 YEARS",5,2,0
4,16,1626,2,1546,160003,1,"CHILDREN 0-5 YEARS",0,,0
4,16,1626,2,1546,160003,2,"CHILDREN 6-15 YEARS",1,1,0
4,16,1626,2,1546,160003,3,"ADULTS 16-65 YEARS",1,1,0
4,16,1626,2,1546,160003,4,"PEOPLE OVER 65 YEARS OLD",0,,0
4,16,1626,2,1546,160005,3,"ADULTS 16-65 YEARS",3,9,0
4,16,1626,2,1546,160007,1,"CHILDREN 0-5 YEARS",0,,0
4,16,1626,2,1546,160007,2,"CHILDREN 6-15 YEARS",0,,0
4,16,1626,2,1546,160007,3,"ADULTS 16-65 YEARS",1,1,0
4,16,1626,2,1546,160007,4,"PEOPLE OVER 65 YEARS OLD",0,,0
4,16,1608,2,1104,160027,1,"CHILDREN 0-5 YEARS",1,1,0
4,16,1608,2,1104,160027,3,"ADULTS 16-65 YEARS",2,2,0
4,16,1624,1,136,160035,1,"CHILDREN 0-5 YEARS",1,1,0
4,16,1624,1,136,160035,3,"ADULTS 16-65 YEARS",1,1,0
4,16,1606,2,590,160039,2,"CHILDREN 6-15 YEARS",2,6,0
4,16,1613,2,440,160054,1,"CHILDREN 0-5 YEARS",2,1,0
4,16,1613,2,440,160054,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1613,2,440,160054,3,"ADULTS 16-65 YEARS",1,1,0
4,16,1613,2,440,160054,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1613,2,440,160060,1,"CHILDREN 0-5 YEARS",2,1,0
4,16,1613,2,440,160060,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1613,2,440,160060,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1613,2,440,160060,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1616,2,296,160062,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1616,2,296,160062,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1616,2,296,160062,3,"ADULTS 16-65 YEARS",4,1,0
4,16,1616,2,296,160062,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1616,2,296,160064,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1616,2,296,160064,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1616,2,296,160064,3,"ADULTS 16-65 YEARS",3,4,0
4,16,1616,2,296,160064,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1620,2,106,160072,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1620,2,106,160072,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1620,2,106,160072,3,"ADULTS 16-65 YEARS",1,3,0
4,16,1620,2,106,160072,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1620,2,106,160073,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1620,2,106,160073,2,"CHILDREN 6-15 YEARS",1,1,0
4,16,1620,2,106,160073,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1620,2,106,160073,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1620,2,106,160075,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1620,2,106,160075,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1620,2,106,160075,3,"ADULTS 16-65 YEARS",1,1,0
4,16,1620,2,106,160075,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1618,2,1060,160081,1,"CHILDREN 0-5 YEARS",2,1,0
4,16,1618,2,1060,160081,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1618,2,1060,160081,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1618,2,1060,160081,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1618,2,1060,160084,1,"CHILDREN 0-5 YEARS",3,2,0
4,16,1618,2,1060,160084,2,"CHILDREN 6-15 YEARS",2,1,0
4,16,1618,2,1060,160084,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1618,2,1060,160084,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1618,2,1060,160086,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1618,2,1060,160086,2,"CHILDREN 6-15 YEARS",1,3,0
4,16,1618,2,1060,160086,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1618,2,1060,160086,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1618,2,1060,160088,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1618,2,1060,160088,2,"CHILDREN 6-15 YEARS",2,2,0
4,16,1618,2,1060,160088,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1618,2,1060,160088,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1618,2,1060,160089,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1618,2,1060,160089,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1618,2,1060,160089,3,"ADULTS 16-65 YEARS",2,3,0
4,16,1618,2,1060,160089,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1601,2,954,160091,1,"CHILDREN 0-5 YEARS",2,1,0
4,16,1601,2,954,160091,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1601,2,954,160091,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1601,2,954,160091,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1601,2,954,160092,1,"CHILDREN 0-5 YEARS",3,1,0
4,16,1601,2,954,160092,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1601,2,954,160092,3,"ADULTS 16-65 YEARS",2,1,0
4,16,1601,2,954,160092,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1601,2,954,160093,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1601,2,954,160093,2,"CHILDREN 6-15 YEARS",1,1,0
4,16,1601,2,954,160093,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1601,2,954,160093,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1610,2,1006,160104,2,"CHILDREN 6-15 YEARS",2,2,0
4,16,1612,2,414,160127,1,"CHILDREN 0-5 YEARS",2,6,0
4,16,1612,2,414,160127,3,"ADULTS 16-65 YEARS",2,6,0
4,16,1605,2,180,160150,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1605,2,180,160150,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1605,2,180,160150,3,"ADULTS 16-65 YEARS",4,4,0
4,16,1605,2,180,160150,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1605,2,180,160153,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1605,2,180,160153,2,"CHILDREN 6-15 YEARS",0,0,0
4,16,1605,2,180,160153,3,"ADULTS 16-65 YEARS",1,1,0
4,16,1605,2,180,160153,4,"PEOPLE OVER 65 YEARS OLD",1,1,0
4,16,1609,2,738,160156,3,"ADULTS 16-65 YEARS",4,12,0
4,16,1609,2,738,160162,2,"CHILDREN 6-15 YEARS",2,2,0
4,16,1609,2,738,160162,3,"ADULTS 16-65 YEARS",2,2,0
4,16,1608,2,1104,160165,3,"ADULTS 16-65 YEARS",2,2,0
4,16,1612,2,108,160174,1,"CHILDREN 0-5 YEARS",0,0,0
4,16,1612,2,108,160174,2,"CHILDREN 6-15 YEARS",7,3,0
4,16,1612,2,108,160174,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1612,2,108,160174,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1603,2,158,160178,1,"CHILDREN 0-5 YEARS",1,1,0
4,16,1603,2,158,160178,2,"CHILDREN 6-15 YEARS",1,1,0
4,16,1603,2,158,160178,3,"ADULTS 16-65 YEARS",0,0,0
4,16,1603,2,158,160178,4,"PEOPLE OVER 65 YEARS OLD",0,0,0
4,16,1603,2,158,160179,1,"CHILDREN 0-5 YEARS",1,1,0
4,16,1603,2,158,160179,2,"CHILDREN 6-15 YEARS",1,1,0
