"zone","state","sector","lga","ea","serial_no","c1q2","c1q3","c1q4a","c1q4b","c1q4_os","c1q5","c1q6"
6,30,1,3002,1310,2,1,70,3,9,,50,16
6,30,1,3002,1310,3,1,53,3,8,,53,16
6,30,1,3002,1310,4,2,69,3,8,,35,26
6,30,1,3002,1310,5,1,67,9,8,,15,23
6,30,2,3004,216,1,1,57,1,9,,3,16
6,30,2,3004,216,2,1,66,2,8,,33,0
6,30,2,3004,216,3,2,55,3,8,,31,0
6,30,2,3004,216,4,1,70,3,8,,25,0
6,30,2,3004,216,5,1,42,3,12,,5,34
6,30,2,3004,216,6,1,57,3,8,,20,16
6,30,1,3005,2870,1,1,75,1,,,6,42
6,30,1,3005,2870,2,1,60,3,,,10,41
6,30,1,3005,2870,3,2,62,7,,,10,42
6,30,1,3005,2870,4,1,62,3,,,12,42
6,30,1,3005,2870,5,1,83,3,,,23,42
6,30,1,3005,2942,1,1,56,1,,,23,42
6,30,1,3005,2942,2,1,76,9,,,40,26
6,30,1,3005,2942,3,1,73,3,,,28,43
6,30,1,3005,2942,4,2,50,11,,"civil servant",18,42
6,30,1,3007,1624,1,1,70,11,,"cda chairman",70,27
6,30,1,3007,1624,2,1,61,8,,,61,0
6,30,1,3007,1624,3,1,65,8,,,65,16
6,30,1,3007,1624,4,1,80,11,,"carpenter",80,0
6,30,1,3007,1624,5,2,50,8,,,20,26
6,30,1,3009,764,1,1,86,1,,,56,32
6,30,1,3009,764,2,1,85,3,,,52,26
6,30,1,3009,764,3,1,90,2,3,,52,42
6,30,1,3009,764,4,1,78,8,,,44,0
6,30,1,3009,764,5,2,72,3,,,32,34
6,30,1,3009,1642,2,1,62,9,,,30,51
6,30,1,3009,1642,3,1,67,11,,"dependant",25,26
6,30,1,3009,1642,4,1,52,8,,,18,16
6,30,1,3010,1762,1,1,70,1,,,70,16
6,30,1,3010,1762,2,1,55,8,,,25,26
6,30,1,3010,1762,3,1,60,2,,,30,16
6,30,1,3010,1762,4,2,53,8,,,35,16
6,30,1,3010,1762,5,2,65,8,,,58,16
6,30,2,3012,334,1,1,69,1,,,69,16
6,30,2,3012,334,2,1,75,3,,,75,0
6,30,2,3012,334,3,1,73,3,,,73,13
6,30,2,3012,334,4,1,42,11,,"farmer",20,16
6,30,2,3014,120,1,1,87,1,,,80,0
6,30,2,3014,120,2,1,75,3,,,71,23
6,30,2,3014,120,3,1,65,3,,,50,16
6,30,2,3014,120,4,1,43,3,,,25,26
6,30,2,3014,120,5,1,55,3,,,51,0
6,30,2,3015,1688,1,1,83,1,9,,16,0
6,30,2,3015,1688,2,2,73,3,8,,16,0
6,30,2,3015,1688,3,1,58,3,8,,14,16
6,30,2,3015,1688,4,1,48,3,8,,13,0
6,30,2,3015,1688,5,1,34,3,8,,10,0
6,30,2,3015,1688,6,2,42,3,8,,6,0
6,30,1,3016,390,1,1,74,1,8,,74,0
6,30,1,3016,390,2,1,65,3,9,,65,16
6,30,1,3016,390,3,1,73,3,8,,73,0
6,30,1,3016,390,4,1,74,3,8,,74,0
6,30,1,3016,390,5,1,58,3,8,,58,26
6,30,1,3016,390,6,2,68,3,8,,40,0
6,30,2,3018,914,1,1,98,1,,,40,0
6,30,2,3018,914,2,1,61,3,,,40,0
6,30,2,3018,914,3,1,70,11,,"farmer",67,0
6,30,2,3018,914,4,1,53,5,,,3,34
6,30,2,3018,914,5,1,88,11,,"farmer",40,0
6,30,1,3020,322,1,1,62,1,,,20,42
6,30,1,3020,322,2,1,59,11,,""" building construction engineering supervisor""",20,43
6,30,1,3020,322,3,2,68,8,,,25,43
6,30,1,3020,322,5,1,61,11,,"civil engineer",20,42
6,30,1,3020,322,6,1,73,3,,,30,43
6,30,2,3023,622,1,1,58,1,9,,58,0
6,30,2,3023,622,2,2,72,3,8,,50,16
6,30,2,3023,622,3,1,57,3,9,,57,16
6,30,2,3023,622,4,1,72,3,9,,72,16
6,30,2,3023,622,5,1,51,3,8,,51,26
6,30,2,3023,622,6,1,46,3,8,,46,16
6,30,1,3024,1406,1,1,60,1,,,15,42
6,30,1,3024,1406,2,1,54,11,,"secretary",14,42
6,30,1,3024,1406,3,1,62,11,,"treasurer",20,41
6,30,1,3024,1406,4,1,51,11,,"financial secretary",12,26
6,30,1,3024,1406,5,1,56,5,,,10,42
6,30,1,3024,1924,1,1,65,1,,,40,26
6,30,1,3024,1924,2,1,76,11,,"retired asst dir nursing services",11,41
6,30,1,3024,1924,3,1,63,11,,"retired school princopal",15,42
6,30,1,3024,1924,4,1,72,11,,"retired civil servant",17,41
6,30,1,3024,1924,5,2,58,11,,"secondary school teacher",25,42
6,30,1,3025,2052,1,1,60,1,,,60,34
6,30,1,3025,2052,2,1,55,3,,,50,16
6,30,1,3025,2052,3,1,50,3,,,35,33
6,30,1,3025,2052,4,1,52,3,,,40,26
6,30,1,3025,2052,5,2,69,3,,,55,0
6,30,1,3030,946,1,1,71,1,9,,71,16
6,30,1,3030,946,2,2,69,2,8,,41,0
6,30,1,3030,946,3,1,61,3,9,,61,16
6,30,1,3030,946,4,1,77,8,9,,77,0
6,30,1,3030,946,5,1,53,3,8,,53,16
6,30,1,3030,946,6,1,67,8,3,,67,16
6,30,2,3032,520,1,1,45,1,9,,12,16
6,30,2,3032,520,2,2,35,2,8,,9,16
6,30,2,3032,520,3,1,60,3,8,,8,0
6,30,2,3032,520,4,1,51,2,8,,9,0
6,30,2,3032,520,5,1,50,3,8,,8,0
6,30,2,3032,520,6,1,50,3,8,,8,0
6,30,1,3032,1088,1,1,73,1,9,,12,0
6,30,1,3032,1088,2,1,52,3,5,,15,42
6,30,1,3032,1088,3,2,48,3,8,,14,41
6,30,1,3032,1088,4,1,58,3,8,,15,16
6,30,1,3032,1088,5,1,38,3,8,,4,41
6,30,1,3032,1088,6,1,53,3,8,,13,16
6,30,2,3033,554,1,1,78,1,9,,78,15
6,30,2,3033,554,2,1,51,3,8,,51,16
6,30,2,3033,554,3,1,47,3,8,,47,0
6,30,2,3033,554,4,2,64,3,8,,42,0
6,30,2,3033,554,5,2,55,3,8,,35,0
6,30,2,3033,554,6,1,30,3,8,,30,16
1,31,2,3101,604,1,1,85,1,,,80,61
1,31,2,3101,604,2,2,68,2,,,60,0
1,31,2,3101,604,3,1,36,12,,,30,34
1,31,2,3101,604,4,2,48,8,,,30,31
1,31,2,3101,604,5,1,46,9,,,3,41
1,31,2,3101,604,6,1,55,7,,,40,42
1,31,2,3103,874,1,1,55,1,,,55,16
1,31,2,3103,874,2,2,45,2,,,30,13
1,31,2,3103,874,3,1,52,8,,,40,28
1,31,2,3103,874,4,1,45,12,,,45,26
1,31,2,3103,874,5,1,50,8,,,45,16
1,31,2,3103,874,6,2,28,8,,,10,14
1,31,2,3103,874,7,2,25,4,3,,8,13
1,31,1,3105,2914,1,1,82,1,,,50,15
1,31,1,3105,2914,2,2,66,2,,,40,0
1,31,1,3105,2914,3,1,70,3,,,35,0
1,31,1,3105,2914,4,1,81,3,,,30,15
1,31,1,3105,2914,5,1,45,5,,,20,34
1,31,1,3105,2914,6,2,54,8,,,25,16
1,31,1,3105,2914,7,2,35,7,,,15,41
1,31,1,3105,2914,8,1,32,12,,,20,26
1,31,1,3107,724,1,1,49,1,,,45,16
1,31,1,3107,724,2,2,46,2,,,40,16
1,31,1,3107,724,3,2,40,8,,,35,16
1,31,1,3107,724,4,1,52,11,,"PRINCIPAL GOVERNMENT COLLEGE",45,42
1,31,1,3107,724,5,1,49,3,,,40,41
1,31,1,3107,724,6,2,33,8,,,25,0
1,31,2,3107,1092,1,1,54,1,,,40,16
1,31,2,3107,1092,2,2,42,2,,,35,0
1,31,2,3107,1092,3,1,50,8,,,48,16
1,31,2,3107,1092,4,1,65,3,,,60,0
1,31,2,3107,1092,5,2,52,11,,"WOMAN LEADER",40,14
1,31,2,3107,1092,6,1,41,12,,,35,26
1,31,2,3107,1092,7,2,48,8,,,40,0
1,31,2,3109,1026,1,1,60,1,,,50,0
1,31,2,3109,1026,2,2,25,2,,,12,16
1,31,2,3109,1026,3,2,50,11,,"""WOMAN LEADER """,35,16
1,31,2,3109,1026,4,1,35,12,,,20,26
1,31,2,3109,1026,5,1,30,9,,,3,41
1,31,2,3109,1026,6,1,45,11,,"HEADMASTER",10,34
1,31,2,3109,1026,7,2,30,8,,,20,61
1,31,2,3109,1026,8,1,65,11,,"POLITICIAN",50,41
1,31,2,3111,2966,1,1,57,1,,,40,15
1,31,2,3111,2966,2,2,48,2,,,35,61
1,31,2,3111,2966,3,1,44,5,,,20,34
1,31,2,3111,2966,4,1,55,9,,,5,41
1,31,2,3111,2966,5,1,48,8,,,40,26
1,31,2,3111,2966,6,1,40,12,,,30,41
1,31,2,3111,2966,7,1,23,3,,,15,41
1,31,2,3111,2966,8,2,38,11,,"WOMAN LEADER",20,0
1,31,2,3111,2966,9,1,45,3,,,40,0
1,31,2,3112,350,1,1,75,1,,,60,0
1,31,2,3112,350,2,1,52,3,,,40,0
1,31,2,3112,350,3,1,42,12,,,35,26
1,31,2,3112,350,4,2,49,11,,"WOMAN LEADER",40,26
1,31,2,3112,350,5,1,54,8,,,42,16
1,31,2,3112,350,6,1,53,4,5,,15,34
1,31,2,3113,332,1,1,65,1,,,50,0
1,31,2,3113,332,2,2,60,2,,,40,0
1,31,2,3113,332,3,1,36,12,,,30,26
1,31,2,3113,332,4,2,45,11,,"""/WOMAN LEADER """,40,26
1,31,2,3113,332,5,1,45,11,,"PRINCIPAL MISSION SCHOOL",1,43
1,31,2,3113,332,6,1,45,9,,,2,43
1,31,2,3113,332,7,2,40,8,,,30,0
1,31,2,3115,680,1,1,52,1,,,40,41
1,31,2,3115,680,2,2,48,2,,,30,16
1,31,2,3115,680,3,2,28,3,,,10,16
1,31,2,3115,680,4,1,52,3,,,40,41
1,31,2,3115,680,5,2,49,8,,,35,16
1,31,2,3115,680,6,1,45,5,,,32,31
1,31,2,3116,1344,1,1,60,1,,,50,0
1,31,2,3116,1344,2,2,52,2,,,40,0
1,31,2,3116,1344,3,1,30,12,,,20,26
1,31,2,3116,1344,4,2,45,11,,"WOMAN LEADER",35,16
1,31,2,3116,1344,5,1,35,8,,,25,26
1,31,2,3116,1344,6,1,25,11,,"POLITICIAN",25,41
1,31,2,3116,1344,7,1,35,5,,,35,34
1,31,2,3116,1344,8,1,45,7,,,15,41
5,32,2,3201,2034,1,1,47,1,,,45,32
5,32,2,3201,2034,2,2,31,2,,,30,26
5,32,2,3201,2034,3,1,44,12,,,40,26
5,32,2,3201,2034,4,2,54,8,,,54,26
5,32,2,3201,2034,5,1,35,11,,"Community member",32,32
5,32,2,3202,84,1,1,53,1,,,43,42
5,32,2,3202,84,2,1,67,11,,"Second in Command",63,26
5,32,2,3202,84,3,1,74,11,,"Community Treasurer",68,26
5,32,2,3202,84,4,1,90,11,,"Landlord",83,16
5,32,2,3202,84,5,2,52,8,,,51,26
5,32,2,3203,2644,1,1,55,1,,,50,26
5,32,2,3203,2644,2,2,58,11,,"/Woman Leader",45,16
5,32,2,3203,2644,3,1,58,9,,,50,26
5,32,2,3203,2644,4,1,45,11,,"CDC Chairman",40,26
5,32,2,3203,2644,5,1,68,8,,,50,16
5,32,1,3204,346,1,1,76,1,,,45,43
5,32,1,3204,346,2,1,69,3,,,40,42
5,32,1,3204,346,3,1,68,9,,,50,43
5,32,1,3204,346,4,1,48,8,,,40,26
5,32,1,3204,346,5,1,40,12,,,35,42
5,32,2,3206,276,1,1,72,1,,,60,42
5,32,2,3206,276,2,2,65,2,,,48,26
5,32,2,3206,276,3,1,32,12,,,30,26
5,32,2,3206,276,4,1,76,3,11,"Cmmunity Secretary",10,32
5,32,2,3206,276,5,1,71,11,,"compound Chief",68,42
5,32,2,3207,1464,1,1,53,1,,,45,28
5,32,2,3207,1464,2,2,34,2,,,25,26
5,32,2,3207,1464,3,2,45,11,,"Women Leader",30,42
5,32,2,3207,1464,4,1,32,12,,,28,26
5,32,2,3207,1464,5,2,48,5,,,35,31
5,32,2,3208,2244,1,1,75,1,,,75,16
5,32,2,3208,2244,2,2,65,2,,,60,26
5,32,2,3208,2244,3,1,72,9,,,60,33
5,32,2,3208,2244,4,2,52,4,,,45,34
5,32,2,3208,2244,5,1,21,12,,,21,41
5,32,1,3209,1208,1,1,81,1,,,79,26
5,32,1,3209,1208,2,2,42,2,,,40,26
5,32,1,3209,1208,3,1,56,3,,,53,42
5,32,1,3209,1208,4,1,75,3,,,70,16
5,32,1,3209,1208,5,2,51,8,,,30,16
5,32,1,3209,1208,6,1,29,12,,,27,42
5,32,1,3209,1208,7,1,36,8,,,30,42
5,32,2,3210,1692,1,1,68,1,,,66,16
5,32,2,3210,1692,2,1,69,3,,,67,16
5,32,2,3210,1692,3,1,81,3,,,79,16
5,32,2,3210,1692,4,1,85,3,,,80,16
5,32,2,3210,1692,5,2,39,2,,,24,26
5,32,2,3210,1692,6,2,35,2,,,21,26
5,32,2,3210,1692,7,1,69,11,,"Community Secretary",65,16
5,32,2,3210,1692,8,1,33,12,,,33,26
5,32,2,3212,314,1,1,71,1,,,69,42
5,32,2,3212,314,2,1,45,3,,,40,26
5,32,2,3212,314,3,1,38,11,,"secretary to the council of chiefs",30,42
5,32,2,3212,314,4,2,58,2,,,20,26
5,32,2,3212,314,5,1,42,8,,,39,42
5,32,2,3212,314,6,1,65,11,,"Chairman C .D. C",60,34
5,32,2,3212,314,7,1,40,12,,,30,41
5,32,2,3212,314,8,1,40,8,,,32,26
5,32,2,3212,314,9,2,42,7,,,22,41
5,32,2,3213,128,1,1,81,1,,,79,42
5,32,2,3213,128,2,1,54,3,,,52,31
5,32,2,3213,128,3,1,60,3,,,59,42
5,32,2,3213,128,4,2,48,11,2,"CDC Chairman",40,42
5,32,2,3213,128,5,1,52,11,,"Palace Secretary",49,42
5,32,2,3213,128,6,1,27,12,,,20,42
5,32,2,3213,128,7,2,53,8,,,30,16
5,32,1,3215,1896,1,1,50,1,,,18,43
5,32,1,3215,1896,2,2,39,2,,,15,42
5,32,1,3215,1896,3,1,65,9,,,12,33
5,32,1,3215,1896,4,1,62,8,,,10,42
5,32,1,3215,1896,5,1,63,11,,"Community member",10,42
5,32,1,3215,2978,1,1,50,1,,,45,26
5,32,1,3215,2978,2,1,38,8,,,34,42
5,32,1,3215,2978,3,2,40,2,,,33,42
5,32,1,3215,2978,4,1,45,8,,,40,41
5,32,1,3215,2978,5,1,37,8,,,33,26
5,32,1,3215,2978,6,1,31,12,,,30,42
5,32,1,3215,2978,7,2,36,8,,,26,26
5,32,1,3215,2978,8,1,31,8,,,30,42
5,32,1,3215,4712,1,1,33,1,,,30,42
5,32,1,3215,4712,2,1,34,12,,,31,43
5,32,1,3215,4712,3,2,37,8,,,32,26
5,32,1,3215,4712,4,2,37,11,,"Women Leader",30,26
5,32,1,3215,4712,5,1,35,11,,"Tenant",6,26
5,32,2,3216,1184,1,1,78,1,,,52,28
5,32,2,3216,1184,2,2,59,2,,,33,16
5,32,2,3216,1184,3,1,32,12,,,30,26
5,32,2,3216,1184,4,2,55,11,,"Women Leader",40,26
5,32,2,3216,1184,5,1,65,9,,,60,26
5,32,2,3218,296,1,1,75,1,,,72,26
5,32,2,3218,296,2,1,56,11,,"C.D.C chairman",50,41
5,32,2,3218,296,3,1,63,11,,"Retired",60,26
5,32,2,3218,296,4,1,65,8,,,55,42
5,32,2,3218,296,5,1,42,12,,,38,26
5,32,2,3218,296,6,1,74,11,,"Retired",70,26
5,32,2,3218,296,7,1,62,11,,"Retired",60,26
5,32,2,3218,296,8,1,59,5,,,55,42
5,32,2,3218,296,9,2,44,7,,,20,41
5,32,2,3221,132,1,1,57,1,,,55,32
5,32,2,3221,132,2,2,48,2,,,31,26
5,32,2,3221,132,3,1,64,11,,"Town Secretary",60,42
5,32,2,3221,132,4,1,63,8,,,58,42
5,32,2,3221,132,5,1,35,12,,,33,26
5,32,2,3221,132,6,1,52,8,,,45,34
5,32,2,3221,132,7,1,42,8,,,26,26
5,32,1,3222,1624,1,1,83,1,,,53,34
5,32,1,3222,1624,2,2,71,2,,,53,26
5,32,1,3222,1624,3,1,72,8,,,50,26
5,32,1,3222,1624,4,1,71,11,,"Community Member",48,42
5,32,1,3222,1624,5,1,37,12,,,20,43
5,32,1,3222,1624,6,2,35,8,,,15,26
5,32,1,3222,1624,7,1,70,11,,"Community Member",45,34
5,32,1,3222,2780,1,1,91,1,,,61,42
5,32,1,3222,2780,2,2,81,2,,,51,28
5,32,1,3222,2780,3,1,83,8,,,41,43
5,32,1,3222,2780,4,1,50,8,,,45,42
5,32,1,3222,2780,5,1,50,8,,,45,43
5,32,1,3222,2780,6,1,28,12,,,23,42
5,32,1,3222,2780,7,1,56,8,,,50,26
5,32,2,3223,390,1,1,66,1,,,64,16
5,32,2,3223,390,2,2,31,2,,,29,16
5,32,2,3223,390,3,1,50,4,,,48,43
5,32,2,3223,390,4,1,45,3,,,43,42
5,32,2,3223,390,5,1,41,7,,,39,42
5,32,2,3223,390,6,1,33,12,,,30,42
5,32,2,3223,390,7,1,36,8,,,30,42
5,32,2,3223,390,8,2,42,8,,,35,26
5,32,2,3223,578,1,1,36,1,,,31,16
5,32,2,3223,578,2,1,51,3,,,41,16
5,32,2,3223,578,3,1,34,12,,,30,41
5,32,2,3223,578,4,2,25,2,,,16,16
5,32,2,3223,578,5,1,25,3,,,20,26
5,32,2,3223,578,6,1,28,8,,,20,26
5,32,2,3223,578,7,2,90,3,,,60,0
3,33,2,3304,418,1,1,56,1,,,56,51
3,33,2,3304,418,2,1,55,9,,,45,51
3,33,2,3304,418,3,1,45,12,,,40,51
3,33,2,3304,418,4,2,47,8,,,40,51
3,33,2,3304,418,5,1,44,5,,,35,34
3,33,2,3307,688,1,1,43,1,,,43,51
3,33,2,3307,688,2,1,55,9,,,45,51
3,33,2,3307,688,3,1,45,12,,,45,16
3,33,2,3307,688,4,2,56,8,,,50,51
3,33,2,3307,688,5,1,50,4,,,40,34
3,33,2,3310,476,1,1,58,1,,,55,51
3,33,2,3310,476,2,1,39,9,,,39,51
3,33,2,3310,476,3,1,30,12,,,25,51
3,33,2,3310,476,4,2,35,8,,,20,51
3,33,2,3310,476,5,1,32,5,,,25,51
3,33,1,3311,702,1,1,45,1,,,45,51
3,33,1,3311,702,2,1,60,9,,,50,51
3,33,1,3311,702,3,2,47,8,,,45,51
3,33,1,3311,702,4,1,38,11,,"Ward counselor",30,26
3,33,1,3311,702,5,1,33,12,,,33,51
3,33,2,3313,930,1,1,80,1,,,75,26
3,33,2,3313,930,2,1,55,9,,,50,51
3,33,2,3313,930,3,1,35,12,,,35,26
3,33,2,3313,930,4,2,50,8,,,50,51
3,33,2,3313,930,5,1,38,5,,,30,51
3,33,2,3318,30,1,1,83,1,,,83,51
3,33,2,3318,30,2,1,55,12,,,55,51
3,33,2,3318,30,3,1,61,9,,,61,51
3,33,2,3318,30,4,1,43,9,,,43,51
3,33,2,3318,30,5,1,60,11,,"Elderly person",55,51
3,33,1,3321,1182,1,1,56,1,,,56,42
3,33,1,3321,1182,2,1,66,9,,,60,51
3,33,1,3321,1182,3,1,34,12,,,34,26
3,33,1,3321,1182,4,2,45,8,,,45,51
3,33,1,3321,1182,5,1,32,4,,,32,42
3,33,2,3323,92,1,1,63,1,,,60,51
3,33,2,3323,92,2,1,50,9,,,50,51
3,33,2,3323,92,3,1,35,9,,,30,51
3,33,2,3323,92,4,1,28,12,,,28,51
3,33,2,3323,92,5,1,60,9,,,50,51
2,34,2,3401,526,1,1,62,1,,,35,0
2,34,2,3401,526,2,1,52,3,,,35,0
2,34,2,3401,526,3,2,59,2,,,33,0
2,34,2,3401,526,4,1,37,12,,,20,0
2,34,2,3401,526,5,1,37,5,,,10,34
2,34,2,3403,198,1,1,65,1,,,65,0
2,34,2,3403,198,2,1,41,12,,,41,41
2,34,2,3403,198,3,1,32,11,,"VIGILANTE GROUP MEMBER",32,26
2,34,2,3403,198,4,1,62,3,,,62,0
2,34,2,3403,198,5,2,58,2,,,58,0
2,34,2,3405,456,1,1,63,1,,,63,0
2,34,2,3405,456,2,2,45,2,,,35,0
2,34,2,3405,456,3,1,41,3,,,41,0
2,34,2,3405,456,4,1,38,8,,,30,16
2,34,2,3405,456,5,1,53,12,,,45,0
2,34,2,3405,1706,1,1,35,1,,,35,0
2,34,2,3405,1706,2,1,40,9,,,40,51
2,34,2,3405,1706,3,1,30,5,,,25,0
2,34,2,3405,1706,4,1,25,3,,,25,0
2,34,2,3408,870,1,1,70,1,,,70,41
2,34,2,3408,870,2,1,68,9,,,68,41
2,34,2,3408,870,3,1,30,5,,,30,2
2,34,2,3408,870,4,2,45,12,11,"WOMAN LEADER",45,31
2,34,2,3408,870,5,1,42,11,,"""CIVIL SERVANT """,42,41
2,34,2,3410,42,1,1,85,1,,,85,0
2,34,2,3410,42,2,1,65,9,,,65,0
2,34,2,3410,42,3,1,40,5,,,40,34
2,34,2,3410,42,4,1,46,4,12,,46,42
2,34,2,3410,42,5,2,50,11,,"WOMAN LEADER",46,16
2,34,2,3410,42,6,1,45,8,,,45,26
2,34,2,3412,156,1,1,63,1,,,63,0
2,34,2,3412,156,2,1,36,3,,,36,41
2,34,2,3412,156,3,1,30,12,,,30,41
2,34,2,3412,156,4,1,38,9,,,38,26
2,34,2,3412,156,5,2,53,2,,,53,0
2,34,2,3413,262,1,1,45,1,,,45,26
2,34,2,3413,262,2,1,49,9,,,9,41
2,34,2,3413,262,3,1,42,3,,,42,26
2,34,2,3413,262,4,1,44,12,,,44,26
2,34,2,3413,262,5,1,46,11,,""" CHURCH ELDER""",46,26
2,34,2,3415,268,1,1,63,1,,,40,0
2,34,2,3415,268,2,1,63,3,,,45,0
2,34,2,3415,268,3,2,40,2,,,20,0
2,34,2,3415,268,4,1,41,12,,,34,0
2,34,2,3415,268,5,1,38,8,,,35,16
2,35,1,3501,702,1,1,66,1,,,45,51
2,35,1,3501,702,2,1,26,9,,,20,51
2,35,1,3501,702,3,1,80,11,,"Fishing",50,0
2,35,1,3501,702,4,1,46,11,,"Farming",30,51
2,35,1,3501,702,5,2,38,8,,,20,0
2,35,1,3501,702,6,2,36,8,,,20,0
2,35,1,3501,702,7,1,68,8,,,50,51
2,35,2,3501,1228,1,1,56,1,,,50,0
2,35,2,3501,1228,2,1,51,9,,,45,51
2,35,2,3501,1228,3,1,50,11,,"Farming",45,26
2,35,2,3501,1228,4,1,47,11,,"Farming",45,26
2,35,2,3501,1228,5,2,50,8,,,50,0
2,35,2,3501,1228,6,2,46,8,,,40,16
2,35,1,3503,54,1,1,62,8,,,42,51
2,35,1,3503,54,2,1,65,8,11,"Crop Farming",48,51
2,35,1,3503,54,3,1,60,8,,,45,51
2,35,1,3503,54,4,1,56,11,,"Civil servant",40,51
2,35,1,3503,54,5,2,50,8,,,40,0
2,35,1,3503,54,6,1,68,1,,,50,16
2,35,1,3503,54,7,1,60,11,8,"Blacksmith",40,0
2,35,2,3504,1288,1,1,56,1,,,50,16
2,35,2,3504,1288,2,1,56,11,,"Farming",48,0
2,35,2,3504,1288,3,1,50,11,,"Farming",45,0
2,35,2,3504,1288,4,1,45,11,,"Farming",38,0
2,35,2,3504,1288,5,2,30,11,,"Farming",25,0
2,35,2,3504,1288,6,2,51,11,,"Kept home",40,0
2,35,2,3506,1040,2,1,53,11,,"Farming",41,0
2,35,2,3506,1040,3,1,66,9,,,51,51
2,35,2,3506,1040,4,1,54,1,,,31,0
2,35,2,3506,1040,5,2,48,11,,"Kept Home",41,0
2,35,2,3506,1040,6,2,38,8,,,21,0
2,35,2,3509,1310,1,1,95,1,,,80,51
2,35,2,3509,1310,2,1,60,3,,,50,0
2,35,2,3509,1310,3,1,48,11,,"Farming",30,26
2,35,2,3509,1310,4,1,47,8,,,40,34
2,35,2,3509,1310,5,2,37,11,,"Farming",25,0
2,35,2,3509,1310,6,2,48,11,,"Primary School Teacher",40,34
2,35,2,3509,1310,7,1,68,11,,"Farming",45,51
2,35,2,3509,2276,1,1,46,1,,,46,0
2,35,2,3509,2276,2,1,69,11,,"Farming",51,0
2,35,2,3509,2276,3,1,68,11,,"Farming",51,0
2,35,2,3509,2276,4,1,61,11,,"Farming",51,0
2,35,2,3509,2276,5,1,56,11,,"Farming",41,0
2,35,2,3509,2276,6,2,41,11,,"Livestock rearing",31,0
2,35,2,3509,2276,7,2,36,11,,"Livestock rearing",26,0
2,35,2,3509,2276,8,2,37,11,,"Livestock rearing",25,0
2,35,2,3511,1646,1,1,48,9,,,35,51
2,35,2,3511,1646,2,1,60,8,,,48,0
2,35,2,3511,1646,3,1,52,8,,,35,0
2,35,2,3511,1646,4,1,53,11,,"Farming",45,0
2,35,2,3511,1646,5,2,52,11,,"Farming",47,0
2,35,2,3511,1646,6,2,42,11,,"Kept home",35,0
2,35,2,3511,1646,7,2,30,11,,"Kept home",20,0
2,35,2,3513,576,1,1,70,1,,,61,0
2,35,2,3513,576,2,1,68,9,,,49,51
2,35,2,3513,576,3,1,57,11,,"Farming",40,0
2,35,2,3513,576,4,1,57,11,,"Farming",46,0
2,35,2,3513,576,5,1,54,11,,"Farming",36,0
2,35,2,3513,576,6,2,43,11,,"Kept Home",36,0
2,35,2,3513,576,7,2,66,11,,"Farming",56,0
2,35,1,3513,1278,1,1,68,1,,,46,0
2,35,1,3513,1278,2,1,54,9,,,36,51
2,35,1,3513,1278,3,1,62,8,,,38,0
2,35,1,3513,1278,4,1,66,11,,"Guarding security job",36,0
2,35,1,3513,1278,5,2,34,11,,"Kept Home",21,16
2,35,1,3513,1278,6,2,36,11,,"Kept Home",26,0
2,35,2,3515,316,1,1,46,1,,,41,0
2,35,2,3515,316,2,2,37,11,,"Kept Home",20,0
2,35,2,3515,316,3,1,55,11,,"Farming",40,0
2,35,2,3515,316,4,2,48,11,,"""Kept home """,30,0
2,35,2,3515,316,5,1,38,8,,,34,0
2,35,2,3515,316,6,1,42,8,,,42,0
2,35,2,3515,316,7,1,47,11,,"Farming",45,0
2,35,2,3516,1632,1,1,66,1,,,50,51
2,35,2,3516,1632,2,1,55,11,,"Rearing of livestock",50,0
2,35,2,3516,1632,3,1,40,11,,"Crop/livestock farming",30,0
2,35,2,3516,1632,4,1,32,11,,"Crop/livestock farming",25,0
2,35,2,3516,1632,5,2,46,2,,,40,0
2,35,2,3516,1632,6,2,21,11,,"Rearing of livestock",15,0
2,35,2,3516,1632,7,1,42,11,,"Rearing of livestock",35,0
3,36,2,3601,1214,1,1,68,1,,,68,51
3,36,2,3601,1214,2,1,43,3,,,43,61
3,36,2,3601,1214,3,1,50,9,,,50,51
3,36,2,3601,1214,4,1,30,12,,,30,26
3,36,2,3601,1214,5,1,35,5,,,35,34
3,36,2,3603,978,1,1,43,1,,,43,34
3,36,2,3603,978,2,1,31,3,,,31,26
3,36,2,3603,978,3,1,32,12,,,32,26
3,36,2,3603,978,4,1,45,9,,,45,51
3,36,2,3603,978,5,1,43,4,,,10,34
3,36,2,3603,978,6,1,35,7,,,12,33
3,36,2,3605,240,1,1,68,1,,,68,51
3,36,2,3605,240,2,1,60,3,,,60,61
3,36,2,3605,240,3,1,45,12,,,45,26
3,36,2,3605,240,4,1,47,4,,,10,34
3,36,2,3605,240,5,1,33,7,,,10,41
3,36,2,3605,240,6,1,43,8,,,43,51
3,36,2,3605,240,7,2,31,8,,,31,51
3,36,2,3606,1956,1,1,70,1,,,70,51
3,36,2,3606,1956,2,1,48,3,,,48,51
3,36,2,3606,1956,3,1,65,8,,,65,51
3,36,2,3606,1956,4,1,54,9,,,54,51
3,36,2,3606,1956,5,1,43,12,,,43,61
3,36,2,3606,1956,6,1,50,8,,,50,51
3,36,1,3607,2596,1,1,76,1,,,76,51
3,36,1,3607,2596,2,1,59,3,,,59,61
