"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","sa3iq3","sa3iq4","sa3iq4a1","sa3iq4a2","sa3iq5a","sa3iq5b","sa3iq5c","sa3iq6i","sa3iq6ii","sa3iq6ii_os","sa3iq6a","sa3iq6b","sa3iq6c1","sa3iq6c2","sa3iq6d1","sa3iq6d2","sa3iq6d2_os","sa3iq6e1","sa3iq6e2"
4,14,1408,2,968,140104,1,7,"PUMPKIN LEAF",2191,1,,9,2015,3,3,10,3,160,,500,1,12,2015,,,,1,2
4,14,1408,2,968,140104,1,8,"OIL PALM TREE",3180,1,,11,2015,5,3,10,5,81,,1600,1,1,2016,,,,1,2
4,14,1408,2,968,140104,1,9,"AGBONO",3190,2,10,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140104,1,10,"PEAR",3220,2,10,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140104,1,11,"AVACADO PEAR",3221,2,10,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140104,1,12,"PLANTAIN",2170,2,10,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140105,1,1,"CASSAVA",1020,1,,11,2015,840,2,50,4,170,,7000,2,,,500,2,,1,2
4,14,1408,2,968,140105,1,2,"WATERYAM",1123,1,,1,2016,30,3,25,33,80,,3000,1,1,2016,,,,1,2
4,14,1408,2,968,140105,1,3,"MAIZE",1080,1,,8,2015,200,3,25,200,80,,2500,1,8,2015,,,,1,2
4,14,1408,2,968,140105,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140105,2,2,"COCOYAM",1040,1,,12,2015,400,1,50,1,170,,2000,1,12,2015,,,,1,2
4,14,1408,2,968,140105,2,3,"MAIZE",1080,1,,8,2015,500,3,25,5,130,,5500,1,8,2015,,,,1,2
4,14,1408,2,968,140105,3,1,"YAM",1120,1,,1,2016,25,3,50,25,81,,11000,1,1,2016,,,,1,2
4,14,1408,2,968,140105,3,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140105,3,3,"MAIZE",1080,1,,8,2015,570,3,25,7,81,,8500,1,8,2015,,,,1,2
4,14,1408,2,968,140105,4,1,"CASSAVA",1020,1,,10,2015,620,2,25,2,170,,4000,1,11,2015,,,,1,2
4,14,1408,2,968,140105,4,2,"OIL PALM TREE",3180,1,,11,2015,20,3,25,20,3,,8000,1,1,2016,,,,1,2
4,14,1408,2,968,140105,4,3,"PINEAPPLE",2160,1,,12,2015,48,3,25,48,90,,4800,1,1,2016,,,,1,2
4,14,1408,2,968,140105,4,4,"BANANA",2030,1,,10,2015,10,3,25,10,111,,8600,1,12,2015,,,,1,2
4,14,1408,2,968,140106,1,1,"COCOYAM",1040,1,,11,2015,20,1,25,2,141,,1000,2,,,2,141,,1,
4,14,1408,2,968,140106,1,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140106,1,3,"WATERYAM",1123,1,,11,2015,20,1,25,3,141,,3000,2,,,2,141,,1,
4,14,1408,2,968,140106,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140106,2,2,"COCOYAM",1040,1,,11,2015,20,1,25,1,142,,1600,2,,,2,141,,1,
4,14,1408,2,968,140106,2,3,"WATERYAM",1123,1,,11,2015,20,1,25,1,142,,4000,2,,,2,141,,1,
4,14,1408,2,968,140106,2,4,"PINEAPPLE",2160,2,10,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140106,2,5,"PALM TREE",3180,1,,1,2016,1,3,20,3,3,,1000,2,,,1,190,,1,
4,14,1408,2,0,140108,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1408,2,0,140108,1,2,"WATERYAM",1123,2,3,,,,,,,,,,,,,,,,,
4,14,1408,2,0,140108,1,3,"MAIZE",1080,2,3,,,,,,,,,,,,,,,,,
4,14,1408,2,0,140108,1,4,"OKRO",2120,1,,10,2015,10,1,20,2,92,,500,1,12,2015,,,,2,
4,14,1408,2,0,140108,1,5,"PAWPAW",3210,1,,12,2015,3,3,5,10,80,,300,2,,,10,80,,1,2
4,14,1408,2,968,140109,1,1,"CASSAVA",1020,1,,11,2015,0.5,4,50,4,170,,3000,2,,,5,170,,1,
4,14,1408,2,968,140109,1,2,"MAIZE",1080,1,,9,2015,1,4,100,1,170,,1500,1,11,2015,,,,1,
4,14,1408,2,968,140109,1,3,"PUMPKIN FRUIT",2192,1,,11,2015,1,4,100,2,161,,1000,1,1,2016,,,,1,
4,14,1408,2,968,140109,1,4,"OIL PALM TREE",3180,1,,11,2015,6,3,25,1,190,,3500,2,,,2,190,,1,
4,14,1408,2,968,140109,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140109,2,2,"WATERYAM",1123,1,,12,2015,1,4,100,2,90,,1400,1,12,2015,,,,1,
4,14,1408,2,968,140109,2,3,"COCOYAM",1040,1,,1,2016,1,4,100,1,170,,2500,1,12,2015,,,,1,
4,14,1408,2,968,140109,2,4,"OKRO",2120,1,,11,2015,1,4,100,6,11,,1000,1,1,2016,,,,1,
4,14,1408,2,968,140109,2,5,"PUMPKIN LEAVE",2191,1,,11,2015,1,4,100,2,161,,1000,1,1,2016,,,,1,
4,14,1408,2,968,140109,2,6,"OIL PALM TREE",3180,1,,9,2015,5,3,25,1,190,,3500,2,,,2,190,,1,
4,14,1408,2,968,140109,2,7,"PAWPAW",3210,1,,1,2016,6,3,25,15,81,,300,2,,,15,81,,1,
4,14,1408,2,968,140109,2,8,"PLANTAIN",2170,1,,11,2015,8,3,25,10,101,,1500,2,,,10,101,,1,
4,14,1408,2,968,140109,2,9,"ORANGE",3170,1,,12,2015,1,3,10,1,131,,600,1,1,2016,,,,1,
4,14,1408,2,968,140110,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140110,1,2,"COCOYAM",1040,1,,2,2016,200,1,50,2,140,,1500,1,2,2016,,,,1,
4,14,1408,2,968,140110,1,3,"MAIZE",1080,1,,9,2015,50,3,25,1,130,,1000,1,9,2015,,,,1,
4,14,1408,2,968,140110,1,4,"PUMPKIN",2190,1,,7,2015,3,1,10,1,160,,500,1,11,2015,,,,1,
4,14,1408,2,968,140110,1,5,"OIL PALM",3180,1,,11,2015,3,3,10,4,90,,700,1,12,2015,,,,1,
4,14,1408,2,968,140110,1,6,"PEAR",3220,2,9,,,,,,,,,,,,,,,,,
4,14,1408,2,968,140110,1,7,"PLANTAIN",2170,1,,2,2016,1,3,10,1,90,,400,1,2,2016,,,,1,
4,14,1411,2,1066,140112,1,1,"CASSAVA",1020,1,,9,2015,1,4,30,10,162,,12000,1,10,2015,,,,1,
4,14,1411,2,1066,140112,2,1,"VEGETABLE",2194,1,,11,2015,1,4,70,7,152,,7000,2,,,3,152,,1,
4,14,1411,2,1066,140112,2,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140113,1,1,"YAM",1120,1,,12,2015,1,4,100,4,141,,6000,1,1,2016,,,,1,
4,14,1411,2,1066,140113,1,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140113,1,3,"COWPEA",1010,1,,9,2015,0.25,4,25,1,141,,1000,1,10,2016,,,,1,
4,14,1411,2,1066,140113,1,4,"POTATO",2180,1,,9,2015,0.25,4,25,0.25,142,,1500,1,10,2015,,,,1,
4,14,1411,2,1066,140113,2,1,"CASSAVA",1020,1,,10,2015,1,4,100,6,142,,7000,2,,,7,142,,1,
4,14,1411,2,1066,140114,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140115,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140115,1,2,"GARDEN EGG",2080,1,,7,2015,30,1,20,4,161,,300,1,9,2015,,,,1,
4,14,1411,2,1066,140116,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140116,1,2,"MAIZE",1080,1,,8,2015,40,1,20,1,140,,1200,1,10,2015,,,,1,2
4,14,1411,2,1066,140116,1,3,"BANANA",2030,1,,12,2015,2,3,10,1,110,,600,1,12,2015,,,,1,2
4,14,1411,2,1066,140116,1,4,"PAW PAW",3210,1,,2,2016,3,3,20,3,80,,300,1,3,2016,,,,1,2
4,14,1411,2,1066,140116,1,5,"MANGO",3160,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140116,1,6,"KOLANUT",3110,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140116,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140117,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140117,1,2,"GARDEN EGG",2080,1,,10,2015,50,1,50,25,11,,12500,1,12,2015,,,,2,
4,14,1411,2,1066,140117,1,3,"BEANS",1010,1,,10,2015,50,1,25,6,141,,6000,1,11,2015,,,,2,3
4,14,1411,2,1066,140117,2,1,"YAM",1120,1,,12,2015,55,1,50,48,81,,9000,1,12,2015,,,,2,3
4,14,1411,2,1066,140117,2,2,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140117,3,1,"OIL PALM TREE",3180,1,,2,2016,7,3,25,2,141,,3500,2,,,2,141,,2,3
4,14,1411,2,1066,140117,3,2,"PAW PAW",3210,1,,2,2016,3,3,10,3,80,,360,1,2,2016,,,,2,3
4,14,1411,2,1066,140117,3,3,"GUAVA",3090,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140117,3,4,"ORANGE",3170,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140117,3,5,"PEAR",3220,2,9,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140117,3,6,"BANANA",2030,1,,3,2016,1,3,10,1,111,,800,1,3,2016,,,,2,3
4,14,1411,2,1066,140119,1,1,"CASSAVA",1020,1,,12,2015,60,2,70,8,91,,9000,2,,,2,91,,2,4
4,14,1411,2,1066,140119,1,2,"MAIZE",1080,1,,7,2015,80,3,20,6,132,,7200,1,8,2015,,,,2,
4,14,1411,2,1066,140119,2,1,"YAM",1120,1,,10,2015,50,1,40,6,151,,10000,1,11,2015,,,,2,
4,14,1411,2,1066,140119,2,2,"VEGETABLE",2194,2,3,,,,,,,,,,,,,,,,,
4,14,1411,2,1066,140119,2,3,"OIL PALM TREE",3180,1,,2,2016,6,3,5,6,151,,4200,2,,,3,151,,2,4
4,14,1411,2,1066,140120,1,1,"CASSAVA",1020,1,,2,2016,30,2,80,7,152,,10500,2,,,4,152,,1,
4,14,1411,2,1066,140120,1,2,"YAM",1120,1,,10,2015,50,1,20,60,80,,5500,1,12,2015,,,,1,
4,14,1416,2,2314,140121,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140121,1,2,"MAIZE",1080,1,,7,2015,1,4,20,2,132,,3000,1,8,2015,,,,3,
4,14,1416,2,2314,140121,1,3,"OKRO",2120,1,,10,2015,1,4,20,2,141,,1000,1,11,2015,,,,3,
4,14,1416,2,2314,140121,1,4,"YAM",1120,1,,9,2015,1,4,40,100,81,,12000,1,10,2015,,,,3,
4,14,1416,2,2314,140121,1,5,"COCOYAM",1040,1,,9,2015,1,4,20,4,140,,3000,1,10,2015,,,,3,
4,14,1416,2,2314,140121,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140121,2,2,"VEGETABLE",2194,1,,10,2015,1,4,30,2,161,,2400,1,11,2015,,,,3,
4,14,1416,2,2314,140122,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140122,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140122,2,2,"COCOYAM",1040,1,,12,2015,10,2,25,2,140,,3000,1,12,2015,,,,1,2
4,14,1416,2,2314,140122,2,3,"MAIZE",1080,1,,8,2015,20,2,25,2,140,,1500,1,10,2015,,,,1,2
4,14,1416,2,2314,140122,3,1,"ORANGE",3170,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140122,3,2,"AVOCADO PEAR",3221,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140122,3,3,"OIL PALM TREE",3180,1,,12,2015,4,3,25,4,91,,3500,1,12,2015,,,,1,2
4,14,1416,2,2314,140123,1,1,"COCOYAM",1040,2,11,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140123,1,2,"CASSAVA",1020,2,11,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140123,1,3,"OIL PALM",3180,1,,12,2015,10,3,25,1,190,,3600,2,,,1,190,,1,
4,14,1416,2,2314,140123,2,1,"CASSAVA",1020,2,11,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140123,2,2,"COCOYAM",1040,2,11,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140123,2,3,"PALM OIL TREE",3180,1,,12,2015,6,3,10,0.5,190,,1700,2,,,1,190,,1,
4,14,1416,2,2314,140123,2,4,"AVOCADO PEAR",3221,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140123,2,5,"PLANTAIN",2170,1,,1,2016,7,3,15,2,91,,1600,1,2,2016,,,,1,
4,14,1416,2,2314,140123,2,6,"MAIZE",1080,1,,9,2015,1,4,100,1,170,,1500,1,9,2015,,,,1,
4,14,1416,2,2314,140123,2,7,"KOLA NUT",3110,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140123,2,8,"PUMPKIN SEED",2193,1,,9,2015,0.75,4,75,3,161,,1500,1,10,2015,,,,1,
4,14,1416,2,2314,140125,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140125,1,2,"COCOYAM",1040,1,,12,2015,1,4,100,3,142,,6000,1,12,2015,,,,2,
4,14,1416,2,2314,140125,1,3,"PUMPKIN",2190,1,,9,2015,0.6,4,60,3,161,,1500,1,10,2015,,,,2,
4,14,1416,2,2314,140125,1,4,"OKRO",2120,1,,9,2015,0.25,4,25,3,140,,1500,1,10,2015,,,,2,
4,14,1416,2,2314,140125,2,1,"OIL PALM",3180,1,,12,2015,6,3,10,0.5,190,,1700,2,,,1,190,,2,
4,14,1416,2,2314,140125,2,2,"PAWPAW",3210,1,,1,2016,2,3,5,3,80,,300,1,2,2016,,,,2,
4,14,1416,2,2314,140125,2,3,"COCONUT",3050,1,,1,2016,3,3,10,6,81,,600,2,,,10,81,,2,
4,14,1416,2,2314,140125,2,4,"PLANTAIN",2170,1,,2,2016,13,3,25,4,90,,3200,2,,,5,90,,2,
4,14,1416,2,2314,140126,1,1,"MAIZE",1080,1,,9,2015,0.5,4,25,2,130,,500,1,10,2015,,,,1,
4,14,1416,2,2314,140126,1,2,"COCOYAM",1040,1,,12,2015,0.5,4,25,1,140,,1500,1,12,2015,,,,1,
4,14,1416,2,2314,140126,1,3,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140126,1,4,"ORANGE",3170,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140126,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140126,2,2,"MAIZE",1080,1,,9,2015,30,1,20,1,130,,300,1,10,2015,,,,1,
4,14,1416,2,2314,140126,2,3,"PALM TREE",3180,1,,2,2016,2,3,5,1,3,,300,1,2,2016,,,,1,
4,14,1416,2,2314,140126,2,4,"YAM",1120,1,,12,2015,30,1,20,2,91,,1500,1,12,2015,,,,1,
4,14,1416,2,2314,140127,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140127,1,2,"COCOYAM",1040,1,,12,2015,40,1,25,2,141,,2000,1,1,2016,,,,1,
4,14,1416,2,2314,140127,1,3,"YAM.",1120,1,,12,2015,40,1,25,1,91,,1000,1,2,2016,,,,1,
4,14,1416,2,2314,140127,1,4,"PALM TREE",3180,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140128,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140128,2,1,"CASSAVA",1020,1,,4,2015,38,2,25,3,170,,3000,2,,,4,170,,1,
4,14,1416,2,2314,140128,2,2,"COCOYAM",1040,1,,12,2015,27,2,25,2,140,,3500,1,12,2015,,,,1,
4,14,1416,2,2314,140128,2,3,"MAIZE",1080,1,,8,2015,50,2,25,3,140,,3000,1,9,2015,,,,1,
4,14,1416,2,2314,140128,2,4,"PUMPKIN",2190,1,,8,2015,20,2,25,3,90,,1500,1,10,2015,,,,1,
4,14,1416,2,2314,140128,4,1,"OIL PALM TREE",3180,1,,12,2015,4,3,10,2,91,,4000,1,12,2015,,,,1,
4,14,1416,2,2314,140130,1,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140130,1,2,"MAIZE",1080,2,3,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140130,1,3,"MELON",1090,1,,10,2015,60,2,25,70,13,,5000,1,10,2015,,,,1,2
4,14,1416,2,2314,140130,1,4,"PUMKIN",2190,1,,7,2015,52,3,25,2,80,,1000,1,10,2015,,,,2,1
4,14,1416,2,2314,140130,2,1,"CASSAVA",1020,2,9,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140130,2,2,"PUMPKIN FRUIT",2192,2,3,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140130,2,3,"MAIZE",1080,2,3,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140130,2,4,"MELON",1090,2,3,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140130,2,5,"OIL PALM TREE",3180,1,,12,2015,3,3,10,3,80,,2500,1,12,2015,,,,2,1
2,15,1506,1,398,150002,1,1,"MILLET",1100,1,,12,2015,2,5,50,5,131,,33000,1,12,2015,,,,1,4
2,15,1506,1,398,150002,1,2,"BEANS WHITE",1010,1,,12,2015,2,5,50,4,131,,44000,1,12,2015,,,,1,4
2,15,1506,1,398,150007,1,1,"MAIZE",1080,1,,11,2015,120,2,20,13,131,,104000,1,12,2015,,,,1,
2,15,1506,1,398,150007,1,2,"BEANS",1010,1,,11,2015,120,2,23,4,131,,40000,1,12,2015,,,,1,
2,15,1506,1,398,150007,1,3,"BEENISEED",2040,1,,11,2015,160,2,57,8,131,,128000,1,12,2015,,,,1,
2,15,1506,1,398,150008,1,1,"MAIZE",1080,2,5,,,,,,,,,,,,,,,,,
2,15,1506,1,398,150008,1,2,"GUINEA CORN",1070,1,,1,2016,25,2,50,13,30,,1300,1,1,2016,,,,1,
2,15,1508,2,1682,150011,1,1,"MILLET",1100,1,,9,2015,164,2,95,12,131,,78000,1,9,2015,,,,1,2
2,15,1508,2,1682,150011,1,2,"BEANS",1010,1,,11,2015,164,2,95,8,131,,64000,1,12,2015,,,,1,2
2,15,1508,2,1682,150011,2,1,"MAIZE",1080,1,,10,2015,208,2,90,17,131,,110500,1,10,2015,,,,1,2
2,15,1508,2,1682,150011,2,2,"GROUNDNUT",1060,1,,9,2015,208,2,90,6,131,,51000,1,10,2015,,,,1,2
2,15,1508,2,1682,150012,1,1,"MILLET",1100,1,,10,2015,250,2,50,10,131,,45000,1,11,2015,,,,1,
2,15,1508,2,1682,150012,1,2,"GUINEA",1070,1,,10,2015,250,2,30,5,131,,18000,1,11,2015,,,,1,
2,15,1508,2,1682,150012,1,3,"BEANS",1010,1,,11,2015,250,2,20,4,131,,4000,1,12,2015,,,,1,
2,15,1508,2,1682,150012,2,1,"RICE",1110,1,,11,2015,150,2,70,32,131,,160000,1,12,2015,,,,1,
2,15,1508,2,1682,150012,2,2,"GROUNDNUT",1060,1,,11,2015,150,2,30,8,131,,20000,1,1,2016,,,,1,
2,15,1508,2,1682,150013,1,1,"MAIZE",1080,1,,10,2015,230,2,,23,131,,172500,1,10,2015,,,,1,2
2,15,1508,2,1682,150013,1,2,"BEANS",1010,1,,11,2015,230,2,,7,131,,56000,1,11,2015,,,,1,2
2,15,1508,2,1682,150013,2,1,"MILLET",1100,1,,9,2015,180,2,,12,131,,84000,1,9,2015,,,,1,2
2,15,1508,2,1682,150013,2,2,"BEANS",1010,1,,11,2015,180,2,,5,131,,4000,1,11,2015,,,,1,2
2,15,1508,2,1682,150014,1,1,"MAIZE",1080,1,,11,2015,180,2,,14,131,,105000,1,11,2015,,,,1,
2,15,1508,2,1682,150014,1,2,"BEANS",1010,1,,12,2015,180,2,,4,131,,32000,1,12,2015,,,,1,
2,15,1508,2,1682,150014,2,1,"MILLET",1100,1,,9,2015,150,2,,9,131,,63000,1,9,2015,,,,1,
2,15,1508,2,1682,150015,1,1,"MILLET",1100,1,,11,2015,110,2,60,4,131,,18000,1,11,2015,,,,1,
2,15,1508,2,1682,150015,1,2,"GUINEA CORN",1070,1,,11,2015,110,2,40,2,131,,9000,1,11,2015,,,,1,
2,15,1508,2,1682,150015,2,1,"BEANS",1010,1,,12,2015,150,2,30,2,131,,2400,1,12,2015,,,,1,
2,15,1508,2,1682,150015,2,2,"RICE",1110,1,,12,2015,150,2,70,10,131,,50000,1,12,2015,,,,1,
2,15,1508,2,1682,150016,1,1,,1070,1,,11,2015,264,2,95,15,131,,90000,1,12,2015,,,,1,2
2,15,1508,2,1682,150016,1,2,,1010,1,,11,2015,264,2,95,7,131,,56000,1,12,2015,,,,1,2
2,15,1508,2,1682,150016,2,1,,1080,1,,10,2015,196,2,100,20,131,,130000,1,11,2015,,,,1,2
2,15,1508,2,1682,150016,2,2,,1060,1,,10,2015,86,2,75,4,131,,30000,1,10,2015,,,,1,2
2,15,1508,2,1682,150017,1,1,"MAIZE",1080,1,,12,2015,250,2,50,5,131,,30000,1,12,2015,,,,1,2
2,15,1508,2,1682,150017,1,2,"BEANS",1010,1,,12,2015,250,2,50,3,131,,36000,1,12,2015,,,,1,2
2,15,1508,2,1682,150018,1,1,"MAIZE",1080,1,,12,2015,140,2,,8,131,,60000,1,12,2015,,,,1,
2,15,1508,2,1682,150018,1,2,"BEANS",1010,1,,12,2015,140,2,,5,131,,40000,1,12,2015,,,,1,
2,15,1508,2,1682,150018,2,1,"GROUNDNUT",1062,1,,10,2015,120,2,,4,131,,60000,1,10,2015,,,,1,
2,15,1508,2,1682,150019,1,1,"MAIZE",1080,1,,10,2015,210,2,100,17,131,,102000,1,11,2015,,,,1,2
2,15,1508,2,1682,150019,1,2,"BEANS",1010,1,,11,2015,210,2,100,7,131,,56000,1,12,2015,,,,1,2
2,15,1508,2,1682,150019,2,1,"GROUNDNUT",1060,1,,9,2015,122,2,85,4,131,,36000,1,10,2015,,,,1,2
2,15,1508,2,1682,150020,1,1,"MAIZE",1080,1,,11,2015,170,2,,15,131,,112500,1,11,2015,,,,1,
2,15,1508,2,1682,150020,1,2,"BEANS",1010,1,,12,2015,170,2,,6,131,,48000,1,12,2015,,,,1,
2,15,1508,2,1682,150020,2,1,"MILLET",1100,1,,10,2015,150,2,,9,131,,63000,1,10,2015,,,,1,
2,15,1508,2,1682,150020,2,2,"GROUNDNUT",1062,1,,10,2015,150,2,,6,131,,90000,1,10,2015,,,,1,
2,15,1511,2,1938,150021,1,1,"SUYA BEANS",2220,1,,11,2015,250,2,50,3,131,,33000,1,12,2015,,,,1,
2,15,1511,2,1938,150021,1,2,"BEENISEED",2040,1,,11,2015,250,2,50,3,131,,48000,1,12,2015,,,,1,
2,15,1511,2,1938,150021,2,1,"GUINEA CORN",1070,1,,11,2015,250,2,100,12,131,,60000,1,12,2015,,,,1,
2,15,1511,2,1938,150022,1,1,"GUINEA CORN",1070,1,,12,2015,150,2,,8,131,,56000,1,12,2015,,,,1,
2,15,1511,2,1938,150022,1,2,"BEENIDEED",2040,1,,11,2015,150,2,,2,131,,40000,1,11,2015,,,,1,
2,15,1511,2,1938,150022,2,1,"PEPPER",2140,1,,10,2015,135,2,,4,131,,52000,1,10,2015,,,,1,
2,15,1511,2,1938,150022,2,2,"GROUNDNUT",1060,1,,10,2015,135,2,,3,131,,24000,1,10,2015,,,,1,
2,15,1511,2,1938,150022,3,1,"MAIZE",1080,1,,11,2015,200,2,,13,131,,97500,1,11,2015,,,,1,
2,15,1511,2,1938,150022,3,2,"BEANS",1010,1,,12,2015,200,2,,7,131,,56000,1,12,2015,,,,1,
2,15,1511,2,1938,150023,1,1,"MAIZE",1080,1,,10,2015,194,2,95,18,131,,126000,1,12,2015,,,,1,
2,15,1511,2,1938,150023,1,2,"BEANS",1010,1,,11,2015,194,2,95,6,131,,54000,1,12,2015,,,,1,
2,15,1511,2,1938,150023,2,1,"MILLET",1100,1,,9,2015,122,2,60,9,131,,54000,1,10,2015,,,,1,
2,15,1511,2,1938,150023,2,2,"GROUNDNUT",1060,1,,9,2015,47,2,40,2,131,,21000,1,10,2015,,,,1,
2,15,1511,2,1938,150024,1,1,"G\CORN",1070,1,,12,2015,170,2,,16,131,,112000,1,12,2015,,,,1,
2,15,1511,2,1938,150024,1,2,"BEENI SEED",2040,1,,10,2015,170,2,,5,131,,75000,1,10,2015,,,,1,
2,15,1511,2,1938,150025,1,1,"MILLET",1100,1,,9,2015,215,2,100,13,131,,84500,1,10,2015,,,,1,
2,15,1511,2,1938,150025,1,2,"BEANS",1010,1,,11,2015,215,2,100,5,131,,45000,1,12,2015,,,,1,
2,15,1511,2,1938,150025,2,1,"GUINEA CORN",1070,1,,12,2015,150,2,60,6,131,,36000,1,12,2015,,,,1,
2,15,1511,2,1938,150025,2,2,"GROUNDNUT",1060,1,,9,2015,100,2,40,2,131,,19000,1,9,2015,,,,1,
2,15,1511,2,1938,150026,1,1,"GUINEA CORN",1070,1,,11,2015,4,5,40,7,131,,35000,1,11,2015,,,,1,3
2,15,1511,2,1938,150026,1,2,"MILLET",1100,1,,11,2015,4,5,30,4,131,,20000,1,11,2015,,,,1,3
2,15,1511,2,1938,150026,1,3,"BEANS",1010,1,,12,2015,4,5,30,3,131,,31200,1,12,2015,,,,1,3
2,15,1511,2,1938,150027,1,1,"MILLET",1100,1,,10,2015,190,2,,13,131,,91000,1,10,2015,,,,1,
2,15,1511,2,1938,150027,1,2,"GUINEA CORN",1070,1,,12,2015,190,2,,8,131,,56000,1,12,2015,,,,1,
2,15,1511,2,1938,150027,1,3,"BEANS",1010,1,,12,2015,150,2,,5,131,,40000,1,12,2015,,,,1,
2,15,1511,2,1938,150027,2,1,"GROUNDNUT",1060,1,,10,2015,200,2,,7,131,,91000,1,10,2015,,,,1,
2,15,1511,2,1938,150027,3,1,"PEPPER",2140,1,,10,2015,200,2,,5,131,,75000,1,10,2015,,,,1,
2,15,1511,2,1938,150028,1,1,"GUINEA CORN",1070,1,,11,2015,150,2,50,6,131,,36000,1,12,2015,,,,1,
2,15,1511,2,1938,150028,1,2,"GROUNDNUT",1060,1,,9,2015,15,2,50,2,131,,18000,1,10,2015,,,,1,
2,15,1511,2,1938,150028,2,1,"MILLET",1100,1,,9,2015,214,2,100,15,131,,97500,1,10,2015,,,,1,
2,15,1511,2,1938,150028,2,2,"BEANS",1010,1,,11,2015,214,2,100,6,131,,48000,1,12,2015,,,,1,
2,15,1511,2,1938,150029,1,1,"HUINEA CORN",1070,1,,11,2015,3,5,50,4,131,,20000,1,11,2015,,,,1,
2,15,1511,2,1938,150029,1,2,"GROUNDNUT",1060,1,,11,2015,3,5,50,3,131,,20000,1,12,2015,,,,1,
2,15,1511,2,1938,150029,2,1,"MILLET",1100,1,,12,2015,3,5,50,3,131,,15000,1,12,2015,,,,1,
