"zone","state","lga","sector","ea","csource_cd","c4q5","c4q6","c4q7","c4q8","c4q9","c4q10","c4q11","c4q12","c4q13","c4q14","c4q15","c4q16"
2,2,214,2,898,3,1,1,1,5,0,10000,5,0,50000,10,0,100000
2,2,214,2,898,4,2,,,,,,,,,,,
2,2,215,1,8,1,2,,,,,,,,,,,
2,2,215,1,8,2,2,,,,,,,,,,,
2,2,215,1,8,3,1,2,1,10,0,10000,12,0,50000,12,0,100000
2,2,215,1,8,4,2,,,,,,,,,,,
2,2,216,2,200,1,2,,,,,,,,,,,
2,2,216,2,200,2,2,,,,,,,,,,,
2,2,216,2,200,3,1,1,1,10,0,10000,12,0,50000,12,0,100000
2,2,216,2,200,4,2,,,,,,,,,,,
2,2,218,2,1592,1,2,,,,,,,,,,,
2,2,218,2,1592,2,2,,,,,,,,,,,
2,2,218,2,1592,3,1,2,1,1,0,10000,5,0,50000,2,0,100000
2,2,218,2,1592,4,1,2,1,2,0,10000,5,0,50000,10,0,100000
2,2,221,2,18,1,2,,,,,,,,,,,
2,2,221,2,18,2,2,,,,,,,,,,,
2,2,221,2,18,3,2,,,,,,,,,,,
2,2,221,2,18,4,2,,,,,,,,,,,
5,3,301,1,1198,1,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,301,1,1198,2,1,2,1,6,10,11000,6,10,60000,6,10,110000
5,3,301,1,1198,3,1,2,1,6,10,11000,6,10,60000,6,10,110000
5,3,301,1,1198,4,1,1,1,3,30,13000,3,30,90000,3,30,130000
5,3,305,2,4,1,2,,,,,,,,,,,
5,3,305,2,4,2,1,1,1,12,10,11000,12,10,55000,12,10,110000
5,3,305,2,4,3,1,1,1,12,10,11000,12,10,55000,12,10,110000
5,3,305,2,4,4,2,,,,,,,,,,,
5,3,305,2,1542,1,2,,,,,,,,,,,
5,3,305,2,1542,2,1,1,1,6,2,10200,6,2,51000,6,2,102000
5,3,305,2,1542,3,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,305,2,1542,4,2,,,,,,,,,,,
5,3,307,1,634,1,2,,,,,,,,,,,
5,3,307,1,634,2,1,2,1,6,20,11000,6,20,60000,6,20,120000
5,3,307,1,634,3,1,2,1,6,20,11000,6,20,60000,6,20,120000
5,3,307,1,634,4,1,2,1,6,30,13000,6,30,65000,6,30,130000
5,3,309,2,478,1,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,309,2,478,2,1,1,1,6,10,11000,6,10,60000,6,10,100000
5,3,309,2,478,3,1,1,1,6,10,11000,6,10,60000,6,10,100000
5,3,309,2,478,4,2,,,,,,,,,,,
5,3,312,2,20,1,2,,,,,,,,,,,
5,3,312,2,20,2,2,,,,,,,,,,,
5,3,312,2,20,3,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,312,2,20,4,2,,,,,,,,,,,
5,3,313,2,70,1,2,,,,,,,,,,,
5,3,313,2,70,2,1,2,1,12,20,12000,12,20,70000,12,20,120000
5,3,313,2,70,3,1,2,1,6,10,11000,6,10,60000,6,10,110000
5,3,313,2,70,4,2,,,,,,,,,,,
5,3,316,2,874,1,2,,,,,,,,,,,
5,3,316,2,874,2,2,,,,,,,,,,,
5,3,316,2,874,3,1,2,1,6,10,11000,6,10,60000,6,10,110000
5,3,316,2,874,4,2,,,,,,,,,,,
5,3,318,2,1136,1,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,318,2,1136,2,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,318,2,1136,3,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,318,2,1136,4,1,1,1,6,20,12000,6,20,70000,6,20,120000
5,3,321,2,364,1,2,,,,,,,,,,,
5,3,321,2,364,2,1,2,1,6,10,11000,6,10,60000,6,10,110000
5,3,321,2,364,3,1,2,1,6,10,11000,6,10,60000,6,10,110000
5,3,321,2,364,4,1,1,1,6,30,13000,6,30,80000,6,30,130000
5,3,323,2,580,1,2,,,,,,,,,,,
5,3,323,2,580,2,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,323,2,580,3,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,323,2,580,4,2,,,,,,,,,,,
5,3,326,2,74,1,1,2,1,6,10,11000,6,10,60000,6,10,110000
5,3,326,2,74,2,1,2,1,6,10,11000,6,10,60000,6,10,110000
5,3,326,2,74,3,1,2,1,6,10,11000,6,10,60000,6,10,110000
5,3,326,2,74,4,2,,,,,,,,,,,
5,3,329,2,696,1,2,,,,,,,,,,,
5,3,329,2,696,2,1,1,1,12,10,11000,12,10,60000,12,10,110000
5,3,329,2,696,3,1,1,1,12,10,11000,12,10,60000,12,10,110000
5,3,329,2,696,4,2,,,,,,,,,,,
5,3,331,1,516,1,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,331,1,516,2,1,1,1,12,10,11000,6,10,60000,6,10,110000
5,3,331,1,516,3,1,1,1,6,10,11000,6,10,60000,6,10,110000
5,3,331,1,516,4,2,,,,,,,,,,,
5,3,331,1,2322,1,2,,,,,,,,,,,
5,3,331,1,2322,2,1,2,1,6,10,11000,6,10,55000,6,10,110000
5,3,331,1,2322,3,1,2,1,6,10,11000,6,10,55000,6,10,110000
5,3,331,1,2322,4,1,2,1,6,20,12000,6,20,60000,6,20,120000
4,4,401,1,738,1,2,,,,,,,,,,,
4,4,401,1,738,2,1,2,1,6,5,12000,12,12,62000,12,15,120000
4,4,401,1,738,3,1,2,1,6,5,12000,12,10,60000,12,15,120000
4,4,401,1,738,4,1,2,1,6,6,13500,12,10,58000,12,12,120000
4,4,401,1,1460,1,2,,,,,,,,,,,
4,4,401,1,1460,2,1,2,1,12,5,12000,12,7,57000,12,20,120000
4,4,401,1,1460,3,1,2,1,12,5,12000,12,6,55000,12,10,120000
4,4,401,1,1460,4,1,1,1,12,10,12000,12,5,56000,12,15,120000
4,4,401,2,2106,1,2,,,,,,,,,,,
4,4,401,2,2106,2,1,2,1,12,5,15000,12,7,55000,12,10,110000
4,4,401,2,2106,3,1,2,1,6,5,12000,12,7,55000,12,10,105000
4,4,401,2,2106,4,1,2,1,5,5,12000,12,7,56000,12,10,110000
4,4,402,2,1080,1,2,,,,,,,,,,,
4,4,402,2,1080,2,2,,,,,,,,,,,
4,4,402,2,1080,3,1,1,1,4,5,11000,5,5,55000,10,5,110000
4,4,402,2,1080,4,2,,,,,,,,,,,
4,4,403,2,836,1,2,,,,,,,,,,,
4,4,403,2,836,2,2,,,,,,,,,,,
4,4,403,2,836,3,1,1,1,3,5,11500,5,5,55000,10,5,116000
4,4,403,2,836,4,2,,,,,,,,,,,
4,4,405,2,484,1,2,,,,,,,,,,,
4,4,405,2,484,2,2,,,,,,,,,,,
4,4,405,2,484,3,1,2,1,12,2,15000,12,5,55000,12,5,110000
4,4,405,2,484,4,1,2,1,12,3,12000,12,2,56000,12,5,110000
4,4,405,2,722,1,1,1,2,12,15,14000,24,10,52000,12,10,130000
4,4,405,2,722,2,2,,,,,,,,,,,
4,4,405,2,722,3,1,2,1,6,5,10800,24,5,56000,9,10,120000
4,4,405,2,722,4,1,2,1,6,7,11500,24,5,55000,12,8,120000
4,4,407,2,796,1,2,,,,,,,,,,,
4,4,407,2,796,2,2,,,,,,,,,,,
4,4,407,2,796,3,1,2,1,6,5,12000,12,12,56000,12,10,112000
4,4,407,2,796,4,1,2,1,6,6,12500,12,15,59000,12,20,115000
4,4,410,1,3192,1,2,,,,,,,,,,,
4,4,410,1,3192,2,2,,,,,,,,,,,
4,4,410,1,3192,3,1,2,1,12,5,10500,12,12,52000,12,15,110000
4,4,410,1,3192,4,1,2,1,12,7,10700,12,10,55000,12,20,120000
4,4,410,1,3414,1,1,1,1,12,5,12000,12,10,55000,12,10,110000
4,4,410,1,3414,2,2,,,,,,,,,,,
4,4,410,1,3414,3,1,2,1,6,5,12000,12,5,55000,12,10,120000
4,4,410,1,3414,4,1,2,1,6,5,13000,12,5,55000,12,10,120000
4,4,410,2,4036,1,2,,,,,,,,,,,
4,4,410,2,4036,2,2,,,,,,,,,,,
4,4,410,2,4036,3,1,1,1,2,5,11000,5,5,55000,10,5,120000
4,4,410,2,4036,4,2,,,,,,,,,,,
4,4,411,1,1486,1,2,,,,,,,,,,,
4,4,411,1,1486,2,2,,,,,,,,,,,
4,4,411,1,1486,3,1,1,1,2,5,12000,10,5,55000,12,5,110000
4,4,411,1,1486,4,2,,,,,,,,,,,
4,4,412,2,1606,1,2,,,,,,,,,,,
4,4,412,2,1606,2,2,,,,,,,,,,,
4,4,412,2,1606,3,1,1,1,2,5,12000,5,5,55000,10,5,120000
4,4,412,2,1606,4,2,,,,,,,,,,,
4,4,412,2,2592,1,2,,,,,,,,,,,
4,4,412,2,2592,2,2,,,,,,,,,,,
4,4,412,2,2592,3,1,1,1,1,5,11000,5,5,55000,5,5,110000
4,4,412,2,2592,4,2,,,,,,,,,,,
4,4,413,2,1540,1,2,,,,,,,,,,,
4,4,413,2,1540,2,2,,,,,,,,,,,
4,4,413,2,1540,3,1,2,2,12,10,15000,24,20,56000,12,20,120000
4,4,413,2,1540,4,1,2,1,12,10,15000,18,20,55000,12,20,130000
4,4,414,1,2176,1,2,,,,,,,,,,,
4,4,414,1,2176,2,2,,,,,,,,,,,
4,4,414,1,2176,3,1,1,1,2,5,11000,5,5,55000,10,5,115000
4,4,414,1,2176,4,2,,,,,,,,,,,
4,4,415,1,2108,1,2,,,,,,,,,,,
4,4,415,1,2108,2,2,,,,,,,,,,,
4,4,415,1,2108,3,1,1,1,2,5,11500,5,5,55000,10,5,120000
4,4,415,1,2108,4,2,,,,,,,,,,,
4,4,416,1,616,1,2,,,,,,,,,,,
4,4,416,1,616,2,2,,,,,,,,,,,
4,4,416,1,616,3,1,1,1,1,5,12000,5,5,60000,12,5,120000
4,4,416,1,616,4,2,,,,,,,,,,,
4,4,417,1,678,1,2,,,,,,,,,,,
4,4,417,1,678,2,2,,,,,,,,,,,
4,4,417,1,678,3,1,1,1,10,5,11000,15,5,51000,12,10,110000
4,4,417,1,678,4,2,,,,,,,,,,,
4,4,418,1,44,1,2,,,,,,,,,,,
4,4,418,1,44,2,2,,,,,,,,,,,
4,4,418,1,44,3,1,1,1,2,5,11000,10,5,51000,12,5,115000
4,4,418,1,44,4,2,,,,,,,,,,,
4,4,419,2,296,1,2,,,,,,,,,,,
4,4,419,2,296,2,2,,,,,,,,,,,
4,4,419,2,296,3,1,2,1,12,5,12000,12,7,55000,12,10,110000
4,4,419,2,296,4,2,,,,,,,,,,,
4,4,421,1,800,1,2,,,,,,,,,,,
4,4,421,1,800,2,2,,,,,,,,,,,
4,4,421,1,800,3,1,2,1,6,2,11000,12,5,55000,12,10,120000
4,4,421,1,800,4,1,2,1,6,3,12000,12,10,55000,12,5,130000
2,5,501,2,60,1,2,,,,,,,,,,,
2,5,501,2,60,2,2,,,,,,,,,,,
2,5,501,2,60,3,1,2,1,3,0,10000,6,0,50000,12,0,100000
2,5,501,2,60,4,2,,,,,,,,,,,
2,5,502,1,2194,1,1,1,1,3,12,11200,6,20,60000,12,20,120000
2,5,502,1,2194,2,2,,,,,,,,,,,
2,5,502,1,2194,3,1,2,1,5,15,11500,12,12,60000,12,12,120000
2,5,502,1,2194,4,2,,,,,,,,,,,
2,5,502,2,3878,1,2,,,,,,,,,,,
2,5,502,2,3878,2,2,,,,,,,,,,,
2,5,502,2,3878,3,2,,,,,,,,,,,
2,5,502,2,3878,4,1,2,2,2,5,10500,5,10,55000,12,20,120000
2,5,504,2,708,1,2,,,,,,,,,,,
2,5,504,2,708,2,2,,,,,,,,,,,
2,5,504,2,708,3,1,2,1,12,10,11000,24,10,55000,12,10,110000
2,5,504,2,708,4,1,2,1,12,10,11000,24,10,55000,12,10,110000
2,5,506,2,830,1,1,1,1,3,25,12500,6,20,60000,12,15,115000
2,5,506,2,830,2,2,,,,,,,,,,,
2,5,506,2,830,3,2,,,,,,,,,,,
2,5,506,2,830,4,2,,,,,,,,,,,
2,5,508,2,718,1,2,,,,,,,,,,,
2,5,508,2,718,2,2,,,,,,,,,,,
2,5,508,2,718,3,1,2,2,4,0,10000,6,0,50000,12,0,100000
2,5,508,2,718,4,2,,,,,,,,,,,
2,5,508,2,984,1,2,,,,,,,,,,,
2,5,508,2,984,2,2,,,,,,,,,,,
2,5,508,2,984,3,1,2,1,2,0,10000,6,0,50000,12,0,100000
2,5,508,2,984,4,2,,,,,,,,,,,
2,5,510,1,872,1,1,1,1,5,25,12500,12,25,65000,12,25,125000
2,5,510,1,872,2,2,,,,,,,,,,,
2,5,510,1,872,3,1,2,1,8,25,10000,8,0,50000,12,0,100000
2,5,510,1,872,4,1,2,1,8,25,10000,10,0,50000,12,0,100000
2,5,510,2,1516,1,2,,,,,,,,,,,
2,5,510,2,1516,2,2,,,,,,,,,,,
2,5,510,2,1516,3,1,1,1,6,0,10000,10,0,50000,12,0,100000
2,5,510,2,1516,4,1,1,1,6,0,10000,10,0,50000,12,0,100000
2,5,513,2,348,1,2,,,,,,,,,,,
2,5,513,2,348,2,2,,,,,,,,,,,
2,5,513,2,348,3,1,2,2,2,0,10000,4,0,50000,12,0,100000
2,5,513,2,348,4,2,,,,,,,,,,,
2,5,514,2,710,1,1,1,1,6,25,12500,12,25,75000,12,25,125000
2,5,514,2,710,2,2,,,,,,,,,,,
2,5,514,2,710,3,1,1,1,6,25,10000,12,10,55000,12,0,100000
2,5,514,2,710,4,1,2,1,5,10,10000,24,0,50000,12,10,100000
2,5,514,1,2036,1,1,1,1,5,25,12500,8,25,75000,12,25,125000
2,5,514,1,2036,2,2,,,,,,,,,,,
2,5,514,1,2036,3,1,1,1,5,0,10000,8,0,50000,12,0,100000
2,5,514,1,2036,4,1,1,1,6,0,10000,8,0,50000,12,0,100000
2,5,515,2,18,1,2,,,,,,,,,,,
2,5,515,2,18,2,2,,,,,,,,,,,
2,5,515,2,18,3,1,2,1,5,0,10000,8,0,50000,12,0,100000
2,5,515,2,18,4,1,1,1,5,0,10000,8,0,50000,12,0,100000
2,5,516,2,942,1,1,1,1,6,20,12000,12,20,60000,12,20,120000
2,5,516,2,942,2,2,,,,,,,,,,,
2,5,516,2,942,3,1,1,1,3,0,10000,12,0,50000,12,0,100000
2,5,516,2,942,4,2,,,,,,,,,,,
2,5,518,2,1304,1,2,,,,,,,,,,,
2,5,518,2,1304,2,2,,,,,,,,,,,
2,5,518,2,1304,3,1,2,1,2,0,10000,5,0,50000,6,0,100000
2,5,518,2,1304,4,2,,,,,,,,,,,
2,5,518,2,1588,1,2,,,,,,,,,,,
2,5,518,2,1588,2,2,,,,,,,,,,,
2,5,518,2,1588,3,2,,,,,,,,,,,
2,5,518,2,1588,4,1,2,1,3,0,10000,6,0,50000,12,0,100000
2,5,520,2,1756,1,2,,,,,,,,,,,
2,5,520,2,1756,2,2,,,,,,,,,,,
2,5,520,2,1756,3,2,,,,,,,,,,,
2,5,520,2,1756,4,1,1,1,5,0,10000,10,0,50000,12,0,100000
5,6,601,2,640,1,2,,,,,,,,,,,
5,6,601,2,640,2,2,,,,,,,,,,,
5,6,601,2,640,3,1,2,1,1,5,10500,1,5,52500,1,5,105000
5,6,601,2,640,4,2,,,,,,,,,,,
5,6,602,2,1356,1,2,,,,,,,,,,,
5,6,602,2,1356,2,2,,,,,,,,,,,
5,6,602,2,1356,3,1,2,1,1,13,11300,1,13,56500,1,13,113000
5,6,602,2,1356,4,2,,,,,,,,,,,
5,6,605,2,162,1,2,,,,,,,,,,,
5,6,605,2,162,2,2,,,,,,,,,,,
5,6,605,2,162,3,1,2,1,1,25,10250,1,25,62500,1,25,125000
5,6,605,2,162,4,1,2,1,1,25,10250,1,25,62500,1,25,125000
5,6,606,2,1372,1,2,,,,,,,,,,,
5,6,606,2,1372,2,2,,,,,,,,,,,
5,6,606,2,1372,3,1,2,1,1,50,15000,1,50,75000,1,50,150000
5,6,606,2,1372,4,1,2,1,1,50,15000,1,50,75000,1,50,150000
5,6,607,2,1892,1,2,,,,,,,,,,,
5,6,607,2,1892,2,1,2,1,1,30,13000,1,30,65000,1,30,130000
5,6,607,2,1892,3,1,2,1,1,30,13000,1,30,65000,1,30,130000
5,6,607,2,1892,4,1,2,1,1,30,13000,1,30,65000,1,30,130000
5,6,608,2,748,1,2,,,,,,,,,,,
5,6,608,2,748,2,2,,,,,,,,,,,
5,6,608,2,748,3,1,2,1,6,30,13000,12,30,86000,12,30,180000
5,6,608,2,748,4,1,2,1,6,30,13000,12,30,80000,12,30,180000
5,6,608,1,3978,1,2,,,,,,,,,,,
5,6,608,1,3978,2,2,,,,,,,,,,,
5,6,608,1,3978,3,1,2,1,1,10,11000,1,10,55000,1,10,110000
5,6,608,1,3978,4,2,,,,,,,,,,,
1,7,701,2,606,1,2,,,,,,,,,,,
1,7,701,2,606,2,2,,,,,,,,,,,
1,7,701,2,606,3,1,1,1,3,5,15000,12,25,75000,12,50,150000
1,7,701,2,606,4,2,,,,,,,,,,,
1,7,702,2,632,1,2,,,,,,,,,,,
1,7,702,2,632,2,2,,,,,,,,,,,
1,7,702,2,632,3,1,2,1,12,5,15000,12,25,75000,12,50,150000
1,7,702,2,632,4,1,2,1,12,5,15000,12,25,75000,12,50,150000
1,7,705,2,4186,1,2,,,,,,,,,,,
1,7,705,2,4186,2,2,,,,,,,,,,,
1,7,705,2,4186,3,1,2,1,12,10,11000,12,10,55000,12,10,110000
1,7,705,2,4186,4,2,,,,,,,,,,,
1,7,707,2,560,1,2,,,,,,,,,,,
1,7,707,2,560,2,2,,,,,,,,,,,
1,7,707,2,560,3,1,2,1,12,10,11000,12,10,55000,10,10,110000
1,7,707,2,560,4,2,,,,,,,,,,,
1,7,708,2,754,1,2,,,,,,,,,,,
1,7,708,2,754,2,2,,,,,,,,,,,
1,7,708,2,754,3,1,2,1,12,10,11000,12,10,55000,12,10,110000
1,7,708,2,754,4,2,,,,,,,,,,,
1,7,709,2,1226,1,2,,,,,,,,,,,
1,7,709,2,1226,2,2,,,,,,,,,,,
1,7,709,2,1226,3,1,2,1,12,10,11000,12,10,55000,12,10,110000
1,7,709,2,1226,4,2,,,,,,,,,,,
1,7,710,2,2726,1,2,,,,,,,,,,,
1,7,710,2,2726,2,2,,,,,,,,,,,
1,7,710,2,2726,3,1,2,1,12,10,11000,12,10,55000,12,10,110000
1,7,710,2,2726,4,2,,,,,,,,,,,
1,7,711,2,2532,1,2,,,,,,,,,,,
1,7,711,2,2532,2,2,,,,,,,,,,,
1,7,711,2,2532,3,1,2,1,12,10,11000,12,10,55000,12,10,110000
1,7,711,2,2532,4,2,,,,,,,,,,,
1,7,713,2,304,1,2,,,,,,,,,,,
1,7,713,2,304,2,1,2,1,8,10,18000,12,20,70000,12,20,120000
1,7,713,2,304,3,1,1,1,12,10,11000,12,10,55000,12,10,110000
1,7,713,2,304,4,1,2,1,6,20,12000,6,25,75000,6,50,150000
1,7,715,1,294,1,1,2,1,3,10,11000,6,20,60000,12,20,120000
1,7,715,1,294,2,2,,,,,,,,,,,
1,7,715,1,294,3,1,1,1,3,20,12000,3,20,60000,6,25,125000
1,7,715,1,294,4,1,1,1,3,20,12000,3,25,62500,3,30,130000
1,7,715,2,780,1,2,,,,,,,,,,,
1,7,715,2,780,2,2,,,,,,,,,,,
1,7,715,2,780,3,1,2,1,5,50,15000,5,50,75000,5,50,150000
1,7,715,2,780,4,2,,,,,,,,,,,
1,7,717,2,1248,1,1,1,1,12,10,11000,12,20,70000,12,20,120000
1,7,717,2,1248,2,2,,,,,,,,,,,
1,7,717,2,1248,3,1,1,1,3,20,12000,3,20,60000,3,20,120000
1,7,717,2,1248,4,1,1,1,3,20,12000,6,20,70000,6,20,120000
1,7,718,2,1640,1,2,,,,,,,,,,,
1,7,718,2,1640,2,2,,,,,,,,,,,
1,7,718,2,1640,3,1,2,1,10,20,12000,10,20,60000,10,20,120000
1,7,718,2,1640,4,2,,,,,,,,,,,
1,7,719,1,1612,1,1,1,1,6,5,10500,6,10,55000,12,20,120000
1,7,719,1,1612,2,2,,,,,,,,,,,
1,7,719,1,1612,3,1,1,1,6,10,11000,12,20,60000,12,20,120000
1,7,719,1,1612,4,2,,,,,,,,,,,
1,7,722,2,234,1,1,1,1,6,22,11000,6,22,61000,12,6,122000
1,7,722,2,234,2,2,,,,,,,,,,,
1,7,722,2,234,3,1,1,1,12,10,11000,12,10,55000,12,10,110000
1,7,722,2,234,4,2,,,,,,,,,,,
1,7,722,2,892,1,2,,,,,,,,,,,
1,7,722,2,892,2,2,,,,,,,,,,,
1,7,722,2,892,3,1,2,1,12,10,11000,12,10,55000,12,10,110000
1,7,722,2,892,4,2,,,,,,,,,,,
2,8,805,2,46,1,1,1,1,3,20,12000,6,20,60000,12,20,120000
2,8,805,2,46,2,2,,,,,,,,,,,
2,8,805,2,46,3,1,2,1,6,10,11000,10,10,55000,12,10,110000
2,8,805,2,46,4,2,,,,,,,,,,,
2,8,812,2,866,1,2,,,,,,,,,,,
2,8,812,2,866,2,2,,,,,,,,,,,
2,8,812,2,866,3,1,2,1,3,10,11000,6,10,55000,12,10,110000
2,8,812,2,866,4,2,,,,,,,,,,,
2,8,813,2,2094,1,1,1,2,12,10,11000,12,10,55000,12,20,120000
2,8,813,2,2094,2,2,,,,,,,,,,,
2,8,813,2,2094,3,2,,,,,,,,,,,
2,8,813,2,2094,4,2,,,,,,,,,,,
2,8,815,2,362,1,2,,,,,,,,,,,
2,8,815,2,362,2,2,,,,,,,,,,,
2,8,815,2,362,3,1,2,2,4,0,10000,10,0,50000,12,0,100000
2,8,815,2,362,4,2,,,,,,,,,,,
2,8,820,2,1030,1,2,,,,,,,,,,,
2,8,820,2,1030,2,2,,,,,,,,,,,
2,8,820,2,1030,3,2,,,,,,,,,,,
2,8,820,2,1030,4,1,2,1,6,0,10000,12,0,50000,12,0,100000
2,8,821,1,5062,1,2,,,,,,,,,,,
2,8,821,1,5062,2,2,,,,,,,,,,,
2,8,821,1,5062,3,1,2,1,1,10,11000,5,10,55000,8,10,110000
2,8,821,1,5062,4,2,,,,,,,,,,,
2,8,824,2,768,1,2,,,,,,,,,,,
2,8,824,2,768,2,2,,,,,,,,,,,
2,8,824,2,768,3,1,2,1,2,0,10000,6,0,50000,12,0,100000
2,8,824,2,768,4,2,,,,,,,,,,,
2,8,826,2,926,1,2,,,,,,,,,,,
2,8,826,2,926,2,2,,,,,,,,,,,
2,8,826,2,926,3,2,,,,,,,,,,,
2,8,826,2,926,4,1,2,1,6,0,10000,10,0,50000,12,0,100000
2,8,827,2,804,1,2,,,,,,,,,,,
2,8,827,2,804,2,2,,,,,,,,,,,
2,8,827,2,804,3,1,2,1,3,10,11000,6,10,55000,12,10,110000
2,8,827,2,804,4,2,,,,,,,,,,,
5,9,901,2,398,1,2,,,,,,,,,,,
