"zone","state","lga","ea","sector","hhid","network_cd","s12q2","s12q2b","s12q3"
1,7,709,1226,2,70075,"N01",9,,2
1,7,709,1226,2,70075,"N02",9,,2
1,7,709,1226,2,70076,"N01",9,,4
1,7,709,1226,2,70079,"N01",12,,2
1,7,709,1226,2,70079,"N02",12,,2
1,7,709,1226,2,70080,"N01",12,,2
1,7,709,1226,2,70080,"N02",10,,3
1,7,719,1612,1,70083,"N01",2,,4
1,7,719,1612,1,70089,"N01",3,,4
1,7,719,1612,1,70089,"N02",2,,3
1,7,719,1612,1,70089,"N03",17,,3
1,7,719,1612,1,70090,"N01",4,,4
1,7,717,1248,2,70092,"N01",1,,5
1,7,717,1248,2,70094,"N01",1,,2
1,7,717,1248,2,70096,"N01",1,,2
1,7,701,606,2,70101,"N01",9,,2
1,7,701,606,2,70101,"N02",2,,1
1,7,701,606,2,70101,"N03",1,,1
1,7,701,606,2,70102,"N01",8,,2
1,7,701,606,2,70103,"N01",1,,7
1,7,701,606,2,70104,"N01",9,,2
1,7,701,606,2,70104,"N02",9,,2
1,7,701,606,2,70105,"N01",9,,2
1,7,701,606,2,70106,"N01",31,"FIRST MALE CHILD",2
1,7,701,606,2,70107,"N01",9,,2
1,7,701,606,2,70110,"N01",9,,2
1,7,701,606,2,70110,"N02",2,,1
1,7,702,632,2,70111,"N01",2,,1
1,7,702,632,2,70111,"N02",9,,2
1,7,702,632,2,70112,"N01",2,,1
1,7,702,632,2,70113,"N01",5,,7
1,7,702,632,2,70113,"N02",9,,2
1,7,702,632,2,70115,"N01",1,,1
1,7,702,632,2,70115,"N02",9,,2
1,7,702,632,2,70116,"N01",1,,8
1,7,702,632,2,70120,"N01",1,,1
1,7,702,632,2,70120,"N02",2,,1
1,7,702,632,2,70120,"N03",2,,1
1,7,718,1640,2,70122,"N01",1,,1
1,7,718,1640,2,70122,"N02",9,,2
1,7,718,1640,2,70122,"N03",2,,1
1,7,718,1640,2,70124,"N01",9,,2
1,7,718,1640,2,70125,"N01",9,,2
1,7,718,1640,2,70125,"N02",2,,1
1,7,718,1640,2,70128,"N01",1,,8
1,7,715,780,2,70131,"N01",1,,1
1,7,715,780,2,70132,"N01",1,,5
1,7,715,780,2,70135,"N01",1,,1
1,7,715,780,2,70136,"N01",1,,1
1,7,715,780,2,70136,"N02",9,,2
1,7,715,780,2,70138,"N01",1,,1
1,7,715,780,2,70139,"N01",9,,2
1,7,715,780,2,70139,"N02",9,,2
1,7,715,780,2,70140,"N01",1,,5
1,7,715,294,1,70141,"N01",1,,2
1,7,715,294,1,70142,"N01",1,,2
1,7,715,294,1,70147,"N01",1,,2
1,7,713,304,2,70154,"N01",1,,1
1,7,713,304,2,70155,"N01",1,,1
1,7,713,304,2,70155,"N02",9,,3
1,7,713,304,2,70155,"N03",2,,1
1,7,713,304,2,70156,"N01",1,,1
1,7,713,304,2,70156,"N02",9,,5
1,7,713,304,2,70156,"N03",12,,2
1,7,713,304,2,70157,"N01",12,,5
1,7,713,304,2,70157,"N02",12,,5
1,7,713,304,2,70157,"N03",12,,5
1,7,713,304,2,70160,"N01",2,,5
1,7,713,304,2,70160,"N02",12,,2
2,8,813,2094,2,80005,"N01",8,,5
2,8,813,2094,2,80005,"N02",9,,5
2,8,813,2094,2,80005,"N03",13,,5
2,8,821,5062,1,80021,"N01",28,,3
2,8,821,5062,1,80021,"N02",2,,3
2,8,821,5062,1,80023,"N01",8,,3
2,8,821,5062,1,80027,"N01",10,,1
2,8,812,866,2,80081,"N01",13,,3
2,8,812,866,2,80081,"N02",31,"SON",1
2,8,812,866,2,80083,"N01",8,,2
2,8,812,866,2,80083,"N02",8,,2
2,8,812,866,2,80084,"N01",9,,2
2,8,812,866,2,80086,"N01",9,,3
2,8,812,866,2,80086,"N02",31,"SON",3
2,8,812,866,2,80089,"N01",31,"SON",1
2,8,812,866,2,80090,"N01",1,,1
2,8,805,46,2,80099,"N01",2,,1
2,8,805,46,2,80100,"N01",2,,1
2,8,805,46,2,80100,"N02",28,,1
2,8,805,46,2,80100,"N03",28,,1
2,8,827,804,2,80101,"N01",9,,2
2,8,827,804,2,80104,"N01",10,,2
2,8,827,804,2,80104,"N02",10,,2
2,8,827,804,2,80104,"N03",28,,2
2,8,827,804,2,80104,"N04",10,,2
2,8,827,804,2,80105,"N01",9,,2
2,8,827,804,2,80105,"N02",9,,2
2,8,827,804,2,80105,"N03",9,,2
2,8,827,804,2,80105,"N04",28,,2
2,8,827,804,2,80107,"N01",9,,2
2,8,827,804,2,80108,"N01",8,,2
2,8,827,804,2,80108,"N02",8,,2
2,8,820,1030,2,80141,"N01",1,,1
2,8,820,1030,2,80141,"N02",1,,1
2,8,820,1030,2,80141,"N03",11,,1
2,8,820,1030,2,80142,"N01",9,,4
2,8,820,1030,2,80143,"N01",9,,5
2,8,820,1030,2,80144,"N01",2,,1
2,8,820,1030,2,80144,"N02",2,,1
2,8,820,1030,2,80144,"N03",2,,1
2,8,820,1030,2,80145,"N01",9,,2
2,8,820,1030,2,80145,"N02",9,,6
2,8,820,1030,2,80146,"N01",1,,1
2,8,820,1030,2,80147,"N01",9,,2
2,8,820,1030,2,80148,"N01",12,,5
2,8,820,1030,2,80148,"N02",1,,1
2,8,820,1030,2,80149,"N01",9,,2
2,8,820,1030,2,80150,"N01",9,,6
2,8,824,768,2,80155,"N01",9,,3
2,8,824,768,2,80156,"N01",1,,2
2,8,815,362,2,80201,"N01",10,,5
2,8,815,362,2,80201,"N02",13,,4
2,8,815,362,2,80201,"N03",15,,5
2,8,815,362,2,80202,"N01",1,,1
2,8,815,362,2,80202,"N02",9,,5
2,8,815,362,2,80203,"N01",10,,2
2,8,815,362,2,80207,"N01",1,,1
2,8,815,362,2,80208,"N01",9,,2
2,8,815,362,2,80210,"N01",9,,2
5,9,908,278,1,90004,"N01",4,,1
5,9,908,278,1,90009,"N01",2,,1
5,9,908,278,1,90009,"N02",9,,1
5,9,903,48,2,90011,"N01",2,,2
5,9,903,48,2,90011,"N02",1,,1
5,9,903,48,2,90011,"N03",2,,4
5,9,903,48,2,90014,"N01",3,,1
5,9,903,48,2,90016,"N01",2,,6
5,9,903,48,2,90016,"N02",2,,2
5,9,903,48,2,90018,"N01",4,,1
5,9,903,48,2,90018,"N02",15,,3
5,9,903,48,2,90020,"N01",4,,1
5,9,915,1390,1,90022,"N01",1,,1
5,9,915,1390,1,90025,"N01",1,,1
5,9,915,1390,1,90025,"N02",1,,2
5,9,915,1390,1,90025,"N03",2,,2
5,9,915,1390,1,90026,"N01",2,,1
5,9,915,1390,1,90026,"N02",2,,2
5,9,915,1390,1,90027,"N01",2,,1
5,9,915,1390,1,90027,"N02",2,,1
5,9,915,1390,1,90027,"N03",9,,3
5,9,915,1390,1,90029,"N01",1,,1
5,9,917,1254,1,90032,"N01",1,,7
5,9,917,1254,1,90035,"N01",1,,1
5,9,917,1254,1,90036,"N01",1,,1
5,9,917,1254,1,90036,"N02",1,,1
5,9,917,1254,1,90036,"N03",2,,3
5,9,917,1254,1,90037,"N01",1,,1
5,9,917,1254,1,90037,"N02",,,
5,9,917,1254,1,90038,"N01",1,,1
5,9,917,1254,1,90038,"N02",1,,1
5,9,917,1254,1,90038,"N03",1,,1
5,9,917,1254,1,90040,"N01",1,,3
5,9,901,398,2,90041,"N01",1,,1
5,9,901,398,2,90041,"N02",9,,1
5,9,901,398,2,90043,"N01",4,,1
5,9,901,398,2,90044,"N01",3,,1
5,9,901,398,2,90044,"N02",12,,4
5,9,901,398,2,90044,"N03",1,,1
5,9,901,398,2,90045,"N01",1,,8
5,9,901,398,2,90045,"N02",1,,8
5,9,901,398,2,90045,"N03",12,,3
5,9,901,398,2,90046,"N01",1,,1
5,9,901,398,2,90047,"N01",17,,3
5,9,901,398,2,90048,"N01",1,,1
5,9,910,200,2,90051,"N01",2,,1
5,9,910,200,2,90051,"N02",5,,3
5,9,910,200,2,90052,"N01",17,,4
5,9,910,200,2,90054,"N01",10,,1
5,9,910,200,2,90055,"N01",6,,2
5,9,910,200,2,90055,"N02",12,,2
5,9,910,200,2,90056,"N01",17,,6
5,9,910,200,2,90057,"N01",2,,1
5,9,910,200,2,90057,"N02",2,,1
5,9,910,200,2,90057,"N03",2,,1
5,9,910,200,2,90057,"N04",9,,1
5,9,912,0,2,90058,"N01",9,,1
5,9,912,0,2,90058,"N02",2,,1
5,9,912,0,2,90058,"N03",2,,1
5,9,910,200,2,90059,"N01",17,,4
5,9,910,200,2,90060,"N01",2,,1
5,9,907,1446,2,90062,"N01",1,,6
5,9,907,1446,2,90062,"N02",9,,6
5,9,907,1446,2,90063,"N01",31,"SON",1
5,9,907,1446,2,90063,"N02",12,,1
5,9,907,1446,2,90064,"N01",12,,8
5,9,907,1446,2,90064,"N02",2,,1
5,9,907,1446,2,90065,"N01",9,,6
5,9,907,1446,2,90065,"N02",1,,1
5,9,907,1446,2,90066,"N01",1,,1
5,9,907,1446,2,90066,"N02",9,,1
5,9,907,1446,2,90067,"N01",1,,1
5,9,907,1446,2,90067,"N02",1,,1
5,9,907,1446,2,90067,"N03",6,,2
5,9,907,1446,2,90069,"N01",16,,1
5,9,907,0,2,90070,"N01",16,,8
5,9,912,102,2,90071,"N01",1,,1
5,9,912,102,2,90071,"N02",1,,1
5,9,912,102,2,90071,"N03",2,,1
5,9,912,102,2,90071,"N04",2,,1
5,9,912,102,2,90071,"N05",9,,2
5,9,912,102,2,90072,"N01",2,,1
5,9,912,102,2,90072,"N02",1,,1
5,9,912,102,2,90074,"N01",1,,2
5,9,912,102,2,90074,"N02",2,,2
5,9,912,102,2,90074,"N03",1,,1
5,9,912,102,2,90075,"N01",2,,1
5,9,912,102,2,90076,"N01",10,,2
5,9,912,102,2,90076,"N02",2,,1
5,9,912,102,2,90078,"N01",1,,1
5,9,912,102,2,90078,"N02",9,,1
5,9,912,102,2,90079,"N01",9,,1
5,9,912,102,2,90080,"N01",31,"SON",6
5,9,916,1068,2,90081,"N01",1,,6
5,9,916,1068,2,90081,"N02",9,,1
5,9,916,1068,2,90082,"N01",1,,3
5,9,916,1068,2,90083,"N01",1,,1
5,9,916,1068,2,90083,"N02",9,,2
5,9,916,1068,2,90084,"N01",1,,1
5,9,916,1068,2,90085,"N01",2,,1
5,9,916,1068,2,90085,"N02",1,,1
5,9,916,1068,2,90086,"N01",1,,1
5,9,916,1068,2,90087,"N01",1,,1
5,9,916,1068,2,90087,"N02",1,,1
5,9,916,1068,2,90088,"N01",1,,1
5,9,916,1068,2,90088,"N02",9,,1
5,9,916,1068,2,90089,"N01",1,,1
5,9,916,1068,2,90089,"N02",9,,1
5,9,916,1068,2,90090,"N01",1,,1
5,9,916,1068,2,90090,"N02",9,,1
5,9,916,1068,2,90090,"N03",2,,1
5,9,918,834,2,90091,"N01",1,,1
5,9,918,834,2,90092,"N01",9,,1
5,9,918,834,2,90092,"N02",17,,5
5,9,918,834,2,90093,"N01",31,"SON",1
5,9,918,834,2,90093,"N02",12,,1
5,9,918,834,2,90094,"N01",1,,1
5,9,918,834,2,90094,"N02",2,,1
5,9,918,834,2,90095,"N01",12,,5
5,9,918,834,2,90095,"N02",9,,1
5,9,918,834,2,90096,"N01",9,,1
5,9,918,834,2,90099,"N01",9,,1
5,9,918,834,2,90100,"N01",2,,2
5,9,905,978,2,90101,"N01",1,,6
5,9,905,978,2,90101,"N02",1,,1
5,9,905,978,2,90101,"N03",9,,2
5,9,905,978,2,90101,"N04",9,,8
5,9,905,978,2,90102,"N01",31,"SON",1
5,9,905,978,2,90102,"N02",12,,3
1,25,2503,0,2,90103,"N01",2,,3
1,25,2503,0,2,90103,"N02",1,,1
1,25,2503,0,2,90103,"N03",2,,1
1,25,2503,0,2,90103,"N04",2,,1
5,9,905,978,2,90104,"N01",12,,8
5,9,905,978,2,90106,"N01",2,,2
5,9,905,978,2,90106,"N02",2,,2
5,9,905,978,2,90106,"N03",9,,1
5,9,905,978,2,90106,"N04",2,,1
5,9,905,978,2,90108,"N01",1,,1
5,9,911,0,2,90109,"N01",2,,3
5,9,911,0,2,90109,"N02",4,,1
5,9,911,0,2,90109,"N03",2,,1
5,9,905,978,2,90110,"N01",1,,1
5,9,905,978,2,90110,"N02",2,,6
5,9,914,1746,2,90112,"N01",16,,8
5,9,914,1746,2,90113,"N01",9,,1
5,9,914,1746,2,90115,"N01",3,,2
5,9,914,1746,2,90115,"N02",2,,4
5,9,914,1746,2,90116,"N01",31,"SON",1
5,9,914,1746,2,90118,"N01",12,,2
5,9,907,0,2,90119,"N01",2,,1
5,9,907,0,2,90119,"N02",4,,1
5,9,907,0,2,90119,"N03",2,,1
5,9,907,0,2,90119,"N04",2,,1
5,9,914,1746,2,90120,"N01",8,,1
5,9,913,2266,2,90121,"N01",9,,8
5,9,913,2266,2,90122,"N01",1,,1
4,11,1107,0,2,90123,"N01",9,,1
5,9,913,2266,2,90124,"N01",1,,1
5,9,913,2266,2,90124,"N02",12,,3
5,9,913,2266,2,90126,"N01",1,,1
5,9,913,2266,2,90126,"N02",4,,2
5,9,913,2266,2,90126,"N03",9,,6
5,9,913,2266,2,90126,"N04",12,,8
5,9,913,2266,2,90126,"N05",12,,8
5,9,913,2266,2,90127,"N01",2,,8
5,9,913,2266,2,90127,"N02",2,,8
5,9,913,2266,2,90128,"N01",1,,1
5,9,913,2266,2,90128,"N02",9,,6
5,9,913,2266,2,90128,"N03",2,,1
5,9,913,2266,2,90129,"N01",2,,2
5,9,913,2266,2,90129,"N02",2,,2
5,9,913,2266,2,90129,"N03",10,,2
5,9,913,2266,2,90129,"N04",10,,2
5,9,913,2266,2,90130,"N01",9,,2
5,10,1014,80,2,100004,"N01",2,,1
5,10,1014,80,2,100005,"N01",2,,1
5,10,1014,80,2,100005,"N02",9,,1
5,10,1014,80,2,100007,"N01",9,,3
5,10,1014,80,2,100009,"N01",31,"MOTHER",1
5,10,1014,80,2,100009,"N02",9,,3
5,10,1001,172,2,100013,"N01",2,,1
5,10,1001,172,2,100013,"N02",1,,1
5,10,1001,172,2,100013,"N03",9,,1
5,10,1001,172,2,100014,"N01",2,,1
5,10,1001,172,2,100014,"N02",2,,1
5,10,1001,172,2,100014,"N03",9,,1
5,10,1001,172,2,100015,"N01",9,,2
5,10,1007,1166,1,100025,"N01",2,,1
5,10,1007,1166,1,100029,"N01",4,,1
5,10,1007,1166,1,100029,"N02",9,,1
5,10,1007,1166,1,100030,"N01",4,,1
5,10,1008,1314,2,100031,"N01",2,,4
5,10,1008,1314,2,100031,"N02",3,,1
5,10,1008,1314,2,100031,"N03",31,"NEIGHBOURING TOWN",4
5,10,1008,1314,2,100032,"N01",9,,1
5,10,1008,1314,2,100034,"N01",1,,8
5,10,1008,1314,2,100038,"N01",2,,1
5,10,1008,1718,2,100042,"N01",4,,4
5,10,1008,1718,2,100042,"N02",9,,3
5,10,1008,1718,2,100043,"N01",3,,3
5,10,1008,1718,2,100043,"N02",9,,3
5,10,1008,1718,2,100044,"N01",1,,1
5,10,1008,1718,2,100044,"N02",1,,1
5,10,1008,1718,2,100045,"N01",2,,1
5,10,1008,1718,2,100046,"N01",4,,1
5,10,1008,1718,2,100047,"N01",31,"SON",2
5,10,1008,1718,2,100049,"N01",4,,1
5,10,1010,20,2,100071,"N01",4,,3
5,10,1010,20,2,100071,"N02",2,,3
5,10,1010,20,2,100071,"N03",2,,3
5,10,1010,20,2,100073,"N01",1,,5
5,10,1010,20,2,100073,"N02",1,,1
5,10,1010,20,2,100073,"N03",2,,1
5,10,1010,20,2,100073,"N04",2,,1
5,10,1010,20,2,100073,"N05",9,,1
5,10,1010,20,2,100074,"N01",1,,3
5,10,1010,20,2,100080,"N01",16,,3
5,10,1010,20,2,100080,"N02",9,,3
5,10,1005,1374,2,100082,"N01",3,,2
5,10,1005,1374,2,100082,"N02",9,,1
5,10,1005,1374,2,100083,"N01",2,,1
5,10,1005,1374,2,100083,"N02",2,,1
5,10,1005,1374,2,100083,"N03",2,,1
5,10,1005,1374,2,100083,"N04",2,,2
5,10,1005,1374,2,100085,"N01",3,,1
5,10,1005,1374,2,100086,"N01",2,,1
5,10,1005,1374,2,100090,"N01",4,,2
5,10,1005,662,1,100092,"N01",2,,1
5,10,1005,662,1,100092,"N02",9,,1
5,10,1005,662,1,100092,"N03",7,,1
5,10,1005,662,1,100092,"N04",13,,1
5,10,1005,662,1,100095,"N01",12,,1
5,10,1005,662,1,100096,"N01",16,,3
5,10,1005,662,1,100097,"N01",1,,1
5,10,1005,662,1,100097,"N02",9,,1
5,10,1005,662,1,100098,"N01",2,,1
5,10,1005,662,1,100098,"N02",2,,1
5,10,1018,898,2,100101,"N01",1,,1
5,10,1018,898,2,100102,"N01",1,,1
5,10,1018,898,2,100103,"N01",17,,6
5,10,1018,898,2,100103,"N02",25,,1
5,10,1018,898,2,100104,"N01",2,,1
5,10,1018,898,2,100105,"N01",7,,5
5,10,1018,898,2,100105,"N02",2,,1
5,10,1018,898,2,100105,"N03",7,,5
5,10,1018,898,2,100105,"N04",12,,2
5,10,1018,898,2,100109,"N01",3,,2
5,10,1018,898,2,100110,"N01",3,,1
5,10,1018,634,1,100113,"N01",9,,3
5,10,1018,634,1,100113,"N02",13,,3
5,10,1018,634,1,100113,"N03",2,,3
5,10,1018,634,1,100115,"N01",2,,3
5,10,1018,634,1,100115,"N02",2,,3
5,10,1018,634,1,100115,"N03",9,,3
5,10,1018,634,1,100117,"N01",28,,4
5,10,1018,634,1,100117,"N02",6,,1
5,10,1018,634,1,100117,"N03",9,,2
5,10,1018,634,1,100117,"N04",7,,1
5,10,1020,0,1,100128,"N01",2,,1
5,10,1020,0,1,100128,"N02",2,,2
5,10,1020,0,1,100128,"N03",2,,1
5,10,1020,0,1,100128,"N04",7,,1
4,11,1112,1952,2,110011,"N01",4,,1
4,11,1112,1952,2,110011,"N02",9,,2
4,11,1112,1952,2,110011,"N03",9,,2
4,11,1112,1952,2,110011,"N04",2,,1
4,11,1112,1952,2,110012,"N01",4,,1
4,11,1112,1952,2,110012,"N02",9,,2
4,11,1112,1952,2,110013,"N01",4,,1
4,11,1112,1952,2,110013,"N02",9,,2
4,11,1112,1952,2,110013,"N03",9,,2
4,11,1112,1952,2,110014,"N01",4,,1
4,11,1112,1952,2,110014,"N02",2,,1
4,11,1112,1952,2,110015,"N01",4,,1
4,11,1112,1952,2,110016,"N01",9,,1
4,11,1112,1952,2,110017,"N01",9,,1
4,11,1112,1952,2,110017,"N02",7,,1
4,11,1112,1952,2,110018,"N01",1,,1
4,11,1112,1952,2,110018,"N02",9,,1
4,11,1112,1952,2,110019,"N01",9,,1
4,11,1112,1952,2,110019,"N02",2,,1
4,11,1112,1952,2,110020,"N01",9,,1
4,11,1112,1952,2,110020,"N02",9,,1
4,11,1112,78,2,110021,"N01",9,,1
4,11,1112,78,2,110021,"N02",2,,1
4,11,1112,78,2,110021,"N03",9,,1
4,11,1112,78,2,110022,"N01",1,,1
4,11,1112,78,2,110022,"N02",9,,2
4,11,1112,78,2,110023,"N01",9,,2
4,11,1112,78,2,110024,"N01",1,,1
4,11,1112,78,2,110024,"N02",9,,2
4,11,1112,78,2,110025,"N01",9,,1
4,11,1112,78,2,110026,"N01",4,,1
4,11,1112,78,2,110026,"N02",2,,1
4,11,1112,78,2,110027,"N01",4,,1
4,11,1112,78,2,110027,"N02",9,,2
4,11,1112,78,2,110028,"N01",4,,1
4,11,1112,78,2,110029,"N01",9,,2
4,11,1112,78,2,110030,"N01",4,,1
4,11,1112,78,2,110030,"N02",2,,1
4,11,1112,78,2,110030,"N03",9,,2
4,11,1110,714,2,110031,"N01",2,,1
4,11,1110,714,2,110031,"N02",3,,1
4,11,1110,714,2,110031,"N03",10,,2
4,11,1110,714,2,110032,"N01",2,,1
4,11,1110,714,2,110032,"N02",2,,1
4,11,1110,714,2,110033,"N01",9,,2
4,11,1110,714,2,110033,"N02",9,,2
4,11,1110,714,2,110034,"N01",3,,1
4,11,1110,714,2,110034,"N02",9,,2
4,11,1110,714,2,110034,"N03",9,,2
4,11,1110,714,2,110035,"N01",9,,2
4,11,1110,714,2,110035,"N02",9,,1
4,11,1110,714,2,110036,"N01",12,,1
4,11,1110,714,2,110037,"N01",9,,1
4,11,1110,714,2,110037,"N02",1,,1
4,11,1110,714,2,110037,"N03",9,,1
4,11,1110,714,2,110038,"N01",9,,1
4,11,1110,714,2,110039,"N01",9,,1
4,11,1110,714,2,110039,"N02",12,,1
4,11,1110,714,2,110040,"N01",12,,1
4,11,1110,2752,2,110041,"N01",4,,1
4,11,1110,2752,2,110041,"N02",2,,1
4,11,1110,2752,2,110041,"N03",9,,2
4,11,1110,2752,2,110042,"N01",4,,1
4,11,1110,2752,2,110042,"N02",9,,2
4,11,1110,2752,2,110042,"N03",2,,1
4,11,1110,2752,2,110043,"N01",4,,1
4,11,1110,2752,2,110043,"N02",8,,2
4,11,1110,2752,2,110043,"N03",9,,2
4,11,1110,2752,2,110044,"N01",4,,1
4,11,1110,2752,2,110044,"N02",9,,1
4,11,1110,2752,2,110045,"N01",4,,1
4,11,1110,2752,2,110045,"N02",9,,2
4,11,1110,2752,2,110045,"N03",9,,2
4,11,1110,2752,2,110046,"N01",4,,1
4,11,1110,2752,2,110046,"N02",9,,1
4,11,1110,2752,2,110047,"N01",4,,1
4,11,1110,2752,2,110047,"N02",9,,2
4,11,1110,2752,2,110048,"N01",9,,2
4,11,1110,2752,2,110049,"N01",2,,1
4,11,1110,2752,2,110049,"N02",9,,2
4,11,1110,2752,2,110049,"N03",1,,1
4,11,1110,2752,2,110050,"N01",9,,1
4,11,1110,2752,2,110050,"N02",9,,2
4,11,1108,492,2,110051,"N01",4,,1
4,11,1108,492,2,110053,"N01",4,,1
4,11,1108,492,2,110053,"N02",10,,1
4,11,1108,492,2,110055,"N01",4,,1
4,11,1108,492,2,110057,"N01",4,,1
4,11,1108,492,2,110057,"N02",9,,1
4,11,1108,492,2,110059,"N01",10,,1
4,11,1108,492,2,110060,"N01",9,,1
4,11,1105,100,2,110061,"N01",4,,1
4,11,1105,100,2,110061,"N02",2,,2
4,11,1105,100,2,110061,"N03",28,,2
4,11,1105,100,2,110062,"N01",4,,1
4,11,1105,100,2,110062,"N02",9,,1
4,11,1105,100,2,110062,"N03",9,,1
4,11,1105,100,2,110063,"N01",4,,1
4,11,1105,100,2,110063,"N02",10,,1
4,11,1105,100,2,110063,"N03",13,,2
4,11,1105,100,2,110064,"N01",4,,1
4,11,1105,100,2,110065,"N01",4,,1
4,11,1105,100,2,110066,"N01",1,,1
4,11,1105,100,2,110067,"N01",3,,7
4,11,1105,100,2,110067,"N02",9,,1
4,11,1105,100,2,110068,"N01",31,"SON",1
4,11,1105,100,2,110068,"N02",9,,1
4,11,1105,100,2,110069,"N01",4,,1
4,11,1105,100,2,110069,"N02",10,,1
4,11,1105,100,2,110070,"N01",9,,1
4,11,1105,100,2,110070,"N02",12,,1
4,11,1106,446,2,110071,"N01",4,,1
4,11,1106,446,2,110071,"N02",2,,1
4,11,1106,446,2,110071,"N03",2,,1
4,11,1106,446,2,110072,"N01",4,,1
4,11,1106,446,2,110072,"N02",9,,2
4,11,1106,446,2,110073,"N01",4,,1
4,11,1106,446,2,110074,"N01",4,,1
4,11,1106,446,2,110075,"N01",4,,1
4,11,1106,446,2,110075,"N02",2,,1
4,11,1106,446,2,110076,"N01",9,,2
4,11,1106,446,2,110078,"N01",4,,1
4,11,1106,446,2,110078,"N02",9,,2
4,11,1106,446,2,110079,"N01",4,,1
4,11,1106,446,2,110079,"N02",9,,1
4,11,1106,446,2,110080,"N01",1,,1
4,11,1106,446,2,110080,"N02",9,,2
4,11,1104,434,2,110081,"N01",9,,1
4,11,1104,434,2,110081,"N02",2,,1
4,11,1104,434,2,110083,"N01",9,,2
4,11,1104,434,2,110085,"N01",9,,1
4,11,1104,434,2,110085,"N02",2,,1
4,11,1104,434,2,110086,"N01",9,,2
4,11,1104,434,2,110087,"N01",1,,1
4,11,1104,434,2,110087,"N02",9,,2
4,11,1104,434,2,110088,"N01",9,,1
4,11,1104,434,2,110088,"N02",2,,1
4,11,1104,434,2,110089,"N01",9,,1
4,11,1104,434,2,110090,"N01",9,,1
4,11,1104,434,2,110090,"N02",2,,2
4,11,1104,434,2,110090,"N03",2,,2
4,11,1104,434,2,110090,"N04",2,,2
4,11,1107,1034,2,110091,"N01",9,,1
4,11,1107,1034,2,110092,"N01",9,,2
4,11,1107,1034,2,110093,"N01",9,,1
4,11,1107,1034,2,110093,"N02",2,,1
4,11,1107,1034,2,110093,"N03",2,,1
4,11,1107,1034,2,110094,"N01",9,,1
4,11,1107,1034,2,110094,"N02",2,,1
4,11,1107,1034,2,110095,"N01",9,,2
4,11,1107,1034,2,110095,"N02",9,,2
4,11,1107,1034,2,110099,"N01",9,,1
4,11,1107,1034,2,110100,"N01",9,,1
4,11,1107,1034,2,110100,"N02",9,,1
4,11,1107,1034,2,110100,"N03",9,,2
4,11,1109,672,2,110101,"N01",4,,1
4,11,1109,672,2,110102,"N01",4,,1
4,11,1109,672,2,110102,"N02",2,,1
4,11,1109,672,2,110102,"N03",2,,1
4,11,1109,672,2,110103,"N01",4,,1
4,11,1109,672,2,110105,"N01",4,,1
4,11,1109,672,2,110105,"N02",2,,1
4,11,1109,672,2,110106,"N01",9,,1
4,11,1109,672,2,110107,"N01",9,,1
4,11,1109,672,2,110108,"N01",9,,1
4,11,1109,672,2,110109,"N01",4,,1
4,11,1109,672,2,110109,"N02",9,,1
4,11,1109,672,2,110109,"N03",9,,1
4,11,1109,672,2,110110,"N01",9,,1
4,11,1113,954,2,110111,"N01",9,,1
4,11,1113,954,2,110112,"N01",4,,1
4,11,1113,954,2,110113,"N01",9,,1
4,11,1113,954,2,110114,"N01",4,,1
4,11,1113,954,2,110115,"N01",31,"SON",6
4,11,1113,954,2,110115,"N02",2,,1
4,11,1113,954,2,110115,"N03",9,,1
4,11,1113,954,2,110116,"N01",31,"SON",6
4,11,1113,954,2,110116,"N02",9,,1
4,11,1113,954,2,110117,"N01",9,,1
4,11,1113,954,2,110117,"N02",2,,1
4,11,1113,954,2,110118,"N01",4,,1
4,11,1113,954,2,110119,"N01",4,,1
4,11,1113,954,2,110119,"N02",9,,2
4,11,1113,954,2,110120,"N01",4,,1
4,11,1102,936,2,110121,"N01",4,,1
4,11,1102,936,2,110122,"N01",4,,1
4,11,1102,936,2,110123,"N01",4,,1
4,11,1102,936,2,110123,"N02",9,,1
4,11,1102,936,2,110124,"N01",9,,1
4,11,1102,936,2,110125,"N01",9,,1
4,11,1102,936,2,110126,"N01",9,,1
4,11,1102,936,2,110127,"N01",4,,1
4,11,1102,936,2,110127,"N02",9,,1
4,11,1102,936,2,110128,"N01",4,,1
4,11,1102,936,2,110128,"N02",9,,1
4,11,1102,936,2,110128,"N03",2,,1
4,11,1102,936,2,110129,"N01",4,,1
4,11,1102,936,2,110129,"N02",1,,1
4,11,1102,936,2,110130,"N01",4,,1
4,11,1102,936,2,110130,"N02",9,,2
4,11,1101,154,2,110131,"N01",4,,1
4,11,1101,154,2,110131,"N02",9,,2
4,11,1101,154,2,110131,"N03",2,,1
4,11,1101,154,2,110132,"N01",4,,1
4,11,1101,154,2,110133,"N01",4,,1
4,11,1101,154,2,110133,"N02",2,,1
4,11,1101,154,2,110133,"N03",9,,2
4,11,1101,154,2,110134,"N01",2,,1
4,11,1101,154,2,110135,"N01",4,,1
4,11,1101,154,2,110136,"N01",1,,1
4,11,1101,154,2,110136,"N02",9,,1
4,11,1101,154,2,110137,"N01",9,,1
4,11,1101,154,2,110138,"N01",9,,1
4,11,1101,154,2,110138,"N02",2,,2
4,11,1101,154,2,110138,"N03",12,,2
4,11,1101,154,2,110139,"N01",9,,1
