"zone","state","lga","sector","ea","hhid","indiv","s3q1","s3q2","s3q3","s3q4","s3q4b","s3q5","s3q5b","s3q5c","s3q6","s3q6b","s3q6c","s3q7","s3q8","s3q9","s3q9b","s3q10","s3q11","s3q11b","s3q12b1","s3q13a","s3q13b","s3q14","s3q14b","s3q15","s3q15b","s3q15b1","s3q15c","s3q15d","s3q15e","s3q15f","s3q16","s3q17","s3q18","s3q21a","s3q21b","s3q22a","s3q22b","s3q23","s3q24a","s3q24b","s3q25","s3q26a","s3q26b","s3q27","s3q28","s3q28b","s3q28b1","s3q28c","s3q28d","s3q28e","s3q28f","s3q29","s3q30","s3q31","s3q34a","s3q34b","s3q35a","s3q35b","s3q36","s3q37a","s3q37b","s3q38","s3q38a","s3q39_new","s3q39a_new","s3q40_new"
4,16,1610,2,1006,160105,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1610,2,1006,160105,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1610,2,1006,160105,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1624,1,286,160106,1,1,1,,2,,1,8,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1624,1,286,160106,2,1,1,,2,,1,6,3,1,9,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,2,
4,16,1624,1,286,160106,3,1,2,2,2,,1,6,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,16,1606,2,590,160107,1,1,1,,2,,1,3,3,1,7,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1606,2,590,160107,2,1,1,,2,,1,10,3,1,21,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1606,2,590,160107,3,1,1,,2,,1,10,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,2
4,16,1606,2,590,160107,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,
4,16,1606,2,590,160107,6,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,16,1606,2,590,160108,3,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,
4,16,1606,2,590,160109,1,1,1,,2,,2,,,1,40,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1606,2,590,160109,2,1,1,,2,,1,8,3,1,8,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1606,2,590,160109,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,3
4,16,1606,2,590,160109,4,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,3
4,16,1606,2,590,160109,5,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1606,2,590,160109,6,1,1,,2,,1,15,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,
4,16,1606,2,590,160109,7,1,2,6,2,,2,,,1,30,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1606,2,590,160109,8,1,2,6,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
4,16,1606,2,590,160109,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1624,1,286,160110,1,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,
4,16,1603,2,158,160111,1,1,2,2,1,40,1,8,3,2,,,1,,,,,,,1,"SECONDARY SCHOOL TEACHER",2320,11,,2,,2,4,1,1,2,7,28,40,92000,5,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1603,2,158,160111,2,1,1,,1,40,1,12,3,2,,,1,,,,,,,1,"CIVIL SERVANT (LOCAL GOVERNMENT)",3449,13,,3,,2,4,1,1,2,9,36,40,43779,5,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1603,2,158,160111,3,1,2,2,2,,1,3,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1603,2,158,160111,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1603,2,158,160111,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1603,2,158,160111,6,1,2,2,2,,2,,,2,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1610,2,1006,160112,1,1,2,4,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1610,2,1006,160112,2,1,2,4,2,,1,7,2,1,11,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,
4,16,1610,2,1006,160112,3,1,2,4,2,,2,,,1,9,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1610,2,1006,160112,4,1,1,,2,,1,7,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,
4,16,1610,2,1006,160112,5,1,2,4,1,8,2,,,1,10,4,1,,,,,,,1,"BRICK LAYING",7122,6,,11,"LABOURER",1,1,2,2,2,5,10,7,1000,2,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1624,1,286,160113,1,1,2,2,2,,2,,,2,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1624,1,286,160113,2,1,1,,2,,2,,,1,32,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1610,2,1006,160114,2,1,1,,2,,2,,,1,24,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1610,2,1006,160114,4,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,
4,16,1610,2,1006,160115,1,1,1,,2,,1,10,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,
4,16,1610,2,1006,160115,2,1,2,1,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1610,2,1006,160116,2,1,1,,2,,1,2,3,1,4,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,
4,16,1610,2,1006,160116,4,1,1,,2,,1,2,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1610,2,1006,160117,1,1,1,,2,,1,3,3,1,9,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1610,2,1006,160117,2,1,1,,2,,1,9,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,
4,16,1612,2,414,160118,1,1,1,,2,,2,,,2,,,2,2,10,"BEREAVED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160118,2,1,1,,2,,2,,,2,,,2,2,10,"BEREAVED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160118,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160118,5,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,2
4,16,1612,2,414,160118,6,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,1,2
4,16,1612,2,414,160118,7,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,16,1612,2,414,160118,8,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160118,9,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160119,1,1,1,,2,,2,,,1,45,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160119,2,1,1,,2,,1,8,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160119,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160119,5,1,1,,1,40,2,,,2,,,1,,,,,,,1,"TEACHING IN A PRIVATE SCHOOL",2331,11,,5,,2,3,2,2,2,8,32,40,6000,5,5,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160120,1,1,1,,2,,1,12,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160120,2,1,1,,2,,1,10,4,1,25,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,
4,16,1602,2,1576,160121,1,1,1,,1,10,2,,,1,14,4,1,,,,,,,1,"BLOCK MOULDING",7122,3,,5,,2,1,2,2,2,7,28,25,2500,2,1,2,1,200,2,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160121,2,1,1,,2,,1,8,4,1,30,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160121,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160121,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160121,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1602,2,1576,160121,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1602,2,1576,160121,8,1,1,,2,,1,10,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1608,2,1104,160122,1,1,1,,2,,2,,,1,54,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1608,2,1104,160122,2,1,1,,2,,2,,,2,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1608,2,1104,160122,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,2,
4,16,1608,2,1104,160122,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,2,
4,16,1608,2,1104,160122,5,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1608,2,1104,160122,6,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1608,2,1104,160122,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1612,2,414,160123,1,1,1,,2,,2,,,2,,,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160124,1,1,1,,2,,2,,,2,,,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160124,2,1,1,,2,,1,8,3,1,4,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160124,3,1,2,1,2,,1,6,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
4,16,1602,2,1576,160125,1,1,1,,2,,1,9,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160125,2,1,1,,2,,1,9,3,1,5,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160125,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1602,2,1576,160125,5,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160127,1,1,1,,2,,1,20,3,1,6,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160127,2,1,2,1,2,,1,25,3,1,10,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,
4,16,1612,2,414,160127,3,1,2,1,2,,1,10,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160127,5,1,2,1,2,,1,10,3,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160128,1,1,1,,2,,1,8,3,1,9,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160128,2,1,1,,2,,1,8,3,1,9,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160128,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160128,4,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160128,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1622,2,18,160129,1,1,1,,2,,1,12,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,
4,16,1622,2,18,160129,4,1,1,,2,,2,,,2,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160130,1,1,1,,2,,2,,,1,10,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160130,2,1,2,1,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160130,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,
4,16,1612,2,414,160130,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,
4,16,1612,2,414,160130,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,16,1612,2,414,160130,7,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160130,8,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160131,1,1,1,,2,,1,10,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160131,2,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1612,2,414,160131,3,1,1,,2,,1,10,4,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,2,
4,16,1612,2,414,160131,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1624,1,286,160132,1,1,1,,2,,1,32,3,1,12,2,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,
4,16,1624,1,286,160133,1,1,1,,2,,1,7,2,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1624,1,286,160133,3,1,1,,2,,2,,,2,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160134,1,1,1,,1,40,2,,,2,,,1,,,,,,,1,"NIGERIAN PRISONS",3449,13,,1,,2,4,1,1,1,11,32,40,120000,5,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,1,2,,2,
4,16,1625,2,1210,160134,2,1,2,1,1,40,2,,,2,,,1,,,,,,,1,"NIGERIAN PRISONS",3449,13,,1,,2,4,1,1,1,11,32,40,110000,5,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,1,2,,2,
4,16,1625,2,1210,160134,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160134,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160134,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160134,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160135,1,1,1,,2,,2,,,1,24,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160135,2,1,2,1,2,,2,,,1,45,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,2
4,16,1625,2,1210,160135,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1622,1,0,160136,1,1,1,,1,40,2,,,2,,,1,,,,,,,1,"CIVIL SERVANT",3449,13,,2,,2,4,1,1,2,11,44,40,20000,5,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1622,1,0,160136,2,1,2,1,1,40,2,,,2,,,1,,,,,,,1,"CIVIL SERVANT (CLERICAL OFFICER)",3449,13,,2,,2,4,1,1,2,11,44,40,22000,5,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,1,3
4,16,1622,1,0,160136,4,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160137,1,1,1,,1,58,2,,,2,,,1,,,,,,,1,"MANAGER IN COLD ROOM STORE",7411,8,,5,,2,2,2,2,2,10,40,60,20000,5,1,,1,1000,7,2,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
4,16,1625,2,1210,160137,3,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1626,2,0,160138,1,1,1,,2,,2,,,1,66,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1626,2,0,160138,3,1,1,,2,,2,,,1,60,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1626,2,0,160138,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1626,2,0,160138,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16,1626,2,0,160138,6,1,2,1,2,,2,,,1,42,1,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,1,0,160139,1,1,2,2,2,,2,,,1,72,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,1,0,160139,2,1,1,,2,,2,,,1,66,4,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,1,0,160139,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,1,0,160139,4,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,1,0,160139,5,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,1,0,160139,6,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,1,0,160139,7,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160140,1,1,1,,1,40,2,,,2,,,1,,,,,,,1,"DEPUTY REGISTARY IN FUTO",3431,11,,1,,2,4,1,1,2,11,37,40,350000,5,1,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160140,2,1,2,1,1,40,2,,,2,,,1,,,,,,,1,"LAWYER IN MINISTRY OF JUSTICE",2421,13,,2,,2,4,1,1,2,11,37,40,300000,5,2,,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160140,3,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160140,4,1,1,,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160140,5,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1625,2,1210,160140,6,1,2,1,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1626,2,0,160141,1,1,2,2,2,,2,,,1,35,3,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1626,2,0,160141,2,1,1,,1,40,2,,,2,,,1,,,,,,,1,"MESSENGER",9132,13,,2,,2,4,1,1,2,12,50,40,20000,5,1,2,1,2000,5,2,,,,,,,,,,,,,,,,,,,,,2,2,,2,
4,16,1626,2,0,160141,3,1,2,2,2,,2,,,2,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,1,1
