"zone","state","lga","sector","ea","hhid","crop_number","cropname","cropcode","sa3iiq3","sa3iiq4","sa3iiq5a","sa3iiq5b","sa3iiq5b_os","sa3iiq6","sa3iiq7a","sa3iiq7b","sa3iiq8a","sa3iiq8b","sa3iiq9a","sa3iiq9b","sa3iiq10","sa3iiq11a","sa3iiq11b","sa3iiq11b_os","sa3iiq12a","sa3iiq12b","sa3iiq13a","sa3iiq13b","sa3iiq13b_os","sa3iiq14a","sa3iiq14b","sa3iiq14b_os","sa3iiq15a","sa3iiq15b","sa3iiq16a","sa3iiq16b","sa3iiq16b_os","sa3iiq17a","sa3iiq17b","sa3iiq17b_os","sa3iiq18a","sa3iiq18b","sa3iiq18b_os","sa3iiq18c","sa3iiq19","sa3iiq20a","sa3iiq20b","sa3iiq20b_os","sa3iiq21","sa3iiq22a","sa3iiq22b","sa3iiq23a","sa3iiq23b","sa3iiq24","sa3iiq25","sa3iiq25_os","sa3iiq26","sa3iiq27"
1,31,3101,2,604,310011,1,"RED BEANS",1010,2,,,,,,,,,,,,,0,,,0,,50,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310011,2,"GROUND NUT",1060,2,,,,,,,,,,,,,0,,,0,,50,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310012,1,"MAIZE",1080,2,,,,,,,,,,,,,20,31,,0,,2,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310012,2,"IRISH POTATOES",2180,1,1,2,131,,10000,"N04",,1,,1,,1,0,,,0,,6,132,,0,,,0,,0,,,0.5,132,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310013,1,"MAIZE",1080,2,,,,,,,,,,,,,1200,1,,0,,100,1,,0,,,0,,0,,,200,1,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310016,1,"MAIZE",1080,1,3,1,131,,5000,"N01",,1,,,,1,50,30,,0,,0.5,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310016,2,"IRISH POTATOES",2180,1,1,3,131,,6000,"N01",,1,,,,1,1,131,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310017,1,"MAIZE",1080,2,,,,,,,,,,,,,5,130,,0,,1,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3102,2,0,310018,1,"MAIZE",1080,2,,,,,,,,,,,,,5,31,,0,,1,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3102,2,0,310018,2,"G-CORN",1070,2,,,,,,,,,,,,,2,31,,0,,20,31,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310019,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,4,131,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310019,2,"IRISH POTATOES",2180,1,1,9,131,,32000,"N02",,1,,1,,1,0,,,0,,2,131,,0,,,0,,0,,,1,131,,1,131,,2,2,,,,,,,,,,,,,
1,31,3101,2,604,310020,1,"MAIZE",1080,2,,,,,,,,,,,,,1,132,,0,,2,132,,0,,,0,,0,,,1,132,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310020,2,"POTATO",2180,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310020,3,"YAM",1120,2,,,,,,,,,,,,,0,,,0,,1,131,,0,,,0,,0,,,1,131,,0,,,,2,,,,,,,,,,,,,
1,31,3101,2,604,310020,4,"GUINEA CORN",1070,2,,,,,,,,,,,,,0.4,180,,0,,0.5,180,,0,,,0,,0,,,0.4,180,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310021,1,"IRISH POTATO",2180,2,,,,,,,,,,,,,2,130,,0,,5,130,,0,,,0,,0,,,0.5,130,,0.5,130,,20,2,,,,,,,,,,,,,
1,31,3115,2,680,310021,2,"MAIZE",1080,2,,,,,,,,,,,,,25,30,,0,,1,130,,0,,,0,,0,,,0.5,130,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310021,3,"SWEET POTATO",2181,2,,,,,,,,,,,,,0,,,0,,3,130,,0,,,0,,0,,,4,130,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310021,4,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,0.5,130,,0,,,0,,0,,,0,,,0.5,130,,20,2,,,,,,,,,,,,,
1,31,3115,2,680,310022,1,"MAIZE",1080,2,,,,,,,,,,,,,50,31,,0,,2,132,,0,,,0,,0,,,0.5,132,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310022,2,"POTATOES",2180,2,,,,,,,,,,,,,0,,,0,,1,131,,0,,,0,,0,,,0.5,131,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310023,1,"MAIZE",1080,1,3,5000,1,,27000,"N03",,1,3,1,2,1,0,,,0,,3000,1,,0,,,0,,0,,,2000,1,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310024,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310025,1,"MAIZE",1080,2,,,,,,,,,,,,,1400,1,,0,,200,1,,0,,,0,,0,,,30,30,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310026,1,"MAIZE",1080,2,,,,,,,,,,,,,4,31,,0,,2,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310026,2,"IRISH POTATOES",2180,1,1,5,131,,15000,"N02",,1,,1,,1,0,,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,1,5,131,,15000,1,,1,,1,3,,2,
1,31,3115,2,680,310027,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,1,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310027,2,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,1,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310028,1,"MAIZE",1080,2,,,,,,,,,,,,,15,31,,0,,2,31,,0,,,0,,0,,,0.5,31,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310028,2,"MAIZE",1080,2,,,,,,,,,,,,,15,31,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3115,2,680,310029,1,"MAIZE",1080,1,1,1,131,,5500,"N02",,7,,1,,1,1,131,,0,,1,131,,0,,,0,,0,,,0.25,131,,0.13,131,,20,2,,,,,,,,,,,,,
1,31,3115,2,680,310029,2,"IRISH POTATO",2180,1,3,6,131,,18000,"N02",,7,,1,,1,2,131,,0,,2,131,,0,,,0,,0,,,0.5,131,,0.5,131,,25,2,,,,,,,,,,,,,
1,31,3115,2,680,310030,1,"MAIZE",1080,2,,,,,,,,,,,,,1,130,,2,130,2,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310031,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310032,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,2,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310033,1,"MAIZE",1080,1,3,5,130,,25000,"N02",,2,,2,,1,2,130,,0,,2,130,,0,,,0,,0,,,2,130,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310033,2,"IRISH POTATO",2180,1,1,5,130,,17500,"N02",,2,,2,,1,5,130,,0,,3,130,,0,,,0,,0,,,1,130,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310033,3,"CABBAGE",2070,1,7,0.5,180,,6000,"N02",,2,,2,,1,0,,,0,,20,80,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310034,1,"MAIZE",1080,1,3,2,130,,10000,"N04",,1,,1,,1,30,30,,0,,1,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310034,2,"IRISH POTATO",2180,1,1,5,130,,17000,"N04",,1,,1,,1,0,,,0,,2,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310034,3,"PEPPER",2140,1,1,7,130,,21000,"N04",,1,,1,,1,0,,,0,,1,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310035,1,,1080,1,3,4,130,,20000,"N01",,1,,1,,1,50,30,,0,,1,130,,0,,,0,,0,,,1,130,,0.5,130,,50,2,,,,,,,,,,,,,
1,31,3111,2,2966,310035,2,"BEANS",1010,2,,,,,,,,,,,,,25,30,,0,,0.5,130,,0,,,0,,0,,,0,,,,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310036,1,"MAIZE",1080,2,,,,,,,,,,,,,0.5,132,,0,,2,132,,0,,,0,,0,,,0.05,132,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310036,2,"IRISH POTATOE",2180,1,1,30,131,,150000,"N03",,1,,1,,1,0,,,0,,2,131,,0,,,0,,0,,,1,131,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310037,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,200,1,,0,,,0,,0,,,100,1,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310037,2,"POTATOES",2180,1,1,300,1,,18000,"N03",,1,,1,,1,0,,,0,,200,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310037,3,"G. CORN",1070,1,3,200,1,,20000,"N03",,1,,1,,1,0,,,0,,50,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310037,4,"LOCAL BEANS",1010,2,,,,,,,,,,,,,0,,,0,,20,1,,0,,,0,,0,,,10,1,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310038,1,"MAIZE",1080,1,3,500,1,,30000,"N02",,1,,1,,1,2000,1,,0,,300,1,,0,,,0,,0,,,200,1,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310038,2,"G.CORN",1070,1,3,200,1,,24000,"N03",,1,,1,,1,600,1,,0,,100,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310038,3,"POTATO",2180,1,1,700,1,,49000,"N04",,1,,1,,1,200,1,,0,,100,1,,0,,,0,,0,,,100,1,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310038,4,"LOCAL BEANS",1010,2,,,,,,,,,,,,,200,1,,0,,50,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310038,5,"OKRA",2120,2,,,,,,,,,,,,,400,1,,0,,50,1,,0,,,0,,0,,,100,1,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310039,1,"MAIZE",1080,2,,,,,,,,,,,,,2400,1,,0,,300,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310039,2,"POTATOES",2180,1,1,400,1,,60000,"N02",,1,,1,,1,200,1,,0,,100,1,,50,1,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3111,2,2966,310040,1,"MAIZE",1080,2,,,,,,,,,,,,,1,132,,0,,3,13,,0,,,0,,0,,,1,132,,3,13,,30,2,,,,,,,,,,,,,
1,31,3111,2,2966,310040,2,"IRISH POTATOES",2180,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,2,131,,5,131,,30,2,,,,,,,,,,,,,
1,31,3111,2,2966,310040,3,"BEANS",1010,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310041,1,"MAIZE",1080,2,,,,,,,,,,,,,25,30,,0,,0.25,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310041,2,"MILLET",1100,1,3,0.5,130,,5500,"N02",,1,,1,,1,20,30,,0,,0.25,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310041,3,"GUINEA CORN",1070,2,,,,,,,,,,,,,25,30,,0,,0.5,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310041,4,"BEANS",1010,2,,,,,,,,,,,,,15,30,,0,,20,30,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310041,5,"GROUND NUT",1060,1,3,1,130,,10000,"N03",,1,,1,,1,10,30,,0,,30,30,,0,,,0,,0,,,0.25,130,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310042,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,3,132,,0,,,0,,0,,,0,,,1,132,,10,2,,,,,,,,,,,,,
1,31,3107,2,1092,310043,1,"BEANS",1010,2,,,,,,,,,,,,,2,31,,0,,0.5,132,,0,,,0,,0,,,0.5,132,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310043,2,"COTTON",1050,2,,,,,,,,,,,,,2,31,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310043,3,,1070,2,,,,,,,,,,,,,2,31,,0,,3,132,,0,,,0,,0,,,1,132,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310043,4,,1080,2,,,,,,,,,,,,,2,31,,0,,2,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310043,5,,2140,2,,,,,,,,,,,,,2,31,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310044,1,"MAIZE",1080,2,,,,,,,,,,,,,5,1,,0,,80,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310044,2,"GUINEA CORN",1070,2,,,,,,,,,,,,,10,1,,0,,100,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310045,1,"MAIZE",1080,2,,,,,,,,,,,,,30,30,,0,,0.5,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310045,2,"GROUND NUT",1060,2,,,,,,,,,,,,,35,30,,0,,0.25,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310045,3,"MILLET",1100,2,,,,,,,,,,,,,25,30,,0,,0.25,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310045,4,"GUINEA CORN",1070,1,3,2,130,,22000,"N03",,2,,2,,1,25,30,,0,,0.5,130,,0,,,0,,0,,,0.25,130,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310046,1,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,1,31,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310046,2,"G.NUT",1060,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310046,3,"BEANS",1010,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310046,4,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,1,31,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310047,1,"GUNEA",1070,2,,,,,,,,,,,,,10,1,,0,,100,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310047,2,"GROUND NUT",1060,1,3,100,1,,10000,"N03",,1,,1,,1,15,1,,0,,50,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310047,3,"MILLET",1100,2,,,,,,,,,,,,,10,1,,0,,50,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310047,4,"BEANS",1010,1,4,100,1,,14000,"N03",,1,,1,,1,10,1,,0,,0.3,1,,0,,,0,,0,,,60,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310048,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,50,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310048,2,"MILLET",1100,2,,,,,,,,,,,,,0,,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310048,3,"G/NUT",1060,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310048,4,"BEANS",1010,2,,,,,,,,,,,,,0,,,0,,50,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310049,1,"GUINEA CORN",1070,2,,,,,,,,,,,,,20,1,,0,,100,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310049,2,"MILLET",1100,2,,,,,,,,,,,,,10,1,,0,,100,1,,0,,,0,,0,,,20,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310049,3,"MAIZE",1080,2,,,,,,,,,,,,,5,1,,0,,50,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310049,4,"BEANS",1010,1,4,100,1,,13000,"N02",,1,,1,,1,20,1,,0,,50,1,,0,,,0,,0,,,40,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310049,5,"GROUNDNUT",1060,1,4,100,1,,14000,"N02",,1,,1,,1,15,1,,0,,20,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310050,1,"G.CORN",1070,2,,,,,,,,,,,,,10,31,,0,,2,132,,0,,,0,,0,,,1,132,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310050,2,"MAIZE",1080,2,,,,,,,,,,,,,10,31,,0,,2,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310050,3,"MILLET",1100,2,,,,,,,,,,,,,10,31,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310050,4,"BEANS",1010,2,,,,,,,,,,,,,10,31,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,2,1092,310050,5,"G.NUT",1060,2,,,,,,,,,,,,,10,31,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310052,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310052,2,"G/NUT",1060,2,,,,,,,,,,,,,0,,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310052,3,"BEANS",1010,2,,,,,,,,,,,,,0,,,0,,10,30,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310055,1,"MAIZE",1080,2,,,,,,,,,,,,,1,131,,0,,1,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310055,2,"G/CORN",1070,2,,,,,,,,,,,,,1,131,,0,,1,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310055,3,"BEANS",1010,1,2,6,132,,120000,"N02",,1,,1,,1,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310056,1,"MAIZE",1080,2,,,,,,,,,,,,,500,1,,0,,50,1,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310056,2,"SOYA BEANS",2220,2,,,,,,,,,,,,,100,1,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310057,1,"BEANS",1010,2,,,,,,,,,,,,,0,,,0,,1,131,,0,,,0,,0,,,0,,,1,132,,50,2,,,,,,,,,,,,,
1,31,3107,1,724,310057,2,,1060,1,3,10,132,,50000,"N03",,1,,1,,1,0,,,0,,1,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310059,1,"MAIZE",1080,2,,,,,,,,,,,,,30,30,,0,,0.5,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310059,2,"MILLET",1100,2,,,,,,,,,,,,,40,30,,0,,0.5,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310059,3,"GUINEA CORN",1070,1,3,5,130,,25000,"N01",,1,,1,,1,25,30,,0,,0.5,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310059,4,"GROUNDNUT",1060,2,,,,,,,,,,,,,40,30,,0,,0.25,130,,0,,,0,,0,,,0.5,130,,0.25,130,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310059,5,"BEANS",1010,2,,,,,,,,,,,,,15,30,,0,,30,130,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310060,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310060,2,"SOYA BEANS",2220,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3107,1,724,310060,3,"GROUNDNUT",1060,2,,,,,,,,,,,,,0,,,0,,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310061,1,"G.CORN",1070,2,,,,,,,,,,,,,2,31,,0,,30,31,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310061,2,"MAIZE",1080,2,,,,,,,,,,,,,5,31,,0,,50,31,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310062,1,"MAIZE",1080,2,,,,,,,,,,,,,50,1,,0,,1,130,,0,,,0,,0,,,1,130,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310062,2,"GUINEA CORN",1070,1,3,2,130,,10000,"N01",,1,,1,,1,50,1,,0,,0.5,130,,0,,,0,,0,,,1,130,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310062,3,"BEANS",1010,2,,,,,,,,,,,,,10,30,,0,,20,30,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310062,4,"MILLET",1100,1,3,3,130,,18000,"N01",,1,,1,,1,50,1,,0,,0.25,130,,0,,,0,,0,,,1,130,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310063,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,100,1,,0,,,0,,0,,,100,1,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310063,2,"G.CORN",1070,2,,,,,,,,,,,,,0,,,0,,100,1,,0,,,0,,0,,,200,1,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310064,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,100,1,0,,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310064,2,"MILLET",1100,2,,,,,,,,,,,,,0,,,100,1,0,,,0,,,0,,0,,,100,1,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310065,1,"G.CORN",1070,2,,,,,,,,,,,,,5,160,,0,,10,160,,0,,,0,,0,,,5,160,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310065,2,"BEANS",1010,2,,,,,,,,,,,,,0.5,131,,0,,0.5,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310065,3,"MAIZE",1080,2,,,,,,,,,,,,,0.5,131,,0,,0.5,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310066,1,"MAIZE",1080,2,,,,,,,,,,,,,30,30,,0,,0.5,130,,0,,,0,,0,,,0.25,130,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310066,2,"GUINEA CORN",1070,1,3,1,130,,5500,"N01",,1,,1,,1,35,30,,0,,0.5,130,,0,,,0,,0,,,0.25,130,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310066,3,"MILLET",1100,1,3,1,130,,6000,"N01",,1,,1,,1,40,30,,0,,0.5,130,,0,,,0,,0,,,0.25,130,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310067,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,1,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310068,1,"G.CORN",1070,2,,,,,,,,,,,,,15,31,,0,,1,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310068,2,"MAIZE",1080,2,,,,,,,,,,,,,7,31,,0,,1,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310068,3,"BEANS",1010,2,,,,,,,,,,,,,3,31,,0,,1,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310069,1,"MAIZE",1080,2,,,,,,,,,,,,,10,31,,0,,0.5,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310069,2,"G.CORN",1070,2,,,,,,,,,,,,,10,31,,0,,0.5,132,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3113,2,332,310070,1,"MAIZE",1080,2,,,,,,,,,,,,,0,,,0,,50,31,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3109,2,1026,310071,1,"MILLET",1100,1,3,0.5,131,,3000,"N01",,1,,1,,1,20,30,,0,,0.5,131,,0,,,0,,0,,,0,,,0,,,,2,,,,,,,,,,,,,
1,31,3109,2,1026,310071,2,"MAIZE",1080,2,,,,,,,,,,,,,10,30,,0,,0.5,131,,0,,,0,,0,,,0,,,10,30,,,2,,,,,,,,,,,,,
1,31,3109,2,1026,310071,3,"GUINEA CORN",1070,2,,,,,,,,,,,,,25,30,,0,,0.25,131,,0,,,0,,0,,,0,,,12,30,,,2,,,,,,,,,,,,,
1,31,3109,2,1026,310072,1,"MAIZE",1080,1,4,400,1,,40000,"N02",,1,,1,,1,25,1,,0,,200,1,,0,,,0,,0,,,50,1,,0,,,,2,,,,,,,,,,,,,
1,31,3109,2,1026,310072,2,"MILLET",1100,2,,,,,,,,,,,,,10,1,,0,,50,1,,0,,,0,,0,,,30,1,,0,,,,2,,,,,,,,,,,,,
