"zone","state","lga","sector","ea","hhid","plotid","s11b1q1","s11b1q2","s11b1q3","s11b1q4","s11b1q5","s11b1q6a","s11b1q6b","s11b1q7","s11b1q8","s11b1q8b","s11b1q8a","s11b1q8b1","s11b1q8b2","s11b1q8b3","s11b1q9","s11b1q9_os","s11b1q9a","s11b1q10a","s11b1q10b","s11b1q10c","s11b1q10d","s11b1q11","s11b1q12a","s11b1q12b","s11b1q12c","s11b1q12d","s11b1q13","s11b1q14","s11b1q15","s11b1q16a1","s11b1q16a2","s11b1q16b1","s11b1q16b2","s11b1q17","s11b1q18","s11b1q19","s11b1q19a","s11b1q20","s11b1q21","s11b1q22a","s11b1q22b","s11b1q22c","s11b1q23a","s11b1q23b","s11b1q23c","s11b1q23d","s11b1q24","s11b1q25a","s11b1q25b","s11b1q26","s11b1q27","s11b1q28","s11b1q28a","s11b1q29","s11b1q30a","s11b1q30b","s11b1q31","s11b1q32","s11b1q33","s11b1q34","s11b1q35","s11b1q39","s11b1q40","s11b1q41a","s11b1q41b","s11b1q42","s11b1q43","s11b1q43b","s11b1q44","s11b1q44_os","s11b1q45","s11b1q46","s11b1q47","s11b1q48","s11b1q49","s11b1q50a","s11b1q50a_os","s11b1q50b","s11b1q51"
1,23,2309,2,998,230069,3,1,,2014,2,,,,,,,,,,,,,,,,,,,,,,,500,1000,"N1",1,,1,,2,1,,,,,,,,,,,,,,,25000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
1,23,2309,2,998,230069,4,1,,2014,2,,,,,,,,,,,,,,,,,,,,,,,500,1000,"N1",1,,1,,2,1,,,,,,,,,,,,,,,15000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
1,23,2309,2,998,230070,1,1,,2010,2,,,,,,,,,,,,,,,,,,,,,,,400,0,"N1",1,,1,,2,1,,,,,,,,,,,,,,,20000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2309,2,998,230070,2,1,,2011,2,,,,,,,,,,,,,,,,,,,,,,,300,0,"N1",1,,1,,2,1,,,,,,,,,,,,,,,15000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2309,2,998,230070,3,1,,2011,2,,,,,,,,,,,,,,,,,,,,,,,300,0,"N1",1,,1,,2,1,,,,,,,,,,,,,,,10000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2304,2,322,230073,1,1,,2006,1,30000,1,,1,4,"PURCHASE AGREEMENT",3000,1,,,,,1,2,5,6,,2,,,,,,,,,,,,,,1,1,,1,2,,,"N1",,,,1,54,,200000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2304,2,322,230079,1,1,,2011,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,4,,,1,54,,15000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
1,23,2304,2,322,230079,2,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,4,,,1,54,,20000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
1,23,2304,2,322,230079,3,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,4,,,1,54,,20000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
1,23,2304,2,322,230079,4,1,,2009,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,50000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
6,29,2916,1,0,230088,1,1,,2012,3,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,55,,1200000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
1,23,2302,2,1982,230091,1,1,,2010,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,1,3,,30000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2302,2,1982,230092,1,1,,1992,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,52,,90000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2302,2,1982,230092,2,1,,1992,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,52,,30000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2302,2,1982,230093,1,1,,1982,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,52,,90000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2302,2,1982,230094,1,1,,2011,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,52,,5000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2302,2,1982,230094,2,1,,2010,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,52,,18000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2302,2,1982,230095,1,1,,2008,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,52,,16000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2302,2,1982,230097,1,1,,2010,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,1,3,,20000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2302,2,1982,230097,2,1,,2011,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,1,3,,45000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2302,2,1982,230098,1,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,51,,30000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
1,23,2302,2,1982,230099,1,1,,2009,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,51,,5000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
1,23,2302,2,1982,230099,2,1,,2011,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,51,,15000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
1,23,2302,2,1982,230099,3,1,,2011,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,51,,5000,1,,,,,,,,,,,2,,,,,,,5,,1,2,2,,,,,,
1,23,2316,1,140,230101,1,1,,2002,2,,,,,,,,,,,,,,,,,,,,,,,0,0,"N1",1,,1,,4,2,,,,,,,,,,,,,,,60000,1,,,,,,,,,,,1,5,1,,1,2,,2,,1,1,2,,,,,,
1,23,2316,1,140,230101,2,1,,2005,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,51,,45000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2316,1,140,230101,3,1,,2005,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,51,,60000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2316,1,140,230103,1,1,,1994,2,,,,,,,,,,,,,,,,,,,,,,,0,2500,"N1",1,,1,,2,2,,,,,,,,,,,,,,,30000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2316,1,140,230103,2,1,,2012,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,10000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230103,3,1,,2006,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,90000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230103,4,1,,2006,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,180000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230103,5,1,,2006,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,60000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230104,1,1,,2011,2,,,,,,,,,,,,,,,,,,,,,,,0,2500,"N1",1,,1,,2,2,,,,,,,,,,,,,,,30000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2316,1,140,230104,2,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,54,,150000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230104,3,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,54,,30000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230104,4,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,54,,120000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230105,1,1,,2002,2,,,,,,,,,,,,,,,,,,,,,,,0,0,"N1",1,,1,,4,2,,,,,,,,,,,,,,,30000,1,,,,,,,,,,,1,5,1,,1,2,,2,,1,1,2,,,,,,
1,23,2316,1,140,230105,2,1,,2008,4,,1,,2,,,,,,,3,"COMMUNITY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,51,,25000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2316,1,140,230105,3,1,,2008,4,,1,,2,,,,,,,3,"COMMUNITY LAND",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,5,,,1,51,,20000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2316,1,140,230106,1,1,,1992,2,,,,,,,,,,,,,,,,,,,,,,,0,2500,"N1",1,,1,,2,2,,,,,,,,,,,,,,,120000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2316,1,140,230106,2,1,,2005,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,6,,,2,54,,160000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230106,3,1,,2005,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,6,,,2,54,,120000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230106,4,1,,2012,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,6,,,2,54,,160000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230108,1,1,,2011,5,,1,,2,,,,,,,3,"NO NEED",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,15000,1,,,,,,,,,,,1,5,1,,1,1,,2,,1,1,2,,,,,,
1,23,2316,1,140,230108,2,1,,2010,5,,1,,2,,,,,,,3,"NO NEED",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,6000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
1,23,2316,1,140,230108,3,1,,2013,5,,1,,2,,,,,,,3,"NO NEED",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,20000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230108,4,1,,2010,5,,1,,2,,,,,,,3,"NO NEED",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,15000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2316,1,140,230108,5,1,,2011,5,,1,,2,,,,,,,3,"NO NEED",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,10000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230109,1,1,,1982,2,,,,,,,,,,,,,,,,,,,,,,,0,0,"N1",1,,1,,4,2,,,,,,,,,,,,,,,20000,1,,,,,,,,,,,1,5,1,,1,2,,2,,1,1,2,,,,,,
1,23,2316,1,140,230109,2,1,,2002,4,,1,,2,,,,,,,3,"DO NOT NEED IT",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,15000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2316,1,140,230109,3,1,,2002,4,,1,,2,,,,,,,3,"DO NOT NEED IT",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,50000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2316,1,140,230109,4,1,,2002,4,,1,,2,,,,,,,3,"DO NOT NEED IT",2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,25000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2316,1,140,230110,1,1,,2014,4,,1,,2,,,,,,,3,"NOT NECESSARY",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,4,,,2,54,,10000,1,,,,,,,,,,,1,5,1,,1,4,,2,,1,1,2,,,,,,
1,23,2316,1,140,230110,2,1,,2010,4,,1,,2,,,,,,,3,"NOT NECESSARY",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,4,,,2,54,,15000,1,,,,,,,,,,,2,,,,,,,1,,1,2,2,,,,,,
1,23,2316,1,140,230110,3,1,,2013,4,,1,,2,,,,,,,3,"NOT NECESSARY",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,4,,,2,54,,15000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230111,1,1,,2005,4,,1,,2,,,,,,,3,"COMMUNITY LAND",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,52,,40000,1,,,,,,,,,,,2,,,,,,,6,"MUDDY",1,1,1,2,2,,,,
1,23,2303,2,2348,230111,2,1,,2004,4,,1,,2,,,,,,,3,"COMMUNITY LAND",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,2,52,,20000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230112,1,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,1,51,,30000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
1,23,2303,2,2348,230112,2,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,3,,,1,51,,40000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230113,1,1,,2009,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,51,,100000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
1,23,2303,2,2348,230114,1,1,,2004,4,,1,,2,,,,,,,3,"COMMUNITY LAND",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,52,,150000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2303,2,2348,230114,2,1,,2013,4,,1,,2,,,,,,,3,"COMMUNITY LAND",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,52,,100000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230115,1,1,,2006,5,,1,,2,,,,,,,3,"NOT NECCESARY",2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,"N1",,,,2,54,,30000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
1,23,2303,2,2348,230115,2,1,,2009,5,,1,,2,,,,,,,3,"NOT NECCESARY",2,,,,,2,,,,,,,,,,,,,,1,2,2,2,,,,"N1",,,,2,54,,45000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230116,1,1,,2012,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,54,,210000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2303,2,2348,230116,2,1,,2012,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,54,,90000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230116,3,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,54,,60000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230117,1,1,,2007,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,51,,80000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
1,23,2303,2,2348,230117,2,1,,2007,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,51,,120000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230118,1,1,,2012,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,160000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2303,2,2348,230118,2,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,120000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230118,3,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,10000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230118,4,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,160000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230118,5,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,30000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230118,6,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,5,,,1,54,,10000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230119,1,1,,2013,4,,1,,2,,,,,,,3,"COMMUNITY LAND",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,5,,,1,52,,120000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2303,2,2348,230119,2,1,,2013,4,,1,,2,,,,,,,3,"COMMUNITY LAND",2,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,5,,,1,52,,70000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230120,1,1,,2011,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,54,,60000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,23,2303,2,2348,230120,2,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,54,,60000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,23,2303,2,2348,230120,3,1,,2013,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,1,2,,,,,3,,,1,54,,60000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
6,24,2407,2,396,240161,1,1,,1985,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,2,54,,250000,1,,,,,,,,,,,2,,,,,,,2,,1,1,2,,,,,,
6,24,2407,2,396,240161,2,1,,2000,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,2,54,,200000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
6,24,2407,2,396,240162,1,1,,1980,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,2,,,2,54,,150000,2,1,2,,,,,,,,,,,,,,,,3,,1,1,2,,,,,,
6,24,2407,2,396,240163,1,1,,1990,5,,1,,2,,,,,,,1,,2,,,,,1,1,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,9000000,2,2,,2010,6,5,540000,1,0,1,6,2,,,,,,,4,,1,1,2,,,,,,
6,24,2407,2,396,240163,2,1,,1985,5,,1,,2,,,,,,,1,,2,,,,,1,1,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,7200000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
6,24,2407,2,396,240163,3,1,,1990,5,,1,,2,,,,,,,1,,2,,,,,1,1,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,3600000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
6,24,2407,2,396,240163,4,1,,2013,5,,1,,2,,,,,,,1,,2,,,,,1,7,,,,,,,,,,,,,1,2,2,1,1,,,,7,,,1,1,,600000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
6,24,2407,2,396,240164,1,1,,2011,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,4,,,1,54,,300000,1,,,,,,,,,,,1,5,3,,1,1,,4,,1,1,2,,,,,,
6,24,2407,2,396,240165,1,1,,1980,5,,1,,1,3,,50000,1,,,,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,52,,200000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
6,24,2407,2,396,240166,1,1,,2000,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,1,54,,150000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
6,24,2407,2,396,240167,1,1,,1957,5,,1,,2,,,,,,,1,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,"N1",,,,2,54,,200000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
6,24,2407,2,396,240168,1,2,1,2010,2,,,,,,,,,,,,,,,,,,,,,,,10000,0,"N1",1,2,2,,2,1,,,,,,,,,,,,,,,150000,1,,,,,,,,,,,2,,,,,,,5,,1,1,2,,,,,,
6,24,2407,2,396,240169,1,1,,2013,2,,,,,,,,,,,,,,,,,,,,,,,15000,,"N1",1,,1,,3,1,,,,,,,,,,,,,,,450000,1,,,,,,,,,,,1,3,2,,1,1,,5,,1,1,2,,,,,,
6,24,2407,2,396,240170,1,1,,2014,2,,,,,,,,,,,,,,,,,,,,,,,15000,0,"N1",1,,1,,2,1,,,,,,,,,,,,,,,400000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,25,2508,1,2788,250008,1,1,,2011,2,,,,,,,,,,,,,,,,,,,,,,,15000,0,"N1",7,,5,,4,1,,,,,,,,,,,,,,,1000000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,25,2508,1,2788,250008,2,1,,2012,2,,,,,,,,,,,,,,,,,,,,,,,15000,0,"N1",7,,5,,4,1,,,,,,,,,,,,,,,1000000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
1,25,2504,2,222,250011,1,1,,1985,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,6,,,1,54,,80000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,25,2504,2,222,250011,2,1,,1985,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,7,,,1,54,,100000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
1,25,2504,2,222,250011,3,1,,1985,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,6,,,1,54,,50000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
1,25,2504,2,222,250012,1,1,,2012,2,,,,,,,,,,,,,,,,,,,,,,,0,4800,"N1",2,,1,2,4,2,,,,,,,,,,,,,,,350000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,25,2504,2,222,250012,2,1,,1985,5,,1,,2,,,,,,,2,,2,,,,,2,,,,,,,,,,,,,,1,2,1,2,,,,,3,,,1,3,,250000,1,,,,,,,,,,,2,,,,,,,3,,1,1,2,,,,,,
1,25,2504,2,0,250013,1,1,,2015,2,,,,,,,,,,,,,,,,,,,,,,,20000,0,"N1",1,2,1,2,4,1,,,,,,,,,,,,,,,600000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,25,2504,2,0,250013,2,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,54,,500000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,25,2504,2,0,250013,3,1,,2006,2,,,,,,,,,,,,,,,,,,,,,,,15000,0,"N3",1,2,1,2,4,1,,,,,,,,,,,,,,,800000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,25,2504,2,222,250014,1,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,4,,,2,5,,250000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
1,25,2504,2,222,250014,2,1,,2015,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,,5,,,2,5,,300000,1,,,,,,,,,,,2,,,,,,,3,,1,2,2,,,,,,
1,25,2504,2,222,250015,1,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,55,,1500000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
1,25,2504,2,222,250015,2,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N2",,,,2,55,,1000000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
1,25,2504,2,222,250015,3,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N3",,,,2,55,,1000000,1,,,,,,,,,,,2,,,,,,,1,,1,1,2,,,,,,
1,25,2504,2,222,250015,4,1,,2014,3,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,2,2,2,,,,"N1",,,,2,55,,1000000,1,,,,,,,,,,,2,,,,,,,4,,1,1,2,,,,,,
