"hhid","indiv","pstatus_w1v1","pstatus_w1v2","pstatus_w2v1","pstatus_w2v2","pstatus_w3v1","pstatus_w3v2","moved_w2v1","moved_w2v2","moved_w3v1","moved_w3v2","sex","age","relat_w1v1","relat_w1v2","relat_w2v1","relat_w2v2","relat_w3v1","relat_w3v2"
290119,3,1,1,1,1,1,1,0,0,0,0,2,15,3,3,3,3,3,3
290119,4,1,1,1,1,1,1,0,0,0,0,1,13,3,3,3,3,3,3
290120,1,1,1,1,1,1,1,0,0,0,0,1,54,1,1,1,1,1,1
290120,2,1,1,1,1,1,1,0,0,0,0,2,52,2,2,2,2,2,2
290120,3,1,1,1,1,1,1,0,0,0,0,2,14,3,3,3,3,3,3
290120,4,1,1,1,1,1,1,0,0,0,0,1,12,3,3,3,3,3,3
290121,1,1,1,1,1,1,1,0,0,0,0,2,60,1,1,1,1,1,1
290121,2,1,1,1,1,1,1,0,0,0,0,2,8,6,6,6,6,6,6
290122,1,1,1,1,2,1,1,0,0,0,0,1,55,1,1,1,1,1,1
290122,2,1,1,1,1,1,1,0,0,0,0,2,42,2,2,2,2,2,2
290122,3,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
290123,1,1,1,1,1,1,1,0,0,0,0,1,23,1,1,1,1,1,1
290123,2,6,6,6,6,1,1,0,0,0,0,2,1,,,,,2,2
290124,1,1,1,1,1,1,1,0,0,0,0,1,52,1,1,1,1,1,1
290124,2,1,1,1,1,1,1,0,0,0,0,2,33,2,2,2,2,2,2
290124,3,1,1,2,2,1,1,0,0,0,0,1,22,3,3,3,3,3,3
290124,4,1,1,1,1,1,1,0,0,0,0,2,16,3,3,3,3,3,3
290124,5,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
290124,6,1,1,1,1,1,1,0,0,0,0,2,1,3,3,3,3,3,3
290125,1,1,1,1,1,9,9,0,0,,,2,75,1,1,1,1,,
290126,1,1,1,1,1,1,1,0,0,0,0,1,73,1,1,1,1,1,1
290126,2,1,1,1,1,1,1,0,0,0,0,2,55,2,2,2,2,2,2
290126,3,1,1,1,1,1,1,0,0,0,0,2,42,2,2,2,2,2,2
290126,4,1,1,1,1,1,1,0,0,0,0,1,16,3,3,3,3,3,3
290126,5,1,1,1,1,1,1,0,0,0,0,2,13,3,3,3,3,3,3
290126,6,1,1,1,1,1,1,0,0,0,0,1,11,3,3,3,3,3,3
290126,7,6,1,1,1,1,1,0,0,0,0,1,13,,8,8,8,8,8
290126,8,6,6,1,1,1,1,0,0,0,0,2,4,,,6,6,6,6
290126,9,6,6,6,6,1,1,0,0,0,0,2,1,,,,,6,6
290127,1,1,1,1,1,1,1,0,0,0,0,1,38,1,1,1,1,1,1
290127,2,1,1,1,1,1,1,0,0,0,0,2,35,2,2,2,2,2,2
290127,3,1,1,1,1,1,1,0,0,0,0,2,7,3,3,3,3,3,3
290127,4,1,1,1,1,1,1,0,0,0,0,1,5,3,3,3,3,3,3
290127,5,1,1,1,1,1,1,0,0,0,0,1,3,3,3,3,3,3,3
290127,6,1,1,1,1,1,1,0,0,0,0,1,1,3,3,3,3,3,3
290127,7,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
290128,1,1,1,1,1,1,1,0,0,0,0,1,45,1,1,1,1,1,1
290128,2,1,1,1,1,1,1,0,0,0,0,2,40,2,2,2,2,2,2
290128,3,1,1,1,1,1,1,0,0,0,0,1,13,3,3,3,3,3,3
290128,4,1,1,1,1,1,1,0,0,0,0,1,10,3,3,3,3,3,3
290128,5,1,1,1,1,1,1,0,0,0,0,2,8,3,3,3,3,3,3
290128,6,1,1,1,1,1,1,0,0,0,0,2,6,3,3,3,3,3,3
290128,7,1,1,1,1,1,1,0,0,0,0,2,3,3,3,3,3,3,3
290128,8,6,1,1,1,2,2,0,0,0,0,2,18,,9,9,9,9,9
290128,9,6,6,1,1,1,1,0,0,0,0,2,0,,,3,3,3,3
290129,1,1,1,1,1,1,1,0,0,0,0,1,51,1,1,1,1,1,1
290129,2,1,1,1,1,1,1,0,0,0,0,2,33,2,2,2,2,2,2
290129,3,1,1,1,1,2,2,0,0,0,0,1,22,3,3,3,3,3,3
290129,4,1,1,1,1,1,1,0,0,0,0,1,11,3,3,3,3,3,3
290129,5,1,1,1,1,1,1,0,0,0,0,1,8,3,3,3,3,3,3
290129,6,6,6,1,1,1,1,0,0,0,0,1,11,,,8,8,8,8
290129,7,6,6,6,1,2,2,0,0,0,0,1,7,,,,9,9,9
290130,1,1,2,1,1,1,1,0,0,0,0,1,43,1,1,1,1,1,1
290130,2,1,1,1,1,1,1,0,0,0,0,2,35,2,2,2,2,2,2
290130,3,1,1,2,2,2,2,0,0,0,0,1,16,3,3,3,3,3,3
290130,4,1,2,2,1,1,2,0,0,0,0,2,15,3,3,3,3,3,3
290130,5,1,1,1,1,1,1,0,0,0,0,1,12,3,3,3,3,3,3
290130,6,1,1,1,1,1,1,0,0,0,0,1,8,3,3,3,3,3,3
290130,7,1,1,1,1,1,1,0,0,0,0,1,4,3,3,3,3,3,3
290130,8,1,1,1,1,1,1,0,0,0,0,2,32,2,2,2,2,3,2
290130,9,1,1,2,2,2,2,0,0,0,0,1,9,3,3,3,3,3,3
290130,10,1,1,1,1,1,1,0,0,0,0,1,7,3,3,3,3,3,3
290130,11,1,1,1,1,1,1,0,0,0,0,2,2,3,3,3,3,3,3
290130,12,6,6,1,1,1,1,0,0,0,0,2,0,,,3,3,3,3
290131,1,1,1,7,7,1,1,,,0,0,2,38,1,1,,,1,1
290131,2,1,1,7,7,1,1,,,0,0,1,11,3,3,,,3,3
290131,3,1,1,7,7,1,1,,,0,0,2,9,3,3,,,3,3
290131,4,1,1,7,7,1,1,,,0,0,2,6,3,3,,,3,3
290131,5,1,1,7,7,1,2,,,0,0,2,0,3,3,,,3,3
290132,1,1,1,2,2,1,1,0,0,0,0,1,50,1,1,1,1,1,1
290132,2,1,1,1,1,1,1,0,0,0,0,2,45,2,2,2,2,2,2
290132,3,1,1,2,1,1,1,0,0,0,0,2,20,3,3,3,3,3,3
290133,1,1,1,7,7,1,1,,,0,0,1,42,1,1,,,1,1
290134,1,1,1,1,1,5,5,0,0,0,0,1,55,1,1,1,1,14,14
290134,2,1,1,1,1,1,1,0,0,0,0,2,35,2,2,2,2,1,1
290134,3,1,1,1,2,2,2,0,0,0,0,1,17,3,3,3,3,3,3
290134,4,1,2,1,1,2,2,0,0,0,0,2,8,3,3,3,3,3,3
290134,5,1,1,1,1,5,2,0,0,0,0,1,7,3,3,3,3,3,3
290134,6,1,1,1,1,1,1,0,0,0,0,1,4,3,3,3,3,3,3
290134,7,6,6,1,1,1,1,0,0,0,0,2,1,,,3,3,3,3
290135,1,1,1,1,1,1,1,0,0,0,0,1,40,1,1,1,1,1,1
290135,2,1,1,1,1,1,1,0,0,0,0,2,30,2,2,2,2,2,2
290135,3,1,1,1,1,1,1,0,0,0,0,2,8,3,3,3,3,3,3
290135,4,1,1,1,1,1,1,0,0,0,0,1,6,3,3,3,3,3,3
290135,5,1,1,1,1,1,1,0,0,0,0,2,0,3,3,3,3,3,3
290135,6,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
290136,1,1,1,7,7,1,1,,,0,0,1,65,1,1,,,1,1
290136,2,1,5,7,7,5,5,,,0,0,2,52,2,2,,,2,2
290136,3,1,2,7,7,1,1,,,0,0,1,10,3,3,,,3,3
290136,4,1,1,7,7,1,1,,,0,0,1,6,3,3,,,3,3
290136,5,1,1,7,7,1,2,,,0,0,2,19,3,3,,,3,3
290137,1,1,1,1,1,1,1,0,0,0,0,1,65,1,1,1,1,1,1
290137,2,1,1,5,2,5,5,0,0,0,0,2,61,2,2,2,2,2,2
290137,3,1,1,2,2,2,2,0,0,0,0,2,22,3,3,3,3,3,3
290137,4,1,1,1,1,1,1,0,0,0,0,2,18,3,3,3,3,3,3
290137,5,1,1,1,1,1,1,0,0,0,0,1,11,3,3,6,6,6,6
290137,6,1,1,1,1,1,1,0,0,0,0,1,9,6,6,6,6,6,6
290137,7,1,1,1,2,1,1,0,0,0,0,1,7,3,3,6,6,6,6
290138,1,1,1,2,2,5,5,0,0,0,0,1,75,1,1,1,1,14,14
290138,2,1,1,1,1,1,1,0,0,0,0,2,70,2,2,2,2,1,1
290138,3,1,1,1,1,1,1,0,0,0,0,2,65,2,2,2,2,14,14
290138,4,6,1,2,2,2,2,0,0,0,0,2,23,,6,6,6,6,6
290139,1,1,1,1,1,9,9,0,0,,,2,70,1,1,1,1,,
290140,1,1,1,1,1,1,1,0,0,0,0,1,29,1,1,1,1,1,1
290140,2,6,6,6,6,1,1,0,0,0,0,2,1,,,,,2,2
290141,1,1,1,1,1,1,1,0,0,0,0,1,60,1,1,1,1,1,1
290142,1,1,1,1,1,9,9,0,0,,,2,75,1,1,1,1,,
290142,2,1,1,2,2,9,9,0,0,,,1,17,15,15,15,15,,
290142,3,1,2,2,2,9,9,0,0,,,2,13,13,13,13,13,,
290142,4,1,1,1,1,9,9,0,0,,,1,3,15,15,15,15,,
290142,5,6,1,1,1,9,9,0,0,,,2,12,,12,12,12,,
290142,6,6,6,6,1,9,9,0,0,,,2,40,,,,12,,
290143,1,1,91,7,7,7,7,,,,,1,30,1,,,,,
290143,2,1,91,7,7,7,7,,,,,2,25,2,,,,,
290143,3,1,91,7,7,7,7,,,,,1,3,3,,,,,
290143,4,1,91,7,7,7,7,,,,,2,0,3,,,,,
290144,1,1,91,7,7,7,7,,,,,1,36,1,,,,,
290144,2,1,91,7,7,7,7,,,,,2,34,2,,,,,
290144,3,1,91,7,7,7,7,,,,,2,4,3,,,,,
290145,1,1,1,1,1,1,1,0,0,0,0,1,35,1,1,1,1,1,1
290145,2,1,1,1,1,1,1,0,0,0,0,2,28,2,2,2,2,2,2
290145,3,1,1,1,1,1,1,0,0,0,0,2,6,3,3,3,3,3,3
290145,4,1,1,1,1,1,1,0,0,0,0,1,3,3,3,3,3,3,3
290145,5,6,6,1,1,1,1,0,0,0,0,2,1,,,3,3,3,3
290146,1,1,1,7,7,7,7,,,,,1,38,1,1,,,,
290146,2,1,1,7,7,7,7,,,,,2,34,2,2,,,,
290147,1,1,1,1,1,1,1,0,0,0,0,1,40,1,1,1,1,1,1
290147,2,1,1,1,1,1,1,0,0,0,0,2,35,2,2,2,2,2,2
290147,3,1,1,2,2,1,1,0,0,0,0,2,10,3,3,3,3,6,6
290147,4,1,1,2,2,1,1,0,0,0,0,2,10,3,3,3,3,6,6
290148,1,1,1,7,7,9,9,,,,,2,80,1,1,,,,
290149,1,1,1,1,1,1,1,0,0,0,0,1,49,1,1,1,1,1,1
290149,2,1,1,1,1,1,1,0,0,0,0,2,37,2,2,2,2,2,2
290150,1,1,1,2,1,1,1,0,0,0,0,1,30,1,1,1,1,1,1
290150,2,1,1,1,1,1,1,0,0,0,0,2,27,2,2,2,2,2,2
290150,3,1,1,1,1,1,1,0,0,0,0,1,6,3,3,3,3,3,3
290150,4,1,1,1,1,1,1,0,0,0,0,2,3,3,3,3,3,3,3
290150,5,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
290151,1,1,1,1,1,1,1,0,0,0,0,1,78,1,1,1,1,1,1
290151,2,1,1,1,1,1,1,0,0,0,0,2,62,2,2,2,2,2,2
290151,3,6,1,2,2,2,2,0,0,0,0,1,18,,6,6,6,6,6
290152,1,1,1,1,1,1,1,0,0,0,0,1,57,1,1,1,1,1,1
290152,2,6,1,1,1,2,2,0,0,0,0,1,16,,3,3,3,3,3
290152,3,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
290152,4,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
290153,1,1,1,1,1,1,1,0,0,0,0,1,41,1,1,1,1,1,1
290153,2,1,1,1,1,1,2,0,0,0,0,2,36,2,2,2,2,2,2
290153,3,1,1,1,1,1,1,0,0,0,0,1,11,3,3,3,3,3,3
290153,4,1,1,1,1,1,1,0,0,0,0,1,9,3,3,3,3,3,3
290153,5,1,1,1,1,1,1,0,0,0,0,1,4,3,3,3,3,3,3
290153,6,1,1,1,1,1,2,0,0,0,0,2,37,2,2,2,2,2,2
290153,7,1,1,1,1,1,2,0,0,0,0,2,12,3,3,3,3,3,3
290153,8,1,1,1,1,1,2,0,0,0,0,2,7,3,3,3,3,3,3
290153,9,1,1,1,1,1,2,0,0,0,0,2,0,3,3,3,3,3,3
290153,10,1,1,2,2,2,2,0,0,0,0,1,23,8,8,8,8,8,8
290153,11,1,1,2,2,1,2,0,0,0,0,1,19,8,8,8,8,8,8
290153,12,1,1,2,2,2,2,0,0,0,0,1,23,13,12,12,12,12,12
290154,1,1,1,1,1,1,1,0,0,0,0,1,23,1,1,1,1,1,1
290154,2,1,1,1,1,1,1,0,0,0,0,2,21,2,2,2,2,2,2
290154,3,1,1,1,1,2,2,0,0,0,0,2,0,3,3,3,3,3,3
290154,4,6,6,1,1,1,1,0,0,0,0,1,0,,,3,3,3,3
290154,5,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
290155,1,1,1,1,1,5,5,1,1,1,1,1,48,1,1,1,1,14,14
290155,2,1,1,1,1,1,1,1,1,1,1,2,45,2,2,2,2,1,1
290155,3,1,1,1,1,2,2,1,1,1,1,2,14,3,3,3,3,3,3
290155,4,1,1,1,1,1,1,1,1,1,1,2,12,3,3,3,3,3,3
290155,5,1,1,1,1,1,1,1,1,1,1,1,8,3,3,3,3,3,3
290155,6,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3
290155,7,1,1,1,1,1,1,1,1,1,1,1,11,8,8,8,8,9,9
290155,8,1,1,1,1,2,2,1,1,1,1,1,7,8,8,8,8,8,8
290155,9,1,1,1,1,1,1,1,1,1,1,1,6,8,8,8,8,9,9
290155,10,6,1,1,1,1,1,1,1,1,1,1,0,,3,3,3,3,3
290155,11,6,6,1,1,1,1,1,1,1,1,2,79,,,11,11,10,10
290156,1,1,1,1,1,1,1,0,0,0,0,2,75,1,1,1,1,1,1
290157,1,1,1,1,1,1,1,0,0,0,0,1,55,1,1,1,1,1,1
290157,2,1,1,1,1,1,1,0,0,0,0,2,50,2,2,2,2,2,2
290157,3,1,2,2,2,2,2,0,0,0,0,1,29,3,3,3,3,3,3
290157,4,1,2,2,2,2,2,0,0,0,0,1,27,3,3,3,3,3,3
290157,5,1,2,2,2,2,2,0,0,0,0,2,25,3,3,3,3,3,3
290157,6,1,1,2,2,2,2,0,0,0,0,2,23,3,3,3,3,3,3
290157,7,1,1,1,1,2,2,0,0,0,0,2,21,3,3,3,3,3,2
290157,8,1,1,1,1,1,1,0,0,0,0,1,17,3,3,3,3,3,3
290158,1,1,1,1,1,1,1,0,0,0,0,1,72,1,1,1,1,1,1
290159,1,1,91,7,7,7,7,,,,,2,30,1,,,,,
290159,2,1,91,7,7,7,7,,,,,1,12,3,,,,,
290160,1,1,1,1,1,1,1,0,0,0,0,1,81,1,1,1,1,1,1
290160,2,1,1,1,1,5,5,0,0,0,0,2,56,2,2,2,2,2,2
290160,3,1,1,1,1,2,2,0,0,0,0,2,4,6,6,6,6,6,6
290160,4,6,6,6,6,1,1,0,0,0,0,2,1,,,,,2,2
290161,1,1,1,1,1,1,1,0,0,0,0,1,35,1,1,1,1,1,1
290161,2,6,6,1,1,1,1,0,0,0,0,2,31,,,2,2,2,2
290161,3,6,6,1,1,1,1,0,0,0,0,2,0,,,3,3,3,3
290161,4,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
290162,1,1,1,1,1,1,1,0,0,0,0,1,52,1,1,1,1,1,1
290162,2,1,1,1,1,1,1,0,0,0,0,2,51,2,2,2,2,2,2
290162,3,1,1,1,2,2,2,0,0,0,0,1,26,3,3,3,3,3,3
290162,4,1,1,1,1,1,2,0,0,0,0,1,22,3,3,3,3,3,3
290162,5,1,1,1,1,1,2,0,0,0,0,2,21,3,3,3,3,3,3
290162,6,1,1,1,1,1,1,0,0,0,0,2,17,3,3,3,3,3,3
290162,7,1,1,1,1,1,1,0,0,0,0,2,14,3,3,3,3,3,3
290162,8,1,1,1,1,1,1,0,0,0,0,1,11,3,3,3,3,3,3
290163,1,1,1,1,1,1,1,0,0,0,0,1,76,1,1,1,1,1,1
290163,2,1,1,1,2,1,1,0,0,0,0,2,52,2,2,2,2,2,2
290163,3,1,1,1,2,2,2,0,0,0,0,1,21,3,3,3,3,3,3
290163,4,1,1,1,2,2,2,0,0,0,0,2,12,6,6,3,3,3,3
290163,5,1,1,1,2,1,1,0,0,0,0,1,9,6,6,6,6,6,6
290163,6,1,1,1,2,1,1,0,0,0,0,1,9,6,6,6,6,6,6
290164,1,1,91,7,7,7,7,,,,,1,30,1,,,,,
290164,2,1,91,7,7,7,7,,,,,2,26,2,,,,,
290164,3,1,91,7,7,7,7,,,,,1,4,3,,,,,
290164,4,1,91,7,7,7,7,,,,,1,7,3,,,,,
290165,1,1,1,1,1,1,1,0,0,0,0,1,60,1,1,1,1,1,1
290165,2,1,1,1,1,1,1,0,0,0,0,2,55,2,2,2,2,2,2
290165,3,1,1,2,2,2,2,0,0,0,0,1,21,3,3,3,3,3,3
290165,4,1,2,2,2,2,2,0,0,0,0,1,24,3,3,3,3,3,3
290165,5,6,1,1,1,1,1,0,0,0,0,1,10,,6,6,6,6,6
290165,6,6,6,1,1,1,1,0,0,0,0,2,10,,,6,6,6,6
290165,7,6,6,6,6,1,1,0,0,0,0,2,1,,,,,6,6
290166,1,1,1,3,3,3,3,,,,,1,55,1,1,,,,
290166,2,1,1,3,3,3,3,,,,,2,35,2,2,,,,
290166,3,1,2,3,3,3,3,,,,,1,16,3,3,,,,
290166,4,1,1,3,3,3,3,,,,,1,9,3,3,,,,
290166,5,1,1,3,3,3,3,,,,,2,13,3,3,,,,
290166,6,1,2,3,3,3,3,,,,,2,6,3,3,,,,
290166,7,1,1,3,3,3,3,,,,,2,30,2,2,,,,
290166,8,1,1,3,3,3,3,,,,,2,8,3,3,,,,
290166,9,1,1,3,3,3,3,,,,,1,6,3,3,,,,
290166,10,1,1,3,3,3,3,,,,,1,4,3,3,,,,
290166,11,1,1,3,3,3,3,,,,,1,1,3,3,,,,
290166,12,1,1,3,3,3,3,,,,,2,19,3,3,,,,
290167,1,1,1,1,1,1,1,0,0,0,0,1,45,1,1,1,1,1,1
290167,2,1,1,1,1,1,1,0,0,0,0,2,27,2,2,2,2,2,2
290167,3,1,1,1,1,1,1,0,0,0,0,1,5,3,3,3,3,3,3
290167,4,1,1,1,1,1,1,0,0,0,0,2,2,3,3,3,3,3,3
290167,5,1,1,1,1,1,1,0,0,0,0,1,0,3,3,3,3,3,3
290167,6,6,1,2,2,1,1,0,0,0,0,2,50,,2,2,2,2,3
290167,7,6,6,1,1,1,2,0,0,0,0,2,15,,,3,3,3,3
290167,8,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
290168,1,1,1,1,1,1,1,0,0,0,0,1,73,1,1,1,1,1,1
290168,2,1,1,1,1,1,1,0,0,0,0,2,60,2,2,2,2,2,2
290168,3,1,1,1,1,1,1,0,0,0,0,1,24,3,3,3,3,3,3
290168,4,1,1,1,1,1,1,0,0,0,0,2,23,14,14,14,14,14,14
290168,5,1,1,1,1,1,1,0,0,0,0,2,3,6,6,6,6,6,6
290168,6,6,6,1,1,1,1,0,0,0,0,2,0,,,6,6,6,6
290168,7,6,6,6,6,1,1,0,0,0,0,1,1,,,,,6,6
290169,1,1,1,1,1,1,1,0,0,0,0,1,44,1,1,1,1,1,1
290169,2,1,1,1,1,1,1,0,0,0,0,2,38,2,2,2,2,2,2
290169,3,1,1,1,1,1,1,0,0,0,0,1,20,3,3,3,3,3,3
290169,4,1,1,1,1,1,1,0,0,0,0,1,8,3,3,3,3,3,3
290169,5,1,1,1,1,1,1,0,0,0,0,1,2,3,3,3,3,3,3
290169,6,6,6,1,1,1,1,0,0,0,0,2,19,,,3,3,3,3
290169,7,6,6,1,1,1,1,0,0,0,0,1,14,,,3,3,3,3
290170,1,1,1,1,1,1,1,0,0,0,0,1,63,1,1,1,1,1,1
290170,2,6,1,1,1,1,1,0,0,0,0,2,55,,2,2,2,2,2
290170,3,6,1,1,1,1,1,0,0,0,0,2,20,,3,3,3,3,3
290170,4,6,6,6,6,1,2,0,0,0,0,2,1,,,,,6,6
290171,1,1,1,1,1,1,1,0,0,0,0,2,48,1,1,1,1,1,1
290172,1,1,5,5,2,5,5,0,0,0,0,1,46,1,1,1,1,14,14
290172,2,1,1,2,2,2,2,0,0,0,0,2,42,2,2,2,2,2,2
290172,3,1,2,1,1,1,1,0,0,0,0,1,22,3,3,3,3,1,1
290172,4,1,1,2,1,1,1,0,0,0,0,2,36,2,2,2,2,14,2
290172,5,1,1,2,2,2,2,0,0,0,0,1,14,3,3,3,3,3,3
290172,6,1,1,2,2,2,2,0,0,0,0,1,10,3,3,3,3,3,3
290172,7,1,1,2,2,2,2,0,0,0,0,1,13,3,3,3,3,3,3
290172,8,1,1,2,2,2,2,0,0,0,0,2,8,3,3,3,3,3,3
290172,9,1,1,2,2,2,2,0,0,0,0,2,5,3,3,3,3,3,3
290172,10,6,1,2,2,2,2,0,0,0,0,1,2,,3,3,3,3,3
290172,11,6,1,2,1,1,1,0,0,0,0,1,3,,3,3,3,3,3
290172,12,6,6,6,6,1,1,0,0,0,0,2,1,,,,,3,3
290173,1,1,1,1,1,1,1,0,0,0,0,1,71,1,1,1,1,1,1
290173,2,1,1,1,1,1,1,0,0,0,0,2,40,2,2,2,2,2,2
290173,3,1,1,1,2,1,2,0,0,0,0,2,18,3,3,3,3,3,3
290173,4,1,1,1,1,1,2,0,0,0,0,2,9,3,3,3,3,3,3
290173,5,1,1,1,1,1,2,0,0,0,0,2,7,3,3,3,3,3,3
290173,6,1,1,1,1,1,2,0,0,0,0,2,5,3,3,3,3,3,3
290173,7,6,6,1,1,2,2,0,0,0,0,2,4,,,6,6,6,6
290173,8,6,6,6,6,1,2,0,0,0,0,1,1,,,,,3,3
290174,1,1,1,1,1,3,3,0,0,,,1,40,1,1,1,1,,
290174,2,1,1,1,1,3,3,0,0,,,2,38,2,2,2,2,,
290174,3,1,1,1,1,3,3,0,0,,,2,20,3,3,3,3,,
290174,4,1,1,1,1,3,3,0,0,,,1,15,3,3,3,3,,
290174,5,1,1,1,1,3,3,0,0,,,2,10,3,3,3,3,,
290174,6,1,1,1,1,3,3,0,0,,,2,30,2,2,2,2,,
290174,7,1,1,1,1,3,3,0,0,,,2,7,3,3,3,3,,
290174,8,1,1,1,1,3,3,0,0,,,2,3,3,3,3,3,,
290174,9,6,6,1,1,3,3,0,0,,,1,2,,,3,3,,
290174,10,6,6,1,1,3,3,0,0,,,1,0,,,3,3,,
290174,11,6,6,1,1,3,3,0,0,,,1,0,,,3,3,,
290174,12,6,6,6,1,3,3,0,0,,,2,4,,,,3,,
290175,1,1,1,7,7,9,9,,,,,1,81,1,1,,,,
290176,1,1,1,1,1,1,1,0,0,0,0,1,60,1,1,1,1,1,1
290176,2,1,1,1,1,1,1,0,0,0,0,2,45,2,2,2,2,2,2
290176,3,1,1,2,2,2,2,0,0,0,0,1,18,3,3,3,3,3,3
290176,4,1,1,2,2,2,2,0,0,0,0,1,13,3,3,3,3,3,3
290176,5,1,1,2,2,2,2,0,0,0,0,1,7,3,3,3,3,3,3
290177,1,1,1,1,1,1,1,0,0,0,0,1,35,1,1,1,1,1,1
290177,2,1,1,1,1,1,1,0,0,0,0,2,25,2,2,2,2,2,2
290177,3,1,1,2,2,2,2,0,0,0,0,1,10,3,3,3,3,3,3
290177,4,1,1,2,2,1,2,0,0,0,0,2,5,3,3,3,3,3,3
290177,5,1,1,1,1,2,2,0,0,0,0,2,1,3,3,3,3,3,3
290177,6,6,6,6,1,1,1,0,0,0,0,2,1,,,,3,3,3
290177,7,6,6,6,6,1,1,0,0,0,0,1,1,,,,,3,3
290178,1,1,1,1,1,1,1,0,0,0,0,1,49,1,1,1,1,1,1
290178,2,1,1,1,1,2,2,0,0,0,0,2,73,10,10,10,10,10,10
290178,3,6,6,6,6,1,1,0,0,0,0,2,1,,,,,2,2
290178,4,6,6,6,6,1,2,0,0,0,0,1,1,,,,,3,3
290178,5,6,6,6,6,1,2,0,0,0,0,1,1,,,,,3,3
290179,1,1,1,1,1,1,1,0,0,0,0,1,49,1,1,1,1,1,1
290179,2,1,1,1,1,1,1,0,0,0,0,2,35,2,2,2,2,2,2
290179,3,1,1,2,2,2,2,0,0,0,0,1,15,3,3,3,3,3,3
290179,4,1,1,2,2,1,2,0,0,0,0,1,10,3,3,3,3,3,3
290179,5,1,1,2,2,1,2,0,0,0,0,2,7,3,3,3,3,3,3
290179,6,1,1,2,2,1,2,0,0,0,0,1,4,3,3,3,3,3,3
290180,1,1,1,1,1,1,1,0,0,0,0,1,50,1,1,1,1,1,1
290180,2,1,1,1,1,1,1,0,0,0,0,2,44,2,2,2,2,2,2
290180,3,1,1,1,1,1,1,0,0,0,0,1,26,3,3,3,3,3,3
290180,4,1,1,1,1,1,1,0,0,0,0,1,19,3,3,3,3,3,3
290180,5,1,1,2,2,1,1,0,0,0,0,1,16,3,3,3,3,3,3
290180,6,1,1,2,2,1,1,0,0,0,0,1,14,3,3,3,3,3,3
290180,7,1,1,2,2,1,1,0,0,0,0,2,11,3,3,3,3,3,3
290180,8,1,1,2,2,1,1,0,0,0,0,1,12,8,8,8,8,8,8
290180,9,1,1,2,2,2,2,0,0,0,0,2,17,8,8,8,8,8,8
290180,10,1,1,2,2,2,2,0,0,0,0,2,15,8,8,8,8,8,8
300001,1,1,1,5,5,5,5,0,0,0,0,1,75,1,1,1,1,14,14
300001,2,1,1,1,1,1,1,0,0,0,0,2,69,2,2,2,2,1,1
300001,3,1,1,1,1,1,1,0,0,0,0,2,67,2,2,2,2,14,14
300002,1,1,1,4,4,3,3,,,,,1,40,1,1,,,,
300002,2,1,1,4,4,3,3,,,,,2,35,2,2,,,,
300003,1,1,1,91,4,1,1,,,1,1,1,43,1,1,,,1,1
300003,2,1,1,91,4,1,1,,,1,1,2,27,2,2,,,2,2
300003,3,1,1,91,4,1,1,,,1,1,2,10,3,3,,,3,3
300003,4,1,1,91,4,1,2,,,1,1,1,7,3,3,,,3,3
300003,5,1,1,91,4,1,1,,,1,1,1,2,3,3,,,3,3
300003,6,1,1,91,4,1,1,,,1,1,1,0,3,3,,,3,3
300003,7,6,6,6,6,1,1,,,1,1,2,1,,,,,3,3
300004,1,1,1,1,1,1,1,0,0,0,0,1,32,1,1,1,1,1,1
300004,2,6,6,1,1,1,1,0,0,0,0,2,27,,,2,2,2,2
300004,3,6,6,6,1,1,1,0,0,0,0,1,0,,,,3,3,3
300005,1,1,1,1,1,1,5,0,0,0,0,1,60,1,1,1,1,1,14
300005,2,1,1,1,1,1,1,0,0,0,0,2,43,2,2,2,2,2,1
300005,3,1,1,2,1,1,1,0,0,0,0,2,18,3,3,3,3,3,3
300005,4,1,1,1,1,1,1,0,0,0,0,1,17,3,3,3,3,3,3
300005,5,1,1,1,1,1,1,0,0,0,0,1,12,3,3,3,3,3,3
300006,1,1,1,1,1,1,1,0,0,0,0,2,57,1,1,1,1,1,1
300006,2,1,1,1,1,1,1,0,0,0,0,1,12,6,6,6,6,6,6
300006,3,6,6,1,1,1,1,0,0,0,0,2,7,,,6,6,6,6
300007,1,1,1,1,1,1,1,0,0,0,0,2,53,1,1,1,1,1,1
300007,2,1,1,1,2,2,2,0,0,0,0,1,4,6,6,6,6,6,6
300007,3,1,1,1,2,1,1,0,0,0,0,1,2,6,6,6,6,6,6
300007,4,6,6,1,2,2,2,0,0,0,0,2,28,,,3,3,3,3
300007,5,6,6,1,1,1,1,0,0,0,0,1,1,,,6,6,6,6
