"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11fc5","s11fq1a","s11fq1b","s11fq2","s11fq3a","s11fq3b","s11fq4a","s11fq4b","s11fq5","s11fq6","s11fq7","s11fq8a","s11fq8b","s11fq8c","s11fq8d","s11fq9","s11fq10","s11fq10_os","s11fq11a","s11fq11b","s11fq11b_os","s11fq12a","s11fq12b","s11fq12b_os","s11fq13","s11fq14a","s11fq14b","s11fq14c","s11fq14c_os","s11fq15"
4,1,117,2,560,10074,2,3,,1120,1,70,3,4,4,2015,,,,,,,,,,,,,,,,100,80,,1,,73,80,,9490
4,1,117,2,560,10075,1,1,,1020,1,200,1,1,4,2015,,,,,,,,,,,,,,,,8,131,,1,,6,131,,10000
4,1,117,2,560,10075,1,2,,2192,1,20,1,1,3,2015,,,,,,,,,,,,,,,,4,161,,1,,3,161,,1500
4,1,117,2,560,10075,2,1,,1020,1,150,1,1,4,2015,,,,,,,,,,,,,,,,12,131,,1,,10,131,,18000
4,1,117,2,560,10075,2,2,,1040,1,30,1,1,4,2015,,,,,,,,,,,,,,,,4,151,,1,,3,151,,5000
4,1,117,2,560,10076,1,1,,3180,2,,,,,,4,3,4,1980,0,2,2015,2,2015,2,,,4,101,,9,101,,1,,9,101,,4500
4,1,117,2,560,10076,1,2,,3160,2,,,,,,21,3,21,2000,0,5,2015,5,2015,2,,,2,150,,3,150,,1,,3,150,,800
4,1,117,2,560,10076,1,3,,2170,2,,,,,,15,3,15,2013,0,7,2015,7,2015,2,,,13,111,,17,111,,1,,15,111,,13200
4,1,117,2,560,10076,1,4,,3220,2,,,,,,1,3,1,1982,0,6,2015,6,2015,1,6,,2,150,,2,150,,1,,1.5,150,,1500
4,1,117,2,560,10077,1,1,,3180,2,,,,,,4,3,4,,0,3,2015,7,2015,2,,,14,3,,20,3,,1,,15,3,,9000
4,1,117,2,560,10077,1,2,,2170,2,,,,,,20,3,20,,0,6,2015,6,2015,2,,,4,161,,4,112,,1,,3,161,,3000
4,1,117,2,560,10077,1,3,,3170,2,,,,,,2,3,2,,0,3,2015,3,2015,2,,,1,150,,2,150,,1,,1.5,150,,1200
4,1,117,2,560,10077,1,4,,3111,2,,,,,,2,3,2,,0,11,2014,11,2014,2,,,2,150,,3,150,,1,,3,150,,4500
4,1,117,2,560,10077,2,1,,1020,1,310,1,4,4,2015,,,,,,,,,,,,,,,,5,131,,1,,4.5,131,,8500
4,1,117,2,560,10077,2,2,,1080,1,100,3,4,3,2015,,,,,,,,,,,,,,,,2,130,,1,,1.5,130,,1200
4,1,117,2,560,10077,2,3,,2193,1,12,1,4,3,2015,,,,,,,,,,,,,,,,14,101,,1,,10,101,,3000
4,1,117,2,560,10078,1,1,,1020,1,260,3,4,4,2015,,,,,,,,,,,,,,,,13,131,,1,,5,131,,6000
4,1,117,2,560,10078,1,2,,1120,1,45,3,4,4,2015,,,,,,,,,,,,,,,,60,82,,1,,40,82,,10000
4,1,117,2,560,10078,1,3,,2190,1,106,1,4,4,2015,,,,,,,,,,,,,,,,20,161,,1,,15,161,,2250
4,1,117,2,560,10078,1,4,,1080,1,120,1,4,4,2015,,,,,,,,,,,,,,,,7,151,,1,,4,151,,4400
4,1,117,2,560,10078,2,1,,1020,1,300,3,4,4,2015,,,,,,,,,,,,,,,,18,131,,1,,9,131,,10800
4,1,117,2,560,10078,2,2,,1090,1,130,1,4,4,2015,,,,,,,,,,,,,,,,1,130,,1,,0.5,130,,4500
4,1,117,2,560,10078,3,1,,1020,1,360,3,4,4,2015,,,,,,,,,,,,,,,,24,131,,1,,10,131,,12000
4,1,117,2,560,10078,3,2,,1120,1,60,1,4,4,2015,,,,,,,,,,,,,,,,88,81,,1,,50,81,,7500
4,1,117,2,560,10079,1,1,,1020,1,1000,1,4,4,2015,,,,,,,,,,,,,,,,50,131,,1,10,25,131,,25000
4,1,117,2,560,10079,1,2,,1080,1,700,3,4,4,2015,,,,,,,,,,,,,,,,20,141,,1,10,10,141,,10000
4,1,117,2,560,10080,1,1,,1020,1,250,1,1,3,2015,,,,,,,,,,,,,,,,15,131,,1,,10,131,,18000
4,1,117,2,560,10080,1,2,,1040,1,35,1,1,3,2015,,,,,,,,,,,,,,,,5,150,,1,,3,150,,7000
4,1,117,2,560,10080,2,1,,1020,1,200,1,1,3,2015,,,,,,,,,,,,,,,,12,131,,1,,9,131,,12000
4,1,117,2,560,10080,2,2,,1040,1,20,1,1,3,2015,,,,,,,,,,,,,,,,4,150,,1,,3,150,,3500
4,1,110,2,76,10081,1,1,,1020,1,245,1,4,5,2015,,,,,,,,,,,,,,,,4,161,,1,,3.5,151,,6300
4,1,110,2,76,10081,1,2,,1120,1,23,1,4,5,2015,,,,,,,,,,,,,,,,35,81,,1,,25,81,,4500
4,1,110,2,76,10081,1,3,,1124,1,15,1,4,5,2015,,,,,,,,,,,,,,,,20,81,,1,,10,81,,1200
4,1,110,2,76,10081,1,4,,2190,1,10,1,4,3,2015,,,,,,,,,,,,,,,,14,161,,1,,8,161,,2000
4,1,110,2,76,10081,1,5,,1080,1,210,3,4,3,2015,,,,,,,,,,,,,,,,4,131,,1,,3.5,131,,2450
4,1,110,2,76,10082,1,1,,1020,1,508,1,4,5,2015,,,,,,,,,,,,,,,,4,131,,1,,4,131,,7500
4,1,110,2,76,10082,1,2,,2193,1,300,1,4,3,2015,,,,,,,,,,,,,,,,36,100,,1,,28,100,,4200
4,1,110,2,76,10082,1,3,,1080,1,375,3,4,5,2015,,,,,,,,,,,,,,,,3,131,,1,,3,131,,2400
4,1,110,2,76,10082,1,4,,1120,1,42,1,4,4,2015,,,,,,,,,,,,,,,,85,81,,1,,60,81,,10800
4,1,110,2,76,10082,2,1,,1124,1,12,1,4,4,2015,,,,,,,,,,,,,,,,50,81,,1,,40,81,,4800
4,1,110,2,76,10082,2,2,,1020,1,275,1,4,5,2015,,,,,,,,,,,,,,,,3,131,,1,,2,131,,3000
4,1,110,2,76,10082,3,1,,1080,1,180,3,4,5,2015,,,,,,,,,,,,,,,,1,131,,2,,,,,
4,1,110,2,76,10082,3,2,,1020,1,160,3,4,5,2015,,,,,,,,,,,,,,,,3,131,,1,,3,131,,4500
4,1,110,2,76,10085,1,1,,1120,1,95,3,4,4,2015,,,,,,,,,,,,,,,,100,82,,1,,40,82,,10000
4,1,110,2,76,10085,1,2,,2190,1,20,1,4,4,2015,,,,,,,,,,,,,,,,50,162,,1,,37,162,,3700
4,1,110,2,76,10085,2,1,,1020,1,523,3,4,4,2015,,,,,,,,,,,,,,,,25,131,,1,,15,131,,12000
4,1,110,2,76,10085,2,2,,1120,1,120,3,4,4,2015,,,,,,,,,,,,,,,,60,81,,1,,30,81,,4500
4,1,110,2,76,10085,2,3,,1080,1,40,1,4,4,2015,,,,,,,,,,,,,,,,7,131,,1,,5,131,,8400
4,1,110,2,76,10085,3,1,,1020,1,120,1,1,4,2014,,,,,,,,,,,,,,,,30,131,,1,,10,131,,8000
4,1,110,2,76,10086,1,1,,1020,1,900,1,4,3,2015,,,,,,,,,,,,,,,,30,130,,1,10,15,130,,15000
4,1,110,2,76,10086,1,2,,1080,1,250,2,4,3,2015,,,,,,,,,,,,,,,,10,140,,1,10,5,140,,3500
4,1,110,2,76,10086,2,1,,1020,1,1000,1,4,4,2015,,,,,,,,,,,,,,,,32,130,,1,10,16,130,,16000
4,1,110,2,76,10087,1,1,,1020,1,1000,1,4,4,2015,,,,,,,,,,,,,,,,25,130,,2,,,,,
4,1,110,2,76,10087,1,2,,1080,1,600,3,4,4,2015,,,,,,,,,,,,,,,,15,140,,2,,,,,
4,1,110,2,76,10087,2,1,,1020,1,900,1,4,4,2015,,,,,,,,,,,,,,,,20,130,,1,10,10,130,,10000
4,1,110,2,76,10087,2,2,,1080,1,300,3,4,4,2015,,,,,,,,,,,,,,,,10,140,,1,10,5,140,,2500
4,1,110,2,76,10087,3,1,,1020,1,800,1,4,4,2015,,,,,,,,,,,,,,,,30,130,,1,10,15,130,,15000
4,1,110,2,76,10088,1,1,,1020,1,150,1,1,3,2015,,,,,,,,,,,,,,,,12,131,,1,,8,131,,10000
4,1,110,2,76,10088,1,2,,1120,1,30,1,1,3,2015,,,,,,,,,,,,,,,,35,81,,1,,18,81,,6000
4,1,110,2,76,10088,2,1,,2190,1,20,3,1,3,2015,,,,,,,,,,,,,,,,8,101,,1,,5,101,,1200
4,1,110,2,76,10088,2,2,,1090,1,30,1,1,3,2015,,,,,,,,,,,,,,,,2,10,,1,,1,10,,7000
4,1,110,2,76,10089,1,1,,1020,1,250,1,1,3,2015,,,,,,,,,,,,,,,,14,130,,1,,10,130,,15000
4,1,110,2,76,10089,1,2,,1120,1,30,3,1,3,2015,,,,,,,,,,,,,,,,20,81,,1,,15,81,,8000
4,1,110,2,76,10089,2,1,,1090,1,40,1,1,3,2015,,,,,,,,,,,,,,,,3,151,,1,,2,151,,7000
4,1,110,2,76,10089,2,2,,1020,1,200,1,1,3,2015,,,,,,,,,,,,,,,,10,130,,1,,8,130,,12000
4,1,105,2,638,10091,1,1,,1020,1,800,3,4,4,2015,,,,,,,,,,,,,,,,58,151,,1,,30,151,,30000
4,1,105,2,638,10091,1,2,,1091,1,500,3,4,4,2015,,,,,,,,,,,,,,,,2,151,,1,,1,151,,6000
4,1,105,2,638,10091,2,1,,1020,1,620,3,4,4,2015,,,,,,,,,,,,,,,,40,151,,1,,20,151,,20000
4,1,105,2,638,10091,2,2,,1080,1,260,3,4,4,2015,,,,,,,,,,,,,,,,4,151,,1,,2,151,,5000
4,1,105,2,638,10091,3,1,,1020,1,730,3,4,4,2015,,,,,,,,,,,,,,,,38,151,,1,,24,151,,24000
4,1,105,2,638,10091,4,1,,1020,1,680,3,4,4,2015,,,,,,,,,,,,,,,,43,151,,1,,28,151,,28000
4,1,105,2,638,10091,4,2,,1091,1,340,3,4,4,2015,,,,,,,,,,,,,,,,1,151,,1,,0.5,151,,3000
4,1,105,2,638,10091,5,1,,1020,1,620,3,4,4,2015,,,,,,,,,,,,,,,,24,151,,1,,10,151,,10000
4,1,105,2,638,10092,1,1,,1020,1,100,1,4,3,2015,,,,,,,,,,,,,,,,20,131,,1,,5,131,,3000
4,1,105,2,638,10092,1,2,,1090,1,70,1,4,3,2015,,,,,,,,,,,,,,,,3,71,,2,,,,,
4,1,105,2,638,10092,1,3,,1080,1,100,3,4,3,2015,,,,,,,,,,,,,,,,15,141,,1,,5,141,,1000
4,1,105,2,638,10092,2,1,,1020,1,150,1,4,3,2015,,,,,,,,,,,,,,,,25,131,,1,,10,131,,4800
4,1,105,2,638,10092,2,2,,1080,1,100,3,4,3,2015,,,,,,,,,,,,,,,,18,141,,1,,8,141,,1800
5,3,322,2,0,10093,1,1,,1020,1,1,4,1,3,2015,,,,,,,,,,,,,,,,,,,2,,,,,
5,3,322,2,0,10093,2,1,,1020,1,1,4,1,3,2015,,,,,,,,,,,,,,,,,,,2,,,,,
5,3,322,2,0,10093,3,1,,1020,1,1,4,1,3,2015,,,,,,,,,,,,,,,,,,,2,,,,,
5,3,322,2,0,10093,4,1,,1020,1,1,4,1,3,2015,,,,,,,,,,,,,,,,,,,2,,,,,
4,1,105,2,638,10094,1,1,,1020,1,100,1,4,4,2015,,,,,,,,,,,,,,,,20,131,,2,,,,,
4,1,105,2,638,10094,1,2,,1090,1,80,1,4,4,2015,,,,,,,,,,,,,,,,4,71,,2,,,,,
4,1,105,2,638,10094,1,3,,1080,1,70,3,4,4,2015,,,,,,,,,,,,,,,,10,141,,2,,,,,
4,1,105,2,638,10094,2,1,,1020,1,120,1,4,4,2015,,,,,,,,,,,,,,,,15,131,,2,,,,,
4,1,105,2,638,10094,2,2,,1080,1,90,1,3,4,2015,,,,,,,,,,,,,,,,12,141,,2,,,,,
4,1,105,2,638,10094,3,1,,1020,1,150,1,4,4,2015,,,,,,,,,,,,,,,,20,131,,2,,,,,
4,1,105,2,638,10094,3,2,,1080,1,80,3,4,4,2015,,,,,,,,,,,,,,,,10,141,,2,,,,,
4,1,105,2,638,10096,1,1,,1020,1,200,1,4,4,2015,,,,,,,,,,,,,,,,6,131,,1,,2,140,,4800
4,1,105,2,638,10096,1,2,,2120,1,100,3,4,4,2015,,,,,,,,,,,,,,,,3,150,,1,,2,150,,1400
4,1,105,2,638,10096,1,3,,1080,1,100,3,4,4,2015,,,,,,,,,,,,,,,,3,130,,1,,2,130,,2400
4,1,105,2,638,10096,1,4,,1120,1,15,1,4,4,2015,,,,,,,,,,,,,,,,25,81,,2,,,,,
4,1,105,2,638,10096,2,1,,2170,2,,,,,,42,3,42,,0,8,2015,8,2015,1,6,,5,101,,10,101,,1,,3,101,,2400
4,1,105,2,638,10096,2,2,,3170,2,,,,,,5,3,5,,0,6,2015,8,2015,1,8,,3,150,,5,150,,1,,2,150,,700
4,1,105,2,638,10096,2,3,,3220,2,,,,,,2,3,2,,0,5,2015,7,2015,2,,,4,150,,5,150,,1,,4,150,,4800
4,1,105,2,638,10097,1,1,,1020,1,250,1,4,3,2015,,,,,,,,,,,,,,,,10,141,,1,,5,141,,10000
4,1,105,2,638,10097,1,2,,1080,1,100,3,4,3,2015,,,,,,,,,,,,,,,,10,10,,1,,5,10,,3000
4,1,105,2,638,10097,1,3,,2190,1,100,1,4,3,2015,,,,,,,,,,,,,,,,12,161,,1,,6,161,,2500
4,1,105,2,638,10097,1,4,,2120,1,50,3,4,3,2015,,,,,,,,,,,,,,,,5,150,,1,,3,150,,1500
4,1,105,2,638,10097,1,5,,1124,1,70,3,4,3,2015,,,,,,,,,,,,,,,,3,141,,2,,,,,
4,1,105,2,638,10097,2,1,,1120,1,40,3,4,3,2015,,,,,,,,,,,,,,,,7,140,,2,,,,,
4,1,105,2,638,10097,2,2,,2190,1,60,1,4,3,2015,,,,,,,,,,,,,,,,8,161,,2,,,,,
4,1,105,2,638,10097,2,3,,2120,1,30,1,4,3,2015,,,,,,,,,,,,,,,,3,150,,2,,,,,
4,1,105,2,638,10099,1,1,,1020,1,150,1,1,3,2015,,,,,,,,,,,,,,,,5,150,,2,,,,,
4,1,105,2,638,10100,1,1,,1020,1,420,3,4,4,2015,,,,,,,,,,,,,,,,35,131,,1,,15,131,,15000
4,1,105,2,638,10100,1,2,,1090,1,200,3,4,4,2015,,,,,,,,,,,,,,,,1,130,,1,,0.5,130,,2500
4,1,105,2,638,10100,2,1,,1080,1,350,3,4,4,2015,,,,,,,,,,,,,,,,2,132,,1,,1,132,,3000
4,1,105,2,638,10100,2,2,,1120,1,50,3,4,4,2015,,,,,,,,,,,,,,,,100,81,,1,,70,81,,17500
4,1,105,2,638,10100,2,3,,1020,1,400,3,4,4,2015,,,,,,,,,,,,,,,,28,131,,1,,8,131,,8000
4,1,108,2,904,10102,1,1,,1020,1,800,1,4,4,2015,,,,,,,,,,,,,,,,12,131,,1,10,6,131,,6000
4,1,108,2,904,10102,1,2,,1080,1,400,3,4,4,2015,,,,,,,,,,,,,,,,8,141,,1,10,4,141,,2000
4,1,108,2,904,10102,2,1,,1020,1,900,1,4,4,2015,,,,,,,,,,,,,,,,10,131,,2,,,,,
4,1,108,2,904,10102,2,2,,1080,1,300,3,4,4,2015,,,,,,,,,,,,,,,,5,141,,2,,,,,
4,1,108,2,904,10102,3,1,,1020,1,900,1,4,4,2015,,,,,,,,,,,,,,,,10,131,,2,,,,,
4,1,108,2,904,10102,3,2,,1080,1,600,3,4,4,2015,,,,,,,,,,,,,,,,5,141,,2,,,,,
4,1,108,2,904,10102,3,3,,3180,2,,,,,,30,3,30,1978,0,3,2014,12,2014,2,,,20,3,,30,3,,1,10,10,3,,2000
4,1,108,2,904,10103,1,1,,1020,1,800,1,4,3,2015,,,,,,,,,,,,,,,,28,131,,1,10,14,131,,14000
4,1,108,2,904,10103,1,2,,1080,1,200,3,4,3,2015,,,,,,,,,,,,,,,,10,140,,1,10,5,140,,5000
4,1,108,2,904,10104,1,1,,1020,1,370,3,1,4,2015,,,,,,,,,,,,,,,,12,151,,2,,,,,
4,1,108,2,904,10104,2,1,,1020,1,330,3,4,4,2015,,,,,,,,,,,,,,,,10,151,,2,,,,,
4,1,108,2,904,10104,2,2,,1080,1,280,3,4,4,2015,,,,,,,,,,,,,,,,3,130,,2,,,,,
4,1,108,2,904,10105,1,1,,1080,1,150,3,4,3,2015,,,,,,,,,,,,,,,,10,151,,1,,7,151,,8000
4,1,108,2,904,10105,1,2,,1020,1,450,1,4,4,2015,,,,,,,,,,,,,,,,15,131,,1,,10,131,,18000
4,1,108,2,904,10106,1,1,,1080,1,50,3,4,3,2015,,,,,,,,,,,,,,,,13,151,,1,,10,151,,7000
4,1,108,2,904,10106,1,2,,1020,1,150,1,4,4,2015,,,,,,,,,,,,,,,,18,131,,1,,14,131,,18000
4,1,108,2,904,10106,2,1,,1080,1,150,3,4,4,2015,,,,,,,,,,,,,,,,10,151,,1,,8,151,,5000
4,1,108,2,904,10106,2,2,,1020,1,200,1,4,3,2015,,,,,,,,,,,,,,,,20,131,,1,,20,131,,25000
4,1,108,2,904,10107,1,1,,2170,2,,,,,,20,3,20,,0,3,2015,6,2015,2,,,40,110,,50,110,,1,,30,110,,21000
4,1,108,2,904,10108,1,1,,3170,2,,,,,,1,3,1,2005,0,9,2014,12,2014,2,,,1,130,,1,130,,1,,1,130,,700
4,1,108,2,904,10108,1,2,,2170,2,,,,,,12,3,12,2010,0,4,2015,7,2015,2,,,6,101,,10,101,,1,,8,101,,9600
4,1,108,2,904,10108,1,3,,3180,2,,,,,,10,3,10,1980,0,5,2015,5,2015,2,,,18,101,,20,3,,1,,15,3,,4500
4,1,108,2,904,10108,2,1,,1020,1,370,1,4,4,2015,,,,,,,,,,,,,,,,6,131,,1,,5,131,,12500
4,1,108,2,904,10108,2,2,,2193,1,16,1,4,4,2015,,,,,,,,,,,,,,,,25,161,,1,,20,161,,10000
4,1,108,2,904,10108,2,3,,3110,2,,,,,,1,3,1,2010,0,10,2014,12,2014,2,,,1,150,,1,150,,1,,1,150,,1800
4,1,108,2,904,10108,2,4,,2170,2,,,,,,21,3,21,2008,0,3,2014,7,2015,2,,,8,101,,11,101,,1,,10,101,,12000
4,1,108,2,904,10108,2,5,,1080,1,120,3,4,3,2015,,,,,,,,,,,,,,,,2,130,,1,,1.5,130,,2000
4,1,108,2,904,10110,1,1,,2193,1,20,1,4,3,2015,,,,,,,,,,,,,,,,52,161,,1,,40,161,,16000
4,1,108,2,904,10110,1,2,,1010,1,14,1,4,4,2015,,,,,,,,,,,,,,,,4,150,,1,,3,150,,2400
4,1,108,2,904,10110,1,3,,1080,1,148,3,4,3,2015,,,,,,,,,,,,,,,,4,131,,1,,3,131,,7200
4,1,108,2,904,10110,1,4,,1120,1,52,1,4,4,2015,,,,,,,,,,,,,,,,75,81,,1,,55,81,,13750
4,1,108,2,904,10110,1,5,,1124,1,44,1,4,4,2015,,,,,,,,,,,,,,,,61,81,,1,,40,81,,4000
4,1,108,2,904,10110,1,6,,1020,1,246,1,4,4,2015,,,,,,,,,,,,,,,,6,151,,1,,4,151,,4000
4,1,108,2,904,10110,1,7,,3180,2,,,,,,8,3,8,,0,3,2015,5,2015,2,,,28,3,,32,3,,1,,20,3,,5000
2,2,209,2,1040,20001,1,1,,1010,1,1,6,1,8,2015,,,,,,,,,,,,,,,,12,1,,1,30,10,1,,100000
2,2,209,2,1040,20001,2,1,,1070,1,1.5,6,4,6,2015,,,,,,,,,,,,,,,,10,1,,2,,,,,
2,2,209,2,1040,20001,2,2,,2220,1,1.5,6,4,6,2015,,,,,,,,,,,,,,,,8,1,,1,100,96,1,,96000
2,2,209,2,1040,20001,3,1,,1110,1,1,6,1,6,2015,,,,,,,,,,,,,,,,25,1,,1,80,20,1,,100000
2,2,209,2,1040,20001,4,1,,1110,1,1,6,1,7,2015,,,,,,,,,,,,,,,,15,1,,1,80,12,1,,60000
2,2,209,2,1040,20002,1,1,,1080,1,1,6,1,6,2015,,,,,,,,,,,,,,,,20,132,,1,30,,,,25000
2,2,209,2,1040,20002,2,1,,1110,1,1,6,1,6,2015,,,,,,,,,,,,,,,,26,132,,1,80,,,,100000
2,2,209,2,1040,20002,3,1,,2220,1,1,6,4,6,2015,,,,,,,,,,,,,,,,12,132,,1,20,,,,20000
2,2,209,2,1040,20002,4,1,,1070,1,1,6,4,6,2015,,,,,,,,,,,,,,,,10,132,,1,50,,,,25000
2,34,3401,2,0,20003,1,1,,1010,1,2,5,1,9,2015,,,,,,,,,,,,,,,,2,132,,1,,1,132,,4000
2,34,3401,2,0,20003,2,1,,1080,1,1.5,5,4,6,2015,,,,,,,,,,,,,,,,2,132,,2,,,,,
2,34,3401,2,0,20003,2,2,,1010,1,1.5,5,4,9,2015,,,,,,,,,,,,,,,,15,31,,2,,,,,
2,34,3401,2,0,20003,2,3,,1060,1,1.5,5,4,6,2015,,,,,,,,,,,,,,,,2,132,,1,,1,132,,5000
2,34,3401,2,0,20003,2,4,,1070,1,1.5,5,4,6,2015,,,,,,,,,,,,,,,,20,31,,2,,,,,
2,2,209,2,0,20004,1,1,,2220,1,5,5,1,6,2015,,,,,,,,,,,,,,,,16,132,,1,50,8,132,,80000
2,2,209,2,0,20004,2,1,,1070,1,6,5,1,7,2015,,,,,,,,,,,,,,,,20,132,,2,,,,,
2,2,209,2,1040,20005,1,1,,1010,1,61,2,1,8,2015,,,,,,,,,,,,,,,,10,132,,1,80,8,132,,80000
2,2,209,2,1040,20005,2,1,,1100,1,1,5,1,6,2015,,,,,,,,,,,,,,,,3,132,,1,100,3,132,,21000
2,2,209,2,1040,20005,3,1,,1110,1,5,5,1,6,2015,,,,,,,,,,,,,,,,5,132,,1,50,2.5,132,,12500
2,2,209,2,1040,20005,4,1,,1110,1,1,5,1,6,2015,,,,,,,,,,,,,,,,4,132,,1,50,2,132,,10000
2,2,209,2,1040,20006,1,1,,1010,1,118,2,1,7,2015,,,,,,,,,,,,,,,,15,132,,1,50,7.5,132,,75000
2,2,209,2,1040,20006,2,1,,1110,1,1,5,1,6,2015,,,,,,,,,,,,,,,,100,132,,1,50,50,132,,250000
2,2,209,2,1040,20006,3,1,,1080,1,0.5,5,1,6,2015,,,,,,,,,,,,,,,,20,132,,1,50,10,132,,50000
2,2,209,2,1040,20006,4,1,,1080,1,2,5,4,6,2015,,,,,,,,,,,,,,,,20,132,,1,50,10,132,,50000
2,2,209,2,1040,20006,4,2,,1070,1,2,5,4,6,2015,,,,,,,,,,,,,,,,5,131,,1,50,2.5,132,,12500
2,2,209,2,1040,20007,1,1,,1080,1,2.1,6,2,3,2014,,,,,,,,,,,,,,,,400,1,,1,60,,,,15000
2,2,209,2,1040,20007,1,2,,1110,1,3,6,2,3,2014,,,,,,,,,,,,,,,,1000,1,,1,40,,,,24000
2,2,209,2,1040,20007,2,1,,1110,1,2.5,6,2,3,2014,,,,,,,,,,,,,,,,1000,1,,1,50,,,,25000
2,2,209,2,1040,20007,2,2,,2220,1,1,6,1,4,2014,,,,,,,,,,,,,,,,200,1,,1,50,,,,7000
2,2,209,2,1040,20007,3,1,,1070,1,2.5,6,1,3,2014,,,,,,,,,,,,,,,,200,1,,1,50,,,,4500
2,2,209,2,1040,20007,4,1,,1010,1,3.2,6,1,3,2014,,,,,,,,,,,,,,,,400,1,,1,50,,,,18000
2,2,209,2,1040,20007,5,1,,1080,1,1,6,1,3,2014,,,,,,,,,,,,,,,,200,1,,1,50,,,,4500
2,2,209,2,1040,20007,6,1,,1070,1,2,6,1,4,2014,,,,,,,,,,,,,,,,200,1,,1,50,,,,5000
2,2,209,2,1040,20008,1,1,,1080,1,1,6,1,4,2014,,,,,,,,,,,,,,,,600,1,,2,,,,,
2,2,209,2,1040,20008,2,1,,1070,1,2,6,1,4,2014,,,,,,,,,,,,,,,,800,1,,2,,,,,
2,2,209,2,1040,20008,3,1,,1110,1,3,6,1,4,2014,,,,,,,,,,,,,,,,1000,1,,2,,,,,
2,2,209,2,1040,20009,1,1,,1010,1,150,2,1,8,2015,,,,,,,,,,,,,,,,7,132,,1,50,6.5,132,,130000
2,2,209,2,1040,20009,2,1,,1070,1,1,5,1,5,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
2,2,209,2,1040,20010,1,1,,1080,1,1,5,1,6,2015,,,,,,,,,,,,,,,,7,132,,2,,,,,
2,2,209,2,1040,20010,2,1,,1070,1,2,5,4,6,2015,,,,,,,,,,,,,,,,7,132,,2,,,,,
2,2,209,2,1040,20010,2,2,,1010,1,2,5,4,7,2015,,,,,,,,,,,,,,,,3,132,,1,70,,,,22000
2,2,209,2,1040,20010,3,1,,1110,1,1,5,1,6,2015,,,,,,,,,,,,,,,,5,132,,1,80,,,,16000
2,2,209,2,1040,20010,4,1,,2220,1,62,2,1,6,2015,,,,,,,,,,,,,,,,4,132,,1,100,,,,52000
2,34,3416,2,0,20011,1,1,,1070,1,0.5,6,1,5,2015,,,,,,,,,,,,,,,,6,132,,2,,,,,
2,34,3416,2,0,20011,2,1,,1010,1,1.5,6,1,8,2015,,,,,,,,,,,,,,,,1,132,,1,50,0.5,132,,3500
2,34,3416,2,0,20011,3,1,,2020,1,1,6,1,7,2015,,,,,,,,,,,,,,,,3,132,,1,50,1.5,132,,11500
2,34,3416,2,0,20011,4,1,,1060,1,1.5,6,1,6,2015,,,,,,,,,,,,,,,,2,132,,1,50,1,132,,10000
2,34,3416,2,0,20011,5,1,,1111,1,2.5,6,1,6,2015,,,,,,,,,,,,,,,,6,132,,2,,,,,
2,2,221,2,18,20012,1,1,,1080,1,4,5,1,4,2015,,,,,,,,,,,,,,,,15,132,,2,,,,,
2,2,221,2,18,20012,2,1,,1070,1,3,5,1,5,2015,,,,,,,,,,,,,,,,20,132,,2,,,,,
2,2,221,2,18,20012,3,1,,1080,1,5,5,1,4,2015,,,,,,,,,,,,,,,,10,132,,2,,,,,
2,2,221,2,18,20012,4,1,,1100,1,3,5,1,4,2015,,,,,,,,,,,,,,,,6,132,,2,,,,,
2,2,221,2,18,20013,1,1,,1080,1,1.5,6,1,7,2015,,,,,,,,,,,,,,,,20,132,,1,50,,,,60000
2,2,221,2,18,20013,2,1,,2140,1,1,6,1,7,2015,,,,,,,,,,,,,,,,100,141,,1,100,,,,20000
2,2,221,2,18,20013,3,1,,1010,1,0.5,6,1,8,2015,,,,,,,,,,,,,,,,5,132,,1,50,,,,50000
2,2,221,2,18,20014,1,1,,1080,1,1,6,1,6,2015,,,,,,,,,,,,,,,,40,132,,2,,,,,
2,2,221,2,18,20014,2,1,,1050,1,1,6,1,7,2015,,,,,,,,,,,,,,,,8,132,,1,100,8,132,,64000
2,2,221,2,18,20014,3,1,,1080,1,1,6,1,6,2015,,,,,,,,,,,,,,,,25,132,,2,,,,,
2,2,221,2,18,20015,1,1,,1070,1,1030,2,1,6,2015,,,,,,,,,,,,,,,,20,132,,2,,,,,
2,2,221,2,18,20015,2,1,,1050,1,70,2,1,7,2015,,,,,,,,,,,,,,,,10,132,,1,100,10,132,,100000
2,2,221,2,18,20015,3,1,,1050,1,300,2,1,7,2015,,,,,,,,,,,,,,,,12,132,,1,100,12,132,,120000
2,2,221,2,18,20016,1,1,,1080,1,3,6,1,3,2015,,,,,,,,,,,,,,,,30,132,,1,50,,,,120000
2,2,221,2,18,20016,2,1,,1070,1,2,6,1,3,2015,,,,,,,,,,,,,,,,15,132,,1,50,,,,50000
2,2,221,2,18,20016,3,1,,1080,1,1.5,6,1,3,2015,,,,,,,,,,,,,,,,20,132,,1,50,,,,70000
2,2,221,2,18,20017,1,1,,1080,1,1,5,1,6,2015,,,,,,,,,,,,,,,,15,132,,2,,,,,
2,2,221,2,18,20017,2,1,,1110,1,1.5,5,1,6,2015,,,,,,,,,,,,,,,,20,132,,2,,,,,
