"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11fc5","s11fq1a","s11fq1b","s11fq2","s11fq3a","s11fq3b","s11fq4a","s11fq4b","s11fq5","s11fq6","s11fq7","s11fq8a","s11fq8b","s11fq8c","s11fq8d","s11fq9","s11fq10","s11fq10_os","s11fq11a","s11fq11b","s11fq11b_os","s11fq12a","s11fq12b","s11fq12b_os","s11fq13","s11fq14a","s11fq14b","s11fq14c","s11fq14c_os","s11fq15"
3,19,1916,2,1516,190039,1,5,,2120,1,20,2,1,7,2015,,,,,,,,,,,,,,,,26,71,,1,70,,,,11900
3,19,1916,2,1516,190039,2,1,,1100,1,119,2,1,6,2015,,,,,,,,,,,,,,,,168,31,,2,,,,,
3,19,1916,2,1516,190039,2,2,,1070,1,102,2,1,6,2015,,,,,,,,,,,,,,,,97,31,,2,,,,,
3,19,1916,2,1516,190039,2,3,,1010,,56,2,1,7,2015,,,,,,,,,,,,,,,,56,31,,1,30,,,,14000
3,19,1916,2,1516,190040,1,1,,1070,1,102,2,4,6,2015,,,,,,,,,,,,,,,,320,31,,2,,,,,
3,19,1916,2,1516,190040,1,2,,1010,1,90,2,4,7,2015,,,,,,,,,,,,,,,,127,31,,1,50,,,,36000
3,19,1916,2,1516,190040,1,3,,1100,1,85,2,4,6,2015,,,,,,,,,,,,,,,,260,31,,2,,,,,
3,19,1916,2,1516,190040,1,4,,1020,1,65,2,4,7,2015,,,,,,,,,,,,,,,,1965,81,,1,75,,,,23000
3,19,1916,2,1516,190040,2,1,,1100,1,115,2,4,6,2015,,,,,,,,,,,,,,,,167,31,,2,,,,,
3,19,1916,2,1516,190040,2,2,,1010,1,169,2,4,7,2015,,,,,,,,,,,,,,,,120,31,,2,,,,,
3,19,1916,2,1516,190040,2,3,,1060,1,89,2,4,7,2015,,,,,,,,,,,,,,,,405,31,,2,,,,,
3,19,1916,2,1516,190040,3,1,,1100,1,161,2,4,7,2015,,,,,,,,,,,,,,,,350,31,,2,,,,,
3,19,1916,2,1516,190040,3,2,,1060,1,155,2,4,7,2015,,,,,,,,,,,,,,,,220,31,,2,,,,,
3,19,1916,2,1516,190040,3,3,,1010,1,86,2,4,7,2015,,,,,,,,,,,,,,,,120,31,,1,50,,,,95000
3,19,1916,2,1516,190040,3,4,,2140,1,86,2,4,7,2015,,,,,,,,,,,,,,,,350,31,,2,,,,,
3,19,1901,2,640,190041,1,1,,1070,1,80,2,4,4,2015,,,,,,,,,,,,,,,,37,161,,2,,,,,
3,19,1901,2,640,190041,1,2,,1100,1,56,2,4,4,2015,,,,,,,,,,,,,,,,59,161,,2,,,,,
3,19,1901,2,640,190041,1,3,,1010,1,24,2,4,4,2015,,,,,,,,,,,,,,,,20,50,,2,,,,,
3,19,1901,2,640,190041,2,1,,1100,1,32,2,4,4,2015,,,,,,,,,,,,,,,,39,161,,2,,,,,
3,19,1901,2,640,190041,2,2,,1070,1,45,2,4,4,2015,,,,,,,,,,,,,,,,83,50,,2,,,,,
3,19,1901,2,640,190041,2,3,,1060,1,51,2,4,5,2015,,,,,,,,,,,,,,,,70,50,,2,,,,,
3,19,1901,2,640,190041,2,4,,1010,1,74,2,4,5,2015,,,,,,,,,,,,,,,,,,,,,,,,
3,19,1901,2,640,190042,1,1,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,300,51,,2,,,,,
3,19,1901,2,640,190042,1,2,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,240,51,,2,,,,,
3,19,1901,2,640,190042,1,3,,1010,1,50,2,4,6,2015,,,,,,,,,,,,,,,,1,51,,2,,,,,
3,19,1901,2,640,190042,1,4,,1060,1,50,2,4,6,2015,,,,,,,,,,,,,,,,3,51,,2,,,,,
3,19,1901,2,640,190042,2,1,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,300,51,,2,,,,,
3,19,1901,2,640,190042,2,2,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,240,51,,2,,,,,
3,19,1901,2,640,190042,2,3,,1010,1,50,2,4,6,2015,,,,,,,,,,,,,,,,1,51,,2,,,,,
3,19,1901,2,640,190042,2,4,,1060,1,50,2,4,6,2015,,,,,,,,,,,,,,,,3,51,,2,,,,,
3,19,1901,2,640,190043,1,1,,1100,1,40,2,4,6,2015,,,,,,,,,,,,,,,,20,160,,2,,,,,
3,19,1901,2,640,190043,1,2,,1070,1,30,2,4,6,2015,,,,,,,,,,,,,,,,15,160,,2,,,,,
3,19,1901,2,640,190043,1,3,,1010,1,30,2,4,6,2015,,,,,,,,,,,,,,,,1,131,,2,,,,,
3,19,1901,2,640,190043,2,1,,1060,1,50,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1901,2,640,190043,2,2,,2040,1,50,2,4,6,2015,,,,,,,,,,,,,,,,1,131,,1,100,1,131,,20000
3,19,1901,2,640,190044,1,1,,1070,1,28,2,4,6,2015,,,,,,,,,,,,,,,,30,101,,2,,,,,
3,19,1901,2,640,190044,1,2,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,38,101,,2,,,,,
3,19,1901,2,640,190044,1,3,,1060,1,19,2,4,7,2015,,,,,,,,,,,,,,,,49,50,,2,,,,,
3,19,1901,2,640,190044,1,4,,1010,1,12,2,4,7,2015,,,,,,,,,,,,,,,,42,101,,2,,,,,
3,19,1901,2,640,190044,2,1,,1100,1,57,2,4,6,2015,,,,,,,,,,,,,,,,106,50,,2,,,,,
3,19,1901,2,640,190044,2,2,,1060,1,102,2,4,7,2015,,,,,,,,,,,,,,,,63,50,,2,,,,,
3,19,1901,2,640,190044,2,3,,1010,1,57,2,4,7,2015,,,,,,,,,,,,,,,,63,50,,2,,,,,
3,19,1901,2,640,190045,1,1,,1100,1,52,2,4,5,2015,,,,,,,,,,,,,,,,70,101,,2,,,,,
3,19,1901,2,640,190045,1,2,,1060,1,81,2,4,5,2015,,,,,,,,,,,,,,,,60,50,,2,,,,,
3,19,1901,2,640,190045,1,3,,1070,1,26,2,4,4,2015,,,,,,,,,,,,,,,,45,101,,2,,,,,
3,19,1901,2,640,190045,1,4,,1010,1,17,2,4,4,2015,,,,,,,,,,,,,,,,80,50,,2,,,,,
3,19,1901,2,640,190045,2,1,,1100,1,60,2,4,5,2015,,,,,,,,,,,,,,,,40,101,,2,,,,,
3,19,1901,2,640,190045,2,2,,1070,1,83,2,4,5,2015,,,,,,,,,,,,,,,,38,101,,2,,,,,
3,19,1901,2,640,190045,2,3,,1010,1,75,2,4,5,2015,,,,,,,,,,,,,,,,25,50,,2,,,,,
3,19,1901,2,640,190045,2,4,,1060,1,112,2,4,5,2015,,,,,,,,,,,,,,,,70,50,,2,,,,,
3,19,1901,2,640,190046,1,1,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,120,51,,2,,,,,
3,19,1901,2,640,190046,1,2,,1060,1,25,2,4,6,2015,,,,,,,,,,,,,,,,4,132,,1,80,,,,27000
3,19,1901,2,640,190046,1,3,,1010,1,25,2,4,6,2015,,,,,,,,,,,,,,,,1,131,,1,80,,,,6000
3,19,1901,2,640,190046,2,1,,1060,1,50,2,4,6,2015,,,,,,,,,,,,,,,,5,132,,1,80,,,,363000
3,19,1901,2,640,190046,2,2,,1010,1,50,2,4,6,2015,,,,,,,,,,,,,,,,1,131,,1,80,,,,6000
3,19,1901,2,640,190046,2,3,,1070,1,100,2,4,6,2015,,,,,,,,,,,,,,,,72,51,,2,,,,,
3,19,1901,2,640,190047,1,1,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,30,162,,2,,,,,
3,19,1901,2,640,190047,1,2,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,30,162,,2,,,,,
3,19,1901,2,640,190047,1,3,,1010,1,50,2,4,6,2015,,,,,,,,,,,,,,,,4,131,,1,50,2,131,,10000
3,19,1901,2,640,190047,1,4,,1060,1,50,2,4,6,2015,,,,,,,,,,,,,,,,20,131,,1,50,10,131,,10000
3,19,1901,2,640,190047,2,1,,1070,1,40,2,4,6,2015,,,,,,,,,,,,,,,,25,162,,2,,,,,
3,19,1901,2,640,190047,2,2,,1100,1,40,2,4,6,2015,,,,,,,,,,,,,,,,28,162,,2,,,,,
3,19,1901,2,640,190047,2,3,,1010,1,35,2,4,6,2015,,,,,,,,,,,,,,,,3,131,,1,70,2,131,,15000
3,19,1901,2,640,190047,2,4,,1060,1,35,2,4,6,2015,,,,,,,,,,,,,,,,15,131,,1,70,10,131,,15000
3,19,1901,2,640,190048,1,1,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,400,52,,2,,,,,
3,19,1901,2,640,190048,1,2,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,200,52,,2,,,,,
3,19,1901,2,640,190048,2,1,,1060,1,75,2,4,6,2015,,,,,,,,,,,,,,,,160,52,,1,50,80,52,,10000
3,19,1901,2,640,190048,2,2,,1010,1,75,2,4,6,2015,,,,,,,,,,,,,,,,80,52,,1,50,40,52,,6000
3,19,1901,2,640,190049,1,1,,1070,1,30,2,4,6,2015,,,,,,,,,,,,,,,,40,161,,2,,,,,
3,19,1901,2,640,190049,1,2,,1060,1,30,2,4,6,2015,,,,,,,,,,,,,,,,10,131,,2,,,,,
3,19,1901,2,640,190049,1,3,,1010,1,20,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1901,2,640,190049,1,4,,1100,1,20,2,4,6,2015,,,,,,,,,,,,,,,,30,161,,2,,,,,
3,19,1901,2,640,190049,2,1,,1020,1,70,2,1,8,2014,,,,,,,,,,,,,,,,10,131,,2,,,,,
3,19,1901,2,640,190050,1,1,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,480,52,,2,,,,,
3,19,1901,2,640,190050,1,2,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,250,52,,2,,,,,
3,19,1901,2,640,190050,2,1,,1010,1,100,2,4,6,2015,,,,,,,,,,,,,,,,100,52,,1,50,50,52,,6000
3,19,1901,2,640,190050,2,2,,1110,1,100,2,4,6,2015,,,,,,,,,,,,,,,,120,52,,1,50,60,52,,8000
3,19,1901,2,640,190050,2,3,,1062,,,,,,,,,,,,,,,,,,,,,,200,52,,1,50,100,52,,10000
3,19,1937,2,432,190051,1,1,,1070,1,40,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1937,2,432,190051,1,2,,1100,1,40,2,4,6,2015,,,,,,,,,,,,,,,,1,130,,2,,,,,
3,19,1937,2,432,190051,1,3,,1010,1,80,2,4,6,2015,,,,,,,,,,,,,,,,1,130,,2,,,,,
3,36,3611,2,0,190052,1,1,,1070,1,54,2,1,4,2015,,,,,,,,,,,,,,,,42,132,,1,,30,132,,105000
3,36,3611,2,0,190052,1,2,,1100,1,93,2,2,4,2015,,,,,,,,,,,,,,,,50,132,,1,,40,132,,140000
3,36,3611,2,0,190052,1,3,,1010,1,55,2,2,5,2015,,,,,,,,,,,,,,,,32,132,,1,,30,132,,195000
3,19,1937,2,432,190053,1,1,,1070,1,35,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1937,2,432,190053,1,2,,1010,1,35,2,4,6,2015,,,,,,,,,,,,,,,,1,131,,2,,,,,
3,19,1937,2,432,190053,1,3,,1060,1,35,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1937,2,432,190053,1,4,,1100,1,35,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1937,2,432,190053,2,1,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,5,131,,2,,,,,
3,19,1937,2,432,190054,1,1,,2040,1,90,2,4,6,2015,,,,,,,,,,,,,,,,8,131,,1,100,8,131,,70000
3,19,1937,2,432,190054,2,1,,1070,1,60,2,4,6,2015,,,,,,,,,,,,,,,,30,162,,2,,,,,
3,19,1937,2,432,190054,2,2,,1100,1,60,2,4,6,2015,,,,,,,,,,,,,,,,30,162,,2,,,,,
3,19,1937,2,432,190054,3,1,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,20,162,,2,,,,,
3,19,1937,2,432,190054,3,2,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,20,162,,2,,,,,
3,19,1937,2,432,190054,3,3,,1060,1,40,2,4,6,2015,,,,,,,,,,,,,,,,10,131,,1,70,7,131,,20000
3,19,1937,2,432,190054,4,1,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,25,162,,2,,,,,
3,19,1937,2,432,190054,4,2,,1010,1,50,2,4,6,2015,,,,,,,,,,,,,,,,1,131,,2,,,,,
3,19,1937,2,432,190056,1,1,,1070,1,40,2,1,6,2015,,,,,,,,,,,,,,,,10,161,,2,,,,,
3,19,1937,2,432,190056,1,2,,1100,1,40,2,1,6,2015,,,,,,,,,,,,,,,,10,161,,2,,,,,
3,19,1937,2,432,190056,2,1,,1060,1,50,2,1,6,2015,,,,,,,,,,,,,,,,7,161,,1,2,,,,20000
3,19,1937,2,432,190056,2,2,,1010,1,50,2,1,6,2015,,,,,,,,,,,,,,,,7,161,,2,,,,,
3,19,1937,2,432,190056,2,3,,2220,1,50,2,1,6,2015,,,,,,,,,,,,,,,,100,52,,1,3,,,,50000
3,19,1937,2,432,190059,1,1,,1070,1,120,2,4,6,2015,,,,,,,,,,,,,,,,142,31,,2,,,,,
3,19,1937,2,432,190059,1,2,,1100,1,95,2,4,6,2015,,,,,,,,,,,,,,,,90,31,,2,,,,,
3,19,1937,2,432,190059,1,3,,1010,1,130,2,4,7,2015,,,,,,,,,,,,,,,,30,31,,1,50,,,,4000
3,19,1937,2,432,190059,2,1,,1070,1,85,2,4,6,2015,,,,,,,,,,,,,,,,105,31,,2,,,,,
3,19,1937,2,432,190059,2,2,,1010,1,64,2,4,7,2015,,,,,,,,,,,,,,,,61,31,,1,40,,,,8300
3,19,1937,2,432,190059,2,3,,1100,1,65,2,4,6,2015,,,,,,,,,,,,,,,,96,31,,2,,,,,
3,19,1937,2,432,190059,2,4,,2140,1,65,2,4,7,2015,,,,,,,,,,,,,,,,17,31,,1,70,,,,4000
3,19,1936,2,1994,190061,1,1,,1070,1,100,2,4,5,2015,,,,,,,,,,,,,,,,40,130,,2,,,,,
3,19,1936,2,1994,190061,1,2,,1080,1,100,2,4,5,2015,,,,,,,,,,,,,,,,2,130,,2,,,,,
3,19,1936,2,1994,190061,1,3,,1100,1,100,2,4,5,2015,,,,,,,,,,,,,,,,2,130,,2,,,,,
3,19,1936,2,1994,190061,1,4,,2220,1,200,2,4,5,2015,,,,,,,,,,,,,,,,1,130,,1,100,,,,8000
3,19,1936,2,1994,190061,1,5,,1010,1,50,2,4,5,2015,,,,,,,,,,,,,,,,20,51,,2,,,,,
3,19,1936,2,1994,190061,1,6,,2120,1,50,2,4,5,2015,,,,,,,,,,,,,,,,4,130,,1,100,,,,7100
3,19,1936,2,1994,190061,1,7,,3030,,,,,,,,,,,,,,,,,,,,,,1.5,130,,1,100,,,,24000
3,19,1936,2,1994,190062,1,1,,1060,1,100,2,4,5,2015,,,,,,,,,,,,,,,,5,131,,2,,,,,
3,19,1936,2,1994,190062,1,2,,1070,1,50,2,4,5,2015,,,,,,,,,,,,,,,,7,130,,2,,,,,
3,19,1936,2,1994,190062,1,3,,1080,1,50,2,4,5,2015,,,,,,,,,,,,,,,,3,130,,2,,,,,
3,19,1936,2,1994,190062,1,4,,1020,1,20,2,4,5,2015,,,,,,,,,,,,,,,,3,130,,2,,,,,
3,19,1936,2,1994,190062,1,5,,3030,1,60,2,4,5,2015,,,,,,,,,,,,,,,,2.5,130,,1,100,,,,40000
3,19,1936,2,1994,190062,1,6,,2130,1,60,2,4,5,2015,,,,,,,,,,,,,,,,5,130,,1,100,,,,50000
3,19,1936,2,1994,190062,1,7,,1010,1,50,2,4,5,2015,,,,,,,,,,,,,,,,30,51,,1,30,,,,12000
3,19,1936,2,1994,190062,2,1,,1070,1,120,2,4,5,2015,,,,,,,,,,,,,,,,6,130,,2,,,,,
3,19,1936,2,1994,190062,2,2,,1110,1,80,2,4,5,2015,,,,,,,,,,,,,,,,7,130,,1,100,,,,35000
3,19,1936,2,1994,190062,3,1,,2260,1,90,2,4,5,2015,,,,,,,,,,,,,,,,7,141,,2,,,,,
3,19,1936,2,1994,190062,4,1,,1100,1,60,2,4,5,2015,,,,,,,,,,,,,,,,1,130,,2,,,,,
3,19,1936,2,1994,190062,4,2,,1010,1,60,2,4,5,2015,,,,,,,,,,,,,,,,15,51,,2,,,,,
3,19,1936,2,1994,190064,1,1,,1070,1,70,2,4,6,2015,,,,,,,,,,,,,,,,170,31,,2,,,,,
3,19,1936,2,1994,190064,1,2,,1100,1,68,2,4,6,2015,,,,,,,,,,,,,,,,100,31,,2,,,,,
3,19,1936,2,1994,190064,1,3,,1010,1,59,2,4,6,2015,,,,,,,,,,,,,,,,85,31,,1,50,,,,17000
3,19,1936,2,1994,190064,1,4,,1060,1,46,2,4,6,2015,,,,,,,,,,,,,,,,120,31,,2,,,,,
3,19,1936,2,1994,190064,1,5,,2220,1,72,2,4,6,2015,,,,,,,,,,,,,,,,65,31,,1,80,,,,11000
3,19,1936,2,1994,190064,1,6,,2020,1,68,2,4,6,2015,,,,,,,,,,,,,,,,90,31,,2,,,,,
3,19,1936,2,1994,190064,2,1,,1110,1,99,2,4,6,2015,,,,,,,,,,,,,,,,192,31,,2,,,,,
3,19,1936,2,1994,190064,2,2,,2181,1,111,2,4,6,2015,,,,,,,,,,,,,,,,25,131,,1,70,,,,54000
3,19,1936,2,1994,190065,1,1,,1070,1,62,2,4,6,2015,,,,,,,,,,,,,,,,4,161,,2,,,,,
3,19,1936,2,1994,190065,1,2,,1010,1,56,2,4,7,2015,,,,,,,,,,,,,,,,3,131,,2,,,,,
3,19,1936,2,1994,190065,1,3,,1060,1,44,2,4,7,2015,,,,,,,,,,,,,,,,4,131,,2,,,,,
3,19,1936,2,1994,190065,1,4,,1100,1,67,2,4,6,2015,,,,,,,,,,,,,,,,2,161,,2,,,,,
3,19,1936,2,1994,190065,1,5,,2140,1,36,2,4,7,2015,,,,,,,,,,,,,,,,2,130,,2,,,,,
3,19,1936,2,1994,190065,1,6,,2130,1,23,2,4,7,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1936,2,1994,190065,2,1,,1100,1,85,2,4,6,2015,,,,,,,,,,,,,,,,1,161,,2,,,,,
3,19,1936,2,1994,190065,2,2,,1010,1,63,2,4,7,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1936,2,1994,190065,2,3,,1070,1,80,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1936,2,1994,190065,2,4,,2120,1,47,2,4,7,2015,,,,,,,,,,,,,,,,1,141,,2,,,,,
3,19,1936,2,1994,190065,2,5,,1080,1,99,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1936,2,1994,190065,3,1,,1110,1,2,5,1,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1936,2,1994,190066,1,1,,1080,1,30,2,4,6,2015,,,,,,,,,,,,,,,,2,132,,2,,,,,
3,19,1936,2,1994,190066,1,2,,2220,1,30,2,4,6,2015,,,,,,,,,,,,,,,,2,132,,1,100,2,132,,20000
3,19,1936,2,1994,190066,1,3,,2120,1,10,2,4,6,2015,,,,,,,,,,,,,,,,15,131,,1,70,4,132,,5000
3,19,1936,2,1994,190066,2,1,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
3,19,1936,2,1994,190066,2,2,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
3,19,1936,2,1994,190066,2,3,,1080,1,40,2,4,6,2015,,,,,,,,,,,,,,,,3,132,,1,100,3,132,,30000
3,19,1936,2,1994,190066,3,1,,2220,1,100,2,4,6,2015,,,,,,,,,,,,,,,,2,132,,2,,,,,
3,19,1936,2,1994,190066,4,1,,1070,1,40,2,4,6,2015,,,,,,,,,,,,,,,,2,132,,2,,,,,
3,19,1936,2,1994,190066,4,2,,1100,1,40,2,4,6,2015,,,,,,,,,,,,,,,,,,,,,,,,
3,19,1936,2,1994,190067,1,1,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
3,19,1936,2,1994,190067,1,2,,1100,1,40,2,4,6,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
3,19,1936,2,1994,190067,1,3,,1080,1,30,2,4,6,2015,,,,,,,,,,,,,,,,3,132,,2,,,,,
3,19,1936,2,1994,190067,1,4,,1010,1,30,2,4,6,2015,,,,,,,,,,,,,,,,1,132,,2,,,,,
3,19,1936,2,1994,190067,2,1,,1070,1,30,2,4,6,2015,,,,,,,,,,,,,,,,2,132,,2,,,,,
3,19,1936,2,1994,190067,2,2,,2220,1,30,2,4,6,2015,,,,,,,,,,,,,,,,2,132,,1,100,2,132,,20000
3,19,1936,2,1994,190067,2,3,,1010,1,20,2,4,6,2015,,,,,,,,,,,,,,,,1,132,,1,100,1,132,,10000
3,19,1936,2,1994,190067,3,1,,1070,1,40,2,4,6,2015,,,,,,,,,,,,,,,,2,132,,2,,,,,
3,19,1936,2,1994,190067,3,2,,1080,1,30,2,4,6,2015,,,,,,,,,,,,,,,,2,132,,2,,,,,
3,19,1936,2,1994,190068,1,1,,1080,1,50,2,4,6,2015,,,,,,,,,,,,,,,,352,31,,1,50,,,,125000
3,19,1936,2,1994,190068,1,2,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,293,31,,2,,,,,
3,19,1936,2,1994,190068,1,3,,1100,1,40,2,4,6,2015,,,,,,,,,,,,,,,,206,31,,2,,,,,
3,19,1936,2,1994,190068,2,1,,1010,1,40,2,4,6,2015,,,,,,,,,,,,,,,,255,31,,1,70,,,,143000
3,19,1936,2,1994,190068,2,2,,2220,1,20,2,4,6,2015,,,,,,,,,,,,,,,,202,31,,2,,,,,
3,19,1936,2,1994,190069,1,1,,1080,1,50,2,4,6,2015,,,,,,,,,,,,,,,,400,52,,1,50,,,,40000
3,19,1936,2,1994,190069,1,2,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,200,52,,1,50,,,,30000
3,19,1936,2,1994,190069,2,1,,1100,1,40,2,4,6,2015,,,,,,,,,,,,,,,,200,52,,1,100,,,,20000
3,19,1936,2,1994,190069,2,2,,1060,1,40,2,4,6,2015,,,,,,,,,,,,,,,,100,52,,1,100,,,,16000
3,19,1936,2,1994,190069,2,3,,2220,1,40,2,4,6,2015,,,,,,,,,,,,,,,,100,52,,1,100,,,,30000
3,19,1936,2,1994,190070,1,1,,1070,1,70,2,4,6,2015,,,,,,,,,,,,,,,,600,52,,2,,,,,
3,19,1936,2,1994,190070,1,2,,1100,1,80,2,4,6,2015,,,,,,,,,,,,,,,,400,52,,2,,,,,
3,19,1936,2,1994,190070,1,3,,1010,1,50,2,4,6,2015,,,,,,,,,,,,,,,,240,52,,2,,,,,
3,19,1936,2,1994,190070,2,1,,1080,1,70,2,4,6,2015,,,,,,,,,,,,,,,,400,52,,2,,,,,
3,19,1936,2,1994,190070,2,2,,1060,1,80,2,4,6,2015,,,,,,,,,,,,,,,,240,52,,1,100,,,,18000
3,19,1902,2,52,190071,1,1,,1070,1,20,2,4,6,2015,,,,,,,,,,,,,,,,6,161,,1,50,3,161,,200000
3,19,1902,2,52,190071,1,2,,1100,1,20,2,4,6,2015,,,,,,,,,,,,,,,,70,161,,1,20,4,161,,50000
3,19,1902,2,52,190071,1,3,,1010,1,15,2,4,6,2015,,,,,,,,,,,,,,,,6,131,,1,30,3,131,,20000
3,19,1902,2,52,190071,2,1,,1070,1,30,2,4,6,2015,,,,,,,,,,,,,,,,3,161,,1,20,2,161,,1000
3,19,1902,2,52,190071,2,2,,1060,1,30,2,4,6,2015,,,,,,,,,,,,,,,,8,131,,1,40,4,131,,200000
3,19,1902,2,52,190071,2,3,,1010,1,20,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1902,2,52,190071,2,4,,2040,1,20,2,4,6,2015,,,,,,,,,,,,,,,,4,131,,2,,,,,
3,19,1902,2,52,190071,3,1,,1070,1,20,2,4,6,2015,,,,,,,,,,,,,,,,2,161,,2,,,,,
3,19,1902,2,52,190071,3,2,,1100,1,20,2,4,6,2015,,,,,,,,,,,,,,,,3,161,,2,,,,,
3,19,1902,2,52,190071,3,3,,1010,1,10,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1902,2,52,190072,1,1,,1010,1,25,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1902,2,52,190072,1,2,,1100,1,25,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1902,2,52,190072,1,3,,1070,1,25,2,4,6,2015,,,,,,,,,,,,,,,,2,131,,2,,,,,
3,19,1902,2,52,190072,2,1,,1100,1,25,2,4,6,2015,,,,,,,,,,,,,,,,1,131,,2,,,,,
3,19,1902,2,52,190072,2,2,,1010,1,25,2,4,6,2015,,,,,,,,,,,,,,,,20,51,,2,,,,,
3,19,1902,2,52,190072,2,3,,1070,1,25,2,4,6,2015,,,,,,,,,,,,,,,,30,51,,2,,,,,
3,19,1902,2,52,190073,1,1,,1070,1,20,2,4,6,2015,,,,,,,,,,,,,,,,15,162,,2,,,,,
3,19,1902,2,52,190073,1,2,,1100,1,20,2,4,6,2015,,,,,,,,,,,,,,,,15,162,,2,,,,,
3,19,1902,2,52,190073,1,3,,1010,1,10,2,4,6,2015,,,,,,,,,,,,,,,,20,52,,2,,,,,
3,19,1902,2,52,190074,1,1,,1070,1,50,2,4,6,2015,,,,,,,,,,,,,,,,500,52,,2,,,,,
3,19,1902,2,52,190074,1,2,,1100,1,50,2,4,6,2015,,,,,,,,,,,,,,,,400,52,,2,,,,,
3,19,1902,2,52,190074,2,1,,1010,1,20,2,4,6,2015,,,,,,,,,,,,,,,,200,52,,1,50,100,52,,12000
3,19,1902,2,52,190074,2,2,,1060,1,20,2,4,6,2015,,,,,,,,,,,,,,,,250,52,,1,50,120,52,,10000
3,19,1902,2,52,190075,1,1,,1070,1,20,2,4,6,2015,,,,,,,,,,,,,,,,400,52,,2,,,,,
3,19,1902,2,52,190075,1,2,,1100,1,20,1,4,6,2015,,,,,,,,,,,,,,,,200,52,,2,,,,,
3,19,1902,2,52,190075,2,1,,1060,1,30,2,4,6,2015,,,,,,,,,,,,,,,,200,52,,1,50,,,,8000
3,19,1902,2,52,190075,2,2,,1010,1,30,2,4,6,2015,,,,,,,,,,,,,,,,120,52,,1,50,,,,15000
3,19,1902,2,52,190076,1,1,,1070,1,70,2,4,6,2015,,,,,,,,,,,,,,,,600,52,,2,,,,,
3,19,1902,2,52,190076,1,2,,1100,1,70,2,4,6,2015,,,,,,,,,,,,,,,,400,52,,2,,,,,
3,19,1902,2,52,190076,1,3,,1060,1,160,2,4,6,2015,,,,,,,,,,,,,,,,300,52,,1,80,,,,14000
3,19,1902,2,52,190076,2,1,,1010,1,50,2,4,6,2015,,,,,,,,,,,,,,,,200,52,,1,80,,,,20000
3,19,1902,2,52,190077,1,1,,1100,1,200,2,4,6,2015,,,,,,,,,,,,,,,,50,130,,2,,,,,
3,19,1902,2,52,190077,1,2,,1070,1,100,2,4,6,2015,,,,,,,,,,,,,,,,50,130,,2,,,,,
3,19,1902,2,52,190077,1,3,,1060,1,100,2,4,6,2015,,,,,,,,,,,,,,,,30,130,,1,30,,,,50000
3,19,1902,2,52,190077,1,4,,1010,1,100,2,4,6,2015,,,,,,,,,,,,,,,,20,130,,2,,,,,
