"hhid","zone","state","lga","ea","hhstatus_w1v1","hhstatus_w1v2","hhstatus_w2v1","hhstatus_w2v2","hhstatus_w3v1","hhstatus_w3v2","tracking_w1v2","tracking_w2v1","tracking_w2v2","tracking_w3v1","tracking_w3v2","moved_w2v1","moved_w2v2","moved_w3v1","moved_w3v2","wt_w1v1","wt_w1v2","wt_w2v1","wt_w2v2","wt_w3v1","wt_w3v2","wt_wave1","wt_wave2","wt_wave3","wt_combined","wt_w1_w3","wt_w2_w3","wt_w1_w2_w3"
110128,4,11,1102,936,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856
110129,4,11,1102,936,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856
110130,4,11,1102,936,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856,1550.71776161856
110131,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
110132,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
110133,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
110134,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
110135,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
110136,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
110137,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
110138,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
110139,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
110140,4,11,1101,154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599,2171.00486626599
120001,5,12,1211,2856,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652
120002,5,12,1211,2856,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652
120003,5,12,1211,2856,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652
120004,5,12,1211,2856,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652
120005,5,12,1211,2856,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652
120006,5,12,1211,2856,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652
120007,5,12,1211,2856,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652
120008,5,12,1211,2856,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652
120009,5,12,1211,2856,1,1,3,3,3,3,0,,,0,0,,,,,6939.81849344868,6939.81849344868,,,,,6939.81849344868,,,,,,
120010,5,12,1211,2856,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,6939.81849344868,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652,7710.9094371652
120011,5,12,1202,2146,1,1,5,5,1,1,0,1,1,0,0,1,1,1,1,10657.5784006533,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037
120012,5,12,1202,2146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037
120013,5,12,1202,2146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037
120014,5,12,1202,2146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037
120015,5,12,1202,2146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037
120016,5,12,1202,2146,1,1,6,6,6,6,0,,,0,0,,,,,10657.5784006533,10657.5784006533,,,,,10657.5784006533,,,,,,
120017,5,12,1202,2146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037
120018,5,12,1202,2146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037
120019,5,12,1202,2146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037
120020,5,12,1202,2146,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,10657.5784006533,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037,11841.7537785037
120021,5,12,1202,2710,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120022,5,12,1202,2710,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120023,5,12,1202,2710,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120024,5,12,1202,2710,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120025,5,12,1202,2710,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120026,5,12,1202,2710,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120027,5,12,1202,2710,1,1,1,1,5,1,0,0,0,1,0,0,0,1,1,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120028,5,12,1202,2710,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120029,5,12,1202,2710,1,1,1,5,1,1,0,0,1,0,0,0,1,1,1,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120030,5,12,1202,2710,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899,7187.66915392899
120031,5,12,1212,1392,1,1,5,5,1,1,0,1,1,0,0,1,1,1,1,7683.37047488961,7683.37047488961,8537.07830543289,8537.07830543289,7683.37047488961,7683.37047488961,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,8537.07830543289
120032,5,12,1212,1392,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7683.37047488961,7683.37047488961,8537.07830543289,8537.07830543289,7683.37047488961,7683.37047488961,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,8537.07830543289
120033,5,12,1212,1392,1,1,5,5,1,1,0,1,1,0,0,1,1,1,1,7683.37047488961,7683.37047488961,8537.07830543289,8537.07830543289,7683.37047488961,7683.37047488961,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,8537.07830543289
120034,5,12,1212,1392,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7683.37047488961,7683.37047488961,8537.07830543289,8537.07830543289,7683.37047488961,7683.37047488961,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,8537.07830543289
120035,5,12,1212,1392,1,1,3,2,1,1,0,,,0,0,,,0,0,7683.37047488961,7683.37047488961,,,7683.37047488961,7683.37047488961,7683.37047488961,,7683.37047488961,,7683.37047488961,,
120036,5,12,1212,1392,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7683.37047488961,7683.37047488961,8537.07830543289,8537.07830543289,7683.37047488961,7683.37047488961,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,8537.07830543289
120037,5,12,1212,1392,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7683.37047488961,7683.37047488961,8537.07830543289,8537.07830543289,7683.37047488961,7683.37047488961,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,8537.07830543289
120038,5,12,1212,1392,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7683.37047488961,7683.37047488961,8537.07830543289,8537.07830543289,7683.37047488961,7683.37047488961,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,8537.07830543289
120039,5,12,1212,1392,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7683.37047488961,7683.37047488961,8537.07830543289,8537.07830543289,7683.37047488961,7683.37047488961,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,8537.07830543289
120040,5,12,1212,1392,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7683.37047488961,7683.37047488961,8537.07830543289,8537.07830543289,7683.37047488961,7683.37047488961,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,7683.37047488961,8537.07830543289,8537.07830543289
120041,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120042,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120043,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120044,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120045,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120046,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120047,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120048,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120049,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120050,5,12,1208,526,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533,10657.5784006533
120051,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120052,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120053,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120054,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120055,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120056,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120057,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120058,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120059,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120060,5,12,1216,618,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062,4957.0132096062
120061,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120062,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120063,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120064,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120065,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120066,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120067,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120068,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120069,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120070,5,12,1210,462,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868,6939.81849344868
120071,5,12,1204,736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,6609.3509461416,6609.3509461416,5948.41585152744,5948.41585152744,6609.3509461416,5948.41585152744,6609.3509461416,6609.3509461416,6609.3509461416
120072,5,12,1204,736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,6609.3509461416,6609.3509461416,5948.41585152744,5948.41585152744,6609.3509461416,5948.41585152744,6609.3509461416,6609.3509461416,6609.3509461416
120073,5,12,1204,736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,6609.3509461416,6609.3509461416,5948.41585152744,5948.41585152744,6609.3509461416,5948.41585152744,6609.3509461416,6609.3509461416,6609.3509461416
120074,5,12,1204,736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,6609.3509461416,6609.3509461416,5948.41585152744,5948.41585152744,6609.3509461416,5948.41585152744,6609.3509461416,6609.3509461416,6609.3509461416
120075,5,12,1204,736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,6609.3509461416,6609.3509461416,5948.41585152744,5948.41585152744,6609.3509461416,5948.41585152744,6609.3509461416,6609.3509461416,6609.3509461416
120076,5,12,1204,736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,6609.3509461416,6609.3509461416,5948.41585152744,5948.41585152744,6609.3509461416,5948.41585152744,6609.3509461416,6609.3509461416,6609.3509461416
120077,5,12,1204,736,1,1,1,1,4,4,0,0,0,0,0,0,0,,,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,,,5948.41585152744,5948.41585152744,,5948.41585152744,,,
120078,5,12,1204,736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,6609.3509461416,6609.3509461416,5948.41585152744,5948.41585152744,6609.3509461416,5948.41585152744,6609.3509461416,6609.3509461416,6609.3509461416
120079,5,12,1204,736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,6609.3509461416,6609.3509461416,5948.41585152744,5948.41585152744,6609.3509461416,5948.41585152744,6609.3509461416,6609.3509461416,6609.3509461416
120080,5,12,1204,736,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5948.41585152744,5948.41585152744,5948.41585152744,5948.41585152744,6609.3509461416,6609.3509461416,5948.41585152744,5948.41585152744,6609.3509461416,5948.41585152744,6609.3509461416,6609.3509461416,6609.3509461416
120081,5,12,1211,2220,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7931.22113536991,8812.46792818879,9914.02641921239,9914.02641921239,7931.22113536991,7931.22113536991,8812.46792818879,9914.02641921239,7931.22113536991,9914.02641921239,8812.46792818879,9914.02641921239,9914.02641921239
120082,5,12,1211,2220,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7931.22113536991,8812.46792818879,9914.02641921239,9914.02641921239,7931.22113536991,7931.22113536991,8812.46792818879,9914.02641921239,7931.22113536991,9914.02641921239,8812.46792818879,9914.02641921239,9914.02641921239
