"zone","state","lga","sector","ea","hhid","indiv","s3dq1a","s3dq1b","s3dq1c","s3dq1d","s3dq1e","s3dq1f","s3dq1g","s3dq1h","s3dq1i","s3dq1j","s3dq1k","s3dq1l","s3dq1m","s3dq1n","s3dq1o","s3dq1p","s3dq1q","s3dq1r","s3dq2a","s3dq2b","s3dq3a","s3dq3b","s3dq4","s3dq5","s3dq6","s3dq6b","s3dq7","s3dq8a","s3dq8b","s3dq9a","s3dq9b","s3dq10","s3dq11","s3dq12","s3dq12b","tracked_obs"
3,18,1811,2,364,180081,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1811,2,364,180081,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1811,2,364,180081,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1811,2,364,180081,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1811,2,364,180081,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1811,2,364,180081,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1811,2,364,180081,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1820,2,450,180093,1,1,,,,1,,,1,,,1,,,1,,,1,,"CROP FARMING",6114,"AGRICULTURE",1,5,,9,,2,,,,,,,,,0
3,18,1820,2,450,180093,2,1,,,,1,,,1,,,1,,,1,,,1,,"CROP FARMING",6114,"AGRICULTURE",1,5,,9,,2,,,,,,,,,0
3,18,1820,2,450,180093,3,1,,,,1,,,1,,,1,,,1,,,1,,"CROP FARMING",6114,"AGRICULTURE",1,5,,9,,2,,,,,,,,,0
3,18,1820,2,450,180093,4,1,,,,1,,,1,,,1,,,1,,,1,,"CROP FARMING",6114,"AGRICULTURE",1,5,,9,,2,,,,,,,,,0
3,18,1820,2,450,180093,5,1,,,,1,,,1,,,1,,,1,,,1,,"CROP FARMING",6114,"AGRICULTURE",1,5,,9,,2,,,,,,,,,0
3,18,1820,2,450,180095,1,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURR",1,5,19,9,,2,,,,,,,,,0
3,18,1820,2,450,180095,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1820,2,450,180095,3,1,,,1,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,5,22,9,,2,,,,,,,,,0
3,18,1820,2,450,180095,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1820,2,450,180095,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1820,2,450,180096,1,1,,,1,,,1,,,1,,,1,,,1,,,"FARMING",6114,"AGRICULTURE",1,8,48,9,,2,,,,,,,,,0
3,18,1822,2,1654,180103,1,3,,,3,,,3,1,,3,1,,3,1,,3,1,,"BLACK SMITHING",7221,"MANUFACTURING",25,12,30,9,,1,"FARMING",6114,"AGRICULTURE",1,7,10,9,,0
3,18,1822,2,1654,180103,2,3,,,3,,,3,,,3,,,3,,,3,,,"FRYING AND SELL OF AKARA",7412,"MANUFACTURING",10,12,24,9,,2,,,,,,,,,0
3,18,1822,2,1654,180103,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1822,2,1654,180103,4,3,,,3,,,3,1,,3,1,,3,1,,3,1,,"BLACK SMITH",7221,"MANUFACTURE",25,12,40,9,,1,"FARM LABOUR",6114,"AGRICULTURE",1,6,15,9,,0
3,18,1822,2,1654,180103,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1822,2,1654,180103,6,8,,,8,,,8,,,8,,,8,,,8,,,"BUYING AND SELLING",7221,"BUYING AND SELLING",14,12,40,9,,2,,,,,,,,,0
3,18,1822,2,1654,180103,7,3,,,3,,,3,1,,3,1,,3,1,,3,1,,"BLACK SMITH",7221,"MANUFACTURING",25,12,18,9,,1,"FARM LABOUR",6114,"AGRICULTURE",1,6,15,9,,0
3,18,1822,2,1654,180103,8,3,,,3,,,3,1,,3,1,,3,1,,3,1,,"BLACK SMITH",7221,"MANUFACTURING",25,12,14,9,,1,"FARM LABOUR",6114,"AGRICULTURE",1,6,15,9,,0
3,18,1822,2,1654,180103,9,3,,,3,,,3,1,,3,1,,3,1,,3,1,,"BLACK SMITH",7221,"MANUFACTURING",25,12,14,9,,1,"FARM LABOUR",6114,"AGRICULTURE",1,6,10,9,,0
3,18,1822,2,1654,180104,1,,3,8,1,3,8,1,3,8,1,3,8,1,3,8,1,3,8,"FARMING",6114,"CROP FARMING",1,6,30,9,,1,"BLACK SMITH",7221,"MANUFACTURING OF HOES,CUT",25,6,24,9,,0
3,18,1822,2,1654,180104,2,8,,,8,1,,8,1,,8,1,,1,8,,1,8,,"TRADING",3416,"PETTY TRADING",47,6,40,9,,2,,,,,,,,,0
3,18,1822,2,1654,180104,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1822,2,1654,180104,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1822,2,1654,180104,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1822,2,1654,180104,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1822,2,1654,180104,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1822,2,1654,180104,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1814,2,678,180113,1,,,1,,1,1,,1,,,1,,,1,,,1,,"CROP FARMING",6114,"AGRICULTURE",1,3,3,9,,1,"REARINGOF POULTRY",6122,"AGRICULTURE",1,2,1,9,,0
3,18,1814,2,678,180113,2,,,16,,16,,16,,,16,,,16,,,16,,,,,,,,,,,2,,,,,,,,,0
3,19,1925,2,3394,190001,1,8,,,8,,,8,,,8,,,8,,,8,,,"SELLING  WATER MELON",3416,"RETAIL  TRADE",47,6,68,9,,2,,,,,,,,,0
3,19,1925,2,3394,190001,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1925,2,3394,190001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1925,2,3394,190001,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1925,2,3394,190001,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1921,1,842,190013,1,13,,,13,,,13,,,13,,,13,,,13,,,"A  CLERK  IN  HOSPITAL",,,,6,40,2,,2,,,,,,,,,0
3,19,1921,1,842,190013,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1921,1,842,190013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1921,1,842,190013,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1921,1,842,190013,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1921,1,842,190013,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1921,1,842,190013,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1921,1,842,190013,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1921,1,842,190015,1,7,8,,7,8,,7,8,,7,8,,7,8,,7,8,,"TRICYCLE  DRIVER",8322,"TRANSPORTATION",49,6,70,9,,1,"RETAIL  TRADE",3416,"RETAIL  TRADE",47,6,28,9,,0
3,19,1921,1,842,190015,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1921,1,842,190015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1943,2,668,190023,1,,,,1,,,1,,,1,,,1,,,1,,,"FARMING",6114,"AGRICULTURE",1,4,21,4,,2,,,,,,,,,0
3,19,1943,2,668,190023,2,8,,,8,,,8,,,8,,,8,,,8,,,"PEPPER  SALT AND MAGGI",3411,"RETAIL TRADE",47,6,42,4,,2,,,,,,,,,0
3,19,1943,2,668,190023,3,8,,,8,,,8,,,8,,,8,,,8,,,"G/NUT OIL  SELLER",3416,"RETAIL TRADE",47,6,42,4,,2,,,,,,,,,0
3,19,1943,2,668,190023,4,8,,,8,,,8,,,8,,,8,,,8,,,"PETTY TRADE",3416,"RETAIL  TRADE",47,6,40,4,,2,,,,,,,,,0
3,19,1943,2,668,190023,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1943,2,668,190023,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1943,2,668,190023,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1943,2,668,190028,1,,,,1,,,1,,,1,,,1,,,1,,,"FARMING",6114,"AGRICULTURE",1,3,35,9,,2,,,,,,,,,0
3,19,1943,2,668,190028,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1943,2,668,190028,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1943,2,668,190028,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1943,2,668,190028,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190031,1,10,,,10,,,10,,,10,,,10,,,10,,,"FARMING",6114,"FARMING",14,5,35,9,,1,"MOTOR  CYCLE  MECHANIC",7231,"OTHER SEVICE ACTIVITIES",96,2,34,9,,0
3,19,1916,2,1516,190031,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190033,1,1,,,1,,,1,,,1,,,1,,,1,,,"FARMING",6114,"AGRICULTURE",1,5,28,9,,2,,,,,,,,,0
3,19,1916,2,1516,190033,2,8,,,8,,,8,,,8,,,8,,,8,,,"PETTY TRADING",3416,"RETAIL  TRADE",47,12,70,9,,2,,,,,,,,,0
3,19,1916,2,1516,190033,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190033,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190033,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190033,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190037,1,6,,,6,,,6,,,6,,,6,,,6,,,"BRICKLAYER",7122,"CONSTRUCTION",41,12,70,9,,2,,,,,,,,,0
3,19,1916,2,1516,190037,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190037,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190037,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190037,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190037,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190037,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190037,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190037,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1916,2,1516,190037,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1901,2,640,190043,1,7,,,7,,,1,7,,1,7,,1,7,,1,7,,"CROP FARMING",6114,"AGRICULTURE",1,5,20,9,,2,,,,,,,,,0
3,19,1901,2,640,190043,2,3,,,3,,,3,,,3,,,3,,,3,,,"SELLING  COOK FOOD",7413,"MANUFACTURING",3,5,28,9,,2,,,,,,,,,0
3,19,1901,2,640,190043,3,3,,,3,,,3,,,3,,,3,,,3,,,"SELLING  COOK FOOD",7413,"MANUFACTUTING",3,6,28,9,,2,,,,,,,,,0
3,19,1901,2,640,190043,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1901,2,640,190043,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1901,2,640,190043,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1901,2,640,190043,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1901,2,640,190049,1,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,20,9,,2,,,,,,,,,0
3,19,1901,2,640,190049,2,3,,,3,,,3,,,3,,,3,,,3,,,"COOKED  FOOD3",7413,"MANUFACTURING",3,6,25,9,,2,,,,,,,,,0
3,19,1901,2,640,190049,3,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,20,9,,2,,,,,,,,,0
3,19,1901,2,640,190049,4,,,,,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURING",1,5,20,9,,2,,,,,,,,,0
3,19,1901,2,640,190049,5,3,,,3,,,3,,,3,,,3,,,3,,,"FRYING  AKARA",7413,"MANUFACTURING",3,6,25,9,,2,,,,,,,,,0
3,19,1901,2,640,190049,6,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,20,9,,2,,,,,,,,,0
3,19,1901,2,640,190049,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1901,2,640,190049,8,8,,,8,,,8,,,8,,,8,,,8,,,"SELLING G/OIL/PALM OIL",3416,"BUYING AND SELLING",8,6,70,9,,2,,,,,,,,,0
3,19,1901,2,640,190049,9,,,,,,,,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,8,20,9,,2,,,,,,,,,0
3,19,1937,2,432,190051,1,10,,,10,,,1,10,,1,10,,1,10,,1,10,,"CROP  FARMING",6114,"AGRICULTURE",1,5,5,9,,1,"BUTCHER",7411,"PERSONAL  SERVICES",96,6,6,9,,0
3,19,1937,2,432,190051,2,10,3,,10,3,,10,3,,10,3,,10,3,,10,3,,"TAILORING",7433,"MANUFACTURING",10,12,3,9,,2,,,,,,,,,0
3,19,1937,2,432,190051,3,10,3,,10,3,,10,3,,10,3,,10,3,,10,3,,"GROUNDNUT OIL PRODUCTION",7412,"MANUFACTURING",10,12,3,9,,2,,,,,,,,,0
3,19,1937,2,432,190051,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190051,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190051,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190051,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190051,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190051,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190051,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190051,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190051,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190057,1,10,,,10,,,10,,,10,,,10,,,10,,,"LABOURES",9211,"OTHER PERSONAL SERVICES",96,6,45,9,,2,,,,,,,,,0
3,19,1937,2,432,190057,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190057,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190057,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190057,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190057,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190057,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190057,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190058,1,10,,,10,,,10,,,10,,,10,,,10,,,"MOTORBIKE  MECHANIC",8321,"MANUFACTURING",10,12,60,9,,2,,,,,,,,,0
3,19,1937,2,432,190058,2,8,3,,8,3,,8,3,,8,3,,8,3,,8,3,,"FLOUR  SELLER",3417,"PRODUCTION",8,12,70,9,,2,,,,,,,,,0
3,19,1937,2,432,190058,3,3,8,,3,8,,3,8,,3,8,,3,8,,3,8,,"SELLING COOKED FOOD",7413,"BUYING  AND SELLING",3,12,70,9,,2,,,,,,,,,0
3,19,1937,2,432,190058,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190058,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190058,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190058,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190058,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1937,2,432,190058,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1936,2,1994,190061,1,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,6,9,,2,,,,,,,,,0
3,19,1936,2,1994,190061,2,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMINH",6114,"AGRICULTURE",1,5,6,9,,2,,,,,,,,,0
3,19,1936,2,1994,190061,3,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,6,9,,2,,,,,,,,,0
3,19,1936,2,1994,190061,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1936,2,1994,190061,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1936,2,1994,190068,1,,,,1,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,10,4,,2,,,,,,,,,0
3,19,1936,2,1994,190068,2,,,,1,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,100,4,,2,,,,,,,,,0
3,19,1936,2,1994,190068,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1936,2,1994,190068,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190071,1,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,20,9,,2,,,,,,,,,0
3,19,1902,2,52,190071,2,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,20,9,,2,,,,,,,,,0
3,19,1902,2,52,190071,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190071,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190071,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190075,1,,,,1,,,1,,,1,,,1,,,1,,,"FARMING",6114,"AGRICULTURE",1,4,35,9,,2,,,,,,,,,0
3,19,1902,2,52,190075,2,,,,1,,,1,,,1,,,1,,,1,,,"FARMING",6114,"AGRICUTURE",1,4,35,9,,2,,,,,,,,,0
3,19,1902,2,52,190075,3,,,,1,,,1,,,1,,,1,,,1,,,"FARMING",6114,"AGRICULTURE",1,4,35,9,,2,,,,,,,,,0
3,19,1902,2,52,190075,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190075,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190075,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190075,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190077,1,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,28,9,,2,,,,,,,,,0
3,19,1902,2,52,190077,2,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,28,9,,2,,,,,,,,,0
3,19,1902,2,52,190077,3,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,28,9,,2,,,,,,,,,0
3,19,1902,2,52,190077,4,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,28,9,,2,,,,,,,,,0
3,19,1902,2,52,190077,5,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,28,9,,2,,,,,,,,,0
3,19,1902,2,52,190077,6,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,28,9,,2,,,,,,,,,0
3,19,1902,2,52,190077,7,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,28,9,,2,,,,,,,,,0
3,19,1902,2,52,190077,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190077,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190077,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190077,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190077,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1902,2,52,190078,1,10,,,10,1,,10,1,,10,1,,10,1,,10,1,,"FARMING",6114,"AGRICULTURE",1,5,35,9,,1,"BARBING",5149,"BARBING",96,10,48,9,,0
3,19,1902,2,52,190078,2,8,,,8,,,8,,,8,,,8,,,8,,,"RETAIL  TRADE",3416,"BUYING  SELLING",47,12,40,9,,2,,,,,,,,,0
3,19,1902,2,52,190078,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1914,2,934,190082,1,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTRE",1,5,30,9,,2,,,,,,,,,0
3,19,1914,2,934,190082,2,3,,,3,,,3,,,3,,,3,,,3,,,"GROUNDNUT CAKE MAKING",7412,"MANUFACTURING",3,12,21,9,,2,,,,,,,,,0
3,19,1914,2,934,190082,3,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
3,19,1914,2,934,190082,4,,,,,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
3,19,1914,2,934,190082,5,3,,,3,,,3,,,3,,,3,,,3,,,"GROUNDNUT CAKE MAKING",7412,"MANUFACTURING",3,12,21,9,,2,,,,,,,,,0
3,19,1914,2,934,190082,6,,,,,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,5,30,9,,2,,,,,,,,,0
3,19,1914,2,934,190082,7,3,,,3,,,3,,,3,,,3,,,3,,,"GROUNDNUT CAKE MAKING",7412,"MANUFACTURING",3,12,21,9,,2,,,,,,,,,0
3,19,1914,2,934,190082,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1914,2,934,190082,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1914,2,934,190086,1,,,,,,,1,,,1,,,1,,,1,,,"FARMING",6114,"AGRICULTURE",1,6,35,9,,2,,,,,,,,,0
3,19,1914,2,934,190086,2,3,,,3,,,3,,,3,,,3,,,3,,,"COOKING RICE",3416,"MANUFACTURING",1,6,35,9,,2,,,,,,,,,0
3,19,1914,2,934,190086,3,,,,,,,1,,,1,,,1,,,1,,,"FARMING",6114,"AGRICULTURE",1,6,21,9,,2,,,,,,,,,0
3,19,1914,2,934,190086,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1914,2,934,190086,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1914,2,934,190089,1,,,,1,,,1,,,1,,,1,,,1,,,"CROP  FARMING",6114,"AGRICULTURE",1,5,35,9,,2,,,,,,,,,0
3,19,1914,2,934,190089,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1914,2,934,190089,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1914,2,934,190089,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1914,2,934,190089,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,13,,,,,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,5,35,4,,2,,,,,,,,,0
3,19,1941,2,518,190095,14,,,,,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,5,35,9,,2,,,,,,,,,0
3,19,1941,2,518,190095,15,,,,,,,1,,,1,,,1,,,1,,,"CROP FARMING",6114,"AGRICULTURE",1,5,35,9,,2,,,,,,,,,0
3,19,1941,2,518,190095,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190095,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,19,1941,2,518,190097,1,,8,,1,8,,1,8,,1,8,,1,8,,1,8,,"CROP  FARMING",6114,"AGRICULTURE",1,5,35,9,,2,,,,,,,,,0
3,19,1941,2,518,190097,2,,3,,3,,,3,,,3,,,3,,,3,,,"G/NUT OIL PRODUCER",7412,"MANUFACTURING",10,6,35,9,,2,,,,,,,,,0
