"zone","state","lga","sector","ea","hhid","indiv","s3bq1","s3bq2","s3bq3","s3bq4","s3bq5a","s3bq5b","s3bq6a","s3bq6b","s3bq7","s3bq8","s3bq9","s3bq9b","s3bq10","s3bq11a","s3bq11b","s3bq12a","s3bq12b","s3bq13","s3bq14","s3bq15","s3bq15b","tracked_obs"
3,17,1719,2,1354,170020,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170020,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170020,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170020,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170020,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170020,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170020,8,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,6,30,9,,2,,,,,,,,,0
3,17,1719,2,1354,170020,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170020,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170020,11,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170020,12,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,2,1080,170021,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,2,1080,170025,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,2,1080,170025,2,2,2,1,1,"BUYING AND SELLING",3416,"RETAILER",46,10,49,9,,2,,,,,,,,,0
3,17,1704,2,1080,170025,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,2,1080,170026,1,1,1,1,1,"CIVIL SERVANT",5139,"HEALTH",12,12,42,1,,1,"MOTOR CYCLIST",8321,"TRANSPORTATION",49,6,48,9,,0
3,17,1704,2,1080,170026,2,2,2,1,1,"BAKING",7412,"MANUFACTURING",3,12,40,9,,2,,,,,,,,,0
3,17,1704,2,1080,170026,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,2,1080,170026,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170031,1,1,2,2,1,"DRIVING",8331,"DRIVING",49,12,60,5,,2,,,,,,,,,0
3,17,1704,1,2074,170031,2,2,2,1,1,"TRADING",1314,"RETAIL TRADE",47,12,55,9,,2,,,,,,,,,0
3,17,1704,1,2074,170038,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170038,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170038,3,2,2,1,1,"WATER VENDOR",5149,"WATER VENDOR",96,12,42,9,,2,,,,,,,,,0
3,17,1704,1,2074,170038,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170039,1,2,2,1,1,"MOTOR MECHANIC",3114,"SERVICE OF MOTOR VEHICLE",29,10,49,9,,2,,,,,,,,,0
3,17,1704,1,2074,170039,2,2,2,1,1,"BUYING AND SELLING",3416,"SELLING OF FIRE WOOD",96,9,36,9,,2,,,,,,,,,0
3,17,1704,1,2074,170039,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170039,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170039,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170039,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170039,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170047,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
3,17,1722,2,96,170047,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170047,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170048,1,2,1,1,1,"FARMING",6114,"AGRICULTURE",1,4,21,9,,1,"FISHING",9213,"FISHING",3,4,21,9,,0
3,17,1722,2,96,170048,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170048,3,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,21,9,,2,,,,,,,,,0
3,17,1722,2,96,170048,4,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,21,9,,2,,,,,,,,,0
3,17,1722,2,96,170048,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170048,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170048,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170048,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170048,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170048,11,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170048,12,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170051,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,3,21,9,,2,,,,,,,,,0
3,17,1715,2,2244,170051,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170051,3,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,3,21,9,,2,,,,,,,,,0
3,17,1715,2,2244,170051,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170051,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170051,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170051,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170051,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170053,1,2,1,1,1,"FARMING",6114,"AGRICULTURE",1,4,30,9,,1,"IRON WELDER",7212,"TECHNICIAN",33,12,40,9,,0
3,17,1715,2,2244,170053,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170053,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170053,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170053,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170053,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170054,1,2,1,2,1,"FARMING",6114,"AGRCULTURE",1,6,40,9,,2,,,,,,,,,0
3,17,1715,2,2244,170054,2,2,2,1,1,"TRADING",3416,"BUYING AND SELLING",8,12,42,9,,2,,,,,,,,,0
3,17,1715,2,2244,170054,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170054,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170054,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170054,6,2,2,1,1,"TRADING",3416,"BUYING AND SELLING",8,12,42,9,,2,,,,,,,,,0
3,17,1710,2,546,170063,1,1,1,2,1,"WATCHMAN",9152,"EDUCATION (SCHOOL)",85,12,84,2,,1,"FARMING",6114,"AGRICULTURE",1,4,42,9,,0
3,17,1710,2,546,170063,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170063,3,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,42,9,,2,,,,,,,,,0
3,17,1710,2,546,170063,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170063,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170063,6,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,42,9,,2,,,,,,,,,0
3,17,1710,2,546,170063,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170063,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170063,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170063,10,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,42,9,,2,,,,,,,,,0
3,17,1710,2,546,170063,11,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,42,9,,2,,,,,,,,,0
3,17,1710,2,546,170064,1,2,1,1,1,"FARMING",6114,"AGRICULTURE",1,5,21,9,,1,"MOTOR-CYCLE MECHANIC",7232,"SERVICING OF MOTOR-BIKES",33,8,21,9,,0
3,17,1710,2,546,170064,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170064,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170064,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170064,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170064,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170073,1,1,2,1,1,"BUILDING AND CONSTRUCTION",9312,"BUILDING",6,12,84,3,,2,,,,,,,,,0
3,17,1713,1,226,170073,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170073,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170073,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170073,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170073,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170074,1,1,2,1,1,"LABOURER",9162,"AGRICULTURE",1,8,68,4,,1,"GRINDING MACHINE OPERATOR",8275,"FOOD PROCESSING",56,7,56,9,,0
3,17,1713,1,226,170074,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170074,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170074,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170074,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170074,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170085,1,2,1,1,1,"MOTOR-CYCLIST",8321,"TRANSPORT",49,6,42,9,,1,"FARMING",6114,"AGRICULTURE",1,6,40,9,,0
3,17,1716,2,1452,170085,2,2,2,1,1,"TRADING",3416,"PETTY TRADER",47,8,42,9,,2,,,,,,,,,0
3,17,1716,2,1452,170085,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170085,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170085,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170086,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,3,21,9,,2,,,,,,,,,0
3,17,1716,2,1452,170086,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170086,3,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,3,21,9,,2,,,,,,,,,0
3,17,1716,2,1452,170086,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170086,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170086,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170086,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170088,1,2,1,1,1,"FARMING",6114,"AGRICULTURE",1,6,21,9,,1,"MOTOR-MECHANIC",7231,"SERVICING OF VEHICLES",33,6,40,9,,0
3,17,1716,2,1452,170088,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170088,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170088,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170088,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170088,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170088,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170088,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170088,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170099,1,2,1,1,1,"FARMING",6114,"AGRICULTURE",1,4,28,9,,1,"GRINDING MACHINE OPERATOR",7413,"FOOD GRADER",96,12,28,9,,0
3,17,1702,2,510,170099,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170099,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170100,1,2,1,1,1,"FARMING",6114,"AGRICULTURE",1,6,40,9,,1,"MOTOR-CYCLIST (OKADA)",8321,"TRANSPORT BUSINESS",49,12,30,9,,0
3,17,1702,2,510,170100,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170100,3,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,6,40,9,,2,,,,,,,,,0
3,17,1702,2,510,170100,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170100,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170100,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170100,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170100,9,2,2,1,1,"BAKING OF BEANS CAKE",7413,"MANUFACTURING",10,12,42,9,,2,,,,,,,,,0
3,17,1727,2,634,170101,1,2,1,1,1,"FARMING",6114,"AGRICULTURE",1,5,40,9,,1,"TRADING",3416,"BUYING AND SELLING",47,12,30,9,,0
3,17,1727,2,634,170101,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170101,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170101,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170101,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170109,1,1,1,2,1,"TEACHING",2331,"EDUCATION",85,12,48,2,,1,"FARMING",6114,"AGRICULTURE",1,5,20,9,,0
3,17,1727,2,634,170109,2,2,2,1,1,"TRADING",3416,"BUYING AND SELLING",47,12,40,9,,2,,,,,,,,,0
3,17,1727,2,634,170109,3,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
3,17,1727,2,634,170109,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170109,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170109,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170109,7,2,2,1,1,"TRADING",3416,"BUYING AND SELLING",47,12,40,9,,2,,,,,,,,,0
3,17,1727,2,634,170109,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170109,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170109,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170110,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1727,2,634,170110,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170110,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170110,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170110,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170110,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170110,10,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1727,2,634,170110,11,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170117,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,35,9,,2,,,,,,,,,0
3,17,1712,2,794,170117,2,2,2,1,1,"MANUFACTURING",7413,"FOOD PROCESSING",10,12,52,9,,2,,,,,,,,,0
3,17,1712,2,794,170117,3,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,35,9,,2,,,,,,,,,0
3,17,1712,2,794,170117,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170117,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170117,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170118,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,5,40,9,,2,,,,,,,,,0
3,17,1712,2,794,170118,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170118,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170118,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170119,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1712,2,794,170119,2,2,2,1,1,"MANUFACTURING",7413,"FOOD PROCESSING",10,6,24,9,,2,,,,,,,,,0
3,17,1712,2,794,170119,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170119,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170119,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170119,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170125,1,1,1,2,1,"TEACHING",2331,"EDUCATION",85,11,35,2,,1,"FARMING",6114,"AGRICULTURE",1,4,42,9,,0
3,17,1724,2,786,170125,2,2,2,1,1,"MANUFACTURING",7412,"FOOD PROCESSING",10,12,42,9,,2,,,,,,,,,0
3,17,1724,2,786,170125,3,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,42,9,,2,,,,,,,,,0
3,17,1724,2,786,170125,4,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,4,42,9,,2,,,,,,,,,0
3,17,1724,2,786,170125,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170125,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170125,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170125,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170126,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170126,2,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,3,28,9,,1,"MOTOR-CYCLIST",8321,"TRANSPORT BUSINESS",49,10,40,9,,0
3,17,1724,2,786,170126,3,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,3,28,9,,2,,,,,,,,,0
3,17,1724,2,786,170126,4,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,3,28,9,,2,,,,,,,,,0
3,17,1724,2,786,170126,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170126,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170126,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170126,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170126,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170126,10,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170126,11,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170126,12,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180011,1,1,2,1,1,"TAILORING",7433,"TAILORING {CLOTHS}",14,10,39,9,,2,,,,,,,,,0
3,18,1809,1,1272,180011,2,1,2,1,1,"TRADING",3416,"SALES,SOAP,OMO,SUGAR",47,9,52,9,,2,,,,,,,,,0
3,18,1809,1,1272,180011,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180011,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180011,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180011,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180019,1,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180019,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180019,3,1,2,2,1,"BUYING AND SELLING OF CAR",3416,"BUYING SELLING",14,8,25,4,,2,,,,,,,,,0
3,18,1809,1,1272,180019,4,1,2,2,1,"TRANSPORT DRIVER",8323,"DRIVER",23,6,32,4,,2,,,,,,,,,0
3,18,1809,1,1272,180019,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180020,1,1,2,2,1,"ADMIN OFFICER",3431,,78,11,40,1,,2,,,,,,,,,0
3,18,1809,1,1272,180020,2,1,2,2,1,"LIBRAIRIAN",4141,,78,11,40,1,,2,,,,,,,,,0
3,18,1809,1,1272,180020,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180021,1,1,2,2,1,"NEPA STAFF{ACCOUNT}",4122,,22,12,12,10,,2,,,,,,,,,0
3,18,1823,1,1822,180021,2,1,2,2,1,"NURSING",2230,"SELLING OF DRUGS",86,12,49,9,,2,,,,,,,,,0
3,18,1823,1,1822,180021,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180021,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180025,1,2,2,1,1,"BUYING AND SELLING",3416,"TRADING OF CLOTHES",47,5,30,10,,2,,,,,,,,,0
3,18,1803,2,840,180035,1,2,2,1,1,"SELLS",3416,"ELECTRONIC SELLS",47,4,56,9,,1,"film show",7242,"LEISURE",59,12,40,9,,0
3,18,1803,2,840,180035,2,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180037,1,2,1,1,1,"TRADING",3416,"TRADING",47,10,34,9,,1,"FARMER",6114,"AGRICULTURE",1,6,35,9,,0
3,18,1803,2,840,180037,2,2,2,1,1,"MANUFACTURE OF KULI-KULE",7412,"MANUFACTURING",10,10,34,9,,2,,,,,,,,,0
3,18,1803,2,840,180037,3,2,2,1,1,"PROVISION",3416,"TRADING",47,11,35,9,,2,,,,,,,,,0
3,18,1803,2,840,180037,4,2,2,1,1,"OKADA",8321,"TRANSPORT",49,10,36,9,,2,,,,,,,,,0
3,18,1803,2,840,180037,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180037,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1816,1,378,180047,1,2,1,1,1,"SALES OF TEA",7413,"MANUFACTURING",11,12,35,9,,1,"FIELF CROPS FARMING",6114,"AGRICULTURE",1,6,16,9,,0
3,18,1816,1,378,180047,2,2,2,1,1,"SEWING OF CLOTH",7433,"MANUFACTURING",10,12,21,9,,2,,,,,,,,,0
3,18,1816,1,378,180047,5,1,2,2,1,,,,,,,,,,,,,,,,,,0
3,18,1816,1,378,180047,6,2,2,1,1,"BUYING AND SELLING",3416,"TRADING ACTIVITIES",47,12,21,9,,2,,,,,,,,,0
3,18,1816,1,378,180050,1,1,2,1,1,"HEALTH WORKER{OFFICER HEA",2229,"HEALTH",86,12,40,9,,1,"TEACHING IN QRANIC SCHOOL",2359,"EDUCATION",85,3,16,4,,0
3,18,1816,1,378,180050,2,2,2,1,1,"BUYING AND SELLING",3416,"TRADING ACTIVITIES",47,12,21,4,,2,,,,,,,,,0
3,18,1816,1,378,180050,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1805,2,534,180052,1,2,1,2,1,"FARMING",6114,"AGRICULTURE",1,12,40,9,,2,,,,,,,,,0
3,18,1805,2,534,180052,2,2,2,1,1,"SALE OF WASHING SOAP",3416,"TRADING ACTIVITIES",47,12,14,9,,2,,,,,,,,,0
3,18,1805,2,534,180052,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1805,2,534,180052,5,2,2,1,1,"SALES OF DRUGS",2229,"SALES DRUGS",86,12,14,9,,2,,,,,,,,,0
3,18,1805,2,534,180054,1,2,1,1,1,"OKADA RIDER",8321,"TRANSPORTATION",49,12,40,9,,1,"FARMING {FIELD CROP}",6114,"AGRICULTURE",1,6,16,9,,0
3,18,1805,2,534,180054,2,2,2,1,1,"MFG OF KULI AND MOIMOI",7412,"MANUFACTURING",10,12,28,9,,2,,,,,,,,,0
3,18,1805,2,534,180054,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1805,2,534,180054,6,2,2,1,1,"BUYING AND SELLING",3416,"TRADING ACTIVIES",49,11,28,9,,2,,,,,,,,,0
3,18,1817,2,370,180064,1,2,1,1,1,"FARMING",6114,"AGRICULTURE",1,7,25,9,,1,"VOLCANIZING",8231,"PERSONAL SERVICE",96,12,28,9,,0
3,18,1817,2,370,180064,2,2,1,1,1,"SALES OF PROCESS RICE",8152,"BUYING AND SELLING",47,12,24,9,,2,,,,,,,,,0
3,18,1817,2,370,180064,3,2,1,2,1,"FARMING UNPAID FAMILY LAB",6114,"AGRICULTURE",1,7,28,5,,2,,,,,,,,,0
3,18,1817,2,370,180064,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1817,2,370,180064,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1817,2,370,180065,1,2,1,1,1,"SELL OF HEBAL DRUGS",2229,"BUYING AND SELLING",47,12,45,9,,1,"FARMING",6114,"AGRICULTURE",1,7,3,9,,0
3,18,1817,2,370,180065,2,2,2,1,1,"SELL OF PROCESS RICE",8152,"BUYING AND SELLING",49,12,7,9,,1,"GRINDING OF GRAINS TOMATO",8151,"PERSONAL SERVICES",96,12,14,9,,0
3,18,1817,2,370,180065,3,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1817,2,370,180065,4,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1817,2,370,180065,5,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1817,2,370,180065,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1817,2,370,180065,7,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1817,2,370,180065,8,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1817,2,370,180065,9,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1817,2,370,180070,1,2,1,1,1,"BUS DRIVER",8323,"TRANSPORTATION",49,12,70,9,,1,"CRO FARMING",6114,"AGRICULTURE",1,12,70,9,,0
3,18,1817,2,370,180070,2,2,2,1,1,"PETTY TRADING",3416,"WHOLESALE AND RETAILS",47,12,49,9,,2,,,,,,,,,0
3,18,1808,2,1726,180072,1,2,1,2,1,"FARMER",6114,"AGRICULTURE",1,8,30,9,,2,,,,,,,,,0
3,18,1808,2,1726,180072,2,2,1,1,1,"FARMER",6114,"AGRICULTURE",1,8,35,9,,1,"TAILORING",7433,"SEWING OF CLOTHES",14,6,,9,,0
3,18,1808,2,1726,180072,3,2,1,2,1,"FARMER",6114,"AGRICULTURE",1,2,20,9,,2,,,,,,,,,0
3,18,1808,2,1726,180072,4,2,1,2,1,"FARMER",6114,"AGRICULTURE",1,2,20,9,,2,,,,,,,,,0
3,18,1808,2,1726,180072,5,2,1,2,1,"FARMER",6114,"AGRICULTURE",1,2,20,9,,2,,,,,,,,,0
3,18,1808,2,1726,180072,6,2,2,2,2,,,,,,,,,,,,,,,,,,0
3,18,1808,2,1726,180072,7,2,1,2,1,"FARMER",6114,"AGRICULTURE",1,2,20,9,,2,,,,,,,,,0
