"zone","state","lga","sector","ea","hhid","indiv","s3eq1a","s3eq1b","s3eq1c","s3eq1d","s3eq1e","s3eq2a","s3eq2b","s3eq3a","s3eq3b","s3eq4","s3eq5","s3eq6","s3eq6b","s3eq7","s3eq8a","s3eq8b","s3eq9a","s3eq9b","s3eq10","s3eq11","s3eq12","s3eq12b","tracked_obs"
3,17,1706,2,284,170007,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1706,2,284,170007,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1706,2,284,170007,5,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,6,20,10,"UNPAID WORKER",2,,,,,,,,,0
3,17,1706,2,284,170007,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1706,2,284,170007,7,"BUYING AND SELLING",,,,,"BUYING AND SELLING",6121,"FOOD SELLER",11,6,37,9,,2,,,,,,,,,0
3,17,1706,2,284,170007,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170017,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,21,9,,2,,,,,,,,,0
3,17,1719,2,1354,170017,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170017,3,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,21,9,,2,,,,,,,,,0
3,17,1719,2,1354,170017,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170017,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170017,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170017,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1719,2,1354,170017,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,2,1080,170027,1,"FARMING","TAILORING",,,,"FARMING",6114,"AGRICULTURE",1,4,12,9,,1,"TAILORING",7434,"TAILORING",14,4,35,9,,0
3,17,1704,2,1080,170027,2,"BAKING OF BEANS'CAKE",,,,,"BAKING",7412,"FOOD PROCESSING",10,6,26,9,,2,,,,,,,,,0
3,17,1704,2,1080,170027,3,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,8,10,,2,,,,,,,,,0
3,17,1704,2,1080,170027,4,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,8,10,,2,,,,,,,,,0
3,17,1704,2,1080,170027,5,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,8,10,,2,,,,,,,,,0
3,17,1704,2,1080,170027,6,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,8,10,,2,,,,,,,,,0
3,17,1704,2,1080,170027,7,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,8,10,,2,,,,,,,,,0
3,17,1704,2,1080,170027,8,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,8,10,,2,,,,,,,,,0
3,17,1704,2,1080,170027,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,2,1080,170028,1,"FARMING","TAILORING",,,,"FARMING",6114,"AGRICULTURE",1,3,42,9,,1,"TAILORING",7413,"PERSONAL SERVICES",96,6,28,9,,0
3,17,1704,2,1080,170028,2,"HOUSE KEEPING","TRADING",,,,"TRADING",3416,"BUYING AND SELLING",8,6,21,9,,2,,,,,,,,,0
3,17,1704,2,1080,170028,3,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,3,42,9,,2,,,,,,,,,0
3,17,1704,2,1080,170028,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,2,1080,170028,6,"HOUSE KEEPING","TRADING",,,,"TRADING",3416,"BUYING AND SELLING",8,6,21,9,,2,,,,,,,,,0
3,17,1704,2,1080,170028,7,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,3,42,9,,2,,,,,,,,,0
3,17,1704,2,1080,170028,8,"HOUSE KEEPING",,,,,"HOUSE KEEPING",5121,"SOCIAL SERVICES",88,6,21,9,,2,,,,,,,,,0
3,17,1704,2,1080,170028,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,2,1080,170028,10,"HOUSE KEEPING",,,,,"HOUSE KEEPING",5121,"SOCIAL SERVICES",88,6,21,9,,2,,,,,,,,,0
3,17,1704,1,2074,170032,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,21,9,,2,,,,,,,,,0
3,17,1704,1,2074,170032,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170032,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170032,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170032,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170032,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170032,7,"ADMINISTRATOR",,,,,"ADMINISTRATOR",3445,"ADMINISTRATION",80,6,49,1,,2,,,,,,,,,0
3,17,1704,1,2074,170032,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170032,9,"TEACHING","SHOP KEEPING",,,,"TEACHING",2331,"EDUCATION",85,6,42,2,,1,"SHOP KEEPING",7344,"EDUCATION",8,4,48,9,,0
3,17,1704,1,2074,170032,10,"TEACHING","SHOP KEEPING",,,,"TEACHING",2331,"EDUCATION",85,6,42,3,,1,"SHOP KEEPING",7344,"EDUCATION",8,4,48,9,,0
3,17,1704,1,2074,170033,1,"TRADING",,,,,"BUYING AND SELLING",3416,"TRADING",47,6,54,9,,2,,,,,,,,,0
3,17,1704,1,2074,170033,2,"TRADING",,,,,"BUYING AND SELLING",3416,"TRADING",47,6,50,9,,2,,,,,,,,,0
3,17,1704,1,2074,170033,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170033,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170033,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170033,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170033,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1704,1,2074,170033,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1722,2,96,170042,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170042,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170045,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,6,47,9,,2,,,,,,,,,0
3,17,1722,2,96,170046,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,6,28,9,,2,,,,,,,,,0
3,17,1722,2,96,170046,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1722,2,96,170046,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1715,2,2244,170052,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,7,"TAILORING",,,,,"TAILORING",7433,"PERSONAL SERVICES",96,6,21,9,,2,,,,,,,,,0
3,17,1715,2,2244,170052,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,10,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,11,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,12,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170052,13,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,1,"FARMING","TAILORING",,,,"FARMING",6114,"AGRICULTURE",1,5,30,9,,1,"TAILORING",7434,"TAILORING",14,6,30,9,,0
3,17,1715,2,2244,170055,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,10,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,11,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,12,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170055,13,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170056,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,21,9,,2,,,,,,,,,0
3,17,1715,2,2244,170056,2,"WEAVING",,,,,"WEAVING",7432,"MANUFACTURING",96,6,28,9,,2,,,,,,,,,0
3,17,1715,2,2244,170056,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170056,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170056,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170056,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1715,2,2244,170056,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170061,1,"FARMING",,,,,"AGRICULTURE",6210,"SUBSISTENCE AGRICULTURAL",1,6,28,9,,2,,,,,,,,,0
3,17,1710,2,546,170061,2,"TRADING",,,,,"BUYING AND SELLING",3416,"RETAIL TRADE",47,6,28,9,,2,,,,,,,,,0
3,17,1710,2,546,170061,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170061,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170061,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170061,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170061,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170061,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170061,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170067,1,"FARMING","TRADING",,,,"FARMING",6114,"AGRICULTURE",1,6,28,9,,1,"TRADING",3416,"BUYING AND SELLING",8,3,15,9,,0
3,17,1710,2,546,170067,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170067,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170067,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170069,1,"FARMING","DRIVING",,,,"FARMING",6210,"AGRICULTURE",1,4,10,9,,1,"DRIVING",8322,"TRANSPORTATION",49,12,40,6,,0
3,17,1710,2,546,170069,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170069,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170069,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1710,2,546,170069,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170071,1,"FOOD VENDOR",,,,,"FOOD VENDOR",7413,"BUYING AND SELLING",8,6,24,9,,2,,,,,,,,,0
3,17,1713,1,226,170071,2,"TAILORING",,,,,"TAILORING",7433,"PERSONAL SERVICES",96,6,42,9,,2,,,,,,,,,0
3,17,1713,1,226,170071,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170071,4,"TAILORING",,,,,"TAILORING",7433,"PERSONAL SERVICES",96,6,42,9,,2,,,,,,,,,0
3,17,1713,1,226,170071,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170071,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170071,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170071,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170071,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170071,10,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170071,11,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170077,1,"CLEANER","FARMER",,,,"CLEANING SERVICES",9132,"MINISTRY OF HEALTH",86,6,40,2,,1,"FARMING",6114,"AGRICULTURE",1,6,28,9,,0
3,17,1713,1,226,170077,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170077,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170077,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170077,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170077,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170077,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,1,"CIVIL SERVANT",,,,,"CIVIL SERVANT",3431,"ADMINISTRATION",84,6,40,3,,2,,,,,,,,,0
3,17,1713,1,226,170078,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,10,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,11,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1713,1,226,170078,12,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170082,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1716,2,1452,170082,2,"HOUSE KEEPING",,,,,"HOUSE KEEPING",5121,"PERSONAL SERVICES",96,6,58,9,,2,,,,,,,,,0
3,17,1716,2,1452,170082,3,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1716,2,1452,170082,4,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1716,2,1452,170082,5,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1716,2,1452,170082,6,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1716,2,1452,170082,7,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1716,2,1452,170089,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,6,48,9,,2,,,,,,,,,0
3,17,1716,2,1452,170089,2,"TRADING",,,,,"BUYING AND SELLING",3416,"RETAIL TRADING",47,6,42,9,,2,,,,,,,,,0
3,17,1716,2,1452,170089,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170089,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170089,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170090,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1716,2,1452,170090,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170090,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170090,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170090,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1716,2,1452,170090,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170096,1,"FARMING","TRADING",,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,1,"TRADING",3416,"BUYING AND SELLING",8,6,28,9,,0
3,17,1702,2,510,170096,2,"BAKING OF BEANS CAKE",,,,,"BAKING OF BEANS CAKE",7412,"MANUFACTURING",10,6,21,9,,2,,,,,,,,,0
3,17,1702,2,510,170096,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170096,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1702,2,510,170096,5,"BAKING OF BEANS CAKE",,,,,"BAKING OF BEANS CAKE",7412,"MANUFACTURING",10,6,21,9,,2,,,,,,,,,0
3,17,1727,2,634,170105,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,5,42,9,,2,,,,,,,,,0
3,17,1727,2,634,170105,2,"MANUFACTURING",,,,,"MANUFACTURING",7413,"FOOD PROCESSING",10,12,30,9,,2,,,,,,,,,0
3,17,1727,2,634,170105,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170105,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170105,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170105,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170105,7,"MANUFACTURING",,,,,"MANUFACTURING",7413,"FOOD PROCESSING",10,12,30,9,,2,,,,,,,,,0
3,17,1727,2,634,170105,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,1,"TRADING",,,,,"TRADING",3416,"BUYING AND SELLING",8,6,24,9,,2,,,,,,,,,0
3,17,1727,2,634,170106,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,10,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,11,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1727,2,634,170106,12,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170111,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,6,28,9,,2,,,,,,,,,0
3,17,1712,2,794,170111,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170111,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170111,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170111,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170111,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170111,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170112,1,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,28,9,,2,,,,,,,,,0
3,17,1712,2,794,170112,2,"MANUFACTURING",,,,,"MANUFACTURING OF G/N OIL",7413,"FOOD PROCESSING",10,2,40,9,,2,,,,,,,,,0
3,17,1712,2,794,170112,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170112,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170112,5,"TRADING",,,,,"BUYING AND SELLING",3416,"RETAIL TRADING",47,2,40,9,,2,,,,,,,,,0
3,17,1712,2,794,170120,1,"FARMING","TAILORING",,,,"FARMING",6114,"AGRICULTURE",1,4,21,9,,1,"TAILORING",7433,"PERSONAL SERVICES",96,6,28,9,,0
3,17,1712,2,794,170120,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170120,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170120,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170120,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170120,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1712,2,794,170120,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170121,1,"FARMING","BARBING",,,,"FARMING",6114,"AGRICULTURE",1,5,30,9,,1,"BARBING",5141,"PERSONAL SERVICES",96,6,30,9,,0
3,17,1724,2,786,170121,2,"BAKING OF G/N CAKE",,,,,"MANUFACTURING",7412,"FOOD PROCESSING",10,6,20,9,,2,,,,,,,,,0
3,17,1724,2,786,170121,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170121,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170121,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170121,6,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170121,7,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170121,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170121,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170127,1,"FARMING","TRADING",,,,"FARMING",6114,"AGRICULTURE",1,4,35,9,,1,"TRADING",3416,"RETAIL TRADING",47,6,49,9,,0
3,17,1724,2,786,170127,2,"TRADING",,,,,"TRADING",3416,"BUYING AND SELLING",8,6,35,9,,2,,,,,,,,,0
3,17,1724,2,786,170127,3,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,35,9,,2,,,,,,,,,0
3,17,1724,2,786,170127,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170127,5,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,35,9,,2,,,,,,,,,0
3,17,1724,2,786,170127,6,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,35,9,,2,,,,,,,,,0
3,17,1724,2,786,170127,7,"FARMING",,,,,"FARMING",6114,"AGRICULTURE",1,4,35,9,,2,,,,,,,,,0
3,17,1724,2,786,170127,8,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170127,9,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170128,1,"FARMING","HUNTING",,,,"FARMING",6114,"AGRICULTURE",1,6,21,9,,1,"HUNTING",6154,"BUTCHER",96,6,21,9,,0
3,17,1724,2,786,170128,2,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170128,3,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170128,4,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170128,5,,,,,,,,,,,,,,,,,,,,,,,0
3,17,1724,2,786,170128,6,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180015,1,"DRIVING",,,,,"DRIVING",8323,"TRANSPORTATION",49,6,7,9,,2,,,,,,,,,0
3,18,1809,1,1272,180015,2,"BUYING AND SELLING",,,,,"BUYING AND SELLING",3416,"TRADING",45,6,3,9,,2,,,,,,,,,0
3,18,1809,1,1272,180015,3,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180015,4,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180015,5,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180015,6,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180015,7,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180015,8,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180015,9,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1809,1,1272,180015,10,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180028,1,"TAILOR",,,,,"TAILOR",7433,"SEWING OF CLOTHES/DESIGN",14,6,49,9,,2,,,,,,,,,0
3,18,1823,1,1822,180028,2,"TAILOR",,,,,"TAILOR",7433,"SEWING OF CLOTHES",14,6,35,9,,2,,,,,,,,,0
3,18,1823,1,1822,180028,3,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180029,1,"DRY CLEANING CAPS","ELECTRICIAN","HERBS SPRAYING",,,"DRY CLEANER SERVPCES",9133,"WASHING AND DRYING OF CAP",91,6,50,9,,1,"ELECTRICAL INSTALLATION",2143,"WRITING OF HOMES AND SHOP",74,6,20,9,,0
3,18,1823,1,1822,180029,2,"HAND WEAVING","HAND WEAVING OF CLOTHES",,,,"HAND WEAVING",9133,"HAND WEAVING OF CLOTHES",94,6,30,9,,2,,,,,,,,,0
3,18,1823,1,1822,180029,3,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180029,4,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180029,5,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180029,6,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180029,7,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1823,1,1822,180029,8,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180032,1,"GOVT WORK","FARMER",,,,"CIVIL SERVANT",3411,"SECURITY",80,6,35,3,,1,"FARMING",6114,"AGRICUTURE",1,3,30,9,,0
3,18,1803,2,840,180032,2,"MANUFATURA G/OIL",,,,,"M/G OIL",7412,"MANUFACFARING",10,6,21,9,,2,,,,,,,,,0
3,18,1803,2,840,180032,3,"SUYA MEAT",,,,,"SUYA MEAT",8271,"MANUFACTURING",10,6,22,9,,2,,,,,,,,,0
3,18,1803,2,840,180032,4,"OKADA",,,,,"OKADA",8321,"TRANSPORT",49,6,30,9,,2,,,,,,,,,0
3,18,1803,2,840,180032,5,"FARMER","FIGER NAIL CUTT",,,,"M/KOSAI AND KUNU",7412,"AGRICULTURE",1,6,32,9,,2,,,,,,,,,0
3,18,1803,2,840,180032,6,"M/AKARA AND KANU",,,,,"M/AKARA AND KUNU",7412,"MANUFACTURING",10,6,19,9,,2,,,,,,,,,0
3,18,1803,2,840,180032,7,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180032,8,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180036,1,"CIVIL SERVANT","CROP FARMING",,,,"CIVIL SERVANT",4142,"MESSENGER",82,5,12,9,,2,,,,,,,,,0
3,18,1803,2,840,180036,2,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180036,3,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180036,4,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180036,5,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180036,6,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180036,7,,,,,,,,,,,,,,,,,,,,,,,0
3,18,1803,2,840,180036,8,,,,,,,,,,,,,,,,,,,,,,,0
