"zone","state","sector","lga","ea","hhid","plotid","plot_qa_type","dist_household","srtmslp_nga","srtm_nga","twi_nga"
4,16,2,1605,180,160144,1,1,0.02,2.6,251,14
4,16,2,1605,180,160144,4,1,0.08,2.8,249,14
4,16,2,1605,180,160144,5,1,0.11,3.3,249,14
4,16,2,1605,180,160144,2,1,0.03,2.6,251,14
4,16,2,1605,180,160144,3,1,0.02,2.6,251,14
4,16,2,1605,180,160145,1,1,0.08,1.5,255,13
4,16,2,1605,180,160146,1,1,0.13,2.9,249,13
4,16,2,1605,180,160146,2,1,0.02,2.8,245,15
4,16,2,1605,180,160147,1,1,0.2,2.3,241,14
4,16,2,1605,180,160147,2,1,0.02,4.1,246,15
4,16,2,1605,180,160148,1,1,0.01,3,245,15
4,16,2,1605,180,160148,2,1,0.13,1.4,244,15
4,16,2,1605,180,160149,1,1,0.03,2.6,251,15
4,16,2,1605,180,160150,1,1,0.87,4.7,258,15
4,16,2,1605,180,160151,2,1,0.3,2.5,249,14
4,16,2,1605,180,160151,1,1,0.01,1.6,244,15
4,16,2,1605,180,160152,1,1,0.41,2.5,242,13
4,16,2,1605,180,160152,2,1,0.4,2.4,242,13
4,16,2,1605,180,160153,1,1,0.02,3.5,248,13
4,16,2,1603,158,160154,1,1,0.2,6.2,123,13
4,16,2,1603,158,160154,2,1,0.45,5.2,133,13
4,16,2,1603,158,160155,2,1,0.32,8.8,154,12
4,16,2,1603,158,160155,1,1,0.02,6.5,139,13
4,16,2,1609,738,160157,1,1,0.42,7.1,162,12
4,16,2,1609,738,160157,2,1,0.01,4.6,173,13
4,16,2,1609,738,160158,1,1,0.03,4.6,174,13
4,16,2,1609,738,160160,1,1,0.02,5.8,172,14
4,16,2,1608,1104,160161,1,1,0.41,3.1,128,13
4,16,2,1609,738,160162,1,1,0.02,4.7,175,13
4,16,2,1608,1104,160163,1,1,0.59,3.3,131,13
4,16,2,1608,1104,160164,1,1,0.09,3.6,133,14
4,16,2,1608,1104,160164,2,1,0.02,4.3,135,13
4,16,2,1608,1104,160165,1,1,0.1,2.9,129,13
4,16,2,1608,1104,160166,1,1,0.06,1.9,129,15
4,16,2,1608,1104,160166,2,1,0.17,3.7,134,13
4,16,2,1608,1104,160167,2,1,1.1,2.4,116,14
4,16,2,1608,1104,160167,1,1,1.06,2,116,15
4,16,2,1609,738,160168,1,1,0.46,7.2,162,12
4,16,2,1609,738,160168,2,1,0.42,7.2,162,12
4,16,2,1609,738,160169,1,1,0.38,5.7,177,12
4,16,2,1609,738,160169,2,1,0.03,4.9,175,13
4,16,2,1609,738,160170,1,1,0.39,4.6,174,14
4,16,2,1608,1104,160171,1,1,1.12,2.1,116,16
4,16,2,1609,738,160172,1,1,0.01,4.8,173,13
4,16,2,1609,738,160172,2,1,0.42,7.4,166,12
4,16,2,1608,1104,160173,1,1,0.03,2.9,132,14
4,16,2,1608,1104,160173,2,1,0.05,2.8,132,14
4,16,2,1612,108,160174,2,1,0.97,1.2,92,14
4,16,2,1612,108,160174,5,1,0.92,0.4,92,15
4,16,2,1612,108,160174,1,1,0.96,1.2,92,14
4,16,2,1612,108,160174,3,1,0.95,1,92,14
4,16,2,1612,108,160174,4,1,0.92,0.4,92,15
4,16,2,1612,108,160175,3,1,1.06,0.8,90,16
4,16,2,1612,108,160175,2,1,1.01,1.1,91,15
4,16,2,1612,108,160175,1,1,0.03,2.7,86,13
4,16,2,1603,158,160176,1,1,0.29,3.1,135,13
4,16,2,1603,158,160178,1,1,0.25,4.2,136,13
4,16,2,1603,158,160179,1,1,0.04,6.4,143,13
4,16,2,1603,158,160180,2,1,0.64,6.6,139,14
4,16,2,1603,158,160180,1,1,0.52,5.5,123,14
4,16,2,1612,108,160181,3,1,0.95,0.6,92,15
4,16,2,1612,108,160181,1,1,0.97,1.1,92,14
4,16,2,1612,108,160181,2,1,0.96,0.9,92,14
4,16,2,1612,108,160181,4,1,0.97,1,92,15
4,16,2,1612,108,160182,1,1,0.92,1.1,92,15
4,16,2,1612,108,160182,2,1,0.91,0.9,92,15
4,16,2,1612,108,160183,1,1,1.03,0.6,92,15
4,16,2,1612,108,160183,3,1,1.15,1.1,92,15
4,16,2,1612,108,160183,2,1,1.02,0.5,92,15
4,16,2,1603,158,160184,1,1,0.13,6.2,140,12
4,16,2,1603,158,160184,2,1,0.14,5.5,139,13
4,16,2,1603,158,160185,1,1,0.06,6,143,13
4,16,2,1612,108,160186,3,1,1.01,0.5,92,15
4,16,2,1612,108,160186,2,1,1.26,1.1,91,15
4,16,2,1612,108,160186,1,1,1.23,0.9,90,16
4,16,2,1612,108,160186,5,1,1.04,0.6,92,15
4,16,2,1612,108,160186,4,1,1.01,0.5,92,15
4,16,2,1612,108,160188,2,1,0.52,1.3,93,14
4,16,2,1612,108,160188,4,1,1.19,0.9,89,14
4,16,2,1612,108,160188,1,1,0.52,1.2,93,14
4,16,2,1612,108,160188,5,1,1.1,1.1,90,15
4,16,2,1612,108,160188,3,1,1.13,1.3,90,14
4,16,2,1612,108,160189,1,1,0.93,0.6,93,15
4,16,2,1612,108,160189,2,1,0.98,1.1,92,15
4,16,2,1612,108,160189,3,1,0.97,0.9,93,14
4,16,2,1612,108,160190,2,1,0.9,0.9,92,15
4,16,2,1612,108,160190,3,1,0.9,0.6,92,15
4,16,2,1612,108,160190,1,1,1.11,2,88,15
3,17,2,1706,284,170001,1,1,5.39,1.3,410,14
3,17,2,1706,284,170002,1,1,0.37,1.1,405,15
3,17,2,1706,284,170003,1,1,0.06,1.4,404,14
3,17,2,1706,284,170003,2,1,0.13,0.6,403,16
3,17,2,1706,284,170004,1,1,0.04,1.9,406,13
3,17,2,1706,284,170004,2,1,0.11,1.8,406,13
3,17,2,1706,284,170005,1,1,0.06,0.9,403,14
3,17,2,1706,284,170006,1,1,0.13,0.8,403,15
3,17,2,1706,284,170006,2,1,0.12,0.8,404,14
3,17,2,1706,284,170007,2,3,0.06,1.1,403,15
3,17,2,1706,284,170007,1,3,0.06,0.9,403,15
3,17,2,1706,284,170008,1,1,0.05,2.1,405,14
3,17,2,1706,284,170009,1,1,0.45,1.7,405,17
3,17,2,1706,284,170009,3,1,0.48,1.5,405,17
3,17,2,1706,284,170009,2,1,0.45,1.3,404,20
3,17,2,1706,284,170010,1,1,0.07,1,405,16
3,17,2,1719,1354,170011,2,1,1.32,1,403,14
3,17,2,1719,1354,170011,1,1,1.04,2.2,402,14
3,17,2,1719,1354,170011,3,1,0.34,1,398,15
3,17,2,1719,1354,170012,1,1,0.3,2.3,399,13
3,17,2,1719,1354,170013,2,1,1.39,0.7,398,24
3,17,2,1719,1354,170013,1,1,0.23,2.4,400,14
3,17,2,1719,1354,170014,1,1,0.36,2.4,397,15
3,17,2,1719,1354,170015,1,1,0.27,2.9,401,13
3,17,2,1719,1354,170016,1,1,0.51,0.7,399,16
3,17,2,1719,1354,170016,2,1,0.24,3,404,13
3,17,2,1719,1354,170017,1,1,0.06,3.7,402,12
3,17,2,1719,1354,170018,1,1,0.28,2.4,401,13
3,17,2,1719,1354,170020,1,1,0.81,1.2,402,16
3,17,2,1704,1080,170023,1,1,1.55,1.7,420,15
3,17,2,1704,1080,170024,2,1,0.32,2.3,430,13
3,17,2,1704,1080,170024,1,1,0.11,1.7,431,13
3,17,2,1704,1080,170026,1,1,2.03,3,431,13
3,17,2,1704,1080,170027,2,1,2,1,436,15
3,17,2,1704,1080,170027,1,1,2.01,1.1,436,14
3,17,2,1704,1080,170028,1,1,2.56,2.5,422,13
3,17,2,1704,1080,170028,2,1,2.55,1.9,423,14
3,17,2,1704,1080,170029,1,1,1.25,2.4,430,14
3,17,2,1704,1080,170029,2,1,1.26,2.7,431,13
3,17,2,1704,1080,170030,2,1,0.85,1.9,426,15
3,17,2,1704,1080,170030,1,1,0.86,2.1,426,14
3,17,1,1704,2074,170032,1,3,2.53,1.7,419,14
3,17,1,1704,2074,170032,2,3,2.63,1.2,421,15
3,17,1,1704,2074,170032,3,1,3.78,1.1,443,18
3,17,2,1715,2244,170051,1,1,0.5,0.7,370,15
3,17,2,1715,2244,170052,1,1,0.08,0.9,370,15
3,17,2,1715,2244,170052,2,1,0.48,0,369,21
3,17,2,1715,2244,170053,1,3,0.37,0.7,370,14
3,17,2,1715,2244,170054,1,1,0.26,0.6,369,15
3,17,2,1715,2244,170055,2,3,0.62,0.5,369,17
3,17,2,1715,2244,170055,1,3,0.62,0.5,369,18
3,17,2,1715,2244,170055,3,3,0.2,0.6,369,16
3,17,2,1715,2244,170056,1,3,0.07,0.4,370,15
3,17,2,1715,2244,170056,2,3,0.9,0.7,369,15
3,17,2,1715,2244,170057,1,1,0.12,1,370,15
3,17,2,1715,2244,170057,3,1,1.07,1,369,16
3,17,2,1715,2244,170057,2,1,0.79,1,370,16
3,17,2,1715,2244,170058,1,1,0.58,1.1,369,19
3,17,2,1715,2244,170059,2,1,0.94,1,369,16
3,17,2,1715,2244,170059,1,1,1.01,1.1,369,15
3,17,2,1715,2244,170060,1,1,0.09,0.8,369,15
3,17,2,1715,2244,170060,2,1,0.63,0.4,369,22
3,17,2,1710,546,170061,3,1,0.16,1.6,352,13
3,17,2,1710,546,170061,1,1,0.17,1.5,352,13
3,17,2,1710,546,170061,2,1,0.15,1.7,352,13
3,17,2,1710,546,170062,2,1,0.2,0.5,351,16
3,17,2,1710,546,170062,1,1,0.65,0.5,351,16
3,17,2,1710,546,170063,1,1,0.84,0.6,352,15
3,17,2,1710,546,170064,1,3,0.75,0.7,351,16
3,17,2,1710,546,170066,1,1,0.52,0.5,350,18
3,17,2,1710,546,170067,2,1,0.36,0.4,351,16
3,17,2,1710,546,170067,1,1,0.59,0.2,351,16
3,17,2,1710,546,170068,1,1,0.65,0.3,351,16
3,17,2,1710,546,170069,1,1,0.6,0.5,350,17
3,17,2,1710,546,170070,1,1,0.84,0.4,351,20
3,17,1,1713,226,170074,1,1,1.58,0.5,357,20
3,17,1,1713,226,170076,1,1,2.34,0.5,357,18
3,17,1,1713,226,170077,1,1,2.33,0.6,358,16
3,17,1,1713,226,170079,1,1,0.46,0.8,359,19
3,17,2,1716,1452,170081,1,1,0.5,1.3,368,13
3,17,2,1716,1452,170082,1,1,1.82,2.6,370,13
3,17,2,1716,1452,170082,2,1,2.07,2.4,372,13
3,17,2,1716,1452,170083,1,1,0.46,2.3,372,13
3,17,2,1716,1452,170084,2,1,0.28,2.8,373,13
3,17,2,1716,1452,170084,3,1,1.42,0.5,366,23
3,17,2,1716,1452,170084,1,1,1.41,0.5,366,21
3,17,2,1716,1452,170085,2,1,0.39,1.1,368,14
3,17,2,1716,1452,170085,1,1,0.67,0,367,36
3,17,2,1716,1452,170086,1,1,0.53,0.6,368,15
3,17,2,1716,1452,170087,1,1,1.18,0,367,28
3,17,2,1716,1452,170087,2,1,1.06,1.1,367,18
3,17,2,1716,1452,170088,2,1,0.45,1.8,373,14
3,17,2,1716,1452,170088,1,1,0.3,2.7,373,13
3,17,2,1716,1452,170088,3,1,0.44,1.7,373,14
3,17,2,1716,1452,170089,1,1,0.49,2,372,14
3,17,2,1716,1452,170089,2,1,0.54,1.7,372,14
3,17,2,1716,1452,170090,2,1,1.69,2.2,371,14
3,17,2,1716,1452,170090,3,1,1.7,2,371,14
3,17,2,1716,1452,170090,5,1,1.75,2.8,370,13
3,17,2,1716,1452,170090,4,1,1.78,2.7,370,14
3,17,2,1716,1452,170090,1,1,0.06,1.2,367,14
3,17,2,1702,510,170091,1,1,0.55,0,392,36
3,17,2,1702,510,170091,2,5,10.34,1.6,388,13
3,17,2,1702,510,170092,1,1,0.62,0.4,391,25
3,17,2,1702,510,170093,1,1,0.66,0.4,392,22
3,17,2,1702,510,170094,1,1,0.5,0.5,391,17
3,17,2,1702,510,170094,2,1,0.61,0,392,26
3,17,2,1702,510,170095,1,1,0.58,0,391,18
3,17,2,1702,510,170096,1,1,0.65,0.1,391,17
3,17,2,1702,510,170096,2,1,0.56,0,391,18
3,17,2,1702,510,170097,3,1,0.82,0.7,391,15
3,17,2,1702,510,170097,2,1,0.83,0.8,392,14
3,17,2,1702,510,170097,1,1,1.31,0.1,390,19
3,17,2,1702,510,170098,1,1,1.5,0.3,392,29
3,17,2,1702,510,170098,2,1,1.91,0.6,392,15
3,17,2,1702,510,170099,1,1,0.57,0.6,391,17
3,17,2,1702,510,170100,1,1,9.05,1.4,389,15
3,17,2,1702,510,170100,2,1,8.92,1.1,388,27
3,17,2,1727,634,170101,1,1,0.09,1.1,410,14
3,17,2,1727,634,170101,2,1,0.2,1.2,409,16
3,17,2,1727,634,170103,1,1,0.32,0,410,18
3,17,2,1727,634,170104,1,1,0.29,0.4,409,17
3,17,2,1727,634,170105,2,1,0.8,0.7,410,15
3,17,2,1727,634,170105,1,1,0.73,0.8,408,17
3,17,2,1727,634,170107,1,1,0.23,1,410,22
3,17,2,1727,634,170108,1,1,0.11,1.2,410,14
3,17,2,1727,634,170109,1,1,0.37,0.9,409,20
3,17,2,1727,634,170109,2,1,0.35,0.9,409,19
3,17,2,1727,634,170110,1,1,0.4,0,409,34
3,17,2,1712,794,170111,1,1,0.06,1.3,496,16
3,17,2,1712,794,170112,1,1,1.12,1.6,505,14
3,17,2,1712,794,170112,2,1,1.09,1.9,505,14
3,17,2,1712,794,170115,3,1,0.47,0.9,499,15
3,17,2,1712,794,170115,2,1,0.42,1.4,500,13
3,17,2,1712,794,170115,1,1,0.37,1.4,498,17
3,17,2,1712,794,170116,1,1,0.03,1.1,496,16
3,17,2,1712,794,170117,1,1,2.46,3,505,13
3,17,2,1712,794,170117,2,1,2.52,3.2,506,14
3,17,2,1712,794,170118,1,1,0.77,1,502,15
3,17,2,1712,794,170119,1,1,0.88,0.7,497,15
3,17,2,1712,794,170119,2,1,0.56,1.6,492,18
3,17,2,1712,794,170120,2,1,0.84,0.9,496,15
3,17,2,1712,794,170120,1,1,0.4,2.4,494,14
3,17,2,1724,786,170121,1,1,0.49,0.8,480,17
3,17,2,1724,786,170122,1,1,0.49,0.8,480,17
3,17,2,1724,786,170123,3,1,0.45,1.7,481,14
3,17,2,1724,786,170123,1,1,0.85,0.7,487,15
3,17,2,1724,786,170123,2,1,0.46,1.8,482,14
3,17,2,1724,786,170124,1,1,0.3,0.5,484,17
3,17,2,1724,786,170125,2,1,0.6,1.9,476,14
3,17,2,1724,786,170125,1,1,0.88,1.3,484,15
3,17,2,1724,786,170126,1,1,0.71,0.7,480,17
3,17,2,1724,786,170127,2,1,0.7,1.2,475,14
3,17,2,1724,786,170127,1,1,0.06,1.5,484,14
3,17,2,1724,786,170127,4,1,0.27,2.3,480,14
3,17,2,1724,786,170127,5,1,0.25,1.7,480,15
3,17,2,1724,786,170127,3,1,0.69,0.9,474,15
3,17,2,1724,786,170128,1,1,0.28,1,483,15
3,17,2,1724,786,170128,2,1,0.44,1.2,479,15
3,17,2,1724,786,170128,3,1,0.53,2.1,476,14
3,17,2,1724,786,170129,1,1,0.72,0.7,480,16
3,18,2,1803,840,180031,2,1,0.31,1.6,643,14
3,18,2,1803,840,180031,1,1,0.52,1.4,644,14
3,18,2,1803,840,180031,3,1,0.26,0.9,643,15
3,18,2,1803,840,180032,2,1,1.32,1.7,644,13
3,18,2,1803,840,180032,1,1,1.35,2.1,643,14
3,18,2,1803,840,180033,1,1,1.99,1.9,629,15
3,18,2,1803,840,180034,2,1,1.67,4.4,631,15
3,18,2,1803,840,180034,1,1,2.08,2.5,628,13
3,18,2,1803,840,180036,2,1,1.05,1.3,643,15
3,18,2,1803,840,180036,1,1,1.01,1.3,644,13
3,18,2,1803,840,180036,3,1,1.07,1.3,641,17
3,18,2,1803,840,180037,2,1,0.15,0.5,643,17
3,18,2,1803,840,180037,1,1,0.11,1.6,643,16
3,18,2,1803,840,180038,1,1,1.84,1,639,14
3,18,2,1803,840,180038,3,1,1.48,3.6,638,14
3,18,2,1803,840,180038,2,1,1.08,1.9,647,13
3,18,2,1803,840,180039,1,1,1.84,1.7,640,13
3,18,2,1803,840,180039,2,1,1.88,1.3,640,14
3,18,2,1803,840,180040,2,1,0.81,1.3,641,15
3,18,2,1803,840,180040,3,1,0.82,1.4,641,15
3,18,2,1803,840,180040,1,1,0.74,0.6,641,14
3,18,1,1816,378,180041,2,1,1.25,1,665,15
3,18,1,1816,378,180041,1,1,0.56,1.8,668,14
3,18,1,1816,378,180041,3,1,1.3,1,665,15
3,18,1,1816,378,180042,2,1,2.1,1.4,671,14
3,18,1,1816,378,180042,1,1,2.84,1.6,657,13
3,18,1,1816,378,180042,3,1,1.53,1.2,669,14
3,18,1,1816,378,180044,2,1,2.11,2.4,664,15
3,18,1,1816,378,180044,3,1,2.11,2.4,664,15
3,18,1,1816,378,180044,1,1,1.09,1.7,668,13
3,18,1,1816,378,180045,1,1,4.06,1.9,643,14
3,18,1,1816,378,180045,2,1,4.08,1.6,642,14
3,18,1,1816,378,180047,1,1,1.18,0.8,665,15
3,18,1,1816,378,180047,2,1,1.37,1.6,658,14
3,18,2,1805,534,180052,1,1,0.03,1.1,614,15
3,18,2,1805,534,180052,2,1,0.12,2.3,615,14
3,18,2,1805,534,180052,3,1,0.13,2.4,615,14
3,18,2,1805,534,180053,2,1,0.64,3.2,618,13
3,18,2,1805,534,180053,3,1,0.42,1.6,610,14
3,18,2,1805,534,180053,4,1,0.18,1.7,611,15
3,18,2,1805,534,180053,1,1,0.1,1.4,614,14
3,18,2,1805,534,180054,1,1,0.06,1,614,14
3,18,2,1805,534,180054,2,1,0.49,0.6,609,15
3,18,2,1805,534,180055,2,1,0.21,1.4,611,15
3,18,2,1805,534,180055,1,1,0.23,2.1,612,13
3,18,2,1805,534,180056,1,1,0.35,2.2,609,15
3,18,2,1805,534,180056,2,1,0.38,2.6,609,14
3,18,2,1805,534,180057,1,1,0.57,2.3,623,13
3,18,2,1805,534,180057,2,1,0.7,3.3,626,13
3,18,2,1805,534,180058,3,1,0.08,2.6,628,14
3,18,2,1805,534,180058,2,1,0.06,2.6,628,14
3,18,2,1805,534,180058,1,1,0,2.5,627,14
3,18,2,1805,534,180059,1,1,0.13,2.9,629,13
3,18,2,1805,534,180059,3,1,0.16,3.3,624,14
3,18,2,1805,534,180059,4,1,0.24,2.5,621,13
3,18,2,1805,534,180059,2,1,0.2,2.4,629,14
3,18,2,1805,534,180060,2,1,0.2,3.1,627,13
3,18,2,1805,534,180060,1,1,0.7,2.2,625,15
3,18,2,1817,370,180061,2,1,2.04,2.7,782,14
3,18,2,1817,370,180061,1,1,2.03,2.9,783,13
3,18,2,1817,370,180063,2,1,1.12,2.4,773,14
3,18,2,1817,370,180063,1,1,1.1,2.4,774,14
3,18,2,1817,370,180064,2,1,1.13,2.2,780,14
3,18,2,1817,370,180064,1,1,1.06,2,781,14
3,18,2,1817,370,180065,1,1,0.41,2.6,782,14
3,18,2,1817,370,180065,2,1,0.41,2.6,781,15
3,18,2,1817,370,180067,2,1,1.14,2,781,14
3,18,2,1817,370,180067,1,1,1.14,2,781,14
3,18,2,1817,370,180068,1,1,0.98,2.6,775,13
3,18,2,1817,370,180068,2,1,0.98,2.6,775,13
3,18,2,1817,370,180069,2,1,1.91,3,783,13
3,18,2,1817,370,180069,1,1,1.84,2.9,784,13
3,18,2,1817,370,180070,2,1,1.43,1.2,779,15
3,18,2,1817,370,180070,1,1,1.43,1.2,779,15
3,18,2,1808,1726,180071,2,1,0.14,4.5,720,13
3,18,2,1808,1726,180071,3,1,0.45,2.1,730,13
3,18,2,1808,1726,180071,1,1,3.48,0.9,722,18
3,18,2,1808,1726,180071,4,1,3.45,2.2,722,16
3,18,2,1808,1726,180072,2,1,0.45,2.8,729,13
3,18,2,1808,1726,180072,1,1,0.47,2.6,729,13
3,18,2,1808,1726,180073,4,1,0.27,6.6,718,13
3,18,2,1808,1726,180073,2,1,0.26,6.2,718,13
3,18,2,1808,1726,180073,3,1,1.19,1.9,712,13
3,18,2,1808,1726,180073,1,1,0.97,3.2,707,13
3,18,2,1808,1726,180074,1,1,0.03,3.7,717,13
3,18,2,1808,1726,180075,1,1,0.51,2.6,729,13
3,18,2,1808,1726,180076,1,1,0.44,3.1,708,13
3,18,2,1808,1726,180077,2,1,1.49,2.2,729,13
3,18,2,1808,1726,180077,1,1,1.5,1.8,730,14
3,18,2,1808,1726,180078,1,2,0.42,1.7,723,15
3,18,2,1808,1726,180078,2,2,0.42,1.7,723,15
3,18,2,1808,1726,180078,3,2,0.42,1.7,723,15
3,18,2,1808,1726,180079,1,1,0.04,5,714,13
3,18,2,1808,1726,180079,2,3,0.12,5.5,708,14
3,18,2,1808,1726,180080,1,1,0.39,2.6,721,15
3,18,2,1808,1726,180080,2,1,0.44,2.1,720,16
3,18,2,1811,364,180081,2,1,0.44,3.2,565,15
3,18,2,1811,364,180081,1,1,0.45,3.3,566,14
3,18,2,1811,364,180082,2,1,1.28,8.6,582,12
3,18,2,1811,364,180082,3,1,1.38,2.5,599,13
3,18,2,1811,364,180082,1,1,0.09,5.6,577,12
3,18,2,1811,364,180083,3,1,1.36,2.4,598,13
3,18,2,1811,364,180083,1,1,0.09,5.2,576,12
3,18,2,1811,364,180083,2,1,0.1,5.5,577,12
3,18,2,1811,364,180084,2,1,0.48,2.7,564,14
3,18,2,1811,364,180084,1,1,0.26,4.7,573,14
3,18,2,1811,364,180084,3,1,0.43,1.9,563,16
3,18,2,1811,364,180084,4,1,0.48,2.2,564,15
3,18,2,1811,364,180085,3,1,1.56,4.2,586,15
3,18,2,1811,364,180085,1,1,1.48,5.1,588,12
3,18,2,1811,364,180085,2,1,1.59,2.5,594,13
3,18,2,1811,364,180086,3,1,1.05,2.6,586,13
3,18,2,1811,364,180086,2,1,1.06,4.5,575,16
3,18,2,1811,364,180086,1,1,0.97,3.2,592,13
3,18,2,1811,364,180087,1,1,1.04,4.7,582,15
3,18,2,1811,364,180087,3,1,1.03,2.6,586,13
3,18,2,1811,364,180087,2,1,0.92,4.4,589,13
3,18,2,1811,364,180088,1,1,0.2,3.8,594,13
3,18,2,1811,364,180089,1,1,0.1,5.8,586,13
3,18,2,1811,364,180089,2,1,0.05,5.2,585,12
3,18,2,1811,364,180090,2,1,1.09,2.6,569,13
3,18,2,1811,364,180090,1,1,1.21,5.5,563,13
3,18,2,1811,364,180090,3,1,1.16,3.9,568,13
3,18,2,1820,450,180091,1,1,1.96,3.4,566,14
3,18,2,1820,450,180091,2,1,1.98,3.5,564,14
3,18,2,1820,450,180092,1,1,1.99,3.4,565,14
3,18,2,1820,450,180092,2,1,2.01,3.3,565,14
3,18,2,1820,450,180093,2,1,1.98,3.7,567,13
3,18,2,1820,450,180093,1,1,2.01,3.7,567,13
3,18,2,1820,450,180094,5,1,1.84,4.9,566,13
3,18,2,1820,450,180094,1,1,0.03,5.9,560,13
3,18,2,1820,450,180094,2,1,0.03,8.4,561,12
3,18,2,1820,450,180094,4,1,1.82,4.8,565,13
3,18,2,1820,450,180094,3,1,1.84,4.9,565,13
3,18,2,1820,450,180095,2,1,0.04,6,563,13
3,18,2,1820,450,180095,1,1,2.06,3.1,561,15
3,18,2,1820,450,180096,3,1,1.95,3.4,561,14
3,18,2,1820,450,180096,2,1,1.99,3.3,562,14
3,18,2,1820,450,180096,1,1,2.04,3.5,563,14
3,18,2,1820,450,180097,1,1,0.02,3.7,556,13
3,18,2,1820,450,180097,2,1,0.03,3.7,555,13
3,18,2,1820,450,180098,1,1,0.1,6.2,558,13
3,18,2,1820,450,180098,3,1,1.82,4.9,564,13
3,18,2,1820,450,180098,2,1,0.01,4.2,563,13
3,18,2,1820,450,180099,1,1,1.99,3.1,561,15
3,18,2,1822,1654,180101,2,1,0.34,4.8,997,13
3,18,2,1822,1654,180101,3,1,0.34,4.7,997,13
3,18,2,1822,1654,180101,1,1,0.18,5.6,996,12
3,18,2,1822,1654,180102,1,1,0.31,4,997,13
3,18,2,1822,1654,180102,2,1,0.3,3.1,997,13
3,18,2,1822,1654,180103,3,1,0.61,6.8,978,12
3,18,2,1822,1654,180103,2,1,0.93,1.7,961,14
3,18,2,1822,1654,180103,1,1,0.68,5.4,973,13
3,18,2,1822,1654,180104,1,1,0.36,1.9,969,15
3,18,2,1822,1654,180104,4,1,0.32,2.5,970,14
3,18,2,1822,1654,180104,3,1,0.34,1.7,970,14
3,18,2,1822,1654,180104,2,1,0.36,1.9,969,15
3,18,2,1822,1654,180105,3,1,0.1,2.6,974,14
3,18,2,1822,1654,180105,2,1,0.11,2.6,974,14
3,18,2,1822,1654,180105,1,1,0.08,2.6,975,14
3,18,2,1822,1654,180106,1,1,0.01,5.6,978,14
3,18,2,1822,1654,180106,4,1,0.05,5.2,978,14
3,18,2,1822,1654,180106,2,1,0.39,4.5,996,12
3,18,2,1822,1654,180106,3,1,0.36,6.8,985,13
3,18,2,1822,1654,180108,2,1,0.29,3.8,997,13
3,18,2,1822,1654,180108,3,1,0.24,3.3,996,13
3,18,2,1822,1654,180108,1,1,0.23,3.4,996,13
3,18,2,1822,1654,180109,2,1,1.51,8.1,994,12
3,18,2,1822,1654,180109,1,1,1.51,8,993,12
3,18,2,1822,1654,180109,3,1,1.31,4.2,977,12
3,18,2,1814,678,180111,1,1,0.27,2.8,739,15
3,18,2,1814,678,180111,2,1,0.27,2.8,739,15
3,18,2,1814,678,180111,3,1,0.35,3.8,740,14
3,18,2,1814,678,180112,2,1,0.26,2.7,741,14
3,18,2,1814,678,180112,3,1,0.17,2.4,742,16
3,18,2,1814,678,180112,1,1,0.35,4.1,741,14
3,18,2,1814,678,180113,3,1,0.02,2,741,14
3,18,2,1814,678,180113,4,1,0.02,1.7,740,15
3,18,2,1814,678,180113,2,1,0.03,1.5,740,15
3,18,2,1814,678,180113,1,1,0.02,1.9,741,14
3,18,2,1814,678,180117,1,1,0.89,1.7,730,15
3,18,2,1814,678,180117,3,1,0.98,2.5,731,13
3,18,2,1814,678,180117,4,1,0.89,1.5,730,16
3,18,2,1814,678,180117,2,1,1,2.7,728,15
2,5,2,517,0,180118,1,1,1.47,2.2,545,17
2,5,2,517,0,180119,1,1,7.23,1.7,571,14
2,5,2,517,0,180120,1,3,1.1,2.2,169,15
3,19,2,1943,668,190021,1,1,0.1,1.4,441,14
3,19,2,1943,668,190021,2,1,0.11,1.5,441,14
3,19,2,1943,668,190022,1,1,0.02,1,440,16
3,19,2,1943,668,190022,2,1,0.08,0.8,441,16
3,19,2,1943,668,190023,2,1,0.35,2,440,13
3,19,2,1943,668,190023,1,1,0.54,1.8,439,14
3,19,2,1943,668,190024,1,1,1.13,1.7,434,14
3,19,2,1943,668,190025,2,1,0.02,0.8,441,16
3,19,2,1943,668,190025,1,1,0.14,1.7,441,14
3,19,2,1943,668,190026,2,1,0.5,2.4,438,14
3,19,2,1943,668,190026,1,1,0.13,1.1,441,15
3,19,2,1943,668,190027,1,1,0.17,1.2,440,15
3,19,2,1943,668,190027,2,1,0.14,0.9,441,15
3,19,2,1943,668,190028,2,1,0.18,1.1,440,15
3,19,2,1943,668,190028,1,1,0.13,1.3,442,14
3,19,2,1943,668,190029,1,1,0.14,1.3,442,14
3,19,2,1943,668,190029,2,1,0.16,1.1,441,15
3,19,2,1943,668,190030,1,1,0.15,1.1,441,15
3,19,2,1943,668,190030,2,3,0.35,0.8,440,14
3,19,2,1916,1516,190031,2,1,2.31,0.8,430,18
3,19,2,1916,1516,190031,1,1,2.35,0.7,437,14
3,19,2,1916,1516,190032,1,1,2.36,0.8,437,14
3,19,2,1916,1516,190032,2,1,1.31,0.4,431,19
3,19,2,1916,1516,190033,2,1,2.11,1.1,429,16
3,19,2,1916,1516,190033,1,1,2.02,1.6,431,14
3,19,2,1916,1516,190034,1,1,2.05,1.2,430,17
3,19,2,1916,1516,190034,2,1,2.08,0.7,429,19
