"zone","state","lga","sector","ea","hhid","fish_cd","fish_desc","fish_other","sa9aq2","sa9aq3","sa9aq4a1","sa9aq4a2","sa9aq4b1","sa9aq4b2","sa9aq5a","sa9aq5b","sa9aq6","sa9aq7a","sa9aq7b","sa9aq8","sa9aq9","sa9aq10a1","sa9aq10a2","sa9aq10b1","sa9aq10b2","sa9aq11","sa9aq12a1","sa9aq12a2","sa9aq12a3","sa9aq12a4","sa9aq12b1","sa9aq12b2","sa9aq12b3","sa9aq12b4","sa9aq13a","sa9aq13b","sa9aq14","sa9aq15a","sa9aq15b","sa9aq16","sa9aq17","sa9aq18a1","sa9aq18a2","sa9aq18a3","sa9aq18a4","sa9aq18b1","sa9aq18b2","sa9aq18b3","sa9aq18b4","tracked_obs"
6,28,2807,2,1266,280128,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280128,5,"Other (specify)","MUD",1,12,12,1,0,,10,1,400,0,,,6,2,1,,,6,2,1,3,"0",,,,,0,,,0,,,0,2,1,3,,,,,,0
6,28,2807,2,1266,280128,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280128,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280129,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280129,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280129,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280129,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280129,5,"Other (specify)","MUD",1,16,10,1,,,8,1,500,0,,,8,2,1,,,8,6,1,3,"0",,,,,4,1,500,0,,,8,2,1,3,,,,,,0
6,28,2807,2,1266,280129,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280129,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280130,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280130,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280130,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280130,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280130,5,"Other (specify)","MUD",1,14,13,1,0,,10,1,450,0,,,5,3,1,,,5,10,1,3,,0,,,,10,1,450,0,,,6,0,,,,0,,,,0
6,28,2807,2,1266,280130,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,28,2807,2,1266,280130,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290178,1,"Catfish",,1,6,20,1,,,0,,,0,,,0,20,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290178,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290178,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290178,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290178,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290178,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290178,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290179,1,"Catfish",,1,7,4,1,,,0,,,0,,,0,4,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290179,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290179,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290179,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290179,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290179,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
6,29,2920,2,1628,290179,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3101,2,604,310016,1,"Catfish",,1,1,3,1,0,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3101,2,604,310016,2,"Tilapia",,1,1,3,1,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3101,2,604,310016,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3101,2,604,310016,4,"Shrimps",,1,1,3,1,0,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3101,2,604,310016,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3101,2,604,310016,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3101,2,604,310016,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3116,2,1344,310091,1,"Catfish",,1,2,4,4,0,,4,4,28000,0,,7000,2,1,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3116,2,1344,310091,2,"Tilapia",,1,2,4,4,0,,4,4,28000,0,,7000,2,1,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3116,2,1344,310091,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3116,2,1344,310091,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3116,2,1344,310091,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3116,2,1344,310091,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,31,3116,2,1344,310091,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320076,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320076,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320076,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320076,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320076,5,"Other (specify)",,1,20,25,3,,,19,3,2500,0,,,20,2,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320076,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320076,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320079,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320079,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320079,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320079,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320079,5,"Other (specify)",,1,20,25,4,,,19,4,2500,0,,,20,2,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320079,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3206,2,276,320079,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3208,2,2244,320093,1,"Catfish",,1,20,10,3,,,7,3,7000,0,,,20,1,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3208,2,2244,320093,2,"Tilapia",,1,20,20,3,,,17,3,5000,0,,,20,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3208,2,2244,320093,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3208,2,2244,320093,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3208,2,2244,320093,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3208,2,2244,320093,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3208,2,2244,320093,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320106,1,"Catfish",,1,20,8,2,,,5,2,5000,,,,20,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320106,2,"Tilapia",,1,20,1,2,,,1,2,3500,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320106,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320106,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320106,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320106,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3201,2,2034,320106,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320170,1,"Catfish",,1,12,0,1,370,1,0,,,370,1,45000,1,0,,20,2,1,5,2,1,,0,,,,2,1,2100,0,,,0,2,1,1,,0,,,,0
5,32,3221,2,132,320170,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320170,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320170,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320170,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320170,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3221,2,132,320170,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,1,"Catfish",,1,16,10,4,0,,1,4,10000,0,,,16,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3216,2,1184,320187,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320194,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320194,2,"Tilapia",,1,16,250,1,,,10,1,500,0,,,0,5,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320194,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320194,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320194,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320194,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3212,2,314,320194,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320202,1,"Catfish",,1,10,4,4,,,4,4,50000,,,,8,2,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320202,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320202,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320202,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320202,5,"Other (specify)","CROAKER",1,10,7,4,,,5,4,20000,,,,8,2,4,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320202,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,32,3207,2,1464,320202,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3507,2,746,350017,1,"Catfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3507,2,746,350017,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3507,2,746,350017,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3507,2,746,350017,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3507,2,746,350017,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3507,2,746,350017,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3507,2,746,350017,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3501,1,702,350095,1,"Catfish",,1,3,5,3,,,5,3,3000,,,,3,3,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3501,1,702,350095,2,"Tilapia",,1,2,10,3,,,10,3,5000,,,,2,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3501,1,702,350095,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3501,1,702,350095,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3501,1,702,350095,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3501,1,702,350095,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2,35,3501,1,702,350095,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,36,3606,2,1956,360082,1,"Catfish",,1,10,0,,0,,3,2,1000,1,2,1000,6,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,0
3,36,3606,2,1956,360082,2,"Tilapia",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,36,3606,2,1956,360082,3,"Carpfish",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,36,3606,2,1956,360082,4,"Shrimps",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,36,3606,2,1956,360082,5,"Other (specify)",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,36,3606,2,1956,360082,6,"Other (specify) 2",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,36,3606,2,1956,360082,7,"Other (specify) 3",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
