"zone","state","lga","sector","ea","hhid","qno1","qno2","hhno","tracked_obs"
4,14,1415,2,952,140043,2,2,4,0
4,14,1415,2,952,140044,2,2,6,0
4,14,1415,2,952,140045,2,2,7,0
4,14,1415,2,952,140046,2,2,9,0
4,14,1415,2,952,140047,2,2,10,0
4,14,1415,2,952,140048,2,2,12,0
4,14,1415,2,952,140049,2,2,13,0
4,14,1406,2,694,140061,2,2,42,0
4,14,1406,2,694,140062,2,2,5,0
4,14,1406,2,694,140063,2,2,8,0
4,14,1406,2,694,140064,2,2,11,0
4,14,1406,2,694,140065,2,2,14,0
4,14,1406,2,694,140066,2,2,17,0
4,14,1406,2,694,140067,2,2,20,0
4,14,1406,2,694,140068,2,2,23,0
4,14,1406,2,694,140070,2,2,36,0
4,14,1413,2,670,140071,2,2,1,0
4,14,1413,2,670,140072,2,2,2,0
4,14,1413,2,670,140073,2,2,3,0
4,14,1413,2,670,140074,2,2,4,0
4,14,1413,2,670,140075,,,6,1
4,14,1413,2,670,140076,2,2,7,0
4,14,1413,2,670,140077,2,2,8,0
4,14,1413,2,670,140078,2,2,9,0
4,14,1413,2,670,140079,2,2,10,0
4,14,1413,2,670,140080,2,2,11,0
4,14,1410,2,236,140081,,,0,1
4,14,1410,2,236,140082,2,2,21,0
4,14,1410,2,236,140083,2,2,,0
4,14,1410,2,236,140084,2,2,7,0
4,14,1410,2,236,140085,2,2,9,0
4,14,1410,2,236,140086,2,2,25,0
4,14,1410,2,236,140087,2,2,13,0
4,14,1410,2,236,140090,2,2,19,0
4,4,419,1,0,140095,,,0,1
4,14,1408,2,968,140101,2,2,1,0
4,14,1408,2,968,140102,2,2,2,0
4,14,1408,2,968,140103,2,2,4,0
4,14,1408,2,968,140104,2,2,5,0
4,14,1408,2,968,140105,2,2,6,0
4,14,1408,2,968,140106,2,2,7,0
4,14,1408,2,0,140108,,,0,1
4,14,1408,2,968,140109,2,2,11,0
4,14,1408,2,968,140110,2,2,10,0
4,14,1411,2,1066,140112,2,2,3,0
4,14,1411,2,1066,140113,2,2,6,0
4,14,1411,2,1066,140115,2,2,10,0
4,14,1411,2,1066,140116,2,2,12,0
4,14,1411,2,1066,140117,2,2,15,0
4,14,1411,2,1066,140118,2,2,17,0
4,14,1411,2,1066,140119,2,2,19,0
4,14,1411,2,1066,140120,2,2,21,0
4,14,1416,2,2314,140124,1,2,5,0
4,14,1416,2,2314,140125,1,2,15,0
4,14,1416,2,2314,140126,2,2,7,0
4,14,1416,2,2314,140127,2,2,16,0
4,14,1416,2,2314,140128,2,2,10,0
4,14,1416,2,2314,140129,2,2,11,0
4,14,1416,2,2314,140130,2,2,12,0
2,15,1506,1,398,150003,3,3,10,0
2,15,1506,1,398,150004,1,2,4,0
2,15,1508,2,1682,150011,2,2,10,0
2,15,1508,2,1682,150012,2,2,9,0
2,15,1508,2,1682,150013,2,2,4,0
2,15,1508,2,1682,150014,2,2,7,0
2,15,1508,2,1682,150015,2,2,11,0
2,15,1508,2,1682,150016,2,2,1,0
2,15,1508,2,1682,150017,2,2,3,0
2,15,1508,2,1682,150018,2,2,8,0
2,15,1508,2,1682,150019,2,2,5,0
2,15,1508,2,1682,150020,2,2,6,0
2,15,1511,2,1938,150021,2,2,6,0
2,15,1511,2,1938,150022,2,2,47,0
2,15,1511,2,1938,150023,2,2,2,0
2,15,1511,2,1938,150024,2,2,42,0
2,15,1511,2,1938,150025,2,2,11,0
2,15,1511,2,1938,150026,2,2,15,0
2,15,1511,2,1938,150027,2,2,38,0
2,15,1511,2,1938,150028,2,2,20,0
2,15,1511,2,1938,150029,2,2,33,0
2,15,1511,2,1938,150030,2,2,51,0
2,15,1502,2,590,150031,2,2,10,0
2,15,1502,2,590,150032,2,2,19,0
2,15,1502,2,590,150033,2,2,16,0
2,15,1502,2,590,150034,2,2,4,0
2,15,1502,2,590,150035,2,2,24,0
2,15,1502,2,590,150037,2,2,13,0
2,15,1502,2,590,150038,2,2,36,0
2,15,1502,2,590,150039,2,2,22,0
2,15,1502,2,590,150040,2,2,4,0
2,15,1510,2,616,150041,2,2,10,0
2,15,1510,2,616,150042,2,2,7,0
2,15,1510,2,616,150043,2,2,18,0
2,15,1510,2,616,150044,2,2,14,0
2,15,1510,2,616,150045,2,2,5,0
2,15,1510,2,616,150046,2,2,8,0
2,15,1510,2,616,150047,2,2,12,0
2,15,1510,2,616,150048,2,2,3,0
2,15,1510,2,616,150049,2,2,1,0
2,15,1510,2,616,150050,2,2,16,0
2,15,1507,2,458,150051,2,2,6,0
2,15,1507,2,458,150052,2,2,15,0
2,15,1507,2,458,150053,2,2,11,0
2,15,1507,2,458,150054,2,2,4,0
2,15,1507,2,458,150055,2,2,24,0
2,15,1507,2,458,150057,2,2,17,0
2,15,1507,2,458,150058,2,2,10,0
2,15,1507,2,458,150059,2,2,22,0
2,15,1507,2,458,150060,2,2,13,0
2,15,1503,2,634,150064,2,2,1,0
2,15,1503,2,634,150065,2,2,3,0
2,15,1503,2,634,150066,2,2,16,0
2,15,1503,2,634,150068,2,2,11,0
2,15,1503,2,634,150069,2,2,26,0
2,34,3407,1,0,150073,,,,1
4,16,1626,2,1546,160001,2,2,9,0
4,16,1626,2,1546,160003,2,2,14,0
4,16,1626,2,1546,160008,2,2,1,0
4,16,1610,2,1006,160011,2,2,7,0
4,16,1610,2,1006,160012,2,2,1,0
4,16,1610,2,1006,160013,2,2,5,0
4,16,1624,1,286,160014,2,2,4,0
4,16,1606,2,590,160016,2,2,18,0
4,16,1624,1,136,160017,2,2,6,0
4,16,1624,1,136,160018,2,2,21,0
4,16,1624,1,136,160019,2,2,1,0
4,16,1622,2,18,160020,2,2,4,0
4,16,1612,2,414,160021,2,2,15,0
4,16,1622,2,18,160022,2,2,1,0
4,16,1622,2,18,160023,2,2,2,0
4,16,1624,1,136,160024,2,2,26,0
4,16,1624,1,136,160025,2,2,29,0
4,16,1602,2,1576,160026,2,2,2,0
4,16,1624,1,286,160028,2,2,13,0
4,16,1624,1,286,160029,2,2,10,0
4,16,1624,1,286,160030,2,2,15,0
4,16,1622,2,18,160031,2,2,10,0
4,16,1624,1,136,160032,2,2,16,0
4,16,1624,1,136,160033,2,2,19,0
4,16,1622,2,18,160034,2,2,9,0
4,16,1624,1,136,160035,2,2,24,0
4,16,1624,1,136,160036,2,2,9,0
4,16,1622,2,18,160037,2,2,8,0
4,16,1606,2,590,160038,2,2,32,0
4,16,1606,2,590,160039,2,2,35,0
4,16,1606,2,590,160040,2,2,1,0
4,16,1624,1,136,160041,2,2,14,0
4,16,1622,2,18,160042,2,2,11,0
4,16,1622,2,18,160043,2,2,7,0
4,16,1622,2,18,160044,2,2,12,0
4,16,1612,2,414,160045,2,2,12,0
4,16,1612,2,414,160046,2,2,18,0
4,16,1612,2,414,160047,2,2,4,0
4,16,1602,2,1576,160048,2,2,9,0
4,16,1602,2,1576,160049,2,2,12,0
4,16,1602,2,1576,160050,2,2,14,0
4,16,1613,2,440,160051,2,2,19,0
4,16,1613,2,440,160052,2,2,17,0
4,16,1613,2,440,160053,2,2,9,0
4,16,1613,2,440,160054,2,2,5,0
4,16,1613,2,440,160055,2,2,11,0
4,16,1613,2,440,160056,2,2,3,0
4,16,1613,2,440,160057,2,2,21,0
4,16,1613,2,440,160058,2,2,7,0
4,16,1613,2,440,160059,2,2,1,0
4,16,1613,2,440,160060,2,2,13,0
4,16,1616,2,296,160062,2,2,4,0
4,16,1616,2,296,160063,2,2,3,0
4,16,1616,2,296,160064,2,2,1,0
4,16,1616,2,296,160066,2,2,7,0
4,16,1616,2,296,160069,2,2,5,0
4,16,1616,2,296,160070,2,2,8,0
4,16,1620,2,106,160071,2,2,3,0
4,16,1620,2,106,160072,2,2,15,0
4,16,1620,2,106,160073,2,2,18,0
4,16,1620,2,106,160074,2,2,16,0
4,16,1620,2,106,160075,2,2,7,0
4,16,1620,2,106,160076,2,2,1,0
4,16,1620,2,106,160077,2,2,9,0
4,16,1620,2,106,160078,2,2,22,0
4,16,1620,2,106,160079,2,2,4,0
4,16,1620,2,106,160080,2,2,10,0
4,16,1618,2,1060,160081,2,2,3,0
4,16,1618,2,1060,160082,2,2,1,0
4,16,1618,2,1060,160083,2,2,12,0
4,16,1618,2,1060,160084,2,2,19,0
4,16,1618,2,1060,160085,2,2,11,0
4,16,1618,2,1060,160086,2,2,7,0
4,16,1618,2,1060,160088,2,2,14,0
4,16,1618,2,1060,160089,2,2,4,0
4,16,1618,2,1060,160090,2,2,5,0
4,16,1601,2,954,160091,2,2,5,0
4,16,1601,2,954,160092,2,2,11,0
4,16,1601,2,954,160093,2,2,12,0
4,16,1601,2,954,160094,2,2,8,0
4,16,1601,2,954,160095,2,2,9,0
4,16,1601,2,954,160096,2,2,6,0
4,16,1601,2,954,160097,2,2,3,0
4,16,1601,2,954,160098,2,2,2,0
4,16,1601,2,954,160099,2,2,14,0
4,16,1601,2,954,160100,2,2,7,0
4,16,1606,2,590,160101,2,2,13,0
4,16,1624,1,286,160102,2,2,4,0
4,16,1606,2,590,160103,2,2,15,0
4,16,1610,2,1006,160104,2,2,6,0
4,16,1610,2,1006,160105,2,2,2,0
4,16,1624,1,286,160106,2,2,1,0
4,16,1606,2,590,160107,2,2,20,0
4,16,1606,2,590,160108,2,2,6,0
4,16,1606,2,590,160109,2,2,5,0
4,16,1624,1,286,160110,2,2,20,0
4,16,1603,2,158,160111,2,2,13,0
4,16,1624,1,286,160113,2,2,6,0
4,16,1610,2,1006,160114,2,2,3,0
4,16,1610,2,1006,160115,2,2,4,0
4,16,1610,2,1006,160117,2,2,9,0
4,16,1602,2,1576,160119,2,2,6,0
4,16,1602,2,1576,160120,2,2,13,0
4,16,1602,2,1576,160121,2,2,5,0
4,16,1608,2,1104,160122,2,2,7,0
4,16,1602,2,1576,160124,2,2,4,0
4,16,1602,2,1576,160125,2,2,10,0
4,16,1602,2,1576,160126,2,2,1,0
4,16,1612,2,414,160127,2,2,16,0
4,16,1612,2,414,160128,2,2,13,0
4,16,1622,2,18,160129,2,2,3,0
4,16,1612,2,414,160130,2,2,22,0
4,16,1612,2,414,160131,2,2,21,0
4,16,1624,1,286,160132,2,2,3,0
4,16,1624,1,286,160133,2,2,11,0
4,16,1622,1,0,160136,,,0,1
4,16,1626,1,0,160138,,,0,1
4,16,1625,1,0,160139,,,0,1
4,16,1626,1,0,160141,,,0,1
4,16,1605,2,180,160144,2,2,5,0
4,16,1605,2,180,160145,2,2,29,0
4,16,1605,2,180,160146,2,2,19,0
4,16,1605,2,180,160147,2,2,15,0
4,16,1605,2,180,160148,2,2,1,0
4,16,1605,2,180,160149,2,2,11,0
4,16,1605,2,180,160150,2,2,13,0
4,16,1605,2,180,160151,2,2,21,0
4,16,1605,2,180,160152,2,2,3,0
4,16,1605,2,180,160153,2,2,9,0
4,16,1603,2,158,160154,2,2,8,0
4,16,1603,2,158,160155,2,2,19,0
4,16,1609,2,738,160157,2,2,4,0
4,16,1609,2,738,160158,2,2,5,0
4,16,1609,2,738,160160,2,2,4,0
4,16,1608,2,1104,160161,2,2,15,0
4,16,1609,2,738,160162,2,2,4,0
4,16,1608,2,1104,160163,2,2,26,0
4,16,1608,2,1104,160164,2,2,3,0
4,16,1608,2,1104,160165,2,2,16,0
4,16,1608,2,1104,160166,2,2,13,0
4,16,1608,2,1104,160167,2,2,24,0
4,16,1609,2,738,160168,2,2,6,0
4,16,1609,2,738,160169,2,2,3,0
4,16,1609,2,738,160170,2,2,12,0
4,16,1608,2,1104,160171,2,2,28,0
4,16,1609,2,738,160172,2,2,5,0
4,16,1608,2,1104,160173,2,2,9,0
4,16,1612,2,108,160174,2,2,6,0
4,16,1612,2,108,160175,2,2,5,0
4,16,1603,2,158,160176,2,2,16,0
4,16,1603,2,158,160178,2,2,28,0
4,16,1603,2,158,160179,2,2,25,0
4,16,1603,2,158,160180,2,2,5,0
4,16,1612,2,108,160181,2,2,7,0
4,16,1612,2,108,160182,2,2,9,0
4,16,1612,2,108,160183,2,2,1,0
4,16,1603,2,158,160184,2,2,34,0
4,16,1603,2,158,160185,2,2,2,0
4,16,1612,2,108,160186,2,2,3,0
4,16,1612,2,108,160188,2,2,2,0
4,16,1612,2,108,160189,2,2,4,0
4,16,1612,2,108,160190,2,2,10,0
3,17,1706,2,284,170001,2,2,1,0
3,17,1706,2,284,170002,2,2,3,0
3,17,1706,2,284,170003,2,2,5,0
3,17,1706,2,284,170004,2,2,7,0
3,17,1706,2,284,170005,2,2,9,0
3,17,1706,2,284,170006,2,2,11,0
3,17,1706,2,284,170007,2,2,13,0
3,17,1706,2,284,170008,2,2,15,0
3,17,1706,2,284,170009,2,2,12,0
3,17,1706,2,284,170010,2,2,20,0
3,17,1719,2,1354,170011,2,2,1,0
3,17,1719,2,1354,170012,2,2,3,0
3,17,1719,2,1354,170013,2,2,6,0
3,17,1719,2,1354,170014,2,2,8,0
3,17,1719,2,1354,170015,2,2,10,0
3,17,1719,2,1354,170016,2,2,13,0
3,17,1719,2,1354,170017,2,2,15,0
3,17,1719,2,1354,170018,2,2,17,0
3,17,1719,2,1354,170020,2,2,22,0
3,17,1704,2,1080,170022,2,2,3,0
3,17,1704,2,1080,170023,2,2,7,0
3,17,1704,2,1080,170024,2,2,10,0
3,17,1704,2,1080,170026,2,2,16,0
3,17,1704,2,1080,170027,2,2,18,0
3,17,1704,2,1080,170028,2,2,21,0
3,17,1704,2,1080,170029,2,2,24,0
3,17,1704,2,1080,170030,2,2,27,0
3,17,1704,1,2074,170032,2,2,6,0
1,23,2306,1,0,170037,,,,1
3,17,1722,2,96,170041,2,2,1,0
3,17,1722,2,96,170042,2,2,4,0
3,17,1722,2,96,170043,2,2,22,0
3,17,1722,2,96,170044,2,2,25,0
3,17,1722,2,96,170045,2,2,28,0
3,17,1722,2,96,170046,2,2,31,0
3,17,1722,2,96,170047,2,2,34,0
3,17,1722,2,96,170048,2,2,37,0
3,17,1722,2,96,170049,2,2,40,0
3,17,1715,2,2244,170051,2,2,1,0
3,17,1715,2,2244,170052,2,2,2,0
3,17,1715,2,2244,170053,2,2,4,0
3,17,1715,2,2244,170054,2,2,5,0
3,17,1715,2,2244,170055,2,2,6,0
3,17,1715,2,2244,170056,2,2,8,0
3,17,1715,2,2244,170057,2,2,9,0
3,17,1715,2,2244,170058,2,2,10,0
3,17,1715,2,2244,170059,2,2,12,0
3,17,1715,2,2244,170060,2,2,13,0
3,17,1710,2,546,170061,2,2,1,0
3,17,1710,2,546,170062,2,2,3,0
3,17,1710,2,546,170063,2,2,4,0
3,17,1710,2,546,170064,2,2,6,0
3,17,1710,2,546,170066,2,2,9,0
3,17,1710,2,546,170067,2,2,10,0
3,17,1710,2,546,170068,2,2,12,0
3,17,1710,2,546,170069,2,2,13,0
3,17,1710,2,546,170070,2,2,15,0
3,17,1713,1,226,170074,2,2,8,0
3,17,1713,1,226,170076,2,2,12,0
3,17,1713,1,226,170077,2,2,14,0
3,17,1713,1,226,170079,2,2,19,0
3,17,1716,2,1452,170081,2,2,1,0
3,17,1716,2,1452,170082,2,2,2,0
3,17,1716,2,1452,170083,2,2,3,0
3,17,1716,2,1452,170084,2,2,4,0
3,17,1716,2,1452,170085,2,2,5,0
3,17,1716,2,1452,170086,2,2,6,0
3,17,1716,2,1452,170087,2,2,7,0
3,17,1716,2,1452,170088,2,2,8,0
3,17,1716,2,1452,170089,2,2,10,0
3,17,1716,2,1452,170090,2,2,11,0
3,17,1702,2,510,170091,2,2,3,0
3,17,1702,2,510,170092,2,2,4,0
3,17,1702,2,510,170093,2,2,7,0
3,17,1702,2,510,170094,2,2,9,0
3,17,1702,2,510,170095,2,2,12,0
3,17,1702,2,510,170096,2,2,14,0
3,17,1702,2,510,170097,2,2,17,0
3,17,1702,2,510,170098,2,2,19,0
3,17,1702,2,510,170099,2,2,22,0
3,17,1702,2,510,170100,2,2,24,0
3,17,1727,2,634,170101,2,2,1,0
3,17,1727,2,634,170103,2,2,5,0
3,17,1727,2,634,170104,2,2,7,0
3,17,1727,2,634,170105,2,2,9,0
3,17,1727,2,634,170106,2,2,11,0
3,17,1727,2,634,170107,2,2,13,0
3,17,1727,2,634,170108,2,2,15,0
3,17,1727,2,634,170109,2,2,18,0
3,17,1727,2,634,170110,2,2,20,0
3,17,1712,2,794,170111,2,2,1,0
3,17,1712,2,794,170112,2,2,15,0
3,17,1712,2,794,170113,,,4,1
3,17,1712,2,794,170114,,,5,1
3,17,1712,2,794,170115,2,2,16,0
3,17,1712,2,794,170116,2,2,8,0
3,17,1712,2,794,170117,2,2,9,0
3,17,1712,2,794,170118,2,2,18,0
3,17,1712,2,794,170119,2,2,12,0
3,17,1712,2,794,170120,2,2,14,0
3,17,1724,2,786,170121,2,2,1,0
3,17,1724,2,786,170122,2,2,2,0
3,17,1724,2,786,170123,2,2,3,0
3,17,1724,2,786,170124,2,2,4,0
3,17,1724,2,786,170125,2,2,5,0
3,17,1724,2,786,170126,2,2,6,0
3,17,1724,2,786,170127,2,2,7,0
3,17,1724,2,786,170128,2,2,11,0
3,17,1724,2,786,170129,2,2,9,0
3,18,1803,2,840,180031,2,2,2,0
3,18,1803,2,840,180032,2,2,5,0
3,18,1803,2,840,180033,2,2,12,0
3,18,1803,2,840,180034,2,2,15,0
3,18,1803,2,840,180036,2,2,28,0
3,18,1803,2,840,180037,2,2,31,0
3,18,1803,2,840,180038,2,2,41,0
3,18,1803,2,840,180039,2,2,44,0
3,18,1803,2,840,180040,3,3,10,0
3,18,1816,1,378,180041,2,2,2,0
3,18,1816,1,378,180042,2,2,5,0
3,18,1816,1,378,180044,2,2,19,0
3,18,1816,1,378,180045,2,2,22,0
3,18,1816,1,378,180047,2,2,28,0
3,18,1816,1,378,180048,2,2,8,0
3,18,1805,2,534,180052,2,2,4,0
3,18,1805,2,534,180053,2,2,6,0
3,18,1805,2,534,180054,2,2,9,0
3,18,1805,2,534,180055,2,2,12,0
3,18,1805,2,534,180056,2,2,14,0
3,18,1805,2,534,180057,2,2,17,0
3,18,1805,2,534,180058,2,2,20,0
3,18,1805,2,534,180059,2,2,22,0
3,18,1805,2,534,180060,2,2,25,0
3,18,1817,2,370,180061,2,2,1,0
3,18,1817,2,370,180063,2,2,12,0
3,18,1817,2,370,180064,2,2,16,0
3,18,1817,2,370,180065,2,2,19,0
3,18,1817,2,370,180067,2,2,27,0
3,18,1817,2,370,180068,2,2,30,0
3,18,1817,2,370,180069,2,2,38,0
3,18,1817,2,370,180070,2,2,45,0
3,18,1808,2,1726,180071,2,2,1,0
3,18,1808,2,1726,180072,2,2,2,0
3,18,1808,2,1726,180073,2,2,4,0
3,18,1808,2,1726,180074,2,2,6,0
3,18,1808,2,1726,180075,2,2,9,0
3,18,1808,2,1726,180076,2,2,10,0
3,18,1808,2,1726,180077,2,2,7,0
3,18,1808,2,1726,180078,2,2,8,0
3,18,1808,2,1726,180079,2,2,17,0
3,18,1808,2,1726,180080,2,2,19,0
3,18,1811,2,364,180081,2,2,1,0
3,18,1811,2,364,180082,2,2,4,0
3,18,1811,2,364,180083,2,2,6,0
3,18,1811,2,364,180084,2,2,9,0
3,18,1811,2,364,180085,2,2,11,0
3,18,1811,2,364,180086,2,2,14,0
3,18,1811,2,364,180087,2,2,16,0
3,18,1811,2,364,180088,2,2,19,0
3,18,1811,2,364,180089,2,2,24,0
3,18,1811,2,364,180090,2,2,36,0
3,18,1820,2,450,180091,2,2,13,0
3,18,1820,2,450,180092,2,2,2,0
3,18,1820,2,450,180093,2,2,3,0
3,18,1820,2,450,180094,2,2,4,0
3,18,1820,2,450,180095,2,2,5,0
3,18,1820,2,450,180096,2,2,6,0
3,18,1820,2,450,180097,2,2,8,0
3,18,1820,2,450,180098,2,2,9,0
3,18,1820,2,450,180099,2,2,11,0
3,18,1822,2,1654,180101,2,2,1,0
3,18,1822,2,1654,180102,3,3,3,0
3,18,1822,2,1654,180103,2,2,8,0
3,18,1822,2,1654,180104,2,2,11,0
3,18,1822,2,1654,180105,2,2,13,0
3,18,1822,2,1654,180106,2,2,7,0
3,18,1817,2,0,180107,,,,1
3,18,1822,2,1654,180108,2,2,21,0
3,18,1822,2,1654,180109,2,2,26,0
3,18,1817,2,0,180110,,,,1
3,18,1814,2,678,180111,2,2,1,0
3,18,1814,2,678,180112,2,2,3,0
3,18,1814,2,678,180113,2,2,5,0
3,18,1814,2,678,180117,2,2,13,0
2,5,517,2,0,180118,,,,1
2,5,517,2,0,180119,,,,1
2,5,517,2,0,180120,,,0,1
3,19,1943,2,668,190021,2,2,1,0
3,19,1943,2,668,190022,2,2,3,0
3,19,1943,2,668,190023,2,2,4,0
3,19,1943,2,668,190024,2,2,6,0
3,19,1943,2,668,190025,2,2,8,0
3,19,1943,2,668,190026,2,2,9,0
3,19,1943,2,668,190027,2,2,10,0
3,19,1943,2,668,190028,2,2,13,0
3,19,1943,2,668,190029,2,2,14,0
3,19,1943,2,668,190030,2,2,16,0
3,19,1916,2,1516,190031,2,2,1,0
3,19,1916,2,1516,190032,2,2,3,0
3,19,1916,2,1516,190033,2,2,6,0
3,19,1916,2,1516,190034,2,2,8,0
3,19,1916,2,1516,190035,2,2,10,0
3,19,1916,2,1516,190036,2,2,12,0
3,19,1916,2,1516,190037,2,2,9,0
3,19,1916,2,1516,190038,2,2,17,0
3,19,1916,2,1516,190039,2,2,19,0
3,19,1916,2,1516,190040,2,2,21,0
3,19,1901,2,640,190041,2,2,1,0
3,19,1901,2,640,190042,2,2,3,0
3,19,1901,2,640,190043,2,2,5,0
3,19,1901,2,640,190044,2,2,8,0
3,19,1901,2,640,190045,2,2,10,0
3,19,1901,2,640,190046,2,2,12,0
3,19,1901,2,640,190047,2,2,16,0
3,19,1901,2,640,190048,2,2,19,0
3,19,1901,2,640,190049,2,2,25,0
3,19,1901,2,640,190050,2,2,23,0
3,19,1937,2,432,190051,2,2,3,0
3,36,3611,2,0,190052,,,,1
3,19,1937,2,432,190053,2,2,19,0
3,19,1937,2,432,190054,2,2,67,0
3,19,1937,2,432,190059,2,2,22,0
3,19,1936,2,1994,190061,2,2,1,0
3,19,1936,2,1994,190062,2,2,3,0
3,19,1936,2,1994,190063,2,2,4,0
3,19,1936,2,1994,190064,2,2,6,0
3,19,1936,2,1994,190065,2,2,11,0
3,19,1936,2,1994,190066,2,2,13,0
3,19,1936,2,1994,190067,2,2,14,0
3,19,1936,2,1994,190068,2,2,16,0
3,19,1936,2,1994,190069,2,2,18,0
3,19,1936,2,1994,190070,2,2,19,0
3,19,1902,2,52,190071,2,2,1,0
3,19,1902,2,52,190072,2,2,3,0
3,19,1902,2,52,190073,2,2,6,0
3,19,1902,2,52,190074,2,2,8,0
3,19,1902,2,52,190075,2,2,10,0
3,19,1902,2,52,190076,2,2,13,0
3,19,1902,2,52,190077,2,2,15,0
3,19,1902,2,52,190078,2,2,17,0
3,19,1902,2,52,190079,2,2,20,0
3,19,1902,2,52,190080,2,2,22,0
3,19,1914,2,934,190081,2,2,2,0
3,19,1914,2,934,190082,2,2,5,0
3,19,1914,2,934,190083,2,2,8,0
3,19,1914,2,934,190084,2,2,11,0
3,19,1914,2,934,190085,2,2,13,0
3,19,1914,2,934,190086,2,2,16,0
3,19,1914,2,934,190087,2,2,22,0
3,19,1914,2,934,190088,2,2,25,0
3,19,1914,2,934,190089,2,2,28,0
3,19,1914,2,934,190090,2,3,31,0
3,19,1941,2,518,190091,2,2,2,0
3,19,1941,2,0,190092,,,,1
3,19,1941,2,518,190093,2,2,3,0
3,19,1941,2,518,190094,2,2,5,0
3,19,1941,2,518,190095,3,5,6,0
3,19,1941,2,518,190096,2,3,7,0
3,19,1941,2,518,190097,2,2,8,0
3,19,1941,2,518,190098,2,2,9,0
3,19,1941,2,518,190099,2,2,11,0
3,19,1941,2,518,190100,2,2,12,0
3,19,1925,1,2858,190101,2,2,2,0
3,19,1925,1,2858,190102,2,2,6,0
3,19,1925,1,2858,190103,2,2,9,0
3,19,1925,1,2858,190104,2,2,13,0
3,19,1925,1,2858,190105,2,2,16,0
3,19,1925,1,2858,190106,2,2,19,0
3,19,1925,1,2858,190107,2,2,23,0
3,19,1925,1,2858,190108,2,2,26,0
3,19,1925,1,2858,190109,2,2,30,0
3,19,1925,1,2858,190110,2,2,33,0
3,19,1912,1,1510,190119,2,2,10,0
3,19,1905,2,1290,190121,2,2,3,0
3,19,1905,2,1290,190122,2,2,7,0
3,19,1905,2,1290,190123,2,2,11,0
3,19,1905,2,1290,190124,2,2,20,0
3,19,1905,2,1290,190125,2,2,24,0
3,19,1905,2,1290,190126,2,2,37,0
3,19,1905,2,1290,190127,2,2,41,0
3,19,1905,2,1290,190128,2,2,45,0
3,19,1905,2,1290,190129,2,2,53,0
3,19,1905,2,1290,190130,2,2,58,0
3,19,1910,2,808,190131,2,2,1,0
3,19,1910,2,808,190132,2,2,3,0
3,19,1910,2,808,190133,2,2,5,0
3,19,1910,2,808,190134,2,2,6,0
3,19,1910,2,808,190135,2,2,8,0
3,19,1910,2,808,190136,2,2,24,0
3,19,1910,2,808,190137,2,2,8,0
3,19,1910,2,808,190138,2,2,14,0
3,19,1910,2,808,190139,2,2,15,0
3,19,1910,2,808,190140,2,2,10,0
3,19,1908,2,284,190141,2,2,1,0
3,19,1908,2,284,190142,2,2,4,0
3,19,1908,2,284,190143,2,2,7,0
3,19,1908,2,284,190144,2,2,10,0
3,19,1908,2,284,190145,2,2,13,0
3,19,1908,2,284,190146,2,2,16,0
3,19,1908,2,284,190147,2,2,19,0
3,19,1908,2,284,190148,2,2,22,0
3,19,1908,2,284,190149,2,2,24,0
3,19,1908,2,284,190150,2,2,27,0
3,19,1934,2,386,190151,2,2,2,0
3,19,1934,2,386,190152,2,2,8,0
3,19,1934,2,386,190153,2,2,14,0
3,19,1934,2,386,190154,2,2,19,0
3,19,1934,2,386,190156,2,2,31,0
3,19,1934,2,386,190157,2,2,60,0
3,19,1934,2,386,190158,2,2,66,0
3,19,1934,2,386,190159,2,2,72,0
3,19,1934,2,386,190160,2,2,77,0
3,19,1919,2,366,190161,2,2,2,0
3,19,1919,2,366,190162,2,2,5,0
3,19,1919,2,366,190163,2,2,10,0
3,19,1919,2,366,190164,2,2,19,0
3,19,1919,2,366,190165,2,2,22,0
3,19,1919,2,366,190166,2,2,24,0
3,19,1919,2,366,190167,2,2,27,0
3,19,1919,2,366,190168,2,2,30,0
3,19,1919,2,366,190169,2,2,33,0
3,19,1919,2,366,190170,2,2,36,0
3,19,1928,2,526,190171,2,2,1,0
3,19,1928,2,526,190172,2,2,5,0
3,19,1928,2,526,190173,2,2,8,0
3,19,1928,2,526,190174,2,2,12,0
3,19,1928,2,526,190175,2,2,15,0
3,19,1928,2,526,190176,2,2,19,0
3,19,1928,2,526,190177,2,2,22,0
3,19,1928,2,526,190178,2,2,29,0
3,19,1928,2,526,190179,2,2,33,0
3,19,1928,2,526,190180,2,2,36,0
3,19,1932,2,562,190181,2,2,2,0
3,19,1932,2,562,190182,2,2,5,0
3,19,1932,2,562,190183,2,2,8,0
3,19,1932,2,562,190184,2,2,11,0
3,19,1932,2,562,190185,2,2,14,0
3,19,1932,2,562,190186,2,2,17,0
3,19,1932,2,562,190187,2,2,20,0
3,19,1932,2,562,190188,2,2,23,0
3,19,1932,2,562,190189,2,2,25,0
3,19,1932,2,562,190190,2,2,31,0
3,19,1923,2,0,190191,,,,1
3,19,1923,2,284,190192,2,2,4,0
3,19,1923,2,284,190193,2,2,7,0
3,19,1923,2,284,190194,2,2,10,0
3,19,1923,2,284,190195,2,2,13,0
3,19,1923,2,284,190196,2,2,15,0
3,19,1923,2,284,190197,2,2,18,0
3,19,1923,2,284,190198,2,2,21,0
3,19,1923,2,284,190199,2,2,24,0
3,19,1923,2,284,190200,2,2,,0
