"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11fq1a","s11fq1b","s11fq2","s11fq2b","s11fq3a","s11fq3b","s11fq4a","s11fq4b","s11fq4c","s11fq5","s11fq6","s11fq7","s11fq8","s11fq9","s11fq9b","s11fq10","s11fq11","s11fq11b","s11fq12","tracked_obs"
6,30,3012,2,334,300034,1,2,"NEW CASSAVA FARM",1020,2,5,4,,7,2012,7,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300034,2,1,"GROUNDNUT FARM",1060,1,5,4,,8,2012,5,23,2,2,,,,,,,,,,0
6,30,3012,2,334,300034,2,2,"NEW CASSAVA",1020,1,5,4,,8,2012,3,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300034,2,3,"MAIZE FARM",1080,1,5,4,,4,2012,2,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300034,3,1,"NEW CASSAVA",1020,1,5,4,,7,2012,3,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300034,3,2,"PEPPER FARM",2140,1,5,4,,6,2012,4,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300034,4,1,"TOMATOE FARM",2260,1,5,1,,6,2012,4,83,3,2,,,,,,,,,,0
6,30,3012,2,334,300034,5,1,"WATER YAM FARM",1123,3,5,1,,1,2012,6,83,3,2,,,,,,,,,,0
6,30,3012,2,334,300035,1,1,"WATER YAM",1123,3000,1,1,,3,2012,2500,1,3,2,,,,,,,,,,0
6,30,3012,2,334,300035,2,2,"MAIZE",1080,3000,1,1,,5,2012,500000,2,3,2,,,,,,,,,,0
6,30,3012,2,334,300036,1,1,"PAPPER FARM",2140,1,5,1,,8,2012,60,28,3,2,,,,,,,,,,0
6,30,3012,2,334,300036,2,1,"MAIZE FARM",1080,3,5,1,,9,2012,8,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300037,1,1,"CASSAVA ONLY",1020,2,5,1,,8,2011,6,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300037,2,1,"CASSAVA",1020,2,5,4,,4,2012,5,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300037,2,2,"MAIZE",1080,2,1,4,,7,2012,3,82,2,2,,,,,,,,,,0
6,30,3012,2,334,300037,3,1,"WATER YAAM",1123,4000,1,4,,10,2011,1,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300037,3,2,"CASSAVA",1020,4000,1,4,,7,2012,1,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300037,4,1,"YAM ONLY",1120,4600,1,1,,10,2011,2,82,3,2,,,,,,,,,,0
6,30,3012,2,334,300038,1,1,"MAIZE",1080,4,5,4,,2,2012,,,,2,,,,,,,,,,1
6,30,3014,2,120,300041,1,7,"CASSAVA",1020,3.5,5,4,,8,2012,1,82,3,2,,,,,,,,,,0
6,30,3014,2,120,300042,2,3,"CASSAVA",1020,5,5,1,,7,2011,16,82,3,2,,,,,,,,,,0
6,30,3014,2,120,300043,1,1,"COCOA",3040,9000,1,1,,7,1995,4,1,3,2,,,,,,,,,,0
6,30,3014,2,120,300045,1,1,"MAIZE FARM",1080,2.5,5,4,,3,2012,3,82,3,2,,,,,,,,,,0
6,30,3014,2,120,300045,1,2,"CASSAVA FARM",1020,2.5,5,4,,6,2012,2,83,3,2,,,,,,,,,,0
6,30,3014,2,120,300045,2,1,"WATER YAM",1123,1.5,5,1,,3,2012,3,82,3,2,,,,,,,,,,0
6,30,3014,2,120,300046,1,1,"COCOA",3040,,,,,,,,,,,,,,,,,,,,0
6,30,3014,2,120,300047,1,1,"COCOYAM",1040,6,5,4,,8,2012,4,27,3,2,,,,,,,,,,0
6,30,3014,2,120,300048,1,1,"COCOYAM",1040,3,5,4,,7,2012,4,28,3,2,,,,,,,,,,0
6,30,3014,2,120,300048,1,6,"CASSAVA",1020,3,5,4,,5,2012,1,81,3,2,,,,,,,,,,0
6,30,3014,2,120,300049,1,1,"COCOA",3040,,,,,,,,,,,,,,,,,,,,0
6,30,3014,2,120,300049,1,3,"CASSAVA",1020,4,5,4,,9,2011,5,82,3,2,,,,,,,,,,0
6,30,3014,2,120,300050,1,3,"COCOYAM",1040,100,1,2,,7,2012,2,27,3,2,,,,,,,,,,0
6,30,3014,2,120,300050,1,5,"CASSAVA",1020,1,5,2,,5,2012,1,81,3,2,,,,,,,,,,0
6,30,3030,1,946,300151,1,1,"CASSAVA",1020,4,5,1,,3,2012,4.5,81,3,2,,,,,,,,,,0
6,30,3030,1,946,300151,2,1,"MAIZE",1082,3,5,1,,8,2012,12,23,1,2,,,,,,,,,,0
6,30,3030,1,946,300152,1,1,"YAM",1120,1500,1,1,,2,2012,2,81,3,2,,,,,,,,,,0
6,30,3030,1,946,300152,2,1,"CASSAVA",1020,1,5,1,,2,2012,3,92,3,2,,,,,,,,,,0
6,30,3030,1,946,300152,3,1,"MAIZE",1082,3,5,1,,6,2012,12,23,1,2,,,,,,,,,,0
6,30,3030,1,946,300152,4,1,"MAIZE",1082,1,5,1,,6,2012,5,23,1,2,,,,,,,,,,0
6,30,3030,1,946,300152,5,1,"VEGETABLE",2194,2,5,1,,3,2012,240,62,3,2,,,,,,,,,,0
6,30,3030,1,946,300153,1,1,"YAM",1120,1,5,1,,2,2012,3,81,3,2,,,,,,,,,,0
6,30,3030,1,946,300153,2,1,"CASSAVA",1020,5,5,2,,2,2012,15,81,3,2,,,,,,,,,,0
6,30,3030,1,946,300153,2,2,"MAIZE",1082,5,5,2,,6,2012,24,23,1,2,,,,,,,,,,0
6,30,3030,1,946,300154,1,1,"MAIZE",1082,1.20000004768372,5,4,,8,2012,5,22,1,2,,,,,,,,,,0
6,30,3030,1,946,300154,1,2,"CASSAVA",1020,1.20000004768372,5,4,,10,2012,4,82,3,2,,,,,,,,,,0
6,30,3030,1,946,300156,1,1,"CASSAVA",1020,3,5,1,,10,2012,12,82,3,2,,,,,,,,,,0
6,30,3030,1,946,300156,2,1,"YAM",1120,2000,1,1,,10,2012,2,82,3,2,,,,,,,,,,0
6,30,3030,1,946,300156,3,1,"OKRA",2120,2,5,1,,7,2012,240,26,3,2,,,,,,,,,,0
6,30,3030,1,946,300159,1,1,"CASSAVA",1020,3,5,1,,3,2012,4,82,3,2,,,,,,,,,,0
6,30,3030,1,946,300159,2,2,"MAIZE",1082,2,5,1,,4,2012,21,82,2,2,,,,,,,,,,0
6,30,3030,1,946,300159,3,3,"YAM",1120,400,1,1,,1,2012,1,82,3,2,,,,,,,,,,0
6,30,3016,1,390,300164,1,1,"YAM",1120,800,1,1,,1,2012,1800,52,3,2,,,,,,,,,,0
6,30,3016,1,390,300164,2,1,"MAIZE",1080,800,1,1,,6,2012,180,7,1,2,,,,,,,,,,0
6,30,3016,1,390,300164,3,1,"CASSAVA",1020,1600,1,1,,1,2012,3600,52,3,2,,,,,,,,,,0
6,30,3023,2,622,300171,1,1,"YAM",1120,1,5,1,,1,2012,3,82,3,2,,,,,,,,,,0
6,30,3023,2,622,300171,2,1,"CASSAVA",1020,3000,1,1,,4,2012,2,82,3,2,,,,,,,,,,0
6,30,3023,2,622,300172,1,1,"CASSAVA",1020,1.5,5,1,,2,2012,5,82,3,2,,,,,,,,,,0
6,30,3023,2,622,300174,1,1,"CASSAVA",1020,1,5,1,,4,2012,3,82,3,2,,,,,,,,,,0
6,30,3023,2,622,300175,1,1,"CASSAVA",1020,2,5,4,,6,2012,5,82,3,2,,,,,,,,,,0
6,30,3023,2,622,300175,1,2,"MAIZE",1082,2,5,4,,3,2012,5,23,1,2,,,,,,,,,,0
6,30,3023,2,622,300178,1,1,"MAIZE",1082,3,5,4,,7,2012,15,23,1,2,,,,,,,,,,0
6,30,3023,2,622,300178,1,2,"CASSAVA",1020,3,5,1,,7,2012,12,82,3,2,,,,,,,,,,0
6,30,3023,2,622,300178,2,1,"YAM",1120,3000,1,1,,2,2012,2,82,3,2,,,,,,,,,,0
6,30,3023,2,622,300180,1,1,"MAIZE",1082,3,5,4,,7,2012,15,23,1,2,,,,,,,,,,0
6,30,3023,2,622,300180,1,2,"CASSAVA",1020,3,5,4,,7,2012,10,82,3,2,,,,,,,,,,0
6,30,3023,2,622,300180,2,1,"CASSAVA",1020,2,5,1,,2,2012,9,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300182,1,1,"CASSAVA",1020,1,5,4,,8,2012,4,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300182,1,2,"MAIZE",1082,1,5,4,,7,2012,5,23,1,2,,,,,,,,,,0
6,30,3033,2,554,300182,2,1,"YAM",1120,2000,1,1,,5,2012,3,82,1,2,,,,,,,,,,0
6,30,3033,2,554,300183,2,1,"CASSAVA",1020,1.5,5,4,,1,2012,7,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300183,2,2,"YAM",1120,1.5,5,4,,2,2012,6,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300184,1,1,"YAM",1120,400,1,1,,1,2012,2000,1,3,2,,,,,,,,,,0
6,30,3033,2,554,300184,2,2,"YAM",1120,800,1,1,,2,2012,4000,1,3,2,,,,,,,,,,0
6,30,3033,2,554,300184,3,1,"MAIZE",1082,1500,1,2,,7,2012,5,73,1,2,,,,,,,,,,0
6,30,3033,2,554,300184,3,2,"TOMATOES",2260,1500,1,2,,8,2012,3000,26,3,2,,,,,,,,,,0
6,30,3033,2,554,300185,1,1,"YAM",1120,2,5,1,,1,2012,6,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300185,2,1,"TOMATOES",2260,2,5,1,,9,2012,240,26,3,2,,,,,,,,,,0
6,30,3033,2,554,300185,3,1,"CASSAVA",1020,2,5,1,,4,2012,6,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300185,4,1,"MAIZE",1082,3,5,4,,8,2012,15,23,1,2,,,,,,,,,,0
6,30,3033,2,554,300185,4,2,"CASSAVA",1020,3,5,4,,7,2012,9,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300185,4,3,"BEANS",1010,3,5,4,,7,2012,10,23,1,1,"WHITE BEANS",2,1,2,,1,1,,1996,0
6,30,3033,2,554,300186,1,1,"MAIZE",1082,1.5,5,4,,8,2012,6,23,1,2,,,,,,,,,,0
6,30,3033,2,554,300186,1,2,"BEANS",1010,1.5,5,4,,8,2012,5,23,1,1,"WHITE BEANS",2,1,2,,1,1,,2009,0
6,30,3033,2,554,300186,2,1,"MAIZE",1082,1.5,5,4,,6,2012,6,23,1,2,,,,,,,,,,0
6,30,3033,2,554,300186,2,2,"GUINEA CORN",1070,1.5,5,4,,6,2012,5,23,1,2,,,,,,,,,,0
6,30,3033,2,554,300186,3,1,"CASSAVA",1020,1,5,4,,1,2012,4,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300186,3,2,"YAM",1120,1,5,4,,1,2012,3,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300186,4,1,"CASHEW",3022,,,,,,,,,,,,,,,,,,,,0
6,30,3033,2,554,300186,5,1,"CASSAVA",1020,1,5,4,,1,2012,4,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300186,5,2,"YAM",1120,1,5,4,,1,2012,3,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300186,6,1,"PEPPER",2140,1000,1,1,,6,2012,38,26,3,2,,,,,,,,,,0
6,30,3033,2,554,300187,1,1,"GUINEA CORN",1070,1500,1,1,,6,2012,4,23,1,2,,,,,,,,,,0
6,30,3033,2,554,300187,2,1,"MAIZE",1082,1000,1,2,,6,2012,2,23,1,2,,,,,,,,,,0
6,30,3033,2,554,300187,2,2,"YAM",1120,1000,1,2,,2,2012,1,81,3,2,,,,,,,,,,0
6,30,3033,2,554,300187,3,1,"CASSAVA",1020,3000,1,1,,3,2012,3,82,3,2,,,,,,,,,,0
6,30,3033,2,554,300188,1,1,"CASSAVA",1020,1000,1,1,,1,2012,1,81,3,2,,,,,,,,,,0
6,30,3033,2,554,300190,1,1,"CASSAVA",1020,1500,1,1,,7,2012,2,81,3,2,,,,,,,,,,0
6,30,3033,2,554,300190,2,1,"GUINEA CORN",1070,3500,1,1,,5,2012,4,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300191,1,1,"YAM",1120,5,5,1,,1,2012,15,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300191,2,1,"CASSAVA",1020,5,5,4,,4,2012,15,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300191,2,2,"MAIZE",1082,5,5,4,,4,2012,15,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300192,1,1,"YAM",1120,1,5,1,,1,2012,3,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300192,2,1,"MAIZE",1082,1,5,4,,4,2012,5,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300192,2,2,"CASSAVA",1020,1,5,4,,4,2012,3,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300193,1,1,"MAIZE",1082,1.5,5,2,,6,2012,12,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300193,1,2,"GUINEA CORN",1070,1.5,5,2,,6,2012,10,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300193,2,1,"YAM",1120,1,5,1,,5,2012,3,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300194,1,1,"YAM",1120,5,5,1,,3,2012,15,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300194,2,1,"MAIZE",1082,8,5,4,,4,2012,40,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300194,2,2,"GUINEA CORN",1070,8,5,4,,4,2012,30,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300194,3,1,"CASSAVA",1020,1,5,1,,1,2012,3,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300196,1,1,"MAIZE",1082,15.5,5,4,,4,2012,120,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300196,1,2,"GUINEA CORN",1070,15.5,5,4,,6,2012,90,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300196,2,1,"YAM",1120,10,5,1,,1,2012,35,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300197,1,1,"YAM",1120,5,5,1,,1,2012,15,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300197,2,1,"CASSAVA",1020,1,5,4,,4,2012,3,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300197,2,2,"MAIZE",1082,5,5,4,,4,2012,25,23,1,2,,,,,,,,,,0
6,30,3015,2,1688,300198,1,1,"YAM",1120,2.5,5,1,,4,2012,4,2,3,2,,,,,,,,,,0
6,30,3015,2,1688,300199,1,1,"MAIZE",1082,3000,1,1,,5,2012,500,1,1,2,,,,,,,,,,0
6,30,3015,2,1688,300199,2,1,"MAIZE",1082,1,5,1,,6,2012,600,1,1,2,,,,,,,,,,0
6,30,3015,2,1688,300199,3,1,"YAM",1120,4,5,1,,2,2012,10,82,3,2,,,,,,,,,,0
6,30,3015,2,1688,300200,1,1,"MAIZE",1082,3.5,5,4,,4,2012,3600,1,1,2,,,,,,,,,,0
6,30,3015,2,1688,300200,1,2,"GUINEA CORN",1070,3.5,5,4,,6,2012,3000,1,1,2,,,,,,,,,,0
6,30,3015,2,1688,300200,2,1,"YAM",1120,4,5,1,,1,2012,14,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300211,1,1,"YAM",1120,3.5,5,1,,1,2012,9,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300211,2,1,"MAIZE",1082,4.5,5,4,,4,2012,25,23,1,2,,,,,,,,,,0
6,30,3032,2,520,300211,2,2,"GROUNDNUT",1062,4.5,5,4,,8,2012,12,23,2,2,,,,,,,,,,0
6,30,3032,2,520,300211,3,1,"CASSAVA",1020,6,5,1,,4,2012,36,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300212,1,1,"MAIZE",1082,5,5,1,,4,2012,18,22,1,2,,,,,,,,,,0
6,30,3032,2,520,300212,2,1,"YAM",1120,3,5,1,,1,2012,9,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300212,3,1,"CASSAVA",1020,3,5,1,,4,2012,12,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300213,1,1,"YAM",1120,3.5,5,1,,1,2012,9,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300213,2,2,"MAIZE",1082,8,5,1,,4,2012,24,23,1,2,,,,,,,,,,0
6,30,3032,2,520,300213,3,3,"RICE",1110,1,5,1,,6,2012,2,23,1,2,,,,,,,,,,0
6,30,3032,2,520,300213,4,4,"BEANS",1010,1,5,1,,4,2012,1,23,1,1,"WHITE BEANS",2,1,2,,1,2,,2008,0
6,30,3032,2,520,300213,5,5,"GROUNDNUT",1060,3,5,1,,8,2012,20,23,2,2,,,,,,,,,,0
6,30,3032,2,520,300213,6,6,"GUINEA CORN",1070,2,5,1,,5,2012,2,23,1,2,,,,,,,,,,0
6,30,3032,2,520,300213,7,7,"SOYA BEANS",2220,5,5,1,,8,2012,4,23,1,1,"SOYA BEANS",1,1,2,,1,2,,2009,0
6,30,3032,2,520,300213,8,8,"PEPPER",2140,1,5,1,,6,2012,252,26,3,2,,,,,,,,,,0
6,30,3032,2,520,300213,9,9,"TOMATOES",2260,1,5,1,,6,2012,504,26,3,2,,,,,,,,,,0
6,30,3032,2,520,300214,1,1,"MAIZE",1082,4,5,4,,3,2012,22,22,3,2,,,,,,,,,,0
6,30,3032,2,520,300214,1,2,"GROUNDNUT",1060,4,5,4,,7,2012,15,22,2,2,,,,,,,,,,0
6,30,3032,2,520,300214,2,1,"YAM",1120,1.5,5,1,,1,2012,6,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300215,1,1,"YAM",1120,3,5,1,,1,2012,9,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300215,2,1,"MAIZE",1082,8,5,4,,4,2012,24,22,1,2,,,,,,,,,,0
6,30,3032,2,520,300215,2,2,"CASSAVA",1020,8,5,4,,4,2012,24,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300215,2,3,"SOYA BEANS",1010,8,5,4,,4,2012,18,22,3,2,,,,,,,,,,0
6,30,3032,2,520,300215,3,1,"SOYA BEANS",1010,1500,1,1,,4,2012,3,22,3,2,,,,,,,,,,0
6,30,3032,2,520,300217,1,1,"YAM",1120,6.5,5,4,,1,2012,12,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300217,1,2,"MAIZE",1082,6.5,5,4,,4,2012,2500,1,1,2,,,,,,,,,,0
6,30,3032,2,520,300217,2,1,"MAIZE",1082,12.5,5,2,,4,2012,6000,1,1,2,,,,,,,,,,0
6,30,3032,2,520,300217,2,2,"GROUNDNUT",1062,12.5,5,2,,8,2012,6000,1,1,2,,,,,,,,,,0
6,30,3032,2,520,300217,3,1,"CASSAVA",1020,1.5,5,1,,2,2012,5,82,3,2,,,,,,,,,,0
6,30,3032,2,520,300218,1,1,"YAM",1120,,,,,,,,,,2,,,,,,,,,,0
6,30,3032,2,520,300218,2,1,"MAIZE",1082,2.5,5,2,,6,2012,1200,1,1,2,,,,,,,,,,0
6,30,3032,2,520,300218,2,2,"GROUNDNUT",1062,2.5,5,2,,8,2012,1200,1,1,2,,,,,,,,,,0
6,30,3032,2,520,300220,1,1,"CASSAVA",1020,2800,1,1,,1,2012,7000,1,3,2,,,,,,,,,,0
6,30,3032,2,520,300220,2,1,"PEPPER",2140,1600,1,1,,6,2012,3000,7,3,2,,,,,,,,,,0
6,30,3032,2,520,300220,3,1,"MAIZE",1082,30000,1,1,,4,2012,150000,7,1,2,,,,,,,,,,0
6,30,3032,2,520,300220,4,1,"YAM",1120,24000,1,1,,2,2012,20000,1,3,2,,,,,,,,,,0
6,30,3032,2,520,300220,5,1,"SOYA BEANS",2220,3000,1,1,,8,2012,270,7,1,1,"SOYA BEAN",1,1,2,,1,1,,2007,0
6,30,3004,2,216,300221,1,1,"YAM",1120,1500,1,1,,1,2012,1500,52,,2,,,,,,,,,,0
6,30,3004,2,216,300225,1,1,"MAIZE",1080,4,5,4,,4,2012,32,23,1,2,,,,,,,,,,0
6,30,3004,2,216,300225,1,2,"CASSAVA",1020,4,5,4,,4,2012,12,82,,2,,,,,,,,,,0
6,30,3004,2,216,300225,2,1,"YAM",1120,1.5,5,1,,1,2012,4,82,,2,,,,,,,,,,0
6,30,3004,2,216,300225,3,1,"TOMATOES",2260,2.5,5,1,,4,2012,1120,27,,2,,,,,,,,,,0
6,30,3004,2,216,300226,1,1,"YAM",1120,3,5,2,,1,2012,3,82,3,2,,,,,,,,,,0
6,30,3004,2,216,300226,1,2,"CASSAVA",1020,3,5,2,,4,2012,3,82,3,2,,,,,,,,,,0
6,30,3004,2,216,300226,2,1,"YAM",1120,2.5,5,1,,9,2012,2,82,3,2,,,,,,,,,,0
6,30,3004,2,216,300226,3,1,"TOMATOES",2260,1,5,1,,2,2012,42,27,3,2,,,,,,,,,,0
6,30,3004,2,216,300227,1,1,"YAM",1120,400,1,1,,1,2012,400,52,,2,,,,,,,,,,0
6,30,3004,2,216,300227,2,1,"MAIZE",1082,2,5,1,,4,2012,20,23,1,2,,,,,,,,,,0
6,30,3004,2,216,300230,1,1,"YAM",1120,2,5,1,,2,2012,2,8,3,2,,,,,,,,,,0
6,30,3004,2,216,300230,2,1,"PEPPER",2140,1.5,5,1,,4,2012,40,28,3,2,,,,,,,,,,0
1,31,3105,1,2914,310006,1,1,"IRISH POTATOES",2180,1,4,1,,4,2012,1000,1,1,2,,,,,,,,,,0
1,31,3105,1,2914,310008,1,1,"MAIZE",1080,4,4,4,,5,2012,1100,1,1,2,,,,,,,,,,0
1,31,3105,1,2914,310008,1,2,"POTATOES",2180,2,4,4,,5,2012,500,1,3,2,,,,,,,,,,0
1,31,3105,1,2914,310008,1,3,"LOCAL BEANS",1010,4,4,4,,5,2012,200,1,1,1,"LOCAL BEANS",1,1,3,"RED",1,3,"WHITE",1983,0
1,31,3105,1,2914,310008,1,4,"SWEET POTATOES",2181,1,4,4,,5,2012,800,1,3,2,,,,,,,,,,0
1,31,3105,1,2914,310008,1,5,"COCOYAM",1040,1,4,4,,5,2012,500,1,3,2,,,,,,,,,,0
1,31,3101,2,604,310012,1,1,"MAIZE",1080,4,4,3,,5,2012,400,1,1,2,,,,,,,,,,0
1,31,3101,2,604,310012,1,2,"POTATOES",2180,3,4,3,,4,2012,24,8,3,2,,,,,,,,,,0
1,31,3101,2,604,310013,1,1,"MAIZE",1080,2,4,4,,5,2012,800,1,1,2,,,,,,,,,,0
1,31,3101,2,604,310013,1,2,"POTATOES",2180,2,4,4,,5,2012,500,1,1,2,,,,,,,,,,0
1,31,3101,2,604,310014,1,1,"MAIZE",1080,3,6,4,,4,2012,20000,5,2,2,,,,,,,,,,0
1,31,3101,2,604,310014,1,2,"POP CORN",1083,1.5,6,4,,4,2012,500,5,1,2,,,,,,,,,,0
1,31,3101,2,604,310014,2,1,"MAIZE",1080,1,6,4,,4,2012,800,5,2,2,,,,,,,,,,0
1,31,3101,2,604,310014,3,1,"POP CORN",1083,4,4,4,,4,2012,600,5,2,2,,,,,,,,,,0
1,31,3101,2,604,310014,4,1,"TOMATOES",2260,2,4,4,,4,2012,30,9,3,2,,,,,,,,,,0
1,31,3101,2,604,310014,4,2,"COWPEAS",1010,2,4,4,,4,2012,400,1,1,1,"GREEN BEANS",1,1,3,"GREEN BEANS",1,1,,2000,0
1,31,3101,2,604,310016,1,1,"MAIZE",1080,3,4,4,,6,2012,600,1,1,2,,,,,,,,,,0
1,31,3101,2,604,310016,1,2,"OKRO",2120,0.5,4,4,,6,2012,7,8,2,2,,,,,,,,,,0
1,31,3101,2,604,310016,1,3,"SPINACH",2194,0.5,4,4,,6,2012,5,1,3,2,,,,,,,,,,0
1,31,3101,2,604,310017,1,1,"MAIZE",1080,4,4,3,,6,2012,1000,1,1,2,,,,,,,,,,0
1,31,3101,2,604,310017,1,2,"SOYA BEANS",2220,2,4,3,,6,2012,50,1,1,1,"SOYA BEANS",1,1,3,"MILKY",1,1,,2010,0
1,31,3101,2,604,310019,1,1,"POTATOES",2180,20,4,4,,6,2012,5,82,3,2,,,,,,,,,,0
1,31,3101,2,604,310019,1,2,"MAIZE",1080,20,4,4,,6,2012,4,82,2,2,,,,,,,,,,0
1,31,3101,2,604,310019,2,1,"MAIZE",1080,8,4,1,,5,2012,1,82,2,2,,,,,,,,,,0
1,31,3101,2,604,310019,3,1,"SWEET POTATOES",2181,1,1,1,,6,2012,1,82,3,2,,,,,,,,,,0
1,31,3101,2,604,310020,1,1,"MAIZE",1080,2,4,4,,4,2012,400,1,2,2,,,,,,,,,,0
1,31,3101,2,604,310020,1,2,"IRISH POTATOES",2180,2,4,4,,4,2012,500,1,3,2,,,,,,,,,,0
1,31,3101,2,604,310020,2,1,"MAIZE",1080,1,4,1,,5,2012,500,1,2,2,,,,,,,,,,0
1,31,3101,2,604,310020,3,1,"SWEET POTATOES",2181,1,4,1,,6,2012,300,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310021,1,1,"IRISH POTATO",2180,1,4,3,,4,2012,200,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310021,1,2,"SWEET POTATO",2181,1,4,3,,6,2012,350,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310021,2,1,"MAIZE",1080,2.5,4,3,,5,2012,600,1,1,2,,,,,,,,,,0
1,31,3115,2,680,310021,2,2,"IRISH POTATO",2180,2.5,4,3,,6,2012,500,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310022,1,1,"MAIZE",1080,2381.5,7,1,,5,2012,1500,1,1,2,,,,,,,,,,0
1,31,3115,2,680,310022,2,1,"MAIZE",1080,1090.90002441406,7,4,,5,2012,1500,1,1,2,,,,,,,,,,0
1,31,3115,2,680,310022,2,2,"POTATOES",2180,1090.90002441406,7,4,,4,2012,2000,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310022,3,1,"MAIZE",1080,1752.30004882813,7,4,,5,2012,1500,1,1,2,,,,,,,,,,0
1,31,3115,2,680,310022,3,2,"POTATOES",2180,1752.30004882813,7,4,,4,2012,2000,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310023,1,1,"MAIZE",1080,1.5,5,4,,5,2012,600,1,2,2,,,,,,,,,,0
1,31,3115,2,680,310023,1,2,"POTATOES",2180,1.5,5,4,,5,2012,800,1,2,2,,,,,,,,,,0
1,31,3115,2,680,310023,2,1,"MAIZE",1080,2,5,4,,5,2012,400,1,2,2,,,,,,,,,,0
1,31,3115,2,680,310023,2,2,"POTATOES",2180,2,5,4,,4,2012,800,1,2,2,,,,,,,,,,0
1,31,3115,2,680,310023,3,1,"MAIZE",1080,1,5,4,,4,2012,300,1,2,2,,,,,,,,,,0
1,31,3115,2,680,310023,3,2,"SWEET POTATOES",2181,1,5,4,,4,2012,300,1,2,2,,,,,,,,,,0
1,31,3115,2,680,310024,1,1,"MAIZE",1080,2,4,4,,4,2012,20000,1,2,2,,,,,,,,,,0
1,31,3115,2,680,310024,1,2,"POTATOES",2180,2,4,4,,4,2012,1280,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310024,2,1,"MAIZE",1080,3,4,4,,4,2012,800,1,2,2,,,,,,,,,,0
1,31,3115,2,680,310024,2,2,"POTATOES",2180,3,4,1,,5,2012,480,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310024,3,1,"MAIZE",1080,2,4,1,,5,2012,500,1,2,2,,,,,,,,,,0
1,31,3115,2,680,310024,3,2,"POTATOES",2180,2,4,4,,4,2012,240,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310025,1,1,"MAIZE",1080,2,4,4,,5,2012,600,1,1,2,,,,,,,,,,0
1,31,3115,2,680,310026,1,1,"MAIZE",1080,1,4,4,,6,2012,500,1,3,2,,,,,,,,,,0
1,31,3115,2,680,310026,2,1,"MAIZE",1080,1,4,4,,6,2012,600,1,2,2,,,,,,,,,,0
