"zone","state","lga","sector","ea","hhid","plotid","cropid","cropname","cropcode","s11gq1a","s11gq1b","s11gq2","s11gq3","s11gq4","s11gq5a","s11gq5b","s11gq5c","s11gq5d","s11gq6","s11gq7","s11gq7b","s11gq8a","s11gq8b","tracked_obs"
4,16,1609,2,738,160160,1,4,"OIL PALM TREE",3180,70,3,7,1982,0,5,2012,8,2012,2,,,300,27,0
4,16,1608,2,1104,160161,1,4,"OIL PALM TREE",3180,50,3,999,9999,0,1,2012,6,2012,2,,,4500,42,0
4,16,1608,2,1104,160163,1,4,"OIL PALM TREE",3180,60,3,6,1972,0,,,,,2,,,0,,0
4,16,1608,2,1104,160164,2,2,"ORANGE",3170,20,1,2,9999,0,8,2012,12,2012,2,,,300,22,0
4,16,1608,2,1104,160165,1,3,"OIL PALM TREE",3180,50,3,5,9999,0,,,,,2,,,0,,0
4,16,1608,2,1104,160167,1,4,"OIL PALM TREE",3180,50,3,999,1995,0,1,2012,7,2012,2,,,4000,42,0
4,16,1608,2,1104,160167,2,4,"OIL PALM TREE",3180,50,3,999,1995,0,1,2012,7,2012,2,,,3600,42,0
4,16,1609,2,738,160168,1,5,"OIL PALM TREE",3180,50,3,4,1980,0,,,,,2,,,0,,0
4,16,1609,2,738,160168,2,3,"OIL PALM TREE",3180,60,3,6,1985,0,,,,,2,,,0,,0
4,16,1609,2,738,160169,2,4,"AVACADO PEAR",3221,50,3,2,1990,0,2,2012,3,2012,2,,,200,26,0
4,16,1609,2,738,160172,1,5,"PEAR",3220,50,3,1,1978,0,7,2012,8,2012,2,,,100,32,0
4,16,1609,2,738,160172,2,2,"OIL PALM TREE",3180,50,3,6,1970,0,4,2012,6,2012,2,,,3000,42,0
4,16,1612,2,108,160175,1,3,"TREE CROPS",3180,110,3,10,1975,,3,2012,5,2012,2,,,300,8,0
4,16,1612,2,108,160175,2,4,"TREE CROPS",3180,50,3,50,1975,,3,2012,5,2012,2,,,2000,3,0
4,16,1603,2,158,160179,1,4,"PLANTAIN",2170,230,3,17,2002,0,1,2012,10,2012,2,,,1600,1,0
4,16,1603,2,158,160180,1,4,"OIL PALM TREE",3180,5900,3,5,1989,0,3,2012,9,2012,2,,,300,71,0
4,16,1603,2,158,160180,2,3,"OIL PALM TREE",3180,2700,3,4,1989,0,3,2012,9,2012,2,,,200,71,0
4,16,1612,2,108,160183,1,4,"OIL PALM TREE",3180,50,3,10,1978,0,3,2012,5,2012,2,,,800,1,0
4,16,1612,2,108,160183,3,4,"OIL PALM TREE",3180,68,3,8,1987,0,3,2012,5,2012,2,,,600,1,0
4,16,1612,2,108,160186,1,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,1,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,1,3,"PUMPKIN SEED",2193,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,1,4,"OIL PALM TREE",3180,222,3,22,1960,0,4,2012,5,2012,2,,,1500,1,0
4,16,1612,2,108,160186,2,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,2,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,2,3,"PUMPKIN",2193,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,3,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,3,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,4,1,"GARDEN EGG",2080,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,4,2,"MELON",1091,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,4,3,"OIL PALM TREE",3180,218,3,22,1976,0,4,2012,5,2012,2,,,1000,1,0
4,16,1612,2,108,160186,5,1,"CASSAVA",1020,,,,,,,,,,,,,,,0
4,16,1612,2,108,160186,5,2,"MAIZE",1080,,,,,,,,,,,,,,,0
4,16,1612,2,108,160189,1,4,"PALM TREE",3180,71,3,1,1970,0,,,,,2,,,0,,0
4,16,1612,2,108,160190,1,5,"PALM TREE",3183,70,3,10,2012,10,,,,,2,,,0,,0
4,16,1612,2,108,160190,2,5,"PALM TREE",3183,90,3,10,2012,10,,,,,2,,,0,,0
4,16,1612,2,108,160190,3,4,"PALM TREE",3183,70,3,10,2012,10,,,,,2,,,0,,0
3,17,1724,2,786,170127,2,3,"LALLE",9999,140,3,150,1966,0,3,2012,5,2012,2,,,2500,1,0
3,18,1803,2,840,180032,1,1,"MAIZE",1080,3,3,3,9999,3,,,,,2,,,,,0
3,18,1803,2,840,180034,1,1,"SOYA BEANS",2220,260,3,2,1970,0,4,2012,4,2012,1,8,,500,1,0
3,18,1803,2,840,180038,2,1,"SOYA BEAN",2220,500,2,3,1970,0,4,2012,4,2012,2,,,1500,1,0
3,18,1817,2,370,180065,1,1,"RICE",1110,3518.30004882813,7,1,1972,0,3,2012,4,2012,1,8,,0,,0
3,18,1808,2,1726,180073,3,1,"GINGER",2100,1040.5,7,43,2011,20,3,2012,4,2012,1,7,,500,14,0
3,18,1811,2,364,180082,1,1,"YAM",1120,1.20000004768372,5,100,1999,0,1,2012,12,2012,2,,,5000,41,0
3,18,1811,2,364,180082,1,2,"SWEET POTATOE",2181,1.20000004768372,5,2,1999,0,4,2012,5,2012,2,,,200,25,0
3,18,1811,2,364,180082,2,1,"G/CORN",1070,1.20000004768372,5,4,1980,0,4,2012,5,2012,1,1,,10000,26,0
3,18,1811,2,364,180082,2,2,"MAIZE",1080,1.20000004768372,5,1,1980,0,5,2012,6,2012,2,,,400,26,0
3,18,1811,2,364,180082,2,3,"G/NUT",1060,2,5,2,1998,0,5,2012,6,2012,2,,,200,25,0
3,18,1811,2,364,180082,3,1,"SOYA BEANS",2220,2,5,3,1970,0,3,2012,4,2012,1,1,,2500,5,0
3,18,1811,2,364,180082,3,2,"G/CORN",1070,2,5,1,2004,0,2,2012,3,2012,2,,,200,25,0
3,18,1811,2,364,180083,1,1,"G/CORN",1070,0,,,,,,,,,,,,,,0
3,18,1811,2,364,180083,2,1,"YAM",1120,0,,,,,,,,,,,,,,0
3,18,1811,2,364,180083,2,2,"KALKASHI",2195,0,,,,,,,,,,,,,,0
3,18,1811,2,364,180083,3,1,"G/CORN",1070,2,3,2,1990,0,4,2012,4,2012,2,,,5000,27,0
3,18,1811,2,364,180083,3,2,"S/BEANS",2220,2,3,2,1990,0,12,2012,3,2012,2,,,1500,42,0
3,18,1811,2,364,180083,3,3,"ACHA",2010,2,3,2,1990,0,3,2012,3,2012,2,,,200,26,0
3,18,1811,2,364,180083,3,4,"OKRO",2120,2,3,2,1990,0,3,2012,3,2012,2,,,200,26,0
3,18,1811,2,364,180085,1,1,"G/CORN",1070,10,5,3,1975,0,3,2012,4,2012,2,,,1400,14,0
3,18,1811,2,364,180085,1,2,"SOYA BEANS",2220,,,,,,,,,,,,,,,0
3,18,1811,2,364,180085,2,1,"ACHA",2010,,,,,,,,,,,,,,,0
3,18,1811,2,364,180085,3,1,"YAM",1120,3,5,10,2004,0,10,2011,10,2012,2,,,1500,42,0
3,18,1811,2,364,180085,3,2,"OKRO",2120,3,5,2,2004,0,5,2012,6,2012,2,,,200,25,0
3,18,1811,2,364,180085,3,3,"GARDEN EGG",2080,3,5,1,2008,0,3,2012,4,2012,2,,,100,25,0
3,18,1811,2,364,180090,1,1,"YAMA",1120,1,3,1,2009,0,4,2012,5,2012,2,,,0,,0
3,18,1811,2,364,180090,1,2,"S/BEANS",2220,0,,,,,,,,,2,,,0,,0
3,18,1811,2,364,180090,2,1,"YAM",1120,4,3,4,2012,20,,0,,,2,,,0,,0
3,18,1811,2,364,180090,2,2,"ACHA",2010,0,,,,,,0,,0,2,,,0,,0
3,18,1811,2,364,180090,3,1,"S/BEAN",2220,0,,,,,,,,0,2,,,0,,0
3,18,1811,2,364,180090,3,2,"MAIZE",1080,0,,,,,,,,0,2,,,0,,0
3,18,1820,2,450,180098,1,1,"GUINEA CORN",1070,0,,2,1980,0,2,2012,3,2012,2,,,1000,26,0
3,18,1820,2,450,180098,2,1,"MAIZE",1080,0,,3,1980,0,4,2012,5,2015,2,,,0,,0
3,18,1822,2,1654,180106,1,1,"MAIZE",1080,693.619995117188,7,6,1980,0,3,2012,4,2012,1,7,,3000,27,0
3,19,1943,2,668,190023,1,1,"G/CORN",1070,210,2,999,,0,,,,,2,,,,,0
3,19,1943,2,668,190023,1,2,"MILLET",1100,180,2,999,,0,,,,,2,,,,,0
3,19,1943,2,668,190023,1,3,"BEAN",1010,200,2,999,,0,,,,,2,,,,,0
3,19,1943,2,668,190023,2,1,"MILLET",1100,150,2,999,,0,,,,,2,,,,,0
3,19,1943,2,668,190023,2,2,"G/CORN",1070,182,2,999,,0,,,,,2,,,,,0
3,19,1943,2,668,190023,2,3,"BEAN",1010,262,2,,,0,,,,,2,,,,,0
3,19,1943,2,668,190030,1,1,"G/CORN",1070,182,2,,0,0,,0,,,2,,,0,,0
3,19,1943,2,668,190030,1,2,"MILLET",1100,107,2,,0,0,,0,,,2,,,0,,0
3,19,1943,2,668,190030,1,3,"G/NUT",1060,128,2,,0,0,,0,,,2,,,0,,0
3,19,1943,2,668,190030,1,4,"BEAN",1010,211,2,0,0,0,,0,,,2,,,0,,0
3,19,1943,2,668,190030,2,1,"BEANS",1010,290,2,0,0,0,,0,,,2,,,0,,0
3,19,1943,2,668,190030,2,2,"G/CORN",1070,157,2,0,0,0,,0,,,2,,,0,,0
3,19,1943,2,668,190030,2,3,"MILLET",1100,122,2,0,0,0,,0,,,2,,,0,,0
1,22,2205,2,2432,220064,1,3,"PALM TREE",3180,24,3,24,1950,,4,2012,12,2012,2,,,5000,3,0
1,22,2205,2,2432,220064,3,3,"PALM TREE",3180,11,3,24,1960,,4,2012,12,2012,2,,,3000,3,0
1,22,2205,2,2432,220066,1,6,"OGBON0 TREE",3190,10,3,10,1950,,2,2012,3,2012,2,,,500,5,0
1,22,2205,2,2432,220066,1,7,"CASHEW TREE",3020,100,3,100,1970,,3,2012,4,2012,2,,,600,22,0
1,22,2205,2,2432,220066,1,8,"PALM TREE",3180,23,3,23,1950,,1,2012,12,2012,2,,,0,,0
1,22,2205,2,2432,220070,3,1,"CASHEW",3020,2,5,999,1973,,3,2012,6,2012,1,5,,1500,22,0
1,22,2205,2,664,220072,2,4,"CASHEW",3022,100,2,999,2005,0,1,2012,4,2012,2,,,800,21,0
1,22,2205,2,664,220074,1,5,"PALM OIL",3180,91,3,1,1965,,3,2012,5,2012,2,,,0,,0
1,22,2205,2,664,220075,1,3,"CASHEW",3022,200,2,999,,0,2,2012,4,2012,2,,,600,22,0
1,22,2214,2,1354,220089,1,1,"BENESEED",2040,500,1,15,1996,,7,2011,8,2011,2,,,0,,0
1,22,2218,2,596,220094,1,3,"CASHEW",3022,10,3,10,1999,,12,2012,12,2012,2,,,100,22,0
1,22,2218,2,596,220098,1,3,"CASHEW",3020,300,3,999,2001,200,1,2012,4,2012,2,,,15000,1,0
1,22,2218,2,596,220099,1,4,"CASHEW",3020,1,4,250,1984,0,3,2011,4,2012,2,,,800,23,0
1,22,2203,2,530,220101,1,1,"CASHEW",3020,120,3,120,1997,,5,2012,7,2012,2,,,2000,23,0
1,22,2203,2,530,220106,1,3,"PALM TREE",3180,120,3,120,1998,5,8,2011,12,2011,2,,,0,,0
1,22,2203,2,266,220111,2,1,"PALM TREE",3183,140,3,140,1980,2,8,2011,12,2011,1,2,,0,,0
1,22,2203,2,266,220111,2,2,"CASHEW TREE",3020,100,3,100,1991,2,12,2011,1,2012,1,2,,0,,0
1,23,2308,1,5180,230005,4,1,"CASHEW",3020,1,5,11,1980,0,3,2012,5,2012,2,,,4000,7,0
1,23,2308,1,5180,230005,4,2,"ORANGE",3170,1,5,11,1990,0,10,2011,11,2011,2,,,0,,0
1,23,2308,1,5180,230005,4,3,"TANGERINE",3150,1,5,6,1998,0,10,2011,11,2011,2,,,0,,0
1,23,2308,1,5180,230008,1,1,"CASHEW",3020,2568.80004882813,3,17,1990,0,2,2012,3,2012,1,7,,500,8,0
1,23,2316,1,140,230108,4,1,"CASHEW",3022,704.02001953125,7,40,2002,0,2,2012,4,2012,2,,,5000,5,0
6,24,2407,2,396,240164,1,1,"PLANTAIN",2170,1500,3,500,2012,500,,,,,2,,,0,,0
1,25,2507,2,814,250032,2,1,"BANANA",2030,1,4,50,2012,0,9,2012,12,2012,2,,,10000,1,0
1,25,2513,2,128,250043,2,1,"BANANA",2030,1.5,4,150,1994,,1,2012,9,2012,2,,,12900,1,0
1,25,2513,2,128,250043,2,2,"PALM",3183,1.5,4,200,1968,,3,2012,5,2012,2,,,62500,1,0
1,25,2513,2,128,250045,2,1,"PALM TREE",3180,1.5,5,250,1970,,4,2011,4,2012,1,7,,20000,1,0
1,25,2513,2,128,250045,3,1,"BANANA",2030,2,5,300,1982,,6,2011,6,2012,1,6,,45000,1,0
6,27,2719,2,100,270082,1,1,"COCOA",3040,1000,3,100,1997,0,6,2012,12,2012,1,1,,4000,26,0
6,27,2719,2,100,270082,1,2,"KOLANUT",3110,1000,3,100,1997,0,7,2012,1,2013,1,1,,3600,26,0
6,27,2719,2,100,270083,1,1,"COCOA",3040,500,3,500,1980,0,5,2012,12,2012,1,5,,800,23,0
6,27,2719,2,100,270083,1,2,"KOLANUT",3110,500,3,500,1980,0,6,2012,1,2013,1,10,,600,22,0
6,27,2719,2,100,270083,1,3,"BANANA",2030,300,3,500,1980,0,7,2012,3,2013,1,10,,5000,41,0
6,27,2719,2,100,270086,1,1,"MAIZE",1080,,,,,,,,,,,,,,,0
6,27,2719,2,100,270086,1,2,"COCOYAM",1040,,,,,,,,,,,,,,,0
6,27,2719,2,100,270086,1,3,"CASSAVA",1020,,,,,,,,,,,,,,,0
6,27,2719,2,100,270086,2,1,"MAIZE",1080,,,,,,,,,,,,,,,0
6,27,2719,2,100,270086,2,2,"COCOYAM",1040,,,,,,,,,,,,,,,0
6,27,2719,2,100,270086,2,3,"CASSAVA",1020,,,,,,,,,,,,,,,0
6,27,2719,2,100,270086,3,1,"COCOA",3040,4000,3,400,1970,0,5,2012,12,2012,1,1,,2000,23,0
6,27,2719,2,100,270086,3,2,"KOLANUT",3110,3000,3,300,1970,0,6,2012,2,2013,1,5,,1600,22,0
6,27,2719,2,100,270086,3,3,"PALMTREE",3180,300,3,300,1970,0,2,2012,5,2012,2,,,1000,92,0
6,27,2719,2,100,270087,1,1,"COCOA",3040,1000,3,100,1980,0,8,2012,12,2012,1,1,,1500,26,0
6,27,2719,2,100,270087,1,2,"KOLANUT",3110,1000,2,100,1980,0,6,2012,12,2012,1,1,,800,26,0
6,27,2719,2,100,270090,1,1,"COCOA",3040,1000,3,100,1984,0,8,2012,12,2012,1,1,,400,26,0
6,27,2719,2,100,270090,1,2,"KOLANUT",3110,500,3,500,1984,0,7,2012,1,2013,1,5,,300,26,0
6,28,2806,1,802,280007,1,1,"COCOA",3040,1500,3,150,1981,30,,,,,1,8,,70000,1,0
6,28,2806,1,802,280007,2,1,"PLANTAIN",2170,,,,,,,,,,,,,,,0
6,28,2806,1,802,280007,3,1,"COCOA.",3040,1800,3,180,1981,30,,,,,1,8,,80000,1,0
6,28,2806,1,802,280007,4,1,"PLANTAIN",2170,,,,,,,,,,,,,,,0
6,28,2806,1,164,280020,1,1,"COCOA",3040,0.899999976158142,5,500,2000,0,4,2012,7,2012,1,8,,10000,1,0
6,28,2806,1,164,280020,1,2,"KOLA",3110,0.600000023841858,5,100,2002,0,4,2012,8,2012,1,8,,1000,32,0
6,28,2806,1,164,280020,1,3,"ORANGE",3170,0.100000001490116,5,20,2000,0,9,2011,12,2011,2,,,1500,23,0
6,28,2806,1,164,280020,2,1,"COCOA",3040,0.800000011920929,5,300,2000,0,4,2012,7,2012,1,8,,7000,1,0
6,28,2806,1,164,280020,2,2,"KOLA",3110,0.200000002980232,5,25,2000,0,4,2012,7,2012,2,,,300,32,0
6,28,2806,1,164,280020,3,1,"COCOA",3040,1,5,600,2012,600,,,,,2,,,0,,0
6,28,2816,1,2302,280021,1,1,"COCOA",3040,1300,3,130,1987,0,6,2011,9,2012,1,2,,19000,1,0
6,28,2816,1,2302,280021,1,2,"KOLANUT",3110,600,3,600,1989,0,4,2011,9,2012,2,,,1000,27,0
6,28,2816,1,2302,280021,2,1,"COCOA",3040,1500,3,150,1995,0,6,2011,9,2012,2,,,25000,1,0
6,28,2816,1,2302,280021,2,2,"KOLANUT",3110,1000,3,100,1996,0,4,2011,9,2012,1,11,"WIND",1500,27,0
6,28,2816,1,2302,280022,1,1,"COCOA",3040,2000,3,200,1995,0,7,2011,4,2012,2,,,10000,1,0
6,28,2816,1,2302,280022,1,2,"KOLANUT",3110,2500,3,250,1995,0,10,2011,4,2012,2,,,2500,26,0
6,28,2816,1,2302,280022,2,1,"COCOA",3040,1200,3,120,1995,0,7,2011,4,2012,2,,,5000,1,0
6,28,2816,1,2302,280022,2,2,"KOLANUT",3110,2500,3,250,1995,0,10,2011,4,2012,2,,,2500,26,0
6,28,2816,1,2302,280023,1,1,"COCOA",3042,1000,3,100,1989,,8,2011,3,2012,2,,,52000,1,0
6,28,2816,1,2302,280023,1,2,"KOLANUT",3112,385,3,385,1989,,3,2011,9,2012,2,,,1500,27,0
6,28,2816,1,2302,280023,1,3,"ORANGE",3170,15,3,15,1989,,9,2011,4,2012,2,,,200,26,0
6,28,2816,1,2302,280023,2,1,"COCOA",3042,400,3,400,1989,,8,2011,3,2012,2,,,9700,1,0
6,28,2816,1,2302,280023,2,2,"KOLANUT",3112,100,3,100,1989,,3,2011,9,2012,2,,,400,27,0
6,28,2816,1,2302,280023,2,3,"ORANGE",3170,4,3,4,1989,,9,2011,4,2012,2,,,100,26,0
6,28,2816,1,2302,280024,1,1,"COCOA",3040,1000,3,100,1992,0,9,2011,6,2012,1,11,"DON'T KNOW",3000,1,0
6,28,2816,1,2302,280024,1,2,"KOLA",3110,1800,3,180,1992,0,8,2011,3,2012,1,11,"DON'T KNOW",1000,26,0
6,28,2816,1,2302,280026,1,1,"KOLANUT",3110,600,3,600,1992,0,3,2012,11,2012,2,,,64000,1,0
6,28,2816,1,2302,280026,1,2,"COCOA",3040,1000,3,100,1995,0,6,2012,11,2012,2,,,30000,1,0
6,28,2816,1,2302,280027,1,1,"KOLANUT",3110,800,3,800,1999,0,6,2012,9,2012,2,,,2000,27,0
6,28,2816,1,2302,280027,1,2,"COCOA",3040,1500,3,150,1998,0,4,2012,9,2012,2,,,39000,1,0
6,28,2816,1,2302,280028,1,1,"COCOA",3042,600,3,600,1987,600,8,2011,3,2012,2,,,26000,1,0
6,28,2816,1,2302,280028,1,2,"KOLANUT",3112,100,3,100,1987,100,3,2011,9,2012,2,,,300,27,0
6,28,2816,1,2302,280028,1,3,"PALM OIL",3180,20,3,20,1987,20,4,2011,8,2012,2,,,1000,3,0
6,28,2816,1,2302,280028,2,1,"COCOA",3040,500,3,500,1986,500,8,2011,3,2012,2,,,16000,1,0
6,28,2816,1,2302,280028,2,2,"KOLANUT",3110,100,3,100,1986,100,3,2011,9,2012,2,,,200,27,0
6,28,2816,1,2302,280028,2,3,"PALM OIL",3180,15,3,15,1986,15,4,2011,8,2012,2,,,1000,3,0
6,28,2816,1,2302,280029,1,1,"COCOA",3040,800,3,800,1997,,8,2011,4,2012,2,,,32500,1,0
6,28,2816,1,2302,280029,1,2,"KOLANUT",3110,200,3,200,1997,,3,2011,10,2012,2,,,500,27,0
6,28,2816,2,0,280030,1,1,"COCOA",3040,,5,999,1990,40,8,2012,12,2012,1,7,,4000,22,2
6,28,2816,2,0,280030,1,2,"KOLANUT",3110,,5,600,1990,0,7,2012,12,2012,2,,,2000,27,2
6,28,2816,2,0,280030,1,3,"OIL PALM",3180,,5,800,1997,500,3,2012,7,2012,2,,,0,,2
6,28,2802,2,566,280042,1,1,"KOLANUT",3110,500,3,500,1970,0,3,2011,8,2012,2,,,20000,1,0
6,28,2802,2,566,280043,1,1,"KOLANUT",3110,1850,3,185,1975,0,10,2011,7,2012,1,8,,2000,33,0
6,28,2811,2,588,280051,1,1,"COCOA",3040,1280,3,128,1992,0,3,2011,2,2012,2,,,35000,1,0
6,28,2811,2,588,280051,1,2,"KOLANUT",3110,50,3,50,1992,,2,2011,3,2012,2,,,400,27,0
6,28,2811,2,588,280051,1,3,"OIL PALM TREE",3180,50,3,50,1992,,4,2011,7,2012,2,,,15000,3,0
6,28,2811,2,588,280051,1,4,"ORANGE",3170,20,3,20,1992,,9,2011,4,2012,2,,,200,26,0
6,28,2811,2,588,280053,1,1,"COCOA",3040,6,5,999,1972,0,7,2011,3,2012,2,,,65000,1,0
6,28,2811,2,588,280053,1,2,"KOLANUT",3110,200,3,200,1972,0,4,2011,11,2012,2,,,800,27,0
6,28,2811,2,588,280053,1,3,"OIL PALM TREE",3180,50,3,50,1972,0,3,2011,8,2012,2,,,20000,3,0
6,28,2811,2,588,280054,1,1,"COCOA",3040,1200,3,120,1992,0,4,2012,9,2012,1,8,,25000,1,0
6,28,2811,2,588,280054,1,2,"KOLANUT",3110,350,3,350,1995,0,3,2012,9,2012,2,,,600,27,0
6,28,2811,2,588,280054,2,1,"COCOA",3040,2000,3,200,1997,0,4,2012,9,2012,2,,,40000,1,0
6,28,2811,2,588,280054,2,2,"KOLANUT",3110,500,3,500,1999,0,3,2012,9,2012,2,,,1000,27,0
6,28,2811,2,588,280055,1,1,"COCOA",3040,2500,3,250,1973,0,9,2011,6,2012,2,,,35000,1,0
6,28,2811,2,588,280055,1,2,"KOLA",3110,1000,3,100,1973,0,10,2011,4,2012,2,,,800,26,0
6,28,2811,2,588,280055,1,3,"PALM TREE",3180,200,3,200,1978,0,11,2011,6,2012,2,,,1000,92,0
6,28,2811,2,588,280055,2,1,"COCOA",3040,1000,3,100,1981,0,9,2011,6,2012,2,,,15000,1,0
6,28,2811,2,588,280055,2,2,"KOLANUT",3110,1500,3,150,1981,0,10,2011,4,2012,2,,,1800,26,0
6,28,2811,2,588,280055,2,3,"PALM TREE",3180,100,3,100,1985,0,11,2011,6,2012,2,,,800,92,0
6,28,2811,2,588,280057,1,1,"COCOA",3040,1000,3,100,2001,0,4,2012,9,2012,2,,,15000,1,0
6,28,2811,2,588,280057,1,2,"PALM TREE",3180,60,3,60,2003,0,1,2012,9,2012,2,,,1000,93,0
6,28,2811,2,588,280057,2,1,"COCOA",3040,750,3,750,2007,0,4,2012,9,2012,2,,,10000,1,0
6,28,2811,2,588,280057,2,2,"PALM TREE",3180,60,3,60,2007,0,1,2012,9,2012,2,,,500,93,0
6,28,2811,2,588,280058,1,1,"COCOA",3040,1200,3,120,1987,,8,2011,4,2012,2,,,45500,1,0
6,28,2811,2,588,280058,1,2,"OIL PALM TREE",3180,100,3,100,1987,,2,2011,8,2012,2,,,12000,3,0
6,28,2811,2,588,280058,2,1,"COCOA",3040,200,3,200,1987,,8,2011,4,2012,2,,,8500,1,0
6,28,2811,2,588,280058,2,2,"OIL PALM TREE",3180,1,3,1,1987,,2,2011,8,2012,2,,,500,3,0
6,28,2811,2,588,280059,1,1,"COCOA",3040,250,3,250,1963,,8,2011,4,2012,2,,,10000,1,0
6,28,2811,2,588,280059,1,2,"KOLANUT",3110,10,3,10,1963,,3,2011,9,2012,2,,,200,27,0
6,28,2811,2,588,280059,1,3,"OIL PALM TREE",3180,4,3,4,1963,,2,2011,8,2012,2,,,2000,3,0
6,28,2811,2,588,280059,2,1,"COCOA",3040,1000,3,100,1963,,8,2011,4,2012,2,,,50000,1,0
6,28,2811,2,588,280059,2,2,"KOLANUT",3110,100,3,100,1963,,3,2011,9,2012,2,,,600,27,0
6,28,2811,2,588,280059,2,3,"OIL PALM TREE",3180,50,3,50,1963,,2,2011,8,2012,2,,,35000,3,0
6,28,2811,2,588,280059,3,1,"COCOA",3040,1100,3,110,1963,,8,2011,4,2012,2,,,55000,1,0
6,28,2811,2,588,280059,3,2,"KOLANUT",3110,50,3,50,1963,,3,2011,9,2012,2,,,400,27,0
6,28,2811,2,588,280059,3,3,"OIL PALM TREE",3180,50,3,50,1963,,2,2011,8,2012,2,,,25000,3,0
6,28,2811,2,588,280060,1,1,"COCOA",3040,1800,3,180,1963,0,8,2011,4,2012,2,,,15000,1,0
6,28,2811,2,588,280060,1,2,"KOLANUT",3110,700,3,700,1963,0,4,2012,12,2012,1,5,,200,26,0
6,28,2811,2,588,280060,2,1,"COCOA",3040,4600,3,460,1987,0,8,2011,4,2012,2,,,25000,1,0
6,28,2811,2,588,280060,2,2,"KOLANUT",3110,2000,3,200,1987,0,4,2012,12,2012,2,,,300,26,0
6,28,2811,2,588,280060,2,3,"PALM TREE",3180,100,3,100,1992,0,9,2011,3,2012,2,,,1000,92,0
6,28,2815,2,1164,280061,1,1,"COCOA",3040,1800,3,180,1963,0,10,2011,7,2012,1,10,,11500,1,0
6,28,2815,2,1164,280061,1,2,"PALM TREE",3180,100,3,100,1967,0,11,2011,3,2012,2,,,600,92,0
6,28,2815,2,1164,280061,2,1,"COCOA",3040,1500,3,150,1963,0,10,2011,7,2012,1,10,,8800,1,0
6,28,2815,2,1164,280061,2,2,"PALM TREE",3180,80,3,80,1967,0,11,2011,3,2012,2,,,500,92,0
6,28,2815,2,1164,280061,3,1,"KOLANUT",3110,1000,3,100,1970,0,10,2011,7,2012,1,8,,1000,26,0
6,28,2815,2,1164,280066,1,1,"COCOA",3040,6000,3,600,1966,0,9,2011,6,2012,1,8,,70000,1,0
6,28,2815,2,1164,280066,1,2,"KOLANUT",3110,2500,3,250,1970,0,9,2011,6,2012,2,,,2500,26,0
6,28,2815,2,1164,280066,2,1,"COCOA",3040,3000,3,300,1968,0,9,2011,6,2012,2,,,25000,1,0
6,28,2815,2,1164,280066,2,2,"PALM TREE",3180,200,3,200,1970,0,10,2011,6,2012,2,,,3000,93,0
6,28,2815,2,1164,280066,3,1,"COCOA",3040,4000,3,400,1966,0,9,2011,6,2012,1,1,,38000,1,0
6,28,2815,2,0,280067,1,1,"COCOA",3040,3500,3,3500,1996,0,10,2011,5,2012,2,,,0,,1
6,28,2815,2,0,280067,1,2,"KOLA NUT",3110,1500,3,1500,1996,0,12,2011,6,2012,2,,,0,,1
6,28,2815,2,0,280067,1,3,"PALM TREE",3180,500,3,500,1998,0,12,2011,4,2012,2,,,0,,1
6,28,2815,2,0,280067,2,1,"COCOA",3040,3000,3,3000,1998,0,10,2011,5,2012,2,,,0,,1
6,28,2815,2,0,280067,2,2,"KOLA NUT",3110,2500,3,2500,1998,0,12,2011,6,2012,2,,,0,,1
6,28,2815,2,0,280067,2,3,"PALM TREE",3180,500,3,500,1998,0,12,2011,4,2012,2,,,0,,1
6,29,2913,1,0,280069,1,1,"COCOA",3040,1,5,999,2012,120,,,,,2,,,0,,1
6,29,2913,1,0,280069,1,2,"PLANTAIN",2170,1,5,999,2012,40,,,,,2,,,0,,1
6,29,2913,1,0,280069,1,4,"KOLANUT",3110,1,5,999,2012,100,,,,,2,,,0,,1
6,28,2815,2,1164,280070,1,1,"COCOA",3040,1800,3,180,2001,0,11,2011,7,2012,2,,,40000,1,0
6,28,2816,2,3944,280071,1,1,"COCOA",3040,60,3,60,1996,0,8,2011,3,2012,1,1,,6500,1,0
6,28,2816,2,3944,280071,1,2,"KOLANUT",3110,200,3,200,1996,0,3,2011,11,2012,2,,,500,27,0
6,28,2816,2,3944,280071,1,3,"OIL PALM TREE",3180,40,3,40,1996,0,4,2011,8,2012,2,,,12000,3,0
6,28,2816,2,3944,280071,3,1,"COCOA",3040,500,3,500,1999,0,8,2011,3,2012,2,,,26000,1,0
6,28,2816,2,3944,280071,3,2,"KOLANUT",3110,100,3,100,1999,0,3,2011,11,2012,2,,,300,27,0
