"zone","state","lga","sector","ea","hhid","plotid","cropid","s11eq1","s11eq2","s11eq3","s11eq4","s11eq5","s11eq6a","s11eq6b","s11eq6c","s11eq7","s11eq7b","s11eq8","s11eq9","s11eq10a","s11eq10b","s11eq10c","s11eq11a","s11eq11b","s11eq12","s11eq13","s11eq13b","s11eq14","s11eq15","s11eq16","s11eq17a","s11eq17b","s11eq17c","s11eq18","s11eq19","s11eq19b","s11eq20","s11eq21","s11eq22","s11eq23","s11eq24","s11eq25","s11eq26","s11eq27","s11eq28a","s11eq28b","s11eq28c","s11eq29","s11eq30","s11eq30b","s11eq31","s11eq32","s11eq33","s11eq34","s11eq35"
4,11,1112,2,78,110025,2,1,"CASSAVA",1020,1,1,1020,400,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110025,2,2,"WATER YAM",1123,1,1,1123,500,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110026,1,1,"CASSAVA",1020,1,1,1020,9,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110026,1,2,"WHITE YAM",1121,1,1,1121,600,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110026,1,3,"WATER YAM",1123,1,1,1123,500,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110026,2,1,"CASSAVA",1020,1,1,1020,15,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110026,2,2,"WHITE YAM",1121,1,1,1121,12000,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110026,2,3,"WATER YAM",1123,1,1,1123,700,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110026,2,4,"MAIZE",1080,1,1,1020,3,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110027,1,1,"CASSAVA",1020,1,1,1020,20,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110027,2,1,"YAM",1121,1,1,1121,60,3,"BASKET",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110027,2,2,"CASSAVA",1020,1,1,1020,15,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110027,2,3,"OKRO",2120,1,1,2120,5,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110027,2,4,"AGBONO",3190,1,1,3190,43,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110027,2,5,"COCONUT",3050,1,1,3050,4,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110027,2,6,"OIL PALM TREE",3180,1,1,3180,35,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110028,1,1,"WATER YAM",1123,1,2,,,,,,,2,,,,,,,,,,1,"N1",1123,60,2,,400,5,,1200,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110028,1,2,"CASSAVA",1020,1,2,,,,,,,2,,,,,,,,,,1,"N1",1020,150,2,,400,5,,6000,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110028,1,3,"MAIZE",1080,1,2,,,,,,,2,,,,,,,,,,1,"N1",1080,4,3,"CUP",400,5,,100,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110028,1,4,"OKRO",2120,1,2,,,,,,,2,,,,,,,,,,1,"N1",2120,8,3,"PICES",400,5,,1500,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110028,2,1,"CASSAVA",1020,1,2,,,,,,,2,,,,,,,,,,1,"N1",1020,45,2,,400,5,,2000,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110028,2,2,"POTATO",2181,1,2,,,,,,,2,,,,,,,,,,1,"N1",2181,250,2,,400,5,,1000,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110028,2,3,"OIL PALM TREE",3180,1,1,3180,50,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110029,1,1,"YAM",1121,1,1,1121,320,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,5,3,"BASKET",300,6,,6500,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110029,1,2,"WATER YAM",1123,1,1,1123,42,3,"PICES",1,,2,,,,,,,,,,1,"N1",2120,2,3,"CUP",300,6,,100,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110029,1,3,"CASSAVA",1020,1,1,1020,6,3,"BUNDLE",1,,1,1020,3,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110029,1,4,"MAIZE",1080,1,1,1080,4,3,"CUP",1,,1,1020,3,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110029,2,1,"YAM",1121,1,1,1121,52,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110029,2,2,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110030,1,1,"WATER YAM",1123,1,1,1123,30,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,50,3,"PICES",200,5,,3000,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110030,1,2,"COCOYAM",1040,1,1,1040,40,3,"PICES",1,,2,,,,,,,,,,1,"N1",1080,4,3,"CUP",200,5,,30000,1,,,,2,,,,,,,,,,,,,
4,11,1112,2,78,110030,1,3,"CASSAVA",1020,1,1,1020,10,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110030,1,4,"MAZIE",1080,1,1,1080,5,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1112,2,78,110030,1,5,"OKRO",2120,1,1,2120,8,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110031,1,1,"CASSAVA",1020,1,1,1020,9,3,"BUNDLE",1,,2,,,,,,,,,,1,"N1",2120,2,3,"PICES",200,5,,200,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110031,1,2,"WATER YAM",1123,1,1,1123,300,3,"PICES",1,,2,,,,,,,,,,1,"N1",2120,2,3,"PICES",200,5,,200,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110031,1,3,"OKRO",2120,1,1,2120,6,3,"PICES",1,,2,,,,,,,,,,1,"N1",2102,2,3,"PICES",200,5,,50,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110032,1,1,"WHITE YAM",1121,1,1,1121,500,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110032,1,2,"WATER YAM",1123,1,1,1123,450,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110032,1,3,"CASSAVA",1020,1,1,1020,12,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110032,1,4,"OKRO",2120,1,1,2120,10,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110032,1,5,"MAIZE",1080,1,1,1080,6,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110032,1,6,"BEENI SEED",2040,1,1,2040,5,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110032,1,7,"GROUNDNUT",1061,1,1,1061,4,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110033,1,1,"WATER YAM",1123,1,1,1123,150,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110033,1,2,"CASSAVA",1020,1,1,1020,7,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110033,1,3,"OKRO",2120,1,1,2120,6,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110034,1,1,"WATER YAM",1123,1,1,1123,500,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110034,1,2,"OKRO",2120,1,1,2120,4,3,"PICES",1,,2,,,,,,,,,,1,"N1",2120,4,3,"PICES",200,5,,140,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110034,1,3,"CASSAVA",1020,1,1,1020,11,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110034,1,4,"SOYA BEANS",2220,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110034,1,5,"MAIZE",1080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110035,1,1,"YAM",1120,1,1,1120,200,3,"PICES",1,,2,,,,,,,,,,1,"N1",1120,300,3,"PICES",100,5,,7500,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110035,1,2,"MAIZE",1080,1,1,1080,10,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110035,1,3,"OKRO",2120,1,1,2120,8,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110035,1,4,"CASSAVA",1020,1,1,1020,15,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110035,1,5,"WATWR YAM",1121,1,1,1121,40,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110036,1,1,"WATER YAM",1123,1,1,1123,52,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110036,1,2,"CASSAVA",1020,1,1,1020,30,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110036,1,3,"WHITE YAM",1121,1,1,1121,32,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110036,1,4,"GROUNDNUT",1060,1,1,1060,13,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110036,1,5,"SOYA BEANS",2220,1,2,,,,,,,2,,,,,,,,,,1,"N1",2220,25,3,"CUP",300,5,,200,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110037,1,1,"WHITW YAM",1121,1,1,1121,50,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,222,3,"PICES",200,3,,4200,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110037,1,2,"WHITE YAM",1123,1,1,1123,150,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,30,3,"PICES",200,3,,1500,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110037,1,3,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,1,"N1",1020,35,3,"BUNDLE",200,3,,180,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110037,1,4,"MAIZE",1080,1,1,1080,5,3,"CUP",1,,2,,,,,,,,,,1,"N1",2140,35,3,"STAND",200,3,,150,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110037,1,5,"PEPPER",2140,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110038,1,1,"YAM",1121,1,1,1121,30,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,60,3,"PICWS",80,5,,1500,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110038,1,2,"WATER YAM",1123,1,1,1123,49,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,50,3,"PICES",80,5,,2500,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110038,1,3,"CASSAVA",1020,1,1,1020,14,3,"BUNDLE",1,,2,,,,,,,,,,1,"N1",1020,50,3,"PICES",80,5,,1300,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110038,1,4,"MAIZE",1080,1,1,1080,3,3,"CORBS",1,,2,,,,,,,,,,1,"N1",1080,75,3,"PICWS",100,5,,1000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,714,110038,1,5,"AGBONO SEED",3190,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110039,1,1,"MAIZE",1080,1,1,1080,22,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110039,1,2,"YAM",1120,1,1,1120,450,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110039,1,3,"MELLON",1090,1,1,1090,20,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110039,1,4,"CASSAVA",1020,1,1,1020,40,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110040,1,1,"CASSAVA",1020,1,1,1020,12,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110040,1,2,"YAM",1120,1,1,1120,30,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110040,1,3,"MAIZE",1080,1,1,1080,3,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,714,110040,1,4,"COCOYAM",1040,1,1,1040,39,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110041,1,1,"WHITE YAM",1121,1,1,1121,200,3,"PICES",1,,2,,,,,,,,,,1,"N2",1121,200,3,"PICES",300,6,,10000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110041,1,2,"WATER YAM",1123,1,1,1123,300,3,"PICES",1,,2,,,,,,,,,,1,"N2",1123,150,3,"PICES",300,6,,7500,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110041,1,3,"CASSAVA",1020,1,1,1020,15,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110041,2,1,"CASSAVA",1020,1,1,1020,20,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110041,3,1,"RICE",1110,1,2,,,,,,,2,,,,,,,,,,1,"N3",1110,50,1,,300,6,,4000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110042,1,1,"WHITE YAM",1121,1,1,1121,150,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,40,3,"PICES",300,6,,2000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110042,1,2,"WATER YAM",1123,1,1,1123,100,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,60,3,"PICES",300,6,,3000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110042,1,3,"CASSAVA",1020,1,1,1020,8,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110043,1,1,"WHITE YAM",1121,1,1,1121,200,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,300,3,"PICES",300,6,,15000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110043,1,2,"WATER YAM",1123,1,1,1123,100,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,400,3,"PICES",300,6,,20000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110043,1,3,"CASSAVA",1020,1,1,1020,20,3,"BUNDLE",1,,2,,,,,,,,,,1,"N1",1020,2,3,"BUNDLE",300,6,,500,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110044,1,1,"WHITE YAM",1121,1,1,1121,200,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,120,3,"PICES",300,6,,6000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110044,1,2,"WATER YAM",1123,1,1,1123,300,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,280,3,"PICES",300,6,,14000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110044,1,3,"CASSAVA",1020,1,1,1020,15,3,"BUNDLE",1,,2,,,,,,,,,,1,"N1",1020,3,3,"BUNDLE",300,6,,750,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110045,1,1,"WATER YAM",1123,1,1,1123,300,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,550,3,"PICES",300,6,,28000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110045,1,2,"CASSAVA",1020,1,1,1020,20,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110045,2,1,"RICE",1110,1,2,,,,,,,2,,,,,,,,,,1,"N2",1110,50,2,,300,6,,2000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110046,1,1,"CASSAVA",1020,1,1,1020,22,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110046,1,2,"WATER YAM",1123,1,1,1123,69,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,25,3,"PICES",150,5,,450,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110047,1,1,"CASSAVA",1020,1,1,1020,20,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110047,1,2,"WHITE YAM",1121,1,1,1121,49,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,30,3,"PICES",180,4,,6000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110047,1,3,"OKRO",2120,1,1,2120,10,3,"PICES",1,,2,,,,,,,,,,1,"N2",2120,2,3,"CUP",80,6,,60,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110047,1,4,"PEPPER",2142,1,1,2141,4,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110048,1,1,"YAM",1121,1,1,1121,500,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110048,1,2,"WATER YAM",1123,1,1,1123,300,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110048,1,3,"CASSAVA",1120,1,1,1120,14,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110048,1,4,"MAIZE",1080,1,1,1080,4,3,"CORBS",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110049,1,1,"YAM",1121,1,1,1121,600,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110049,1,2,"WATER YAM",1123,1,1,1123,500,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110049,1,3,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,1,1020,1,3,"BUNDLE","N1",,0,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110049,1,4,"MAIZE",1080,1,1,1080,6,3,"CROBS",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110049,1,5,"OKRO",2120,1,1,2120,4,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1110,2,2752,110049,2,1,"RICE",1110,1,2,,,,,,,2,,,,,,,,,,1,"N3",1110,50,2,,300,6,,5000,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110050,1,1,"YAM",1121,1,1,1121,250,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,250,3,"PICES",0,4,,3800,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110050,1,2,"WATER YAM",1123,1,1,1123,400,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,5,3,"BUNDLE",0,4,,1250,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110050,1,3,"CASSAVA",1020,1,1,1020,10,3,"BUNDLE",1,,2,,,,,,,,,,1,"N1",1080,3,3,"CORBS",0,4,,150,1,,,,2,,,,,,,,,,,,,
4,11,1110,2,2752,110050,1,4,"MAIZE",1080,1,1,1080,4,3,"CUP",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,110051,1,1,"WHITE YAM",1121,1,2,,,,,,,2,,,,,,,,,,1,"N1",1121,400,3,"PICES",500,4,,35000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110051,1,2,"WATER YAM",1123,1,2,,,,,,,2,,,,,,,,,,1,"N1",1123,500,3,"PICES",500,4,,5000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110051,1,3,"COCOYAM",1040,1,2,,,,,,,2,,,,,,,,,,1,"N1",1040,400,3,"PICES",300,4,,15000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110051,1,4,"OKRO",2120,1,2,,,,,,,2,,,,,,,,,,1,"N1",2120,10,3,"PICES",200,4,,100,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110051,1,5,"POTATOES",2181,1,2,,,,,,,2,,,,,,,,,,1,"N1",2181,12,3,"BUNDLE",300,4,,3000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110051,1,6,"CASSAVA",1020,1,2,,,,,,,2,,,,,,,,,,1,"N1",1020,15,3,"BUNDLE",300,4,,3500,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110053,1,1,"WHITE YAM",1121,1,1,1121,200,3,"PIECES",1,,2,,,,,,,,,,1,"N1",1121,200,3,"PICES",300,5,,10000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110053,1,2,"WATER YAM",1123,1,1,1123,250,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,150,3,"PICES",300,5,,8000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110053,1,3,"CASSAVA",1020,1,1,1020,18,3,"BUNDLE",1,,2,,,,,,,,,,1,"N1",1020,2,3,"BUNDLE",300,5,,500,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110055,1,1,"WHITE YAM",1121,1,1,1121,100,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,200,3,"PICES",400,5,,10000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110055,1,2,"WATER YAM",1123,1,1,1123,300,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,300,3,"PICES",400,5,,12000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110055,1,3,"CASSAVA",1020,1,1,1020,20,3,"BUNDLE",1,,2,,,,,,,,,,1,"N1",1020,300,3,"BUNDLE",400,5,,11000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110057,1,1,"CASSAVA",1020,1,1,1020,4,3,"BUNDLE",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,110057,1,2,"WATER YAM",1123,1,1,1123,140,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,40,3,"PICES",200,6,,2000,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110057,1,3,"COCOYAM",1040,1,1,1040,130,3,"PICES",1,,2,,,,,,,,,,1,"N1",1040,45,3,"PICES",180,5,,1900,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110057,1,4,"OKRO",2120,1,1,2120,4,3,"PICES",1,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,11,1108,2,492,110059,1,1,"YAM",1121,1,1,1121,300,3,"PICES",1,,1,1121,5,3,"PICES","N1",,,,,1,"N2",1121,600,3,"PICES",150,6,,4200,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110059,1,2,"CASSAVA",1020,1,1,1020,15,3,"BUNDLE",1,,1,1020,4,3,"BUNDLE","N1",,,,,1,"N2",1020,7,3,"BUNDLE",150,6,,2100,1,,,,2,,,,,,,,,,,,,
4,11,1108,2,492,110059,1,3,"MAIZE",1080,1,1,1080,5,3,"CORBS",1,,1,1080,5,3,"CORBS","N1",,,,,1,"N2",1080,4,3,"CORBS",150,6,,280,1,,,,2,,,,,,,,,,,,,
4,11,1105,2,100,110061,1,1,"WHITE YAM",1121,1,1,1121,200,3,"PICED",1,,2,,,,,,,,,,1,"N1",1121,100,3,"PICES",300,6,,5000,1,,,,2,,,,,,,,,,,,,
4,11,1105,2,100,110061,1,2,"WATER YAM",1123,1,1,1123,250,3,"PICES",1,,2,,,,,,,,,,1,"N1",1123,50,3,"PICES",300,6,,2500,1,,,,2,,,,,,,,,,,,,
4,11,1105,2,100,110061,1,3,"CASSAVA",1020,1,1,1020,5,3,"BUNDLE",1,,2,,,,,,,,,,1,"N1",1020,2,3,"BUNDLE",300,6,,500,1,,,,2,,,,,,,,,,,,,
4,11,1105,2,100,110062,1,1,"WHITE YAM",1121,1,1,1121,600,3,"PICES",1,,2,,,,,,,,,,1,"N1",1213,300,3,"PICES",300,6,,15000,1,,,,2,,,,,,,,,,,,,
4,11,1105,2,100,110062,1,2,"CASSAVA",1020,1,1,1020,11,3,"PICES",1,,2,,,,,,,,,,1,"N1",1020,2,3,"BUNDLE",300,6,,500,1,,,,2,,,,,,,,,,,,,
4,11,1105,2,100,110063,1,1,"WHITE YAM",1121,1,1,1121,500,3,"PICES",1,,2,,,,,,,,,,1,"N1",1121,400,3,"PICES",300,6,,20000,1,,,,2,,,,,,,,,,,,,
