"zone","state","lga","sector","ea","activity_cd","sc3bq2c","sc3bq3","sc3bq4","sc3bq5","sc3bq6","sc3bq7","sc3bq8","sc3bq9","sc3bq10","sc3bq11","sc3bq12"
2,15,1502,2,590,6,1080,1,1,1,300,1,200,2,,2,
2,15,1502,2,590,5,1010,1,1,1,300,1,200,2,,2,
2,15,1502,2,590,4,1070,1,1,1,300,1,200,2,,2,
2,15,1503,2,634,3,1100,1,3,1,500,1,400,1,200,1,2500
2,15,1503,2,634,2,1080,1,3,1,500,1,400,1,200,1,2500
2,15,1503,2,634,6,1100,1,3,1,500,1,500,1,250,1,7000
2,15,1503,2,634,4,1070,1,3,1,500,1,500,1,250,1,7000
2,15,1503,2,634,5,1080,1,3,1,500,1,500,1,250,1,700
2,15,1503,2,634,1,1070,1,3,1,500,1,400,1,200,1,2500
2,15,1503,2,634,7,,1,,2,,1,300,1,200,1,2000
2,15,1503,2,634,8,,1,3,1,700,1,600,1,400,1,10000
2,15,1506,1,148,1,1080,1,3,1,500,2,,1,300,1,3000
2,15,1506,1,148,2,1100,1,3,1,500,2,,1,300,1,3000
2,15,1506,1,148,6,1010,1,3,1,600,1,500,1,300,1,5000
2,15,1506,1,148,8,,1,3,1,800,1,600,1,400,1,10000
2,15,1506,1,148,7,,1,3,1,500,1,500,1,300,1,5000
2,15,1506,1,148,5,1100,1,3,1,600,1,500,1,300,1,5000
2,15,1506,1,148,3,1010,1,3,1,500,2,,1,300,1,3000
2,15,1506,1,148,4,1080,1,3,1,600,1,500,1,300,1,5000
2,15,1506,1,398,7,,1,3,1,500,1,500,1,200,2,
2,15,1506,1,398,5,1100,1,3,1,500,1,500,1,200,1,2000
2,15,1506,1,398,4,1080,1,3,1,500,1,500,1,200,1,2000
2,15,1506,1,398,2,1100,1,3,1,600,2,,1,300,1,1800
2,15,1506,1,398,6,1010,1,3,1,500,1,500,1,200,1,1500
2,15,1506,1,398,1,1080,1,3,1,600,2,,1,400,1,1800
2,15,1506,1,398,8,,1,3,1,700,2,,1,400,2,
2,15,1506,1,398,3,1070,1,3,1,600,2,,1,300,1,1800
2,15,1507,2,458,2,1080,1,3,1,500,1,500,1,300,1,1500
2,15,1507,2,458,3,1100,1,3,1,500,1,500,1,300,1,1500
2,15,1507,2,458,7,,1,3,1,500,1,500,1,300,1,1500
2,15,1507,2,458,6,1100,1,3,1,500,1,500,1,300,1,1500
2,15,1507,2,458,4,1070,1,3,1,500,1,500,1,300,1,1500
2,15,1507,2,458,8,,1,3,1,500,1,500,1,300,1,1500
2,15,1507,2,458,1,1070,1,3,1,500,1,500,1,300,1,1500
2,15,1507,2,458,5,1080,1,3,1,500,1,500,1,300,1,1500
2,15,1508,2,1682,7,,1,3,1,200,1,200,1,100,1,1500
2,15,1508,2,1682,2,1080,1,3,1,300,1,250,2,,1,2000
2,15,1508,2,1682,3,1110,1,3,1,300,1,250,2,,1,2000
2,15,1508,2,1682,5,1080,1,3,1,200,1,150,2,,1,1500
2,15,1508,2,1682,6,1110,1,3,1,300,1,200,2,,1,1500
2,15,1508,2,1682,8,,1,3,1,300,1,250,1,150,1,3000
2,15,1508,2,1682,1,1070,1,3,1,300,1,250,2,,1,2000
2,15,1508,2,1682,4,1070,1,3,1,200,1,150,2,,1,1500
2,15,1510,2,616,8,,1,3,1,1500,1,800,1,500,1,6000
2,15,1510,2,616,5,1080,1,3,1,1200,1,600,1,400,1,3500
2,15,1510,2,616,1,1070,1,3,1,700,1,500,1,300,1,2500
2,15,1510,2,616,6,1100,1,3,1,1200,1,600,1,400,1,3500
2,15,1510,2,616,3,1100,1,3,1,700,1,500,1,300,1,2500
2,15,1510,2,616,4,1070,1,3,1,1200,1,600,1,400,1,3500
2,15,1510,2,616,2,1080,1,3,1,700,1,500,1,300,1,2500
2,15,1510,2,616,7,,1,3,1,1000,1,400,1,300,1,4000
2,15,1511,2,1938,5,1080,1,3,1,300,1,200,1,200,1,2500
2,15,1511,2,1938,1,1070,1,3,1,300,1,200,1,200,1,2000
2,15,1511,2,1938,7,,1,3,1,300,1,200,1,200,1,2000
2,15,1511,2,1938,3,1110,1,3,1,300,1,200,1,200,1,2000
2,15,1511,2,1938,2,1080,1,3,1,300,1,200,1,200,1,2000
2,15,1511,2,1938,4,1070,1,3,1,300,1,200,1,200,1,2500
2,15,1511,2,1938,8,,1,3,1,400,1,300,1,200,1,3000
2,15,1511,2,1938,6,1110,1,3,1,300,1,200,1,200,1,2500
2,34,3401,2,526,6,1060,1,3,1,1000,1,1000,1,400,1,300
2,34,3401,2,526,3,1060,1,3,1,1000,1,1000,1,400,1,300
2,34,3401,2,526,7,,2,,2,,2,,2,,,
2,34,3401,2,526,5,1070,1,3,1,1000,1,1000,1,400,1,300
2,34,3401,2,526,1,1080,1,3,1,1000,1,1000,1,400,1,300
2,34,3401,2,526,8,,1,3,1,2000,1,2000,1,500,1,500
2,34,3401,2,526,2,1070,1,3,1,1000,1,1000,1,400,1,300
2,34,3401,2,526,4,1080,1,3,1,1000,1,1000,1,400,1,300
2,34,3403,2,198,1,1110,1,3,1,1000,1,1000,1,500,2,
2,34,3403,2,198,5,1080,1,3,1,1500,1,1500,1,500,2,
2,34,3403,2,198,6,1070,,,,,,,,,,
2,34,3403,2,198,3,1070,1,3,1,1000,1,1000,1,500,2,
2,34,3403,2,198,4,1110,1,3,1,1500,1,1500,1,500,2,
2,34,3403,2,198,2,1080,1,3,1,1000,1,1000,1,500,2,
2,34,3405,2,456,1,1110,1,1,1,1000,1,1000,1,500,1,1500
2,34,3405,2,456,3,1070,1,1,1,1000,1,1000,1,500,1,1500
2,34,3405,2,456,2,1080,1,1,1,1000,1,1000,1,500,1,1500
2,34,3405,2,456,4,1110,1,1,1,1500,1,1500,1,800,1,3000
2,34,3405,2,456,6,1070,1,1,1,1500,1,1500,1,800,1,3000
2,34,3405,2,456,5,1080,1,1,1,1500,1,1500,1,800,1,3000
2,34,3405,2,1706,5,1070,1,3,1,500,1,500,1,250,1,300
2,34,3405,2,1706,6,1110,1,3,1,500,1,500,1,250,1,1000
2,34,3405,2,1706,1,1080,1,3,1,500,1,500,1,250,1,300
2,34,3405,2,1706,3,1110,1,3,1,500,1,500,1,250,1,300
2,34,3405,2,1706,2,1070,1,3,1,500,1,500,1,250,1,300
2,34,3405,2,1706,4,1080,1,3,1,500,1,500,1,250,1,300
2,34,3405,2,1706,8,,1,3,1,1000,1,100,1,400,1,1000
2,34,3405,2,1706,7,,,,,,,,,,,
2,34,3408,2,870,3,1070,1,3,1,1000,1,1000,1,500,2,
2,34,3408,2,870,2,1080,1,3,1,1000,1,1000,1,500,2,
2,34,3408,2,870,1,1110,1,3,1,1000,1,1000,1,500,2,
2,34,3408,2,870,4,1110,1,3,1,1500,1,1500,1,500,2,
2,34,3408,2,870,5,1080,1,3,1,1500,1,1500,1,500,2,
2,34,3408,2,870,6,1070,1,3,1,1500,1,1500,1,500,2,
2,34,3410,2,42,6,1070,1,3,1,1000,1,1000,1,800,1,2500
2,34,3410,2,42,5,1080,1,3,1,1000,1,1000,1,800,1,2500
2,34,3410,2,42,2,1080,1,3,1,500,1,500,1,500,1,1500
2,34,3410,2,42,1,1110,1,3,1,500,1,500,1,500,1,1500
2,34,3410,2,42,4,1110,1,3,1,1000,1,1000,1,800,1,2500
2,34,3410,2,42,3,1070,1,3,1,500,1,500,1,500,1,1500
2,34,3412,2,156,1,1080,1,3,1,1000,1,800,1,500,1,2000
2,34,3412,2,156,8,,1,3,1,1000,1,800,1,500,1,2000
2,34,3412,2,156,5,1110,1,3,1,1000,1,800,1,500,1,2500
2,34,3412,2,156,6,1020,1,3,1,1000,1,800,1,500,1,2500
2,34,3412,2,156,3,1020,1,3,1,1000,1,800,1,500,1,2000
2,34,3412,2,156,2,1110,1,3,1,1000,1,800,1,500,1,2000
2,34,3412,2,156,4,1080,1,3,1,1000,1,800,1,500,1,2000
2,34,3412,2,156,7,,,,,,,,,,,
2,34,3415,2,268,5,1120,1,1,1,5000,2,,1,300,2,
2,34,3415,2,268,8,,1,1,1,5000,2,,2,,,
2,34,3415,2,268,4,1080,1,1,1,5000,2,,1,300,2,
2,34,3415,2,268,7,,1,1,1,2000,2,,2,,,
2,34,3415,2,268,2,1120,1,1,1,3000,2,,1,500,2,
2,34,3415,2,268,1,1080,1,1,1,3000,2,,1,500,2,
2,34,3415,2,268,6,1060,1,1,1,5000,2,,1,300,2,
2,34,3415,2,268,3,1060,1,1,1,3000,2,,1,500,2,
2,35,3501,1,702,2,1110,1,1,1,500,2,,1,300,1,2000
2,35,3501,1,702,3,2130,1,1,1,500,2,,1,300,1,2000
2,35,3501,1,702,4,1100,1,1,1,500,2,,1,300,1,1000
2,35,3501,1,702,6,2130,1,1,1,500,2,,1,300,1,1000
2,35,3501,1,702,1,1100,1,1,1,500,2,,1,300,1,2000
2,35,3501,1,702,5,1110,1,1,1,500,2,,1,300,1,1000
2,35,3501,1,702,8,,1,1,1,500,2,,1,,1,6000
2,35,3501,1,702,7,,1,1,1,500,2,,1,300,1,1000
2,35,3501,2,1228,6,2130,1,3,1,250,2,,1,200,1,3000
2,35,3501,2,1228,5,1110,1,3,1,250,2,,1,200,1,3000
2,35,3501,2,1228,4,1100,1,3,1,250,2,,1,200,1,3000
2,35,3501,2,1228,3,2130,1,3,1,300,2,,1,200,1,2000
2,35,3501,2,1228,7,,1,3,1,250,2,,1,200,1,2000
2,35,3501,2,1228,2,1110,1,3,1,300,2,,1,200,1,2000
2,35,3501,2,1228,8,,1,3,1,500,2,,1,300,1,6000
2,35,3501,2,1228,1,1100,1,3,1,300,2,,1,200,1,2000
2,35,3503,1,54,6,1100,1,3,1,300,1,300,1,300,1,600
2,35,3503,1,54,8,,1,3,1,500,1,300,1,300,1,5000
2,35,3503,1,54,5,1070,1,3,1,300,1,300,1,300,1,600
2,35,3503,1,54,3,1010,1,3,1,500,2,,1,350,1,2000
2,35,3503,1,54,7,,1,3,1,300,1,300,1,300,1,600
2,35,3503,1,54,2,1070,1,3,1,500,2,,1,350,1,2000
2,35,3503,1,54,1,1100,1,3,1,500,2,,1,350,1,2000
2,35,3503,1,54,4,1100,1,3,1,300,1,300,1,300,1,600
2,35,3504,2,1288,8,,1,3,1,500,1,300,1,150,1,6000
2,35,3504,2,1288,5,1070,1,3,1,100,1,100,1,50,1,600
2,35,3504,2,1288,7,,1,3,1,100,1,100,1,50,1,600
2,35,3504,2,1288,3,1010,1,3,1,300,2,,2,,1,2000
2,35,3504,2,1288,6,1010,1,3,1,100,1,100,1,50,1,600
2,35,3504,2,1288,4,1100,1,3,1,100,1,100,1,50,1,600
2,35,3504,2,1288,1,1100,1,3,1,300,2,,2,,1,2000
2,35,3504,2,1288,2,1070,1,3,1,300,2,,2,,1,2000
2,35,3506,2,1040,7,,1,3,1,200,2,,1,100,1,500
2,35,3506,2,1040,6,1010,1,3,1,200,2,,1,100,1,600
2,35,3506,2,1040,1,1100,1,3,1,400,2,,1,200,1,2000
2,35,3506,2,1040,5,1110,1,3,1,200,2,,1,100,1,600
2,35,3506,2,1040,8,,1,3,1,500,2,,1,300,1,4000
2,35,3506,2,1040,3,1010,1,3,1,400,2,,1,200,1,2000
2,35,3506,2,1040,4,1100,1,3,1,200,2,,1,100,1,600
2,35,3506,2,1040,2,1110,1,3,1,400,2,,1,200,1,2000
2,35,3509,2,1310,7,,1,3,1,250,2,,1,150,1,4500
2,35,3509,2,1310,2,1070,1,3,1,300,2,,1,200,1,3000
2,35,3509,2,1310,3,1010,1,3,1,300,2,,1,200,1,3000
2,35,3509,2,1310,4,1100,1,3,1,300,2,,1,200,1,4000
2,35,3509,2,1310,5,1070,1,3,1,300,2,,1,200,1,4000
2,35,3509,2,1310,1,1100,1,3,1,300,2,,1,200,1,3000
2,35,3509,2,1310,8,,1,3,1,300,2,,1,200,1,6000
2,35,3509,2,1310,6,1010,1,3,1,300,2,,1,200,1,4000
2,35,3509,2,2276,5,1070,1,3,1,200,1,150,1,100,1,1000
2,35,3509,2,2276,6,1010,1,3,1,200,1,150,1,100,1,1000
2,35,3509,2,2276,7,,1,3,1,200,1,150,1,100,1,1000
2,35,3509,2,2276,3,1010,1,3,1,200,2,,1,80,1,1000
2,35,3509,2,2276,4,1100,1,3,1,200,1,150,1,100,1,1000
2,35,3509,2,2276,8,,1,3,1,200,2,,1,100,1,4000
2,35,3509,2,2276,1,1100,1,3,1,200,2,,1,80,1,1000
2,35,3509,2,2276,2,1070,1,3,1,200,2,,1,80,1,1000
2,35,3511,2,1646,2,1010,1,3,1,400,2,,1,150,1,700
2,35,3511,2,1646,3,1070,1,3,1,400,2,,1,150,1,700
2,35,3511,2,1646,6,1070,1,3,1,300,2,,1,150,1,500
2,35,3511,2,1646,5,1010,1,3,1,300,2,,1,150,1,500
2,35,3511,2,1646,1,1100,1,3,1,400,2,,1,150,1,700
2,35,3511,2,1646,4,1100,1,3,1,300,2,,1,150,1,500
2,35,3513,1,1278,5,1070,1,3,1,300,2,,1,150,1,2000
2,35,3513,1,1278,4,1100,1,3,1,300,2,,1,150,1,2000
2,35,3513,1,1278,1,1100,1,3,1,300,2,,2,,1,2000
2,35,3513,1,1278,3,1010,1,3,1,300,2,,2,,1,2000
2,35,3513,1,1278,2,1070,1,3,1,300,2,,2,,1,2000
2,35,3513,1,1278,6,1010,1,3,1,300,2,,1,150,1,2000
2,35,3515,2,316,2,1100,1,2,1,500,2,,1,300,1,6000
2,35,3515,2,316,3,1010,1,2,1,500,2,,1,300,1,6000
2,35,3515,2,316,1,1070,1,2,1,500,2,,1,300,1,6000
2,35,3516,2,1632,8,,1,3,1,500,2,,1,300,1,6000
2,35,3516,2,1632,5,1070,1,3,1,400,2,,1,300,1,6000
2,35,3516,2,1632,3,1010,1,3,1,400,2,,1,300,1,6000
2,35,3516,2,1632,6,1010,1,3,1,400,2,,1,300,1,6000
2,35,3516,2,1632,4,1100,1,3,1,400,2,,1,300,1,6000
2,35,3516,2,1632,1,1100,1,3,1,400,2,,1,300,1,6000
2,35,3516,2,1632,7,,1,3,1,400,2,,1,300,1,6000
2,35,3516,2,1632,2,1070,1,3,1,400,2,,1,300,1,6000
3,17,1702,2,510,3,1100,1,1,1,300,2,,1,150,1,400
3,17,1702,2,510,7,,1,1,1,400,2,,1,200,1,4500
3,17,1702,2,510,5,1060,1,1,1,400,2,,1,150,1,2000
3,17,1702,2,510,6,,1,1,1,200,2,,2,,1,300
3,17,1702,2,510,2,1070,1,3,1,400,2,,1,200,1,600
3,17,1702,2,510,4,1070,1,1,1,300,2,,1,100,1,400
3,17,1702,2,510,1,1100,1,3,1,400,2,,1,200,1,600
3,17,1704,2,1080,6,,1,1,1,350,2,,2,,1,1200
3,17,1704,2,1080,2,1070,1,1,1,350,2,,2,,1,1000
3,17,1704,2,1080,3,1100,1,1,1,350,1,200,2,,1,800
3,17,1704,2,1080,4,1070,1,1,1,350,1,200,2,,1,800
3,17,1704,2,1080,1,1100,1,1,1,350,2,,2,,1,1000
3,17,1704,2,1080,5,,1,1,1,300,1,200,1,100,2,
3,17,1704,1,2074,7,,1,3,1,300,2,,2,,1,2500
3,17,1704,1,2074,4,1070,1,3,1,300,1,200,1,150,2,
3,17,1704,1,2074,3,1100,1,3,1,300,1,200,1,150,2,
3,17,1704,1,2074,6,,1,3,1,200,2,,1,150,2,
3,17,1704,1,2074,5,1060,1,3,1,300,1,200,1,150,2,
3,17,1704,1,2074,2,1070,1,3,1,300,2,,2,,1,200
3,17,1704,1,2074,1,1100,1,3,1,300,2,,2,,1,200
3,17,1706,2,284,8,,1,3,1,500,2,,2,,1,3500
3,17,1706,2,284,4,1100,1,3,1,250,2,,2,,1,2000
3,17,1706,2,284,5,1070,1,3,1,250,2,,2,,1,2000
3,17,1706,2,284,6,1010,1,3,1,250,2,,2,,1,2000
3,17,1706,2,284,1,,1,3,1,200,2,,2,,1,1500
3,17,1706,2,284,7,,1,3,1,200,2,,2,,1,1500
3,17,1706,2,284,2,,1,3,1,200,2,,2,,1,1500
3,17,1706,2,284,3,,1,3,1,200,2,,2,,1,1500
3,17,1710,2,546,2,1080,1,3,1,300,2,,1,200,2,
3,17,1710,2,546,6,,1,3,1,300,2,,1,200,2,
3,17,1710,2,546,3,1110,1,3,1,300,1,200,1,150,2,
3,17,1710,2,546,5,,1,3,1,200,1,150,1,100,2,
3,17,1710,2,546,4,1080,1,3,1,300,1,200,1,150,2,
3,17,1710,2,546,1,1110,1,3,1,300,2,,1,200,2,
3,17,1712,2,794,3,1100,1,3,1,500,1,300,1,120,2,
3,17,1712,2,794,1,1100,1,3,1,350,2,,1,250,1,2000
3,17,1712,2,794,7,,1,3,1,450,1,300,1,200,1,3500
3,17,1712,2,794,6,,1,3,1,500,2,,1,200,2,
3,17,1712,2,794,2,1070,1,3,1,350,2,,1,250,1,2000
3,17,1712,2,794,5,1060,1,3,1,500,1,400,1,200,2,
3,17,1712,2,794,4,1070,1,3,1,500,1,300,1,120,2,
3,17,1713,1,226,7,,1,3,1,300,2,,2,,2,
3,17,1713,1,226,4,1100,1,3,1,400,2,,2,,2,
3,17,1713,1,226,2,1070,1,3,1,,2,,2,,1,200
3,17,1713,1,226,8,,1,3,1,300,2,,2,,2,
3,17,1713,1,226,5,1070,1,3,1,400,2,,2,,2,
3,17,1713,1,226,1,1100,1,3,1,,2,,2,,1,200
3,17,1713,1,226,3,1110,1,3,1,,2,,2,,1,200
3,17,1713,1,226,6,1110,1,3,1,500,2,,2,,2,
3,17,1715,2,2244,5,,1,1,1,400,2,,1,200,2,
3,17,1715,2,2244,3,1100,1,3,1,200,2,,1,100,2,
3,17,1715,2,2244,6,,1,3,1,600,2,,1,200,1,6000
3,17,1715,2,2244,1,1100,1,3,1,600,2,,1,250,1,3000
3,17,1715,2,2244,2,1070,1,3,1,600,2,,1,250,1,3000
3,17,1715,2,2244,4,1062,1,3,1,300,2,,1,100,2,
3,17,1716,2,1452,6,,1,3,1,200,2,,1,100,1,200
3,17,1716,2,1452,4,1070,1,3,1,200,2,,1,100,1,600
3,17,1716,2,1452,2,1070,1,3,1,200,2,,1,100,1,600
3,17,1716,2,1452,5,1060,1,3,1,200,2,,1,100,1,800
3,17,1716,2,1452,7,,1,3,1,300,2,,1,150,1,2500
3,17,1716,2,1452,1,1100,1,3,1,200,2,,1,100,1,500
3,17,1716,2,1452,3,1100,1,3,1,200,2,,1,100,1,600
3,17,1719,2,1354,3,1100,1,3,1,300,2,,2,,,
3,17,1719,2,1354,1,1100,1,3,1,300,2,,2,,,
3,17,1719,2,1354,2,1060,1,3,1,300,2,,2,,,
3,17,1719,2,1354,5,,1,3,1,200,2,,1,150,2,
3,17,1719,2,1354,4,1060,1,3,1,300,2,,2,,,
3,17,1719,2,1354,6,,1,3,1,300,2,,1,150,2,
3,17,1722,2,96,2,1070,1,1,1,250,2,,1,150,2,
3,17,1722,2,96,5,,1,1,1,250,2,,2,,,
3,17,1722,2,96,3,1100,1,1,1,250,2,,1,100,2,
3,17,1722,2,96,4,1070,1,1,1,250,2,,1,100,2,
3,17,1722,2,96,1,1100,1,1,1,250,2,,1,100,2,
3,17,1724,2,786,4,1070,1,3,1,200,1,100,1,80,1,1000
3,17,1724,2,786,5,1060,1,3,1,250,1,150,1,100,1,1000
3,17,1724,2,786,6,,1,3,1,250,2,,1,100,1,1000
3,17,1724,2,786,2,1070,1,3,1,250,2,,1,150,1,1500
3,17,1724,2,786,7,,1,3,1,250,2,,1,150,1,2000
3,17,1724,2,786,3,1100,1,3,1,200,1,100,1,80,1,1000
3,17,1724,2,786,1,1100,1,3,1,250,2,,1,150,1,1500
3,17,1727,2,634,6,,1,3,1,400,2,,1,200,1,6000
3,17,1727,2,634,2,1070,1,3,1,400,2,,2,,1,2500
3,17,1727,2,634,5,,1,3,1,300,2,,2,,1,1500
3,17,1727,2,634,4,1060,1,3,1,400,1,200,1,150,1,2500
3,17,1727,2,634,1,1100,1,3,1,400,2,,2,,1,2500
3,17,1727,2,634,3,1100,1,3,1,300,1,200,1,100,1,2500
3,18,1803,2,840,2,1070,1,1,1,500,2,,1,200,1,200
3,18,1803,2,840,7,,1,,2,,2,,1,200,1,400
3,18,1803,2,840,5,1070,1,1,1,500,,,,,,
3,18,1803,2,840,1,1080,1,1,1,500,2,,1,200,1,700
3,18,1803,2,840,3,1110,1,1,1,500,2,,1,250,1,300
3,18,1803,2,840,8,,1,1,1,1200,2,,2,,1,1500
3,18,1803,2,840,6,1110,1,1,1,700,,,,,,
3,18,1803,2,840,4,1080,1,1,1,500,2,,1,300,1,1000
3,18,1804,1,2690,3,1100,1,3,1,700,2,,2,,1,1200
3,18,1804,1,2690,4,1080,1,3,1,500,2,,2,,1,800
3,18,1804,1,2690,6,1100,1,3,1,500,2,,2,,1,800
3,18,1804,1,2690,5,1070,1,3,1,500,2,,2,,1,800
3,18,1804,1,2690,1,1080,1,3,1,700,2,,2,,1,1200
3,18,1804,1,2690,2,1070,1,3,1,700,2,,2,,1,1200
3,18,1804,1,2690,8,,1,3,1,1000,2,,2,,1,2500
3,18,1804,1,2690,7,,1,3,1,300,2,,1,150,1,800
3,18,1805,2,534,4,1080,1,1,1,300,2,,1,300,1,1000
3,18,1805,2,534,7,,1,,2,,2,,1,150,1,700
3,18,1805,2,534,5,1070,1,1,1,300,2,,1,300,1,1000
3,18,1805,2,534,6,1110,1,1,1,300,2,,1,300,1,1000
3,18,1805,2,534,3,1110,1,1,1,500,2,,1,300,1,1200
3,18,1805,2,534,2,1070,1,1,1,500,2,,1,300,1,2200
3,18,1805,2,534,1,1080,1,1,1,500,2,,1,300,1,1200
3,18,1805,2,534,8,,1,1,1,600,2,,1,300,1,2000
3,18,1808,2,1726,5,1070,1,1,1,300,1,300,1,300,1,800
3,18,1808,2,1726,3,2100,1,1,1,500,1,350,1,300,1,800
3,18,1808,2,1726,1,1080,1,1,1,500,1,350,1,300,1,800
3,18,1808,2,1726,7,,1,1,1,300,1,300,1,300,1,1800
3,18,1808,2,1726,4,1080,1,1,1,300,1,350,1,300,1,800
3,18,1808,2,1726,8,,1,1,1,500,2,,1,400,1,5000
3,18,1808,2,1726,2,1070,1,1,1,500,1,350,1,300,1,800
3,18,1808,2,1726,6,2100,1,1,1,300,1,300,1,300,1,800
3,18,1809,1,1272,2,1080,1,2,1,1000,2,,2,,1,1500
3,18,1809,1,1272,7,,1,2,1,500,2,,2,,1,500
3,18,1809,1,1272,4,1070,1,2,1,1000,2,,2,,1,1000
3,18,1809,1,1272,6,1100,1,2,1,1000,2,,2,,1,1000
3,18,1809,1,1272,3,1100,1,2,1,1000,2,,2,,1,1500
3,18,1809,1,1272,5,1080,1,2,1,1000,2,,2,,1,1000
3,18,1809,1,1272,1,1070,1,2,1,1000,2,,2,,1,1500
3,18,1809,1,1272,8,,1,2,1,1000,2,,2,,1,500
3,18,1811,2,364,7,,1,3,1,400,1,400,2,,1,800
3,18,1811,2,364,3,1070,1,3,1,400,1,400,2,,1,800
3,18,1811,2,364,5,2010,1,3,1,500,1,500,2,,1,1000
3,18,1811,2,364,2,2010,1,3,1,400,1,400,2,,1,800
3,18,1811,2,364,4,1120,1,3,1,500,1,500,2,,1,1000
3,18,1811,2,364,6,1070,1,3,1,500,1,500,2,,1,1000
3,18,1811,2,364,8,,1,3,1,700,1,700,2,,1,1200
3,18,1811,2,364,1,1120,1,3,1,400,1,400,2,,1,800
3,18,1814,2,678,2,1110,1,2,1,,1,,2,,1,400
3,18,1814,2,678,1,1080,1,2,1,,1,,2,,1,400
3,18,1814,2,678,7,,1,2,1,,1,,2,,1,500
3,18,1814,2,678,4,1080,1,2,1,,1,,2,,1,500
3,18,1814,2,678,3,2220,1,2,1,,1,,2,,1,400
3,18,1814,2,678,6,2220,1,2,1,,1,,2,,1,500
3,18,1814,2,678,8,,1,2,1,,1,,2,,1,1200
3,18,1814,2,678,5,1110,1,2,1,,1,,2,,1,500
3,18,1816,1,378,1,1080,1,1,1,300,2,,2,,1,250
3,18,1816,1,378,3,1100,1,1,1,300,2,,2,,1,250
3,18,1816,1,378,6,1100,1,1,1,250,2,,1,80,1,150
3,18,1816,1,378,5,1070,1,1,1,250,2,,1,80,1,150
3,18,1816,1,378,4,1080,1,1,1,250,2,,1,80,1,150
3,18,1816,1,378,2,1070,1,1,1,300,2,,2,,1,250
3,18,1817,2,370,8,,1,1,1,1000,2,,2,,1,3000
3,18,1817,2,370,5,1070,1,1,1,1000,2,,1,200,1,1500
3,18,1817,2,370,4,1080,1,1,1,1000,2,,1,200,1,1500
3,18,1817,2,370,1,1080,1,1,1,400,2,,2,,1,1000
3,18,1817,2,370,3,2220,1,1,1,400,2,,2,,1,1000
3,18,1817,2,370,6,2220,1,1,1,1000,2,,1,200,1,1500
3,18,1817,2,370,7,,1,1,1,500,2,,1,200,1,1500
3,18,1817,2,370,2,1070,1,1,1,400,2,,2,,1,1000
3,18,1820,2,450,3,1120,1,1,1,600,1,400,2,,1,1200
3,18,1820,2,450,1,1080,1,1,1,600,1,400,2,,1,1200
3,18,1820,2,450,7,,1,1,1,600,1,400,2,,1,1200
3,18,1820,2,450,2,1070,1,1,1,600,1,400,2,,1,1200
3,18,1820,2,450,4,1070,1,1,1,600,1,400,2,,1,1500
3,18,1820,2,450,8,,1,1,1,800,1,800,2,,1,2500
3,18,1820,2,450,5,1120,1,1,1,600,1,400,2,,1,1500
3,18,1820,2,450,6,1080,1,1,1,600,1,400,2,,1,1500
3,18,1822,2,1654,4,1070,1,1,1,400,1,500,2,,1,1200
3,18,1822,2,1654,5,1080,1,1,1,400,1,500,2,,1,800
3,18,1822,2,1654,2,1080,1,1,1,500,1,500,1,200,1,2000
3,18,1822,2,1654,1,1070,1,1,1,500,1,500,1,200,1,2000
3,18,1822,2,1654,8,,1,1,1,900,1,500,2,,1,2200
3,18,1822,2,1654,6,1120,1,1,1,400,1,500,2,,1,800
3,18,1822,2,1654,3,1120,1,1,1,500,1,500,1,200,1,2000
3,18,1822,2,1654,7,,1,1,1,400,1,500,1,200,1,800
3,18,1823,1,1822,7,,1,2,1,300,2,,1,200,2,
3,18,1823,1,1822,8,,1,2,1,1500,2,,2,,1,3500
3,18,1823,1,1822,3,2220,1,2,1,500,2,,2,,1,500
3,18,1823,1,1822,2,1070,1,2,1,500,2,,2,,1,500
3,18,1823,1,1822,1,1080,1,2,1,500,2,,2,,1,500
3,18,1823,1,1822,5,1070,1,2,1,500,2,,1,200,2,
3,18,1823,1,1822,6,2220,1,2,1,500,2,,1,200,2,
3,18,1823,1,1822,4,1080,1,2,1,500,2,,1,200,2,
3,19,1901,2,640,3,1060,1,1,1,250,1,150,1,100,1,3000
3,19,1901,2,640,4,1070,1,1,1,250,1,150,1,100,1,1000
3,19,1901,2,640,1,1070,1,1,1,250,1,150,1,100,2,3000
3,19,1901,2,640,2,1100,1,1,1,250,1,150,1,100,1,3000
3,19,1901,2,640,6,1100,1,1,1,250,1,150,1,100,1,1000
3,19,1901,2,640,5,1070,1,1,1,250,1,150,1,100,1,1000
3,19,1902,2,52,4,1070,1,1,1,150,2,,2,,,
3,19,1902,2,52,1,1100,1,1,1,350,2,,2,,,
3,19,1902,2,52,5,1100,1,1,1,150,2,,2,,,
3,19,1902,2,52,2,1070,1,1,1,350,2,,2,,,
3,19,1902,2,52,6,1010,1,1,1,150,2,,2,,,
3,19,1902,2,52,3,1010,1,1,1,350,2,,2,,,
3,19,1905,2,1290,6,2130,1,1,1,500,1,200,1,150,2,1000
3,19,1905,2,1290,5,1080,1,1,1,500,1,200,1,150,2,1000
3,19,1905,2,1290,1,1070,1,1,1,500,2,,2,,1,1000
3,19,1905,2,1290,2,1080,1,1,1,500,2,,2,,1,1000
3,19,1905,2,1290,7,,1,1,1,500,1,200,1,150,2,1000
