"zone","state","lga","sector","ea","activity_cd","sc3bq2c","sc3bq3","sc3bq4","sc3bq5","sc3bq6","sc3bq7","sc3bq8","sc3bq9","sc3bq10","sc3bq11","sc3bq12"
5,10,1008,2,1718,4,1121,1,1,1,2200,2,,2,,,
5,10,1010,2,20,6,2170,1,3,1,1200,1,800,2,,,
5,10,1010,2,20,5,2170,1,3,1,1000,1,800,2,,,
5,10,1010,2,20,3,1121,1,3,1,1000,1,800,2,,,
5,10,1010,2,20,1,1020,1,3,1,1000,1,800,2,,,
5,10,1010,2,20,4,1121,1,3,1,1200,1,800,2,,,
5,10,1010,2,20,2,1020,1,3,1,1200,1,800,2,,,
5,10,1012,2,936,5,1020,1,1,1,1000,2,,2,,,
5,10,1012,2,936,4,1121,1,1,1,1000,2,,2,,,
5,10,1012,2,936,2,1020,1,1,1,1000,2,,2,,,
5,10,1012,2,936,1,1121,1,1,1,1000,2,,2,,,
5,10,1012,2,936,7,,2,,,,,,,,,
5,10,1012,2,936,6,1080,1,1,1,1080,2,,2,,,
5,10,1012,2,936,3,1080,1,1,1,1000,2,,2,,,
5,10,1014,2,80,7,,2,,2,,2,,2,,,
5,10,1014,2,80,8,,1,2,1,1300,1,1300,2,,,
5,10,1014,2,80,5,1020,1,3,1,1300,1,1300,2,,,
5,10,1014,2,80,1,1120,1,3,1,1300,2,,2,,,
5,10,1014,2,80,3,1080,1,3,1,1300,2,,2,,,
5,10,1014,2,80,6,1080,1,3,1,1300,1,1300,2,,,
5,10,1014,2,80,4,1120,1,3,1,1300,1,1300,2,,,
5,10,1014,2,80,2,1020,1,3,1,1300,2,,2,,,
5,10,1018,2,898,2,1080,1,3,1,1000,1,800,1,600,2,
5,10,1018,2,898,3,2170,2,,2,,2,,2,,,
5,10,1018,2,898,1,1020,1,3,1,1000,1,800,1,600,2,
5,10,1020,1,38,2,1020,1,3,1,2000,1,1500,2,,,
5,10,1020,1,38,4,1080,1,3,1,2000,1,1500,2,,,
5,10,1020,1,38,1,1020,1,3,1,2000,1,1500,2,,,
5,10,1020,1,38,3,1080,1,3,1,2000,1,1500,2,,,
5,10,1020,1,38,5,2120,1,3,1,2000,1,1500,2,,,
5,10,1021,2,120,3,1080,1,1,1,800,2,,1,700,2,
5,10,1021,2,120,6,1080,1,1,1,800,1,700,,,2,
5,10,1021,2,120,7,,2,,,,,,,,2,
5,10,1021,2,120,8,,1,1,1,800,2,,2,,,
5,10,1021,2,120,1,1121,1,1,1,800,2,,1,700,2,
5,10,1021,2,120,5,1020,1,1,1,800,1,700,2,,,
5,10,1021,2,120,2,1020,1,1,1,800,2,,1,700,2,
5,10,1021,2,120,4,1121,1,1,1,800,1,700,2,,,
5,12,1204,2,736,2,1080,1,1,1,700,1,500,1,300,2,
5,12,1204,2,736,1,1020,1,1,1,700,1,500,1,300,2,
5,12,1204,2,736,3,1120,1,1,1,700,1,500,1,300,2,
5,12,1208,2,526,2,1020,1,1,1,700,2,,1,400,2,
5,12,1208,2,526,1,1120,1,1,1,700,2,,1,400,2,
5,12,1208,2,526,8,,1,1,1,700,2,,1,400,2,
5,12,1208,2,526,4,1120,1,1,1,700,2,,1,400,2,
5,12,1208,2,526,6,1080,1,1,1,700,2,,1,400,2,
5,12,1208,2,526,3,1080,1,1,1,700,2,,1,400,2,
5,12,1208,2,526,5,1020,1,1,1,700,2,,1,400,2,
5,12,1210,2,462,1,1120,1,1,1,700,1,500,1,500,2,
5,12,1210,2,462,2,1020,1,1,1,700,1,500,1,500,2,
5,12,1211,1,2856,4,1020,1,3,1,1000,1,800,1,500,2,
5,12,1211,1,2856,8,1020,1,3,1,1000,1,800,1,500,2,
5,12,1211,1,2856,2,1120,1,3,1,1000,2,,1,500,2,
5,12,1211,1,2856,1,1020,1,3,1,1000,2,,1,500,2,
5,12,1211,1,2856,5,1120,1,3,1,1000,2,,1,500,2,
5,12,1214,2,452,4,1120,1,3,1,1000,1,700,2,,,
5,12,1214,2,452,5,1020,1,3,1,1000,1,700,2,,,
5,12,1214,2,452,1,1120,1,3,1,1000,1,1000,2,,,
5,12,1214,2,452,2,1020,1,3,1,1000,1,1000,2,,,
5,12,1216,2,618,2,1020,1,2,1,1000,1,700,1,500,2,
5,12,1216,2,618,4,2140,1,2,1,1000,1,700,1,500,2,
5,12,1216,2,618,3,1080,1,2,1,1000,1,700,1,500,2,
5,12,1216,2,618,1,1120,1,2,1,1000,1,700,1,500,2,
5,32,3201,2,2034,3,1120,1,3,1,2000,1,1000,1,1000,2,
5,32,3201,2,2034,7,,1,3,1,2000,1,1000,1,800,2,
5,32,3201,2,2034,5,1080,1,3,1,2000,1,1000,1,800,2,
5,32,3201,2,2034,2,1080,1,3,1,2000,1,1000,1,1000,2,
5,32,3201,2,2034,4,1020,1,3,1,2000,1,1000,1,800,2,
5,32,3201,2,2034,6,1120,1,3,1,2000,1,1000,1,800,2,
5,32,3201,2,2034,8,,1,3,1,2000,1,1000,1,800,2,
5,32,3201,2,2034,1,1020,1,3,1,2000,1,1000,1,1000,2,
5,32,3202,2,84,1,1020,1,3,1,2500,2,,2,,,
5,32,3202,2,84,4,1020,1,3,1,2000,1,2000,1,1500,,
5,32,3202,2,84,6,1120,1,3,1,2000,1,2000,1,1500,,
5,32,3202,2,84,2,1080,1,3,1,2500,2,,2,,,
5,32,3202,2,84,5,1080,1,3,1,2000,1,2000,1,1500,,
5,32,3202,2,84,3,1120,1,3,1,2500,2,,2,,,
5,32,3203,2,2644,7,,2,,2,,,,,,,
5,32,3203,2,2644,1,1020,1,3,1,700,2,,2,,,
5,32,3203,2,2644,3,1080,1,3,1,700,2,,2,,,
5,32,3203,2,2644,2,1120,1,3,1,700,2,,2,,,
5,32,3203,2,2644,8,,1,,2,,1,600,1,500,2,
5,32,3203,2,2644,4,1020,1,3,1,700,1,600,1,500,2,
5,32,3203,2,2644,5,1120,1,3,1,700,1,600,1,500,2,
5,32,3203,2,2644,6,1080,1,3,1,700,1,600,1,500,2,
5,32,3204,1,346,1,1020,1,3,1,1500,1,1200,1,1000,2,
5,32,3204,1,346,2,1080,1,3,1,1500,1,1200,2,,,
5,32,3204,1,346,8,,1,3,1,1500,1,1000,1,1000,2,
5,32,3204,1,346,6,1120,1,3,1,1500,1,1000,1,1000,2,
5,32,3204,1,346,5,1080,1,3,1,1500,1,1000,1,1000,2,
5,32,3204,1,346,3,1120,1,3,1,1500,1,1200,1,1000,2,
5,32,3204,1,346,4,1020,1,3,1,1500,1,1000,1,1000,2,
5,32,3204,1,346,7,,1,3,1,1500,1,1000,1,1000,2,
5,32,3206,2,276,4,1020,1,3,1,800,1,600,1,600,2,
5,32,3206,2,276,7,,2,,,,,,,,,
5,32,3206,2,276,6,1080,1,3,1,800,1,600,1,600,2,
5,32,3206,2,276,2,1120,1,3,1,1500,1,1200,2,,,
5,32,3206,2,276,8,,1,3,1,500,1,600,1,600,2,
5,32,3206,2,276,3,1080,1,3,1,1200,1,1000,1,1000,2,
5,32,3206,2,276,5,1120,1,3,1,800,1,600,1,600,2,
5,32,3206,2,276,1,1020,1,3,1,1200,1,1200,2,,,
5,32,3207,2,1464,7,,2,,2,,,,,,,
5,32,3207,2,1464,1,1020,1,3,1,2500,2,,2,,,
5,32,3207,2,1464,4,1020,1,3,1,2500,1,2000,2,,,
5,32,3207,2,1464,8,,1,3,1,2000,1,2000,2,,,
5,32,3207,2,1464,3,,2,,,,,,,,,
5,32,3207,2,1464,2,1080,1,3,1,2500,2,,2,,,
5,32,3207,2,1464,6,,2,,2,,,,,,,
5,32,3207,2,1464,5,1080,1,3,1,2500,1,2000,2,,,
5,32,3208,2,2244,1,1020,1,3,1,1500,2,,2,,,
5,32,3208,2,2244,8,,1,3,1,1500,1,1000,1,1000,2,
5,32,3208,2,2244,6,1120,1,3,1,1500,1,1000,1,1000,2,
5,32,3208,2,2244,2,1080,1,3,1,1500,2,,1,1000,2,
5,32,3208,2,2244,5,1080,1,3,1,1500,1,1000,1,1000,2,
5,32,3208,2,2244,7,,1,3,1,1500,1,1000,1,1000,2,
5,32,3208,2,2244,3,1120,1,3,1,1500,2,,1,1000,2,
5,32,3208,2,2244,4,1020,1,3,1,1500,1,1000,1,1000,2,
5,32,3209,1,1208,1,1020,1,3,1,1000,2,,2,,,
5,32,3210,2,1692,2,1120,1,3,1,1000,2,,2,,,
5,32,3210,2,1692,5,,1,3,1,1000,1,1000,2,,,
5,32,3210,2,1692,4,,1,3,1,1000,1,1000,2,,,
5,32,3210,2,1692,3,1080,1,3,1,1000,2,,2,,,
5,32,3210,2,1692,6,,1,,2,,,,,,,
5,32,3210,2,1692,1,1020,1,3,1,1000,2,,2,,,
5,32,3212,2,314,3,2193,1,3,1,1500,2,,2,,,
5,32,3212,2,314,5,1120,1,,2,,1,1500,2,,,
5,32,3212,2,314,2,1120,1,3,1,1500,2,,2,,,
5,32,3212,2,314,6,2193,1,,2,,1,900,2,,,
5,32,3212,2,314,1,1020,1,3,1,1500,2,,2,,,
5,32,3212,2,314,4,1020,1,,2,,1,900,2,,,
5,32,3212,2,314,8,,1,,2,,1,1500,2,,,
5,32,3212,2,314,7,,2,,2,,,,,,,
5,32,3213,2,128,4,1020,1,2,1,1500,1,1500,2,,1,20000
5,32,3213,2,128,2,1120,1,2,1,1500,2,,2,,1,20000
5,32,3213,2,128,7,,2,,2,,2,,,,,
5,32,3213,2,128,3,2170,1,2,1,1500,2,,2,,1,20000
5,32,3213,2,128,8,,1,2,1,1500,1,1500,2,,,
5,32,3213,2,128,6,2170,1,2,1,1500,1,1500,2,,1,20000
5,32,3213,2,128,1,1020,1,2,1,1500,2,,2,,1,10000
5,32,3213,2,128,5,1120,1,2,1,1500,1,1500,2,,1,20000
5,32,3215,1,2978,3,2080,1,2,1,1000,1,1000,2,,,
5,32,3215,1,2978,1,2120,1,2,1,1000,1,1000,2,,,
5,32,3215,1,2978,5,,2,,2,,2,,2,,,
5,32,3215,1,2978,4,,2,,2,,2,,2,,,
5,32,3215,1,2978,7,,2,,2,,2,,2,,,
5,32,3215,1,2978,6,,2,,2,,2,,2,,,
5,32,3215,1,2978,2,2190,1,2,1,1000,1,1000,2,,,
5,32,3215,1,2978,8,,1,2,1,1000,1,,2,,,
5,32,3216,2,1184,5,1080,1,3,1,2000,1,2000,1,2000,2,
5,32,3216,2,1184,7,,1,3,1,2000,1,2000,1,2000,2,
5,32,3216,2,1184,6,1120,1,3,1,2000,1,2000,1,2000,2,
5,32,3216,2,1184,1,1020,1,3,1,2000,2,,1,2000,2,
5,32,3216,2,1184,3,1120,1,3,1,2000,2,,1,2000,2,
5,32,3216,2,1184,8,,1,3,1,2000,1,2000,1,2000,2,
5,32,3216,2,1184,2,1080,1,3,1,2000,2,,1,2000,2,
5,32,3216,2,1184,4,1020,1,3,1,2000,1,2000,1,2000,2,
5,32,3221,2,132,3,1121,1,3,1,1500,1,1500,1,1000,2,
5,32,3221,2,132,4,1020,1,3,1,1500,1,1500,1,1000,2,
5,32,3221,2,132,8,,1,3,1,1500,1,1500,1,1000,2,
5,32,3221,2,132,7,,2,,2,,2,,2,,,
5,32,3221,2,132,1,1020,1,3,1,1500,1,1500,1,1000,2,
5,32,3221,2,132,6,1121,1,3,1,1500,1,1500,1,1000,2,
5,32,3221,2,132,5,1080,2,,2,,2,,2,,,
5,32,3221,2,132,2,1080,1,3,1,1500,1,1500,1,1000,2,
5,32,3222,1,2780,3,,,,,,,,,,,
5,32,3222,1,2780,1,,,,,,,,,,,
5,32,3222,1,2780,2,,,,,,,,,,,
5,32,3223,2,390,4,1120,1,3,1,700,1,700,1,500,,
5,32,3223,2,390,3,2120,1,2,1,700,2,,2,,,
5,32,3223,2,390,2,1020,1,3,1,8010,2,,2,,,
5,32,3223,2,390,5,1020,1,3,1,800,1,800,1,500,2,
5,32,3223,2,390,6,2120,1,3,1,700,1,700,1,500,2,
5,32,3223,2,390,8,,1,2,1,700,1,700,1,500,2,
5,32,3223,2,390,7,,2,,2,,2,,2,,,
5,32,3223,2,390,1,1120,1,3,1,700,2,,2,,,
5,32,3223,2,578,2,2140,1,3,1,1000,2,,1,600,1,
5,32,3223,2,578,5,2140,1,,2,,1,600,1,400,1,
5,32,3223,2,578,1,1121,1,3,1,1000,2,,1,600,1,
5,32,3223,2,578,7,,1,3,1,600,1,500,2,,,
5,32,3223,2,578,8,,1,3,1,700,1,600,1,450,2,
5,32,3223,2,578,6,1020,1,3,1,700,1,600,1,400,2,
5,32,3223,2,578,3,1020,1,3,1,1000,2,,1,600,1,
5,32,3223,2,578,4,1121,1,3,1,1000,1,800,1,600,1,
6,13,1301,1,1206,7,,2,,2,,2,,2,,,
6,13,1301,1,1206,1,1120,1,3,1,1500,2,,2,,,
6,13,1301,1,1206,4,1120,1,3,1,1000,2,,2,,,
6,13,1301,1,1206,3,1080,1,3,1,1500,2,,2,,,
6,13,1301,1,1206,8,,1,3,1,1500,2,,2,,,
6,13,1301,1,1206,5,1020,1,3,1,1000,2,,2,,,
6,13,1301,1,1206,6,1080,1,3,1,1000,2,,2,,,
6,13,1301,1,1206,2,1020,1,3,1,1500,2,,2,,,
6,13,1303,1,626,5,1020,1,2,,,2,,2,,,
6,13,1303,1,626,4,1040,1,2,,,2,,2,,,
6,13,1303,1,626,6,1040,1,2,,,2,,2,,,
6,13,1303,1,626,3,1040,1,1,1,1000,2,,1,600,1,4000
6,13,1303,1,626,8,,1,1,1,1000,2,,1,500,1,4000
6,13,1303,1,626,7,,1,2,,,2,,2,,,
6,13,1303,1,626,2,1020,1,1,1,1000,2,,1,600,1,4000
6,13,1303,1,626,1,1040,1,1,1,1000,2,,1,600,1,4000
6,13,1305,1,1232,2,1080,1,3,1,1000,2,,1,500,1,4000
6,13,1305,1,1232,6,1120,1,3,1,500,2,,2,,,
6,13,1305,1,1232,3,1120,1,3,1,1000,2,,1,500,1,4000
6,13,1305,1,1232,8,,1,3,1,1000,2,,1,500,1,4000
6,13,1305,1,1232,1,1020,1,3,1,1000,2,,1,500,1,4000
6,13,1305,1,1232,7,,2,,2,,2,,2,,,
6,13,1305,1,1232,5,1080,2,,2,,2,,2,,,
6,13,1305,1,1232,4,1020,2,,2,,2,,2,,,
6,13,1307,1,268,4,3040,1,3,1,700,1,500,2,,,
6,13,1307,1,268,5,3180,1,3,1,700,1,500,2,,,
6,13,1307,1,268,6,3170,1,3,1,700,1,500,2,,,
6,13,1307,1,268,2,3180,1,3,1,700,2,,2,,,
6,13,1307,1,268,8,,1,3,1,700,2,,2,,,
6,13,1307,1,268,1,3040,1,3,1,700,2,,2,,,
6,13,1307,1,268,3,3170,1,2,1,700,2,,2,,,
6,13,1307,1,268,7,,1,3,1,700,1,500,2,,,
6,13,1309,2,674,8,,1,3,1,1000,2,,1,500,1,2000
6,13,1309,2,674,1,3040,1,3,1,2000,2,,1,1000,1,4000
6,13,1309,2,674,4,3040,1,3,1,800,2,,1,500,1,2000
6,13,1309,2,674,3,2030,1,3,1,2000,2,,1,1000,1,4000
6,13,1309,2,674,2,3110,1,3,1,2000,2,,1,1000,1,4000
6,13,1309,2,674,5,3110,1,3,1,800,2,,1,500,1,2000
6,13,1309,2,674,6,2030,1,3,1,800,2,,1,500,1,2000
6,13,1309,2,674,7,,2,,2,,2,,2,,,
6,13,1310,1,1300,5,1080,1,3,1,1500,1,700,1,700,1,4500
6,13,1310,1,1300,4,1120,1,3,1,1500,1,700,1,700,1,4500
6,13,1310,1,1300,3,1020,1,3,1,2500,2,,1,800,1,7500
6,13,1310,1,1300,6,1020,1,3,1,1500,1,700,1,700,1,4500
6,13,1310,1,1300,1,1120,1,3,1,2500,2,,1,800,1,7500
6,13,1310,1,1300,2,1080,1,3,1,2500,2,,1,800,1,7500
6,13,1314,1,6,1,1120,1,,2,,2,,1,1000,1,3000
6,13,1314,1,6,5,1080,1,,2,,1,500,1,500,1,1500
6,13,1314,1,6,2,1080,1,,2,,2,,1,1000,1,3000
6,13,1314,1,6,3,1020,1,,2,,2,,1,1000,1,3000
6,13,1314,1,6,8,,1,,2,,2,,1,600,1,1800
6,13,1314,1,6,4,1120,2,,2,,2,,2,,,
6,13,1314,1,6,7,,1,,2,,2,,2,,,
6,13,1314,1,6,6,1020,1,,2,,1,500,1,500,1,1500
6,24,2407,2,396,5,2170,1,2,1,800,2,,2,,2,
6,24,2407,2,396,6,2140,1,2,1,800,1,800,2,,2,
6,24,2407,2,396,1,1020,1,2,1,700,2,,2,,2,
6,24,2407,2,396,4,1020,1,2,1,800,1,800,2,,2,
6,24,2407,2,396,2,2170,1,2,1,700,2,,2,,2,
6,24,2407,2,396,3,2140,1,2,1,700,2,,2,,2,
6,24,2417,1,112,2,,,,,,,,,,,
6,27,2712,2,110,5,1080,1,3,1,800,2,,1,500,1,5000
6,27,2712,2,110,1,1020,1,3,1,1200,2,,1,800,1,20000
6,27,2712,2,110,8,,1,,2,,2,,1,400,1,3000
6,27,2712,2,110,7,,1,,2,,2,,1,400,1,2000
6,27,2712,2,110,3,2140,1,3,1,1200,2,,1,800,2,
6,27,2712,2,110,2,1080,1,3,1,1200,2,,1,800,1,20000
6,27,2712,2,110,6,,1,,2,,2,,1,500,2,
6,27,2712,2,110,4,1020,1,2,1,800,2,,1,500,1,5000
6,27,2715,2,752,6,2140,1,3,1,500,2,,1,500,1,200
6,27,2715,2,752,1,1020,1,2,1,1000,2,,1,1000,1,25000
6,27,2715,2,752,3,2140,1,2,1,1000,2,,1,1000,1,10000
6,27,2715,2,752,8,,1,3,1,500,2,,1,500,2,
6,27,2715,2,752,4,1020,1,2,1,500,2,,1,500,1,4000
6,27,2715,2,752,5,1080,1,3,1,500,2,,1,500,1,4000
6,27,2715,2,752,2,1080,1,2,1,1000,2,,1,1000,1,20000
6,27,2715,2,752,7,,1,,2,,2,,1,400,2,
6,27,2719,2,100,2,1020,1,3,1,1500,2,,1,800,1,20000
6,27,2719,2,100,6,2140,1,3,1,800,1,500,1,500,1,5000
6,27,2719,2,100,1,3040,1,3,1,1500,2,,1,800,1,25000
6,27,2719,2,100,7,,1,3,1,800,1,500,1,500,1,2000
6,27,2719,2,100,5,1080,1,3,1,1000,2,,1,600,1,5000
6,27,2719,2,100,4,1020,1,3,1,1000,2,,1,600,1,5000
6,27,2719,2,100,8,,1,3,1,800,1,500,1,500,1,2000
6,27,2719,2,100,3,1080,1,3,1,1500,2,,1,800,1,20000
6,28,2802,2,566,2,1020,1,1,1,600,2,,2,,2,
6,28,2802,2,566,6,3180,2,,2,,2,,2,,2,
6,28,2802,2,566,3,1040,1,1,1,600,2,,2,,2,
6,28,2802,2,566,7,,2,,2,,2,,2,,2,
6,28,2802,2,566,8,,,,,,,,,,,
6,28,2802,2,566,5,3110,2,,2,,2,,2,,2,
6,28,2802,2,566,4,2170,2,,2,,2,,2,,2,
6,28,2802,2,566,1,1120,1,1,1,700,2,,2,,2,
6,28,2804,1,340,5,3110,1,1,1,700,1,500,2,,,
6,28,2804,1,340,2,1020,1,1,1,700,1,500,2,,,
6,28,2804,1,340,7,,2,,2,,2,,2,,,
6,28,2804,1,340,1,1120,1,1,1,700,1,500,2,,,
6,28,2804,1,340,6,3040,1,1,1,700,1,500,2,,,
6,28,2804,1,340,8,,1,1,1,700,1,500,1,400,1,
6,28,2804,1,340,4,1010,1,1,1,700,1,500,1,400,1,
6,28,2804,1,340,3,1080,1,1,1,700,1,500,2,,,
6,28,2806,1,164,1,1120,2,,2,,2,,2,,,
6,28,2806,1,164,6,3170,2,,2,,2,,2,,,
6,28,2806,1,164,2,1020,2,,2,,2,,2,,,
6,28,2806,1,164,8,,2,,2,,2,,2,,,
6,28,2806,1,164,4,1080,2,,2,,2,,2,,,
6,28,2806,1,164,3,3040,2,,2,,2,,2,,,
6,28,2806,1,164,5,2170,2,,2,,2,,2,,,
6,28,2806,1,164,7,,2,,2,,2,,2,,,
6,28,2806,1,802,6,3180,2,,2,,2,,2,,,
6,28,2806,1,802,5,3110,2,,2,,2,,2,,,
6,28,2806,1,802,4,1020,1,1,1,1000,2,,2,,,
6,28,2806,1,802,2,3040,1,2,1,1000,2,,2,,,
6,28,2806,1,802,8,,1,1,1,1000,2,,1,400,2,
6,28,2806,1,802,7,,2,,2,,2,,2,,,
6,28,2806,1,802,3,1080,1,2,1,1000,2,,2,,,
6,28,2806,1,802,1,1120,1,2,1,1000,2,,2,,,
6,28,2807,2,1266,6,3170,2,,2,,2,,2,,,
6,28,2807,2,1266,4,1020,2,,2,,2,,2,,,
6,28,2807,2,1266,1,3070,1,1,1,1000,2,,2,,,
6,28,2807,2,1266,2,1120,2,,2,,2,,2,,,
6,28,2807,2,1266,7,,2,,2,,2,,2,,,
6,28,2807,2,1266,3,1080,2,,2,,2,,2,,,
6,28,2807,2,1266,8,,2,,2,,2,,2,,,
6,28,2807,2,1266,5,3040,2,,2,,2,,2,,,
6,28,2810,2,2394,2,3040,2,,2,,2,,2,,,
6,28,2810,2,2394,5,1010,2,,2,,2,,2,,,
6,28,2810,2,2394,8,,2,,2,,2,,2,,,
6,28,2810,2,2394,1,1080,2,,2,,2,,2,,,
6,28,2810,2,2394,7,,2,,2,,2,,2,,,
6,28,2810,2,2394,3,1120,2,,2,,2,,2,,,
6,28,2810,2,2394,4,2170,2,,2,,2,,2,,,
6,28,2810,2,2394,6,1110,2,,2,,2,,2,,,
6,28,2810,1,3722,8,,2,,2,,2,,2,,,
6,28,2810,1,3722,7,,2,,2,,2,,2,,,
6,28,2810,1,3722,5,1010,2,,2,,2,,2,,,
6,28,2810,1,3722,6,1110,2,,2,,2,,2,,,
6,28,2810,1,3722,4,1040,2,,2,,2,,2,,,
6,28,2810,1,3722,3,1080,2,,2,,2,,2,,,
6,28,2810,1,3722,2,1020,2,,2,,2,,2,,,
6,28,2810,1,3722,1,1120,2,,2,,2,,2,,,
6,28,2811,2,588,1,1020,1,1,1,600,2,,1,500,1,
6,28,2811,2,588,7,3180,1,1,1,600,2,,2,,,
6,28,2811,2,588,2,1080,1,1,1,600,2,,1,500,1,
6,28,2811,2,588,3,1040,1,1,1,600,2,,1,500,1,
6,28,2811,2,588,5,2170,1,1,1,600,2,,2,,,
6,28,2811,2,588,4,3040,1,1,1,600,2,,2,,,
6,28,2811,2,588,6,1090,1,1,1,600,2,,2,,,
6,28,2813,2,612,5,2270,1,2,1,600,2,,2,,,
6,28,2813,2,612,6,2170,1,2,1,600,2,,2,,,
6,28,2813,2,612,3,3180,1,2,1,600,2,,2,,,
6,28,2813,2,612,8,,2,,2,,2,,2,,,
6,28,2813,2,612,1,3040,1,2,1,600,2,,2,,,
6,28,2813,2,612,7,,2,,2,,2,,2,,,
6,28,2813,2,612,2,3110,1,2,1,1000,2,,2,,,
6,28,2813,2,612,4,3170,1,1,1,600,2,,2,,,
6,28,2814,1,1876,2,1020,1,1,1,1000,1,1000,1,1000,2,
6,28,2814,1,1876,3,2170,1,2,1,1000,1,1000,1,1000,2,
6,28,2814,1,1876,6,3040,1,2,1,1000,1,1000,1,1000,2,
6,28,2814,1,1876,4,3110,1,2,1,1000,1,1000,1,1000,2,
6,28,2814,1,1876,1,3180,1,1,1,1000,1,1000,1,1000,2,
6,28,2814,1,1876,7,,1,2,1,1000,1,1000,1,1000,2,
6,28,2814,1,1876,8,,1,2,1,1000,1,1000,1,1000,2,
6,28,2814,1,1876,5,1120,1,2,1,1000,1,1000,1,1000,2,
6,28,2815,2,1164,5,3040,1,1,1,500,1,400,2,,2,
6,28,2815,2,1164,8,,1,1,1,500,2,,2,,1,
6,28,2815,2,1164,3,1020,1,1,1,500,2,,2,,1,4000
6,28,2815,2,1164,1,1040,1,1,1,500,2,,2,,1,3500
6,28,2815,2,1164,7,,2,,2,,2,,2,,2,
6,28,2815,2,1164,2,1120,1,1,1,500,2,,2,,1,6000
6,28,2815,2,1164,6,3110,1,1,1,500,2,,2,,,
6,28,2815,2,1164,4,1080,1,1,1,500,2,,1,,1,
6,28,2816,1,2302,3,2170,1,1,1,1000,2,,2,,2,
6,28,2816,1,2302,5,1020,1,1,1,1000,2,,2,,2,
6,28,2816,1,2302,7,,2,,2,,2,,2,,2,
6,28,2816,1,2302,4,3170,1,1,1,1000,2,,2,,2,
6,28,2816,1,2302,2,3110,1,1,1,1000,1,600,1,500,2,
6,28,2816,1,2302,6,3180,1,1,1,1000,2,,2,,2,
6,28,2816,1,2302,8,,1,1,1,1000,1,600,2,,2,
6,28,2816,1,2302,1,3040,1,1,1,1000,1,600,1,400,2,
6,28,2816,2,3944,7,,2,,2,,2,,2,,2,
6,28,2816,2,3944,8,,1,2,1,1000,2,,2,,1,4000
6,28,2816,2,3944,4,1080,1,2,1,1000,2,,2,,1,1000
6,28,2816,2,3944,3,1020,1,2,1,1000,2,,2,,1,5000
6,28,2816,2,3944,5,3180,1,2,1,1000,2,,2,,1,5000
6,28,2816,2,3944,1,3040,1,2,1,1000,2,,2,,1,5000
6,28,2816,2,3944,6,2170,1,2,1,1000,2,,2,,1,3000
6,28,2816,2,3944,2,3110,1,2,1,1000,2,,2,,1,5000
6,29,2902,1,1028,2,1080,1,1,1,800,1,500,1,300,1,10000
6,29,2902,1,1028,4,1020,1,1,1,800,1,500,1,300,1,2500
6,29,2902,1,1028,7,,1,,1,300,1,300,1,300,1,1500
6,29,2902,1,1028,3,1120,1,1,1,800,1,500,1,300,1,10000
6,29,2902,1,1028,8,,2,,2,,2,,2,,,
6,29,2902,1,1028,6,1120,1,1,1,800,1,500,1,300,1,5000
6,29,2902,1,1028,1,1020,1,1,1,800,1,500,1,300,1,10000
6,29,2902,1,1028,5,1080,1,,1,800,1,500,1,300,1,2000
6,29,2905,1,1096,4,1080,1,3,1,500,2,,1,200,1,4000
6,29,2905,1,1096,2,1020,1,3,1,400,2,,1,150,1,7500
6,29,2905,1,1096,3,1120,1,3,1,400,2,,1,150,1,3000
6,29,2905,1,1096,1,1080,1,3,1,500,2,,1,150,1,7500
6,29,2905,1,1096,5,1020,1,3,1,500,2,,1,200,1,4000
6,29,2909,2,220,1,1080,1,3,1,1000,1,800,1,500,1,5000
6,29,2909,2,220,2,1020,1,3,1,1000,1,800,1,500,1,5000
6,29,2909,2,220,6,1120,1,3,1,1000,1,800,1,500,1,2000
6,29,2909,2,220,5,1020,1,3,1,1000,1,800,1,500,1,2000
6,29,2909,2,220,7,,1,3,1,1000,1,800,1,500,1,1000
6,29,2909,2,220,4,1080,1,3,1,1000,1,800,1,500,1,2000
6,29,2909,2,220,3,1120,1,3,1,1000,1,800,1,500,1,5000
6,29,2910,1,350,7,,1,3,1,750,1,1000,1,1,1,15000
6,29,2910,1,350,8,,1,3,1,1500,2,,1,1,1,11250
6,29,2910,1,350,3,1020,1,3,1,1500,2,,1,1,1,22500
6,29,2910,1,350,2,3110,1,3,1,1500,2,,1,1,1,22500
6,29,2910,1,350,1,3040,1,3,1,1500,2,,1,1,1,22500
6,29,2910,1,350,5,3110,1,3,1,1200,2,,1,1,1,22500
6,29,2910,1,350,4,3040,1,3,1,2500,2,,1,1,1,22500
6,29,2910,1,350,6,1020,1,3,1,1200,2,,1,1,1,11250
6,29,2911,1,746,8,,1,2,1,1500,2,,2,,1,5000
6,29,2911,1,746,6,,,,,,,,,,,
6,29,2911,1,746,7,,,,,,,,,,,
6,29,2911,1,746,1,2170,1,2,1,1000,2,,2,,1,12000
6,29,2911,1,746,5,,,,,,,,,,,
6,29,2911,1,746,4,2170,1,2,1,2000,2,,2,,1,8000
6,29,2911,1,746,2,,,,,,,,,,,
6,29,2911,1,746,3,,,,,,,,,,,
6,29,2911,2,1870,8,,1,3,1,800,2,,2,,1,3000
6,29,2911,2,1870,5,3110,2,,,,,,,,,
6,29,2911,2,1870,6,3170,2,,,,,,,,,
