"zone","state","lga","sector","ea","cluster_id","serial_id","c1q2","c1q3","c1q4a","c1q4b","c1q4_os","c1q5","c1q6"
3,17,1722,2,96,"1722-96",2,2,35,2,,,35,51
3,17,1722,2,96,"1722-96",3,1,65,9,,,65,51
3,17,1722,2,96,"1722-96",4,1,40,12,,,40,51
3,17,1722,2,96,"1722-96",5,1,30,8,,,30,51
3,17,1723,1,668,"1723-668",1,1,45,1,,,45,51
3,17,1723,1,668,"1723-668",2,1,62,3,,,40,51
3,17,1723,1,668,"1723-668",3,1,70,9,,,70,51
3,17,1723,1,668,"1723-668",4,2,35,8,,,35,34
3,17,1723,1,668,"1723-668",5,1,40,7,,,7,35
3,17,1723,1,668,"1723-668",6,1,25,12,,,25,422
3,17,1725,2,200,"1725-200",1,1,56,1,,,56,51
3,17,1725,2,200,"1725-200",2,1,30,9,,,30,51
3,17,1725,2,200,"1725-200",3,1,40,8,,,40,51
3,17,1725,2,200,"1725-200",4,1,65,3,,,65,51
3,17,1725,2,200,"1725-200",5,2,35,2,,,35,51
3,17,1725,2,200,"1725-200",6,1,20,12,,,20,51
3,18,1802,2,1040,"1802-1040",1,1,55,1,,,55,16
3,18,1802,2,1040,"1802-1040",2,1,32,3,,,32,16
3,18,1802,2,1040,"1802-1040",3,1,35,12,,,35,26
3,18,1802,2,1040,"1802-1040",4,1,56,3,,,36,0
3,18,1802,2,1040,"1802-1040",5,2,37,2,,,11,16
3,18,1802,2,1040,"1802-1040",6,2,52,2,,,26,0
3,18,1802,2,1040,"1802-1040",7,2,43,8,,,43,16
3,18,1802,2,1554,"1802-1554",1,1,70,1,,,70,0
3,18,1802,2,1554,"1802-1554",2,1,30,3,10,,15,26
3,18,1802,2,1554,"1802-1554",3,1,45,9,,,2,26
3,18,1802,2,1554,"1802-1554",4,1,27,5,,,27,26
3,18,1802,2,1554,"1802-1554",5,1,29,5,12,,29,31
3,18,1802,2,1554,"1802-1554",6,2,28,8,,,11,23
3,18,1802,2,1554,"1802-1554",7,2,40,8,,,18,16
3,18,1802,1,3204,"1802-3204",1,1,70,1,,,70,16
3,18,1802,1,3204,"1802-3204",2,1,71,3,,,30,34
3,18,1802,1,3204,"1802-3204",3,1,68,3,,,28,412
3,18,1802,1,3204,"1802-3204",4,1,57,11,,"SECURITY PERSONNEL",29,26
3,18,1802,1,3204,"1802-3204",5,1,58,11,,"POLITICIAN",25,422
3,18,1802,1,3204,"1802-3204",6,1,54,12,,,32,422
3,18,1803,2,840,"1803-840",1,1,70,1,,,40,51
3,18,1803,2,840,"1803-840",2,1,61,3,,,35,22
3,18,1803,2,840,"1803-840",3,1,56,9,,,46,51
3,18,1803,2,840,"1803-840",4,2,35,8,,,20,13
3,18,1803,2,840,"1803-840",5,1,59,5,,,38,34
3,18,1804,1,2690,"1804-2690",1,1,78,1,,,50,51
3,18,1804,1,2690,"1804-2690",2,1,63,9,,,35,51
3,18,1804,1,2690,"1804-2690",3,1,42,7,12,,42,41
3,18,1804,1,2690,"1804-2690",4,1,65,3,,,38,16
3,18,1804,1,2690,"1804-2690",5,2,33,8,,,33,16
3,18,1804,1,2690,"1804-2690",6,2,53,2,,,38,51
3,18,1804,1,2690,"1804-2690",7,1,65,3,,,40,23
3,18,1805,2,674,"1805-674",1,1,52,1,,,52,0
3,18,1805,2,674,"1805-674",2,1,81,3,,,81,0
3,18,1805,2,674,"1805-674",3,2,40,8,,,25,0
3,18,1805,2,674,"1805-674",4,1,75,9,,,75,0
3,18,1805,2,674,"1805-674",5,1,35,12,,,35,0
3,18,1805,2,792,"1805-792",1,1,52,1,,,52,0
3,18,1805,2,792,"1805-792",2,1,65,3,,,65,0
3,18,1805,2,792,"1805-792",3,1,54,9,,,54,23
3,18,1805,2,792,"1805-792",4,2,32,8,,,10,16
3,18,1805,2,792,"1805-792",5,1,21,12,,,21,26
3,18,1807,2,1754,"1807-1754",1,1,54,1,,,54,26
3,18,1807,2,1754,"1807-1754",2,1,45,3,6,,45,26
3,18,1807,2,1754,"1807-1754",3,1,50,6,9,,50,51
3,18,1807,2,1754,"1807-1754",4,1,35,6,12,,35,16
3,18,1807,2,1754,"1807-1754",5,2,35,2,6,,15,0
3,18,1807,2,1754,"1807-1754",6,2,36,8,,,36,16
3,18,1807,2,1754,"1807-1754",7,1,30,5,,,30,31
3,18,1809,1,1098,"1809-1098",1,1,59,1,,,59,26
3,18,1809,1,1098,"1809-1098",2,1,64,3,,,30,23
3,18,1809,1,1098,"1809-1098",3,1,46,9,,,12,34
3,18,1809,1,1098,"1809-1098",4,1,48,9,,,48,51
3,18,1809,1,1098,"1809-1098",5,2,42,8,,,21,23
3,18,1809,1,1756,"1809-1756",1,1,55,1,,,55,26
3,18,1809,1,1756,"1809-1756",2,1,58,3,,,58,26
3,18,1809,1,1756,"1809-1756",3,1,65,9,,,65,26
3,18,1809,1,1756,"1809-1756",4,1,55,6,,,55,26
3,18,1809,1,1756,"1809-1756",5,1,45,10,,,37,26
3,18,1809,1,1756,"1809-1756",6,1,55,5,,,55,26
3,18,1809,1,1756,"1809-1756",7,2,65,8,,,65,16
3,18,1810,1,540,"1810-540",1,1,56,1,,,42,411
3,18,1810,1,540,"1810-540",2,1,59,3,,,20,422
3,18,1810,1,540,"1810-540",3,1,80,3,,,49,16
3,18,1810,1,540,"1810-540",4,1,52,9,,,30,52
3,18,1810,1,540,"1810-540",5,1,53,9,,,48,16
3,18,1810,1,540,"1810-540",6,1,70,9,,,31,52
3,18,1810,1,540,"1810-540",7,1,82,8,,,28,422
3,18,1810,1,540,"1810-540",8,2,34,2,,,22,26
3,18,1810,1,540,"1810-540",9,1,31,12,,,20,411
3,18,1812,2,42,"1812-42",1,1,47,1,,,47,16
3,18,1812,2,42,"1812-42",2,1,48,3,6,,48,26
3,18,1812,2,42,"1812-42",3,1,50,3,,,50,16
3,18,1812,2,42,"1812-42",4,1,65,3,9,,65,16
3,18,1812,2,42,"1812-42",5,1,40,12,,,40,16
3,18,1812,2,42,"1812-42",6,2,38,8,,,18,16
3,18,1812,2,42,"1812-42",7,2,42,8,,,20,16
3,18,1813,2,522,"1813-522",1,1,32,3,,,32,26
3,18,1813,2,522,"1813-522",2,1,50,9,,,50,0
3,18,1813,2,522,"1813-522",3,1,45,1,,,45,0
3,18,1813,2,522,"1813-522",5,1,43,4,,,14,34
3,18,1813,2,522,"1813-522",6,1,58,8,,,25,0
3,18,1816,1,378,"1816-378",1,1,67,1,,,67,0
3,18,1816,1,378,"1816-378",2,1,25,3,,,25,26
3,18,1816,1,378,"1816-378",3,1,56,9,,,56,51
3,18,1816,1,378,"1816-378",4,1,27,8,12,,27,26
3,18,1816,1,378,"1816-378",5,2,42,2,,,22,0
3,18,1817,2,572,"1817-572",1,1,67,1,,,67,0
3,18,1817,2,572,"1817-572",2,1,54,3,,,54,0
3,18,1817,2,572,"1817-572",3,1,38,12,,,38,26
3,18,1817,2,572,"1817-572",4,2,37,8,,,18,26
3,18,1817,2,572,"1817-572",5,1,57,9,,,57,23
3,18,1817,2,726,"1817-726",1,1,60,1,,,30,0
3,18,1817,2,726,"1817-726",2,1,50,3,,,20,34
3,18,1817,2,726,"1817-726",3,1,55,8,,,32,0
3,18,1817,2,726,"1817-726",4,1,42,12,,,6,16
3,18,1817,2,726,"1817-726",5,1,45,4,,,25,43
3,18,1817,2,880,"1817-880",1,1,68,1,,,20,31
3,18,1817,2,880,"1817-880",2,1,70,3,,,25,16
3,18,1817,2,880,"1817-880",3,1,60,9,,,6,422
3,18,1817,2,880,"1817-880",4,1,83,3,6,,30,422
3,18,1817,2,880,"1817-880",5,2,48,2,5,,20,26
3,18,1817,2,880,"1817-880",6,2,50,6,8,,30,26
3,18,1817,2,880,"1817-880",7,1,70,9,11,"LECTURER (ABU, ZARIA)",33,43
3,18,1818,2,76,"1818-76",1,1,31,1,,,31,0
3,18,1818,2,76,"1818-76",2,1,52,3,,,52,0
3,18,1818,2,76,"1818-76",3,1,35,12,,,35,0
3,18,1818,2,76,"1818-76",4,1,33,8,,,33,0
3,18,1818,2,76,"1818-76",5,1,53,9,,,53,51
3,18,1818,2,76,"1818-76",6,2,59,8,,,59,0
3,18,1819,1,818,"1819-818",1,1,42,1,,,42,26
3,18,1819,1,818,"1819-818",2,1,55,3,,,55,16
3,18,1819,1,818,"1819-818",3,1,55,5,,,55,422
3,18,1819,1,818,"1819-818",4,2,42,8,,,24,26
3,18,1819,1,818,"1819-818",5,1,58,9,,,57,16
3,18,1820,2,450,"1820-450",1,1,62,1,,,53,0
3,18,1820,2,450,"1820-450",2,1,37,3,6,,37,26
3,18,1820,2,450,"1820-450",3,1,55,9,,,42,16
3,18,1820,2,450,"1820-450",4,1,32,6,12,,32,26
3,18,1820,2,450,"1820-450",5,2,51,6,,,38,0
3,18,1820,2,450,"1820-450",6,2,54,2,,,31,0
3,18,1821,2,24,"1821-24",1,1,50,1,,,50,0
3,18,1821,2,24,"1821-24",2,1,53,9,,,53,0
3,18,1821,2,24,"1821-24",3,1,41,8,12,,41,0
3,18,1821,2,24,"1821-24",4,1,30,8,,,30,0
3,18,1821,2,24,"1821-24",5,1,60,3,,,60,0
3,18,1822,2,1898,"1822-1898",1,1,73,1,,,27,26
3,18,1822,2,1898,"1822-1898",2,1,60,3,,,60,26
3,18,1822,2,1898,"1822-1898",3,1,73,6,,,25,26
3,18,1822,2,1898,"1822-1898",4,2,61,8,,,28,16
3,18,1822,2,1898,"1822-1898",5,1,44,9,,,5,411
3,18,1822,2,1898,"1822-1898",6,2,61,5,,,56,31
3,19,1909,2,1684,"1909-1684",1,1,72,3,9,,52,51
3,19,1909,2,1684,"1909-1684",2,1,73,6,,,50,51
3,19,1909,2,1684,"1909-1684",3,1,70,1,,,70,51
3,19,1909,2,1684,"1909-1684",4,2,52,8,,,35,51
3,19,1909,2,1684,"1909-1684",5,1,37,12,,,37,23
3,19,1910,2,808,"1910-808",1,1,47,1,,,47,52
3,19,1910,2,808,"1910-808",2,1,58,6,,,58,51
3,19,1910,2,808,"1910-808",3,1,45,8,,,45,51
3,19,1910,2,808,"1910-808",4,2,42,5,,,42,52
3,19,1910,2,808,"1910-808",5,1,62,8,,,62,51
3,19,1912,1,1510,"1912-1510",1,1,53,6,,,35,26
3,19,1912,1,1510,"1912-1510",2,1,58,8,,,20,51
3,19,1912,1,1510,"1912-1510",3,1,38,1,,,38,34
3,19,1912,1,1510,"1912-1510",4,1,42,5,,,12,52
3,19,1914,2,934,"1914-934",1,1,50,9,,,50,51
3,19,1914,2,934,"1914-934",2,1,45,12,,,45,51
3,19,1914,2,934,"1914-934",3,1,48,1,,,48,51
3,19,1914,2,934,"1914-934",4,1,47,6,8,,47,16
3,19,1914,2,934,"1914-934",5,1,48,3,,,48,16
3,19,1914,2,934,"1914-934",6,2,35,8,,,20,51
3,19,1919,2,366,"1919-366",1,1,48,3,,,48,51
3,19,1919,2,366,"1919-366",2,1,40,8,,,40,51
3,19,1919,2,366,"1919-366",3,1,52,9,,,52,51
3,19,1919,2,366,"1919-366",4,1,35,6,,,35,51
3,19,1919,2,596,"1919-596",1,1,91,1,,,91,34
3,19,1919,2,596,"1919-596",2,1,55,4,,,55,34
3,19,1919,2,596,"1919-596",3,1,42,3,,,42,26
3,19,1919,2,596,"1919-596",4,1,60,8,,,60,51
3,19,1919,2,596,"1919-596",5,1,90,9,,,90,51
3,19,1921,1,842,"1921-842",1,1,56,1,,,56,43
3,19,1921,1,842,"1921-842",2,1,38,8,,,21,41
3,19,1921,1,842,"1921-842",3,1,37,9,,,20,41
3,19,1921,1,842,"1921-842",4,2,40,5,,,20,34
3,19,1921,1,842,"1921-842",5,2,42,7,,,20,35
3,19,1923,2,284,"1923-284",1,1,55,1,,,55,16
3,19,1923,2,284,"1923-284",2,1,37,12,,,37,16
3,19,1923,2,284,"1923-284",3,1,76,9,,,76,51
3,19,1923,2,284,"1923-284",4,1,34,5,,,34,34
3,19,1923,2,284,"1923-284",5,1,36,7,,,36,35
3,19,1923,2,284,"1923-284",6,2,53,8,,,40,51
3,19,1923,2,284,"1923-284",7,2,48,2,,,48,51
3,19,1924,2,356,"1924-356",1,1,70,9,,,70,51
3,19,1924,2,356,"1924-356",2,1,55,1,,,55,51
3,19,1924,2,356,"1924-356",3,1,32,12,,,32,51
3,19,1924,2,356,"1924-356",4,2,52,8,,,52,51
3,19,1924,2,356,"1924-356",6,1,28,7,,,28,35
3,19,1924,2,356,"1924-356",7,2,48,2,,,48,51
3,19,1927,2,622,"1927-622",1,1,25,11,,"WARDHEAD",25,26
3,19,1927,2,622,"1927-622",2,1,50,9,,,50,51
3,19,1927,2,622,"1927-622",3,1,45,5,,,45,34
3,19,1927,2,622,"1927-622",4,2,55,8,,,55,51
3,19,1927,2,622,"1927-622",5,1,40,1,,,40,34
3,19,1928,2,526,"1928-526",1,1,33,8,,,33,41
3,19,1928,2,526,"1928-526",2,1,30,1,2,,30,41
3,19,1928,2,526,"1928-526",3,1,60,4,,,60,34
3,19,1928,2,526,"1928-526",4,1,40,9,,,40,51
3,19,1928,2,526,"1928-526",5,1,18,2,,,18,23
3,19,1928,2,526,"1928-526",6,1,42,12,,,42,51
3,19,1929,2,108,"1929-108",1,1,70,9,,,50,51
3,19,1929,2,108,"1929-108",2,1,60,8,,,60,51
3,19,1929,2,108,"1929-108",3,1,70,6,,,70,51
3,19,1929,2,108,"1929-108",4,1,46,1,,,46,52
3,19,1933,2,330,"1933-330",1,1,75,1,,,75,52
3,19,1933,2,330,"1933-330",2,1,66,9,,,66,34
3,19,1933,2,330,"1933-330",3,1,55,8,,,55,51
3,19,1933,2,330,"1933-330",4,1,46,5,6,,46,34
3,19,1940,2,648,"1940-648",1,1,81,1,,,81,43
3,19,1940,2,648,"1940-648",2,1,75,6,,,75,31
3,19,1940,2,648,"1940-648",3,1,38,9,,,38,52
3,19,1940,2,648,"1940-648",4,2,63,8,,,63,51
3,19,1941,2,1112,"1941-1112",1,1,50,3,,,50,51
3,19,1941,2,1112,"1941-1112",2,1,45,8,,,45,51
3,19,1941,2,1112,"1941-1112",3,2,35,8,,,35,51
3,19,1941,2,1112,"1941-1112",4,1,45,9,,,45,51
3,19,1941,2,1112,"1941-1112",5,1,35,12,,,35,26
3,20,2003,2,1390,"2003-1390",1,1,73,1,,,73,51
3,20,2003,2,1390,"2003-1390",2,1,65,3,8,,65,51
3,20,2003,2,1390,"2003-1390",3,1,38,4,,,2,34
3,20,2003,2,1390,"2003-1390",4,1,36,7,,,10,411
3,20,2003,2,1390,"2003-1390",5,1,62,6,,,62,51
3,20,2009,2,144,"2009-144",1,1,70,1,,,70,51
3,20,2009,2,144,"2009-144",2,1,50,7,8,,50,411
3,20,2009,2,144,"2009-144",3,1,53,4,,,53,34
3,20,2009,2,144,"2009-144",4,1,60,9,,,60,51
3,20,2009,2,144,"2009-144",5,1,65,3,,,65,51
3,20,2010,2,946,"2010-946",1,1,44,1,,,44,411
3,20,2010,2,946,"2010-946",2,1,70,9,,,70,51
3,20,2010,2,946,"2010-946",3,1,60,3,,,60,51
3,20,2010,2,946,"2010-946",4,1,40,7,,,40,35
3,20,2010,2,946,"2010-946",5,1,25,12,,,25,34
3,20,2012,1,844,"2012-844",1,1,60,1,,,60,26
3,20,2012,1,844,"2012-844",2,1,60,9,,,60,34
3,20,2012,1,844,"2012-844",3,1,58,5,,,12,43
3,20,2012,1,844,"2012-844",4,2,45,7,,,10,35
3,20,2012,1,844,"2012-844",5,2,38,2,,,12,26
3,20,2015,2,1746,"2015-1746",1,1,70,1,,,70,51
3,20,2015,2,1746,"2015-1746",2,1,50,3,,,50,51
3,20,2015,2,1746,"2015-1746",3,2,55,7,,,55,15
3,20,2015,2,1746,"2015-1746",4,1,44,8,,,44,51
3,20,2015,2,1746,"2015-1746",5,1,36,5,,,36,34
3,20,2016,2,2102,"2016-2102",1,1,45,1,,,45,51
3,20,2016,2,2102,"2016-2102",2,1,70,9,,,70,51
3,20,2016,2,2102,"2016-2102",3,1,42,3,,,42,51
3,20,2016,2,2102,"2016-2102",4,1,46,6,,,46,51
3,20,2016,2,2102,"2016-2102",5,1,65,8,,,65,51
3,20,2016,1,408,"2016-408",1,1,60,1,,,60,34
3,20,2016,1,408,"2016-408",2,1,40,3,,,40,26
3,20,2016,1,408,"2016-408",3,1,40,8,,,40,26
3,20,2016,1,408,"2016-408",4,1,42,7,,,42,411
3,20,2016,1,408,"2016-408",5,1,45,4,,,45,34
3,20,2018,2,1134,"2018-1134",1,1,70,1,,,70,51
3,20,2018,2,1134,"2018-1134",2,1,65,9,,,65,51
3,20,2018,2,1134,"2018-1134",3,1,60,8,,,60,51
3,20,2018,2,1134,"2018-1134",4,1,25,12,,,25,26
3,20,2018,2,1134,"2018-1134",5,1,30,3,,,30,51
3,20,2021,1,2086,"2021-2086",1,1,62,9,,,62,51
3,20,2021,1,2086,"2021-2086",2,1,65,7,,,65,35
3,20,2021,1,2086,"2021-2086",3,1,58,8,,,58,51
3,20,2021,1,2086,"2021-2086",4,1,52,5,,,52,34
3,20,2021,1,2086,"2021-2086",5,1,45,12,,,45,34
3,20,2021,1,2556,"2021-2556",1,1,52,1,,,52,26
3,20,2021,1,2556,"2021-2556",2,1,45,9,,,45,26
3,20,2021,1,2556,"2021-2556",3,1,55,7,,,55,35
3,20,2021,1,2556,"2021-2556",4,1,54,4,,,54,43
3,20,2021,1,2556,"2021-2556",5,1,65,8,,,65,51
3,20,2025,2,2222,"2025-2222",1,1,66,1,,,66,43
3,20,2025,2,2222,"2025-2222",2,1,40,7,,,40,411
3,20,2025,2,2222,"2025-2222",3,1,37,4,,,37,34
3,20,2025,2,2222,"2025-2222",4,1,55,8,,,55,0
3,20,2025,2,2222,"2025-2222",5,1,46,9,,,46,16
3,20,2025,2,760,"2025-760",1,1,75,1,,,75,51
3,20,2025,2,760,"2025-760",2,1,62,3,,,62,51
3,20,2025,2,760,"2025-760",3,1,58,3,5,,58,411
3,20,2025,2,760,"2025-760",4,1,40,4,,,40,34
3,20,2025,2,760,"2025-760",5,1,70,6,8,,70,51
3,20,2026,2,1216,"2026-1216",1,1,65,1,,,65,51
3,20,2026,2,1216,"2026-1216",2,2,65,7,,,65,16
3,20,2026,2,1216,"2026-1216",3,1,55,9,,,55,51
3,20,2026,2,1216,"2026-1216",4,1,45,8,,,45,16
3,20,2026,2,1216,"2026-1216",5,1,35,12,,,35,51
3,20,2028,2,498,"2028-498",1,1,35,1,,,35,422
3,20,2028,2,498,"2028-498",2,1,30,3,5,,30,422
3,20,2028,2,498,"2028-498",3,1,45,4,,,45,34
3,20,2028,2,498,"2028-498",4,1,55,7,,,55,412
3,20,2028,2,498,"2028-498",5,1,60,8,,,60,51
2,2,203,2,1224,"203-1224",1,1,40,1,,,40,26
2,2,203,2,1224,"203-1224",2,1,68,9,,,68,25
2,2,203,2,1224,"203-1224",3,1,63,3,,,63,26
2,2,203,2,1224,"203-1224",4,1,58,3,,,58,26
2,2,203,2,1224,"203-1224",5,1,33,9,,,33,52
2,2,203,2,1224,"203-1224",6,1,35,6,,,35,16
2,2,203,2,1224,"203-1224",7,1,30,12,,,30,16
2,2,203,2,1224,"203-1224",8,2,25,8,,,25,22
2,2,203,2,1224,"203-1224",9,1,70,3,,,15,51
3,20,2032,2,50,"2032-50",1,1,75,1,,,75,16
3,20,2032,2,50,"2032-50",2,1,52,3,,,52,26
3,20,2032,2,50,"2032-50",3,1,45,4,,,45,34
3,20,2032,2,50,"2032-50",4,1,35,7,,,35,411
3,20,2032,2,50,"2032-50",5,1,40,8,,,40,26
3,20,2034,2,908,"2034-908",1,1,55,1,,,55,51
3,20,2034,2,908,"2034-908",2,1,60,9,,,60,51
3,20,2034,2,908,"2034-908",3,1,50,4,,,50,34
3,20,2034,2,908,"2034-908",4,1,65,7,,,10,35
3,20,2034,2,908,"2034-908",5,1,45,8,,,45,51
2,2,204,2,144,"204-144",1,1,67,1,,,67,16
2,2,204,2,144,"204-144",2,1,54,3,,,54,411
2,2,204,2,144,"204-144",3,1,53,3,,,53,411
2,2,204,2,144,"204-144",4,1,52,3,,,52,411
2,2,204,2,144,"204-144",5,1,35,12,,,35,26
2,2,204,2,144,"204-144",6,2,32,11,,"WOMEN LEADER.",32,26
2,2,204,2,144,"204-144",7,1,30,8,,,30,411
2,2,204,2,144,"204-144",8,1,50,9,,,50,52
2,2,204,2,144,"204-144",9,1,50,9,,,50,411
2,2,205,2,206,"205-206",1,1,56,1,,,56,26
2,2,205,2,206,"205-206",2,1,40,3,,,40,26
2,2,205,2,206,"205-206",3,1,55,9,,,55,34
2,2,205,2,206,"205-206",4,1,56,11,,"HUNTER/VIGILANTE LEADER.",56,31
2,2,205,2,206,"205-206",5,1,50,12,,,50,34
2,2,205,2,206,"205-206",6,2,40,2,,,40,26
2,2,205,2,206,"205-206",7,2,35,8,,,35,16
2,2,205,2,206,"205-206",8,1,55,9,,,5,411
2,2,205,2,712,"205-712",1,1,47,1,,,47,26
2,2,205,2,712,"205-712",2,2,32,2,,,32,16
2,2,205,2,712,"205-712",3,1,60,6,,,60,16
2,2,205,2,712,"205-712",4,1,56,8,,,56,16
2,2,205,2,712,"205-712",5,2,54,3,,,54,16
2,2,207,2,1302,"207-1302",1,1,75,1,,,75,0
2,2,207,2,1302,"207-1302",2,1,50,3,,,50,26
2,2,207,2,1302,"207-1302",3,1,58,9,,,58,26
2,2,207,2,1302,"207-1302",4,1,65,6,,,25,16
2,2,207,2,1302,"207-1302",5,1,55,8,,,55,16
2,2,207,2,1302,"207-1302",6,2,35,8,,,18,16
2,2,207,2,158,"207-158",1,1,43,1,,,25,26
2,2,207,2,158,"207-158",2,1,51,4,,,38,34
2,2,207,2,158,"207-158",3,1,48,12,,,48,411
2,2,207,2,158,"207-158",4,1,51,1,,,51,26
2,2,207,2,158,"207-158",5,2,39,8,,,30,26
2,2,207,2,158,"207-158",6,2,38,8,,,15,26
2,2,208,2,300,"208-300",1,1,64,1,,,64,61
2,2,208,2,300,"208-300",2,1,68,3,,,68,61
2,2,208,2,300,"208-300",3,1,35,12,,,35,26
2,2,208,2,300,"208-300",4,1,45,3,6,,45,14
2,2,208,2,300,"208-300",5,1,32,8,,,32,26
2,2,208,2,300,"208-300",6,1,40,8,,,40,16
2,2,208,2,300,"208-300",7,1,45,6,,,45,16
2,2,208,2,300,"208-300",8,2,42,11,,"WOMEN LEADER.",42,61
2,2,208,2,300,"208-300",9,2,45,7,,,45,26
2,2,208,2,300,"208-300",10,1,30,3,,,30,16
2,2,209,2,10,"209-10",1,1,48,1,,,48,26
2,2,209,2,10,"209-10",2,1,68,3,,,68,61
2,2,209,2,10,"209-10",3,1,51,3,,,34,26
2,2,209,2,10,"209-10",4,1,51,5,,,51,34
2,2,209,2,10,"209-10",5,1,42,12,,,42,26
2,2,209,2,10,"209-10",6,1,32,3,,,32,26
2,2,209,2,10,"209-10",7,2,33,2,,,33,16
2,2,209,2,1040,"209-1040",1,1,54,1,,,54,31
2,2,209,2,1040,"209-1040",2,1,50,3,,,50,16
2,2,209,2,1040,"209-1040",3,1,40,6,,,30,16
2,2,209,2,1040,"209-1040",4,1,42,12,,,42,26
2,2,209,2,1040,"209-1040",5,2,40,11,,"WOMEN LEADER.",40,26
2,2,209,2,1040,"209-1040",6,1,42,9,,,14,411
2,2,209,2,1040,"209-1040",7,1,49,7,,,49,35
2,2,209,2,1040,"209-1040",8,1,42,3,,,42,16
2,2,210,2,1300,"210-1300",1,1,73,1,,,35,16
2,2,210,2,1300,"210-1300",2,1,50,8,,,50,13
2,2,210,2,1300,"210-1300",3,2,45,8,,,45,12
2,2,210,2,1300,"210-1300",4,1,51,4,,,51,34
2,2,210,2,1300,"210-1300",5,2,52,3,,,52,16
2,2,210,2,1300,"210-1300",6,1,65,9,,,65,13
2,2,210,2,924,"210-924",1,1,56,1,,,18,23
2,2,210,2,924,"210-924",2,1,45,3,,,20,16
2,2,210,2,924,"210-924",3,1,39,6,,,39,22
2,2,210,2,924,"210-924",4,1,21,12,,,21,26
2,2,210,2,924,"210-924",5,2,25,8,,,25,0
3,21,2101,1,148,"2101-148",1,1,80,1,,,80,26
3,21,2101,1,148,"2101-148",2,1,41,9,,,41,421
3,21,2101,1,148,"2101-148",3,1,82,6,,,72,51
3,21,2101,1,148,"2101-148",4,1,57,8,,,40,51
3,21,2101,1,148,"2101-148",5,1,38,12,,,12,26
3,21,2101,1,148,"2101-148",6,2,55,2,,,55,51
3,21,2101,1,148,"2101-148",7,1,55,3,,,55,26
3,21,2101,1,148,"2101-148",8,1,72,10,,,72,26
3,21,2105,2,1606,"2105-1606",1,1,45,1,,,36,25
3,21,2105,2,1606,"2105-1606",2,2,35,2,,,35,0
3,21,2105,2,1606,"2105-1606",3,1,55,8,,,15,0
3,21,2105,2,1606,"2105-1606",4,1,57,9,,,12,51
3,21,2105,2,1606,"2105-1606",5,1,50,8,,,15,0
3,21,2105,2,1606,"2105-1606",6,1,56,10,,,8,0
3,21,2106,2,2822,"2106-2822",1,1,45,1,,,45,411
3,21,2106,2,2822,"2106-2822",2,2,28,2,,,28,16
3,21,2106,2,2822,"2106-2822",3,1,65,9,,,65,51
3,21,2106,2,2822,"2106-2822",4,1,40,12,,,40,51
3,21,2106,2,2822,"2106-2822",5,1,35,5,,,35,422
3,21,2106,2,2822,"2106-2822",6,1,65,8,,,18,51
2,2,211,2,344,"211-344",1,1,43,1,,,43,24
2,2,211,2,344,"211-344",2,1,45,9,,,45,51
2,2,211,2,344,"211-344",3,1,49,8,,,49,51
2,2,211,2,344,"211-344",4,1,40,9,,,40,0
2,2,211,2,344,"211-344",5,1,30,7,,,30,26
2,2,211,2,344,"211-344",6,2,40,8,,,40,0
2,2,211,2,344,"211-344",7,2,62,9,,,62,0
2,2,211,2,532,"211-532",1,1,65,1,,,65,16
2,2,211,2,532,"211-532",2,1,39,3,,,39,424
2,2,211,2,532,"211-532",3,1,42,9,,,42,34
2,2,211,2,532,"211-532",4,1,42,4,,,42,34
2,2,211,2,532,"211-532",5,2,45,8,,,45,35
2,2,211,2,532,"211-532",6,2,32,12,,,32,0
2,2,211,2,668,"211-668",1,1,53,1,,,53,0
2,2,211,2,668,"211-668",2,1,38,4,,,38,34
2,2,211,2,668,"211-668",3,1,45,8,,,45,0
2,2,211,2,668,"211-668",4,2,30,12,,,30,0
2,2,211,2,668,"211-668",5,1,42,6,,,42,43
3,21,2111,2,260,"2111-260",1,1,60,1,,,50,51
3,21,2111,2,260,"2111-260",2,2,53,2,,,39,51
3,21,2111,2,260,"2111-260",3,1,55,5,9,,42,51
3,21,2111,2,260,"2111-260",4,1,40,12,,,40,16
3,21,2111,2,260,"2111-260",5,1,45,8,,,45,51
3,21,2111,2,260,"2111-260",6,1,48,6,,,48,51
3,21,2112,2,442,"2112-442",1,1,44,1,,,44,34
3,21,2112,2,442,"2112-442",2,1,46,9,,,46,23
3,21,2112,2,442,"2112-442",3,2,60,2,,,60,51
3,21,2112,2,442,"2112-442",4,1,55,10,,,55,61
3,21,2112,2,442,"2112-442",5,1,42,12,,,42,16
3,21,2112,2,442,"2112-442",6,1,29,4,,,29,34
3,21,2115,2,548,"2115-548",1,1,78,1,,,50,51
3,21,2115,2,548,"2115-548",2,2,67,2,,,50,51
3,21,2115,2,548,"2115-548",3,1,54,9,,,38,51
3,21,2115,2,548,"2115-548",4,1,38,12,,,38,26
3,21,2115,2,548,"2115-548",5,2,35,8,,,18,0
3,21,2115,2,548,"2115-548",6,1,39,3,,,39,26
3,21,2115,2,548,"2115-548",7,1,70,8,,,40,51
3,21,2115,2,926,"2115-926",1,1,56,1,,,56,26
3,21,2115,2,926,"2115-926",2,2,45,2,,,45,0
3,21,2115,2,926,"2115-926",3,1,60,8,,,60,0
