"zone","state","lga","sector","ea","hhid","plotid","indiv","s11c1q1a","s11c1q1b","s11c1q1c","s11c1q1d_1","s11c1q1d_2","s11c1q1d_3","s11c1q1d_4","s11c1q1d_5","s11c1q1d_6"
5,12,1208,2,526,120041,3,3,1,2,4,1,0,0,0,0,0
5,12,1208,2,526,120041,3,2,1,4,2,1,0,0,0,0,0
5,12,1208,2,526,120041,3,8,2,,,,,,,,
5,12,1208,2,526,120041,3,1,1,3,4,0,0,0,0,0,1
5,12,1208,2,526,120042,1,1,1,6,4,1,0,1,0,0,0
5,12,1208,2,526,120042,1,7,1,2,2,0,0,1,0,0,0
5,12,1208,2,526,120042,1,3,1,3,2,0,0,1,0,0,0
5,12,1208,2,526,120042,1,8,2,,,,,,,,
5,12,1208,2,526,120042,1,2,1,5,2,1,0,0,0,0,0
5,12,1208,2,526,120042,1,5,1,4,2,0,0,1,0,0,0
5,12,1208,2,526,120042,1,6,1,2,2,0,0,1,0,0,0
5,12,1208,2,526,120042,1,4,2,,,,,,,,
5,12,1208,2,526,120042,2,4,2,,,,,,,,
5,12,1208,2,526,120042,2,6,2,,,,,,,,
5,12,1208,2,526,120042,2,8,2,,,,,,,,
5,12,1208,2,526,120042,2,2,1,6,4,1,0,0,0,0,0
5,12,1208,2,526,120042,2,1,1,6,4,1,0,0,0,0,0
5,12,1208,2,526,120042,2,3,1,4,2,0,0,1,0,0,0
5,12,1208,2,526,120042,2,5,1,4,2,0,0,1,0,0,0
5,12,1208,2,526,120042,2,7,2,,,,,,,,
5,12,1208,2,526,120043,1,3,1,2,5,0,0,1,0,0,0
5,12,1208,2,526,120043,1,1,1,5,3,1,0,0,0,0,1
5,12,1208,2,526,120043,1,2,1,4,4,1,0,0,0,0,0
5,12,1208,2,526,120043,2,1,1,6,4,1,0,1,0,0,0
5,12,1208,2,526,120043,2,2,1,5,4,0,0,1,0,0,0
5,12,1208,2,526,120043,2,3,1,2,4,0,0,1,0,0,0
5,12,1208,2,526,120043,3,2,1,5,3,1,0,0,0,0,0
5,12,1208,2,526,120043,3,1,1,5,5,1,0,0,0,0,1
5,12,1208,2,526,120043,3,3,1,2,5,0,0,1,0,0,0
5,12,1208,2,526,120044,1,4,2,,,,,,,,
5,12,1208,2,526,120044,1,7,2,,,,,,,,
5,12,1208,2,526,120044,1,5,2,,,,,,,,
5,12,1208,2,526,120044,1,6,2,,,,,,,,
5,12,1208,2,526,120044,1,1,1,21,7,1,1,0,0,0,1
5,12,1208,2,526,120044,1,2,1,21,7,1,1,1,0,0,0
5,12,1208,2,526,120044,2,7,2,,,,,,,,
5,12,1208,2,526,120044,2,2,1,21,6,0,1,1,0,0,0
5,12,1208,2,526,120044,2,1,1,28,6,1,1,0,0,0,1
5,12,1208,2,526,120044,2,4,1,10,4,0,1,0,0,0,0
5,12,1208,2,526,120044,2,6,1,2,5,0,1,0,0,0,0
5,12,1208,2,526,120044,2,5,2,,,,,,,,
5,12,1208,2,526,120045,2,6,2,,,,,,,,
5,12,1208,2,526,120045,2,2,1,48,7,1,1,1,0,0,1
5,12,1208,2,526,120045,2,8,1,12,5,1,1,0,0,0,0
5,12,1208,2,526,120045,2,1,2,,,,,,,,
5,12,1208,2,526,120045,2,7,1,12,5,0,0,1,0,0,0
5,12,1208,2,526,120045,2,4,2,,,,,,,,
5,12,1208,2,526,120046,1,7,2,,,,,,,,
5,12,1208,2,526,120046,1,8,2,,,,,,,,
5,12,1208,2,526,120046,1,2,1,48,5,1,1,1,0,0,1
5,12,1208,2,526,120046,1,6,1,28,5,0,1,1,0,0,0
5,12,1208,2,526,120046,1,12,1,5,2,0,0,0,0,0,1
5,12,1208,2,526,120046,1,5,1,12,5,0,1,1,0,0,0
5,12,1208,2,526,120046,2,7,2,,,,,,,,
5,12,1208,2,526,120046,2,8,2,,,,,,,,
5,12,1208,2,526,120046,2,6,1,12,5,0,1,1,0,0,0
5,12,1208,2,526,120046,2,2,1,48,7,1,1,1,0,0,1
5,12,1208,2,526,120046,2,5,1,25,5,0,1,1,0,0,0
5,12,1208,2,526,120046,2,12,2,,,,,,,,
5,12,1208,2,526,120047,1,2,1,35,5,0,1,1,0,0,0
5,12,1208,2,526,120047,1,3,2,,,,,,,,
5,12,1208,2,526,120047,1,4,2,,,,,,,,
5,12,1208,2,526,120047,1,5,1,10,3,0,0,1,0,0,0
5,12,1208,2,526,120047,2,5,1,7,3,0,0,1,0,0,0
5,12,1208,2,526,120047,2,3,2,,,,,,,,
5,12,1208,2,526,120047,2,2,1,20,5,0,1,1,0,0,0
5,12,1208,2,526,120047,2,4,2,,,,,,,,
5,12,1208,2,526,120048,1,1,1,30,5,0,1,1,0,0,0
5,12,1208,2,526,120048,1,4,2,,,,,,,,
5,12,1208,2,526,120049,1,7,2,,,,,,,,
5,12,1208,2,526,120049,1,8,2,,,,,,,,
5,12,1208,2,526,120049,1,2,1,30,4,0,1,1,0,0,0
5,12,1208,2,526,120049,1,5,1,30,3,0,1,1,0,0,0
5,12,1208,2,526,120049,1,3,1,20,3,1,1,1,0,0,0
5,12,1208,2,526,120050,2,2,1,30,3,0,1,1,0,0,0
5,12,1208,2,526,120050,2,1,1,20,4,1,1,1,0,0,0
5,12,1208,2,526,120050,2,3,1,6,2,0,0,1,0,0,0
5,12,1208,2,526,120050,2,4,2,,,,,,,,
5,12,1208,2,526,120050,3,1,1,20,4,1,1,1,0,0,0
5,12,1208,2,526,120050,3,3,1,7,2,0,0,1,0,0,0
5,12,1208,2,526,120050,3,2,1,25,4,0,1,1,0,0,0
5,12,1208,2,526,120050,3,4,2,,,,,,,,
5,12,1216,2,618,120051,1,10,1,4,1,1,0,0,0,0,0
5,12,1216,2,618,120051,1,8,1,4,3,1,0,0,0,0,0
5,12,1216,2,618,120051,1,7,1,4,2,1,0,1,0,0,0
5,12,1216,2,618,120051,1,9,1,4,3,0,0,1,0,0,0
5,12,1216,2,618,120051,1,1,1,4,4,1,0,0,0,0,0
5,12,1216,2,618,120051,1,4,1,6,4,1,0,0,0,0,0
5,12,1216,2,618,120051,1,2,1,6,3,1,0,0,0,0,0
5,12,1216,2,618,120051,1,6,1,4,3,1,0,1,0,0,0
5,12,1216,2,618,120051,2,1,1,4,4,0,0,1,0,0,0
5,12,1216,2,618,120051,2,6,1,5,3,1,0,1,0,0,0
5,12,1216,2,618,120051,2,9,1,3,2,1,0,0,0,0,0
5,12,1216,2,618,120051,2,2,1,5,2,1,0,0,0,0,0
5,12,1216,2,618,120051,2,10,1,2,1,0,0,1,0,0,0
5,12,1216,2,618,120051,2,8,1,2,2,0,0,1,0,0,0
5,12,1216,2,618,120051,2,7,1,3,2,1,0,0,0,0,0
5,12,1216,2,618,120051,2,4,1,4,3,0,0,1,0,0,0
5,12,1216,2,618,120051,3,4,1,3,2,1,0,0,0,0,0
5,12,1216,2,618,120051,3,6,1,2,2,0,0,1,0,0,0
5,12,1216,2,618,120051,3,8,1,2,2,0,0,1,0,0,0
5,12,1216,2,618,120051,3,7,1,2,2,0,0,1,0,0,0
5,12,1216,2,618,120051,3,2,1,5,3,1,0,0,0,0,0
5,12,1216,2,618,120051,3,10,2,,,,,,,,
5,12,1216,2,618,120051,3,1,1,6,4,1,0,0,0,0,1
5,12,1216,2,618,120051,3,9,1,2,2,0,0,1,0,0,0
5,12,1216,2,618,120051,4,9,1,4,2,0,0,1,0,0,0
5,12,1216,2,618,120051,4,2,1,3,2,0,0,1,0,0,0
5,12,1216,2,618,120051,4,7,1,4,2,0,1,0,0,0,0
5,12,1216,2,618,120051,4,10,1,4,2,0,0,1,0,0,0
5,12,1216,2,618,120051,4,1,1,5,3,1,0,0,0,0,0
5,12,1216,2,618,120051,4,4,1,3,3,1,0,0,0,0,0
5,12,1216,2,618,120051,4,8,1,4,3,0,1,0,0,0,0
5,12,1216,2,618,120051,4,6,1,4,2,0,0,1,0,0,0
5,12,1216,2,618,120052,1,1,1,4,4,1,0,1,0,0,0
5,12,1216,2,618,120052,1,12,2,,,,,,,,
5,12,1216,2,618,120052,1,10,1,1,2,1,0,0,0,0,0
5,12,1216,2,618,120052,1,11,1,4,4,1,0,1,0,0,0
5,12,1216,2,618,120052,1,5,1,3,3,1,0,1,0,0,0
5,12,1216,2,618,120052,1,13,2,,,,,,,,
5,12,1216,2,618,120052,2,10,2,,,,,,,,
5,12,1216,2,618,120052,2,5,1,4,3,1,0,0,0,0,0
5,12,1216,2,618,120052,2,13,2,,,,,,,,
5,12,1216,2,618,120052,2,12,2,,,,,,,,
5,12,1216,2,618,120052,2,11,1,4,4,1,0,1,0,0,0
5,12,1216,2,618,120052,2,1,1,4,3,1,0,0,0,0,0
5,12,1216,2,618,120052,3,5,1,3,2,1,0,0,0,0,0
5,12,1216,2,618,120052,3,10,2,,,,,,,,
5,12,1216,2,618,120052,3,1,1,4,4,1,0,0,0,0,0
5,12,1216,2,618,120052,3,11,1,4,2,1,1,0,0,0,0
5,12,1216,2,618,120052,3,13,2,,,,,,,,
5,12,1216,2,618,120052,3,12,2,,,,,,,,
5,12,1216,2,618,120052,4,10,2,,,,,,,,
5,12,1216,2,618,120052,4,1,1,5,3,1,0,1,0,0,0
5,12,1216,2,618,120052,4,5,1,2,3,0,1,0,0,0,0
5,12,1216,2,618,120052,4,12,2,,,,,,,,
5,12,1216,2,618,120052,4,11,1,4,3,0,0,1,0,0,0
5,12,1216,2,618,120052,4,13,2,,,,,,,,
5,12,1216,2,618,120053,1,1,1,10,6,1,1,1,1,0,0
5,12,1216,2,618,120053,1,8,1,9,3,0,0,1,0,0,0
5,12,1216,2,618,120053,1,5,1,9,3,0,0,1,0,0,0
5,12,1216,2,618,120053,2,1,1,13,4,1,1,1,1,0,0
5,12,1216,2,618,120053,2,5,1,10,3,0,0,1,0,0,0
5,12,1216,2,618,120053,2,8,1,8,3,0,0,1,0,0,0
5,12,1216,2,618,120053,3,5,1,10,4,0,0,1,0,0,0
5,12,1216,2,618,120053,3,8,1,10,4,0,0,1,0,0,0
5,12,1216,2,618,120053,3,1,1,15,4,1,1,1,1,0,0
5,12,1216,2,618,120054,1,3,1,4,3,1,0,0,0,0,0
5,12,1216,2,618,120054,1,5,2,,,,,,,,
5,12,1216,2,618,120054,1,4,1,3,2,1,0,0,0,0,0
5,12,1216,2,618,120054,1,1,1,4,4,1,0,0,0,0,1
5,12,1216,2,618,120054,1,2,1,3,3,0,0,1,0,0,0
5,12,1216,2,618,120054,2,4,1,2,1,0,0,1,0,0,0
5,12,1216,2,618,120054,2,5,1,2,1,0,0,1,0,0,0
5,12,1216,2,618,120054,2,2,1,4,2,0,0,1,0,0,0
5,12,1216,2,618,120054,2,3,1,3,2,0,0,1,0,0,0
5,12,1216,2,618,120054,2,1,1,4,2,0,0,0,0,0,1
5,12,1216,2,618,120055,1,12,1,28,5,1,0,0,0,0,0
5,12,1216,2,618,120055,1,8,1,40,7,1,1,0,0,0,0
5,12,1216,2,618,120055,1,11,1,12,5,0,1,1,0,0,0
5,12,1216,2,618,120055,1,7,1,48,7,1,1,0,0,0,1
5,12,1216,2,618,120055,2,11,1,12,5,1,1,1,0,0,0
5,12,1216,2,618,120055,2,8,1,40,6,1,1,0,0,0,0
5,12,1216,2,618,120055,2,7,1,48,6,1,1,0,0,0,1
5,12,1216,2,618,120055,2,12,1,25,5,1,1,0,0,0,0
5,12,1216,2,618,120055,3,8,1,38,7,0,1,0,0,0,0
5,12,1216,2,618,120055,3,12,1,32,7,0,1,0,0,0,0
5,12,1216,2,618,120055,3,11,1,33,5,0,1,0,0,0,0
5,12,1216,2,618,120055,3,7,1,40,5,0,0,1,0,0,0
5,12,1216,2,618,120056,1,13,1,18,5,0,0,1,0,0,0
5,12,1216,2,618,120056,1,14,2,,,,,,,,
5,12,1216,2,618,120056,1,1,1,42,7,1,1,1,0,0,1
5,12,1216,2,618,120056,1,2,1,25,5,1,1,1,0,0,0
5,12,1216,2,618,120056,1,9,1,18,4,0,1,0,1,0,0
5,12,1216,2,618,120056,1,4,1,20,5,0,1,1,0,0,0
5,12,1216,2,618,120056,1,12,1,2,4,0,0,1,0,0,0
5,12,1216,2,618,120056,1,11,1,7,5,0,0,0,1,0,0
5,12,1216,2,618,120056,1,16,2,,,,,,,,
5,12,1216,2,618,120056,1,6,1,18,5,0,1,0,0,0,0
5,12,1216,2,618,120056,1,7,1,21,5,0,1,1,0,0,0
5,12,1216,2,618,120056,1,8,1,12,5,0,1,0,0,0,0
5,12,1216,2,618,120056,2,6,2,,,,,,,,
5,12,1216,2,618,120056,2,4,1,13,5,1,0,1,0,0,0
5,12,1216,2,618,120056,2,14,2,,,,,,,,
5,12,1216,2,618,120056,2,8,2,,,,,,,,
5,12,1216,2,618,120056,2,16,1,8,5,0,0,1,0,0,0
5,12,1216,2,618,120056,2,11,1,4,5,0,1,1,0,0,0
5,12,1216,2,618,120056,2,7,1,5,4,0,1,1,0,0,0
5,12,1216,2,618,120056,2,9,1,4,5,0,1,0,0,0,0
5,12,1216,2,618,120056,2,13,2,,,,,,,,
5,12,1216,2,618,120056,2,2,1,12,4,1,0,0,0,0,1
5,12,1216,2,618,120056,2,1,1,13,5,1,1,0,0,0,1
5,12,1216,2,618,120056,2,12,2,,,,,,,,
5,12,1216,2,618,120056,3,8,1,9,5,0,1,1,0,0,0
5,12,1216,2,618,120056,3,12,2,,,,,,,,
5,12,1216,2,618,120056,3,7,1,9,6,1,1,0,1,0,0
5,12,1216,2,618,120056,3,6,1,3,7,0,0,0,1,0,0
5,12,1216,2,618,120056,3,14,2,,,,,,,,
5,12,1216,2,618,120056,3,16,1,7,6,0,0,1,0,0,0
5,12,1216,2,618,120056,3,2,1,32,6,1,1,1,0,0,1
5,12,1216,2,618,120056,3,13,2,,,,,,,,
5,12,1216,2,618,120056,3,1,1,8,7,1,0,0,0,0,1
5,12,1216,2,618,120056,3,9,1,4,7,0,0,0,1,0,0
5,12,1216,2,618,120056,3,11,1,12,5,1,1,0,0,0,0
5,12,1216,2,618,120056,3,4,2,,,,,,,,
5,12,1216,2,618,120057,1,2,1,21,5,0,1,1,0,0,0
5,12,1216,2,618,120057,1,4,1,12,5,0,1,0,0,0,0
5,12,1216,2,618,120057,1,1,1,18,5,1,1,0,0,0,1
5,12,1216,2,618,120057,1,7,1,12,5,0,0,1,0,0,0
5,12,1216,2,618,120057,1,8,2,,,,,,,,
5,12,1216,2,618,120057,2,4,1,20,5,0,1,0,0,0,0
5,12,1216,2,618,120057,2,7,1,12,5,0,1,1,0,0,0
5,12,1216,2,618,120057,2,8,1,2,4,0,0,1,0,0,0
5,12,1216,2,618,120057,2,2,1,20,5,0,0,1,0,0,0
5,12,1216,2,618,120057,2,1,1,27,7,1,1,0,0,0,1
5,12,1216,2,618,120057,5,8,1,5,3,0,1,0,0,0,0
5,12,1216,2,618,120057,5,4,1,10,4,0,1,0,0,0,0
5,12,1216,2,618,120057,5,2,1,28,5,1,1,1,0,0,0
5,12,1216,2,618,120057,5,7,2,,,,,,,,
5,12,1216,2,618,120057,5,1,1,25,6,1,1,0,0,0,1
5,12,1216,2,618,120058,1,12,2,,,,,,,,
5,12,1216,2,618,120058,1,10,1,6,4,0,1,1,0,0,0
5,12,1216,2,618,120058,1,9,1,5,6,1,1,1,1,0,0
5,12,1216,2,618,120058,1,1,2,,,,,,,,
5,12,1216,2,618,120058,1,4,1,10,6,0,1,1,0,0,0
5,12,1216,2,618,120058,1,8,1,8,6,1,1,1,1,0,0
5,12,1216,2,618,120058,1,11,1,4,2,0,0,1,0,0,0
5,12,1216,2,618,120058,1,2,1,8,4,0,0,1,0,0,0
5,12,1216,2,618,120058,1,5,1,10,5,1,1,1,0,0,0
5,12,1216,2,618,120058,1,7,1,9,6,1,1,1,0,0,0
5,12,1216,2,618,120058,2,12,2,,,,,,,,
5,12,1216,2,618,120058,2,8,1,5,5,0,1,1,0,0,0
5,12,1216,2,618,120058,2,5,2,,,,,,,,
5,12,1216,2,618,120058,2,1,2,,,,,,,,
5,12,1216,2,618,120058,2,9,2,,,,,,,,
5,12,1216,2,618,120058,2,11,2,,,,,,,,
5,12,1216,2,618,120058,2,7,1,6,3,0,1,1,1,0,0
5,12,1216,2,618,120058,2,10,1,3,3,0,1,1,0,0,0
5,12,1216,2,618,120058,2,2,1,6,2,0,1,1,0,0,0
5,12,1216,2,618,120058,2,4,1,5,4,0,1,1,1,0,0
5,12,1216,2,618,120058,3,4,1,4,5,1,0,1,0,0,0
5,12,1216,2,618,120058,3,12,2,,,,,,,,
5,12,1216,2,618,120058,3,9,2,,,,,,,,
5,12,1216,2,618,120058,3,11,2,,,,,,,,
5,12,1216,2,618,120058,3,7,1,6,4,0,1,1,0,0,0
5,12,1216,2,618,120058,3,5,2,,,,,,,,
5,12,1216,2,618,120058,3,8,1,8,3,1,1,1,0,0,0
5,12,1216,2,618,120058,3,2,1,2,2,0,1,0,0,0,0
5,12,1216,2,618,120058,3,10,1,2,4,0,0,1,0,0,0
5,12,1216,2,618,120058,3,1,2,,,,,,,,
5,12,1216,2,618,120058,4,11,2,,,,,,,,
5,12,1216,2,618,120058,4,9,2,,,,,,,,
5,12,1216,2,618,120058,4,1,2,,,,,,,,
5,12,1216,2,618,120058,4,10,1,6,4,1,1,0,0,0,0
5,12,1216,2,618,120058,4,7,2,,,,,,,,
5,12,1216,2,618,120058,4,8,1,2,4,0,1,0,0,0,0
5,12,1216,2,618,120058,4,4,1,4,3,1,1,1,0,0,0
5,12,1216,2,618,120058,4,5,1,5,3,0,1,1,0,0,0
5,12,1216,2,618,120058,4,12,2,,,,,,,,
5,12,1216,2,618,120058,4,2,2,,,,,,,,
5,12,1216,2,618,120059,1,11,2,,,,,,,,
5,12,1216,2,618,120059,1,10,1,6,3,0,1,1,0,0,0
5,12,1216,2,618,120059,1,13,2,,,,,,,,
5,12,1216,2,618,120059,1,12,2,,,,,,,,
5,12,1216,2,618,120059,1,2,1,2,4,0,0,1,0,0,0
5,12,1216,2,618,120059,1,7,1,3,3,0,1,1,0,0,0
5,12,1216,2,618,120059,1,5,1,4,3,0,0,1,0,0,0
5,12,1216,2,618,120059,1,6,1,4,4,0,1,1,0,0,0
5,12,1216,2,618,120059,1,1,1,6,4,1,1,1,1,0,0
5,12,1216,2,618,120059,1,3,1,3,4,0,1,1,0,0,0
5,12,1216,2,618,120059,2,6,1,5,2,0,1,1,0,0,0
5,12,1216,2,618,120059,2,3,1,6,4,0,1,1,0,0,0
5,12,1216,2,618,120059,2,10,1,4,3,0,0,1,0,0,0
5,12,1216,2,618,120059,2,12,1,3,2,0,0,1,0,0,0
5,12,1216,2,618,120059,2,11,2,,,,,,,,
5,12,1216,2,618,120059,2,2,2,,,,,,,,
5,12,1216,2,618,120059,2,5,2,,,,,,,,
5,12,1216,2,618,120059,2,1,1,4,3,0,1,1,0,0,0
5,12,1216,2,618,120059,2,13,1,3,2,0,0,1,0,0,0
5,12,1216,2,618,120059,2,7,2,,,,,,,,
5,12,1216,2,618,120059,3,6,2,,,,,,,,
5,12,1216,2,618,120059,3,3,1,6,3,0,0,1,0,0,0
5,12,1216,2,618,120059,3,5,1,5,5,0,0,1,0,0,0
5,12,1216,2,618,120059,3,12,2,,,,,,,,
5,12,1216,2,618,120059,3,7,2,,,,,,,,
5,12,1216,2,618,120059,3,1,1,6,4,0,1,1,1,0,0
5,12,1216,2,618,120059,3,13,1,5,4,0,1,1,0,0,0
5,12,1216,2,618,120059,3,11,2,,,,,,,,
5,12,1216,2,618,120059,3,2,2,,,,,,,,
5,12,1216,2,618,120059,3,10,1,5,2,0,1,1,0,0,0
5,12,1216,2,618,120059,4,1,1,8,4,0,1,1,0,0,0
5,12,1216,2,618,120059,4,10,1,5,2,0,1,1,0,0,0
5,12,1216,2,618,120059,4,11,2,,,,,,,,
5,12,1216,2,618,120059,4,2,2,,,,,,,,
5,12,1216,2,618,120059,4,12,1,2,2,0,0,1,0,0,0
5,12,1216,2,618,120059,4,5,1,4,3,0,0,1,0,0,0
5,12,1216,2,618,120059,4,6,2,,,,,,,,
5,12,1216,2,618,120059,4,3,1,5,3,0,1,1,0,0,0
5,12,1216,2,618,120059,4,7,2,,,,,,,,
5,12,1216,2,618,120059,4,13,2,,,,,,,,
5,12,1216,2,0,120060,1,10,1,30,4,1,1,1,1,0,0
5,12,1216,2,0,120060,1,12,1,30,4,1,1,1,1,0,0
5,12,1216,2,0,120060,1,8,2,,,,,,,,
5,12,1216,2,0,120060,1,1,1,45,4,1,1,1,1,0,1
5,12,1216,2,0,120060,1,9,1,20,3,0,0,1,0,0,0
5,12,1216,2,0,120060,1,14,1,15,3,0,0,1,0,0,0
5,12,1216,2,0,120060,1,5,1,20,3,0,0,1,0,0,0
5,12,1216,2,0,120060,1,2,1,18,3,0,0,1,0,0,0
5,12,1216,2,0,120060,2,5,1,10,3,0,1,1,0,0,0
5,12,1216,2,0,120060,2,2,1,10,3,0,1,1,0,0,0
5,12,1216,2,0,120060,2,8,2,,,,,,,,
5,12,1216,2,0,120060,2,9,1,10,3,0,1,1,0,0,0
5,12,1216,2,0,120060,2,10,1,15,4,1,1,1,1,0,0
5,12,1216,2,0,120060,2,12,1,15,4,1,1,1,1,0,0
5,12,1216,2,0,120060,2,1,1,30,4,1,1,1,1,0,1
5,12,1216,2,0,120060,2,14,1,10,3,0,1,1,0,0,0
5,12,1214,2,452,120091,1,2,1,30,6,1,1,1,0,0,1
5,12,1214,2,452,120091,2,2,1,25,6,0,1,1,1,0,1
5,12,1214,2,452,120093,1,5,1,12,6,0,1,1,0,0,0
5,12,1214,2,452,120093,1,1,1,14,6,0,1,1,0,0,0
5,12,1214,2,452,120093,1,4,1,12,6,1,1,0,0,0,0
5,12,1214,2,452,120093,1,3,1,12,6,1,1,1,0,0,0
5,12,1214,2,452,120093,2,1,1,12,6,0,1,1,0,0,0
5,12,1214,2,452,120093,2,4,1,8,5,1,1,0,0,0,0
5,12,1214,2,452,120093,2,5,1,9,6,0,1,1,0,0,0
5,12,1214,2,452,120093,2,3,1,12,5,1,1,0,0,0,0
5,12,1214,2,452,120093,3,3,1,4,4,0,0,1,0,0,0
5,12,1214,2,452,120093,3,5,2,,,,,,,,
5,12,1214,2,452,120093,3,1,1,8,4,0,0,1,0,0,1
5,12,1214,2,452,120093,3,4,1,2,4,0,0,0,0,0,1
5,12,1214,2,452,120094,1,1,1,35,4,0,1,1,0,0,1
5,12,1214,2,452,120094,1,4,1,45,4,1,1,1,1,0,0
5,12,1214,2,452,120094,2,4,1,30,4,1,1,1,0,0,0
5,12,1214,2,452,120094,2,1,1,25,3,0,0,1,0,0,1
5,12,1214,2,452,120099,1,1,1,25,4,1,0,1,0,0,1
5,12,1214,2,452,120099,2,1,1,15,3,1,1,1,0,0,0
5,12,1214,2,452,120100,1,1,1,25,4,1,1,1,0,0,1
5,12,1214,2,452,120100,1,9,2,,,,,,,,
5,12,1214,2,452,120100,1,12,2,,,,,,,,
5,12,1214,2,452,120100,1,10,2,,,,,,,,
5,12,1214,2,452,120100,1,5,1,20,4,1,1,1,0,0,0
5,12,1214,2,452,120100,1,11,2,,,,,,,,
5,12,1214,2,452,120100,2,12,2,,,,,,,,
5,12,1214,2,452,120100,2,10,2,,,,,,,,
5,12,1214,2,452,120100,2,5,1,18,4,1,1,1,0,0,0
5,12,1214,2,452,120100,2,1,1,20,3,1,1,1,0,0,1
5,12,1214,2,452,120100,2,11,2,,,,,,,,
5,12,1214,2,452,120100,2,9,2,,,,,,,,
5,12,1201,2,320,129002,1,2,2,,,,,,,,
5,12,1201,2,320,129002,1,1,2,,,,,,,,
5,12,1201,2,320,129002,2,1,1,20,2,0,1,1,0,0,0
5,12,1201,2,320,129002,2,2,1,20,3,0,1,1,0,0,0
5,12,1201,2,320,129003,1,2,2,,,,,,,,
5,12,1201,2,320,129003,1,4,2,,,,,,,,
5,12,1201,2,320,129003,1,1,1,5,4,1,0,1,0,0,0
5,12,1201,2,320,129003,2,4,2,,,,,,,,
5,12,1201,2,320,129003,2,1,1,3,4,1,0,1,0,0,0
5,12,1201,2,320,129003,2,2,2,,,,,,,,
5,12,1201,2,320,129006,1,4,2,,,,,,,,
5,12,1201,2,320,129006,1,5,2,,,,,,,,
5,12,1201,2,320,129006,1,3,2,,,,,,,,
5,12,1201,2,320,129006,1,2,2,,,,,,,,
5,12,1201,2,320,129006,1,1,1,4,4,1,0,0,0,0,1
5,12,1201,2,320,129006,2,3,2,,,,,,,,
5,12,1201,2,320,129006,2,2,2,,,,,,,,
5,12,1201,2,320,129006,2,4,2,,,,,,,,
5,12,1201,2,320,129006,2,5,2,,,,,,,,
5,12,1201,2,320,129006,2,1,1,6,2,1,0,0,0,0,1
5,12,1201,2,320,129006,3,2,1,1,4,0,0,1,0,0,0
5,12,1201,2,320,129006,3,4,2,,,,,,,,
5,12,1201,2,320,129006,3,1,1,3,4,1,0,1,0,0,0
5,12,1201,2,320,129006,3,3,1,2,4,0,0,1,0,0,0
5,12,1201,2,320,129006,3,5,2,,,,,,,,
5,12,1201,2,320,129006,4,5,1,2,2,0,0,1,0,0,0
5,12,1201,2,320,129006,4,3,1,2,3,0,0,1,0,0,0
5,12,1201,2,320,129006,4,1,1,3,4,1,0,1,0,0,0
5,12,1201,2,320,129006,4,4,1,2,2,0,0,1,0,0,0
5,12,1201,2,320,129006,4,2,1,2,3,0,0,1,0,0,0
5,12,1201,2,320,129010,1,5,2,,,,,,,,
5,12,1201,2,320,129010,1,4,1,28,4,1,1,0,0,0,1
5,12,1201,2,320,129010,1,7,1,8,3,0,0,1,0,0,0
5,12,1201,2,320,129010,1,2,1,10,5,0,1,1,0,0,0
5,12,1201,2,320,129010,1,1,1,24,5,1,1,0,0,0,1
5,12,1201,2,320,129010,1,6,2,,,,,,,,
5,12,1201,2,320,129010,1,3,1,8,5,0,0,1,0,0,0
5,12,1203,1,334,129014,1,2,1,6,1,0,1,1,1,0,0
5,12,1203,1,334,129014,1,3,1,8,2,1,0,1,0,0,0
5,12,1203,1,334,129014,1,1,1,20,2,1,1,1,1,0,0
5,12,1203,1,334,129017,1,5,2,,,,,,,,
5,12,1203,1,334,129017,1,2,1,15,4,1,1,0,0,0,1
5,12,1203,1,334,129017,1,1,1,10,3,1,0,0,0,0,1
5,12,1203,1,334,129017,1,3,1,2,2,0,0,0,0,0,1
5,12,1203,1,334,129017,1,6,2,,,,,,,,
5,12,1203,1,334,129017,1,4,1,3,2,0,1,0,0,0,0
5,12,1203,1,334,129021,1,2,1,3,2,1,0,0,0,0,0
5,12,1203,1,334,129021,1,1,1,3,4,1,0,0,0,0,1
5,12,1203,1,334,129021,1,3,1,3,4,0,0,1,0,0,0
5,12,1203,1,334,129021,2,3,1,3,3,0,0,1,0,0,0
5,12,1203,1,334,129021,2,1,1,4,4,1,0,0,0,0,0
5,12,1203,1,334,129021,2,2,1,3,4,1,0,0,0,0,0
5,12,1203,1,334,129021,3,3,2,,,,,,,,
5,12,1203,1,334,129021,3,1,1,4,4,1,0,0,0,0,0
5,12,1203,1,334,129021,3,2,1,3,3,0,0,1,0,0,0
5,12,1203,1,334,129023,2,4,1,8,4,0,1,1,0,0,0
5,12,1203,1,334,129023,2,1,1,40,2,0,0,1,0,0,0
5,12,1203,1,334,129023,2,3,1,10,4,0,1,1,0,0,0
5,12,1203,1,334,129023,2,2,1,30,3,0,1,0,0,0,0
5,12,1207,1,144,129025,1,4,2,,,,,,,,
5,12,1207,1,144,129025,1,3,2,,,,,,,,
5,12,1207,1,144,129025,1,2,1,8,5,1,0,1,0,0,0
5,12,1207,1,144,129025,1,6,2,,,,,,,,
5,12,1207,1,144,129025,1,7,2,,,,,,,,
5,12,1207,1,144,129025,1,5,1,7,4,1,1,0,0,0,0
5,12,1207,1,144,129025,1,1,1,8,7,1,1,0,0,0,0
