"zone","state","lga","sector","ea","hhid","plotid","indiv","s11c1q1a","s11c1q1b","s11c1q1c","s11c1q1d_1","s11c1q1d_2","s11c1q1d_3","s11c1q1d_4","s11c1q1d_5","s11c1q1d_6"
4,1,104,2,1020,19052,1,4,2,,,,,,,,
4,1,104,2,1020,19052,1,1,1,12,6,1,1,1,0,0,0
4,1,104,2,1020,19052,1,6,2,,,,,,,,
4,1,104,2,1020,19052,1,2,1,28,4,0,0,1,0,0,0
4,1,104,2,1020,19052,2,3,1,18,5,0,0,0,1,0,0
4,1,104,2,1020,19052,2,4,2,,,,,,,,
4,1,104,2,1020,19052,2,6,2,,,,,,,,
4,1,104,2,1020,19052,2,1,1,16,6,1,1,0,0,0,0
4,1,104,2,1020,19052,2,2,1,30,4,0,0,1,0,0,0
4,1,104,2,1020,19052,2,5,2,,,,,,,,
4,1,104,2,1020,19054,3,1,1,36,8,1,0,0,0,1,1
4,1,104,2,1020,19054,3,2,1,42,6,0,0,0,1,1,1
4,1,104,2,1020,19054,4,1,1,26,5,1,0,0,1,0,1
4,1,104,2,1020,19054,4,2,1,32,6,0,0,1,0,0,1
4,1,104,2,1020,19055,1,1,1,3,8,1,0,0,0,0,0
4,1,104,2,1020,19055,1,3,2,,,,,,,,
4,1,104,2,1020,19055,1,2,2,,,,,,,,
4,1,104,2,1020,19055,2,2,2,,,,,,,,
4,1,104,2,1020,19055,2,3,2,,,,,,,,
4,1,104,2,1020,19055,2,1,1,3,7,1,0,0,0,0,0
4,1,104,2,1020,19056,1,1,1,8,5,0,1,0,0,0,0
4,1,104,2,1020,19058,1,2,1,48,7,1,0,1,1,1,1
4,1,104,2,1020,19058,1,3,2,,,,,,,,
4,1,104,2,1020,19058,1,1,1,36,9,1,0,0,0,1,1
4,1,104,2,1020,19058,1,4,2,,,,,,,,
4,1,104,2,1020,19058,2,1,1,30,6,1,0,1,1,0,1
4,1,104,2,1020,19058,2,2,2,,,,,,,,
4,1,104,2,1020,19058,2,3,2,,,,,,,,
4,1,104,2,1020,19058,2,4,2,,,,,,,,
4,1,104,2,1020,19060,1,1,1,20,3,1,1,0,0,0,0
4,1,104,2,1020,19060,1,3,1,3,4,0,0,0,1,0,0
4,1,104,2,1020,19060,1,4,1,1,3,0,0,0,0,0,1
4,1,104,2,1020,19060,1,2,2,,,,,,,,
4,1,104,2,1020,19060,2,2,2,,,,,,,,
4,1,104,2,1020,19060,2,4,2,,,,,,,,
4,1,104,2,1020,19060,2,1,1,8,4,1,1,1,0,0,0
4,1,104,2,1020,19060,2,3,1,2,3,0,0,0,1,0,0
4,1,107,2,10,19061,1,1,1,4,7,0,1,1,0,0,0
4,1,107,2,10,19062,1,2,2,,,,,,,,
4,1,107,2,10,19062,1,1,1,5,6,0,1,1,0,0,0
4,1,107,2,10,19062,2,1,1,4,6,0,1,1,0,0,0
4,1,107,2,10,19062,2,2,2,,,,,,,,
4,1,107,2,10,19063,1,1,1,5,7,0,1,1,0,0,0
4,1,107,2,10,19063,1,2,1,3,5,0,0,1,0,0,0
4,1,107,2,10,19063,2,2,1,3,4,0,0,1,0,0,0
4,1,107,2,10,19063,2,1,1,29,6,0,1,1,1,0,1
4,1,107,2,10,19064,1,1,1,15,4,1,0,0,1,0,1
4,1,107,2,10,19064,1,2,1,20,5,1,1,1,0,0,0
4,1,107,2,10,19064,2,1,1,12,4,1,0,0,1,0,1
4,1,107,2,10,19064,2,2,1,15,5,1,1,1,0,0,0
4,1,107,2,10,19064,3,2,1,17,5,1,1,1,0,0,0
4,1,107,2,10,19064,3,1,1,15,4,1,0,0,1,0,1
4,1,107,2,10,19066,1,2,1,28,5,1,1,1,0,0,1
4,1,107,2,10,19066,1,3,1,6,3,0,1,1,0,0,0
4,1,107,2,10,19066,1,1,1,15,4,1,0,0,1,0,0
4,1,107,2,10,19066,2,2,1,25,5,0,1,1,0,0,1
4,1,107,2,10,19066,2,3,1,3,3,0,1,1,0,0,0
4,1,107,2,10,19066,2,1,1,12,4,1,1,1,0,0,1
4,1,107,2,10,19068,1,2,1,25,6,1,1,1,0,0,0
4,1,107,2,10,19068,1,1,1,20,5,1,0,0,1,0,1
4,1,107,2,10,19068,2,2,1,22,6,1,1,1,0,0,0
4,1,107,2,10,19068,2,1,1,20,5,1,0,0,1,0,1
4,1,107,2,10,19069,1,2,1,22,6,0,1,1,0,0,0
4,1,107,2,10,19069,1,1,1,10,5,1,0,0,0,0,1
4,1,107,2,10,19069,1,3,1,10,5,0,1,1,1,0,0
4,1,107,2,10,19069,1,4,1,5,4,0,0,0,1,0,0
4,1,107,2,10,19069,2,1,1,15,5,1,1,0,0,0,0
4,1,107,2,10,19069,2,2,1,30,6,0,1,1,0,0,1
4,1,107,2,10,19069,2,3,1,8,5,0,0,1,1,0,0
4,1,107,2,10,19069,2,4,2,,,,,,,,
4,1,107,2,10,19070,1,1,1,10,5,1,0,0,0,0,1
4,1,107,2,10,19070,1,2,1,20,6,0,1,1,0,1,0
4,1,107,2,10,19070,1,4,1,5,4,0,0,0,1,0,0
4,1,107,2,10,19070,1,3,1,8,6,1,0,0,1,0,0
4,1,107,2,10,19070,2,1,1,5,5,1,1,0,0,0,0
4,1,107,2,10,19070,2,3,1,3,4,0,0,0,1,0,0
4,1,107,2,10,19070,2,2,1,15,5,0,1,1,0,0,1
4,1,107,2,10,19070,2,4,1,5,4,0,0,0,1,0,0
4,1,107,2,10,19070,3,3,1,10,5,0,0,0,1,0,0
4,1,107,2,10,19070,3,1,1,5,6,1,1,0,0,0,1
4,1,107,2,10,19070,3,2,1,25,5,0,1,1,0,1,0
4,1,107,2,10,19070,3,4,1,6,4,0,0,0,1,0,0
4,1,107,2,10,19070,4,2,1,15,5,0,1,1,0,1,0
4,1,107,2,10,19070,4,3,1,4,5,1,0,0,1,0,0
4,1,107,2,10,19070,4,1,1,5,3,1,0,0,0,1,0
4,1,107,2,10,19070,4,4,2,,,,,,,,
4,1,107,2,10,19071,1,3,1,20,4,0,1,1,1,0,0
4,1,107,2,10,19071,1,1,1,15,5,1,0,0,0,0,1
4,1,107,2,10,19071,1,2,1,25,6,0,1,1,0,0,0
4,1,107,2,10,19071,1,5,1,5,3,0,1,0,0,0,0
4,1,107,2,10,19071,1,4,1,10,4,0,1,0,1,0,0
4,1,107,2,10,19071,2,1,1,5,4,1,0,0,1,0,0
4,1,107,2,10,19071,2,3,1,10,4,0,1,1,1,0,0
4,1,107,2,10,19071,2,5,2,,,,,,,,
4,1,107,2,10,19071,2,2,1,15,5,0,1,1,0,0,1
4,1,107,2,10,19071,2,4,2,,,,,,,,
4,1,107,2,10,19071,3,3,1,10,4,0,0,1,1,1,0
4,1,107,2,10,19071,3,4,1,5,3,0,0,0,1,0,0
4,1,107,2,10,19071,3,2,1,20,5,0,1,1,0,1,1
4,1,107,2,10,19071,3,5,1,5,3,0,0,0,1,0,0
4,1,107,2,10,19071,3,1,1,6,4,1,0,0,0,0,0
4,1,107,2,10,19072,1,2,1,75,7,1,1,1,1,0,1
4,1,107,2,10,19072,1,3,1,12,3,1,0,0,1,0,0
4,1,107,2,10,19072,1,4,1,16,3,0,1,1,1,0,0
4,1,107,2,10,19072,1,1,2,,,,,,,,
4,1,107,2,10,19072,1,5,1,68,6,0,1,1,1,0,1
4,1,107,2,10,19072,2,2,1,80,3,0,1,1,1,0,1
4,1,107,2,10,19072,2,1,2,,,,,,,,
4,1,107,2,10,19072,2,3,2,,,,,,,,
4,1,107,2,10,19072,2,4,1,11,2,0,0,1,1,0,0
4,1,107,2,10,19072,2,5,1,49,5,0,1,1,1,0,0
4,1,107,2,10,19072,3,2,1,18,3,0,1,1,0,0,0
4,1,107,2,10,19072,3,1,2,,,,,,,,
4,1,107,2,10,19072,3,3,2,,,,,,,,
4,1,107,2,10,19072,3,4,1,7,2,0,1,0,1,0,0
4,1,107,2,10,19072,3,5,1,4,2,0,1,0,1,0,0
4,1,107,2,10,19072,4,1,1,15,5,0,0,0,0,0,1
4,1,107,2,10,19072,4,5,1,18,5,0,1,1,1,0,0
4,1,107,2,10,19072,4,4,1,15,3,0,1,1,1,0,0
4,1,107,2,10,19072,4,3,1,12,3,0,1,1,1,0,0
4,1,107,2,10,19072,4,2,1,21,4,0,1,1,1,0,1
4,1,107,2,10,19072,5,5,1,11,5,0,1,1,1,0,0
4,1,107,2,10,19072,5,4,2,,,,,,,,
4,1,107,2,10,19072,5,1,1,8,3,0,0,0,0,0,1
4,1,107,2,10,19072,5,3,2,,,,,,,,
4,1,107,2,10,19072,5,2,1,15,6,0,1,1,1,0,1
4,1,107,2,10,19072,7,4,2,,,,,,,,
4,1,107,2,10,19072,7,3,2,,,,,,,,
4,1,107,2,10,19072,7,5,1,10,4,0,1,1,1,0,0
4,1,107,2,10,19072,7,1,2,,,,,,,,
4,1,107,2,10,19072,7,2,1,23,5,0,1,1,1,0,1
4,1,107,2,1322,19073,1,1,1,20,5,1,0,0,0,0,1
4,1,107,2,1322,19073,1,2,1,25,6,0,1,1,0,0,0
4,1,107,2,1322,19073,1,4,2,,,,,,,,
4,1,107,2,1322,19073,1,5,1,20,5,0,1,1,0,0,0
4,1,107,2,1322,19073,1,3,1,25,6,0,1,1,1,0,0
4,1,107,2,1322,19073,3,4,1,10,5,1,1,0,0,0,0
4,1,107,2,1322,19073,3,2,1,25,6,0,1,1,1,0,0
4,1,107,2,1322,19073,3,1,1,30,6,1,0,0,0,0,1
4,1,107,2,1322,19073,3,3,1,20,5,0,1,1,1,1,0
4,1,107,2,1322,19073,3,5,1,25,5,0,0,1,1,1,0
4,1,107,2,1322,19073,4,5,1,15,6,0,1,1,1,0,0
4,1,107,2,1322,19073,4,2,1,15,6,0,1,1,0,1,0
4,1,107,2,1322,19073,4,1,1,15,5,1,0,0,1,0,1
4,1,107,2,1322,19073,4,3,1,20,5,0,0,1,0,1,0
4,1,107,2,1322,19073,4,4,2,,,,,,,,
4,1,107,2,1322,19075,1,2,1,20,5,0,1,1,0,0,0
4,1,107,2,1322,19075,1,4,1,25,5,0,0,1,1,0,0
4,1,107,2,1322,19075,1,3,2,,,,,,,,
4,1,107,2,1322,19075,1,1,1,10,3,1,1,0,0,0,1
4,1,107,2,1322,19075,2,1,1,12,4,1,1,0,0,0,1
4,1,107,2,1322,19075,2,2,1,25,5,0,1,1,0,0,0
4,1,107,2,1322,19075,2,4,1,25,5,0,1,1,1,0,0
4,1,107,2,1322,19075,2,3,1,5,6,0,1,1,1,0,0
4,1,107,2,1322,19076,1,1,2,,,,,,,,
4,1,107,2,1322,19076,1,2,1,30,4,1,1,1,0,0,0
4,1,107,2,1322,19076,1,6,1,20,4,0,0,1,1,0,0
4,1,107,2,1322,19076,1,3,2,,,,,,,,
4,1,107,2,1322,19076,2,3,2,,,,,,,,
4,1,107,2,1322,19076,2,1,2,,,,,,,,
4,1,107,2,1322,19076,2,2,1,25,4,1,1,0,0,0,1
4,1,107,2,1322,19076,2,6,1,10,3,0,1,1,1,0,0
4,1,107,2,1322,19077,1,1,1,4,3,0,0,1,0,0,0
4,1,107,2,1322,19077,2,1,1,2,4,0,0,1,0,0,1
4,1,107,2,1322,19079,1,1,1,33,7,0,1,1,1,0,1
4,1,107,2,1322,19080,2,2,1,3,5,0,0,1,0,0,0
4,1,107,2,1322,19080,2,3,1,3,5,0,0,1,0,0,0
4,1,107,2,1322,19080,2,5,1,3,5,0,0,1,0,0,0
4,1,107,2,1322,19080,2,1,1,3,5,0,1,1,0,0,0
4,1,107,2,1322,19080,2,4,1,3,5,0,0,1,0,0,0
4,1,107,2,1322,19080,3,1,1,3,5,0,0,1,0,0,0
4,1,107,2,1322,19080,3,4,1,3,5,0,0,1,0,0,0
4,1,107,2,1322,19080,3,2,1,3,5,0,0,1,0,0,0
4,1,107,2,1322,19080,3,5,1,3,5,0,0,1,0,0,0
4,1,107,2,1322,19080,3,3,1,3,5,0,0,1,0,0,0
4,1,107,2,1322,19081,1,3,1,35,4,1,1,1,1,0,0
4,1,107,2,1322,19081,1,1,1,30,5,1,1,1,0,0,1
4,1,107,2,1322,19081,1,4,1,25,3,1,1,1,0,0,0
4,1,107,2,1322,19081,1,2,1,20,3,1,0,0,1,0,1
4,1,107,2,1322,19081,2,2,1,20,3,1,0,0,1,0,0
4,1,107,2,1322,19081,2,4,1,15,4,0,1,1,0,0,0
4,1,107,2,1322,19081,2,3,1,15,4,0,1,1,0,0,0
4,1,107,2,1322,19081,2,1,1,28,5,1,1,1,0,0,1
4,1,107,2,1322,19082,1,1,1,25,5,1,1,1,0,0,1
4,1,107,2,1322,19082,1,2,1,15,4,1,0,0,0,0,1
4,1,107,2,1322,19082,1,3,1,15,4,1,0,0,1,0,0
4,1,107,2,1322,19082,2,2,1,10,4,1,0,0,1,0,1
4,1,107,2,1322,19082,2,3,1,14,3,0,1,1,0,0,0
4,1,107,2,1322,19082,2,1,1,12,5,1,1,0,0,0,1
4,1,107,2,1322,19082,3,2,1,15,3,1,1,1,0,0,0
4,1,107,2,1322,19082,3,1,1,15,5,1,1,1,0,0,0
4,1,107,2,1322,19082,3,3,1,10,3,0,1,1,0,0,0
4,1,107,2,1322,19082,4,1,1,12,5,1,1,1,0,0,1
4,1,107,2,1322,19082,4,3,1,10,3,0,1,1,0,0,0
4,1,107,2,1322,19082,4,2,1,10,3,1,0,1,0,0,0
4,1,107,2,1322,19082,5,3,1,11,3,0,1,1,0,0,0
4,1,107,2,1322,19082,5,1,1,12,5,1,0,1,0,0,1
4,1,107,2,1322,19082,5,2,1,10,4,1,0,1,0,0,0
4,1,107,2,1322,19082,6,2,1,7,3,1,0,0,0,0,0
4,1,107,2,1322,19082,6,1,1,10,5,1,1,0,0,0,0
4,1,107,2,1322,19082,6,3,1,8,4,0,1,1,0,0,0
4,1,107,2,1322,19084,1,2,1,25,5,1,1,1,0,0,0
4,1,107,2,1322,19084,1,3,1,15,3,0,1,1,0,0,0
4,1,107,2,1322,19084,1,6,1,8,2,0,1,1,0,0,0
4,1,107,2,1322,19084,1,5,1,10,2,1,1,0,0,0,0
4,1,107,2,1322,19084,1,7,1,9,2,0,1,1,0,0,0
4,1,107,2,1322,19084,1,4,1,10,2,0,1,1,0,0,0
4,1,107,2,1322,19084,1,1,1,20,4,1,0,0,0,0,1
4,1,107,2,1322,19084,2,7,1,8,2,0,1,1,0,0,0
4,1,107,2,1322,19084,2,1,1,15,4,1,0,0,1,0,0
4,1,107,2,1322,19084,2,4,1,8,3,0,1,1,0,0,0
4,1,107,2,1322,19084,2,2,1,18,5,1,1,1,0,0,0
4,1,107,2,1322,19084,2,6,1,7,2,0,1,1,0,0,0
4,1,107,2,1322,19084,2,3,1,10,3,0,1,1,0,0,0
4,1,107,2,1322,19084,2,5,1,7,3,0,1,1,0,0,0
4,1,107,2,1322,19084,3,7,1,5,2,0,1,1,0,0,0
4,1,107,2,1322,19084,3,5,1,8,3,0,1,1,0,0,0
4,1,107,2,1322,19084,3,3,1,10,3,0,1,1,0,0,0
4,1,107,2,1322,19084,3,4,1,6,3,0,1,1,0,0,0
4,1,107,2,1322,19084,3,6,1,7,3,0,1,1,0,0,0
4,1,107,2,1322,19084,3,1,1,15,4,1,0,0,1,0,0
4,1,107,2,1322,19084,3,2,1,25,5,1,1,1,0,0,0
4,1,109,2,1214,19085,1,2,1,30,5,0,1,1,0,0,0
4,1,109,2,1214,19085,1,1,1,20,5,0,1,0,0,0,1
4,1,109,2,1214,19085,2,2,1,25,5,0,1,1,1,1,0
4,1,109,2,1214,19085,2,1,1,15,6,0,1,0,0,0,1
4,1,109,2,1214,19087,1,3,2,,,,,,,,
4,1,109,2,1214,19087,1,2,1,14,2,0,1,1,0,0,0
4,1,109,2,1214,19087,1,1,1,18,4,0,1,1,0,0,1
4,1,109,2,1214,19087,2,1,1,3,4,0,0,1,0,0,0
4,1,109,2,1214,19087,2,3,2,,,,,,,,
4,1,109,2,1214,19087,2,2,1,4,2,0,1,1,0,0,0
4,1,109,2,1214,19087,3,2,1,3,2,0,0,1,0,0,0
4,1,109,2,1214,19087,3,3,2,,,,,,,,
4,1,109,2,1214,19087,3,1,1,3,4,0,0,1,0,0,0
4,1,109,2,1214,19088,1,6,1,2,6,0,0,1,0,0,0
4,1,109,2,1214,19088,1,1,1,21,6,1,1,0,0,0,0
4,1,109,2,1214,19088,1,4,2,,,,,,,,
4,1,109,2,1214,19088,1,2,1,4,6,0,1,1,0,0,0
4,1,109,2,1214,19088,2,2,1,4,6,0,1,1,0,0,0
4,1,109,2,1214,19088,2,1,1,4,6,1,0,0,0,0,0
4,1,109,2,1214,19088,2,6,1,2,6,0,0,1,0,0,0
4,1,109,2,1214,19088,2,4,2,,,,,,,,
4,1,109,2,1214,19089,1,1,1,4,6,0,1,1,0,0,0
4,1,109,2,1214,19089,1,2,1,2,4,0,0,1,0,0,0
4,1,109,2,1214,19089,1,3,2,,,,,,,,
4,1,109,2,1214,19089,2,3,2,,,,,,,,
4,1,109,2,1214,19089,2,1,1,4,6,0,1,1,0,0,0
4,1,109,2,1214,19089,2,2,1,2,4,0,0,1,0,0,0
4,1,109,2,1214,19089,3,1,1,4,6,0,1,1,0,0,0
4,1,109,2,1214,19089,3,2,1,2,4,0,0,1,0,0,0
4,1,109,2,1214,19089,3,3,2,,,,,,,,
4,1,109,2,1214,19091,1,1,1,30,6,1,1,0,0,0,1
4,1,109,2,1214,19091,2,1,1,25,5,1,0,0,0,0,1
4,1,109,2,1214,19091,3,1,1,20,5,1,1,0,0,0,1
4,1,109,2,1214,19091,4,1,1,22,5,1,0,0,1,0,0
4,1,109,2,1214,19091,5,1,1,20,5,1,1,0,1,1,0
4,1,109,2,1214,19092,1,2,1,15,4,1,1,1,0,0,0
4,1,109,2,1214,19092,1,1,1,10,3,1,0,0,1,0,1
4,1,109,2,1214,19092,1,3,1,4,1,0,1,0,0,0,0
4,1,109,2,1214,19092,2,1,1,8,3,1,0,0,1,0,0
4,1,109,2,1214,19092,2,2,1,12,4,0,1,1,0,0,0
4,1,109,2,1214,19092,2,3,1,3,1,0,1,0,0,0,0
4,1,109,2,1214,19093,1,2,1,16,3,0,1,0,0,0,0
4,1,109,2,1214,19093,1,1,1,36,5,0,1,0,0,0,1
4,1,109,2,1214,19093,2,2,1,12,2,0,1,0,0,0,0
4,1,109,2,1214,19093,2,1,1,25,3,0,1,1,1,0,1
4,1,109,2,1214,19093,3,2,2,,,,,,,,
4,1,109,2,1214,19093,3,1,1,19,3,0,1,1,1,0,1
4,1,109,2,1214,19093,4,1,1,49,3,0,1,1,1,0,1
4,1,109,2,1214,19093,4,2,2,,,,,,,,
4,1,109,2,1214,19093,5,2,1,9,3,0,1,1,0,0,0
4,1,109,2,1214,19093,5,1,1,15,3,0,1,1,1,0,1
4,1,109,2,1214,19094,1,3,1,10,3,1,1,1,0,0,0
4,1,109,2,1214,19094,1,2,1,25,5,1,1,1,0,0,0
4,1,109,2,1214,19094,1,5,1,8,4,1,0,0,1,0,0
4,1,109,2,1214,19094,1,1,1,15,4,1,1,0,0,0,1
4,1,109,2,1214,19094,1,4,1,12,3,0,1,1,0,0,0
4,1,109,2,1214,19094,3,5,1,9,4,1,0,0,1,0,0
4,1,109,2,1214,19094,3,4,1,10,3,0,1,1,0,0,0
4,1,109,2,1214,19094,3,1,1,20,5,0,1,1,0,0,0
4,1,109,2,1214,19094,3,2,1,20,6,1,1,1,0,0,0
4,1,109,2,1214,19094,3,3,1,10,4,0,1,1,0,0,0
4,1,109,2,1214,19095,1,3,1,15,5,0,0,0,1,0,0
4,1,109,2,1214,19095,1,2,1,20,5,0,1,1,0,0,1
4,1,109,2,1214,19095,1,1,2,,,,,,,,
4,1,109,2,1214,19095,3,2,1,15,5,0,1,1,0,0,1
4,1,109,2,1214,19095,3,1,2,,,,,,,,
4,1,109,2,1214,19095,3,3,1,5,5,0,0,0,1,0,0
4,1,109,2,1214,19096,1,1,1,25,5,0,1,1,0,0,1
4,1,109,2,1214,19096,2,1,1,20,5,1,1,1,0,0,1
4,1,109,2,1214,19096,4,1,1,15,6,1,1,1,0,0,1
4,1,109,2,1792,19097,1,5,2,,,,,,,,
4,1,109,2,1792,19097,1,1,1,56,8,1,0,0,0,0,1
4,1,109,2,1792,19097,1,6,2,,,,,,,,
4,1,109,2,1792,19097,1,2,1,56,8,0,1,0,1,0,0
4,1,109,2,1792,19097,1,4,1,26,4,0,0,1,0,0,0
4,1,109,2,1792,19097,1,3,1,26,4,0,1,1,0,0,0
4,1,109,2,1792,19097,2,5,2,,,,,,,,
4,1,109,2,1792,19097,2,1,1,56,8,1,0,0,1,0,1
4,1,109,2,1792,19097,2,4,1,26,8,0,1,0,0,0,0
4,1,109,2,1792,19097,2,6,2,,,,,,,,
4,1,109,2,1792,19097,2,3,1,26,8,0,1,0,0,0,0
4,1,109,2,1792,19097,2,2,1,56,8,1,1,0,1,0,0
4,1,109,2,1792,19097,4,4,1,26,4,0,1,0,1,0,0
4,1,109,2,1792,19097,4,2,1,56,8,0,1,0,1,0,0
4,1,109,2,1792,19097,4,1,1,56,8,1,1,0,0,0,1
4,1,109,2,1792,19097,4,3,1,26,4,0,1,0,1,0,0
4,1,109,2,1792,19097,4,6,2,,,,,,,,
4,1,109,2,1792,19097,4,5,2,,,,,,,,
4,1,109,2,1792,19098,1,1,1,24,7,1,1,0,1,0,1
4,1,109,2,1792,19098,2,1,1,28,7,0,1,1,1,0,1
4,1,109,2,1792,19099,1,2,1,25,6,0,1,1,0,0,0
4,1,109,2,1792,19099,1,1,1,20,5,1,1,0,0,0,1
4,1,109,2,1792,19099,2,1,1,25,5,1,1,0,0,0,1
4,1,109,2,1792,19099,2,2,1,25,6,0,1,1,0,1,0
4,1,109,2,1792,19100,1,3,1,16,6,0,1,1,1,0,0
4,1,109,2,1792,19100,1,1,1,35,7,1,1,0,0,0,1
4,1,109,2,1792,19100,1,4,1,16,6,0,1,1,1,0,0
4,1,109,2,1792,19100,1,2,1,30,6,0,1,1,0,1,0
4,1,109,2,1792,19100,1,6,2,,,,,,,,
4,1,109,2,1792,19100,1,7,2,,,,,,,,
4,1,109,2,1792,19100,2,4,1,10,6,0,1,1,1,0,0
4,1,109,2,1792,19100,2,3,1,10,6,0,1,1,1,0,0
4,1,109,2,1792,19100,2,1,1,40,7,1,0,0,1,0,1
4,1,109,2,1792,19100,2,6,2,,,,,,,,
4,1,109,2,1792,19100,2,2,1,30,6,0,1,1,0,1,0
4,1,109,2,1792,19100,2,7,2,,,,,,,,
4,1,109,2,1792,19101,1,2,1,25,5,0,1,1,0,0,0
4,1,109,2,1792,19101,1,3,2,,,,,,,,
4,1,109,2,1792,19101,1,5,1,25,5,0,1,1,1,0,0
4,1,109,2,1792,19101,1,4,1,20,5,0,1,1,1,0,0
4,1,109,2,1792,19101,1,1,1,30,5,1,1,0,0,0,1
4,1,109,2,1792,19101,2,4,1,15,7,0,1,1,1,0,0
4,1,109,2,1792,19101,2,2,1,25,7,0,1,1,0,1,0
4,1,109,2,1792,19101,2,1,1,25,7,1,1,0,0,0,1
4,1,109,2,1792,19101,2,3,2,,,,,,,,
4,1,109,2,1792,19101,2,5,1,25,7,0,1,1,1,0,0
4,1,109,2,1792,19103,1,3,1,20,5,1,1,0,0,0,1
4,1,109,2,1792,19103,1,2,1,15,4,1,0,0,1,0,0
4,1,109,2,1792,19103,1,1,1,25,6,1,0,0,1,0,1
4,1,109,2,1792,19104,1,2,1,30,6,1,1,1,0,0,0
4,1,109,2,1792,19104,1,1,1,26,5,1,0,0,1,0,1
4,1,109,2,1792,19104,1,3,1,15,4,1,0,0,1,0,0
4,1,109,2,1792,19104,1,5,1,15,4,0,1,1,0,0,0
4,1,109,2,1792,19104,1,4,1,12,3,0,1,1,0,0,0
4,1,109,2,1792,19104,2,1,1,26,5,1,0,0,1,0,1
4,1,109,2,1792,19104,2,5,1,12,4,1,1,1,0,0,0
4,1,109,2,1792,19104,2,2,1,28,6,1,1,1,0,0,0
4,1,109,2,1792,19104,2,3,1,12,4,1,0,0,1,0,0
4,1,109,2,1792,19104,2,4,1,15,4,1,1,1,0,0,0
4,1,109,2,1792,19105,1,2,1,30,6,1,1,1,0,0,0
4,1,109,2,1792,19105,1,1,1,28,6,1,0,0,1,0,1
4,1,109,2,1792,19105,1,4,1,10,4,0,1,1,1,0,0
4,1,109,2,1792,19105,1,3,1,12,4,1,1,1,0,0,0
4,1,109,2,1792,19105,1,6,1,8,3,0,1,1,0,0,0
4,1,109,2,1792,19105,1,5,1,10,4,0,1,1,1,0,0
4,1,109,2,1792,19105,2,5,1,9,3,0,1,1,0,0,0
4,1,109,2,1792,19105,2,4,1,10,4,1,1,1,0,0,0
4,1,109,2,1792,19105,2,1,1,18,5,1,0,0,1,0,1
4,1,109,2,1792,19105,2,6,1,3,4,1,1,1,0,0,0
4,1,109,2,1792,19105,2,2,1,25,5,1,1,1,0,0,0
4,1,109,2,1792,19105,2,3,1,12,4,1,1,1,0,0,0
4,1,109,2,1792,19105,3,4,1,7,4,0,1,1,0,0,0
4,1,109,2,1792,19105,3,2,1,18,5,1,1,1,0,0,0
4,1,109,2,1792,19105,3,3,1,8,4,1,1,1,0,0,0
4,1,109,2,1792,19105,3,1,1,15,6,1,0,0,1,0,1
4,1,109,2,1792,19105,3,5,1,8,3,0,1,1,0,0,0
4,1,109,2,1792,19105,3,6,1,6,3,0,1,1,0,0,0
4,1,109,2,1792,19105,4,3,1,9,3,1,1,1,0,0,0
4,1,109,2,1792,19105,4,2,1,12,5,1,1,1,0,0,0
4,1,109,2,1792,19105,4,5,1,7,4,1,1,1,0,0,0
4,1,109,2,1792,19105,4,6,1,6,3,0,1,1,0,0,0
4,1,109,2,1792,19105,4,4,1,9,4,1,1,1,0,0,0
4,1,109,2,1792,19105,4,1,1,11,4,1,0,0,1,0,1
4,1,109,2,1792,19106,1,4,1,21,4,0,1,1,1,0,0
4,1,109,2,1792,19106,1,6,1,38,3,1,0,0,1,0,1
4,1,109,2,1792,19106,1,7,1,38,4,0,1,1,0,0,1
4,1,109,2,1792,19106,1,3,1,19,4,1,1,1,1,0,0
4,1,109,2,1792,19106,1,1,2,,,,,,,,
4,1,109,2,1792,19106,2,6,1,18,4,1,1,0,0,0,1
4,1,109,2,1792,19106,2,1,2,,,,,,,,
4,1,109,2,1792,19106,2,7,1,21,4,0,1,1,1,0,1
4,1,109,2,1792,19106,2,4,1,19,4,0,1,1,1,0,0
4,1,109,2,1792,19106,2,3,1,16,4,1,1,0,1,0,0
4,1,109,2,1792,19107,1,1,1,52,6,1,1,0,0,0,1
4,1,109,2,1792,19107,1,4,1,52,6,1,1,0,0,0,0
4,1,109,2,1996,19110,1,1,1,52,7,1,1,0,0,0,1
4,1,109,2,1996,19110,1,2,1,38,8,1,1,0,0,0,0
4,1,109,2,1996,19110,1,4,1,21,3,0,1,1,0,0,0
4,1,109,2,1996,19110,1,3,1,20,2,0,1,1,0,0,0
4,1,109,2,1996,19110,2,4,1,15,1,0,0,1,0,0,0
4,1,109,2,1996,19110,2,3,1,20,2,0,1,1,0,0,0
4,1,109,2,1996,19110,2,2,1,30,7,1,0,0,0,0,0
4,1,109,2,1996,19110,2,1,1,30,8,0,1,0,0,0,1
4,1,109,2,1996,19111,1,1,1,40,6,1,0,0,0,0,1
4,1,109,2,1996,19111,1,3,2,,,,,,,,
4,1,109,2,1996,19111,1,2,1,20,2,1,0,0,0,0,0
4,1,109,2,1996,19111,2,2,1,20,2,1,0,0,0,0,0
4,1,109,2,1996,19111,2,3,2,,,,,,,,
4,1,109,2,1996,19111,2,1,1,40,7,1,0,0,0,0,1
4,1,109,2,1996,19112,1,2,1,45,5,0,1,0,0,0,0
4,1,109,2,1996,19112,1,1,1,84,5,1,1,1,0,0,1
