"zone","state","lga","sector","ea","hhid","plotid","cropcode","sa3iq3","sa3iq4","sa3iq4_os","sa3iq4a1","sa3iq4a2","sa3iq4b","sa3iq4c","sa3iq5","sa3iq6i","sa3iq6ii","sa3iq6_4","sa3iq6_2","sa3iq6_conv","sa3iq6a","sa3iq6b","sa3iq6c1","sa3iq6c2","sa3iq6d1","sa3iq6d2","sa3iq6d4","sa3iq6d2a","sa3iq6d_conv","sa3iq6e_1","sa3iq6e_2","sa3iq6e_3","sa3iq6e_4","sa3iq6e_5","sa3iq6e_6","sa3iq6e_7","sa3iq6e_8"
5,12,1207,1,144,129032,6,1020,2,9,,,,,,,,,,,,,,,,10,150,2,,46,2,,,,,,,
5,12,1207,1,144,129032,7,1080,1,,,10,2018,2,,,2,130,12,1,36,5000,1,10,2018,,,,,,2,,,,,,,
5,12,1207,1,144,129032,8,1060,1,,,9,2018,2,,,1,130,12,1,70,12000,1,10,2018,,,,,,9,,,,,,,
5,12,1207,1,144,129032,8,1121,1,,,10,2018,2,,,3,170,,,53.9049987792969,10000,1,11,2018,,,,,,9,,,,,,,
5,12,1207,1,144,129032,9,1020,2,9,,,,,,,,,,,,,,,,15,150,2,,46,9,,,,,,,
5,12,1207,1,144,129032,9,1080,1,,,8,2018,2,,,1,130,12,1,36,2500,1,9,2018,,,,,,9,,,,,,,
5,12,1207,1,144,129034,1,1020,2,9,,,,,,,,,,,,,,,,4,150,2,,46,1,,,,,,,
5,12,1207,1,144,129034,1,1090,1,,,9,2018,2,,,4,11,,1,2.10999989509583,11000,1,9,2018,,,,,,1,,,,,,,
5,12,1207,1,144,129034,1,1121,1,,,11,2018,2,,,3,170,,,53.9049987792969,15000,1,12,2018,,,,,,1,,,,,,,
5,12,1207,1,144,129034,1,1122,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1207,1,144,129034,2,1020,2,9,,,,,,,,,,,,,,,,1,170,,,122.282997131348,1,,,,,,,
5,12,1207,1,144,129034,2,1090,1,,,6,2018,2,,,1,11,,1,2.10999989509583,2200,1,8,2018,,,,,,1,,,,,,,
5,12,1207,1,144,129034,3,1020,2,9,,,,,,,,,,,,,,,,5,170,,,122.282997131348,1,,,,,,,
5,12,1207,1,144,129034,3,1060,1,,,10,2018,2,,,1,150,2,1,12.1520004272461,1500,1,11,2018,,,,,,1,,,,,,,
5,12,1207,1,144,129034,3,1080,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1207,1,144,129034,3,1090,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1207,1,144,129034,3,1100,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1207,1,144,129034,4,1060,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1207,1,144,129034,4,1080,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1207,1,144,129034,4,1090,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1207,1,144,129034,5,1020,2,9,,,,,,,,,,,,,,,,3,130,11,,50,1,,,,,,,
5,12,1208,2,76,129038,1,1020,2,11,"NOT YET MATURED FOR HARVEST",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,76,129038,1,1080,1,,,8,2018,2,,,9,140,2,1,4.96979999542236,22500,1,9,2018,,,,,,1,,,,,,,
5,12,1208,2,76,129038,2,1121,1,,,10,2018,2,,,120,211,2,,5.88000011444092,45000,2,,,100,211,2,,5.88000011444092,1,,,,,,,
5,12,1208,2,76,129039,2,2181,1,,,10,2018,2,,,3,150,2,,27.2000007629395,6000,1,11,2018,,,,,,1,2,,,,,,
5,12,1208,2,76,129039,3,1020,1,,,12,2018,1,1,25,1,150,2,,46,4000,2,,,10,150,2,,46,1,2,,,,,,
5,12,1208,2,76,129040,3,1020,1,,,11,2018,2,,,10,130,11,,50,10000,2,,,2,130,11,,50,1,2,8,,,,,
5,12,1208,2,76,129040,3,1080,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,76,129040,3,2181,1,,,12,2018,2,,,5,90,1,,1.13499999046326,2500,1,12,2018,,,,,,1,2,,,,,,
5,12,1208,2,76,129040,4,1020,2,9,,,,,,,,,,,,,,,,12,130,11,,50,8,,,,,,,
5,12,1208,2,76,129040,5,1020,2,9,,,,,,,,,,,,,,,,8,130,11,,50,1,,,,,,,
5,12,1208,2,76,129040,5,1121,1,,,12,2018,2,,,150,211,1,,2.95499992370605,37500,1,1,2019,,,,,,1,2,8,,,,,
5,12,1208,2,76,129041,1,1020,2,11,"NOT YET MATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,76,129041,2,1020,2,11,"NOT YET MATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,76,129041,3,1080,1,,,9,2018,2,,,5,150,2,1,20.6640014648438,12500,1,9,2018,,,,,,1,,,,,,,
5,12,1208,2,76,129042,1,1020,2,9,,,,,,,,,,,,,,,,3,130,12,,100,1,,,,,,,
5,12,1208,2,76,129042,1,1080,1,,,10,2018,2,,,2,130,11,1,18,10000,1,11,2018,,,,,,1,,,,,,,
5,12,1208,2,76,129042,2,1020,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,76,129042,2,1121,1,,,12,2018,2,,,3,130,11,,50,30000,1,1,2019,,,,,,1,,,,,,,
5,12,1208,2,76,129043,1,1121,1,,,10,2018,2,,,300,211,1,,2.95499992370605,60000,1,11,2018,,,,,,1,,,,,,,
5,12,1208,2,76,129043,4,1020,2,9,,,,,,,,,,,,,,,,5,150,2,,46,1,,,,,,,
5,12,1208,2,76,129044,2,1020,2,9,,,,,,,,,,,,,,,,4,130,11,,50,1,2,,,,,,
5,12,1208,2,76,129044,3,1121,1,,,11,2018,2,,,6,130,11,,50,60000,1,12,2018,,,,,,1,2,,,,,,
5,12,1208,2,76,129044,4,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,2,,,,,,,
5,12,1208,2,76,129044,6,1020,2,9,,,,,,,,,,,,,,,,9,130,12,,100,1,2,,,,,,
5,12,1208,2,76,129044,7,1121,1,,,11,2018,2,,,2,130,11,,50,20000,1,12,2018,,,,,,1,2,,,,,,
5,12,1208,2,76,129044,8,1122,1,,,12,2018,2,,,2,130,11,,50,20000,1,12,2018,,,,,,1,2,7,,,,,
5,12,1208,2,76,129044,9,1123,1,,,11,2018,2,,,2,150,2,,58,14000,1,12,2018,,,,,,1,,,,,,,
5,12,1208,2,76,129046,1,1121,1,,,8,2018,2,,,140,211,1,,2.95499992370605,87000,1,12,2018,,,,,,1,,,,,,,
5,12,1208,2,76,129046,2,1010,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,76,129046,3,1020,2,11,"NOT YET MATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,76,129046,4,1020,2,11,"NOT YET MATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,76,129047,1,1020,2,9,,,,,,,,,,,,,,,,15,130,12,,100,1,2,3,,,,,
5,12,1208,2,76,129047,1,1080,1,,,8,2018,2,,,2,150,1,1,6.30000019073486,3000,1,8,2018,,,,,,1,2,3,,,,,
5,12,1208,2,76,129048,1,1020,1,,,10,2018,1,1,50,5,150,2,,46,10000,2,,,5,150,2,,46,1,9,,,,,,
5,12,1208,2,76,129048,2,1020,1,,,10,2018,2,,,3,150,2,,46,6000,1,10,2018,,,,,,1,9,,,,,,
5,12,1208,2,76,129048,3,1020,1,,,10,2018,2,,,5,150,2,,46,10000,1,10,2018,,,,,,1,9,,,,,,
5,12,1208,2,76,129048,4,1020,1,,,11,2018,1,1,50,2,150,2,,46,4000,2,,,2,150,2,,46,1,9,,,,,,
5,12,1208,2,630,129050,1,1020,1,,,11,2018,2,,,15,130,11,,50,75000,2,,,8,130,11,,50,1,,,,,,,
5,12,1208,2,630,129050,1,1080,1,,,8,2018,2,,,13,130,12,1,36,78000,1,8,2018,,,,,,1,,,,,,,
5,12,1208,2,630,129050,4,1020,2,11,"NOT YET MATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,630,129050,4,1080,1,,,8,2018,2,,,10,130,12,1,36,60000,1,8,2018,,,,,,1,,,,,,,
5,12,1208,2,630,129051,1,1080,1,,,8,2018,2,,,10,130,11,1,18,20000,1,9,2018,,,,,,1,,,,,,,
5,12,1208,2,630,129051,1,1090,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1208,2,630,129051,2,1121,1,,,12,2018,2,,,300,211,1,,2.95499992370605,75000,1,12,2018,,,,,,1,2,,,,,,
5,12,1208,2,630,129051,6,1020,1,,,12,2018,2,,,45,130,11,,50,90000,1,12,2018,,,,,,1,2,3,,,,,
5,12,1208,2,630,129051,6,1080,1,,,8,2018,2,,,6,130,11,1,18,12000,1,8,2018,,,,,,1,2,,,,,,
5,12,1208,2,630,129052,1,1020,2,9,,,,,,,,,,,,,,,,10,150,2,,46,1,2,,,,,,
5,12,1208,2,630,129053,1,1020,2,9,,,,,,,,,,,,,,,,5,150,2,,46,1,,,,,,,
5,12,1208,2,630,129054,1,1020,1,,,9,2018,2,,,10,130,12,,100,25000,1,9,2018,,,,,,1,,,,,,,
5,12,1208,2,630,129054,1,1121,1,,,10,2018,1,1,75,280,211,1,,2.95499992370605,56000,2,,,50,211,1,,2.95499992370605,1,,,,,,,
5,12,1208,2,630,129054,1,1122,1,,,11,2018,1,1,75,250,211,1,,2.95499992370605,75000,2,,,50,211,1,,2.95499992370605,1,,,,,,,
5,12,1208,2,630,129054,2,1020,2,9,,,,,,,,,,,,,,,,3,130,12,,100,1,,,,,,,
5,12,1208,2,630,129054,3,1020,2,9,,,,,,,,,,,,,,,,5,130,12,,100,1,,,,,,,
5,12,1208,2,630,129054,4,1020,1,,,10,2018,2,,,3,130,12,,100,7500,1,10,2018,,,,,,1,,,,,,,
5,12,1208,2,630,129054,4,1080,1,,,7,2018,2,,,6,130,11,1,18,9000,1,7,2018,,,,,,1,,,,,,,
5,12,1208,2,630,129055,1,1020,2,9,,,,,,,,,,,,,,,,4,130,11,,50,3,,,,,,,
5,12,1208,2,630,129055,2,1020,1,,,11,2018,2,,,2,150,1,,28.0330009460449,3000,1,11,2018,,,,,,1,3,,,,,,
5,12,1208,2,630,129055,3,1020,2,9,,,,,,,,,,,,,,,,5,130,11,,50,3,,,,,,,
5,12,1208,2,630,129056,1,1020,2,9,,,,,,,,,,,,,,,,3,150,2,,46,1,,,,,,,
5,12,1208,2,630,129057,1,1020,2,9,,,,,,,,,,,,,,,,2,130,11,,50,1,,,,,,,
5,12,1208,2,630,129057,2,1121,1,,,12,2018,2,,,45,211,1,,2.95499992370605,6750,1,12,2018,,,,,,1,,,,,,,
5,12,1208,2,630,129060,1,1080,1,,,9,2018,2,,,5,130,11,1,18,12500,1,9,2018,,,,,,1,,,,,,,
5,12,1208,2,630,129060,2,1121,1,,,9,2018,2,,,5,90,2,,21.8850002288818,47500,2,,,1,90,2,,21.8850002288818,1,,,,,,,
5,12,1209,1,226,129064,1,1020,2,9,,,,,,,,,,,,,,,,9,150,2,,46,1,,,,,,,
5,12,1209,1,226,129068,1,1020,2,9,,,,,,,,,,,,,,,,10,150,2,,46,1,2,,,,,,
5,12,1209,1,226,129072,1,1020,1,,,10,2018,2,,,75,90,2,,32.9000015258789,60000,2,,,25,90,2,,32.9000015258789,1,,,,,,,
5,12,1209,1,226,129072,3,1060,1,,,9,2018,2,,,4,150,2,1,12.1520004272461,12000,1,9,2018,,,,,,1,,,,,,,
5,12,1209,1,226,129072,3,1080,1,,,8,2018,2,,,200,90,2,1,1.71000003814697,20000,1,9,2018,,,,,,1,,,,,,,
5,12,1209,1,566,129073,3,1020,2,9,,,,,,,,,,,,,,,,10,150,2,,46,1,2,,,,,,
5,12,1209,1,566,129073,3,1080,1,,,8,2018,1,4,50,1,130,10,2,25,2000,1,9,2018,,,,,,1,,,,,,,
5,12,1209,1,566,129077,1,1020,1,,,4,2018,2,,,10,130,11,,50,25000,1,4,2018,,,,,,1,,,,,,,
5,12,1209,1,566,129077,1,1080,1,,,4,2018,2,,,3,130,11,1,18,6000,1,4,2018,,,,,,1,,,,,,,
5,12,1209,1,566,129077,2,1060,1,,,4,2018,2,,,4,150,2,2,17.3600006103516,24000,1,4,2018,,,,,,1,,,,,,,
5,12,1209,1,566,129077,2,1090,1,,,5,2018,2,,,2,150,2,1,14.5299997329712,4000,1,5,2018,,,,,,1,,,,,,,
5,12,1209,1,566,129079,1,1020,1,,,5,2018,1,1,50,6,130,12,,100,15000,2,,,6,130,12,,100,1,2,,,,,,
5,12,1209,1,566,129079,1,1080,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1209,1,566,129079,2,1080,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1209,1,566,129079,2,1121,1,,,7,2018,2,,,100,211,1,,2.95499992370605,20000,1,12,2018,,,,,,1,2,,,,,,
5,12,1209,1,566,129079,2,1122,1,,,12,2018,2,,,35,211,1,,2.95499992370605,14000,1,12,2018,,,,,,1,2,,,,,,
5,12,1209,1,566,129079,3,1060,1,,,7,2018,2,,,1,150,2,1,12.1520004272461,6000,1,7,2018,,,,,,1,2,,,,,,
5,12,1209,1,566,129079,3,1090,1,,,7,2018,2,,,1,150,0,1,7.32999992370605,4500,1,8,2018,,,,,,1,2,,,,,,
5,12,1209,1,566,129080,1,1121,1,,,12,2018,2,,,200,211,1,,2.95499992370605,20000,1,12,2018,,,,,,1,2,,,,,,
5,12,1209,1,566,129083,1,1020,1,,,12,2018,2,,,2,130,11,,50,2000,1,12,2018,,,,,,1,,,,,,,
5,12,1211,1,446,129094,1,1020,2,11,"SOLD QUATER OF THE CASSAVA ON THE FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,1250,129099,1,1020,1,,,7,2018,2,,,83,130,11,,50,125000,1,12,2018,,,,,,1,,,,,,,
5,12,1211,1,1250,129099,1,1080,2,11,"SOMEBODY BOUGHT ENTIRE MAIZE IN THE FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1211,1,1250,129106,1,1020,1,,,12,2018,1,1,25,3,130,11,,50,9000,2,,,9,130,11,,50,1,,,,,,,
5,12,1215,2,810,129122,2,1020,1,,,11,2018,1,1,25,3,130,11,,50,9000,2,,,6,130,11,,50,1,,,,,,,
5,12,1215,2,810,129122,2,1080,1,,,7,2018,2,,,1,130,11,2,50,2500,1,7,2018,,,,,,1,,,,,,,
5,12,1215,2,810,129122,2,1121,1,,,11,2018,1,1,75,20,211,1,,2.95499992370605,8000,2,,,7,211,1,,2.95499992370605,1,,,,,,,
5,12,1215,2,810,129122,2,2181,1,,,11,2018,1,1,25,10,90,1,,1.13499999046326,2000,2,,,7,90,1,,1.13499999046326,1,,,,,,,
5,12,1215,2,810,129127,1,1020,2,9,,,,,,,,,,,,,,,,70,130,11,,50,1,,,,,,,
5,12,1215,2,810,129127,1,1080,1,,,8,2018,2,,,5,130,11,1,18,6000,1,8,2018,,,,,,1,2,,,,,,
5,12,1215,2,810,129128,1,1020,2,9,,,,,,,,,,,,,,,,180,130,11,,50,1,2,,,,,,
5,12,1215,2,810,129128,1,1080,1,,,8,2018,2,,,25,130,12,1,36,60000,1,9,2018,,,,,,1,2,,,,,,
5,12,1215,2,810,129131,1,1020,2,10,,,,,,,,,,,,,,,,20,130,11,,50,1,,,,,,,
5,12,1215,2,810,129131,1,1121,1,,,9,2018,1,1,33,100,211,1,,2.95499992370605,50000,2,,,200,211,1,,2.95499992370605,1,,,,,,,
5,12,1215,2,810,129131,2,1020,2,10,,,,,,,,,,,,,,,,30,211,1,,1.5900000333786,1,,,,,,,
5,12,1216,1,694,129136,1,1020,2,9,,,,,,,,,,,,,,,,1,130,11,,50,1,,,,,,,
5,12,1216,1,694,129137,1,1080,1,,,8,2018,2,,,3,130,11,1,18,5000,1,11,2018,,,,,,1,,,,,,,
5,12,1216,1,694,129137,1,1121,1,,,9,2018,1,1,25,60,211,0,,2.08999991416931,20000,2,,,100,211,1,,2.95499992370605,1,,,,,,,
5,12,1216,1,694,129137,2,1020,1,,,8,2018,1,1,25,20,130,11,,50,15000,2,,,50,130,11,,50,1,,,,,,,
5,12,1216,1,694,129141,1,1020,2,11,"LOST OF CROPS DUE TO FIRE",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1216,1,694,129142,1,1020,2,9,,,,,,,,,,,,,,,,340,130,11,,50,1,,,,,,,
5,12,1216,1,694,129142,1,1080,1,,,8,2018,2,,,15,130,11,1,18,45000,1,9,2018,,,,,,1,2,,,,,,
5,12,1216,1,694,129142,2,1121,1,,,11,2018,1,1,25,150,211,1,,2.95499992370605,75000,2,,,600,211,1,,2.95499992370605,1,2,,,,,,
5,12,1216,1,694,129142,2,2142,1,,,9,2018,2,,,3,10,,,2.03099989891052,5000,1,11,2018,,,,,,1,2,,,,,,
5,12,1216,1,694,129143,1,1020,1,,,9,2018,1,1,75,150,130,11,,50,100000,2,,,20,130,11,,50,1,,,,,,,
5,12,1218,1,196,129145,1,1123,1,,,11,2018,2,,,180,211,2,,5.88000011444092,72000,1,12,2018,,,,,,1,2,,,,,,
5,12,1218,1,196,129145,2,1020,2,9,,,,,,,,,,,,,,,,300,130,11,,50,1,2,,,,,,
5,12,1218,1,196,129145,3,1040,1,,,11,2018,2,,,75,130,11,,50,487500,1,12,2018,,,,,,1,2,,,,,,
5,12,1218,1,196,129146,1,1020,1,,,9,2018,1,1,50,2,150,1,,28.0330009460449,4400,2,,,2,150,1,,28.0330009460449,1,,,,,,,
5,12,1218,1,196,129146,1,1080,1,,,9,2018,2,,,4,130,11,1,18,5000,1,10,2018,,,,,,1,,,,,,,
5,12,1218,1,196,129146,2,1020,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1218,1,196,129146,2,1124,2,10,,,,,,,,,,,,,,,,30,211,1,,2.95499992370605,1,,,,,,,
5,12,1218,1,196,129147,1,1020,2,9,,,,,,,,,,,,,,,,700,130,11,,50,1,,,,,,,
5,12,1218,1,196,129147,1,1040,1,,,10,2018,1,1,66,30,130,11,,50,200000,2,,,180,130,11,,50,1,,,,,,,
5,12,1218,1,196,129147,1,1090,1,,,9,2018,2,,,30,150,1,2,,150000,1,10,2018,,,,,,1,2,3,,,,,
5,12,1218,1,196,129147,2,1020,2,9,,,,,,,,,,,,,,,,150,130,11,,50,1,,,,,,,
5,12,1218,1,196,129147,2,1090,1,,,10,2018,2,,,30,150,1,1,,540000,1,10,2018,,,,,,1,,,,,,,
5,12,1218,1,196,129147,2,1122,1,,,12,2018,2,,,1000,211,2,,5.88000011444092,300000,1,12,2018,,,,,,1,,,,,,,
5,12,1218,1,196,129147,3,1090,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1218,1,196,129147,3,2120,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1218,1,196,129154,1,1020,2,9,,,,,,,,,,,,,,,,144,130,11,,50,1,2,,,,,,
5,12,1218,1,196,129154,2,1121,1,,,11,2018,2,,,300,211,2,,5.88000011444092,120000,1,12,2018,,,,,,1,2,,,,,,
5,12,1218,1,196,129154,2,1122,1,,,11,2018,2,,,60,211,2,,5.88000011444092,24000,1,12,2018,,,,,,1,,,,,,,
5,12,1218,1,196,129154,2,1123,1,,,12,2018,2,,,200,211,2,,5.88000011444092,120000,1,12,2018,,,,,,1,2,,,,,,
5,12,1218,1,196,129156,1,1020,1,,,8,2018,2,,,200,130,11,,50,400000,2,,,150,130,11,,50,1,,,,,,,
5,12,1209,1,226,129168,1,1020,2,11,"NOT YET MATURED",,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,1209,1,226,129168,1,1121,1,,,8,2018,2,,,45,211,1,,2.95499992370605,18000,2,,,100,211,1,,2.95499992370605,1,,,,,,,
5,12,1209,1,226,129168,2,1020,1,,,8,2018,2,,,76,90,2,,32.9000015258789,60800,2,,,14,90,2,,32.9000015258789,1,,,,,,,
5,12,1209,1,226,129168,2,1080,1,,,6,2018,2,,,250,80,2,1,0.219600006937981,2500,1,7,2018,,,,,,1,,,,,,,
5,12,1216,1,694,129180,1,1020,1,,,11,2018,1,1,25,2,130,11,,50,2000,2,,,5,130,11,,50,1,2,,,,,,
5,12,1216,1,694,129180,2,1121,1,,,10,2018,1,1,33,60,211,0,,2.08999991416931,12000,2,,,50,90,1,,12.789999961853,1,,,,,,,
5,12,1218,1,196,129182,1,1020,2,9,,,,,,,,,,,,,,,,100,150,2,,46,1,2,,,,,,
5,12,1218,1,196,129182,1,1121,2,9,,,,,,,,,,,,,,,,1500,211,2,,5.88000011444092,1,2,,,,,,
6,13,1307,1,268,130021,1,1020,1,,,11,2018,1,1,66,6,130,12,,100,30000,2,,,3,130,12,,100,1,2,,,,,,
6,13,1307,1,268,130021,1,1121,1,,,11,2018,2,,,300,211,1,,2.95499992370605,54000,1,11,2018,,,,,,1,2,,,,,,
6,13,1307,1,268,130021,2,1122,1,,,8,2018,2,,,150,211,1,,2.95499992370605,19500,1,12,2018,,,,,,1,2,,,,,,
6,13,1307,1,268,130025,1,1121,1,,,7,2018,1,1,75,800,211,1,,2.95499992370605,144000,2,,,200,211,1,,2.95499992370605,1,,,,,,,
6,13,1307,1,268,130025,4,1040,1,,,11,2018,2,,,4,150,2,,58,6000,1,11,2018,,,,,,1,,,,,,,
6,13,1307,1,0,130026,1,1040,1,,,12,2018,1,1,33,2,150,2,,58,3000,2,,,6,150,2,,58,1,5,,,,,,
6,13,1307,1,268,130027,1,1020,2,10,,,,,,,,,,,,,,,,8,130,12,,100,1,,,,,,,
6,13,1307,1,268,130027,1,1122,1,,,10,2018,2,,,200,211,1,,2.95499992370605,28000,1,12,2018,,,,,,1,,,,,,,
6,13,1307,1,268,130027,1,1123,1,,,9,2018,2,,,500,211,1,,2.95499992370605,90000,1,11,2018,,,,,,1,,,,,,,
6,13,1307,1,268,130027,2,1020,2,10,,,,,,,,,,,,,,,,6,130,12,,100,1,,,,,,,
6,13,1307,1,268,130027,2,1040,1,,,9,2018,2,,,4,150,2,,58,6000,1,12,2018,,,,,,1,,,,,,,
6,13,1307,1,268,130029,1,1121,1,,,8,2018,2,,,1400,211,1,,2.95499992370605,280000,1,11,2018,,,,,,1,2,,,,,,
6,13,1303,1,626,130032,1,1020,2,9,,,,,,,,,,,,,,,,8,130,11,,50,1,,,,,,,
6,13,1303,1,626,130032,1,1121,1,,,8,2018,2,,,450,211,0,,2.08999991416931,45000,1,12,2018,,,,,,1,,,,,,,
6,13,1303,1,626,130032,2,1020,2,9,,,,,,,,,,,,,,,,20,130,11,,50,1,,,,,,,
6,13,1303,1,626,130032,2,1040,1,,,11,2018,1,1,75,16,130,11,,50,24000,2,,,4,130,11,,50,1,,,,,,,
6,13,1303,1,626,130033,2,1121,1,,,8,2018,2,,,100,211,0,,2.08999991416931,10000,1,12,2018,,,,,,1,,,,,,,
6,13,1303,1,626,130034,2,1020,2,9,,,,,,,,,,,,,,,,30,130,11,,50,1,,,,,,,
6,13,1303,1,626,130034,2,1121,1,,,8,2018,2,,,600,211,1,,2.95499992370605,72000,1,12,2018,,,,,,1,,,,,,,
6,13,1309,2,674,130051,2,1020,2,9,,,,,,,,,,,,,,,,50,130,12,,100,1,,,,,,,
6,13,1309,2,674,130051,2,1121,1,,,6,2018,2,,,300,211,1,,2.95499992370605,60000,1,11,2018,,,,,,1,,,,,,,
6,13,1309,2,674,130052,1,1121,1,,,8,2018,1,1,75,5,140,2,,39.3950004577637,20000,2,,,1,140,2,,39.3950004577637,1,,,,,,,
6,13,1309,2,0,130053,1,1121,1,,,7,2018,2,,,200,211,1,,2.95499992370605,100000,1,10,2018,,,,,,4,,,,,,,
6,13,1309,2,674,130055,1,1121,1,,,6,2018,2,,,270,211,2,,5.88000011444092,15000,1,11,2018,,,,,,1,2,,,,,,
6,13,1309,2,674,130056,1,1121,1,,,11,2018,2,,,20,140,1,,28.8649997711182,20000,1,12,2018,,,,,,1,,,,,,,
6,13,1309,2,674,130060,1,1121,1,,,11,2018,1,1,75,20,211,1,,2.95499992370605,5000,2,,,1,211,1,,2.95499992370605,1,,,,,,,
6,13,1303,1,80,139013,1,1121,1,,,8,2018,1,1,75,300,211,1,,2.95499992370605,36000,2,,,75,211,1,,2.95499992370605,1,,,,,,,
6,13,1303,1,80,139013,3,1040,1,,,11,2018,1,1,25,1,130,11,,50,1700,2,,,3,130,11,,50,1,,,,,,,
6,13,1303,1,80,139013,4,1020,2,9,,,,,,,,,,,,,,,,5,130,11,,50,1,,,,,,,
6,13,1303,1,80,139013,4,1040,1,,,12,2018,1,1,33,1,130,11,,50,1500,2,,,3,130,11,,50,1,,,,,,,
6,13,1303,1,80,139015,2,1020,2,9,,,,,,,,,,,,,,,,10,130,11,,50,1,,,,,,,
6,13,1303,1,80,139015,2,1121,1,,,8,2018,2,,,350,211,0,,2.08999991416931,35000,1,12,2018,,,,,,1,,,,,,,
6,13,1303,1,80,139020,1,1020,2,9,,,,,,,,,,,,,,,,15,130,11,,50,1,2,,,,,,
6,13,1303,1,80,139020,1,1121,1,,,7,2018,2,,,400,211,0,,2.08999991416931,40000,1,11,2018,,,,,,1,2,,,,,,
6,13,1303,1,80,139021,1,1020,2,9,,,,,,,,,,,,,,,,40,130,11,,50,1,,,,,,,
6,13,1303,1,80,139021,1,1121,1,,,7,2018,1,1,50,500,211,0,,2.08999991416931,50000,2,,,500,211,0,,2.08999991416931,1,,,,,,,
6,13,1303,1,80,139022,1,1020,2,9,,,,,,,,,,,,,,,,48,140,2,,45.2999992370605,1,,,,,,,
6,13,1303,1,80,139022,1,1121,1,,,10,2018,1,9,66,10,140,2,,39.3950004577637,35000,1,12,2018,,,,,,1,2,,,,,,
6,13,1303,1,80,139022,2,1040,2,10,,,,,,,,,,,,,,,,25,140,1,,11.3579998016357,1,,,,,,,
6,13,1303,1,80,139024,1,1020,2,9,,,,,,,,,,,,,,,,60,140,2,,45.2999992370605,1,,,,,,,
6,13,1306,1,140,139025,2,1020,2,10,,,,,,,,,,,,,,,,65,130,11,,50,1,,,,,,,
6,13,1306,1,140,139025,2,1080,1,,,8,2018,2,,,4,130,12,1,36,20000,1,10,2018,,,,,,1,,,,,,,
6,13,1306,1,140,139025,3,1020,2,10,,,,,,,,,,,,,,,,10,130,12,,100,1,,,,,,,
6,13,1306,1,140,139025,3,1040,1,,,11,2018,1,1,25,2,130,11,,50,2600,2,,,8,130,11,,50,1,,,,,,,
6,13,1306,1,140,139026,1,1020,2,10,,,,,,,,,,,,,,,,54,130,12,,100,1,,,,,,,
6,13,1306,1,140,139026,1,1040,1,,,12,2018,1,1,25,5,130,12,,100,20000,2,,,15,130,12,,100,1,2,,,,,,
6,13,1306,1,140,139029,1,1020,1,,,10,2018,2,,,16,130,12,,100,40000,1,11,2018,,,,,,1,,,,,,,
6,13,1306,1,140,139029,1,1080,1,,,9,2018,2,,,4,130,12,2,100,51200,1,11,2018,,,,,,1,,,,,,,
6,13,1306,1,0,139030,1,1020,1,,,10,2018,1,1,50,11,130,12,,100,16500,2,,,12,130,12,,100,1,2,,,,,,
6,13,1306,1,0,139030,1,1080,1,,,8,2018,2,,,5,130,11,1,18,12500,1,11,2018,,,,,,1,2,,,,,,
6,13,1306,1,0,139030,2,1020,2,10,,,,,,,,,,,,,,,,25,130,12,,100,1,2,,,,,,
6,13,1306,1,0,139030,2,1080,1,,,8,2018,2,,,4,130,11,1,18,10000,1,11,2018,,,,,,1,2,,,,,,
