"zone","state","lga","sector","ea","hhid","plotid","cropcode","sa3iq3","sa3iq4","sa3iq4_os","sa3iq4a1","sa3iq4a2","sa3iq4b","sa3iq4c","sa3iq5","sa3iq6i","sa3iq6ii","sa3iq6_4","sa3iq6_2","sa3iq6_conv","sa3iq6a","sa3iq6b","sa3iq6c1","sa3iq6c2","sa3iq6d1","sa3iq6d2","sa3iq6d4","sa3iq6d2a","sa3iq6d_conv","sa3iq6e_1","sa3iq6e_2","sa3iq6e_3","sa3iq6e_4","sa3iq6e_5","sa3iq6e_6","sa3iq6e_7","sa3iq6e_8"
6,13,1306,1,140,139031,1,1020,2,9,,,,,,,,,,,,,,,,15,130,12,,100,1,2,,,,,,
6,13,1306,1,140,139031,1,1080,1,,,8,2018,2,,,18,130,11,1,18,45000,1,10,2018,,,,,,1,2,,,,,,
6,13,1306,1,140,139033,1,1020,2,9,,,,,,,,,,,,,,,,5,130,12,,100,1,2,,,,,,
6,13,1306,1,140,139033,1,1040,2,9,,,,,,,,,,,,,,,,25,10,,,5.85900020599365,1,2,,,,,,
6,13,1306,1,140,139033,2,1020,2,9,,,,,,,,,,,,,,,,7,130,12,,100,1,,,,,,,
6,13,1306,1,140,139033,2,1080,1,,,8,2018,2,,,8,130,11,1,18,20000,1,10,2018,,,,,,1,2,,,,,,
6,13,1306,1,140,139033,2,1121,1,,,7,2018,2,,,300,211,1,,2.95499992370605,72000,1,9,2018,,,,,,1,2,,,,,,
6,13,1306,1,140,139033,2,2180,1,,,12,2018,1,1,75,8,10,,,5.85900020599365,4000,2,,,2,10,,,5.85900020599365,1,2,,,,,,
6,13,1306,1,140,139034,1,1020,1,,,9,2018,1,1,33,10,130,11,,50,20000,2,,,20,130,11,,50,1,,,,,,,
6,13,1306,1,140,139034,1,1040,1,,,10,2018,1,1,25,8,150,2,,58,12000,2,,,24,150,2,,58,1,,,,,,,
6,13,1306,1,140,139034,1,2120,1,,,8,2018,2,,,12,150,2,,15.664999961853,14400,1,11,2018,,,,,,1,,,,,,,
6,13,1306,1,140,139034,2,1020,1,,,12,2018,1,1,33,10,130,11,,50,20000,2,,,20,130,11,,50,1,2,,,,,,
6,13,1306,1,140,139035,1,1020,2,9,,,,,,,,,,,,,,,,14,130,11,,50,1,2,,,,,,
6,13,1306,1,140,139035,1,1040,1,,,11,2018,1,1,33,1,150,2,,58,1500,2,,,4,150,2,,58,1,2,,,,,,
6,13,1306,1,140,139035,1,1080,1,,,7,2018,2,,,3,130,11,1,18,9000,1,8,2018,,,,,,1,2,,,,,,
6,13,1306,1,342,139036,1,1020,2,10,,,,,,,,,,,,,,,,60,130,12,,100,1,,,,,,,
6,13,1306,1,342,139036,1,1080,1,,,10,2018,2,,,30,130,12,1,36,180000,1,10,2018,,,,,,1,,,,,,,
6,13,1306,1,342,139036,2,1020,2,10,,,,,,,,,,,,,,,,15,130,12,,100,1,,,,,,,
6,13,1306,1,342,139036,2,1121,1,,,6,2018,2,,,400,211,1,,2.95499992370605,44000,1,11,2018,,,,,,1,,,,,,,
6,13,1306,1,342,139037,1,1020,1,,,10,2018,2,,,15,130,11,,50,30000,1,11,2018,,,,,,1,2,,,,,,
6,13,1306,1,342,139038,1,1020,2,9,,,,,,,,,,,,,,,,70,130,11,,50,1,2,,,,,,
6,13,1306,1,342,139038,1,1040,1,,,12,2018,1,1,50,3,130,11,,50,10800,2,,,4,130,11,,50,1,2,,,,,,
6,13,1306,1,342,139038,1,1080,1,,,8,2018,2,,,10,130,11,1,18,20000,1,9,2018,,,,,,1,2,,,,,,
6,13,1306,1,342,139038,2,1121,1,,,7,2018,1,1,75,1000,211,1,,2.95499992370605,200000,2,,,600,211,1,,2.95499992370605,1,2,,,,,,
6,13,1306,1,342,139041,1,1040,1,,,9,2018,1,1,25,2,130,11,,50,4000,2,,,8,130,11,,50,1,,,,,,,
6,13,1306,1,342,139041,1,2120,1,,,11,2018,2,,,2,10,,,4.63299989700317,3600,1,11,2018,,,,,,1,,,,,,,
6,13,1306,1,342,139041,1,2142,1,,,8,2018,2,,,2,140,2,,12.8900003433228,16000,1,10,2018,,,,,,1,2,,,,,,
6,13,1306,1,342,139046,2,1020,2,10,,,,,,,,,,,,,,,,30,130,12,,100,1,,,,,,,
6,13,1306,1,342,139046,2,1040,1,,,11,2018,1,1,25,1,130,12,,100,4000,2,,,3,130,12,,100,1,,,,,,,
6,13,1306,1,342,139046,2,1121,1,,,6,2018,2,,,500,211,1,,2.95499992370605,70000,1,11,2018,,,,,,1,,,,,,,
6,13,1306,1,342,139047,1,1020,2,10,,,,,,,,,,,,,,,,49,130,12,,100,1,,,,,,,
6,13,1306,1,342,139047,1,1040,2,10,,,,,,,,,,,,,,,,4,130,12,,100,1,,,,,,,
6,13,1306,1,342,139047,1,1080,1,,,8,2018,2,,,1,130,12,1,36,4500,1,9,2018,,,,,,1,,,,,,,
6,13,1306,1,342,139047,1,2260,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1307,1,1002,139048,1,1121,1,,,9,2018,2,,,850,211,0,,2.08999991416931,170000,1,12,2018,,,,,,1,,,,,,,
6,13,1307,1,1002,139048,2,1020,1,,,11,2018,2,,,6,130,11,,50,12000,1,12,2018,,,,,,1,,,,,,,
6,13,1307,1,1002,139049,1,1020,2,9,,,,,,,,,,,,,,,,5,130,11,,50,1,,,,,,,
6,13,1307,1,1002,139049,1,1040,1,,,12,2018,1,1,25,2,150,2,,58,3000,2,,,5,150,2,,58,1,,,,,,,
6,13,1307,1,1002,139049,1,1121,1,,,9,2018,2,,,800,211,0,,2.08999991416931,160000,1,11,2018,,,,,,1,,,,,,,
6,13,1307,1,1002,139052,1,1020,1,,,11,2018,1,1,33,3,130,11,,50,9000,2,,,5,130,11,,50,1,2,,,,,,
6,13,1307,1,1002,139052,1,1040,1,,,11,2018,1,1,33,15,150,1,,21.3999996185303,22500,2,,,20,150,1,,21.3999996185303,1,2,,,,,,
6,13,1307,1,1002,139054,1,1020,2,10,,,,,,,,,,,,,,,,14,130,12,,100,1,,,,,,,
6,13,1307,1,1002,139054,1,1121,1,,,8,2018,2,,,450,211,1,,2.95499992370605,67500,1,12,2018,,,,,,1,2,,,,,,
6,13,1307,1,1002,139054,2,1110,1,,,7,2018,2,,,13,130,12,1,100,195000,1,9,2018,,,,,,1,2,,,,,,
6,13,1307,1,1002,139055,1,1121,1,,,8,2018,2,,,250,211,1,,2.95499992370605,37500,1,11,2018,,,,,,1,,,,,,,
6,13,1307,1,1002,139055,2,1020,2,10,,,,,,,,,,,,,,,,8,130,12,,100,1,,,,,,,
6,13,1307,1,1002,139057,1,1020,2,10,,,,,,,,,,,,,,,,3,130,12,,100,1,,,,,,,
6,13,1307,1,1002,139057,1,1040,1,,,9,2018,2,,,4,150,2,,58,6000,1,12,2018,,,,,,1,,,,,,,
6,13,1307,1,1002,139057,1,1122,1,,,9,2018,2,,,200,211,1,,2.95499992370605,20000,1,12,2018,,,,,,1,,,,,,,
6,13,1307,1,1002,139058,1,1080,1,,,9,2018,2,,,5,130,11,1,18,10000,1,10,2018,,,,,,1,2,,,,,,
6,13,1307,1,1002,139058,1,1110,1,,,8,2018,2,,,6,130,12,1,100,90000,1,11,2018,,,,,,1,2,,,,,,
6,13,1307,1,1178,139061,1,1020,2,9,,,,,,,,,,,,,,,,15,130,11,,50,1,2,,,,,,
6,13,1307,1,1178,139061,1,1080,1,,,8,2018,2,,,10,130,11,1,18,25000,1,9,2018,,,,,,1,2,,,,,,
6,13,1307,1,1178,139061,1,2142,1,,,8,2018,2,,,3,130,11,,50,36000,1,9,2018,,,,,,1,2,,,,,,
6,13,1307,1,1178,139061,1,2260,1,,,8,2018,2,,,5,140,1,,7.65199995040894,15000,1,9,2018,,,,,,1,2,,,,,,
6,13,1307,1,1178,139062,1,1020,2,9,,,,,,,,,,,,,,,,10,130,12,,100,1,,,,,,,
6,13,1307,1,1178,139062,1,1040,1,,,12,2018,1,1,33,7,150,1,,21.3999996185303,8400,2,,,10,150,1,,21.3999996185303,1,,,,,,,
6,13,1307,1,1178,139062,1,1080,1,,,6,2018,2,,,1,130,12,2,100,13000,1,8,2018,,,,,,1,,,,,,,
6,13,1307,1,1178,139062,2,2142,1,,,8,2018,2,,,3,130,11,,50,36000,1,10,2018,,,,,,1,,,,,,,
6,13,1307,1,1178,139062,2,2260,1,,,8,2018,2,,,4,150,1,,11.3900003433228,8000,1,9,2018,,,,,,1,,,,,,,
6,13,1307,1,1178,139063,1,1020,2,9,,,,,,,,,,,,,,,,35,130,11,,50,1,2,,,,,,
6,13,1307,1,1178,139063,1,2142,1,,,8,2018,2,,,2,130,11,,50,24000,1,9,2018,,,,,,1,2,,,,,,
6,13,1307,1,1178,139063,1,2260,1,,,8,2018,2,,,4,140,1,,7.65199995040894,12000,1,9,2018,,,,,,1,2,,,,,,
6,13,1307,1,1178,139068,3,1020,2,10,,,,,,,,,,,,,,,,9,130,12,,100,1,,,,,,,
6,13,1307,1,1178,139069,1,1010,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1307,1,1178,139069,1,1020,2,10,,,,,,,,,,,,,,,,5,130,12,,100,1,,,,,,,
6,13,1307,1,1178,139069,1,1040,1,,,11,2018,1,1,25,2,130,11,,50,4000,2,,,6,130,11,,50,1,,,,,,,
6,13,1307,1,1178,139069,1,1080,1,,,9,2018,2,,,4,130,12,1,36,25000,1,11,2018,,,,,,1,,,,,,,
6,13,1307,1,1178,139070,1,1080,1,,,9,2018,2,,,3,130,12,1,36,15000,1,10,2018,,,,,,1,,,,,,,
6,13,1307,1,1178,139070,1,1121,1,,,8,2018,2,,,250,211,1,,2.95499992370605,45000,1,12,2018,,,,,,1,,,,,,,
6,13,1307,1,1178,139071,1,1020,2,10,,,,,,,,,,,,,,,,12,130,12,,100,1,2,,,,,,
6,13,1308,1,842,139072,1,1020,2,9,,,,,,,,,,,,,,,,4,130,11,,50,1,,,,,,,
6,13,1308,1,842,139072,1,1040,1,,,12,2018,1,1,66,2,130,11,,50,3400,2,,,1,130,11,,50,1,,,,,,,
6,13,1308,1,842,139072,1,1121,1,,,7,2018,1,1,75,1500,211,1,,2.95499992370605,150000,2,,,500,211,1,,2.95499992370605,1,,,,,,,
6,13,1308,1,842,139073,1,1020,2,9,,,,,,,,,,,,,,,,8,140,1,,28,1,,,,,,,
6,13,1308,1,842,139073,1,1080,1,,,5,2018,2,,,4,130,11,2,50,12000,1,11,2018,,,,,,1,2,,,,,,
6,13,1308,1,842,139073,1,2142,1,,,10,2018,2,,,2,10,,,2.26500010490417,4000,1,10,2018,,,,,,1,,,,,,,
6,13,1308,1,842,139074,1,1020,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1308,1,842,139075,1,1020,2,9,,,,,,,,,,,,,,,,25,130,11,,50,2,,,,,,,
6,13,1308,1,842,139075,1,1080,1,,,6,2018,2,,,50,1,,2,1,7500,1,9,2018,,,,,,2,,,,,,,
6,13,1308,1,842,139075,1,1121,1,,,7,2018,2,,,1500,211,1,,2.95499992370605,150000,2,,,500,211,1,,2.95499992370605,2,,,,,,,
6,13,1308,1,842,139078,1,1040,1,,,12,2018,2,,,3,130,11,,50,5100,2,,,30,130,11,,50,1,,,,,,,
6,13,1308,1,842,139078,1,1121,1,,,7,2018,1,1,33,1000,211,1,,2.95499992370605,100000,2,,,2000,211,1,,2.95499992370605,1,,,,,,,
6,13,1308,1,842,139078,3,1020,1,,,9,2018,2,,,20,130,11,,50,24000,2,,,10,130,11,,50,1,,,,,,,
6,13,1308,1,842,139079,1,1020,2,9,,,,,,,,,,,,,,,,120,130,12,,100,1,,,,,,,
6,13,1308,1,842,139079,1,1080,1,,,8,2018,2,,,34,130,12,1,36,119500,1,10,2018,,,,,,1,,,,,,,
6,13,1308,1,842,139082,1,1040,2,9,,,,,,,,,,,,,,,,20,140,1,,11.3579998016357,1,,,,,,,
6,13,1311,1,1134,139086,1,1121,1,,,7,2018,2,,,600,211,0,,2.08999991416931,60000,1,12,2018,,,,,,1,,,,,,,
6,13,1311,1,1134,139086,2,1020,1,,,11,2018,1,1,25,1.5,130,11,,50,2000,2,,,5,130,11,,50,1,,,,,,,
6,13,1311,1,1134,139086,3,1040,1,,,12,2018,1,1,66,3,130,11,,50,4800,2,,,1,130,11,,50,1,,,,,,,
6,13,1311,1,1134,139089,1,1020,2,9,,,,,,,,,,,,,,,,8,180,,,,1,,,,,,,
6,13,1311,1,1134,139089,1,1040,2,9,,,,,,,,,,,,,,,,5,130,11,,50,1,,,,,,,
6,13,1311,1,1134,139089,1,1080,1,,,8,2018,2,,,7,130,11,2,50,40000,1,9,2018,,,,,,1,,,,,,,
6,13,1311,1,1134,139089,1,1121,1,,,6,2018,2,,,600,211,1,,2.95499992370605,120000,2,,,1600,211,1,,2.95499992370605,1,,,,,,,
6,13,1311,1,1134,139089,1,1122,2,9,,,,,,,,,,,,,,,,400,211,1,,2.95499992370605,1,,,,,,,
6,13,1311,1,1134,139090,1,1020,2,9,,,,,,,,,,,,,,,,6,130,11,,50,1,,,,,,,
6,13,1311,1,1134,139090,1,1040,1,,,11,2018,2,,,6,130,11,,50,9600,1,1,2019,,,,,,1,3,,,,,,
6,13,1311,1,1134,139090,1,1121,1,,,7,2018,2,,,1500,211,1,,2.95499992370605,145000,1,12,2018,,,,,,1,3,,,,,,
6,13,1311,1,1134,139095,1,1020,2,9,,,,,,,,,,,,,,,,3,180,,,,1,,,,,,,
6,13,1311,1,1134,139095,1,1122,1,,,11,2018,1,2,75,10,140,1,,28.8649997711182,15000,2,,,15,140,1,,28.8649997711182,1,,,,,,,
6,13,1312,1,24,139096,2,1020,2,9,,,,,,,,,,,,,,,,2,180,,,,1,2,,,,,,
6,13,1312,1,24,139096,2,1121,1,,,10,2018,2,,,300,211,1,,2.95499992370605,60000,1,10,2018,,,,,,1,2,,,,,,
6,13,1312,1,24,139098,1,1020,1,,,11,2018,1,1,25,30,130,11,,50,62000,2,,,90,130,11,,50,1,,,,,,,
6,13,1312,1,24,139098,1,1121,1,,,8,2018,2,,,300,211,1,,2.95499992370605,30000,1,10,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139098,3,1040,1,,,8,2018,2,,,20,10,,,5.85900020599365,18000,1,11,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139098,4,1121,1,,,8,2018,2,,,2000,211,1,,2.95499992370605,200000,1,9,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139099,1,1020,2,9,,,,,,,,,,,,,,,,50,130,11,,50,1,,,,,,,
6,13,1312,1,24,139099,1,1040,1,,,12,2018,2,,,3,130,11,,50,2550,1,12,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139099,1,1080,1,,,9,2018,2,,,7,130,11,2,50,21000,1,9,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139102,1,1020,1,,,9,2018,2,,,2,140,1,,28,2000,2,,,4,140,1,,28,1,2,3,4,,,,
6,13,1312,1,24,139102,3,1040,1,,,12,2018,1,1,25,3,140,1,,11.3579998016357,6000,2,,,0.5,140,1,,11.3579998016357,1,,,,,,,
6,13,1312,1,24,139103,1,1121,1,,,7,2018,1,1,50,900,211,1,,2.95499992370605,90000,2,,,1100,211,1,,2.95499992370605,1,,,,,,,
6,13,1312,1,24,139103,1,2080,1,,,8,2018,2,,,3,140,1,,2.91000008583069,1500,1,10,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139103,1,2142,1,,,8,2018,1,1,75,5,140,0,,4.56500005722046,12000,2,,,2,140,0,,4.56500005722046,1,,,,,,,
6,13,1312,1,24,139103,2,1020,1,,,9,2018,2,,,2,140,1,,28,3000,2,,,2,140,1,,28,1,,,,,,,
6,13,1312,1,24,139104,1,1020,2,9,,,,,,,,,,,,,,,,30,140,1,,28,1,,,,,,,
6,13,1312,1,24,139104,3,1020,2,9,,,,,,,,,,,,,,,,20,170,,,186.130004882813,1,,,,,,,
6,13,1312,1,24,139104,4,1020,2,10,,,,,,,,,,,,,,,,30,170,,,186.130004882813,1,,,,,,,
6,13,1312,1,24,139104,5,1121,1,,,10,2018,1,2,25,8,140,2,,39.3950004577637,45000,1,11,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139105,1,1121,1,,,10,2018,1,5,66,180,211,0,,2.08999991416931,25000,1,12,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139106,1,1020,1,,,9,2018,1,2,75,1,180,,,,80000,2,,,2,180,,,,1,,,,,,,
6,13,1312,1,24,139107,1,1020,2,10,,,,,,,,,,,,,,,,20,140,2,,45.2999992370605,1,,,,,,,
6,13,1315,1,264,139112,1,1020,1,,,12,2018,1,1,66,6,140,1,,28,3000,2,,,4,140,1,,28,1,6,,,,,,
6,13,1315,1,264,139112,1,1121,1,,,7,2018,1,1,66,3,170,,,53.9049987792969,9000,2,,,3,170,,,53.9049987792969,1,,,,,,,
6,13,1315,1,264,139113,1,1020,2,9,,,,,,,,,,,,,,,,25,140,1,,28,1,,,,,,,
6,13,1315,1,264,139113,1,1040,2,10,,,,,,,,,,,,,,,,30,140,0,,2.90799999237061,1,,,,,,,
6,13,1315,1,264,139114,1,1020,1,,,9,2018,2,,,20,140,1,,28,20000,1,11,2018,,,,,,1,,,,,,,
6,13,1315,1,264,139114,1,1080,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1315,1,264,139116,2,1020,2,9,,,,,,,,,,,,,,,,50,130,11,,50,1,2,,,,,,
6,13,1315,1,264,139116,2,1121,1,,,6,2018,2,,,3000,211,1,,2.95499992370605,300000,1,9,2018,,,,,,1,,,,,,,
6,13,1315,1,264,139116,3,1020,2,9,,,,,,,,,,,,,,,,50,130,11,,50,1,2,,,,,,
6,13,1315,1,264,139116,3,1080,1,,,11,2018,1,2,66,4,130,11,2,50,6000,1,11,2018,,,,,,1,2,,,,,,
6,13,1316,1,1236,139119,2,1020,2,10,,,,,,,,,,,,,,,,5,180,,,,1,,,,,,,
6,13,1316,1,1236,139119,2,1121,1,,,10,2018,2,,,20,140,2,,39.3950004577637,60000,1,11,2018,,,,,,1,,,,,,,
6,13,1316,1,1236,139121,3,1110,1,,,7,2018,1,4,75,13,130,12,1,100,220000,1,10,2018,,,,,,2,,,,,,,
6,13,1316,1,1236,139121,4,1020,2,10,,,,,,,,,,,,,,,,10,130,12,,100,2,,,,,,,
6,13,1316,1,1236,139121,4,1121,1,,,9,2018,2,,,20,140,1,,28.8649997711182,30000,1,11,2018,,,,,,2,,,,,,,
6,13,1316,1,1236,139121,5,1110,1,,,8,2018,1,4,50,5,130,12,1,100,94000,1,9,2018,,,,,,9,,,,,,,
6,13,1316,1,1236,139121,6,1020,2,9,,,,,,,,,,,,,,,,28,170,,,186.130004882813,9,,,,,,,
6,13,1316,1,1236,139121,6,1121,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139123,1,1020,2,9,,,,,,,,,,,,,,,,50,130,12,,100,1,,,,,,,
6,13,1316,1,1236,139123,2,1121,1,,,7,2018,2,,,300,211,1,,2.95499992370605,45000,1,10,2018,,,,,,1,2,,,,,,
6,13,1316,1,1236,139123,2,1122,1,,,10,2018,2,,,400,211,1,,2.95499992370605,40000,1,11,2018,,,,,,1,2,,,,,,
6,13,1316,1,1236,139123,3,1080,1,,,7,2018,2,,,3,130,12,2,100,29700,1,8,2018,,,,,,1,2,,,,,,
6,13,1316,1,1236,139123,3,1110,1,,,8,2018,2,,,12,130,12,2,100,96000,1,9,2018,,,,,,1,2,,,,,,
6,13,1316,1,1236,139124,1,1020,2,9,,,,,,,,,,,,,,,,60,130,12,,100,1,,,,,,,
6,13,1316,1,1236,139124,2,1121,1,,,7,2018,2,,,400,1,,,1,60000,1,11,2018,,,,,,1,,,,,,,
6,13,1316,1,1236,139124,2,1122,1,,,10,2018,2,,,200,211,2,,5.88000011444092,100000,1,12,2018,,,,,,1,,,,,,,
6,13,1316,1,1236,139124,3,1020,2,9,,,,,,,,,,,,,,,,40,130,12,,100,1,,,,,,,
6,13,1316,1,1236,139124,3,1080,1,,,9,2018,2,,,3,130,12,2,100,29700,1,10,2018,,,,,,1,,,,,,,
6,13,1316,1,1236,139125,1,1110,1,,,8,2018,1,2,25,25,150,1,2,,75000,1,12,2018,,,,,,1,2,,,,,,
6,13,1316,1,1236,139125,2,1121,1,,,6,2018,2,,,500,211,1,,2.95499992370605,100000,1,1,2019,,,,,,1,2,,,,,,
6,13,1316,1,1236,139127,1,1110,1,,,8,2018,2,,,2,130,11,2,50,32000,1,8,2018,,,,,,2,,,,,,,
6,13,1316,1,1236,139130,1,1020,1,,,1,2019,1,1,25,0.5,130,11,,50,500,2,,,20,130,11,,50,1,,,,,,,
6,13,1316,1,1236,139130,1,1110,1,,,8,2018,2,,,1,130,11,2,50,16000,1,9,2018,,,,,,1,,,,,,,
6,13,1316,1,1236,139130,1,1121,1,,,8,2018,2,,,1,90,1,,12.789999961853,2100,1,12,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139144,1,1020,1,,,11,2018,2,,,2,140,1,,28,2000,1,11,2018,,,,,,1,,,,,,,
6,13,1312,1,24,139144,1,1080,1,,,10,2018,2,,,3,140,1,1,2.707200050354,3000,1,12,2018,,,,,,1,,,,,,,
6,13,1310,1,762,139150,2,1020,2,9,,,,,,,,,,,,,,,,20,130,11,,50,1,,,,,,,
6,13,1310,1,762,139150,2,1121,1,,,7,2018,2,,,2000,211,0,,2.08999991416931,200000,1,11,2018,,,,,,1,,,,,,,
6,13,1310,1,762,139152,2,1020,2,9,,,,,,,,,,,,,,,,10,140,1,,28,1,2,,,,,,
6,13,1310,1,762,139153,1,1121,1,,,10,2018,2,,,10,140,1,,28.8649997711182,30000,1,12,2018,,,,,,1,,,,,,,
4,14,1401,2,1116,140001,1,1080,1,,,8,2018,1,3,25,1,130,10,1,9,1500,1,8,2018,,,,,,2,,,,,,,
4,14,1401,2,1116,140001,1,1121,2,10,,,,,,,,,,,,,,,,3,170,,,53.9049987792969,2,,,,,,,
4,14,1401,2,1116,140001,2,1080,1,,,8,2018,1,3,33,1,130,11,1,18,3000,1,8,2018,,,,,,2,,,,,,,
4,14,1401,2,1116,140001,2,1123,2,10,,,,,,,,,,,,,,,,4,170,,,53.9049987792969,2,,,,,,,
4,14,1401,2,1116,140001,3,1110,1,,,11,2018,1,3,50,30,130,11,1,50,225000,1,11,2018,,,,,,2,,,,,,,
4,14,1401,2,1116,140001,4,2181,1,,,11,2018,1,3,75,5,140,2,,9.625,10000,1,12,2018,,,,,,2,,,,,,,
4,14,1401,2,1116,140001,5,1020,2,10,,,,,,,,,,,,,,,,20,170,,,104.400001525879,2,,,,,,,
4,14,1401,2,1116,140003,1,1121,1,,,11,2018,1,1,4,20,211,1,,2.95499992370605,10000,2,,,450,211,1,,2.95499992370605,1,2,,,,,,
4,14,1401,2,1116,140003,2,1123,1,,,11,2018,1,1,1,5,211,1,,2.95499992370605,1500,2,,,500,211,1,,2.95499992370605,1,2,,,,,,
4,14,1401,2,1116,140003,3,1020,1,,,12,2018,1,1,25,3,150,2,,40.2999992370605,3000,2,,,50,150,2,,40.2999992370605,1,2,,,,,,
4,14,1401,2,1116,140003,4,1110,1,,,12,2018,2,,,8,130,11,1,50,52000,1,12,2018,,,,,,1,2,,,,,,
4,14,1401,2,1116,140004,1,1020,1,,,8,2018,1,1,75,30,150,2,,40.2999992370605,100000,2,,,5,150,2,,40.2999992370605,1,,,,,,,
4,14,1401,2,1116,140004,3,1020,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,3,1121,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,3,1123,1,,,12,2018,1,1,75,1,150,1,,44.5149993896484,800,2,,,2,150,2,,58,1,,,,,,,
4,14,1401,2,1116,140004,3,2180,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,4,1121,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,4,1123,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,5,1110,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140006,1,1110,2,10,,,,,,,,,,,,,,,,3,130,11,,,2,,,,,,,
4,14,1401,2,1116,140006,2,1121,2,10,,,,,,,,,,,,,,,,2,170,,,53.9049987792969,2,,,,,,,
4,14,1401,2,1116,140006,3,1020,2,10,,,,,,,,,,,,,,,,10,140,2,,45.2999992370605,2,,,,,,,
4,14,1401,2,1116,140007,1,1040,1,,,11,2018,1,1,75,1,130,11,,50,10000,2,,,1,130,11,,50,1,,,,,,,
4,14,1401,2,1116,140007,1,1080,1,,,10,2018,2,,,1,130,11,1,18,1000,1,10,2018,,,,,,1,,,,,,,
4,14,1401,2,1116,140007,1,1121,1,,,12,2018,2,,,2,130,11,,50,10000,2,,,1,130,10,,25,1,,,,,,,
4,14,1401,2,1116,140007,1,2120,1,,,10,2018,2,,,1,150,0,,3.34999990463257,500,1,11,2018,,,,,,1,,,,,,,
4,14,1401,2,1116,140007,3,1020,2,9,,,,,,,,,,,,,,,,10,150,2,,40.2999992370605,1,,,,,,,
4,14,1401,2,1116,140007,3,1080,1,,,9,2018,2,,,1,130,11,1,18,1000,1,10,2018,,,,,,1,,,,,,,
4,14,1401,2,1116,140007,3,1121,1,,,10,2018,1,1,50,3,130,11,,50,9000,2,,,1,130,11,,50,1,,,,,,,
4,14,1401,2,1116,140007,4,1110,1,,,12,2018,2,,,3.5,130,11,2,50,25000,1,12,2018,,,,,,1,2,,,,,,
4,14,1401,2,1116,140009,1,1020,1,,,10,2018,1,1,75,20,130,11,,50,80000,2,,,5,130,11,,50,1,2,,,,,,
4,14,1401,2,1116,140009,1,1080,1,,,8,2018,2,,,25,130,11,1,18,75000,1,10,2018,,,,,,1,2,,,,,,
4,14,1401,2,1116,140009,1,1121,2,10,,,,,,,,,,,,,,,,400,211,2,,5.88000011444092,1,2,,,,,,
4,14,1401,2,1116,140009,2,1020,1,,,11,2018,1,1,50,20,130,11,,50,80000,2,,,20,130,11,,50,1,2,,,,,,
4,14,1401,2,1116,140009,2,1080,1,,,7,2018,1,3,75,10,130,11,1,18,50000,1,10,2018,,,,,,1,2,,,,,,
4,14,1401,2,1116,140009,2,2194,1,,,11,2018,2,,,20,160,2,,0.829999983310699,40000,1,11,2018,,,,,,1,2,,,,,,
4,14,1401,2,1116,140009,3,1020,2,9,,,,,,,,,,,,,,,,25,130,11,,50,1,2,,,,,,
4,14,1401,2,1116,140009,3,1080,1,,,7,2018,2,,,15,130,11,1,18,75000,1,11,2018,,,,,,1,2,,,,,,
4,14,1401,2,1116,140009,3,1121,2,10,,,,,,,,,,,,,,,,400,211,1,,2.95499992370605,1,,,,,,,
4,14,1401,2,1116,140010,1,1040,1,,,12,2018,2,,,3,10,,,5.85900020599365,4000,1,12,2018,,,,,,2,3,,,,,,
4,14,1401,2,1116,140010,1,1080,1,,,8,2018,2,,,2,140,1,1,2.707200050354,1200,1,8,2018,,,,,,2,3,,,,,,
4,14,1401,2,1116,140010,1,1123,1,,,11,2018,2,,,30,211,1,,2.95499992370605,6000,1,12,2018,,,,,,2,3,,,,,,
4,14,1401,2,1116,140010,2,1040,1,,,10,2018,2,,,3,10,,,5.85900020599365,5500,1,12,2018,,,,,,2,3,,,,,,
4,14,1401,2,1116,140010,2,1080,1,,,8,2018,2,,,2,10,,1,2.10924005508423,3000,1,10,2018,,,,,,2,3,,,,,,
4,14,1401,2,1116,140010,2,1123,1,,,10,2018,2,,,35,211,1,,2.95499992370605,7000,1,12,2018,,,,,,2,3,,,,,,
