"zone","state","lga","ea","sector","hhid","plotid","s11aq4aa","s11aq4b","s11aq4a","s11aq4b1","s11aq4b1_os","s11aq4b2","s11aq4c","s11b1q27","s11aq6a","s11aq6b","s11aq6c","s11aq6d"
1,31,3116,1344,2,310097,1,0.5,5,1,,,,895.88,1,1,,,
1,31,3116,1344,2,310097,2,1,5,1,,,,2464.1,1,1,,,
1,31,3116,1344,2,310097,3,1.5,5,1,,,,2348,1,1,,,
1,31,3116,1344,2,310097,4,1.5,5,1,,,,4109.3,1,1,,,
1,31,3116,1344,2,310097,5,2,5,1,,,,6809.2,1,1,2,,
1,31,3116,1344,2,310098,1,120,2,1,,,,875.74,1,1,,,
1,31,3116,1344,2,310099,1,1.5,5,1,,,,6491.9,1,1,,,
1,31,3116,1344,2,310099,2,2,5,1,,,,8105.7,1,1,,,
1,31,3116,1344,2,310099,3,1,5,1,,,,6670.4,1,1,,,
1,31,3116,1344,2,310100,1,150,2,1,,,,495.96,1,1,,,
1,31,3116,1344,2,310100,2,1.5,5,1,,,,5388.9,1,1,,,
1,31,3116,1344,2,310100,3,2,5,1,,,,8371.5,1,1,,,
1,31,3116,1344,2,310100,4,3,5,2,1,,,,1,1,,,
1,31,3102,14,2,319001,1,60,2,1,,,,4686.2,1,1,,,
1,31,3102,14,2,319001,2,1,5,1,,,,2364.6,1,2,1,,
1,31,3102,14,2,319001,3,1,5,1,,,,4360.1,1,1,,,
1,31,3102,14,2,319001,4,1,5,1,,,,1004.4,1,2,1,,
1,31,3102,14,2,319002,1,100,2,1,,,,5241.3,1,1,3,,
1,31,3102,14,2,319002,2,50,2,1,,,,2417.6,1,1,2,3,
1,31,3102,14,2,319002,3,50,2,1,,,,1654.9,1,3,,,
1,31,3102,14,2,319002,4,100,2,1,,,,2022.4,1,3,,,
1,31,3102,14,2,319002,5,80,2,1,,,,1998.1,1,2,,,
1,31,3102,14,2,319002,6,60,2,1,,,,1858.2,1,2,,,
1,31,3102,14,2,319002,7,2,5,1,,,,1183.1,1,7,,,
1,31,3102,14,2,319002,8,2,5,1,,,,3354.8,1,1,7,,
1,31,3102,14,2,319002,9,1,5,1,,,,2432.8,1,1,7,,
1,31,3102,14,2,319002,10,6,5,1,,,,3356.8,1,6,,,
1,31,3102,14,2,319002,11,1,5,1,,,,2681.1,1,6,,,
1,31,3102,14,2,319002,12,1,5,1,,,,1029,1,1,6,,
1,31,3102,14,2,319004,1,1,5,1,,,,3207.9,1,1,,,
1,31,3102,14,2,319004,2,4,5,1,,,,1105.9,1,1,,,
1,31,3102,14,2,319004,3,1,5,1,,,,1320.8,1,1,,,
1,31,3102,14,2,319004,4,2,5,1,,,,2491.5,1,1,,,
1,31,3102,14,2,319004,5,1,2,1,,,,1070.8,1,1,,,
1,31,3102,14,2,319004,6,8,5,1,,,,10795.8,1,1,,,
1,31,3102,14,2,319004,7,2,5,1,,,,1320.8,1,1,,,
1,31,3102,14,2,319005,1,4,6,1,,,,9985.3,1,1,,,
1,31,3102,14,2,319005,2,2,6,1,,,,3167.7,1,1,2,,
1,31,3102,14,2,319006,1,150,2,1,,,,799.35,1,2,1,,
1,31,3102,14,2,319006,2,30,2,1,,,,1614.9,1,1,,,
1,31,3102,14,2,319006,3,170,2,1,,,,1501.5,1,1,,,
1,31,3102,14,2,319006,4,300,2,1,,,,8048.8,1,1,,,
1,31,3102,14,2,319006,5,25,2,1,,,,677.86,1,2,1,,
1,31,3102,14,2,319006,6,40,2,1,,,,2678.8,1,8,1,,
1,31,3102,14,2,319007,1,2,6,1,,,,11518,1,1,,,
1,31,3102,14,2,319007,2,2,5,1,,,,9946.1,1,1,2,,
1,31,3102,14,2,319007,3,1,5,1,,,,2345.2,1,1,2,,
1,31,3102,14,2,319007,4,12,2,1,,,,696.72,1,1,2,,
1,31,3102,14,2,319007,5,1,5,1,,,,1850.3,1,1,2,,
1,31,3102,14,2,319007,6,100,2,1,,,,2332.6,1,1,2,,
1,31,3102,14,2,319008,1,3,5,1,,,,17561,1,1,,,
1,31,3102,14,2,319008,2,200,1,1,,,,5712.2,1,2,1,,
1,31,3102,14,2,319008,3,1,5,1,,,,3104.2,1,1,,,
1,31,3102,14,2,319009,1,2,5,1,,,,9363.5,1,1,,,
1,31,3102,14,2,319009,2,1.5,5,1,,,,9641.3,1,1,,,
1,31,3102,14,2,319009,3,1,5,1,,,,6375.8,1,1,,,
1,31,3102,14,2,319009,4,1,5,1,,,,8569.9,1,1,,,
1,31,3102,14,2,319009,5,2,5,1,,,,13587,1,1,,,
1,31,3102,14,2,319010,1,1,5,1,,,,1485.9,1,1,,,
1,31,3102,14,2,319010,2,0.5,5,1,,,,788.98,1,1,,,
1,31,3102,14,2,319010,3,0.5,5,1,,,,3430.2,1,1,2,3,
1,31,3102,14,2,319010,4,1.5,5,1,,,,7879.1,1,1,2,,
1,31,3102,14,2,319010,5,1,5,1,,,,2806.5,1,1,,,
1,31,3102,14,2,319010,6,1.5,5,1,,,,1344.3,1,1,2,,
1,31,3102,14,2,319010,7,1,5,1,,,,4496.3,1,2,,,
1,31,3102,14,2,319012,1,100,2,1,,,,12631,1,1,,,
1,31,3102,14,2,319012,2,85,2,1,,,,3100.3,1,1,,,
1,31,3102,14,2,319012,3,200,2,,,,,,2,,,,
1,31,3102,14,2,319012,4,70,2,1,,,,6641.7,1,1,2,,
1,31,3102,14,2,319012,5,70,2,1,,,,8177.6,1,1,2,,
1,31,3110,334,2,319025,1,2,5,1,,,,3743.4,1,1,,,
1,31,3110,334,2,319026,1,1,5,1,,,,3647.4,1,1,,,
1,31,3110,334,2,319026,2,1.5,5,1,,,,6173.4,1,1,,,
1,31,3110,334,2,319026,3,1.5,5,1,,,,5349.7,1,1,,,
1,31,3110,334,2,319026,4,1,5,1,,,,3700.6,1,1,,,
1,31,3110,334,2,319026,5,1,5,,,,,,2,,,,
1,31,3110,334,2,319026,6,1,5,1,,,,7032.8,1,1,,,
1,31,3110,334,2,319027,1,1,5,1,,,,1493.7,1,1,,,
1,31,3110,334,2,319027,2,2.5,5,1,,,,12974,1,1,,,
1,31,3110,334,2,319027,3,1,5,1,,,,2030.5,1,1,,,
1,31,3110,334,2,319029,1,1.5,5,1,,,,4850,1,1,,,
1,31,3110,334,2,319029,2,1,5,1,,,,2330.5,1,1,,,
1,31,3110,334,2,319029,3,1,5,1,,,,669.38,1,1,,,
1,31,3110,334,2,319029,4,1,5,1,,,,2226.8,1,1,,,
1,31,3110,334,2,319029,5,1,5,1,,,,1035.6,1,1,,,
1,31,3110,334,2,319029,6,1,5,1,,,,4924.6,1,1,,,
1,31,3110,334,2,319029,7,1,5,1,,,,3682.8,1,1,,,
1,31,3110,334,2,319029,8,0.5,5,1,,,,49.28,1,1,,,
1,31,3110,334,2,319029,9,1,5,1,,,,5761,1,1,,,
1,31,3110,334,2,319030,1,1,5,1,,,,7230.4,1,1,,,
1,31,3110,334,2,319030,2,1,5,1,,,,2686.7,1,1,,,
1,31,3110,334,2,319030,3,1,5,1,,,,9578,1,1,,,
1,31,3110,334,2,319030,4,1,5,2,1,,,,1,1,,,
1,31,3110,334,2,319030,5,2,5,1,,,,4690.8,1,2,1,,
1,31,3110,334,2,319031,1,6,5,1,,,,10667,1,1,,,
1,31,3110,334,2,319031,2,15,5,1,,,,13677,1,1,,,
1,31,3110,334,2,319031,3,4,5,1,,,,6032.8,1,1,,,
1,31,3110,334,2,319031,4,5000,1,1,,,,5001.6,1,1,,,
1,31,3110,334,2,319032,1,10,5,1,,,,5223.8,1,1,,,
1,31,3110,334,2,319032,2,12,5,1,,,,22583,1,1,,,
1,31,3110,334,2,319032,3,8,5,1,,,,5212.5,1,1,,,
1,31,3110,334,2,319033,1,10,5,1,,,,6555.7,1,1,,,
1,31,3110,334,2,319033,2,4,5,1,,,,4304.5,1,1,,,
1,31,3110,334,2,319033,3,5,5,1,,,,9319.7,1,1,2,,
1,31,3110,334,2,319034,1,2.5,5,1,,,,4768.9,1,1,,,
1,31,3110,334,2,319034,2,1,5,1,,,,1467.7,1,1,,,
1,31,3110,334,2,319034,3,3,5,1,,,,7494.5,1,1,,,
1,31,3110,334,2,319034,4,4,5,1,,,,3860,1,1,,,
1,31,3110,334,2,319036,1,1,5,1,,,,2072.8,1,1,,,
1,31,3110,334,2,319036,2,1,5,1,,,,3234.5,1,1,,,
1,31,3110,334,2,319036,3,2,5,1,,,,6083.4,1,1,,,
1,31,3110,334,2,319036,4,1,5,1,,,,1200.8,1,1,,,
1,31,3110,334,2,319036,5,300,1,1,,,,304.11,1,1,,,
1,31,3110,334,2,319036,6,1,5,1,,,,1919.6,1,1,,,
1,31,3110,334,2,319036,7,2,5,1,,,,5298.6,1,1,,,
1,31,3111,1128,2,319037,1,3,5,2,1,,,,1,1,2,,
1,31,3111,1128,2,319037,2,4,5,2,1,,,,1,1,,,
1,31,3111,1128,2,319037,3,2,5,2,1,,,,1,2,1,,
1,31,3111,1128,2,319038,1,2,6,1,,,,4519.8,1,1,,,
1,31,3111,1128,2,319038,2,1,5,1,,,,3880.7,1,1,,,
1,31,3111,1128,2,319039,1,0.5,5,,,,,,2,,,,
1,31,3111,1128,2,319040,1,1,5,2,1,,,,1,1,2,,
1,31,3111,1128,2,319040,2,1,5,2,1,,,,1,1,2,,
1,31,3111,1128,2,319040,3,1,5,1,,,,60088,1,1,2,,
1,31,3111,1128,2,319040,4,1,5,1,,,,7702.5,1,1,2,,
1,31,3111,1128,2,319041,1,3,5,2,1,,,,1,1,,,
1,31,3111,1128,2,319041,2,2,6,2,1,,,,1,1,,,
1,31,3111,1128,2,319041,3,1,5,2,1,,,,1,1,,,
1,31,3111,1128,2,319041,4,2,5,2,1,,,,1,1,,,
1,31,3111,1128,2,319042,1,2,6,1,,,,2879.4,1,1,,,
1,31,3111,1128,2,319042,2,1,6,2,1,,,,1,1,,,
1,31,3111,1128,2,319042,3,5000,1,2,2,,,,1,1,,,
1,31,3111,1128,2,319044,1,200,2,2,1,,,,1,1,,,
1,31,3111,1128,2,319044,2,100,2,2,1,,,,1,1,,,
1,31,3111,1128,2,319048,1,300,2,1,,,,1217.8,1,1,2,,
1,31,3111,1128,2,319048,2,300,2,2,1,,,,1,4,1,2,
1,31,3113,870,2,319049,1,2,5,1,,,,492.94,1,1,,,
1,31,3113,870,2,319049,2,3,5,,,,,,2,,,,
1,31,3113,870,2,319049,3,3,5,2,2,,,,1,1,,,
1,31,3113,870,2,319049,4,2,5,2,4,,,,1,1,,,
1,31,3113,870,2,319049,5,2,5,1,,,,132.9,1,1,,,
1,31,3113,870,2,319049,6,1,5,1,,,,1076.9,1,1,,,
1,31,3113,870,2,319049,7,1.5,5,2,5,"FARM YET TO CULTIVATED","11:12:4811:12:4811:12:4811:12:4811:12:4811:",,1,1,,,
1,31,3113,870,2,319049,8,1,5,1,,,,57.52,1,1,,,
1,31,3113,870,2,319049,9,1,5,1,,,,267.1,1,1,,,
1,31,3113,870,2,319050,1,1,5,1,,,,3468.1,1,1,,,
1,31,3113,870,2,319050,2,1,5,1,,,,388.61,1,1,,,
1,31,3113,870,2,319050,3,1,5,1,,,,220.11,1,1,,,
1,31,3113,870,2,319050,4,2,5,1,,,,966.99,1,1,,,
1,31,3113,870,2,319050,5,1,5,1,,,,332.25,1,1,,,
1,31,3113,870,2,319050,6,2,5,1,,,,914.09,1,1,,,
1,31,3113,870,2,319051,1,1,5,1,,,,1331.5,1,1,,,
1,31,3113,870,2,319051,2,1,5,1,,,,311.64,1,1,,,
1,31,3113,870,2,319051,3,2,5,1,,,,683.77,1,1,,,
1,31,3113,870,2,319051,4,0.5,5,1,,,,1004.3,1,1,,,
1,31,3113,870,2,319051,5,1,5,,,,,,2,,,,
1,31,3113,870,2,319051,6,1,5,1,,,,990,1,1,,,
1,31,3113,870,2,319051,7,0.5,5,,,,,,2,,,,
1,31,3113,870,2,319052,1,50,2,1,,,,182.82,1,1,,,
1,31,3113,870,2,319052,2,30,2,1,,,,996.57,1,1,,,
1,31,3113,870,2,319052,3,1,5,2,1,,,,1,1,2,,
1,31,3113,870,2,319054,1,30,2,1,,,,263.18,1,1,,,
1,31,3113,870,2,319056,1,20,2,1,,,,1104.7,1,1,,,
1,31,3113,870,2,319056,2,15,2,1,,,,177.34,1,1,,,
1,31,3113,870,2,319056,3,1,5,1,,,,3782.1,1,1,,,
1,31,3113,870,2,319057,1,1,5,1,,,,3318.4,1,1,,,
1,31,3113,870,2,319057,2,1,5,1,,,,2430,1,1,2,,
1,31,3113,870,2,319057,3,1,5,1,,,,3264.2,1,1,2,,
1,31,3113,870,2,319057,4,1,5,,,,,,2,,,,
1,31,3113,870,2,319058,1,2,5,1,,,,3528.3,1,1,2,,
1,31,3113,870,2,319058,2,1,5,2,1,,,,1,1,,,
1,31,3113,870,2,319058,3,1,5,2,1,,,,1,1,2,,
1,31,3113,870,2,319059,1,0.5,6,1,,,,3587.3,1,1,,,
1,31,3113,870,2,319059,2,1,6,1,,,,3172.2,1,1,,,
1,31,3113,870,2,319059,3,0.5,6,1,,,,299.92,1,1,,,
1,31,3113,870,2,319059,4,2,5,2,1,,,,1,1,,,
1,31,3113,870,2,319059,5,1,6,,,,,,2,,,,
1,31,3113,870,2,319060,1,0.5,5,1,,,,1161.5,1,1,,,
1,31,3113,870,2,319060,2,0.5,5,1,,,,1291.5,1,1,,,
1,31,3113,870,2,319060,3,20,2,1,,,,71.68,1,1,,,
1,31,3113,870,2,319060,4,1,5,1,,,,111.15,1,1,2,,
1,31,3113,870,2,319060,5,0.5,5,1,,,,206.63,1,1,,,
1,31,3113,870,2,319060,6,1,5,2,1,,,,1,1,,,
1,31,3113,870,2,319060,7,0.5,5,1,,,,624.97,1,1,2,,
1,31,3113,870,2,319060,8,1,5,1,,,,788.15,1,1,2,,
1,31,3113,870,2,319060,9,2,5,1,,,,372.9,1,1,,,
1,31,3113,870,2,319060,10,2,5,2,1,,,,1,1,,,
1,31,3117,1288,2,319061,1,5,5,1,,,,5675.9,1,1,,,
1,31,3117,1288,2,319061,2,2,5,1,,,,6213.5,1,1,,,
1,31,3117,1288,2,319061,3,2,5,1,,,,9405.1,1,1,,,
1,31,3117,1288,2,319061,4,2,6,1,,,,38641,1,1,,,
1,31,3117,1288,2,319062,1,3,5,1,,,,10838,1,1,,,
1,31,3117,1288,2,319062,2,3,5,,,,,,2,,,,
1,31,3117,1288,2,319062,3,4,5,1,,,,3425.5,1,1,,,
1,31,3117,1288,2,319063,1,15000,1,1,,,,18592,1,1,,,
1,31,3117,1288,2,319063,2,6,5,1,,,,15408,1,1,,,
1,31,3117,1288,2,319063,3,3,5,1,,,,13495,1,1,,,
1,31,3117,1288,2,319063,4,2,5,1,,,,22801,1,1,,,
1,31,3117,1288,2,319063,5,10,5,1,,,,11674,1,1,,,
1,31,3117,1288,2,319064,1,2,5,1,,,,15324,1,1,,,
1,31,3117,1288,2,319064,2,1,5,1,,,,4356.5,1,1,,,
1,31,3117,1288,2,319064,3,1,5,1,,,,11403,1,1,,,
1,31,3117,1288,2,319065,1,1,5,1,,,,11399,1,1,2,,
1,31,3117,1288,2,319065,2,1,5,1,,,,2067.6,1,1,2,,
1,31,3117,1288,2,319065,3,2,5,1,,,,3241.5,1,1,,,
1,31,3117,1288,2,319065,4,1500,1,1,,,,3249.1,1,1,,,
1,31,3117,1288,2,319065,5,1,5,1,,,,2084.4,1,1,2,,
1,31,3117,1288,2,319065,6,3,5,1,,,,5200.9,1,1,,,
1,31,3117,1288,2,319068,1,2,5,1,,,,1631.3,1,,,,
1,31,3117,1288,2,319068,3,2,5,1,,,,1767.1,1,,,,
1,31,3117,1288,2,319068,4,3,5,,,,,,1,,,,
1,31,3117,1288,2,319068,5,2,5,1,,,,5525.8,1,,,,
1,31,3117,1288,2,319068,6,2,5,1,,,,2112.3,1,,,,
1,31,3117,1288,2,319068,7,3,5,2,1,,,,1,,,,
1,31,3117,1288,2,319069,1,1.5,6,1,,,,5925.2,1,1,,,
1,31,3117,1288,2,319069,2,3,6,1,,,,9367.9,1,1,,,
1,31,3117,1288,2,319069,3,1.5,6,1,,,,11896,1,1,,,
1,31,3117,1288,2,319069,4,12000,1,1,,,,7528.7,1,1,,,
1,31,3117,1288,2,319070,1,1,5,1,,,,6108.1,1,1,,,
1,31,3117,1288,2,319070,2,1,5,1,,,,5376.6,1,1,,,
1,31,3117,1288,2,319070,3,1,5,1,,,,13379,1,2,1,,
1,31,3117,1288,2,319070,4,0.5,5,1,,,,711.13,1,1,2,,
1,31,3117,1288,2,319070,5,1,5,1,,,,1437.9,1,1,,,
1,31,3117,1288,2,319070,6,0.5,5,1,,,,726.6,1,2,1,,
1,31,3117,1288,2,319070,7,1,5,1,,,,4554.1,1,1,,,
1,31,3117,1288,2,319070,8,1,5,1,,,,4409.7,1,1,,,
1,31,3117,1288,2,319070,9,1,5,1,,,,3031.3,1,1,,,
1,31,3117,1288,2,319070,10,1,5,,,,,,2,,,,
1,31,3117,1288,2,319071,1,1,5,1,,,,495.12,1,1,,,
1,31,3117,1288,2,319072,1,1,5,1,,,,10557,1,1,,,
1,31,3117,1288,2,319072,2,1,5,1,,,,14316,1,1,,,
1,31,3117,1288,2,319072,3,1.5,5,1,,,,869.62,1,1,,,
1,31,3117,1288,2,319072,5,1,5,,,,,,2,,,,
1,31,3117,1288,2,319072,6,1.5,5,,,,,,2,,,,
1,31,3117,1288,2,319072,7,2,5,1,,,,11656,1,1,,,
1,31,3117,1288,2,319072,8,1,5,1,,,,1652.7,1,2,,,
1,31,3117,1288,2,319072,9,1.5,5,1,,,,7960.5,1,1,,,
1,31,3117,1288,2,319072,10,1,5,1,,,,1952.2,1,1,,,
1,31,3111,1128,2,319079,1,1,6,2,1,,,,1,1,2,,
1,31,3111,1128,2,319079,2,1,6,2,1,,,,1,1,2,,
1,31,3117,1288,2,319083,1,2,5,1,,,,3370.1,1,1,,,
1,31,3117,1288,2,319083,2,2,5,1,,,,3529.3,1,1,,,
1,31,3117,1288,2,319083,3,3,5,1,,,,5772.7,1,1,,,
5,32,3215,2978,1,320001,1,956.87,7,,,,,,2,,,,
5,32,3215,0,1,320002,1,200,1,,,,,,2,,,,
5,6,608,0,1,320009,1,1500,7,,,,,,2,,,,
5,32,3215,2978,1,320010,1,1100,1,2,4,,,,1,1,,,
5,32,3213,128,2,320051,1,4,2,2,4,,,,1,2,,,
5,32,3213,128,2,320051,2,4,2,1,,,,828.54,1,2,,,
5,32,3213,128,2,320051,3,4,2,1,,,,796.26,1,2,,,
5,32,3213,128,2,320051,4,284.64,7,,,,,,2,,,,
5,32,3213,128,2,320052,1,20,2,1,,,,2819.9,1,2,,,
5,32,3213,128,2,320052,2,15,2,1,,,,2852.3,1,1,2,,
5,32,3213,128,2,320052,3,16,2,1,,,,2541.2,1,1,2,,
5,32,3213,128,2,320052,4,20,2,,,,,,2,,,,
5,32,3213,128,2,320052,5,470,7,,,,,,2,,,,
5,32,3213,128,2,320053,1,6,2,2,4,,,,1,1,,,
5,32,3213,128,2,320053,2,12,2,2,4,,,,1,1,,,
5,32,3213,128,2,320053,3,10,2,2,4,,,,1,1,,,
5,32,3215,0,1,320054,1,60,1,2,2,,,,1,2,1,,
5,32,3215,0,1,320054,2,420,1,2,2,,,,1,2,1,,
5,32,3215,4712,1,320055,1,500,3,1,,,,321.78,1,1,5,,
5,32,3215,4712,1,320055,2,7360,7,2,1,,,,1,1,,,
5,32,3215,4712,1,320055,3,900,7,,,,,,2,,,,
5,32,3215,4712,1,320055,4,500,3,1,,,,250.02,1,1,,,
5,6,3215,0,2,320056,1,350,7,,,,,,2,,,,
5,32,3215,0,1,320057,1,300,7,,,,,,2,,,,
5,6,608,0,1,320061,1,150,7,,,,,,2,,,,
5,32,3206,276,2,320074,1,100,3,1,,,,281.48,1,2,3,,
5,32,3206,276,2,320074,2,80,3,1,,,,250.67,1,2,3,,
5,32,3206,276,2,320074,3,800,1,,,,,,2,,,,
5,32,3206,276,2,320076,1,1000,3,1,,,,521.6,1,1,,,
5,32,3206,276,2,320076,2,1200,3,1,,,,387.65,1,1,,,
5,32,3206,276,2,320076,3,900,3,2,4,,,,1,1,,,
5,32,3206,276,2,320077,1,12,2,,,,,,2,,,,
5,32,3206,276,2,320078,1,15,7,,,,,,2,,,,
5,32,3206,276,2,320078,2,20,3,1,,,,71.68,1,1,,,
5,32,3213,0,2,320181,1,40,2,2,4,,,,1,2,1,,
5,32,3213,0,2,320181,2,20,2,2,4,,,,1,2,1,,
5,32,3213,0,2,320181,3,50,2,2,4,,,,1,2,1,,
5,32,3213,0,2,320181,4,450,7,,,,,,2,,,,
5,32,3213,0,2,320181,5,700,7,,,,,,2,,,,
5,32,3213,128,2,320182,1,20,2,1,,,,3687.3,1,1,2,,
5,32,3213,128,2,320182,2,15,2,1,,,,1150.1,1,2,1,,
5,32,3213,128,2,320182,3,20,2,1,,,,1080.7,1,1,2,,
5,32,3213,128,2,320182,4,10,2,1,,,,514.51,1,1,2,,
5,32,3213,128,2,320182,5,25,2,1,,,,2206.9,1,2,1,,
5,32,3213,128,2,320182,6,12,2,1,,,,1245,1,1,2,,
5,32,3213,128,2,320182,7,1000,1,,,,,,2,,,,
5,32,3213,128,2,320183,1,10,2,1,,,,2602.6,1,1,2,,
5,32,3213,128,2,320183,2,12,2,1,,,,1438.3,1,1,2,,
5,32,3213,128,2,320183,3,450,7,,,,,,2,,,,
5,32,3213,128,2,320184,1,18,2,1,,,,874.68,1,1,,,
5,32,3213,128,2,320186,1,10,2,1,,,,2907.4,1,1,9,,
5,32,3213,128,2,320186,2,60,3,1,,,,1899.2,1,1,9,,
5,32,3213,128,2,320186,3,230,7,,,,,,2,,,,
5,32,3213,128,2,320191,1,20,2,1,,,,900.39,1,1,,,
5,32,3213,128,2,320191,2,18,2,1,,,,902.24,1,1,,,
5,32,3213,128,2,320191,3,23,2,1,,,,800.75,1,1,,,
5,32,3213,128,2,320191,4,15,2,1,,,,778.56,1,1,,,
5,32,3213,128,2,320191,5,487.87,7,,,,,,2,,,,
5,32,3203,1420,2,329001,1,1800,7,1,,,,2271.7,1,1,2,,
5,32,3203,1420,2,329001,2,1350,7,1,,,,1704.3,1,1,2,,
5,32,3203,1420,2,329002,1,600,7,1,,,,4547.1,1,1,,,
5,32,3203,1420,2,329002,2,460,7,1,,,,2123.4,1,1,2,,
5,32,3203,1420,2,329003,1,700,7,1,,,,1002.5,1,1,,,
5,32,3203,1420,2,329003,2,600,7,1,,,,1266.2,1,1,,,
5,32,3203,1420,2,329003,3,450,7,1,,,,366.28,1,1,,,
5,32,3203,1420,2,329003,4,480,7,1,,,,802.39,1,1,,,
5,32,3203,1420,2,329003,5,500,7,,,,,,2,,,,
5,32,3203,1420,2,329005,1,1200,1,1,,,,487.29,1,1,2,,
5,32,3203,1420,2,329005,2,1000,1,1,,,,1087.5,1,1,2,,
5,32,3203,1420,2,329006,1,2000,1,1,,,,895.23,1,6,1,,
5,32,3203,1420,2,329007,1,1000,1,1,,,,456.91,1,1,,,
5,32,3203,1420,2,329007,2,1500,1,1,,,,428.05,1,1,,,
5,32,3203,1420,2,329007,3,800,1,1,,,,693.86,1,1,,,
5,32,3203,1420,2,329009,1,2000,3,1,,,,429.86,1,1,,,
5,32,3203,1420,2,329009,2,1200,3,1,,,,682.17,1,1,,,
5,32,3203,1420,2,329009,3,1400,3,1,,,,847.06,1,1,,,
5,32,3203,1420,2,329009,4,1600,3,1,,,,1116.2,1,1,,,
5,32,3203,1420,2,329009,5,1100,3,1,,,,1225.9,1,1,,,
5,32,3203,1420,2,329009,6,450,3,1,,,,2390.6,1,1,,,
5,32,3203,1420,2,329009,7,500,3,1,,,,694.95,1,1,,,
5,32,3203,1420,2,329010,1,1000,3,2,4,,,,1,1,,,
5,32,3203,1420,2,329010,2,300,3,1,,,,312.98,1,1,,,
5,32,3203,1420,2,329011,1,30,2,1,,,,996.04,1,1,2,,
5,32,3203,1420,2,329011,5,50,2,1,,,,1262.9,1,2,1,,
5,32,3203,1420,2,329011,6,7,2,1,,,,974.24,1,2,1,,
5,32,3203,1420,2,329011,7,1500,1,1,,,,1159,1,2,1,,
5,32,3203,1420,2,329011,8,800,1,1,,,,732.62,1,2,1,,
5,32,3203,1420,2,329011,9,100,1,1,,,,303.31,1,1,2,,
5,32,3203,1420,2,329011,10,100,1,1,,,,294.85,1,1,2,,
5,32,3203,1420,2,329011,11,400,7,,,,,,2,,,,
5,32,3203,1420,2,329012,1,1700,7,1,,,,1509.9,1,1,,,
5,32,3203,1420,2,329012,2,4200,7,1,,,,968.2,1,1,,,
5,32,3205,846,2,329014,1,950,7,,,,,,2,,,,
5,32,3205,846,2,329014,2,1300,7,,,,,,2,,,,
5,32,3205,846,2,329015,1,1000,7,,,,,,2,,,,
5,32,3205,846,2,329017,1,460,7,,,,,,2,,,,
5,32,3205,846,2,329017,2,750,7,,,,,,2,,,,
5,32,3205,846,2,329018,1,250,7,,,,,,2,,,,
5,32,3205,846,2,329020,1,627.52,7,,,,,,2,,,,
5,32,3206,622,1,329029,1,700,7,,,,,,2,,,,
5,32,3206,622,1,329029,2,460,7,,,,,,2,,,,
5,32,3206,622,1,329030,1,15,7,,,,,,2,,,,
5,32,3206,622,1,329034,1,450,7,,,,,,2,,,,
5,32,3212,450,2,329049,1,3000,1,1,,,,1210,1,2,1,,
5,32,3212,450,2,329049,2,3500,1,1,,,,1913.4,1,2,1,,
5,32,3212,450,2,329049,3,4000,1,1,,,,1584,1,2,1,,
5,32,3212,450,2,329049,4,3800,1,1,,,,1744.9,1,2,1,,
5,32,3212,450,2,329049,5,3000,1,,,,,,2,,,,
5,32,3212,450,2,329049,6,4000,1,1,,,,1933.8,1,2,1,,
5,32,3212,450,2,329049,7,300,7,,,,,,2,,,,
5,32,3212,450,2,329050,1,110,2,1,,,,8381.1,1,1,2,,
5,32,3212,450,2,329050,2,2000,1,1,,,,5389.7,1,1,2,,
5,32,3212,450,2,329050,3,1300,1,1,,,,2625.1,1,1,2,,
5,32,3212,450,2,329050,4,900,1,1,,,,3118.6,1,1,2,,
5,32,3212,450,2,329050,5,280,7,,,,,,2,,,,
5,32,3212,450,2,329053,1,3000,1,2,4,,,,1,1,2,,
5,32,3212,450,2,329053,2,2500,1,2,4,,,,1,1,2,,
5,32,3212,450,2,329053,3,2000,1,2,4,,,,1,1,2,,
5,32,3212,450,2,329054,1,1700,3,1,,,,2408,1,1,,,
5,32,3212,450,2,329054,2,2000,1,1,,,,1276.4,1,1,2,,
5,32,3212,450,2,329054,3,1650,3,,,,,,2,,,,
5,32,3212,450,2,329054,4,1500,1,,,,,,2,,,,
5,32,3212,450,2,329054,5,476.89,7,,,,,,2,,,,
5,32,3212,450,2,329055,1,4000,3,1,,,,2032.1,1,1,,,
5,32,3212,450,2,329055,2,3500,3,1,,,,298.66,1,1,,,
5,32,3212,450,2,329055,3,3000,3,1,,,,2764.7,1,1,,,
5,32,3212,450,2,329055,4,2500,3,1,,,,2634.4,1,1,,,
5,32,3212,450,2,329055,5,2700,3,1,,,,1343.3,1,1,,,
5,32,3212,450,2,329055,6,456.76,7,,,,,,2,,,,
5,32,3212,450,2,329056,1,1300,7,1,,,,2507.4,1,1,2,,
5,32,3212,450,2,329056,2,650,7,,,,,,2,,,,
5,32,3212,450,2,329056,3,900,7,,,,,,2,,,,
5,32,3212,450,2,329056,4,1200,7,,,,,,2,,,,
5,32,3212,450,2,329057,1,3000,3,1,,,,1701.9,1,1,,,
5,32,3212,450,2,329057,2,1000,3,1,,,,456.59,1,1,,,
5,32,3212,450,2,329057,3,1500,3,1,,,,610.73,1,1,,,
5,32,3212,450,2,329058,1,850,1,1,,,,650.31,1,1,2,,
5,32,3212,450,2,329058,2,2100,1,1,,,,347.48,1,1,2,,
