"zone","state","lga","sector","ea","hhid","cropcode","sa3iiq1a","sa3iiq1c","sa3iiq1d","sa3iiq1b","sa3iiq1_conv","sa3iiq3","sa3iiq4","sa3iiq4b","sa3iiq5a","sa3iiq6","sa3iiq7","sa3iiq7_os","sa3iiq8_1","sa3iiq8_2","sa3iiq8_3","sa3iiq8_4","sa3iiq8_5","sa3iiq9_1","sa3iiq9_2","sa3iiq10","sa3iiq10a_1","sa3iiq10a_2","sa3iiq10a_3","sa3iiq10a_4","sa3iiq10a_5","sa3iiq10a_6","sa3iiq10a_7","sa3iiq10a_8","sa3iiq10a_9","sa3iiq11aa","sa3iiq12a","sa3iiq13a","sa3iiq14a","sa3iiq15a","sa3iiq16a","sa3iiq17a","sa3iiq18a","sa3iiq18aa","sa3iiq25","sa3iiq25_os","sa3iiq20a","sa3iiq20b","sa3iiq20b_os","sa3iiq20c","sa3iiq21","sa3iiq22_1","sa3iiq22_2","sa3iiq22_3","sa3iiq23_1","sa3iiq23_2","sa3iiq23_3","sa3iiq23_4","sa3iiq23_5","sa3iiq26","sa3iiq27"
1,7,709,2,1226,70074,1060,50,130,12,2,100,1,12,2018,46,460000,3,,2,,,,,2,,1,1,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70074,1070,14,130,12,,100,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70074,1121,500,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,500,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70074,2142,3,130,12,,100,1,11,2018,3,90000,3,,2,,,,,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70074,2220,5,130,12,2,100,1,11,2018,4,60000,3,,2,,,,,2,,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70075,1121,250,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70075,2020,1,130,11,,50,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70075,2142,1,130,10,,25,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70076,1060,2,130,12,2,100,1,11,2018,2,18000,3,,2,,,,,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70076,1070,1,130,12,,100,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70076,1121,200,211,1,,2.95499992370605,1,12,2018,200,16000,3,,2,,,,,2,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70077,1060,15,130,12,1,70,1,10,2018,10,70000,3,,2,,,,,1,,1,1,0,1,0,0,0,0,0,0,4.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70077,1121,500,211,1,,2.95499992370605,1,11,2018,300,33000,3,,2,,,,,1,,1,1,0,1,0,0,0,0,0,0,100,,100,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70077,2142,3,130,10,,25,1,11,2018,3,30000,3,,2,,,,,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70078,1060,60,130,12,1,70,1,12,2018,24,168000,6,,1,,,,,1,,1,1,0,1,0,0,0,0,0,0,5.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70078,1070,2,130,11,,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70078,1080,4,130,11,2,50,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70078,1121,150,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,130,,20,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70078,2142,3,130,10,,25,1,12,2018,2.5,25000,6,,1,,,,,1,,1,1,0,0,0,0,0,0,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70079,1070,50,1,,,1,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,5,,,,,,,,25,2,,10,1,,,5000,1,,,1,,,,,1,2
1,7,709,2,1226,70079,1121,17,130,12,,100,1,11,2018,10,120000,6,,1,,,,,1,,1,1,0,1,0,0,0,0,0,0,1,,6,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70079,1123,5,170,,,53.9049987792969,1,12,2018,4,5000,6,,1,,,,,1,,1,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70080,1060,7,130,12,1,70,1,11,2018,6,18000,6,,3,,,,,3,,1,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,709,2,1226,70080,1121,700,211,2,,5.88000011444092,1,12,2018,500,75000,6,,2,3,,,,2,3,1,1,0,1,0,0,0,0,0,0,100,,100,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70121,1020,5,150,2,,46,1,1,2018,5,5000,9,,2,,,,,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70121,1070,2,150,1,,5.17999982833862,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70121,1121,420,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,260,,160,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70122,1080,1,140,0,1,1.34819996356964,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70123,1121,800,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,400,,330,,,,70,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70124,1020,15,130,12,,100,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,,,3,,,,,,12,5,,6,150,,2,12000,2,,,1,2,,,,1,2
1,7,718,2,1640,70124,1080,3,130,11,2,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70124,1121,1300,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,950,,200,,,,100,50,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70124,1123,1300,211,0,,2.08999991416931,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,1,0,900,,100,,,,200,100,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70125,1020,6,150,1,,25.25,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,,,1,,,,,,5,5,,4,150,,1,7200,2,,,1,2,,,,2,
1,7,718,2,1640,70125,1060,7,11,,1,1.208899974823,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,3,,4,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70125,1080,12,11,,2,3.58999991416931,1,11,2018,5,2000,3,,2,,,,,1,2,1,1,0,1,0,0,0,0,0,0,4,,3,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70125,1121,350,211,1,,2.95499992370605,1,11,2018,15,3000,3,,2,,,,,1,,1,1,0,1,0,0,0,0,0,0,100,,235,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70125,1123,400,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,320,,70,,,,10,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70126,1020,10,130,11,,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,7,,1,,,,,,2,5,,2,130,,11,7000,2,,,1,2,,,,2,
1,7,718,2,1640,70126,1080,1.5,130,11,2,50,1,12,2018,1,9000,6,,2,,,,,1,,2,0,0,1,0,0,0,0,0,0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70126,1121,600,211,2,,5.88000011444092,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,0,450,,80,,,,,70,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70126,1123,1,150,2,,58,1,1,2018,1,5000,6,,2,,,,,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70127,1080,6,150,1,2,23.2700004577637,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70127,1121,230,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,100,,130,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70127,1123,200,211,0,,2.08999991416931,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70128,1020,5,130,11,,50,1,12,2018,3,6000,3,,1,,,,,1,,1,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70128,1060,1,150,1,1,7.16449975967407,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70128,1080,3.5,130,11,2,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,3,,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70128,1121,500,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,0,400,,60,,,,,40,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70128,1123,1,150,1,,44.5149993896484,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70129,1020,14,170,,,99.3000030517578,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,,,1,,,,,,13,5,,15,150,,1,30000,20,,,3,,,,,2,
1,7,718,2,1640,70129,1080,18,11,,2,3.58999991416931,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,13,,5,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70129,1121,320,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,220,,100,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70129,1123,270,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,232,,30,,,,8,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70129,2120,7,11,,,2.03299999237061,1,9,2018,3,900,3,,20,,,,,20,,1,1,0,1,0,0,0,0,0,0,2,,2,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70130,1020,30,130,12,,100,2,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,1,,,3,,,,1,,26,5,,13,150,,2,26000,10,,,10,,,,,1,2
1,7,718,2,1640,70130,1080,1,130,11,2,50,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70130,1121,450,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,300,,100,,,,50,,,,,,,,,,,,,,,,,,,
1,7,718,2,1640,70130,1123,450,211,0,,2.08999991416931,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,350,,50,,,,50,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70131,1121,300,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,100,,180,,,,20,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70132,1121,300,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,170,,130,,,,,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70133,1121,200,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,90,,80,,,,30,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70133,2170,50,110,1,,5.1399998664856,1,11,2018,40,8000,3,,3,,,,,1,,1,0,0,1,0,0,0,1,0,0,,,5,,,,5,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70133,3020,4,130,11,,50,1,12,2018,4,24000,3,,3,,,,,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70134,1020,8,130,11,,50,1,12,2018,8,16000,3,,2,4,,,,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70134,2170,8,110,1,,5.1399998664856,1,12,2018,8,6800,3,,2,,,,,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70135,2170,6,110,1,,5.1399998664856,1,12,2018,5,4400,3,,1,,,,,1,,1,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70136,1121,150,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,100,,40,,,,10,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70137,1121,1400,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1300,,100,,,,,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70137,3020,20,11,,,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70139,1020,18,170,,,99.3000030517578,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,5,,3,,,,,,10,5,,11,150,,1,27500,2,6,,1,,,,,2,
1,7,715,2,780,70139,1121,500,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,370,,110,,,,20,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70140,1121,380,211,1,,2.95499992370605,1,12,2018,80,20000,3,,1,,,,,1,,1,1,0,1,0,0,0,1,0,0,150,,90,,,,60,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70140,1122,200,211,0,,2.08999991416931,1,1,2018,70,21000,3,,1,,,,,1,,1,1,0,1,0,0,0,0,0,0,121,,9,,,,,,,,,,,,,,,,,,,,,,,
1,7,715,2,780,70140,2170,72,110,1,,5.1399998664856,1,12,2018,66,52800,3,,1,,,,,1,,1,0,0,1,0,0,0,1,0,0,,,5,,,,1,,,,,,,,,,,,,,,,,,,
1,7,713,2,304,70151,1080,15,130,11,1,18,1,8,2018,15,37500,6,,2,,,,,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,2503,2,0,70152,2040,1,130,11,,50,1,11,2018,1,19000,3,,1,,,,,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,713,2,304,70154,1080,20,130,11,2,50,1,10,2018,19,95000,6,,1,,,,,1,,1,1,0,1,0,0,0,0,0,0,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,7,713,2,304,70157,1080,8,130,11,2,50,1,10,2018,6,72000,6,,1,,,,,1,,1,1,0,1,0,0,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79005,1020,100,90,1,,21.6149997711182,1,10,2018,100,24000,6,,1,2,,,,1,2,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79005,1080,2,130,12,1,36,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79005,1110,3,130,12,1,100,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79005,1121,300,211,1,,2.95499992370605,1,12,2018,200,70000,6,,1,2,,,,1,2,2,0,0,1,0,0,0,0,0,0,,,100,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79005,2040,1,150,1,,8.51000022888184,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79006,1020,14,130,11,,50,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,,,4,,,,,,10,5,,40,150,,1,40000,1,,,1,,,,,1,2
1,7,701,2,104,79006,1121,100,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,10,,80,,,,10,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79007,2170,120,100,1,,1.05999994277954,2,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,,,5,,,,4,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79008,1020,8,170,,,99.3000030517578,1,11,2018,5,10000,9,,1,2,,,,1,,2,1,0,1,0,0,0,0,0,0,2.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79008,1110,9,150,1,1,,1,12,2018,2,11000,3,,2,,,,,1,,1,1,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79008,1121,2400,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,2100,,270,,,,30,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79009,1020,1,130,11,,50,1,1,2018,1,4000,6,,1,,,,,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79009,1040,1,140,0,,2.90799999237061,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79010,1020,600,211,1,,1.5900000333786,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,,,300,,,,,,300,5,,3,150,,1,4500,1,,,1,,,,,1,2
1,7,701,2,104,79010,1121,1200,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,850,,300,,,,50,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79010,1123,700,211,0,,2.08999991416931,1,1,2018,600,15000,1,,1,,,,,1,,1,1,0,1,0,0,0,0,0,0,20,,80,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79011,1020,30,130,11,,50,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,,,2,,,,,,28,5,,5,150,,1,7500,1,2,,1,2,,,,1,2
1,7,701,2,104,79011,1080,6,130,11,2,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,5,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79011,1121,250,211,1,,2.95499992370605,1,12,2018,150,4500,3,,2,,,,,1,2,1,1,0,1,0,0,0,0,0,0,30,,70,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79011,2120,2,150,2,,15.664999961853,1,9,2018,1,3000,3,,1,,,,,1,2,1,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79012,1121,450,211,1,,2.95499992370605,1,12,2018,50,12500,3,,2,,,,,1,,1,1,0,1,0,0,0,1,0,0,250,,140,,,,10,,,,,,,,,,,,,,,,,,,
1,7,701,2,104,79012,1123,250,211,0,,2.08999991416931,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,180,,70,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79014,1020,2,130,11,,50,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79014,1070,2,130,11,,50,1,1,2018,1,11000,3,,2,,,,,1,2,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79014,1121,700,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,0,550,,50,,,,,100,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79015,1070,2,130,11,,50,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79015,1090,3,150,1,1,,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79015,1121,300,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,270,,30,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79016,1080,1,130,10,2,25,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79016,1110,4,130,12,1,100,1,12,2018,1,10000,6,,2,,,,,1,2,1,1,0,1,0,0,0,0,0,0,2.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79016,1121,400,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,0,300,,70,,,,,30,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79016,2142,1,140,1,,6.36999988555908,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79017,1020,40,130,11,,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,10,,10,,,,,,20,5,,60,150,,0,60000,2,4,,1,,,,,1,2
1,7,702,2,954,79017,1080,2,130,11,2,50,1,11,2018,1,7000,3,,2,,,,,1,,1,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79017,1110,5,130,11,1,50,1,12,2018,3,24000,3,,2,4,,,,1,,1,1,0,1,0,0,0,0,0,0,0.75,,1.25,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79017,1121,400,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,210,,120,,,,70,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79017,2142,3,130,11,,50,1,11,2018,2,16000,3,,2,,,,,1,,1,1,0,1,0,0,0,1,0,0,0.25,,0.5,,,,0.25,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79018,1010,2,130,11,2,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1.75,,0.25,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79018,1020,10,130,11,,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,9,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79018,1070,2,130,11,,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1.75,,0.25,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79018,1080,2,130,11,2,50,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1.85,,0.15,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79018,1121,900,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,500,,300,,,,100,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79018,1123,64,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,50,,4,,,,10,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79019,1070,4,130,12,,100,1,12,2018,1,10000,3,,2,,,,,1,2,1,1,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79019,1080,4,11,,2,3.58999991416931,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,4,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79019,1090,7,150,2,2,,1,12,2018,6,42000,3,,2,,,,,1,2,1,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79019,1121,800,211,1,,2.95499992370605,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,600,,200,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79019,2142,2,11,,,1.5349999666214,2,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79020,1010,6,11,,2,3.50799989700317,1,1,2018,5,3500,3,,1,,,,,1,,1,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79020,1070,1,130,12,,100,1,12,2018,1,10000,3,,1,,,,,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79020,1080,1,150,0,1,3.57120013237,2,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79020,1090,4,11,,2,2.46199989318848,1,1,2018,4,4800,3,,2,,,,,1,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79020,1121,100,211,0,,2.08999991416931,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,65,,35,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79021,1010,48,11,,2,3.50799989700317,1,11,2018,15,18000,3,,2,3,,,,1,,1,1,0,1,0,0,0,1,0,0,25,,6,,,,2,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79021,1070,36,11,,,3.75799989700317,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,29,,7,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79021,1080,3,150,1,2,23.2700004577637,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79021,1110,5,150,1,2,,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,3,,2,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79021,1121,400,211,1,,2.95499992370605,1,1,2018,60,12000,3,,3,,,,,1,,1,0,0,1,0,0,0,0,0,0,,,340,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79023,1010,13,11,,2,3.50799989700317,1,12,2018,4,4000,3,,2,,,,,1,2,1,1,0,1,0,0,0,0,0,0,6,,3,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79023,1080,3,11,,2,3.58999991416931,2,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,2,,1,,,,,,,,,,,,,,,,,,,,,,,
1,7,702,2,954,79023,1110,9,150,1,2,,1,12,2018,3,15000,3,,2,,,,,1,,1,1,0,1,0,0,0,0,0,0,5,,1,,,,,,,,,,,,,,,,,,,,,,,
