"zone","state","lga","sector","ea","hhid","livestock_cd","animal_cd","s11k3q1","s11k3q2","s11k3q2a","s11k3q3","s11k3q4","s11k3q4a","s11k3q5","s11k3q6","s11k3q7_1","s11k3q7_2","s11k3q7_3","s11k3q8"
3,17,1707,2,284,179015,5,114,1,1,2,5,2,10,2,,,,,
3,17,1707,2,284,179015,5,120,1,2,3,14,2,84,1,80,1,,,2400
3,17,1712,2,126,179025,5,113,1,3,2,10,5,,2,,,,,
3,17,1712,2,126,179025,5,114,2,,,,,,,,,,,
3,17,1712,2,126,179026,5,114,1,4,2,7,6,,2,,,,,
3,17,1712,2,126,179026,5,120,1,3,2,5,3,,1,30,1,,,700
3,17,1712,2,126,179028,5,114,2,,,,,,,,,,,
3,17,1712,2,126,179030,5,114,2,,,,,,,,,,,
3,17,1712,2,126,179031,5,114,2,,,,,,,,,,,
3,17,1712,2,126,179032,5,114,2,,,,,,,,,,,
3,17,1712,2,126,179033,5,114,2,,,,,,,,,,,
3,17,1712,2,126,179033,5,120,2,,,,,,,,,,,
3,17,1712,2,126,179034,5,114,2,,,,,,,,,,,
3,17,1712,2,126,179036,5,114,2,,,,,,,,,,,
3,17,1715,2,3064,179037,5,114,1,1,2,7,1,12,2,,,,,
3,17,1715,2,3064,179039,5,114,1,2,2,7,2,20,2,,,,,
3,17,1715,2,3064,179041,5,114,1,5,2,5,3,32,2,,,,,
3,17,1715,2,3064,179042,5,114,2,,,,,,,,,,,
3,17,1715,2,3064,179044,5,114,1,3,2,9,3,54,2,,,,,
3,17,1716,2,1344,179049,5,114,1,3,3,15,3,45,2,,,,,
3,17,1716,2,1344,179049,5,120,1,2,4,4,7,224,1,220,1,,,5500
3,17,1716,2,1344,179050,5,114,1,2,3,3,2,36,2,,,,,
3,17,1716,2,1344,179050,5,120,2,,,,,,,,,,,
3,17,1716,2,1344,179052,5,120,1,3,3,7,4,106,2,,,,,
3,17,1716,2,1344,179053,5,114,2,,,,,,,,,,,
3,17,1716,2,1344,179055,5,114,2,,,,,,,,,,,
3,17,1716,2,1344,179055,5,120,2,,,,,,,,,,,
3,17,1716,2,1344,179056,5,114,1,3,2,6,4,45,2,,,,,
3,17,1716,2,1344,179056,5,120,1,3,4,7,2,96,1,90,1,3,,2250
3,17,1716,2,1344,179058,5,114,2,,,,,,,,,,,
3,17,1716,2,1344,179058,5,120,1,3,4,21,3,252,1,220,2,3,,4400
3,17,1717,2,378,179061,5,114,1,3,2,30,6,60,2,,,,,
3,17,1717,2,378,179062,5,114,1,3,1,6,5,25,2,,,,,
3,17,1717,2,378,179062,5,120,1,6,4,189,27,2268,1,2268,2,,,68000
3,17,1717,2,378,179063,5,114,1,4,3,5,5,80,1,45,1,,,900
3,17,1717,2,378,179063,5,120,1,2,4,7,1,45,1,10,1,,,300
3,17,1717,2,378,179064,5,114,1,3,3,10,3,30,2,,,,,
3,17,1717,2,378,179064,5,120,1,4,3,7,0,,,,,,,
3,17,1717,2,378,179065,5,114,1,3,2,10,9,90,2,,,,,
3,17,1717,2,378,179065,5,120,2,,,,,,,,,,,
3,17,1717,2,378,179067,5,114,1,6,4,5,0,,,,,,,
3,17,1717,2,378,179067,5,120,1,4,2,7,0,,,,,,,
3,17,1717,2,378,179068,5,114,2,,,,,,,,,,,
3,17,1717,2,378,179069,5,114,2,,,,,,,,,,,
3,17,1717,2,378,179070,5,114,2,,,,,,,,,,,
3,17,1717,2,378,179072,5,114,2,,,,,,,,,,,
3,17,1723,1,668,179092,5,114,2,,,,,,,,,,,
3,17,1725,2,200,179097,5,114,2,,,,,,,,,,,
3,17,1725,2,200,179098,5,114,1,2,3,10,1,12,2,,,,,
3,17,1725,2,200,179098,5,120,1,3,2,7,3,61,1,38,1,,,950
3,17,1725,2,200,179100,5,114,2,,,,,,,,,,,
3,17,1725,2,200,179100,5,120,1,1,1,20,7,40,1,40,1,,,1000
3,17,1725,2,200,179101,5,114,2,,,,,,,,,,,
3,17,1725,2,200,179101,5,120,1,3,4,35,5,450,1,400,1,,,10000
3,17,1725,2,200,179102,5,114,2,,,,,,,,,,,
3,17,1725,2,200,179102,5,120,2,,,,,,,,,,,
3,17,1725,2,200,179103,5,114,2,,,,,,,,,,,
3,17,1725,2,200,179103,5,120,2,,,,,,,,,,,
3,18,1803,2,840,180031,5,114,1,2,3,5,2,11,2,,,,,
3,18,1803,2,840,180033,5,114,2,,,,,,,,,,,
3,18,1803,2,840,180037,5,114,1,2,1,10,2,25,2,,,,,
3,18,1820,2,450,180100,5,114,2,,,,,,,,,,,
3,18,1802,2,1040,189003,5,117,1,1,2,4,1,8,2,,,,,
3,18,1802,2,1040,189006,5,114,2,,,,,,,,,,,
3,18,1802,2,1040,189006,5,118,2,,,,,,,,,,,
3,18,1802,2,1040,189007,5,117,2,,,,,,,,,,,
3,18,1802,2,1554,189018,5,114,2,,,,,,,,,,,
3,18,1802,2,1554,189021,5,114,2,,,,,,,,,,,
3,18,1802,1,3204,189025,5,113,1,6,2,520,130,3120,1,3000,2,,,80000
3,18,1805,2,674,189037,5,114,1,1,3,6,1,18,2,,,,,
3,18,1805,2,674,189041,5,114,2,,,,,,,,,,,
3,18,1805,2,674,189041,5,118,2,,,,,,,,,,,
3,18,1805,2,792,189052,5,114,1,2,3,6,2,18,2,,,,,
3,18,1805,2,792,189057,5,114,1,2,2,7,3,42,1,42,2,3,,1200
3,18,1805,2,792,189060,5,114,1,1,2,7,3,42,1,42,2,3,,1260
3,18,1807,2,1754,189071,5,114,2,,,,,,,,,,,
3,18,1807,2,1754,189072,5,114,2,,,,,,,,,,,
3,18,1812,2,42,189120,5,114,2,,,,,,,,,,,
3,18,1813,2,522,189121,5,114,1,1,3,6,2,18,2,,,,,
3,18,1813,2,522,189125,5,114,2,,,,,,,,,,,
3,18,1813,2,522,189126,5,114,1,2,3,16,0,,,,,,,
3,18,1817,2,572,189137,5,114,2,,,,,,,,,,,
3,18,1817,2,572,189142,5,114,1,2,3,6,2,36,2,,,,,
3,18,1817,2,572,189143,5,114,1,1,3,5,2,15,2,,,,,
3,18,1817,2,572,189144,5,114,1,1,2,6,1,12,2,,,,,
3,18,1817,2,726,189147,5,114,1,1,1,7,1,7,2,,,,,
3,18,1817,2,726,189149,5,114,1,2,3,6,2,36,2,,,,,
3,18,1817,2,726,189150,5,114,1,1,3,6,1,18,2,,,,,
3,18,1817,2,726,189150,5,118,2,,,,,,,,,,,
3,18,1817,2,880,189157,5,114,1,6,2,7,3,,2,,,,,
3,18,1817,2,880,189157,5,117,2,,,,,,,,,,,
3,18,1817,2,880,189165,5,113,2,,,,,,,,,,,
3,18,1818,2,76,189169,5,114,1,3,2,4,3,24,2,,,,,
3,18,1818,2,76,189170,5,114,2,,,,,,,,,,,
3,18,1818,2,76,189178,5,114,1,1,2,7,3,25,2,,,,,
3,18,1818,2,76,189179,5,118,2,,,,,,,,,,,
3,18,1819,1,818,189183,5,114,2,,,,,,,,,,,
3,18,1819,1,818,189184,5,114,1,1,2,8,1,16,2,,,,,
3,18,1821,2,24,189193,5,118,2,,,,,,,,,,,
3,18,1821,2,24,189194,5,114,1,2,2,14,2,28,2,,,,,
3,18,1821,2,24,189194,5,118,2,,,,,,,,,,,
3,18,1821,2,24,189197,5,114,2,,,,,,,,,,,
3,18,1821,2,24,189202,5,114,1,1,2,7,1,14,2,,,,,
3,18,1822,2,1898,189212,5,114,2,,,,,,,,,,,
3,18,1822,2,1898,189216,5,114,2,,,,,,,,,,,
3,19,1921,1,842,190011,5,114,1,3,3,5,3,60,2,,,,,
3,19,1921,1,842,190020,5,114,1,3,2,8,2,12,2,,,,,
3,19,1914,2,934,190082,5,114,1,6,2,30,5,15,2,,,,,
3,19,1914,2,934,190082,5,118,1,6,4,12,3,144,2,,,,,
3,19,1914,2,934,190082,5,120,2,,,,,,,,,,,
3,19,1914,2,934,190084,5,114,1,2,2,10,1,10,2,,,,,
3,19,1914,2,934,190085,5,114,1,4,2,16,5,85,2,,,,,
3,19,1914,2,934,190086,5,114,1,4,4,33,6,136,2,,,,,
3,19,1914,2,934,190087,5,114,1,3,2,4,1,10,2,,,,,
3,19,1914,2,934,190087,5,118,1,3,3,1,1,3,2,,,,,
3,19,1914,2,934,190088,5,114,1,2,2,6,1,1,2,,,,,
3,19,1914,2,934,190089,5,114,1,2,2,6,2,21,2,,,,,
3,19,1914,2,934,190090,5,114,1,1,2,6,1,11,2,,,,,
3,19,1912,1,1510,190115,5,114,2,,,,,,,,,,,
3,19,1912,1,1510,190117,5,114,2,,,,,,,,,,,
3,19,1910,2,808,190131,5,114,1,6,1,7,3,21,2,,,,,
3,19,1910,2,808,190132,5,114,1,3,2,7,2,13,2,,,,,
3,19,1910,2,808,190136,5,114,1,3,2,7,3,25,2,,,,,
3,19,1910,2,808,190138,5,114,1,3,3,7,3,28,2,,,,,
3,19,1910,2,808,190140,5,114,1,3,3,12,1,8,2,,,,,
3,19,1919,2,366,190161,5,114,1,3,3,7,5,47,2,,,,,
3,19,1919,2,366,190162,5,114,1,3,2,12,2,21,2,,,,,
3,19,1919,2,366,190167,5,114,2,,,,,,,,,,,
3,19,1919,2,366,190168,5,114,1,3,3,2,7,75,2,,,,,
3,19,1919,2,366,190169,5,114,1,3,2,8,2,20,2,,,,,
3,19,1919,2,366,190170,5,114,1,3,3,10,2,20,2,,,,,
3,19,1928,2,526,190174,5,114,1,3,2,7,3,26,2,,,,,
3,19,1928,2,526,190175,5,114,1,3,2,4,2,14,2,,,,,
3,19,1928,2,526,190177,5,114,1,3,2,46,4,178,2,,,,,
3,19,1928,2,526,190179,5,114,1,4,2,10,1,10,2,,,,,
3,19,1928,2,526,190180,5,114,1,3,2,4,2,10,2,,,,,
3,19,1923,2,284,190196,5,114,1,3,2,6,2,12,2,,,,,
3,19,1923,2,284,190198,5,114,1,3,2,6,2,21,2,,,,,
3,19,1923,2,284,190200,5,114,1,3,3,5,1,10,2,,,,,
3,19,1909,2,1684,199002,5,114,1,3,2,2,2,5,2,,,,,
3,19,1909,2,1684,199007,5,114,1,3,1,40,3,120,2,,,,,
3,19,1909,2,1684,199008,5,114,2,,,,,,,,,,,
3,19,1919,2,596,199015,5,114,1,2,2,4,4,20,2,,,,,
3,19,1919,2,596,199019,5,114,1,2,2,7,3,21,2,,,,,
3,19,1919,2,596,199021,5,114,1,1,2,11,2,11,2,,,,,
3,19,1924,2,356,199025,5,114,1,2,3,10,4,5,2,,,,,
3,19,1924,2,356,199025,5,120,1,5,4,10,10,10,2,,,,,
3,19,1924,2,356,199030,5,114,1,3,2,6,3,25,2,,,,,
3,19,1924,2,356,199030,5,117,2,,,,,,,,,,,
3,19,1924,2,356,199030,5,118,1,12,2,4,3,48,1,48,1,,,2400
3,19,1924,2,356,199032,5,114,1,3,2,36,3,36,2,,,,,
3,19,1924,2,356,199033,5,114,1,1,2,4,3,30,2,,,,,
3,19,1924,2,356,199034,5,114,1,3,2,45,2,19,2,,,,,
3,19,1924,2,356,199035,5,114,1,2,2,7,2,23,2,,,,,
3,19,1924,2,356,199036,5,114,1,3,3,3,2,24,2,,,,,
3,19,1927,2,622,199041,5,114,2,,,,,,,,,,,
3,19,1927,2,622,199044,5,114,1,3,2,9,4,32,2,,,,,
3,19,1927,2,622,199046,5,114,1,3,2,36,3,36,2,,,,,
3,19,1927,2,622,199048,5,114,1,3,2,10,8,20,2,,,,,
3,19,1927,2,622,199048,5,117,1,5,2,7,3,12,2,,,,,
3,19,1929,2,108,199054,5,114,2,,,,,,,,,,,
3,19,1929,2,108,199056,5,114,1,2,2,6,1,11,2,,,,,
3,19,1929,2,108,199057,5,114,1,2,2,6,4,37,2,,,,,
3,19,1929,2,108,199058,5,114,1,3,3,40,7,70,2,,,,,
3,19,1929,2,108,199058,5,120,1,3,4,7,6,180,1,120,1,,,3600
3,19,1933,2,330,199064,5,114,1,3,3,8,2,20,2,,,,,
3,19,1933,2,330,199067,5,114,1,4,2,28,4,52,2,,,,,
3,19,1933,2,330,199068,5,114,2,,,,,,,,,,,
3,19,1933,2,330,199069,5,114,1,2,2,11,1,11,2,,,,,
3,19,1933,2,330,199071,5,114,1,3,2,10,4,40,2,,,,,
3,19,1933,2,330,199072,5,114,1,1,2,11,1,11,2,,,,,
3,19,1940,2,648,199077,5,114,1,2,2,10,1,10,2,,,,,
3,19,1940,2,648,199080,5,114,1,2,4,11,4,44,2,,,,,
3,19,1940,2,648,199081,5,114,1,1,3,5,1,10,2,,,,,
3,19,1940,2,648,199082,5,114,1,3,3,7,10,100,2,,,,,
3,19,1940,2,648,199082,5,117,1,1,3,7,2,26,2,,,,,
3,19,1940,2,648,199082,5,120,1,1,4,6,6,84,1,80,1,2,,2400
3,19,1940,2,648,199083,5,114,2,,,,,,,,,,,
3,19,1941,2,1112,199086,5,114,1,3,3,7,5,35,2,,,,,
3,19,1941,2,1112,199086,5,118,1,2,4,5,2,20,2,,,,,
3,19,1941,2,1112,199086,5,120,1,4,4,7,7,770,1,770,1,,,15400
3,19,1941,2,1112,199090,5,114,1,2,2,42,4,108,2,,,,,
3,19,1941,2,1112,199091,5,114,1,2,2,35,2,72,2,,,,,
3,19,1941,2,1112,199092,5,114,1,3,2,6,2,23,2,,,,,
3,19,1941,2,1112,199092,5,118,1,1,2,5,1,10,2,,,,,
3,19,1941,2,1112,199093,5,114,1,4,2,7,5,10,2,,,,,
3,19,1941,2,1112,199093,5,118,1,2,2,7,1,14,2,,,,,
3,19,1941,2,1112,199094,5,114,1,3,2,6,4,37,2,,,,,
3,19,1941,2,1112,199095,5,114,1,3,2,6,3,33,2,,,,,
3,19,1941,2,1112,199095,5,120,2,,,,,,,,,,,
3,19,1909,2,1684,199097,5,114,1,3,2,5,1,10,2,,,,,
3,20,2018,2,1134,200011,5,114,2,,,,,,,,,,,
3,20,2018,2,1134,200013,5,114,1,10,4,10,20,20,2,,,,,
3,20,2018,2,1134,200013,5,120,1,4,4,30,4,30,2,,,,,
3,20,2018,2,1134,200014,5,114,2,,,,,,,,,,,
3,20,2018,2,1134,200016,5,114,2,,,,,,,,,,,
3,20,2018,2,1134,200016,5,120,2,,,,,,,,,,,
3,20,2018,2,1134,200020,5,114,1,3,3,3,2,30,2,,,,,
3,20,2015,2,1746,200071,5,114,2,,,,,,,,,,,
3,20,2015,2,1746,200071,5,120,1,4,4,7,6,84,1,50,1,,,15000
3,20,2015,2,1746,200072,5,114,1,3,1,7,30,210,2,,,,,
3,20,2015,2,1746,200075,5,114,1,3,4,7,15,30,2,,,,,
3,20,2015,2,1746,200077,5,114,1,6,4,25,20,160,1,86,1,,,2580
3,20,2015,2,1746,200077,5,120,2,,,,,,,,,,,
3,20,2015,2,1746,200078,5,114,2,,,,,,,,,,,
3,20,2015,2,1746,200078,5,120,1,4,1,6,36,92,1,80,2,,,4000
3,20,2015,2,1746,200079,5,114,2,,,,,,,,,,,
3,20,2015,2,1746,200079,5,120,2,,,,,,,,,,,
3,20,2025,2,760,200101,5,114,2,,,,,,,,,,,
3,20,2025,2,760,200103,5,114,2,,,,,,,,,,,
3,20,2025,2,760,200104,5,114,2,,,,,,,,,,,
3,20,2028,2,498,200165,5,114,1,1,2,7,1,14,2,,,,,
3,20,2028,2,498,200168,5,114,1,5,2,21,2,243,2,,,,,
3,20,2012,1,844,200181,5,114,1,2,2,15,20,15,2,,,,,
3,20,2012,1,844,200182,5,114,2,,,,,,,,,,,
3,20,2012,1,844,200182,5,117,2,,,,,,,,,,,
3,20,2012,1,844,200185,5,114,2,,,,,,,,,,,
3,20,2012,1,844,200186,5,114,2,,,,,,,,,,,
3,20,2012,1,844,200189,5,114,2,,,,,,,,,,,
3,20,2003,2,1390,209002,5,114,1,1,1,7,1,7,2,,,,,
3,20,2003,2,1390,209005,5,114,1,7,1,20,3,20,2,,,,,
3,20,2003,2,1390,209006,5,114,2,,,,,,,,,,,
3,20,2003,2,1390,209010,5,114,1,3,3,7,3,40,2,,,,,
3,20,2003,2,1390,209011,5,114,1,4,3,6,15,45,2,,,,,
3,20,2009,2,144,209018,5,114,1,2,2,7,1,18,2,,,,,
3,20,2009,2,144,209019,5,114,2,,,,,,,,,,,
3,20,2009,2,144,209020,5,114,1,3,3,16,4,64,2,,,,,
3,20,2016,1,408,209046,5,114,1,3,2,7,0,,,,,,,
3,20,2016,2,2102,209049,5,114,1,4,2,14,2,28,2,,,,,
3,20,2016,2,2102,209050,5,114,1,3,2,3,3,25,2,,,,,
3,20,2016,2,2102,209050,5,120,1,3,2,21,3,252,2,,,,,
3,20,2016,2,2102,209060,5,114,1,3,2,11,3,32,2,,,,,
3,20,2021,1,2086,209069,5,114,2,,,,,,,,,,,
3,20,2025,2,2222,209085,5,114,1,3,2,7,3,25,2,,,,,
3,20,2025,2,2222,209087,5,114,1,4,2,11,6,72,2,,,,,
3,20,2025,2,2222,209089,5,114,1,1,2,13,1,18,2,,,,,
3,20,2025,2,2222,209090,5,114,1,4,2,10,3,32,2,,,,,
3,20,2025,2,2222,209091,5,114,1,5,2,7,5,26,2,,,,,
3,20,2025,2,2222,209094,5,114,2,,,,,,,,,,,
3,20,2026,2,1216,209098,5,114,1,3,4,10,3,90,2,,,,,
3,20,2026,2,1216,209100,5,114,1,1,1,5,5,30,2,,,,,
3,20,2026,2,1216,209101,5,114,2,,,,,,,,,,,
3,20,2026,2,1216,209102,5,114,2,,,,,,,,,,,
3,20,2026,2,1216,209105,5,114,2,,,,,,,,,,,
3,20,2026,2,1216,209106,5,114,1,4,2,7,1,21,2,,,,,
3,20,2026,2,1216,209107,5,114,2,,,,,,,,,,,
3,20,2026,2,1216,209108,5,114,2,,,,,,,,,,,
3,20,2032,2,50,209116,5,114,1,3,3,18,0,,,,,,,
3,20,2032,2,50,209118,5,114,1,3,3,20,2,35,2,,,,,
3,20,2034,2,908,209121,5,114,2,,,,,,,,,,,
3,20,2034,2,908,209122,5,114,2,,,,,,,,,,,
3,20,2034,2,908,209124,5,114,1,10,4,7,2,17,2,,,,,
3,20,2034,2,908,209125,5,114,1,4,2,10,3,30,2,,,,,
3,20,2034,2,908,209127,5,114,2,,,,,,,,,,,
3,21,2119,2,3956,210034,5,114,2,,,,,,,,,,,
3,21,2119,2,3956,210040,5,114,1,3,1,12,2,23,2,,,,,
3,21,2115,2,926,210052,5,114,2,,,,,,,,,,,
3,21,2115,2,926,210055,5,114,2,,,,,,,,,,,
3,21,2101,1,148,219002,5,114,2,,,,,,,,,,,
3,21,2101,1,148,219003,5,114,1,5,4,10,3,30,2,,,,,
3,21,2105,2,1606,219020,5,114,1,2,2,20,1,20,2,,,,,
3,21,2111,2,260,219027,5,114,2,,,,,,,,,,,
3,21,2111,2,260,219033,5,114,2,,,,,,,,,,,
3,21,2111,2,260,219035,5,114,1,2,1,18,2,8,2,,,,,
3,21,2112,2,442,219038,5,114,1,1,2,30,3,30,2,,,,,
3,21,2112,2,442,219045,5,114,1,5,4,20,3,40,2,,,,,
3,21,2112,2,442,219045,5,118,2,,,,,,,,,,,
3,21,2112,2,442,219047,5,114,2,,,,,,,,,,,
3,21,2115,2,548,219049,5,114,2,,,,,,,,,,,
3,21,2119,2,3992,219062,5,114,2,,,,,,,,,,,
3,21,2119,2,3992,219063,5,114,2,,,,,,,,,,,
3,21,2119,2,3992,219064,5,114,2,,,,,,,,,,,
3,21,2119,2,3992,219065,5,114,2,,,,,,,,,,,
3,21,2119,2,3992,219067,5,114,2,,,,,,,,,,,
3,21,2119,2,3992,219070,5,114,2,,,,,,,,,,,
3,21,2119,2,3992,219071,5,114,2,,,,,,,,,,,
1,22,2216,1,428,220028,5,114,2,,,,,,,,,,,
1,22,2216,1,0,220029,5,114,1,4,2,2,1,6,1,6,2,,,420
1,22,2220,1,1296,220051,5,114,2,,,,,,,,,,,
1,22,2220,1,1296,220056,5,114,1,3,2,10,2,20,1,15,8,,,600
1,22,2220,1,1296,220057,5,114,1,10,4,10,2,10,2,,,,,
1,22,2220,1,1296,220058,5,114,1,2,2,8,2,12,2,,,,,
1,22,2220,1,1296,220059,5,114,2,,,,,,,,,,,
1,22,2220,1,1296,220060,5,114,1,3,2,10,2,15,2,,,,,
1,22,2203,2,266,220118,5,114,1,3,1,15,3,15,2,,,,,
1,22,2203,2,2578,229004,5,114,2,,,,,,,,,,,
1,22,2203,2,2578,229011,5,114,1,3,2,20,2,20,2,,,,,
1,22,2203,2,2578,229012,5,114,1,3,3,14,3,14,2,,,,,
1,22,2208,2,194,229014,5,114,1,3,3,20,6,30,1,20,1,,,500
1,22,2208,2,194,229015,5,114,1,5,2,8,2,16,1,14,1,2,3,600
1,22,2208,2,642,229025,5,114,1,1,3,3,1,8,2,,,,,
1,22,2208,2,642,229029,5,114,2,,,,,,,,,,,
1,22,2208,2,642,229031,5,114,1,3,3,20,2,20,1,10,1,,,500
1,22,2208,2,642,229033,5,114,2,,,,,,,,,,,
1,22,2208,2,642,229035,5,114,1,3,2,3,1,15,2,,,,,
1,22,2213,1,100,229037,5,114,1,3,2,10,4,121,2,,,,,
1,22,2213,1,100,229038,5,114,2,,,,,,,,,,,
1,22,2213,1,100,229040,5,114,2,,,,,,,,,,,
1,22,2213,1,100,229041,5,114,2,,,,,,,,,,,
1,22,2213,1,100,229042,5,114,2,,,,,,,,,,,
1,22,2213,1,100,229044,5,114,2,,,,,,,,,,,
1,22,2213,1,100,229046,5,114,1,3,3,10,4,40,1,30,1,,,1200
1,22,2216,1,270,229049,5,114,2,,,,,,,,,,,
1,22,2216,1,270,229052,5,114,2,,,,,,,,,,,
1,22,2216,1,270,229053,5,114,2,,,,,,,,,,,
1,22,2216,1,270,229059,5,114,1,4,1,20,10,20,1,20,1,2,,2000
1,22,2216,1,270,229060,5,114,2,,,,,,,,,,,
1,22,2216,1,588,229065,5,114,1,4,2,11,1,30,2,,,,,
1,22,2216,1,588,229066,5,114,2,,,,,,,,,,,
1,22,2216,1,588,229068,5,114,1,3,4,6,2,15,2,,,,,
1,22,2216,1,588,229070,5,114,2,,,,,,,,,,,
1,22,2208,2,642,229090,5,114,1,2,2,5,5,42,2,,,,,
1,23,2307,1,2316,230013,5,114,1,2,2,10,0,,,,,,,
1,23,2307,1,2316,230014,5,114,2,,,,,,,,,,,
1,23,2307,1,2316,230016,5,114,2,,,,,,,,,,,
1,23,2304,2,322,230071,5,114,1,4,3,10,2,20,2,,,,,
1,23,2304,2,322,230079,5,114,1,2,3,10,2,21,2,,,,,
1,23,2311,2,516,230083,5,114,2,,,,,,,,,,,
1,23,2311,2,516,230087,5,114,1,2,2,8,2,16,2,,,,,
1,23,2311,2,516,230089,5,114,1,3,1,8,2,24,2,,,,,
1,23,2311,2,516,230090,5,114,1,2,2,6,1,6,2,,,,,
1,23,2302,2,1982,230091,5,114,1,2,2,7,2,21,2,,,,,
1,23,2302,2,1982,230092,5,114,1,3,2,18,3,18,2,,,,,
1,23,2302,2,1982,230093,5,114,1,3,2,20,2,20,2,,,,,
1,23,2302,2,1982,230095,5,114,1,2,1,5,8,42,2,,,,,
1,23,2302,2,1982,230099,5,114,1,2,1,6,3,21,2,,,,,
1,23,2303,2,68,239001,5,114,1,2,2,5,4,28,2,,,,,
1,23,2303,2,68,239004,5,114,1,3,1,10,2,15,2,,,,,
1,23,2303,2,68,239005,5,114,2,,,,,,,,,,,
1,23,2303,2,68,239006,5,114,1,3,1,10,3,28,2,,,,,
1,23,2303,2,68,239009,5,114,1,1,2,8,3,24,2,,,,,
1,23,2303,2,828,239013,5,114,1,6,2,14,2,25,2,,,,,
1,23,2303,2,828,239014,5,114,1,5,3,12,4,34,2,,,,,
1,23,2303,2,828,239015,5,114,1,6,3,30,3,14,2,,,,,
1,23,2303,2,828,239016,5,114,1,3,2,15,3,30,2,,,,,
1,23,2303,2,828,239017,5,114,1,4,3,8,3,24,2,,,,,
1,23,2303,2,828,239018,5,114,2,,,,,,,,,,,
1,23,2303,2,828,239024,5,114,2,,,,,,,,,,,
1,23,2304,2,432,239025,5,114,2,,,,,,,,,,,
1,23,2304,2,432,239026,5,114,1,1,2,5,3,15,2,,,,,
1,23,2304,2,432,239030,5,114,2,,,,,,,,,,,
1,23,2304,2,432,239032,5,114,1,2,1,6,2,18,2,,,,,
1,23,2305,2,174,239043,5,114,2,,,,,,,,,,,
1,23,2305,2,174,239045,5,114,1,3,4,9,2,20,2,,,,,
1,23,2305,2,174,239046,5,114,1,1,2,6,1,6,2,,,,,
1,23,2305,2,174,239048,5,114,1,3,3,10,3,24,2,,,,,
1,23,2305,2,174,239048,5,117,2,,,,,,,,,,,
1,23,2306,1,78,239050,5,114,1,4,2,8,3,25,2,,,,,
1,23,2306,1,78,239050,5,118,2,,,,,,,,,,,
1,23,2306,1,78,239052,5,114,1,1,1,5,0,,,,,,,
1,23,2306,1,78,239053,5,114,1,4,3,4,3,12,1,8,2,6,,300
1,23,2306,1,78,239053,5,120,1,6,4,7,5,40,1,30,3,,,600
1,23,2306,1,78,239054,5,114,1,6,1,7,5,35,2,,,,,
1,23,2306,1,78,239057,5,114,1,3,4,25,3,25,2,,,,,
1,23,2306,1,78,239059,5,114,1,3,2,14,2,42,2,,,,,
1,23,2308,1,88,239062,5,114,2,,,,,,,,,,,
1,23,2308,1,88,239064,5,114,1,3,1,4,4,,2,,,,,
1,23,2308,1,88,239065,5,114,1,2,2,6,0,,,,,,,
1,23,2308,1,88,239072,5,114,1,3,3,5,2,,2,,,,,
1,23,2308,1,5126,239077,5,113,1,4,1,7,1,21,1,19,1,,,550
1,23,2308,1,5126,239084,5,113,1,6,4,40,12,120,1,90,1,,,3000
1,23,2309,2,740,239085,5,114,1,1,2,13,2,25,2,,,,,
1,23,2309,2,740,239086,5,114,1,3,2,23,3,31,2,,,,,
1,23,2309,2,740,239088,5,114,1,3,2,8,1,24,2,,,,,
1,23,2309,2,740,239090,5,114,1,3,2,5,4,32,2,,,,,
1,23,2309,2,740,239092,5,114,1,5,4,12,5,60,2,,,,,
1,23,2309,2,740,239093,5,114,1,8,4,10,5,60,2,,,,,
1,23,2309,2,740,239095,5,114,1,9,4,10,4,40,2,,,,,
1,23,2309,2,740,239096,5,114,2,,,,,,,,,,,
1,23,2309,1,1224,239097,5,114,1,1,2,10,1,10,2,,,,,
1,23,2309,1,1224,239099,5,114,2,,,,,,,,,,,
1,23,2309,1,1224,239101,5,114,1,2,2,5,3,15,2,,,,,
1,23,2309,1,1224,239104,5,114,1,2,1,4,1,15,2,,,,,
1,23,2309,2,1574,239111,5,114,2,,,,,,,,,,,
1,23,2309,2,1574,239114,5,114,2,,,,,,,,,,,
1,23,2309,2,1574,239118,5,114,2,,,,,,,,,,,
1,23,2310,2,30,239121,5,114,1,2,3,10,2,15,2,,,,,
1,23,2310,2,30,239123,5,114,1,2,2,8,1,8,2,,,,,
1,23,2310,2,30,239124,5,114,1,2,2,9,2,20,2,,,,,
1,23,2310,2,30,239128,5,114,1,2,2,5,1,15,2,,,,,
1,23,2310,2,30,239129,5,114,1,2,1,12,2,16,2,,,,,
1,23,2310,2,30,239130,5,114,1,3,2,4,2,20,2,,,,,
1,23,2310,2,30,239131,5,114,1,2,1,9,1,16,2,,,,,
1,23,2310,2,496,239133,5,114,2,,,,,,,,,,,
1,23,2310,2,496,239140,5,114,1,2,2,8,2,14,2,,,,,
1,23,2310,2,496,239142,5,114,1,4,3,8,2,18,2,,,,,
1,23,2310,2,496,239143,5,114,1,3,3,6,3,18,2,,,,,
1,23,2313,1,382,239148,5,114,1,4,2,13,6,78,2,,,,,
1,23,2314,2,354,239159,5,114,1,1,2,10,1,10,2,,,,,
1,23,2314,2,354,239161,5,114,1,4,2,5,3,12,2,,,,,
1,23,2314,2,354,239164,5,114,1,3,4,12,2,24,2,,,,,
1,23,2314,2,354,239165,5,114,1,3,2,5,1,13,2,,,,,
