"zone","state","lga","sector","ea","hhid","sec11_resp","s11q1b","s11q1b_os","s11q1","s11q2","s11q3a","s11q3b","s11q4a","s11q4b","s11q5a","s11q5a_os","s11q5b","s11q5c_1","s11q5c_2","s11q5c_3","s11q5c_4","s11q5c_5","s11q5c_6","s11q5c_7","s11q5c_8","s11q5c_9","s11q5","s11q6","s11q6_os","s11q7","s11q7b","s11q8","s11q8b","s11q9","s11q40","s11q40_os","s11q41","s11q41_os","s11q42","s11q43_1","s11q43_2","s11q43_os","s11q44_1","s11q44_2","s11q45","s11q46_1","s11q46_2","s11q46_3","s11q46_os","s11q47","s11q48__1","s11q48__2","s11q48__3","s11q48__4","s11q48__5","s11q48__6","s11q48__7","s11q48_os","s11q49","s11q50","s11q51","s11q52","s11q53","s11q54","s11q33b","s11q33b_os","s11q55","s11q55_os","s11q56","s11q57a","s11q57b","s11q58","s11q59","s11q60","s11q60_os","s11q61","s11q62","s11q63a","s11q63b","s11q64","s11q65","s11q66","s11q67__1","s11q67__2","s11q67__3","s11q67__4","s11q67__5","s11q67__6","s11q67__7","s11q67_os","s11q68","s11q68_os","s11q69","s11q36","s11q36_os","s11q70","s11q71","s11q71_os","s11q72","s11q73","s11q74","s11q38","s11q38b","s11q75a","s11q75b"
6,27,2715,2,864,279119,1,1,,3,,1000,1,,,6,,,,,,,,,,,,1968,1,,2,,3,,1,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,20,1,14,2,,,,,,,,2,2,,,,,,,,,5,,0,12,,,,,3,,,5,,,
6,27,2716,2,44,279121,1,6,,1,200000,,,,,3,,2,,,,,,,,,,2015,6,,1,,2,,2,2,,1,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,15,1,5,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,27,2720,1,1836,279125,2,1,,1,5000000,,,,,5,,1,1,,,,,,,,,2014,5,,6,,5,,4,6,,1,,2,1,,,,,2,,,,,1,1,0,1,0,0,0,0,,1,2,3,7,8,1,5,,5,,3,3,1,15,2,,,,,,,,2,2,,,,,,,,,5,,1800,2,,2,,,1,2,,5,,,
6,27,2703,1,0,280031,1,3,,1,10000000,,,,,5,,1,2,,,,,,,,,2012,5,,2,,3,,3,5,,1,,2,14,1,,2300,800,2,,,,,1,1,0,1,0,0,0,0,,1,0,0,7,168,2,1,,5,,,,,,2,,,,,,,,2,2,,,,,,,,,1,,0,2,,2,,,1,2,,4,,,
6,24,2420,1,0,280033,2,3,,5,,,,140000,2,5,,1,2,,,,,,,,,9999,5,,6,,3,,2,5,,1,,2,14,,,3500,,2,,,,,1,1,0,1,0,0,0,0,,1,5,4,6,2,2,15,,,,,,,,2,,,,,,,,2,,,,,,,,,,5,,1500,1,,,,,2,1,1,1,,500,4
6,28,2804,1,340,280036,1,4,,3,,8400,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,5,,5,,,14,,,400,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,10,1,1,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,3,,,2,1,4,5,,,
6,28,2806,1,0,280037,6,3,,5,,,,150000,2,5,,2,,,,,,,,,,1984,5,,2,,3,,5,5,,1,,2,14,,,4200,,2,,,,,1,1,0,1,0,0,0,0,,1,8,2,14,6,1,1,,5,,,,,,2,,,,,,,,2,1,1,0,0,0,0,0,0,,1,,0,2,,1,2,,1,2,,1,,500,4
6,28,2804,1,340,280038,2,4,,5,,,,1500,1,6,,,,,,,,,,,,9999,5,,2,,3,,3,1,,5,,,4,,,500,,2,,,,,1,1,0,0,0,0,0,0,,1,1,1,14,20,2,5,,1,,3,25,1,7,2,,,,,,,,2,2,,,,,,,,,6,,0,2,,3,,,2,1,4,5,,,
6,28,2804,1,340,280039,5,4,,3,,25000,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,6,,3,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,4,1,16,18,1,5,,1,,3,30,1,1,2,,,,,,,,2,1,0,1,0,0,0,0,0,,6,,0,2,,3,,,2,1,4,5,,,
6,28,2814,1,1876,280081,1,4,,5,,,,1300,1,5,,1,1,,,,,,,,,9999,5,,2,,3,,1,6,,2,,2,1,,,,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,5,,0,1,,,,,2,1,10,5,,,
6,28,2814,1,0,280082,2,4,,5,,,,3000,1,5,,1,1,,,,,,,,,9999,5,,2,,3,,2,1,,3,,2,4,,,0,,2,,,,,1,0,0,1,0,0,0,0,,3,0,0,,,2,5,,5,,3,5,1,1,2,,,,,,,,2,2,,,,,,,,,5,,1500,1,,,,,2,1,8,5,,,
6,28,2814,1,1876,280083,1,4,,5,,,,36000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,1,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,10,1,1,2,,,,,,,,2,2,,,,,,,,,5,,180,7,,2,,,2,1,3,5,,,
6,28,2814,1,1876,280084,5,4,,1,2500000,,,,,6,,,,,,,,,,,,1988,5,,2,,3,,4,1,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,5,1,1,2,,,,,,,,2,2,,,,,,,,,5,,420,7,,2,,,2,1,5,4,,,
6,28,2814,1,1876,280085,1,4,,5,,,,18000,2,6,,,,,,,,,,,,9999,5,,2,,3,,1,6,,4,,,1,,,,,2,,,,,1,0,0,1,0,0,0,0,,3,2,2,,,2,10,,,,2,,,,1,5,,5,3,30,1,3,2,2,,,,,,,,,5,,1000,12,,,,,3,,,5,,,
6,28,2814,1,1876,280086,2,3,,1,6000000,,,,,5,,1,1,,,,,,,,,2000,5,,2,,3,,3,1,,5,,,4,,,0,,2,,,,,1,0,0,1,0,0,0,0,,3,1,1,,,2,10,,,,2,,,,1,5,,4,3,10,1,3,2,2,,,,,,,,,5,,600,2,,2,,,1,2,,5,,,
6,28,2814,1,0,280087,2,1,,1,450000,,,,,5,,1,1,,,,,,,,,2015,5,,2,,3,,2,1,,5,,,4,,,1000,,2,,,,,1,0,0,1,0,0,0,0,,3,4,4,,,2,5,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,5,,0,7,,2,,,2,2,,5,,,
6,28,2814,1,1876,280088,1,4,,1,300000,,,,,5,,2,,,,,,,,,,1993,5,,2,,3,,3,1,,5,,,4,,,600,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,5,1,2,2,,,,,,,,2,2,,,,,,,,,5,,3000,1,,,,,2,2,,5,,,
6,28,2814,1,0,280089,1,4,,5,,,,2400,1,5,,2,,,,,,,,,,9999,5,,2,,3,,2,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,4,,3,8,1,10,2,,,,,,,,2,2,,,,,,,,,5,,400,1,,,,,2,1,5,3,,0,
6,28,2814,1,1876,280090,2,3,,5,,,,60000,2,5,,2,,,,,,,,,,9999,5,,2,,3,,2,1,,5,,,4,,,1000,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,5,1,2,2,,,,,,,,2,2,,,,,,,,,5,,0,1,,,,,1,2,,5,,,
6,28,2813,2,0,280111,2,4,,3,,500,1,,,6,,,,,,,,,,,,1988,1,,2,,3,,1,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,8,1,6,2,,,,,,,,2,1,0,1,0,0,0,0,0,,13,,0,12,,,,,3,,,4,,,
6,28,2813,2,612,280112,1,4,,1,500000,,,,,6,,,,,,,,,,,,2008,1,,2,,3,,2,2,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,13,,,3,30,1,1,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2813,2,612,280113,2,4,,1,200000,,,,,5,,1,2,,,,,,,,,2008,1,,2,,3,,2,2,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,30,1,1,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2813,2,0,280114,2,4,,3,,500,1,,,6,,,,,,,,,,,,2000,1,,2,,3,,1,6,,1,,2,1,,,,,2,,,,,2,,,,,,,,,,,,,,,5,,4,,3,15,1,3,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,4,,,
6,28,2813,2,612,280115,2,6,,1,300000,,,,,6,,,,,,,,,,,,9999,1,,2,,3,,2,1,,4,,,4,,,1000,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,5,1,1,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2813,2,612,280116,1,1,,1,450000,,,,,6,,,,,,,,,,,,1998,5,,2,,3,,4,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,8,,,3,25,1,3,2,2,,,,,,,,,8,,0,12,,,,,3,,,5,,,
6,28,2813,2,612,280117,2,1,,1,500000,,,,,5,,1,1,,,,,,,,,1998,5,,2,,3,,4,1,,3,,2,4,,,250,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,8,,,3,30,1,12,2,2,,,,,,,,,8,,0,12,,,,,3,,,5,,,
6,28,2813,2,612,280118,1,6,,1,400000,,,,,6,,,,,,,,,,,,9999,1,,2,,2,,4,1,,5,,,4,,,1200,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,7,1,2,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2813,2,612,280119,1,4,,1,350000,,,,,6,,,,,,,,,,,,1978,5,,2,,3,,1,1,,5,,,4,,,800,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,5,1,1,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2813,2,612,280120,2,6,,1,250000,,,,,6,,,,,,,,,,,,9999,1,,2,,3,,2,1,,5,,,4,,,800,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,5,1,1,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2801,1,760,289001,2,4,,5,,,,24000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,2,6,,3,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,3.5,0,3,20.5,2,10,,,,1,,,,1,15,,,,,,,2,2,,,,,,,,,6,,0,7,,1,3,,2,1,2,5,,,
6,28,2801,1,760,289002,1,3,,3,,40000,2,,,6,,,,,,,,,,,,1974,5,,2,,3,,2,3,,1,,2,3,,,1300,,2,,,,,1,1,0,0,0,0,0,0,,1,5.5,0,3,18.5,1,10,,,,1,,,,1,13,,,3,40,1,1,2,2,,,,,,,,,6,,0,1,,,,,1,1,2,5,,,
6,28,2801,1,760,289003,1,4,,5,,,,1000,1,6,,,,,,,,,,,,9999,5,,2,,3,,1,5,,2,,2,14,,,800,,2,,,,,1,1,0,0,0,0,0,0,,1,5.5,0,5,18.5,2,15,,,,,,,,2,,,,,,,,2,,,,,,,,,,6,,0,1,,,,,2,1,4,5,,,
6,28,2801,1,760,289005,1,4,,3,,24000,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,2,1,,5,,,4,3,,300,300,2,,,,,2,,,,,,,,,,,,,,,6,,5,,3,5,1,1,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,4,,,
6,28,2801,1,760,289006,1,4,,3,,24000,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,2,6,,5,,,1,,,,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,3,5,1,1,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,28,2801,1,760,289007,1,4,,1,1000000,,,,,6,,,,,,,,,,,,1967,5,,2,,3,,3,1,,5,,,4,,,500,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,5,,1,3,30,1,3,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,28,2801,1,760,289008,1,4,,5,,,,8400,2,6,,,,,,,,,,,,9999,5,,2,,3,,1,1,,5,,,4,3,,1500,500,2,,,,,2,,,,,,,,,,,,,,,6,,5,,3,4,1,1,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,28,2801,1,760,289009,1,4,,5,,,,8400,2,6,,,,,,,,,,,,9999,5,,2,,3,,1,6,,5,,,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,8,3,4,16,2,10,,,,1,,,,2,,,,,,,,2,1,0,0,0,0,0,0,1,"ADDING SALT",6,,0,12,,,,,3,,,5,,,
6,28,2801,1,760,289010,1,4,,5,,,,55000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,3,1,,3,,2,4,,,1500,,2,,,,,1,1,0,0,0,0,0,0,,1,3,1,4,21,2,10,,,,1,,,,1,15,,,,,,,2,2,,,,,,,,,6,,0,7,,2,,,2,2,,5,,,
6,28,2801,1,760,289011,1,4,,3,,700,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,1,,3,,2,4,,,400,,2,,,,,1,1,0,0,0,0,0,0,,1,6,1,9,18,-99,10,,,,1,,,,1,6,,5,3,20,1,3,2,1,0,1,0,0,0,0,0,,6,,0,7,,2,,,2,1,4,5,,,
6,28,2805,2,498,289014,2,1,,5,,,,14400,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,2,1,,5,,,4,,,0,,2,,,,,1,1,0,0,0,0,0,0,,1,12,3,2,2,2,4,,1,,3,2,2,15,2,,,,,,,,2,2,,,,,,,,,4,,0,12,,,,,3,,,5,,,
6,28,2805,2,498,289015,1,1,,5,,,,500,1,6,,,,,,,,,,,,9999,5,,2,,3,,1,6,,1,,2,1,,,,,2,,,,,2,,,,,,,,,,,,,,,4,,1,,3,30,1,4,2,,,,,,,,2,2,,,,,,,,,4,,0,12,,,,,3,,,5,,,
6,28,2805,2,498,289016,1,4,,5,,,,6000,2,6,,,,,,,,,,,,9999,5,,2,,3,,1,6,,3,,2,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,12,2,8,6,2,4,,1,,3,20,1,3,2,,,,,,,,2,2,,,,,,,,,4,,0,12,,,,,3,,,5,,,
6,28,2805,2,498,289017,2,6,,5,,,,40000,2,6,,,,,,,,,,,,9999,1,,2,,3,,5,6,,5,,,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,18,3,1,10,2,5,,1,,3,7,1,2,2,,,,,,,,2,2,,,,,,,,,5,,0,12,,,,,3,,,4,,,
6,28,2805,2,498,289019,1,4,,1,1000000,,,,,6,,,,,,,,,,,,9999,5,,2,,3,,3,6,,5,,,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,15,3,2,21,2,5,,1,,3,5,1,14,2,,,,,,,,2,2,,,,,,,,,5,,0,2,,2,,,3,1,3,4,,,
6,28,2805,2,498,289020,2,1,,1,800000,,,,,6,,,,,,,,,,,,2013,5,,2,,5,,3,1,,5,,,4,,,1200,,2,,,,,1,1,0,0,0,0,0,0,,1,12,4,1,18,2,5,,1,,3,5,1,2,2,,,,,,,,2,2,,,,,,,,,5,,0,3,,2,,,2,2,,4,,,
6,28,2805,2,498,289021,2,4,,5,,,,12000,2,6,,,,,,,,,,,,9999,5,,2,,3,,2,5,,4,,,14,,,1100,,2,,,,,1,1,0,0,0,0,0,0,,1,15,3,5,9,2,5,,1,,3,7,1,7,2,,,,,,,,2,2,,,,,,,,,5,,0,3,,3,,,3,1,3,4,,,
6,28,2805,2,498,289022,1,4,,5,,,,9600,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,4,6,,4,,,1,,,,,2,,,,,1,1,0,0,0,0,0,0,,1,14,4,3,7,1,15,,,,,,,,2,,,,,,,,2,,,,,,,,,,5,,0,3,,2,,,3,1,99,5,,,
6,28,2808,2,1494,289025,2,4,,1,150000,,,,,5,,1,1,,,,,,,,,9999,5,,2,,3,,3,2,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,5,,1,3,2,1,1,2,1,0,0,0,0,0,1,0,,6,,0,12,,,,,3,,,5,,,
6,28,2808,2,1494,289026,2,4,,5,,,,1500,1,5,,1,1,,,,,,,,,9999,1,,2,,1,,3,2,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,15,1,1,2,,,,,,,,2,2,,,,,,,,,5,,0,12,,,,,3,,,5,,,
6,28,2808,2,1494,289027,2,4,,5,,,,10000,2,6,,,,,,,,,,,,9999,5,,2,,2,,2,1,,5,,,4,,,1800,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,3,1,2,2,,,,,,,,2,2,,,,,,,,,5,,0,12,,,,,3,,,5,,,
6,28,2808,2,1494,289028,1,4,,3,,800,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,2,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,13,,,3,30,1,1,2,2,,,,,,,,,5,,0,12,,,,,3,,,5,,,
6,28,2808,2,1494,289030,1,4,,3,,12000,2,,,6,,,,,,,,,,,,9999,5,,2,,1,,3,2,,4,,,4,,,0,,2,,,,,1,0,0,1,0,0,0,0,,3,3,2,,,2,10,,,,1,,,,1,13,,,3,30,1,1,2,2,,,,,,,,,5,,0,12,,,,,3,,,5,,,
6,28,2808,2,1494,289031,2,4,,3,,10000,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,2,1,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,2,,,,1,4,,1,3,20,1,3,2,2,,,,,,,,,7,,0,2,,2,,,2,1,1,5,,,
6,28,2808,2,1494,289032,1,1,,1,1200000,,,,,6,,,,,,,,,,,,1978,5,,2,,3,,6,1,,3,,2,4,18,"LPG COOKER",500,2400,2,,,,,2,,,,,,,,,,,,,,,4,,1,,3,45,1,3,2,,,,,,,,2,2,,,,,,,,,7,,0,3,,2,,,2,1,2,5,,,
6,28,2808,2,1494,289034,1,6,,1,5000,,,,,6,,,,,,,,,,,,9999,5,,2,,3,,3,1,,5,,,4,,,600,,2,,,,,2,,,,,,,,,,,,,,,6,,5,,2,,,,2,,,,,,,,2,2,,,,,,,,,6,,0,12,,,,,3,,,5,,,
6,28,2808,2,1494,289035,2,4,,5,,,,10000,2,6,,,,,,,,,,,,9999,5,,2,,3,,2,1,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,2,,,,1,8,,,3,20,1,3,2,2,,,,,,,,,8,,0,12,,,,,3,,,5,,,
6,28,2808,2,1494,289036,2,4,,3,,12000,2,,,6,,,,,,,,,,,,9999,1,,2,,2,,2,1,,5,,,4,,,1500,,2,,,,,2,,,,,,,,,,,,,,,5,,1,,3,5,1,3,2,,,,,,,,2,2,,,,,,,,,5,,0,12,,,,,3,,,5,,,
6,28,2811,2,390,289037,1,4,,3,,500,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,2,2,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,13,,,3,20,1,1,2,2,,,,,,,,,13,,0,7,,2,,,2,1,2,5,,,
6,28,2811,2,390,289038,1,4,,1,120000,,,,,6,,,,,,,,,,,,1981,1,,2,,1,,1,2,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,13,,,3,20,1,1,2,2,,,,,,,,,13,,0,7,,2,,,2,1,2,5,,,
6,28,2811,2,390,289040,1,1,,5,,,,4000,2,6,,,,,,,,,,,,9999,1,,2,,2,,2,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,8,,,,3,30,1,9,2,,,,,,,,2,1,0,1,0,0,0,0,0,,8,,0,7,,2,,,3,1,3,5,,,
6,28,2811,2,390,289041,1,4,,5,,,,200,1,6,,,,,,,,,,,,9999,1,,2,,2,,1,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,8,,,,3,30,1,6,2,,,,,,,,2,2,,,,,,,,,8,,0,7,,3,,,2,1,3,5,,,
6,28,2811,2,390,289042,1,1,,1,800000,,,,,5,,1,1,,,,,,,,,1993,1,,2,,2,,4,1,,5,,,4,18,"GAS AND KEROSENE",0,1500,2,,,,,2,,,,,,,,,,,,,,,8,,,,3,30,1,4,2,,,,,,,,2,2,,,,,,,,,8,,0,7,,1,4,,2,2,,5,,,
6,28,2811,2,390,289043,1,4,,1,800000,,,,,6,,,,,,,,,,,,1999,5,,2,,3,,3,3,,3,,2,4,,,0,,2,,,,,1,0,0,1,0,0,0,0,,3,0,0,,,2,10,,,,1,,,,1,13,,,3,20,1,2,2,2,,,,,,,,,13,,0,8,,2,,,2,2,,5,,,
6,28,2811,2,390,289044,1,4,,3,,7200,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,3,1,,5,,,4,,,1500,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,10,1,2,2,,,,,,,,2,2,,,,,,,,,13,,0,7,,2,,,2,1,2,5,,,
6,28,2811,2,390,289046,1,6,,1,200000,,,,,6,,,,,,,,,,,,2004,1,,2,,2,,2,1,,5,,,4,,,2400,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,40,1,5,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2811,2,390,289047,1,6,,5,,,,5000,2,6,,,,,,,,,,,,9999,1,,2,,2,,2,1,,5,,,4,,,1200,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,15,1,1,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2811,2,390,289048,2,6,,5,,,,2400,2,6,,,,,,,,,,,,9999,5,,2,,2,,2,1,,5,,,4,,,1200,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,15,1,1,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2814,1,662,289049,1,4,,5,,,,700,1,6,,,,,,,,,,,,9999,5,,2,,3,,1,5,,3,,1,14,,,1000,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,10,1,1,2,,,,,,,,2,2,,,,,,,,,5,,200,1,,,,,1,1,8,5,,,
6,28,2814,1,662,289050,1,2,,5,,,,1000,1,6,,,,,,,,,,,,9999,5,,2,,3,,1,5,,5,,,14,,,2100,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,10,1,2,2,,,,,,,,2,2,,,,,,,,,5,,3000,7,,2,,,1,2,,5,,,
6,28,2814,1,662,289051,2,4,,5,,,,12000,2,6,,,,,,,,,,,,9999,1,,2,,3,,2,5,,2,,1,14,,,1050,,2,,,,,1,0,0,1,0,0,0,0,,3,0,0,,,2,5,,5,,3,15,1,10,2,,,,,,,,2,2,,,,,,,,,5,,500,3,,2,,,2,1,3,5,,,
6,28,2814,1,662,289052,2,4,,5,,,,12000,2,5,,1,1,,,,,,,,,9999,5,,2,,3,,1,5,,3,,1,1,14,,250,2100,2,,,,,1,0,0,1,0,0,0,0,,3,5,3,,,2,5,,5,,3,8,1,2,2,,,,,,,,2,2,,,,,,,,,5,,600,3,,1,2,,2,1,3,5,,,
6,28,2814,1,662,289053,1,4,,5,,,,12000,2,6,,,,,,,,,,,,9999,5,,2,,3,,1,3,,4,,,4,,,500,,2,,,,,2,,,,,,,,,,,,,,,16,,,,3,15,1,3,2,,,,,,,,2,2,,,,,,,,,5,,400,3,,2,,,2,1,9,5,,,
6,28,2814,1,662,289054,1,4,,5,,,,1600,1,6,,,,,,,,,,,,9999,5,,2,,3,,3,8,"GAS COOKER",5,,,14,,,1050,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,5,1,14,2,,,,,,,,2,2,,,,,,,,,5,,1000,7,,3,,,2,1,2,4,,,
6,28,2814,1,662,289055,1,4,,5,,,,30000,2,6,,,,,,,,,,,,9999,5,,2,,3,,2,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,15,1,14,1,5,,5,3,15,1,16,2,2,,,,,,,,,5,,1100,8,,1,3,,2,1,5,5,,,
6,28,2814,1,662,289056,1,1,,5,,,,7000,2,6,,,,,,,,,,,,9999,5,,2,,3,,2,2,,5,,,4,3,,1000,1200,2,,,,,1,0,0,1,0,0,0,0,,3,0,0,,,2,5,,5,,3,10,1,6,2,,,,,,,,2,2,,,,,,,,,5,,200,3,,2,,,2,1,5,5,,,
6,28,2814,1,662,289058,2,4,,3,,800,1,,,6,,,,,,,,,,,,9999,5,,2,,3,,2,6,,5,,,1,,,,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,5,1,14,2,,,,,,,,2,2,,,,,,,,,5,,1500,3,,3,,,3,1,2,4,,,
6,28,2814,1,662,289059,2,4,,5,,,,1400,1,5,,2,,,,,,,,,,9999,5,,2,,3,,3,6,,1,,2,1,,,,,2,,,,,2,,,,,,,,,,,,,,,5,,5,,3,5,1,3,1,5,,5,3,4,1,5,2,2,,,,,,,,,5,,1000,7,,3,,,2,1,2,4,,,
6,28,2815,2,10,289061,1,4,,3,,1500,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,6,,5,,,1,,,,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,10,1,2,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2815,2,10,289062,1,4,,5,,,,3000,2,6,,,,,,,,,,,,9999,5,,2,,3,,2,1,,5,,,4,,,2000,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,30,1,14,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2815,2,10,289063,1,1,,1,250000,,,,,3,,2,,,,,,,,,,1984,1,,2,,3,,2,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,8,,,,3,25,1,7,1,5,,2,3,30,1,2,2,2,,,,,,,,,8,,0,7,,2,,,2,2,,5,,,
6,28,2815,2,10,289064,1,1,,5,,,,200,1,6,,,,,,,,,,,,9999,1,,2,,2,,2,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,8,,,,3,20,1,7,2,,,,,,,,2,2,,,,,,,,,8,,0,12,,,,,3,,,5,,,
6,28,2815,2,10,289065,1,1,,1,300000,,,,,6,,,,,,,,,,,,1977,1,,2,,2,,2,1,,5,,,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,10,,,,1,,,,1,8,,,3,30,1,1,2,2,,,,,,,,,8,,0,7,,2,,,2,2,,5,,,
6,28,2815,2,10,289066,1,4,,1,1700000,,,,,6,,,,,,,,,,,,1962,5,,2,,3,,4,1,,5,,,4,,,1000,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,15,1,2,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2815,2,10,289067,1,4,,1,300000,,,,,6,,,,,,,,,,,,9999,1,,2,,1,,4,3,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,5,1,1,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2815,2,10,289068,1,4,,3,,500,1,,,6,,,,,,,,,,,,9999,1,,2,,1,,2,2,,3,,2,4,,,0,,2,,,,,2,,,,,,,,,,,,,,,13,,,,3,2,1,1,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
6,28,2815,2,10,289071,1,4,,3,,2400,2,,,6,,,,,,,,,,,,9999,5,,2,,3,,1,0,"NONE",,,,,,,,,,,,,,2,,,,,,,,,,,,,,,13,,,,3,3,1,1,2,,,,,,,,2,2,,,,,,,,,13,,0,12,,,,,3,,,5,,,
