"zone","state","lga","sector","ea","hhid","ent_id","indiv","s9q13b__0","s9q13b__1","s9q13b__2","s9q13b__3","s9q13b__4","s9q13b__5","s9q13b__6","s9q13b__7","s9q13b__8","s9q13b__9","s9q13b__10","s9q13b__11","s9q13b__12","s9q13b__13","s9q13b__14","s9q13b__15","s9q13b__16","s9q13c","s9q13d"
3,18,1805,2,674,189043,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,6
3,18,1805,2,674,189043,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,2
3,18,1805,2,674,189043,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,2
3,18,1805,2,674,189043,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,6
3,18,1805,2,674,189043,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,2
3,18,1805,2,674,189045,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,5
3,18,1805,2,674,189045,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,2
3,18,1805,2,674,189045,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,5
3,18,1805,2,674,189045,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,2
3,18,1805,2,674,189045,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,1
3,18,1805,2,674,189047,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1805,2,674,189047,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,10
3,18,1805,2,674,189047,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
3,18,1805,2,674,189047,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,30,12
3,18,1805,2,674,189048,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,30,10
3,18,1805,2,674,189048,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,30,10
3,18,1805,2,674,189048,1,11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,30,5
3,18,1805,2,674,189048,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,30,12
3,18,1805,2,674,189048,2,13,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,30,12
3,18,1805,2,674,189048,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,30,12
3,18,1805,2,674,189048,3,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,30,8
3,18,1805,2,674,189048,4,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,,20,3
3,18,1805,2,674,189048,4,6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,,20,3
3,18,1805,2,674,189048,4,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,,20,3
3,18,1805,2,792,189049,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,3
3,18,1805,2,792,189049,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16,2
3,18,1805,2,792,189051,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,2
3,18,1805,2,792,189052,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
3,18,1805,2,792,189052,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,3
3,18,1805,2,792,189052,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,2
3,18,1805,2,792,189053,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,,,25,16
3,18,1805,2,792,189053,1,5,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,,,6,5
3,18,1805,2,792,189053,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,4
3,18,1805,2,792,189053,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,4
3,18,1805,2,792,189053,2,6,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,,,6,2
3,18,1805,2,792,189053,2,7,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,,,2,2
3,18,1805,2,792,189053,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,9
3,18,1805,2,792,189053,3,8,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,,,12,4
3,18,1805,2,792,189053,3,9,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,,,10,3
3,18,1805,2,792,189054,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
3,18,1805,2,792,189055,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,12
3,18,1805,2,792,189055,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
3,18,1805,2,792,189056,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,10
3,18,1805,2,792,189057,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,10
3,18,1805,2,792,189057,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,8
3,18,1805,2,792,189057,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,5
3,18,1805,2,792,189057,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,5
3,18,1805,2,792,189058,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,10
3,18,1805,2,792,189058,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,30,10
3,18,1805,2,792,189060,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
3,18,1805,2,792,189060,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,3
3,18,1805,2,792,189060,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,2
3,18,1805,2,792,189060,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,2
3,18,1805,2,792,189060,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,3
3,18,1807,2,1754,189062,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,2
3,18,1807,2,1754,189062,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,15,8
3,18,1807,2,1754,189062,2,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,20,7
3,18,1807,2,1754,189064,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1807,2,1754,189064,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1807,2,1754,189065,1,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,,,30,6
3,18,1807,2,1754,189067,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1807,2,1754,189067,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1807,2,1754,189067,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1807,2,1754,189068,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,10
3,18,1807,2,1754,189070,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,5
3,18,1807,2,1754,189071,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1807,2,1754,189071,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1807,2,1754,189072,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
3,18,1807,2,1754,189072,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,6
3,18,1807,2,1754,189072,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,6
3,18,1807,2,1754,189072,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,7
3,18,1807,2,1754,189072,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,6
3,18,1809,1,1098,189073,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14,2
3,18,1809,1,1098,189073,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7,1
3,18,1809,1,1098,189074,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,3
3,18,1809,1,1098,189076,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,6
3,18,1809,1,1098,189076,1,8,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,,,18,6
3,18,1809,1,1098,189077,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
3,18,1809,1,1098,189077,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,4
3,18,1809,1,1098,189077,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,3
3,18,1809,1,1098,189079,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,8
3,18,1809,1,1098,189079,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,6
3,18,1809,1,1098,189079,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,8
3,18,1809,1,1098,189079,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,6
3,18,1809,1,1098,189079,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,1
3,18,1809,1,1098,189080,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,8
3,18,1809,1,1098,189080,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,6
3,18,1809,1,1098,189081,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,5
3,18,1809,1,1098,189082,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,30,12
3,18,1809,1,1756,189087,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,6
3,18,1809,1,1756,189087,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,6
3,18,1809,1,1756,189091,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,7
3,18,1809,1,1756,189091,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,6
3,18,1809,1,1756,189091,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,6
3,18,1809,1,1756,189094,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,12
3,18,1809,1,1756,189095,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14,9
3,18,1809,1,1756,189095,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,12
3,18,1809,1,1756,189096,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7,11
3,18,1810,1,540,189097,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,7
3,18,1810,1,540,189099,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,7
3,18,1810,1,540,189100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21,4
3,18,1810,1,540,189101,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,6
3,18,1810,1,540,189102,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,7
3,18,1810,1,540,189102,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,7
3,18,1810,1,540,189102,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,7
3,18,1810,1,540,189103,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,7
3,18,1810,1,0,189104,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6
3,18,1810,1,0,189104,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5
3,18,1810,1,0,189104,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5
3,18,1810,1,540,189105,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,8
3,18,1810,1,540,189106,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19,10
3,18,1810,1,540,189106,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,14,9
3,18,1810,1,540,189108,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,11
3,18,1810,1,540,189108,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,10
3,18,1810,1,540,189108,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17,8
3,18,1812,2,42,189109,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,3
3,18,1812,2,42,189109,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,16
3,18,1812,2,42,189110,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,5
3,18,1812,2,42,189110,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,5
3,18,1812,2,42,189110,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,4
3,18,1812,2,42,189112,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,7
3,18,1812,2,42,189116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1812,2,42,189117,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,7
3,18,1812,2,42,189117,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,7
3,18,1813,2,522,189121,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1813,2,522,189121,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,5
3,18,1813,2,522,189122,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,,,18,6
3,18,1813,2,522,189125,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,,,15,8
3,18,1813,2,522,189126,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,6
3,18,1813,2,522,189126,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,6
3,18,1813,2,522,189127,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,7
3,18,1813,2,522,189127,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,7
3,18,1813,2,522,189128,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,5
3,18,1813,2,522,189128,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,12
3,18,1813,2,522,189129,1,2,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,,,7,14
3,18,1813,2,522,189129,1,3,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,,,25,4
3,18,1813,2,522,189129,1,5,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,,,12,4
3,18,1813,2,522,189130,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,10,2
3,18,1813,2,522,189130,1,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,10,1
3,18,1813,2,522,189131,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,7
3,18,1813,2,522,189131,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1813,2,522,189132,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,23,9
3,18,1813,2,522,189132,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1813,2,522,189132,2,4,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,,,10,3
3,18,1817,2,572,189136,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,,,25,5
3,18,1817,2,572,189140,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,9
3,18,1817,2,572,189141,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1817,2,572,189142,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,2
3,18,1817,2,572,189143,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
3,18,1817,2,572,189143,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
3,18,1817,2,572,189144,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,,,24,10
3,18,1817,2,572,189144,2,5,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,,,26,3
3,18,1817,2,726,189147,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,8
3,18,1817,2,726,189148,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
3,18,1817,2,726,189148,2,5,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,,,25,9
3,18,1817,2,726,189148,3,10,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,,,30,8
3,18,1817,2,726,189148,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1817,2,726,189150,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14,2
3,18,1817,2,726,189150,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,,,10,3
3,18,1817,2,726,189150,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,5
3,18,1817,2,726,189150,1,13,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,10,3
3,18,1817,2,726,189152,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,6
3,18,1817,2,726,189154,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1817,2,726,189154,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,10,5
3,18,1817,2,726,189154,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,10
3,18,1817,2,726,189155,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,10
3,18,1817,2,726,189155,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,,,30,10
3,18,1817,2,726,189156,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31,3
3,18,1817,2,726,189156,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
3,18,1817,2,880,189158,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,5
3,18,1817,2,880,189167,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,6
3,18,1818,2,76,189169,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,,,16,8
3,18,1818,2,76,189169,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,2
3,18,1818,2,76,189169,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,2
3,18,1818,2,76,189170,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
3,18,1818,2,76,189170,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,2
3,18,1818,2,76,189171,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,12
3,18,1818,2,76,189171,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,3
3,18,1818,2,76,189173,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,6
3,18,1818,2,76,189173,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,3
3,18,1818,2,76,189173,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,2
3,18,1818,2,76,189174,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,8
3,18,1818,2,76,189175,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
3,18,1818,2,76,189176,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,8
3,18,1818,2,76,189176,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,5
3,18,1818,2,76,189178,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,9
3,18,1818,2,76,189178,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,9
3,18,1818,2,76,189178,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,7
3,18,1818,2,76,189178,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,8
3,18,1818,2,76,189178,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,2
3,18,1818,2,76,189178,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,8
3,18,1818,2,76,189178,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,2
3,18,1818,2,76,189179,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10,10
3,18,1818,2,76,189180,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,10
3,18,1818,2,76,189180,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,3
3,18,1818,2,76,189180,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,2
3,18,1818,2,76,189180,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,2
3,18,1818,2,76,189180,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,10
3,18,1818,2,76,189180,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,8
3,18,1818,2,76,189180,4,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,30,3
3,18,1818,2,76,189180,4,7,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,,,30,2
3,18,1819,1,818,189181,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,6
3,18,1819,1,818,189181,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,8
3,18,1819,1,818,189181,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,2
3,18,1819,1,818,189181,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,12,1
3,18,1819,1,818,189183,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,9
3,18,1819,1,818,189183,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,2
3,18,1819,1,818,189183,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,7
3,18,1819,1,818,189183,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,8
3,18,1819,1,818,189183,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,2
3,18,1819,1,818,189183,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,1
3,18,1819,1,818,189183,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,1
3,18,1819,1,818,189183,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1819,1,818,189183,7,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1819,1,818,189183,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,2
3,18,1819,1,818,189184,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1819,1,818,189184,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,7
3,18,1819,1,818,189184,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,5
3,18,1819,1,818,189184,3,5,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,,,8,5
3,18,1819,1,818,189184,3,6,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,,,16,6
3,18,1819,1,818,189185,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,10
3,18,1819,1,818,189185,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,4
3,18,1819,1,818,189186,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,7
3,18,1819,1,818,189186,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,6
3,18,1819,1,818,189188,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,6
3,18,1819,1,818,189188,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,5
3,18,1819,1,818,189188,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,2
3,18,1819,1,818,189189,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,8
3,18,1819,1,818,189189,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,21,6
3,18,1819,1,818,189189,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,8
3,18,1819,1,818,189189,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,8
3,18,1819,1,818,189191,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1819,1,818,189191,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,3
3,18,1819,1,818,189191,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,3
3,18,1819,1,818,189192,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,8
3,18,1821,2,24,189193,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,2
3,18,1821,2,24,189193,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,3
3,18,1821,2,24,189193,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,2
3,18,1821,2,24,189193,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,3
3,18,1821,2,24,189193,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,2
3,18,1821,2,24,189194,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,3
3,18,1821,2,24,189194,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,4
3,18,1821,2,24,189194,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,16,3
3,18,1821,2,24,189194,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,6
3,18,1821,2,24,189195,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,7
3,18,1821,2,24,189195,2,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,,,22,7
3,18,1821,2,24,189196,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,7
3,18,1821,2,24,189196,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,4
3,18,1821,2,24,189196,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,3
3,18,1821,2,24,189196,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,29,3
3,18,1821,2,24,189196,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,18,3
3,18,1821,2,24,189200,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,8
3,18,1821,2,24,189200,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,5
3,18,1821,2,24,189200,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,5
3,18,1821,2,24,189200,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,28,2
