"zone","state","lga","sector","ea","hhid","plotid","s11c1q2a","s11c1q2","s11c1q3","s11c1q3a","s11c1q4","s11c1q4a_1","s11c1q4a_2","s11c1q4a_3","s11c1q4a_4","s11c1q4a_5","s11c1q5a","s11c1q5","s11c1q6","s11c1q6a","s11c1q7","s11c1q7a_1","s11c1q7a_2","s11c1q7a_3","s11c1q7a_4","s11c1q7a_5","s11c1q8a","s11c1q8","s11c1q9","s11c1q9a","s11c1q10","s11c1q10a_1","s11c1q10a_2","s11c1q10a_3","s11c1q10a_4","s11c1q10a_5","s11c1q13a","s11c1q14a","s11c1q15a","s11c1q16a","s11c1q17a_1","s11c1q17a_2","s11c1q17a_3","s11c1q17a_4","s11c1q17a_5","s11c1q13b","s11c1q14b","s11c1q15b","s11c1q16b","s11c1q17b_1","s11c1q17b_2","s11c1q17b_3","s11c1q17b_4","s11c1q17b_5","s11c1q13c","s11c1q14c","s11c1q15c","s11c1q16c","s11c1q17c_1","s11c1q17c_2","s11c1q17c_3","s11c1q17c_4","s11c1q17c_5"
4,14,1401,2,746,149018,1,1,3,2,8,1500,1,0,0,1,0,1,2,2,7,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149018,3,1,1,2,7,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,1,2,4,0,1,0,0,0,2,,,,,,,,
4,14,1401,2,746,149018,4,1,1,1,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149018,5,1,2,1,7,1500,1,0,0,1,0,2,,,,,,,,,,1,2,1,5,1200,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149019,4,1,2,3,7,1500,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149019,5,1,2,2,8,1600,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149020,2,1,5,1,8,800,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149020,3,1,13,2,7,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149020,4,1,8,2,8,800,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149020,5,1,5,2,8,600,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149021,3,1,2,1,8,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149022,1,1,10,1,8,1000,0,0,0,1,0,1,10,1,8,500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149022,2,1,10,1,8,1000,0,0,0,1,0,1,10,1,7,500,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149022,3,1,10,1,8,1000,0,0,0,1,0,1,10,1,8,500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149022,4,1,10,1,8,1000,0,0,0,1,0,1,10,1,6,500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,1,2,,,,,,,,,,1,3,1,4,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,3,2,3,0,1,0,1,0,2,,,,,,,,
4,14,1401,2,746,149023,3,1,2,1,8,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149023,4,1,3,2,7,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149025,1,1,2,1,7,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149026,1,2,,,,,,,,,,1,3,2,8,700,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149026,2,1,5,2,8,1500,0,0,0,1,0,1,3,1,8,700,1,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149026,3,1,5,2,8,1500,1,1,0,1,0,1,3,2,8,700,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,8,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1402,2,1686,149028,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,8,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1402,2,1686,149028,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,8,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1402,2,1686,149028,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,8,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1402,2,1686,149030,1,1,4,1,7,1200,1,0,1,1,0,1,6,1,8,600,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149030,2,1,1,2,7,1200,1,0,0,1,0,1,3,1,8,600,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149030,3,1,1,2,7,1200,0,0,0,1,0,1,2,1,8,600,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149031,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,4,6,1,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1402,2,1686,149032,1,1,8,1,8,2000,1,0,0,1,0,1,6,3,8,1000,1,1,1,0,0,2,,,,,,,,,,1,3,2,6,1,1,0,1,0,1,6,1,5,0,1,1,0,0,2,,,,,,,,
4,14,1402,2,1686,149032,2,1,4,1,6,2000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149033,1,1,3,3,8,1500,1,1,0,1,0,1,2,3,8,1000,0,0,1,0,0,2,,,,,,,,,,1,3,3,8,1,0,0,1,0,1,2,3,8,0,0,1,0,0,,,,,,,,,
4,14,1402,2,1686,149033,2,1,4,3,8,1500,1,1,0,1,0,1,2,2,8,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149034,1,1,3,1,9,1500,1,0,0,1,0,1,4,1,8,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149034,2,2,,,,,,,,,,2,,,,,,,,,,1,2,1,4,500,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149036,1,1,15,2,8,1500,1,0,0,1,0,1,10,2,7,1000,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149036,2,1,3,2,8,1500,1,1,0,0,0,1,3,2,8,1000,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149036,3,1,18,2,8,1500,1,0,0,1,0,1,14,2,8,1000,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1402,2,1686,149036,4,1,7,3,8,1500,1,0,0,1,0,1,5,2,8,1000,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,1,306,149038,2,1,2,55,4,2000,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,1,306,149038,3,1,2,5,10,5000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,1,306,149047,1,1,2,2,8,3000,1,0,0,1,0,1,4,3,6,2000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149049,1,1,5,10,7,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149049,2,1,7,6,7,1500,0,0,0,1,0,1,5,6,5,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149051,1,1,20,5,8,1500,1,0,0,1,0,1,10,7,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149051,2,1,10,4,8,1500,1,0,0,1,0,1,6,3,7,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149054,1,1,3,2,9,1500,0,1,0,0,0,1,5,2,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149054,3,1,1,3,8,1500,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149055,1,1,3,7,8,1500,0,1,0,1,0,1,6,3,7,1000,0,0,1,0,0,2,,,,,,,,,,1,3,1,6,0,0,0,1,0,1,2,2,4,0,0,1,0,0,2,,,,,,,,
4,14,1403,2,944,149055,2,1,4,5,8,1500,0,0,0,1,0,1,2,2,5,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149055,3,1,4,3,9,2000,0,0,0,1,0,1,6,3,5,1000,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149056,2,1,5,5,7,1500,1,0,0,1,0,1,3,4,3,1000,0,0,1,0,0,2,,,,,,,,,,1,3,4,8,1,0,0,1,0,1,3,3,5,0,1,1,0,0,2,,,,,,,,
4,14,1403,2,944,149056,3,1,2,3,5,1500,0,0,0,1,0,1,2,3,5,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149056,4,1,3,4,7,1500,0,0,0,1,0,1,2,2,8,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,2,944,149059,1,1,2,14,8,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,1,1418,149062,1,1,2,2,6,3000,1,0,0,1,0,1,3,2,6,1500,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1403,1,1418,149062,2,1,2,1,6,3000,1,0,0,1,0,1,2,1,6,1500,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1405,1,846,149074,1,1,3,1,6,1500,0,0,0,1,0,1,2,1,5,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1405,1,846,149077,1,1,7,2,8,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,3,2,8,0,1,1,0,0,2,,,,,,,,
4,14,1405,1,846,149077,2,1,6,2,8,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,3,2,8,0,1,1,0,1,2,,,,,,,,
4,14,1405,1,846,149077,3,1,8,2,8,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,3,3,8,0,1,1,0,1,2,,,,,,,,
4,14,1405,1,846,149083,1,1,7,3,8,2000,1,0,0,1,0,1,12,1,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1405,1,846,149083,2,1,4,1,8,2000,0,0,0,1,0,1,8,1,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,1002,149085,1,1,5,3,8,2000,1,0,0,0,0,1,3,3,8,2000,0,0,1,0,0,2,,,,,,,,,,1,3,3,5,1,0,1,0,0,2,,,,,,,,,2,,,,,,,,
4,14,1406,2,1002,149085,2,1,3,3,8,2000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,1,3,3,8,1,1,0,0,0,2,,,,,,,,,2,,,,,,,,
4,14,1406,2,1002,149086,1,1,5,3,8,3000,1,1,0,0,0,1,5,3,8,2000,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,1002,149088,1,1,6,7,8,2000,0,1,0,0,0,1,4,6,8,2000,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,1,4,5,8,0,0,1,0,0,2,,,,,,,,
4,14,1406,2,1002,149088,2,1,3,5,4,2000,0,1,0,1,0,1,2,5,8,2000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,1002,149090,1,1,3,3,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,1002,149090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,7,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1406,2,1002,149090,3,1,3,12,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,1002,149091,1,1,1,3,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,1002,149093,1,1,2,1,8,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,1002,149094,1,1,2,1,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,1002,149094,2,1,1,1,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,1002,149096,1,1,1,3,8,1250,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149098,1,1,2,1,6,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149098,2,1,4,4,8,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149099,1,1,6,4,8,2000,0,0,0,1,0,1,2,2,7,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149099,2,1,2,2,7,2000,0,0,0,1,0,1,2,2,7,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149099,3,1,2,4,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149102,1,1,2,2,4,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149102,2,1,3,3,5,1500,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149102,3,1,3,2,5,2000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149102,4,1,3,3,6,3000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,5,1,1,1,0,0,1,2,3,5,1,1,1,1,0,2,,,,,,,,
4,14,1411,2,836,149103,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,5,1,1,1,1,0,2,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149105,1,1,3,3,6,1200,1,1,0,0,0,1,2,6,5,600,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149105,2,1,3,3,6,1200,1,1,1,0,0,1,3,3,7,600,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149107,1,1,4,7,8,1200,1,0,0,1,0,1,2,4,8,1000,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,836,149108,2,1,2,4,9,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149109,1,1,10,16,8,2000,0,0,1,1,0,1,3,15,8,2000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149109,3,1,6,30,8,2500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149110,1,1,4,7,7,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149110,2,1,5,5,7,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149111,1,1,6,15,6,1000,0,0,0,1,0,1,3,10,6,500,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149111,2,1,6,12,8,1200,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149112,1,1,1,2,8,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149112,2,1,3,5,8,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149114,2,1,2,2,6,1500,0,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149114,3,2,,,,,,,,,,1,3,3,6,1000,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149120,1,2,,,,,,,,,,1,2,2,5,1200,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1411,2,1414,149120,4,2,,,,,,,,,,1,1,2,6,1500,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149122,1,1,5,3,7,2000,0,0,0,1,0,1,3,4,7,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149122,3,1,3,2,7,2000,0,0,0,1,0,1,2,2,7,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149123,1,1,5,5,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149123,2,1,3,3,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149123,3,1,2,3,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149123,4,1,5,5,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149123,5,1,1,2,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149125,1,1,3,2,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149125,2,1,2,1,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149125,3,1,3,1,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149125,4,1,2,1,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149126,1,1,1,7,8,2000,0,0,0,1,0,1,2,2,8,2000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149126,2,1,7,6,8,2000,0,0,0,1,0,1,2,2,8,2000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149126,3,1,2,2,8,2000,0,0,0,1,0,1,2,1,8,2000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149127,2,1,6,2,8,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149127,3,1,7,1,8,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149127,4,1,4,1,8,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149128,1,1,1,2,5,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149128,2,1,3,3,4,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149128,3,1,2,1,6,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149129,1,1,17,8,6,3000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149129,2,1,1,2,4,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149130,2,1,1,1,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149132,1,1,2,1,8,1500,1,1,0,1,0,,,,,,,,,,,1,1,1,3,800,1,0,0,0,0,1,1,1,6,1,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1416,2,1134,149132,3,1,4,1,8,1500,0,0,0,1,1,1,4,1,8,1000,0,0,1,0,1,1,7,1,8,800,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,1134,149132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,8,1,0,0,1,1,2,,,,,,,,,2,,,,,,,,
4,14,1417,2,36,149133,1,1,5,7,8,3000,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,1,2,2,0,1,0,0,0,2,,,,,,,,
4,14,1417,2,36,149133,4,1,2,2,2,3000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149133,5,1,1,1,2,3000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149134,4,1,20,14,8,2000,1,1,1,0,0,1,8,6,6,1500,1,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149134,5,1,10,7,7,1500,1,1,1,0,0,1,5,7,8,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149134,7,1,4,3,8,1500,0,1,0,0,0,1,4,3,8,1200,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149135,1,1,4,7,8,3000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149135,2,1,2,4,8,3000,0,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149136,1,1,10,21,3,2000,1,1,0,0,0,1,6,3,5,800,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149136,2,1,12,14,5,2000,1,0,0,1,0,1,7,5,8,800,1,0,1,0,0,1,8,2,2,2000,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149136,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,8,1,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1417,2,36,149137,4,1,3,3,8,3000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149138,1,1,6,3,8,1500,0,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,1,2,2,8,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1417,2,36,149138,2,1,5,4,8,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149138,3,1,5,3,7,800,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1417,2,36,149138,4,1,3,3,8,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
