"zone","state","lga","sector","ea","hhid","plotid","s11c1q2a","s11c1q2","s11c1q3","s11c1q3a","s11c1q4","s11c1q4a_1","s11c1q4a_2","s11c1q4a_3","s11c1q4a_4","s11c1q4a_5","s11c1q5a","s11c1q5","s11c1q6","s11c1q6a","s11c1q7","s11c1q7a_1","s11c1q7a_2","s11c1q7a_3","s11c1q7a_4","s11c1q7a_5","s11c1q8a","s11c1q8","s11c1q9","s11c1q9a","s11c1q10","s11c1q10a_1","s11c1q10a_2","s11c1q10a_3","s11c1q10a_4","s11c1q10a_5","s11c1q13a","s11c1q14a","s11c1q15a","s11c1q16a","s11c1q17a_1","s11c1q17a_2","s11c1q17a_3","s11c1q17a_4","s11c1q17a_5","s11c1q13b","s11c1q14b","s11c1q15b","s11c1q16b","s11c1q17b_1","s11c1q17b_2","s11c1q17b_3","s11c1q17b_4","s11c1q17b_5","s11c1q13c","s11c1q14c","s11c1q15c","s11c1q16c","s11c1q17c_1","s11c1q17c_2","s11c1q17c_3","s11c1q17c_4","s11c1q17c_5"
6,13,1307,1,1178,139062,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,5,1,0,0,1,0,2,,,,,,,,,2,,,,,,,,
6,13,1307,1,1178,139068,1,1,3,10,6,2000,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1307,1,1178,139068,3,1,3,4,5,2500,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1307,1,1178,139069,1,1,4,3,8,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1307,1,1178,139070,1,1,1,5,8,2500,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1307,1,1178,139071,1,1,3,1,6,6000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,1,3,4,0,0,1,0,0,1,1,3,4,0,0,1,0,0,1,3,1,2,0,0,1,0,0
6,13,1308,1,842,139072,1,1,2,4,6,1000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1308,1,842,139073,1,1,4,5,6,1000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1308,1,842,139074,1,1,2,3,7,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1308,1,842,139075,1,1,2,4,7,1600,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1308,1,842,139078,1,1,2,3,9,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1308,1,842,139078,3,1,2,3,6,800,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1308,1,842,139079,1,1,3,5,8,1700,1,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1311,1,1134,139086,1,1,2,3,6,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1311,1,1134,139086,2,1,2,3,6,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1311,1,1134,139086,3,1,2,4,5,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1311,1,1134,139089,1,1,8,15,8,2500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1311,1,1134,139095,1,1,3,5,8,1000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139096,2,1,2,4,8,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139098,1,1,3,2,7,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139098,4,1,3,4,7,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139099,1,1,2,8,6,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139102,1,1,2,4,5,2000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139102,3,1,3,5,5,2000,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139103,1,1,5,4,5,2000,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139103,2,1,5,3,4,1500,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139105,1,1,5,6,9,1200,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139106,1,1,4,7,5,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139107,1,1,2,3,4,1000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1315,1,264,139112,1,1,3,5,6,1000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1315,1,264,139113,1,1,2,4,6,1000,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1315,1,264,139114,1,1,2,4,8,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1315,1,264,139116,2,1,4,5,5,1800,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1315,1,264,139116,3,1,3,12,6,2000,0,0,1,0,0,1,3,5,4,1500,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139119,2,1,1,3,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139119,3,1,2,4,8,1600,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139121,3,1,4,3,8,1500,1,0,0,0,0,1,2,4,7,1000,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139121,4,1,2,2,8,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139121,5,1,3,4,8,1500,1,0,0,0,0,1,4,5,7,1000,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139121,6,1,2,2,7,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139123,1,1,5,7,6,2500,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139123,2,1,3,8,6,2500,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139123,3,1,4,12,5,2000,1,0,0,0,0,1,6,8,4,1000,0,1,0,0,0,1,5,6,4,1000,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139124,2,1,4,5,6,2000,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139124,3,1,3,12,5,2000,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139125,1,1,10,10,6,1000,1,0,0,0,0,2,,,,,,,,,,1,5,7,2,500,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139125,2,1,3,3,9,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139127,1,1,3,7,6,1500,1,0,0,0,0,2,,,,,,,,,,1,8,5,3,500,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1316,1,1236,139130,1,1,6,5,8,1600,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1312,1,24,139144,1,1,4,5,6,1500,1,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1310,1,762,139150,2,1,2,6,7,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1310,1,762,139150,3,1,4,8,7,1600,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1310,1,762,139152,2,1,4,5,6,2500,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1310,1,762,139153,1,1,6,14,6,2500,1,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,1310,1,762,139153,2,1,5,5,4,2000,1,1,1,0,0,1,3,5,5,1200,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140001,1,1,6,1,7,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,3,1,7,1,1,1,0,0,2,,,,,,,,
4,14,1401,2,1116,140001,2,1,10,1,7,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,4,2,7,1,0,1,0,0,2,,,,,,,,
4,14,1401,2,1116,140001,3,1,10,1,7,1000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,8,1,7,0,1,0,0,0,2,,,,,,,,
4,14,1401,2,1116,140001,4,2,,,,,,,,,,2,,,,,,,,,,1,8,2,7,1000,0,0,0,1,0,2,,,,,,,,,1,5,1,7,0,1,0,0,0,2,,,,,,,,
4,14,1401,2,1116,140001,5,2,,,,,,,,,,2,,,,,,,,,,1,10,2,7,1000,0,0,0,1,0,2,,,,,,,,,1,6,2,7,1,1,0,0,0,2,,,,,,,,
4,14,1401,2,1116,140003,1,1,4,4,7,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140003,2,1,5,4,7,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140003,3,1,4,4,7,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140003,4,1,1,3,7,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,1,1,6,2,4,1000,1,1,0,0,0,2,,,,,,,,,,1,5,2,3,1000,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,2,2,,,,,,,,,,1,5,2,4,600,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,3,2,,,,,,,,,,1,6,2,3,600,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,4,1,4,1,4,1200,1,1,0,0,0,1,5,1,5,600,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140004,5,1,21,1,3,1000,0,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140006,1,1,10,4,8,1200,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140006,2,1,10,4,4,1200,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140006,3,1,10,5,5,1200,1,1,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140007,1,1,2,3,8,1500,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140007,3,1,7,10,6,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140007,4,1,4,5,8,1500,1,1,0,0,0,1,4,4,8,1500,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140009,1,1,4,5,8,1500,0,0,0,1,0,1,3,4,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140009,2,1,5,4,8,1500,1,0,0,1,0,1,3,3,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,1116,140009,3,1,5,4,8,1500,1,0,0,1,0,1,4,3,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1408,2,1996,140023,1,1,3,1,6,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1408,2,1996,140023,2,1,2,1,4,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1408,2,1996,140023,3,1,3,1,5,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1408,2,1996,140023,4,1,4,2,6,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1408,2,1996,140027,2,1,4,5,8,1000,1,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,2,3,8,1,1,1,0,0,,,,,,,,,
4,14,1408,2,1996,140030,1,1,3,6,6,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1408,2,1996,140030,2,1,3,3,6,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1408,2,1996,140030,3,1,4,3,3,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1408,2,1996,140030,4,1,1,2,6,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140062,1,1,5,2,9,2000,1,1,0,1,0,1,5,2,8,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140065,1,1,1,1,8,2500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140065,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,6,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1406,2,694,140065,3,1,1,1,8,800,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140065,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1406,2,694,140066,1,1,1,2,7,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140066,2,1,1,3,6,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140066,3,1,1,2,5,1200,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140066,4,1,2,1,6,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140067,1,1,2,2,8,1200,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140067,2,1,1,3,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140068,1,1,1,2,8,3000,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140069,1,1,4,1,8,2000,1,0,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140069,2,1,4,1,6,2000,1,1,0,0,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140070,1,1,1,2,8,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1406,2,694,140070,2,1,1,3,7,1250,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1413,2,670,140074,1,1,2,6,5,2500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1413,2,670,140074,2,1,1,3,6,2500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1413,2,670,140075,1,1,3,1,2,2000,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1413,2,0,140076,1,1,1,2,5,1500,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1413,2,670,140079,1,1,4,2,7,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140082,1,,,,,,,,,,,1,2,6,5,600,0,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140083,1,1,1,2,5,1600,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,1,2,3,0,0,1,0,0,2,,,,,,,,
4,14,1410,2,236,140083,2,1,3,4,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140084,1,1,10,14,9,3000,0,0,0,1,0,1,4,6,7,2000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140084,2,1,4,4,8,3000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140084,4,1,5,5,3,1500,0,0,0,0,1,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140085,1,1,1,3,8,1400,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140085,2,1,2,2,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140086,3,1,3,1,5,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,2,1,5,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1410,2,236,140086,4,1,3,2,7,1200,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,1,1,5,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1410,2,236,140087,1,1,3,2,7,1500,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140087,2,2,,,,,,,,,,1,3,5,5,1000,1,0,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140089,4,1,2,2,6,750,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,2,2,8,1,0,0,1,0,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140089,5,1,2,2,8,1250,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140090,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,5,3,5,1,0,0,1,0
4,14,1410,2,236,140090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,3,5,5,1,1,1,0,0
4,14,1410,2,236,140090,5,1,1,2,7,1000,1,1,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1410,2,236,140090,7,2,,,,,,,,,,1,1,3,6,1000,0,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140121,1,1,1,1,7,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140121,2,1,2,3,8,2000,0,0,0,1,0,1,3,3,7,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140122,1,1,1,3,8,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140123,3,1,2,1,8,2000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140124,1,1,2,2,5,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,1,2,3,6,0,0,0,1,0,2,,,,,,,,,2,,,,,,,,
4,14,1416,2,2314,140124,2,1,1,2,6,2000,0,0,1,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140126,1,1,1,3,7,2000,0,0,0,1,0,1,2,2,8,1500,1,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140126,2,1,1,2,8,2000,0,0,0,1,0,1,1,2,7,1000,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1416,2,2314,140126,3,1,3,2,6,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,2,2,5,1,0,1,0,0,2,,,,,,,,
4,14,1416,2,2314,140129,1,1,1,1,6,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,386,149001,1,1,4,5,6,2000,1,0,0,1,0,1,4,4,5,1500,0,0,1,0,0,2,,,,,,,,,,2,,,,,,,,,1,1,3,4,0,0,1,0,0,2,,,,,,,,
4,14,1401,2,386,149002,1,1,3,2,10,2000,1,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,386,149007,1,2,,,,,,,,,,1,2,3,8,1000,0,1,1,0,0,2,,,,,,,,,,2,,,,,,,,,1,1,3,8,0,1,1,0,0,2,,,,,,,,
4,14,1401,2,386,149008,1,2,,,,,,,,,,1,4,2,5,1000,0,1,0,0,0,1,2,4,5,200,1,1,1,0,0,1,1,2,5,1,1,1,0,0,2,,,,,,,,,2,,,,,,,,
4,14,1401,2,386,149012,1,1,2,2,10,3000,0,0,0,1,0,1,2,3,9,1500,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149013,1,1,1,1,7,2500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149013,3,1,6,2,5,750,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,1,3,6,0,1,0,0,0,2,,,,,,,,
4,14,1401,2,746,149013,5,1,1,1,1,3500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149015,1,1,5,1,8,1500,0,0,0,1,0,1,4,1,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149015,2,1,2,1,8,1500,0,0,0,1,0,1,4,1,6,1000,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149015,3,1,3,1,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149016,2,1,5,2,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,14,1401,2,746,149016,4,1,2,2,8,1500,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,2,1,4,1,0,0,0,0,2,,,,,,,,
4,14,1401,2,746,149017,2,1,3,1,7,1000,0,0,0,1,0,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
