"zone","state","lga","sector","ea","hhid","plotid","s11c2q10","s11c2q11a","s11c2q11b","s11c2q11_conv","s11c2q1","s11c2q2a","s11c2q2b","s11c2q2_conv","s11dq1a","s11c2q36_1","s11c2q36_2","s11c2q36_99","s11c2q36_os","s11c2q37a","s11c2q37b","s11c2q37a_conv","s11c2q38a","s11c2q38b","s11c2q38a_conv","s11c2q39a","s11c2q39b","s11c2q39a_conv","s11dq36","s11dq37a","s11dq37b","s11c2q37_conv","s11c2q19","s11c2q20","s11c2q21","s11c2q23","s11c2q25","s11c2q26","s11c2q27","s11c2q34"
3,33,3313,2,930,330060,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,15,12,50,2,,,,,3,2,3
3,33,3313,2,930,330060,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,10,12,50,2,,,,,3,2,3
3,33,3313,2,930,330060,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,2,,,,,3,2,3
3,33,3304,2,418,330061,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,2,,,,,1,1,1
3,33,3304,2,418,330061,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,12,50,2,,,,,2,2,1
3,33,3304,2,418,330061,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,28,12,50,2,,,,,2,2,1
3,33,3304,2,418,330061,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,12,50,2,,,,,2,2,1
3,33,3304,2,418,330061,5,2,,,,2,,,,2,,,,,,,,,,,,,,1,18,12,50,2,,,,,1,2,1
3,33,3304,2,418,330061,6,2,,,,2,,,,2,,,,,,,,,,,,,,1,25,12,50,2,,,,,1,2,2
3,33,3304,2,418,330062,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,1
3,33,3304,2,418,330062,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,6,13,100,2,,,,,1,2,1
3,33,3304,2,418,330063,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,2,,,,,3,2,3
3,33,3304,2,418,330063,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,12,50,2,,,,,3,2,3
3,33,3304,2,418,330063,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,12,50,2,,,,,3,2,3
3,33,3304,2,418,330063,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,2,,,,,3,2,3
3,33,3304,2,418,330064,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,13,100,2,,,,,2,2,1
3,33,3304,2,418,330064,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,15,13,100,2,,,,,2,2,2
3,33,3304,2,418,330064,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,13,100,2,,,,,2,2,2
3,33,3304,2,418,330064,5,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,1
3,33,3304,2,418,330065,1,2,,,,2,,,,1,1,0,0,,4,52,4.23999977111816,,,,,,,1,10,11,25,2,,,,,3,2,3
3,33,3304,2,418,330066,1,2,,,,2,,,,1,0,1,0,,,,,4,51,2.04999995231628,,,,1,50,10,10,2,,,,,3,2,3
3,33,3304,2,418,330066,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,10,10,2,,,,,3,2,3
3,33,3304,2,418,330067,1,2,,,,2,,,,1,0,1,0,,,,,1.5,52,3.47000002861023,,,,1,20,10,10,2,,,,,3,2,3
3,33,3304,2,418,330067,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3304,2,418,330067,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,2,10,10,2,,,,,3,2,3
3,33,3304,2,418,330067,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,15,10,10,2,,,,,3,2,3
3,33,3304,2,418,330068,1,2,,,,2,,,,1,1,0,0,,4,52,4.23999977111816,,,,,,,1,20,12,50,2,,,,,3,2,3
3,33,3304,2,418,330068,2,2,,,,2,,,,1,1,0,0,,3,52,4.23999977111816,,,,,,,1,15,12,50,2,,,,,3,2,3
3,33,3304,2,418,330068,3,2,,,,2,,,,1,1,0,0,,3,52,4.23999977111816,,,,,,,1,15,12,50,2,,,,,3,2,3
3,33,3304,2,418,330069,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,80,11,25,2,,,,,2,2,2
3,33,3304,2,418,330069,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,11,25,2,,,,,2,2,2
3,33,3304,2,418,330070,1,2,,,,1,1,3,1,1,0,1,0,,,,,2,52,3.47000002861023,,,,1,15,10,10,2,,,,,3,2,3
3,33,3304,2,418,330070,2,2,,,,1,1,3,1,1,0,1,0,,,,,3,52,3.47000002861023,,,,1,10,10,10,2,,,,,3,2,3
3,33,3304,2,418,330070,3,2,,,,1,0.5,3,1,1,0,1,0,,,,,1.5,52,3.47000002861023,,,,1,8,13,100,2,,,,,3,2,3
3,33,3302,2,816,339001,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,60,12,50,2,,,,,3,2,2
3,33,3302,2,816,339001,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,12,50,2,,,,,2,2,2
3,33,3302,2,816,339001,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,40,12,50,2,,,,,2,2,2
3,33,3302,2,816,339001,5,2,,,,2,,,,2,,,,,,,,,,,,,,1,100,12,50,2,,,,,2,2,2
3,33,3302,2,816,339002,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,1,12,50,2,,,,,3,2,3
3,33,3302,2,816,339003,1,2,,,,2,,,,1,0,1,0,,,,,2,12,50,,,,1,75,12,50,2,,,,,2,2,2
3,33,3302,2,816,339004,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,1,11,25,2,,,,,2,2,3
3,33,3302,2,816,339004,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,1,11,25,2,,,,,3,2,3
3,33,3302,2,816,339004,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,1,11,25,2,,,,,3,2,3
3,33,3302,2,816,339005,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3302,2,816,339005,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,150,10,10,2,,,,,3,2,3
3,33,3302,2,816,339005,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3302,2,816,339005,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3302,2,816,339006,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,150,13,100,2,,,,,2,2,2
3,33,3302,2,816,339006,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,70,11,25,2,,,,,1,2,1
3,33,3302,2,816,339006,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,33,3302,2,816,339009,1,2,,,,2,,,,1,0,1,0,,,,,1,12,50,,,,2,,,,2,,,,,2,2,1
3,33,3302,2,816,339010,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,13,100,2,,,,,3,2,1
3,33,3302,2,816,339010,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,100,13,100,2,,,,,1,2,1
3,33,3302,2,816,339011,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,10,12,50,2,,,,,3,2,3
3,33,3302,2,816,339011,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,25,12,50,2,,,,,3,2,3
3,33,3302,2,816,339011,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,25,12,50,2,,,,,3,2,3
3,33,3302,2,816,339012,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,5,12,50,2,,,,,2,2,3
3,33,3302,2,816,339012,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,4,12,50,2,,,,,2,2,3
3,33,3305,2,846,339013,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,25,11,25,2,,,,,2,2,2
3,33,3305,2,846,339013,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,11,25,2,,,,,2,2,2
3,33,3305,2,846,339013,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,15,11,25,2,,,,,2,2,2
3,33,3305,2,846,339013,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,10,11,25,2,,,,,2,2,2
3,33,3305,2,846,339014,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,15,12,50,2,,,,,1,2,1
3,33,3305,2,846,339014,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,10,12,50,2,,,,,1,2,1
3,33,3305,2,846,339015,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,1
3,33,3305,2,846,339015,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,13,12,50,2,,,,,1,2,1
3,33,3305,2,846,339017,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,10,10,2,,,,,3,2,3
3,33,3305,2,846,339017,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,10,10,2,,,,,3,2,3
3,33,3305,2,846,339017,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,10,10,2,,,,,3,2,3
3,33,3305,2,846,339018,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3305,2,846,339018,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3305,2,846,339018,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3305,2,846,339020,1,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3305,2,846,339020,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3305,2,846,339021,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,1,1,0,,,2,2,1
3,33,3305,2,846,339021,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,1,1,0,,,2,1,1
3,33,3305,2,846,339021,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,1,1,0,,,2,2,1
3,33,3305,2,846,339022,1,2,,,,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,1,10,12,50,1,1,0,,,2,2,1
3,33,3305,2,846,339022,2,2,,,,2,,,,1,0,1,0,,,,,1,12,50,,,,1,10,12,50,1,1,0,,,2,2,1
3,33,3305,2,846,339022,3,2,,,,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,1,10,12,50,1,1,0,,,2,2,1
3,33,3305,2,846,339023,1,2,,,,2,,,,1,0,1,0,,,,,1,11,25,,,,1,10,12,50,2,,,,,1,2,1
3,33,3305,2,846,339023,2,2,,,,2,,,,1,0,1,0,,,,,1,12,50,,,,1,15,12,50,2,,,,,1,2,1
3,33,3305,2,846,339023,3,2,,,,2,,,,1,1,0,0,,1,12,50,,,,,,,1,15,12,50,2,,,,,1,2,1
3,33,3318,2,1498,339026,1,2,,,,1,2,3,1,2,,,,,,,,,,,,,,1,10,11,25,2,,,,,2,2,2
3,33,3318,2,1498,339026,2,2,,,,1,3,3,1,2,,,,,,,,,,,,,,1,50,11,25,1,2,0,,,2,2,2
3,33,3318,2,1498,339026,3,2,,,,1,1.5,3,1,2,,,,,,,,,,,,,,1,30,11,25,1,1,0,,,2,2,2
3,33,3318,2,1498,339026,4,2,,,,1,2,3,1,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,33,3318,2,1498,339026,5,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
3,33,3318,2,1498,339027,1,2,,,,2,,,,1,1,0,0,,15,30,2,,,,,,,2,,,,1,2,0,,,2,1,1
3,33,3318,2,1498,339027,2,2,,,,2,,,,1,1,0,0,,15,30,2,,,,,,,2,,,,1,2,0,,,2,1,1
3,33,3318,2,1498,339027,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,1,2,0,,,2,1,1
3,33,3318,2,1498,339027,4,2,,,,2,,,,1,1,0,0,,15,30,2,,,,,,,2,,,,1,2,0,,,2,2,2
3,33,3318,2,1498,339028,1,2,,,,2,,,,1,1,0,0,,1,12,50,,,,,,,2,,,,1,0,2,2500,0,2,2,1
3,33,3318,2,1498,339028,2,2,,,,2,,,,1,1,0,0,,1,12,50,,,,,,,2,,,,1,0,1,4000,0,2,2,1
3,33,3318,2,1498,339029,1,2,,,,2,,,,1,1,0,0,,1,12,50,,,,,,,2,,,,1,0,2,4000,0,2,2,1
3,33,3318,2,1498,339029,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,15,13,100,1,0,1,4000,0,2,2,1
3,33,3318,2,1498,339029,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,1
3,33,3318,2,1498,339030,1,2,,,,2,,,,1,1,0,0,,1,11,25,,,,,,,1,18,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339030,2,2,,,,2,,,,1,1,0,0,,1,11,25,,,,,,,1,10,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339030,3,2,,,,2,,,,1,1,0,0,,3,12,50,,,,,,,1,28,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339030,4,2,,,,2,,,,1,1,0,0,,1,11,25,,,,,,,1,5,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339030,5,2,,,,2,,,,1,1,0,0,,2,12,50,,,,,,,1,10,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339031,1,2,,,,2,,,,1,1,0,0,,1,11,25,,,,,,,1,20,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339031,2,2,,,,2,,,,1,1,0,0,,1,11,25,,,,,,,1,30,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339032,1,2,,,,1,1,3,1,1,1,0,0,,1,12,50,,,,,,,1,50,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339032,2,2,,,,1,2,3,1,1,1,0,0,,2,12,50,,,,,,,1,40,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339032,3,2,,,,1,1,3,1,1,1,0,0,,1,12,50,,,,,,,1,20,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339032,4,2,,,,1,1,3,1,1,1,0,0,,1,12,50,,,,,,,1,25,10,10,2,,,,,3,2,3
3,33,3318,2,1498,339032,5,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3318,2,1498,339032,6,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3318,2,1498,339032,7,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3318,2,1498,339032,8,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3318,2,1498,339032,9,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3318,2,1498,339032,10,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
3,33,3318,2,1498,339033,1,2,,,,1,1,3,1,1,0,1,0,,,,,1,52,3.47000002861023,,,,1,20,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339033,2,2,,,,1,1,3,1,1,0,1,0,,,,,1,11,25,,,,1,30,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339033,3,2,,,,2,,,,1,0,1,0,,,,,1,11,25,,,,1,30,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339033,4,2,,,,1,1,3,1,1,1,1,0,,1,11,25,1,11,25,,,,1,30,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339033,5,2,,,,1,1,3,1,1,1,0,0,,1,11,25,,,,,,,1,30,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339033,6,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339033,7,2,,,,2,,,,1,1,0,0,,1,11,25,,,,,,,1,30,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339033,8,2,,,,2,,,,1,0,1,0,,,,,1,11,25,,,,1,30,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339033,9,2,,,,1,1,3,1,2,,,,,,,,,,,,,,1,30,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339034,1,2,,,,2,,,,1,1,0,0,,10,51,2.5,,,,,,,1,10,12,50,2,,,,,2,2,1
3,33,3318,2,1498,339034,2,2,,,,2,,,,1,1,0,0,,1,11,25,,,,,,,1,40,12,50,1,1,0,,,2,2,1
3,33,3318,2,1498,339034,3,2,,,,2,,,,1,1,0,0,,3,11,25,,,,,,,2,,,,1,3,0,,,2,2,1
3,33,3318,2,1498,339034,4,2,,,,2,,,,1,1,0,0,,1,11,25,,,,,,,2,,,,1,1,0,,,2,1,1
3,33,3318,2,1498,339034,5,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,1,1,0,,,2,2,1
3,33,3318,2,1498,339034,6,2,,,,2,,,,1,1,0,0,,1,11,25,,,,,,,2,,,,1,1,0,,,2,2,1
3,33,3318,2,1498,339034,7,2,,,,2,,,,1,1,0,0,,4,11,25,,,,,,,2,,,,1,5,0,,,2,2,1
3,33,3318,2,1498,339034,8,2,,,,2,,,,2,,,,,,,,,,,,,,1,15,11,25,1,1,0,,,2,2,1
3,33,3318,2,1498,339034,9,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,1,3,0,,,2,2,1
3,33,3318,2,1498,339034,10,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,1,1,0,,,2,2,1
3,33,3321,2,118,339037,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,11,25,2,,,,,3,2,3
3,33,3321,2,118,339037,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,25,12,50,2,,,,,3,2,3
3,33,3321,2,118,339037,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,2,,,,,3,2,3
3,33,3321,2,118,339037,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,2,,,,,3,2,3
3,33,3321,2,118,339037,5,2,,,,2,,,,2,,,,,,,,,,,,,,1,25,12,50,2,,,,,3,2,3
3,33,3321,2,118,339037,6,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,12,50,2,,,,,2,2,3
3,33,3321,2,118,339038,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,80,12,50,2,,,,,3,2,3
3,33,3321,2,118,339038,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,10,12,50,2,,,,,3,2,3
3,33,3321,2,118,339038,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,12,50,2,,,,,3,2,3
3,33,3321,2,118,339038,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,60,12,50,2,,,,,3,2,3
3,33,3321,2,118,339040,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,200,11,25,2,,,,,3,2,3
3,33,3321,2,118,339040,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,11,25,2,,,,,3,2,3
3,33,3321,2,118,339040,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,60,11,25,2,,,,,3,2,3
3,33,3321,2,118,339042,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,12,50,2,,,,,2,2,3
3,33,3321,2,118,339042,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,12,50,2,,,,,3,2,3
3,33,3321,2,118,339042,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,12,50,2,,,,,2,2,3
3,33,3321,2,118,339042,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,40,12,50,2,,,,,3,2,3
3,33,3321,2,118,339042,5,2,,,,2,,,,2,,,,,,,,,,,,,,1,40,12,50,2,,,,,3,2,3
3,33,3321,2,118,339042,6,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,12,50,2,,,,,3,2,3
3,33,3321,2,118,339042,7,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,12,50,2,,,,,3,2,3
3,33,3321,2,118,339042,8,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,12,50,2,,,,,3,2,3
3,33,3321,2,118,339043,1,2,,,,1,1,3,1,1,1,0,0,,1,11,25,,,,,,,1,5,12,50,2,,,,,3,2,3
3,33,3321,2,118,339043,2,2,,,,1,1,3,1,1,1,0,0,,1,12,50,,,,,,,1,5,12,50,2,,,,,3,2,3
3,33,3321,2,118,339043,3,2,,,,1,21,4,0.00999999977648258,1,1,0,0,,1,12,50,,,,,,,1,5,12,50,2,,,,,3,2,3
3,33,3321,2,118,339043,4,2,,,,1,1,3,1,1,1,0,0,,1,12,50,,,,,,,1,5,12,50,2,,,,,3,2,3
3,33,3321,2,118,339044,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,150,11,25,2,,,,,2,2,1
3,33,3321,2,118,339045,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,10,13,100,2,,,,,3,2,2
3,33,3321,2,118,339045,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,60,13,100,2,,,,,2,2,1
3,33,3321,2,118,339045,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,1
3,33,3321,2,118,339045,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,100,13,100,2,,,,,1,2,1
3,33,3321,2,118,339045,5,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,13,100,2,,,,,1,2,1
3,33,3321,2,118,339046,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,10,12,50,2,,,,,3,2,3
3,33,3321,2,118,339046,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,11,25,2,,,,,3,2,3
3,33,3321,2,118,339046,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,10,12,50,2,,,,,3,2,3
3,33,3321,2,118,339046,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,40,12,50,2,,,,,3,2,3
3,33,3321,2,118,339046,5,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,12,50,2,,,,,3,2,3
3,33,3321,2,118,339046,6,2,,,,2,,,,2,,,,,,,,,,,,,,1,10,12,50,2,,,,,3,2,3
3,33,3321,2,118,339046,7,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,12,50,2,,,,,3,2,3
3,33,3321,2,118,339047,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,35,13,100,2,,,,,2,2,1
3,33,3321,2,118,339047,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,13,100,2,,,,,2,2,1
3,33,3321,2,118,339047,3,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,13,100,2,,,,,2,2,1
3,33,3321,2,118,339047,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,13,100,2,,,,,2,2,1
3,33,3321,2,118,339047,5,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,13,100,2,,,,,2,2,1
3,33,3321,2,118,339048,1,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,13,100,2,,,,,2,2,1
3,33,3321,2,118,339048,2,2,,,,2,,,,2,,,,,,,,,,,,,,1,50,13,100,2,,,,,2,2,1
3,33,3321,2,118,339048,3,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,1,2,1
3,33,3321,2,118,339048,4,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,13,100,2,,,,,3,2,1
3,33,3321,2,118,339048,5,2,,,,2,,,,2,,,,,,,,,,,,,,1,30,13,100,2,,,,,3,2,1
3,33,3321,2,118,339048,6,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,13,100,2,,,,,3,2,3
3,33,3321,2,118,339048,7,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,13,100,2,,,,,1,2,3
3,33,3321,2,118,339048,8,2,,,,2,,,,2,,,,,,,,,,,,,,1,20,13,100,2,,,,,2,2,3
2,34,3405,2,456,340032,1,1,5,3,1,2,,,,1,1,0,0,,3,11,25,,,,,,,2,,,,2,,,,,2,1,2
2,34,3405,2,456,340032,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,1,2
2,34,3405,2,456,340032,3,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,1,2
2,34,3405,2,456,340033,1,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3405,2,456,340033,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3405,2,456,340035,1,1,12,3,1,2,,,,1,1,1,0,,3,12,50,1,12,50,,,,2,,,,2,,,,,3,1,2
2,34,3405,2,456,340035,2,1,10,3,1,2,,,,1,1,0,0,,2,12,50,,,,,,,2,,,,2,,,,,3,1,2
2,34,3405,2,456,340036,1,1,20,3,1,2,,,,1,1,1,0,,2,12,50,2,12,50,,,,2,,,,2,,,,,3,1,2
2,34,3405,2,456,340036,2,1,20,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
2,34,3405,2,456,340036,3,1,20,3,1,2,,,,1,1,1,0,,3,12,50,1,12,50,,,,2,,,,2,,,,,3,1,2
2,34,3405,2,456,340037,1,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3405,2,456,340037,2,1,4,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,1,2
2,34,3405,2,456,340037,3,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3405,2,456,340038,1,1,5,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3405,2,456,340039,1,1,12,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
2,34,3405,2,456,340039,2,1,4,1,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
2,34,3405,2,456,340040,2,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
2,34,3405,2,456,340040,3,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
2,34,3405,2,456,340040,4,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,2,3
2,34,3412,2,156,340051,1,1,2,3,1,2,,,,1,1,1,0,,2,11,25,2,11,25,,,,2,,,,2,,,,,2,1,2
2,34,3412,2,156,340051,2,1,2,3,1,2,,,,1,1,1,0,,2,11,25,2,11,25,,,,2,,,,2,,,,,2,1,2
2,34,3412,2,156,340052,1,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,1,1
2,34,3412,2,156,340052,2,1,4,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,1,1
2,34,3412,2,156,340052,3,1,7,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,1,1
2,34,3412,2,156,340053,1,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3412,2,156,340053,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3412,2,156,340053,3,1,3,3,1,2,,,,1,1,1,0,,1,12,50,1,12,50,,,,2,,,,2,,,,,2,2,2
2,34,3412,2,156,340054,1,1,4,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3412,2,156,340054,2,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3412,2,156,340054,4,2,,,,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,2,2,2
2,34,3412,2,156,340056,1,1,2,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
2,34,3412,2,156,340056,2,1,3,3,1,2,,,,2,,,,,,,,,,,,,,2,,,,2,,,,,3,1,2
