"version","interview__key","zone","state","lga","sector","ea","cluster_id","InterviewDate"
"3","41-66-59-84",6,27,2705,2,568,"2705-568","2018-07-28T03:25:57"
"3","22-00-22-68",1,25,2504,2,222,"2504-222","2018-07-28T04:49:17"
"3","06-36-42-99",5,32,3206,1,622,"3206-622","2018-08-04T11:29:54"
"3","86-43-32-96",6,29,2905,1,1096,"2905-1096","2018-07-31T07:56:46"
"3","60-94-13-80",3,19,1914,2,934,"1914-934","2018-08-15T06:38:48"
"3","20-94-63-06",5,3,311,2,20,"311-20","2018-07-25T07:35:23"
"3","46-76-06-51",4,1,102,1,1690,"102-1690","2018-08-17T09:42:20"
"3","79-10-50-98",2,34,3402,2,72,"3402-72","2018-08-08T02:17:45"
"3","12-77-61-09",1,7,718,2,504,"718-504","2018-08-05T11:19:25"
"3","62-09-27-81",6,28,2804,1,340,"2804-340","2018-07-30T09:46:31"
"2","33-73-83-23",3,17,1712,2,126,"1712-126","2018-07-18T10:40:10"
"3","92-77-78-00",1,37,3706,1,156,"3706-156","2018-08-03T07:23:18"
"3","30-15-04-14",4,4,417,1,678,"417-678","2018-07-28T10:41:37"
"3","62-48-24-92",1,26,2615,2,2196,"2615-2196","2018-08-04T04:36:11"
"3","08-26-46-32",5,12,1208,2,630,"1208-630","2018-07-31T07:03:08"
"3","96-55-75-53",2,2,207,2,158,"207-158","2018-08-09T01:38:41"
"3","56-85-49-04",6,28,2815,2,10,"2815-10","2018-07-25T10:14:52"
"3","63-55-00-20",2,5,504,2,406,"504-406","2018-07-25T08:31:38"
"3","65-36-02-82",1,7,718,2,1228,"718-1228","2018-08-05T06:33:15"
"2","31-32-04-63",4,14,1403,1,306,"1403-306","2018-07-18T06:07:28"
"3","37-46-79-75",3,20,2028,2,498,"2028-498","2018-07-26T09:36:35"
"3","90-69-30-06",6,27,2711,2,1218,"2711-1218","2018-08-17T08:41:45"
"3","15-20-22-13",4,16,1602,2,234,"1602-234","2018-07-24T05:47:28"
"3","95-88-13-44",4,1,115,1,176,"115-176","2018-08-13T05:43:04"
"3","15-32-67-74",6,24,2403,1,7586,"2403-7586","2018-08-01T07:32:07"
"3","23-29-35-52",5,3,327,2,196,"327-196","2018-08-09T06:00:31"
"3","99-56-55-13",1,37,3703,1,202,"3703-202","2018-07-26T08:13:09"
"3","93-75-47-35",6,24,2401,1,1664,"2401-1664","2018-07-22T09:56:48"
"3","78-61-27-29",6,29,2920,2,1628,"2920-1628","2018-08-07T08:12:37"
"3","95-07-94-42",4,1,115,1,550,"115-550","2018-08-16T09:56:14"
"3","07-48-56-32",3,18,1819,1,818,"1819-818","2018-07-20T04:57:02"
"3","41-56-42-77",6,30,3023,2,622,"3023-622","2018-08-13T05:08:30"
"2","24-96-26-04",2,15,1506,1,398,"1506-398","2018-07-18T05:50:56"
"3","46-18-91-71",2,5,509,2,1064,"509-1064","2018-08-06T06:29:40"
"3","47-55-77-30",2,34,3409,2,500,"3409-500","2018-07-22T06:26:31"
"2","38-87-88-19",3,36,3608,2,2078,"3608-2078","2018-07-18T04:38:29"
"3","25-27-88-75",1,26,2608,2,786,"2608-786","2018-07-22T08:00:11"
"3","46-66-02-79",1,37,3706,1,1836,"3706-1836","2018-08-05T07:13:38"
"3","61-97-75-93",5,10,1013,2,948,"1013-948","2018-07-23T05:11:04"
"3","31-11-21-84",6,13,1307,1,268,"1307-268","2018-08-07T10:36:33"
"3","82-64-75-94",5,3,304,2,10,"304-10","2018-07-24T06:19:41"
"3","00-86-78-35",1,23,2316,2,1442,"2316-1442","2018-08-06T12:29:43"
"3","89-56-51-08",6,29,2928,1,322,"2928-322","2018-08-11T11:49:12"
"3","91-93-19-22",2,34,3416,2,620,"3416-620","2018-08-05T03:17:10"
"3","53-33-58-51",5,10,1022,1,30,"1022-30","2018-08-04T08:19:47"
"3","93-66-94-10",6,30,3021,2,628,"3021-628","2018-08-10T11:44:24"
"3","68-61-30-79",3,18,1809,1,1756,"1809-1756","2018-07-20T04:23:32"
"3","18-54-56-36",1,37,3701,1,308,"3701-308","2018-07-23T03:38:02"
"3","91-40-95-38",1,23,2311,2,516,"2311-516","2018-08-10T12:18:17"
"3","20-98-53-79",4,1,109,2,1214,"109-1214","2018-07-26T09:56:38"
"3","28-15-21-68",1,23,2306,1,78,"2306-78","2018-07-23T03:04:18"
"3","37-75-02-55",3,18,1803,2,840,"1803-840","2018-07-22T11:49:41"
"3","30-04-23-43",4,14,1405,1,846,"1405-846","2018-08-15T09:08:29"
"3","90-25-73-62",4,16,1610,2,66,"1610-66","2018-07-29T09:20:06"
"3","48-99-00-25",1,7,716,2,458,"716-458","2018-07-26T09:06:40"
"3","18-25-40-78",2,34,3412,2,156,"3412-156","2018-08-12T03:07:17"
"3","44-52-87-95",6,27,2720,1,1048,"2720-1048","2018-08-13T10:32:10"
"3","95-58-50-44",5,9,917,2,2282,"917-2282","2018-08-11T06:21:34"
"3","06-75-46-66",1,26,2602,2,118,"2602-118","2018-08-15T06:13:57"
"3","32-44-34-33",5,12,1209,1,566,"1209-566","2018-08-03T04:08:53"
"3","31-24-79-89",6,13,1310,1,762,"1310-762","2018-09-03T08:26:16"
"3","12-64-30-32",3,20,2012,1,844,"2012-844","2018-08-06T06:32:03"
"3","52-64-68-81",3,18,1810,1,540,"1810-540","2018-07-24T09:33:24"
"3","89-30-33-74",2,2,213,2,1282,"213-1282","2018-07-27T03:39:00"
"3","06-41-30-42",3,20,2016,1,408,"2016-408","2018-08-05T06:02:43"
"3","66-89-39-46",3,18,1816,1,378,"1816-378","2018-07-24T10:52:15"
"3","25-71-89-41",5,12,1208,2,526,"1208-526","2018-07-24T05:10:34"
"3","27-42-77-18",3,19,1910,2,808,"1910-808","2018-07-22T05:47:32"
"3","83-97-06-16",4,1,107,2,1322,"107-1322","2018-07-23T05:57:05"
"3","47-95-75-83",1,31,3113,2,870,"3113-870","2018-07-25T04:33:17"
"3","41-84-50-19",2,5,502,1,562,"502-562","2018-07-24T06:37:54"
"3","02-87-57-89",6,30,3026,1,72,"3026-72","2018-08-05T06:24:07"
"3","92-92-88-76",1,26,2616,2,584,"2616-584","2018-07-31T09:42:17"
"2","98-44-14-27",1,23,2307,1,2316,"2307-2316","2018-07-18T09:41:19"
"3","56-85-76-53",3,17,1707,2,284,"1707-284","2018-08-03T07:03:39"
"2","94-72-59-56",3,19,1912,1,1510,"1912-1510","2018-07-18T04:55:02"
"3","98-98-49-07",6,30,3020,2,1092,"3020-1092","2018-08-03T05:47:08"
"3","59-19-99-48",5,12,1216,1,694,"1216-694","2018-08-11T07:03:56"
"3","27-48-21-40",4,16,1610,2,776,"1610-776","2018-08-01T05:08:24"
"3","14-92-68-14",1,7,715,2,780,"715-780","2018-08-02T08:43:46"
"3","44-73-48-88",4,16,1608,2,1480,"1608-1480","2018-07-20T12:03:12"
"3","26-11-55-88",6,27,2712,2,356,"2712-356","2018-08-10T07:29:43"
"3","71-88-60-47",4,16,1622,2,692,"1622-692","2018-08-04T05:21:39"
"2","40-42-95-51",6,30,3002,1,1310,"3002-1310","2018-07-18T05:50:51"
"3","55-22-28-89",5,9,910,2,730,"910-730","2018-08-03T08:15:59"
"3","56-02-50-35",3,36,3610,2,1140,"3610-1140","2018-07-27T06:43:08"
"3","76-69-46-88",1,23,2316,2,614,"2316-614","2018-08-07T03:20:28"
"3","72-89-59-07",6,24,2418,1,2276,"2418-2276","2018-07-27T07:51:46"
"3","52-91-15-58",2,2,221,1,750,"221-750","2018-07-21T09:53:35"
"3","74-59-58-64",2,5,518,2,1304,"518-1304","2018-08-13T05:46:21"
"3","07-61-48-97",4,14,1401,2,1116,"1401-1116","2018-08-02T06:23:40"
"3","15-06-11-50",4,1,113,2,284,"113-284","2018-08-04T10:44:17"
"3","56-67-49-60",3,36,3606,2,1956,"3606-1956","2018-08-08T08:10:12"
"3","35-84-91-96",5,3,316,2,874,"316-874","2018-07-31T04:26:32"
"3","64-61-47-63",3,19,1923,2,284,"1923-284","2018-08-17T06:13:27"
"3","25-68-88-37",2,2,212,2,1254,"212-1254","2018-08-05T03:35:08"
"3","03-78-04-62",2,34,3405,2,456,"3405-456","2018-07-27T09:29:36"
"3","00-20-28-64",5,10,1006,2,1708,"1006-1708","2018-08-03T12:40:52"
"3","62-89-02-19",3,17,1701,2,10,"1701-10","2018-07-30T05:51:33"
"3","24-39-52-47",4,1,112,2,556,"112-556","2018-08-12T08:09:38"
"3","34-29-17-82",4,1,117,2,800,"117-800","2018-07-30T06:25:46"
"3","38-46-37-57",3,21,2112,2,442,"2112-442","2018-07-24T04:24:11"
"3","39-65-88-69",4,14,1410,2,236,"1410-236","2018-07-23T05:34:32"
"3","50-64-52-17",1,23,2308,1,5126,"2308-5126","2018-07-20T06:26:48"
"3","24-32-97-65",6,27,2715,2,864,"2715-864","2018-08-04T06:17:18"
"3","03-99-69-43",2,8,805,2,46,"805-46","2018-08-12T03:54:36"
"3","45-81-09-98",4,1,107,2,10,"107-10","2018-07-24T05:30:16"
"3","73-27-72-92",3,17,1722,2,96,"1722-96","2018-08-05T05:39:44"
"3","82-37-95-85",5,9,918,2,834,"918-834","2018-07-26T10:12:56"
"3","29-95-35-85",2,35,3506,2,2404,"3506-2404","2018-08-08T06:00:32"
"3","58-78-35-36",5,32,3205,2,846,"3205-846","2018-08-15T07:28:53"
"3","93-92-34-51",2,35,3505,2,1726,"3505-1726","2018-07-27T05:29:13"
"3","30-24-32-31",4,11,1102,2,936,"1102-936","2018-07-31T05:02:47"
"3","73-72-14-98",2,15,1508,2,1682,"1508-1682","2018-07-30T09:05:34"
"3","09-47-71-35",1,23,2309,2,740,"2309-740","2018-07-30T04:06:33"
"3","33-54-54-25",1,23,2303,2,828,"2303-828","2018-08-03T10:08:03"
"3","90-22-89-28",4,1,117,2,560,"117-560","2018-08-02T07:11:47"
"3","99-97-86-11",5,12,1214,2,452,"1214-452","2018-08-05T12:34:33"
"3","98-78-25-73",1,37,3706,1,4144,"3706-4144","2018-08-08T07:22:35"
"3","57-71-37-06",6,13,1303,1,626,"1303-626","2018-08-31T09:14:47"
"2","53-72-97-57",5,32,3213,2,282,"3213-282","2018-07-26T05:46:43"
"3","36-31-47-89",5,12,1209,1,226,"1209-226","2018-08-05T07:34:12"
"2","75-48-08-70",2,2,220,2,112,"220-112","2018-07-18T05:10:04"
"2","13-73-35-87",1,7,708,2,754,"708-754","2018-07-19T01:50:07"
"3","37-01-37-68",5,6,606,2,790,"606-790","2018-07-31T13:06:40"
"3","24-97-17-23",3,20,2009,2,144,"2009-144","2018-07-25T07:46:38"
"3","74-88-48-17",2,34,3406,2,728,"3406-728","2018-07-25T03:42:06"
"3","21-49-21-54",6,24,2413,1,306,"2413-306","2018-08-01T07:18:24"
"3","53-77-95-52",4,1,111,1,1146,"111-1146","2018-08-07T11:35:59"
"3","40-17-09-12",4,1,104,2,1020,"104-1020","2018-07-21T10:11:29"
"3","50-56-39-28",3,36,3613,2,1808,"3613-1808","2018-08-01T05:23:57"
"3","10-70-15-22",5,3,320,2,266,"320-266","2018-08-01T05:52:13"
"3","52-94-82-79",3,20,2003,2,1390,"2003-1390","2018-08-02T05:16:20"
"3","70-18-31-77",6,24,2405,1,134,"2405-134","2018-07-24T10:25:30"
"3","05-12-63-20",5,6,607,2,1892,"607-1892","2018-08-04T13:10:14"
"3","11-22-53-73",6,24,2405,1,1292,"2405-1292","2018-08-09T09:02:26"
"3","40-64-78-87",1,22,2208,2,642,"2208-642","2018-08-09T06:47:03"
"3","29-70-03-68",3,20,2016,2,2102,"2016-2102","2018-08-07T05:32:21"
"3","49-63-45-57",2,8,821,1,1628,"821-1628","2018-07-24T04:54:23"
"3","35-93-63-36",6,24,2420,1,10,"2420-10","2018-07-26T08:31:16"
"3","42-14-65-67",5,10,1012,2,428,"1012-428","2018-07-21T09:01:57"
"3","34-64-88-25",5,9,913,2,1510,"913-1510","2018-08-09T12:29:01"
"3","35-91-88-27",1,23,2309,1,1224,"2309-1224","2018-07-30T09:35:28"
"3","03-12-22-44",5,3,313,2,70,"313-70","2018-08-02T03:35:53"
"3","21-79-45-65",5,6,601,2,640,"601-640","2018-08-07T10:01:38"
"3","42-20-44-59",4,11,1109,2,1556,"1109-1556","2018-07-21T01:35:53"
"3","04-74-30-48",2,34,3408,2,870,"3408-870","2018-08-03T03:16:19"
"3","81-24-92-26",6,27,2703,1,1612,"2703-1612","2018-07-24T10:33:13"
"3","75-11-39-19",6,30,3005,1,3648,"3005-3648","2018-07-31T06:32:47"
"3","85-15-70-34",5,32,3203,2,1420,"3203-1420","2018-08-07T08:18:33"
"3","79-28-34-70",3,17,1716,2,1452,"1716-1452","2018-07-26T04:17:26"
"3","71-53-69-82",4,1,102,1,46,"102-46","2018-08-21T06:13:08"
"3","54-25-84-23",6,29,2909,2,220,"2909-220","2018-08-15T04:54:19"
"3","09-16-01-04",3,18,1818,2,76,"1818-76","2018-07-27T10:43:25"
"3","62-79-50-51",5,10,1012,2,1106,"1012-1106","2018-07-25T05:21:23"
"3","22-72-53-69",1,23,2314,2,354,"2314-354","2018-07-23T10:53:38"
"3","32-67-68-76",1,22,2220,1,1296,"2220-1296","2018-07-25T05:49:27"
"3","50-60-17-79",1,26,2603,1,450,"2603-450","2018-07-26T11:35:21"
"3","13-66-49-36",5,10,1007,1,1026,"1007-1026","2018-07-31T06:28:37"
"3","58-86-92-36",1,23,2313,1,382,"2313-382","2018-07-25T08:14:51"
"3","38-21-46-52",4,1,108,2,904,"108-904","2018-08-09T10:17:00"
"3","23-66-53-00",2,5,508,2,2196,"508-2196","2018-08-09T07:52:24"
"2","56-49-43-37",1,7,717,2,478,"717-478","2018-07-18T07:38:34"
"3","25-28-52-14",1,22,2203,2,2578,"2203-2578","2018-08-03T08:01:52"
"2","38-70-64-26",5,32,3213,2,1358,"3213-1358","2018-07-23T06:38:04"
"3","52-55-68-60",4,4,416,1,372,"416-372","2018-08-07T06:59:15"
"3","68-51-92-01",4,11,1112,2,78,"1112-78","2018-08-06T06:25:06"
"3","56-13-60-26",2,15,1503,2,864,"1503-864","2018-08-14T07:07:59"
"3","49-83-99-45",2,2,211,2,344,"211-344","2018-08-05T04:48:01"
"3","33-58-27-66",4,11,1105,2,1092,"1105-1092","2018-07-24T02:18:45"
"2","83-89-02-14",5,10,1002,1,114,"1002-114","2018-07-18T09:14:30"
"3","22-86-82-38",6,27,2720,1,1836,"2720-1836","2018-08-15T09:40:09"
"3","26-03-93-08",2,2,213,2,1406,"213-1406","2018-07-26T06:51:31"
"3","37-81-95-07",5,3,327,2,246,"327-246","2018-08-14T05:33:15"
"3","67-97-39-81",6,30,3007,1,1624,"3007-1624","2018-07-25T08:20:53"
"3","59-59-50-81",2,8,821,1,12,"821-12","2018-07-29T04:24:55"
"3","00-34-88-54",4,4,408,2,630,"408-630","2018-08-03T05:27:01"
"3","96-51-94-30",4,14,1401,2,746,"1401-746","2018-08-02T07:05:08"
"3","38-72-90-17",5,3,318,2,56,"318-56","2018-07-28T07:27:36"
"3","14-92-21-43",6,13,1308,1,842,"1308-842","2018-08-23T09:54:12"
"3","67-97-38-50",2,2,213,1,1010,"213-1010","2018-07-23T04:53:35"
"3","76-13-13-22",3,19,1919,2,596,"1919-596","2018-07-30T06:27:29"
"3","98-30-04-25",1,31,3117,2,1288,"3117-1288","2018-07-28T06:39:48"
"3","94-62-88-50",4,11,1104,2,914,"1104-914","2018-08-03T05:47:37"
"3","00-47-07-24",1,22,2208,2,194,"2208-194","2018-08-07T10:20:26"
"3","27-25-11-01",5,3,316,2,910,"316-910","2018-07-27T06:33:50"
