"zone","state","lga","sector","ea","hhid","plotid","indiv","sa2aq1b","sa2aq1c","sa2aq1d__1","sa2aq1d__2","sa2aq1d__3","sa2aq1d__4","sa2aq1d__5","sa2aq1d__6"
1,31,3112,2,350,310085,4,1,8,8,0,0,0,1,1,0
1,31,3112,2,350,310085,4,2,8,7,0,0,1,0,1,0
1,31,3112,2,350,310085,4,3,8,8,0,0,1,1,1,0
1,31,3112,2,350,310085,4,4,5,8,0,0,1,0,1,0
1,31,3112,2,350,310085,5,1,8,7,0,0,0,1,1,0
1,31,3112,2,350,310085,5,2,8,7,0,0,1,0,1,0
1,31,3112,2,350,310085,5,3,8,8,0,0,1,1,1,0
1,31,3112,2,350,310086,1,3,18,5,0,0,1,1,1,1
1,31,3112,2,350,310086,1,4,18,5,0,0,1,1,1,0
1,31,3112,2,350,310086,1,5,12,5,0,0,1,0,1,0
1,31,3112,2,350,310086,1,7,18,5,0,0,1,1,1,1
1,31,3112,2,350,310086,2,3,7,4,0,0,1,1,1,1
1,31,3112,2,350,310086,2,4,7,4,0,0,1,1,1,0
1,31,3112,2,350,310086,2,5,6,4,0,0,1,1,1,0
1,31,3112,2,350,310086,2,7,7,4,0,0,1,0,1,1
1,31,3112,2,350,310086,3,3,19,5,0,0,1,1,1,1
1,31,3112,2,350,310086,3,4,19,4,0,0,1,1,1,0
1,31,3112,2,350,310086,3,5,16,4,0,0,1,1,1,0
1,31,3112,2,350,310086,3,7,17,5,0,0,1,1,1,1
1,31,3112,2,350,310086,4,2,8,2,0,0,1,0,1,0
1,31,3112,2,350,310086,4,3,9,3,0,0,1,1,1,0
1,31,3112,2,350,310086,4,4,8,4,0,0,1,1,1,0
1,31,3112,2,350,310086,4,5,6,3,0,0,1,1,1,0
1,31,3112,2,350,310086,4,7,9,4,0,0,1,1,1,1
1,31,3112,2,350,310086,5,3,21,5,0,0,1,1,1,1
1,31,3112,2,350,310086,5,4,21,5,0,0,1,1,1,0
1,31,3112,2,350,310086,5,5,6,5,0,0,1,1,1,0
1,31,3112,2,350,310086,5,7,19,5,0,0,1,1,1,0
1,31,3112,2,350,310087,1,1,3,5,0,0,0,0,1,0
1,31,3112,2,350,310087,1,2,3,5,0,0,0,0,1,0
1,31,3112,2,350,310087,1,4,3,4,0,0,0,0,1,0
1,31,3112,2,350,310087,1,5,3,4,0,0,0,0,1,0
1,31,3112,2,350,310087,1,6,3,4,0,0,0,0,1,0
1,31,3112,2,350,310087,2,1,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,2,2,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,2,4,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,2,5,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,2,6,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,3,1,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,3,2,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,3,4,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,3,5,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,3,6,4,5,0,0,0,0,1,0
1,31,3112,2,350,310087,4,1,2,4,0,0,0,0,1,0
1,31,3112,2,350,310087,4,2,2,4,0,0,0,0,1,0
1,31,3112,2,350,310087,4,4,2,4,0,0,0,0,1,0
1,31,3112,2,350,310087,4,5,2,4,0,0,0,0,1,0
1,31,3112,2,350,310087,4,6,2,4,0,0,0,0,1,0
1,31,3112,2,350,310087,4,7,1,4,0,0,0,0,1,0
1,31,3112,2,350,310087,5,1,6,4,0,0,0,1,1,1
1,31,3112,2,350,310087,5,2,5,4,0,0,0,0,1,0
1,31,3112,2,350,310087,5,4,5,4,0,0,0,1,1,0
1,31,3112,2,350,310087,5,5,5,4,0,0,0,1,1,0
1,31,3112,2,350,310087,5,6,3,4,0,0,0,0,1,0
1,31,3112,2,350,310087,6,1,3,5,0,0,0,0,1,0
1,31,3112,2,350,310087,6,2,3,5,0,0,0,0,1,0
1,31,3112,2,350,310087,6,4,3,5,0,0,0,0,1,0
1,31,3112,2,350,310087,6,5,3,5,0,0,0,0,1,0
1,31,3112,2,350,310087,6,6,3,5,0,0,0,0,1,0
1,31,3112,2,350,310088,1,1,2,6,0,0,0,0,1,0
1,31,3112,2,350,310088,1,2,2,6,0,0,0,0,1,0
1,31,3112,2,350,310088,1,3,2,6,0,0,0,0,1,0
1,31,3112,2,350,310088,1,4,2,6,0,0,0,0,1,0
1,31,3112,2,350,310088,2,1,4,5,0,0,0,0,1,0
1,31,3112,2,350,310088,2,2,4,5,0,0,0,0,1,0
1,31,3112,2,350,310088,2,3,4,5,0,0,0,0,1,0
1,31,3112,2,350,310088,2,4,4,3,0,0,0,0,1,0
1,31,3112,2,350,310088,3,1,4,5,0,0,0,0,1,0
1,31,3112,2,350,310088,3,3,4,5,0,0,0,0,1,0
1,31,3112,2,350,310088,3,4,4,5,0,0,0,0,1,0
1,31,3112,2,350,310088,4,1,4,4,0,0,0,0,1,0
1,31,3112,2,350,310088,4,2,2,4,0,0,0,0,1,0
1,31,3112,2,350,310088,4,3,4,4,0,0,0,0,1,0
1,31,3112,2,350,310088,4,4,4,2,0,0,0,0,1,0
1,31,3112,2,350,310088,5,1,4,4,0,0,0,0,1,0
1,31,3112,2,350,310088,5,2,4,4,0,0,0,0,1,0
1,31,3112,2,350,310088,5,3,4,4,0,0,0,0,1,0
1,31,3112,2,350,310088,5,4,4,4,0,0,0,0,1,0
1,31,3112,2,350,310089,1,1,9,8,0,0,0,1,1,0
1,31,3112,2,350,310089,1,2,9,8,0,0,1,0,1,0
1,31,3112,2,350,310089,1,3,9,8,0,0,1,1,1,0
1,31,3112,2,350,310089,1,4,9,8,0,0,1,0,1,0
1,31,3112,2,350,310089,1,5,9,8,0,0,1,1,1,0
1,31,3112,2,350,310089,2,1,8,8,0,0,1,1,1,0
1,31,3112,2,350,310089,2,2,8,8,0,0,1,1,1,0
1,31,3112,2,350,310089,2,3,8,8,0,0,1,0,1,0
1,31,3112,2,350,310089,2,4,8,8,0,0,1,0,1,0
1,31,3112,2,350,310089,2,5,8,8,0,0,1,1,1,0
1,31,3112,2,350,310089,3,1,9,8,0,0,1,1,1,0
1,31,3112,2,350,310089,3,2,9,8,0,0,1,0,1,0
1,31,3112,2,350,310089,3,3,9,8,0,0,1,1,1,0
1,31,3112,2,350,310089,3,4,9,8,0,0,1,0,1,0
1,31,3112,2,350,310089,3,5,9,8,0,0,1,0,1,0
1,31,3112,2,350,310089,4,1,7,7,0,0,1,1,1,0
1,31,3112,2,350,310089,4,2,7,7,0,0,1,0,1,0
1,31,3112,2,350,310089,4,3,7,7,0,0,1,0,1,0
1,31,3112,2,350,310089,4,4,7,7,0,0,1,0,1,0
1,31,3112,2,350,310089,4,5,7,7,0,0,1,0,1,0
1,31,3112,2,350,310089,5,1,8,7,0,0,1,1,1,0
1,31,3112,2,350,310089,5,2,8,7,0,0,1,0,1,0
1,31,3112,2,350,310089,5,3,9,7,0,0,1,1,1,0
1,31,3112,2,350,310089,5,4,8,7,0,0,1,0,1,0
1,31,3112,2,350,310089,5,5,8,7,0,0,1,0,1,0
1,31,3112,2,350,310089,6,1,8,7,0,0,1,1,1,0
1,31,3112,2,350,310089,6,2,8,7,0,0,1,0,1,0
1,31,3112,2,350,310089,6,3,8,7,0,0,1,1,1,0
1,31,3112,2,350,310089,6,4,8,7,0,0,1,1,1,0
1,31,3112,2,350,310089,6,5,8,7,0,0,1,0,1,0
1,31,3112,2,350,310089,7,1,9,7,0,0,1,1,1,0
1,31,3112,2,350,310089,7,2,9,8,0,0,1,0,1,0
1,31,3112,2,350,310089,7,3,9,8,0,0,1,1,1,0
1,31,3112,2,350,310089,7,4,9,7,0,0,1,1,1,0
1,31,3112,2,350,310089,7,5,8,7,0,0,1,0,1,0
1,31,3112,2,350,310090,1,1,15,4,0,0,1,0,1,1
1,31,3112,2,350,310090,1,2,15,4,0,0,1,0,1,0
1,31,3112,2,350,310090,1,3,14,4,0,0,1,0,1,0
1,31,3112,2,350,310090,1,4,13,4,0,0,1,0,1,0
1,31,3112,2,350,310090,1,12,15,4,0,0,1,0,1,0
1,31,3112,2,350,310090,2,1,10,3,0,0,1,1,1,1
1,31,3112,2,350,310090,2,2,12,3,0,0,1,1,1,0
1,31,3112,2,350,310090,2,3,12,2,0,0,1,1,1,0
1,31,3112,2,350,310090,2,4,9,3,0,0,1,0,0,0
1,31,3112,2,350,310090,2,5,6,1.5,0,0,1,0,1,0
1,31,3112,2,350,310090,2,6,9,2,0,0,1,1,1,0
1,31,3112,2,350,310090,2,12,11,3,0,0,1,1,1,0
1,31,3112,2,350,310090,3,1,20,4,0,0,1,1,1,1
1,31,3112,2,350,310090,3,2,20,4,0,0,1,1,1,0
1,31,3112,2,350,310090,3,3,16,4,0,0,1,0,1,0
1,31,3112,2,350,310090,3,4,12,3,0,0,1,1,1,0
1,31,3112,2,350,310090,3,12,20,4,0,0,1,1,1,0
1,31,3112,2,350,310090,4,1,16,4,0,0,1,1,1,0
1,31,3112,2,350,310090,4,2,16,4,0,0,1,1,1,0
1,31,3112,2,350,310090,4,3,12,4,0,0,1,0,1,0
1,31,3112,2,350,310090,4,12,13,4,0,0,1,1,1,0
1,31,3112,2,350,310090,5,1,14,3,0,0,1,1,1,1
1,31,3112,2,350,310090,5,2,17,4,0,0,1,1,1,1
1,31,3112,2,350,310090,5,3,14,2,0,0,1,0,1,0
1,31,3112,2,350,310090,5,4,10,2,0,0,1,0,1,0
1,31,3112,2,350,310090,5,5,15,3,0,0,1,1,1,0
1,31,3112,2,350,310090,5,6,9,2,0,0,1,0,1,0
1,31,3112,2,350,310090,5,7,6,2,0,0,1,0,1,0
1,31,3112,2,350,310090,5,12,10,3,0,0,1,1,1,0
1,31,3112,2,350,310090,6,1,15,4,0,0,1,1,1,1
1,31,3112,2,350,310090,6,2,15,4,0,0,1,1,1,0
1,31,3112,2,350,310090,6,3,15,4,0,0,1,1,1,0
1,31,3112,2,350,310090,6,6,9,4,0,0,1,0,1,0
1,31,3112,2,350,310090,6,12,15,4,0,0,1,1,1,0
1,31,3112,2,350,310090,8,1,16,4,0,0,1,1,1,0
1,31,3112,2,350,310090,8,2,16,4,0,0,1,1,1,0
1,31,3112,2,350,310090,8,3,16,4,0,0,1,1,1,0
1,31,3112,2,350,310090,8,4,10,4,0,0,1,0,1,0
1,31,3112,2,350,310090,8,12,16,4,0,0,1,1,1,0
1,31,3116,2,1344,310091,1,1,6,4,0,0,0,0,1,1
1,31,3116,2,1344,310091,1,4,6,4,0,0,0,0,1,0
1,31,3116,2,1344,310091,1,6,6,4,0,0,0,0,1,0
1,31,3116,2,1344,310091,2,1,5,3,0,0,0,0,1,1
1,31,3116,2,1344,310091,2,4,6,4,0,0,0,0,1,0
1,31,3116,2,1344,310091,2,6,6,4,0,0,0,0,1,0
1,31,3116,2,1344,310092,1,1,2,4,0,0,0,0,1,1
1,31,3116,2,1344,310092,1,2,2,3,0,0,0,0,1,0
1,31,3116,2,1344,310092,1,3,2,3,0,0,0,0,1,0
1,31,3116,2,1344,310092,1,6,2,3,0,0,0,0,1,0
1,31,3116,2,1344,310092,2,1,2,4,0,0,0,0,1,1
1,31,3116,2,1344,310093,1,1,10,6,0,0,1,1,1,0
1,31,3116,2,1344,310093,1,2,8,6,0,0,1,0,1,0
1,31,3116,2,1344,310093,1,3,5,8,0,0,1,0,1,0
1,31,3116,2,1344,310093,1,6,6,8,0,0,1,0,1,0
1,31,3116,2,1344,310093,2,1,8,6,0,0,1,1,1,0
1,31,3116,2,1344,310093,2,2,8,6,0,0,1,0,1,0
1,31,3116,2,1344,310093,2,3,8,6,0,0,1,0,1,0
1,31,3116,2,1344,310093,2,6,8,6,0,0,1,0,1,0
1,31,3116,2,1344,310093,3,1,6,6,0,0,1,0,1,0
1,31,3116,2,1344,310093,3,2,6,6,0,0,1,0,1,0
1,31,3116,2,1344,310093,3,3,6,6,0,0,1,0,1,0
1,31,3116,2,1344,310093,3,6,6,6,0,0,1,0,1,0
1,31,3116,2,1344,310094,1,2,6,4,0,0,0,0,1,1
1,31,3116,2,1344,310094,1,3,4,3,0,0,0,0,1,0
1,31,3116,2,1344,310094,1,4,4,4,0,0,0,0,1,0
1,31,3116,2,1344,310094,1,5,4,4,0,0,0,0,1,0
1,31,3116,2,1344,310094,1,6,4,4,0,0,0,0,1,0
1,31,3116,2,1344,310094,2,2,5,3,0,0,0,0,1,1
1,31,3116,2,1344,310094,2,3,5,3,0,0,0,0,1,0
1,31,3116,2,1344,310094,2,4,5,3,0,0,0,0,1,0
1,31,3116,2,1344,310094,2,5,5,3,0,0,0,0,1,0
1,31,3116,2,1344,310094,2,6,5,3,0,0,0,0,1,0
1,31,3116,2,1344,310094,3,2,1,4,0,0,0,0,1,1
1,31,3116,2,1344,310094,3,3,1,3,0,0,0,0,1,0
1,31,3116,2,1344,310094,3,4,1,4,0,0,0,0,1,0
1,31,3116,2,1344,310094,3,5,1,4,0,0,0,0,1,0
1,31,3116,2,1344,310094,3,6,1,4,0,0,0,0,1,0
1,31,3116,2,1344,310094,4,2,3,4,0,0,0,0,1,1
1,31,3116,2,1344,310094,4,3,2,4,0,0,0,0,1,0
1,31,3116,2,1344,310094,4,4,3,4,0,0,0,0,1,0
1,31,3116,2,1344,310094,4,5,3,4,0,0,0,0,1,0
1,31,3116,2,1344,310094,4,6,3,3,0,0,0,0,1,0
1,31,3116,2,1344,310095,1,2,20,4,0,0,1,1,1,1
1,31,3116,2,1344,310095,1,3,20,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,1,4,20,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,1,5,10,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,1,13,20,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,1,14,15,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,1,16,14,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,2,2,15,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,2,3,18,4,0,0,1,1,1,1
1,31,3116,2,1344,310095,2,4,18,4,0,0,1,1,1,0
1,31,3116,2,1344,310095,2,5,18,4,0,0,1,1,1,0
1,31,3116,2,1344,310095,2,13,19,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,2,14,14,4,0,0,1,0,1,0
1,31,3116,2,1344,310095,3,2,19,4,0,0,1,1,1,0
1,31,3116,2,1344,310095,3,3,20,5,0,0,1,1,1,1
1,31,3116,2,1344,310095,3,4,20,4,0,0,1,1,1,1
1,31,3116,2,1344,310095,3,6,9,3,0,0,1,0,1,0
1,31,3116,2,1344,310095,3,13,20,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,3,14,12,4,0,0,1,0,1,0
1,31,3116,2,1344,310095,4,2,16,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,4,3,23,5,0,0,1,1,1,1
1,31,3116,2,1344,310095,4,4,23,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,4,5,19,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,4,7,19,4,0,0,1,0,1,0
1,31,3116,2,1344,310095,4,13,23,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,4,14,14,4,0,0,1,0,1,0
1,31,3116,2,1344,310095,4,15,9,3,0,0,1,0,1,0
1,31,3116,2,1344,310095,4,16,12,4,0,0,1,1,1,0
1,31,3116,2,1344,310095,5,2,18,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,5,3,21,5,0,0,1,1,1,1
1,31,3116,2,1344,310095,5,4,13,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,5,7,15,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,5,13,21,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,5,16,14,4,0,0,1,0,1,0
1,31,3116,2,1344,310095,6,3,20,6,0,0,1,1,1,1
1,31,3116,2,1344,310095,6,4,20,6,0,0,1,1,1,0
1,31,3116,2,1344,310095,6,6,12,4,0,0,1,0,1,0
1,31,3116,2,1344,310095,6,13,20,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,6,15,14,5,0,0,1,0,1,0
1,31,3116,2,1344,310095,7,2,19,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,7,3,20,5,0,0,1,1,1,1
1,31,3116,2,1344,310095,7,4,19,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,7,7,19,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,7,13,20,5,0,0,1,1,1,0
1,31,3116,2,1344,310095,7,14,15,4,0,0,1,1,1,0
1,31,3116,2,1344,310095,7,15,4,4,0,0,1,0,1,0
1,31,3116,2,1344,310095,7,16,12,3,0,0,1,0,1,0
1,31,3116,2,1344,310096,1,1,20,4,0,0,1,1,1,1
1,31,3116,2,1344,310096,1,2,20,4,0,0,1,1,1,0
1,31,3116,2,1344,310096,1,3,19,4,0,0,1,1,1,0
1,31,3116,2,1344,310096,1,4,20,4,0,0,1,1,1,0
1,31,3116,2,1344,310096,1,5,10,3,0,0,1,0,1,0
1,31,3116,2,1344,310096,2,1,21,4,0,0,1,1,1,1
1,31,3116,2,1344,310096,2,2,21,4,0,0,1,1,1,0
1,31,3116,2,1344,310096,2,3,15,4,0,0,1,1,1,0
1,31,3116,2,1344,310096,2,4,21,4,0,0,1,1,1,0
1,31,3116,2,1344,310096,2,5,9,4,0,0,1,0,1,0
1,31,3116,2,1344,310097,1,1,6,8,0,0,1,1,1,0
1,31,3116,2,1344,310097,1,2,6,8,0,0,1,0,1,0
1,31,3116,2,1344,310097,1,4,6,6,0,0,1,1,1,0
1,31,3116,2,1344,310097,1,5,6,8,0,0,1,0,1,0
1,31,3116,2,1344,310097,1,6,6,7,0,0,1,0,1,0
1,31,3116,2,1344,310097,2,1,6,8,0,0,1,1,1,0
1,31,3116,2,1344,310097,2,2,6,8,0,0,1,0,1,0
1,31,3116,2,1344,310097,2,4,6,8,0,0,1,1,1,0
1,31,3116,2,1344,310097,2,5,6,8,0,0,1,0,1,0
1,31,3116,2,1344,310097,3,1,10,8,0,0,1,1,1,0
1,31,3116,2,1344,310097,3,2,10,8,0,0,1,0,1,0
1,31,3116,2,1344,310097,3,4,10,8,0,0,1,1,1,0
1,31,3116,2,1344,310097,3,5,10,8,0,0,1,0,1,0
1,31,3116,2,1344,310097,4,1,8,8,0,0,1,1,1,0
1,31,3116,2,1344,310097,4,2,8,8,0,0,1,1,1,0
1,31,3116,2,1344,310097,4,4,8,8,0,0,1,1,1,0
1,31,3116,2,1344,310097,4,5,8,8,0,0,1,0,1,0
1,31,3116,2,1344,310097,5,1,7,6,0,0,1,1,1,0
1,31,3116,2,1344,310097,5,2,8,7,0,0,1,0,1,0
1,31,3116,2,1344,310097,5,4,8,6,0,0,1,0,1,0
1,31,3116,2,1344,310097,5,5,6,8,0,0,1,0,1,0
1,31,3116,2,1344,310098,1,1,2,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,1,1,2,5,0,0,0,0,1,1
1,31,3116,2,1344,310099,1,2,2,5,0,0,0,0,1,1
1,31,3116,2,1344,310099,2,1,3,5,0,0,0,0,1,1
1,31,3116,2,1344,310099,2,2,3,5,0,0,0,0,1,1
1,31,3116,2,1344,310099,2,4,3,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,2,5,3,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,2,6,3,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,2,7,3,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,3,1,4,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,3,2,4,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,3,4,4,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,3,5,4,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,3,6,4,5,0,0,0,0,1,0
1,31,3116,2,1344,310099,3,7,4,5,0,0,0,0,1,0
1,31,3116,2,1344,310100,1,1,1,4,0,0,0,0,1,0
1,31,3116,2,1344,310100,1,5,1,4,0,0,0,0,1,0
1,31,3116,2,1344,310100,1,7,1,4,0,0,0,0,1,0
1,31,3116,2,1344,310100,1,8,1,4,0,0,0,0,1,0
1,31,3116,2,1344,310100,1,9,1,2,0,0,0,0,1,0
1,31,3116,2,1344,310100,2,1,2,4,0,0,0,0,1,1
1,31,3116,2,1344,310100,2,5,2,4,0,0,0,0,1,0
1,31,3116,2,1344,310100,2,7,2,4,0,0,0,0,1,0
1,31,3116,2,1344,310100,2,8,2,4,0,0,0,0,1,0
1,31,3116,2,1344,310100,2,9,2,4,0,0,0,0,1,0
1,31,3116,2,1344,310100,3,1,4,5,0,0,0,0,1,1
1,31,3116,2,1344,310100,3,5,4,5,0,0,0,0,1,0
1,31,3116,2,1344,310100,3,7,4,5,0,0,0,0,1,0
1,31,3116,2,1344,310100,3,8,4,5,0,0,0,0,1,0
1,31,3116,2,1344,310100,3,9,2,5,0,0,0,0,1,0
1,31,3116,2,1344,310100,4,1,3,5,0,0,0,0,1,1
1,31,3116,2,1344,310100,4,5,3,5,0,0,0,0,1,0
1,31,3116,2,1344,310100,4,7,1,5,0,0,0,0,1,0
1,31,3102,2,14,319001,1,3,4,4,0,0,0,1,1,1
1,31,3102,2,14,319001,1,4,4,4,0,0,1,1,1,0
1,31,3102,2,14,319001,2,3,4,4,0,0,0,1,1,1
1,31,3102,2,14,319001,2,4,4,3,0,0,0,1,1,0
1,31,3102,2,14,319001,3,3,2,4,0,0,0,0,1,1
1,31,3102,2,14,319001,3,4,2,4,0,0,0,1,1,0
1,31,3102,2,14,319001,4,3,1,4,0,0,0,0,1,1
1,31,3102,2,14,319001,4,4,2,4,0,0,0,0,1,0
1,31,3102,2,14,319002,1,1,16,6,0,0,1,1,0,1
1,31,3102,2,14,319002,1,2,16,6,0,0,1,0,1,0
1,31,3102,2,14,319002,1,3,15,6,0,0,1,0,1,0
1,31,3102,2,14,319002,1,4,10,5,0,0,1,0,1,0
1,31,3102,2,14,319002,1,5,10,5,0,0,1,0,1,0
1,31,3102,2,14,319002,1,6,16,5,0,0,1,0,1,0
1,31,3102,2,14,319002,1,7,18,5,0,0,1,0,1,0
1,31,3102,2,14,319002,1,8,9,4,0,0,1,0,0,0
1,31,3102,2,14,319002,1,9,16,6,0,0,1,0,0,0
1,31,3102,2,14,319002,1,14,14,5,0,0,1,0,1,0
1,31,3102,2,14,319002,1,15,16,5,0,0,1,0,1,0
1,31,3102,2,14,319002,2,1,20,5,0,0,1,0,1,1
1,31,3102,2,14,319002,2,2,20,5,0,0,1,0,1,0
1,31,3102,2,14,319002,2,3,18,6,0,0,1,0,1,0
1,31,3102,2,14,319002,2,4,11,4,0,0,1,1,1,0
1,31,3102,2,14,319002,2,5,15,5,0,0,1,0,1,0
1,31,3102,2,14,319002,2,8,10,5,0,0,1,1,1,0
1,31,3102,2,14,319002,2,9,14,5,0,0,1,0,1,0
1,31,3102,2,14,319002,3,1,18,6,0,0,0,1,0,0
1,31,3102,2,14,319002,3,2,18,6,0,0,1,1,1,1
1,31,3102,2,14,319002,3,3,15,5,0,0,1,0,1,0
1,31,3102,2,14,319002,3,4,16,4,0,0,1,1,0,0
1,31,3102,2,14,319002,3,5,16,6,0,0,1,0,1,0
1,31,3102,2,14,319002,3,6,17,6,0,0,1,0,1,0
1,31,3102,2,14,319002,3,9,15,4,0,0,1,0,1,0
1,31,3102,2,14,319002,3,14,13,5,0,0,1,0,1,0
1,31,3102,2,14,319002,3,15,9,4,0,0,1,0,1,0
1,31,3102,2,14,319002,4,1,10,7,0,0,0,1,1,0
1,31,3102,2,14,319002,4,3,10,7,0,0,1,0,1,1
1,31,3102,2,14,319002,4,6,10,6,0,0,1,0,1,0
1,31,3102,2,14,319002,4,8,10,6,0,0,1,0,1,0
1,31,3102,2,14,319002,4,14,10,6,0,0,1,0,1,0
1,31,3102,2,14,319002,4,15,9,4,0,0,1,0,1,0
1,31,3102,2,14,319002,5,1,14,5,0,0,0,1,1,0
1,31,3102,2,14,319002,5,2,14,6,0,0,1,0,1,1
1,31,3102,2,14,319002,5,3,12,5,0,0,1,0,1,0
1,31,3102,2,14,319002,5,4,13,5,0,0,1,0,1,0
1,31,3102,2,14,319002,5,7,9,4,0,0,0,1,1,0
1,31,3102,2,14,319002,5,9,11,6,0,0,0,1,1,0
1,31,3102,2,14,319002,5,15,6,5,0,0,1,0,1,0
1,31,3102,2,14,319002,6,1,11,5,0,0,1,1,0,0
1,31,3102,2,14,319002,6,2,11,5,0,0,0,0,1,1
1,31,3102,2,14,319002,6,3,8,4,0,0,1,0,1,0
1,31,3102,2,14,319002,6,5,10,4,0,0,1,0,1,0
1,31,3102,2,14,319002,6,8,6,3,0,0,1,0,1,0
1,31,3102,2,14,319002,6,9,8,4,0,0,1,0,1,0
1,31,3102,2,14,319002,6,14,9,5,0,0,1,0,1,0
1,31,3102,2,14,319002,7,1,11,4,0,0,0,1,1,0
1,31,3102,2,14,319002,7,2,9,5,0,0,1,0,1,0
1,31,3102,2,14,319002,7,4,11,5,0,0,1,0,1,0
1,31,3102,2,14,319002,7,6,1,5,0,0,0,1,1,0
1,31,3102,2,14,319002,7,7,11,5,0,0,1,1,1,1
1,31,3102,2,14,319002,7,9,9,5,0,0,1,0,1,0
1,31,3102,2,14,319002,7,14,10,3,0,0,1,0,1,0
1,31,3102,2,14,319002,7,15,8,4,0,0,1,0,0,0
1,31,3102,2,14,319002,8,3,9,4,0,0,1,0,1,0
1,31,3102,2,14,319002,8,6,9,5,0,0,1,0,1,0
1,31,3102,2,14,319002,8,7,11,7,0,0,1,0,1,1
1,31,3102,2,14,319002,8,9,9,7,0,0,1,0,1,0
1,31,3102,2,14,319002,8,14,9,6,0,0,1,1,1,0
1,31,3102,2,14,319002,9,3,10,3,0,0,1,0,1,0
1,31,3102,2,14,319002,9,5,6,3,0,0,1,0,1,0
1,31,3102,2,14,319002,9,7,15,8,0,0,1,1,1,1
1,31,3102,2,14,319002,9,14,14,8,0,0,1,1,1,0
1,31,3102,2,14,319002,10,1,8,5,0,0,0,1,0,0
1,31,3102,2,14,319002,10,2,9,5,0,0,1,0,1,0
1,31,3102,2,14,319002,10,6,16,8,0,0,1,1,1,1
1,31,3102,2,14,319002,10,9,8,5,0,0,1,0,1,0
1,31,3102,2,14,319002,10,15,16,8,0,0,1,1,1,0
1,31,3102,2,14,319002,11,3,8,5,0,0,1,0,1,0
1,31,3102,2,14,319002,11,5,8,4,0,0,1,0,1,0
1,31,3102,2,14,319002,11,6,17,5,0,0,1,1,1,1
1,31,3102,2,14,319002,11,7,4,5,0,0,0,1,1,0
1,31,3102,2,14,319002,11,8,8,3,0,0,1,1,0,0
1,31,3102,2,14,319002,11,15,16,8,0,0,1,1,1,0
1,31,3102,2,14,319002,12,3,9,5,0,0,1,0,1,0
1,31,3102,2,14,319002,12,4,12,8,0,1,1,0,1,0
1,31,3102,2,14,319002,12,6,18,7,0,0,1,1,1,1
1,31,3102,2,14,319002,12,7,8,4,0,0,0,1,1,0
1,31,3102,2,14,319002,12,9,6,4,0,0,1,0,1,0
1,31,3102,2,14,319002,12,15,18,6,0,0,1,1,1,0
1,31,3102,2,14,319005,1,2,9,9,0,0,1,1,1,0
1,31,3102,2,14,319005,1,3,20,5,0,0,1,1,1,0
1,31,3102,2,14,319005,2,1,9,10,0,0,1,1,1,0
1,31,3102,2,14,319005,2,2,30,6,0,0,1,1,1,0
1,31,3102,2,14,319005,2,3,10,4,0,0,1,1,0,0
1,31,3102,2,14,319006,1,1,15,8,0,0,0,0,1,1
1,31,3102,2,14,319006,1,2,15,8,0,0,1,0,1,0
1,31,3102,2,14,319006,1,3,4,5,0,0,1,0,1,0
1,31,3102,2,14,319006,1,4,3,8,0,0,1,0,1,0
